Orthogroup	Arabidopsis_thaliana_rna_prot	Brassica_napus_rna_prot
OG0000033	NM_100542.4.p1, NM_179271.2.p1, NM_100541.4.p1, NM_202045.3.p1, NM_001160843.2.p1	XM_013860826.3.p1, XR_002660803.2.p1, XM_022708515.2.p1, XM_013860830.3.p1, XM_013860827.3.p1, XM_013840189.3.p1, XM_048757811.1.p1, XM_013867743.3.p1
OG0000033	NM_001331635.1.p1, NM_100539.3.p1	XM_048757837.1.p1, XM_013867744.3.p1
OG0000033	NM_001340095.1.p1, NM_116004.2.p1, NM_100223.3.p1, NM_001331409.1.p1, NM_100222.3.p1	XM_013863733.3.p1
OG0000033	NM_100318.5.p1, NM_001331476.1.p1	XM_013811037.3.p1, XM_013839638.3.p1
OG0000033	NM_100315.4.p1	XM_013839637.3.p1, XM_013811039.3.p1, XM_013811040.3.p1, XM_013839636.3.p1, XM_013864978.3.p1, XM_013809365.3.p1
OG0000033	NM_125345.5.p1, NM_001037027.1.p1, NM_125346.3.p1	XM_048752205.1.p1, XM_013826865.3.p1, XM_013877107.3.p1, XM_013877118.3.p1
OG0000034	NM_125108.4.p1	XM_013884861.3.p1, XM_048752256.1.p1
OG0000034	NM_113538.2.p1, NM_113537.2.p1	XM_013822076.3.p1
OG0000034	NM_001338796.1.p1	XM_013789295.3.p1, XM_048762058.1.p1, XM_013855809.3.p1
OG0000034	NM_113540.5.p1, NM_113539.2.p1, NM_126314.3.p1	XM_013819695.3.p1
OG0000034	NM_122423.3.p1, NM_122421.3.p1, NM_122422.4.p1, NM_122427.2.p1	XM_022707217.2.p1, XM_013793364.3.p1, XR_007318920.1.p1, XM_048746328.1.p1, XM_022697255.2.p1
OG0000034	NM_113522.1.p1, NM_113523.1.p1	XM_013789393.3.p1, XM_013803899.3.p1, XM_013869853.3.p1
OG0000034	NM_113524.5.p1, NM_202635.1.p1, NM_113525.4.p1	XM_048746922.1.p1, XM_048781205.1.p1, XM_013848543.3.p1, XM_048781203.1.p1
OG0000034	NM_115188.5.p1	XM_013784664.3.p1
OG0000034	NM_114293.2.p1	XM_022707639.2.p1, XM_013819864.2.p1
OG0000034	NM_113526.1.p1	XM_048762057.1.p1
OG0000034	NM_113527.2.p1	XM_013877987.3.p1, XM_013873765.3.p1, XM_013878354.3.p1
OG0000034	NM_101181.3.p1	XM_013840294.3.p1, XM_013785783.3.p1, XM_013824768.3.p1
OG0000034	NM_001332062.1.p1, NM_101179.3.p1, NM_113595.4.p1	XM_013841925.3.p1, XM_013819763.3.p1
OG0000034	NM_113528.4.p1	XM_013792065.3.p1, XM_022713099.2.p1, XR_002662712.2.p1, XR_007334627.1.p1, XM_013878349.3.p1
OG0000034	NM_179322.1.p1, NM_101178.4.p1	XM_013861107.2.p1, XM_013797068.3.p1, XM_013815308.3.p1, XM_013891494.3.p1, XM_013888169.3.p1, XM_013842814.3.p1, XM_013822374.3.p1, XM_013801882.3.p1, XM_048739647.1.p1, XM_013842339.3.p1, XM_013801884.3.p1, XM_013822376.3.p1, XM_048738221.1.p1, XM_013801885.3.p1
OG0000034	NM_119299.3.p1	XM_013800990.3.p1
OG0000034	NM_117451.4.p1	XM_013889512.3.p1, XM_013832383.3.p1, XM_013867725.3.p1
OG0000037	NM_119682.4.p1, NM_119681.1.p1	XM_013787795.3.p1, XM_022717086.2.p1, XM_013862549.3.p1, XM_048750363.1.p1, XM_048765873.1.p1, XM_013854646.3.p1, XM_022714129.1.p1
OG0000038	NM_001203112.1.p1, NM_001339419.1.p1, NM_114803.6.p1, NM_001339417.1.p1, NM_001339418.1.p1, NM_001339420.1.p1, NM_001084795.1.p1	XM_048782595.1.p1, XM_048766093.1.p1, XM_013859472.3.p1, XM_013786945.3.p1, XM_048781854.1.p1, XM_013862799.3.p1, XM_013862801.3.p1, XM_048751648.1.p1, XM_013800186.3.p1, XM_013800187.3.p1, XM_013864685.3.p1
OG0000038	NM_180603.1.p1, NM_001331358.1.p1, NM_001331357.1.p1, NM_179206.3.p1, NM_001340375.1.p1, NM_001340376.1.p1, NM_001340377.1.p1	XR_007316045.1.p1, XM_022692197.2.p1, XR_007334070.1.p1, XM_048773472.1.p1, XM_013788651.3.p1
OG0000038	NM_001331804.1.p1, NM_100783.6.p1, NM_148447.4.p1	XM_013785573.3.p1, XM_013853101.3.p1, XM_048782079.1.p1, XR_001282511.3.p1
OG0000039	NM_001125862.1.p1, NM_123281.4.p1, NM_123275.4.p1	XM_048773392.1.p1
OG0000039	NM_123280.3.p1, NM_123273.2.p1	XM_013891246.3.p1, XM_013792330.3.p1, XM_013845406.3.p1
OG0000039	NM_111469.3.p1	XM_013870004.3.p1
OG0000039	NM_117545.4.p1	XM_013799243.3.p1, XM_013854992.3.p1
OG0000039	NM_123258.2.p1, NM_123253.2.p1, NM_001344279.1.p1, NM_001344280.1.p1, NM_123255.2.p1	XM_048767503.1.p1
OG0000041	NM_103687.2.p1	XM_048764811.1.p1, XM_013805975.3.p1, XM_048739621.1.p1, XM_048763655.1.p1
OG0000041	NM_103599.2.p1	XM_013835107.3.p1
OG0000041	NM_001338723.1.p1, NM_113404.3.p1, NM_001338726.1.p1, NM_113406.2.p1, NM_001338731.1.p1	XM_013893210.3.p1, XM_013888949.3.p1, XM_013889063.3.p1, XM_013868408.3.p1, XM_013888947.3.p1, XM_013873638.3.p1, XM_048778461.1.p1, XM_048778406.1.p1, XM_048754986.1.p1, XM_048754962.1.p1, XM_048756159.1.p1, XM_048778384.1.p1, XM_048777735.1.p1, XM_022700566.2.p1
OG0000041	NM_128827.2.p1, NM_128868.2.p1, NM_128101.1.p1	XM_048778404.1.p1
OG0000041	NM_001336409.1.p1	XM_013889010.3.p1, XM_013888944.3.p1, XM_013868341.3.p1, XM_022692706.2.p1, XM_013868382.3.p1
OG0000041	NR_140705.1.p1, NR_140701.1.p1, NR_140702.1.p1, NR_140704.1.p1, NR_140703.1.p1, NR_140700.1.p1, NR_140699.1.p1, NR_140707.1.p1	XM_013885027.3.p1, XM_022697480.2.p1, XM_022719268.2.p1, XM_013837438.3.p1, XM_013878745.3.p1, XM_048752455.1.p1
OG0000041	NM_128866.4.p1	XM_013841471.3.p1, XM_048754945.1.p1, XM_048754946.1.p1, XM_013841431.3.p1
OG0000041	NM_001338724.1.p1, NM_001338725.1.p1, NM_001338727.1.p1, NM_128863.1.p1	XM_048781144.1.p1
OG0000041	NM_123381.3.p1	XM_048746546.1.p1, XM_013890572.3.p1, XM_022704206.2.p1, XM_048760872.1.p1, XM_048760873.1.p1, XM_048760871.1.p1, XM_048743247.1.p1, XM_048741954.1.p1, XM_048755459.1.p1, XM_048766041.1.p1, XM_048766040.1.p1
OG0000041	NM_117456.6.p1	XM_048766197.1.p1, XM_013878919.3.p1, XM_013788966.3.p1, XM_013787148.3.p1, XM_013788968.3.p1, XM_013787149.3.p1, XM_048775767.1.p1, XM_022690322.2.p1, XM_048741176.1.p1, XM_013800473.3.p1, XM_048743757.1.p1, XM_048778348.1.p1, XM_048754697.1.p1, XM_048754698.1.p1, XM_022718020.2.p1, XM_013820450.3.p1
OG0000041	NM_117462.2.p1, NR_142331.1.p1	XM_022718015.2.p1
OG0000041	NM_122492.1.p1	XM_022697723.2.p1
OG0000041	NM_111438.3.p1	XM_013840148.3.p1
OG0000041	NM_127070.3.p1, NM_179626.1.p1	XM_013822270.3.p1, XM_048744710.1.p1, XM_013822269.3.p1, XM_013822273.3.p1, XM_013822272.3.p1, XR_007318096.1.p1, XR_007318095.1.p1, XM_048753179.1.p1, XM_022695275.2.p1, XM_022695499.2.p1, XM_022695668.2.p1
OG0000042	NM_112323.5.p1	XM_013864226.3.p1, XM_013821798.3.p1
OG0000042	NM_112324.2.p1, NM_001338127.1.p1	XM_013826894.3.p1, XM_022716418.2.p1
OG0000042	NM_001338129.1.p1	XM_048753082.1.p1
OG0000042	NM_001338128.1.p1, NM_112325.2.p1, NM_112329.4.p1, NM_112327.3.p1, NM_001338130.1.p1, NM_112326.4.p1, NM_001338132.1.p1	XM_048744951.1.p1, XM_048739398.1.p1, XM_048739402.1.p1, XM_013864303.3.p1, XM_013821793.3.p1
OG0000042	NM_112322.3.p1	XM_048779849.1.p1, XM_048756959.1.p1
OG0000043	NM_103475.1.p1	XM_048737256.1.p1
OG0000043	NM_147968.1.p1	XM_013831652.3.p1, XM_013795075.2.p1, XM_048760983.1.p1, XM_048747018.1.p1, XR_007319116.1.p1, XR_007319115.1.p1, XR_007319114.1.p1, XR_007319113.1.p1, XM_013813867.2.p1
OG0000043	NM_103306.1.p1	XM_013807144.3.p1
OG0000043	NM_147994.4.p1	XM_048776955.1.p1, XM_048767678.1.p1, XM_048760822.1.p1, XM_013806734.3.p1
OG0000044	NM_118742.2.p1	XM_048742277.1.p1, XM_013885947.3.p1
OG0000044	NM_001332190.1.p1, NM_101457.3.p1	XM_048758162.1.p1
OG0000044	NM_123739.3.p1, NM_001344503.1.p1, NM_001344501.1.p1, NM_123740.5.p1, NM_104026.2.p1	XM_013847333.3.p1, XM_022715167.2.p1, XM_048761704.1.p1, XM_013831927.3.p1, XM_013785274.3.p1, XM_048760440.1.p1
OG0000044	NM_125696.4.p1	XM_048757166.1.p1, XM_013822008.3.p1, XM_048757165.1.p1
OG0000044	NM_001036139.2.p1, NM_104799.4.p1, NM_104811.4.p1, NM_001333949.1.p1, NM_104812.3.p1, NM_001333940.1.p1, NM_001333938.1.p1	XM_048770084.1.p1, XM_013864139.3.p1, XM_048766206.1.p1
OG0000044	NM_001198041.2.p1	XM_013802029.3.p1, XM_048766368.1.p1
OG0000044	NM_101100.2.p1, NM_001332027.1.p1	XM_022691037.2.p1
OG0000044	NM_001332021.1.p1, NM_001332023.1.p1	XM_048741666.1.p1, XM_048741777.1.p1, XM_013838985.3.p1, XM_022691492.2.p1, XM_048741800.1.p1, XM_013853054.3.p1, XM_048782237.1.p1
OG0000044	NM_001340685.1.p1, NM_001332028.1.p1	XM_048765340.1.p1, XM_048741799.1.p1, XM_048741797.1.p1
OG0000044	NM_001334084.1.p1, NM_105015.2.p1, NM_104941.2.p1, NM_001334083.1.p1, NM_001334081.1.p1, NM_105014.2.p1	XM_048769943.1.p1, XM_013886973.3.p1, XM_048736043.1.p1
OG0000045	NM_124796.4.p1	XM_013795859.3.p1, XM_013813419.3.p1, XM_013814501.3.p1, XM_013886134.3.p1, XM_013850199.3.p1, XM_013875373.3.p1, XM_048747210.1.p1, XM_013878070.3.p1, XM_013875386.3.p1
OG0000045	NM_179362.1.p1, NM_101967.4.p1, NM_101966.5.p1, NM_101965.3.p1, NM_101964.3.p1	XM_013797956.3.p1, XM_013786867.3.p1, XM_013851233.2.p1, XM_013796175.3.p1, XM_013814481.3.p1, XM_013866688.3.p1, XM_013839677.3.p1, XM_013847876.3.p1, XM_013796176.3.p1, XM_013866689.3.p1
OG0000045	NM_106329.3.p1	XM_013796651.3.p1, XM_048735769.1.p1, XM_048736321.1.p1, XM_013793283.3.p1
OG0000045	NM_106402.2.p1, NM_001334785.1.p1	XM_048735755.1.p1, XM_048735754.1.p1, XM_013835288.3.p1
OG0000045	NM_106401.4.p1	XM_013868282.3.p1, XM_013849715.3.p1, XM_048781462.1.p1, XM_013868239.3.p1, XM_048753842.1.p1
OG0000045	NM_124760.3.p1	XM_022692453.2.p1
OG0000045	NM_103036.3.p1, NM_001333026.1.p1, NM_001333027.1.p1	XM_048766074.1.p1
OG0000047	NM_120393.6.p1	XM_048751766.1.p1, XM_048742677.1.p1, XM_048742678.1.p1, XM_013848408.3.p1
OG0000047	NM_001345421.1.p1, NM_001339201.1.p1, NM_114395.4.p1	XM_048743226.1.p1, XM_048743213.1.p1, XM_048743206.1.p1, XM_013817123.3.p1, XM_013787053.3.p1, XM_013785860.3.p1
OG0000047	NM_001333688.1.p1, NM_001333689.1.p1	XM_022689707.2.p1, XM_013885068.3.p1
OG0000047	NM_001340394.1.p1	XM_013840172.3.p1, XM_013819121.3.p1
OG0000047	NM_123783.4.p1, NM_001344535.1.p1	XM_013847963.2.p1, XM_013881233.3.p1
OG0000047	NM_100263.4.p1	XM_013804847.3.p1, XM_022693190.2.p1, XM_013842224.3.p1
OG0000047	NM_126071.5.p1	XM_022713112.2.p1, XM_013805874.3.p1, XM_048747342.1.p1, XM_048747343.1.p1
OG0000047	NM_114930.6.p1	XM_013846232.3.p1, XM_048764529.1.p1
OG0000048	NM_111458.5.p1	XM_048759429.1.p1, XM_048780122.1.p1, XM_022716498.2.p1, XM_013829030.2.p1, XM_013869995.3.p1
OG0000048	NM_122557.3.p1	XM_013805382.3.p1, XM_013788515.3.p1, XM_048761933.1.p1, XM_013788514.3.p1, XM_013788346.3.p1
OG0000048	NM_128652.4.p1	XM_048754293.1.p1
OG0000048	NM_202042.3.p1, NM_100519.3.p1	XM_013846748.2.p1
OG0000048	NM_117987.4.p1	XM_048776860.1.p1, XM_013856790.3.p1, XM_013800576.3.p1, XM_048773175.1.p1, XM_048782495.1.p1, XM_013872628.3.p1
OG0000048	NM_121468.4.p1	XM_013872490.3.p1, XM_013858930.3.p1
OG0000048	NM_116297.4.p1	XM_048769496.1.p1, XM_013804953.3.p1, XM_048739157.1.p1, XM_013879835.3.p1, NM_001316271.1.p1
OG0000048	NM_104580.5.p1, NM_001333809.1.p1, NM_001331858.1.p1, NM_202072.2.p1, NM_001084030.2.p1, NM_100858.5.p1, NM_001331859.1.p1	XM_013895381.3.p1, XM_013895383.3.p1, XM_013802270.3.p1, XM_048757936.1.p1, XM_048757935.1.p1, XM_013785507.3.p1
OG0000049	NR_143695.1.p1, NR_143694.1.p1, NR_143696.1.p1	XR_007326467.1.p1, XM_013878826.3.p1, XM_013807348.3.p1, XM_048753533.1.p1
OG0000050	NM_001084441.2.p1, NM_127334.4.p1, NM_119762.4.p1	XM_048739626.1.p1, XM_048776749.1.p1, XM_048751222.1.p1, XM_048735024.1.p1, XM_048763559.1.p1, XM_048763560.1.p1, XM_013806024.3.p1, XM_048739627.1.p1, XM_013893482.3.p1, XM_013787557.3.p1, XM_013810087.3.p1, XM_013791955.3.p1, XM_048776061.1.p1, XM_013862755.3.p1, XM_022691068.2.p1, XM_048764541.1.p1, XM_048776750.1.p1, XM_048771810.1.p1
OG0000050	NM_001203987.1.p1	XM_013875564.3.p1, XM_013815147.2.p1, XM_048745132.1.p1, XM_013835094.3.p1, XM_013829708.3.p1, XM_048776668.1.p1
OG0000050	NM_101863.4.p1	XM_013882481.3.p1
OG0000050	NM_106234.3.p1	XM_013849971.3.p1, XM_013871945.3.p1
OG0000050	NM_001345564.1.p1	XM_013791573.3.p1
OG0000050	NM_125682.5.p1	XM_048772603.1.p1, XM_048750728.1.p1, XM_048770384.1.p1
OG0000050	NM_119039.3.p1	XM_048781712.1.p1, XM_013814359.3.p1
OG0000050	NM_130033.3.p1	XM_013836184.3.p1
OG0000050	NM_123965.2.p1	XM_013877331.3.p1, XM_022707978.2.p1, XM_013822471.3.p1, XM_013819533.3.p1
OG0000051	NM_129773.1.p1, NM_001336956.1.p1, NM_001336954.1.p1, NM_001336953.1.p1, NM_129772.1.p1	XM_022702096.2.p1
OG0000051	NM_112046.4.p1	XM_013894666.3.p1, XM_022719760.2.p1
OG0000051	NM_103814.4.p1, NM_001338358.1.p1, NM_112764.4.p1, NM_001338359.1.p1	XM_013888645.3.p1, XM_048779636.1.p1, XM_013881014.3.p1, XM_013786210.3.p1
OG0000051	NM_115235.4.p1, NM_001339629.1.p1, NM_179953.3.p1	XM_022704632.2.p1
OG0000051	NM_001336664.1.p1	XM_013887403.3.p1, XM_013882444.3.p1
OG0000051	NM_001085300.1.p1, NM_125328.4.p1, NM_001339262.1.p1, NM_114519.3.p1	XM_013787297.3.p1
OG0000051	NM_121018.4.p1	XM_013824848.3.p1, XM_022715049.2.p1, XM_048747603.1.p1
OG0000052	NM_120688.3.p1	XM_013873065.2.p1, XM_048746977.1.p1
OG0000052	NM_128482.4.p1	XM_013888788.3.p1, XM_013891675.3.p1
OG0000052	NM_001331699.1.p1	XR_007316276.1.p1, XR_007328361.1.p1
OG0000052	NM_128486.3.p1, NM_001336207.1.p1, NM_128484.3.p1, NM_001202702.1.p1, NM_128485.4.p1	XM_013891703.3.p1, XM_013888793.3.p1, XM_013886979.3.p1, XM_013891705.3.p1, XM_013879471.3.p1, XM_048778962.1.p1, XM_048754880.1.p1, XM_048754879.1.p1, XM_013879470.3.p1, XM_013886683.3.p1
OG0000052	NM_128488.4.p1, NM_179800.3.p1, NM_001336209.1.p1, NM_001124937.2.p1, NM_001336205.1.p1, NM_001336208.1.p1	XM_048774474.1.p1
OG0000052	NM_128619.2.p1	XM_013893478.3.p1, XM_048754866.1.p1, XM_048774469.1.p1, XM_048780893.1.p1, XM_048774454.1.p1, XM_013888774.3.p1
OG0000052	NM_128487.3.p1	XM_013793288.3.p1
OG0000052	NM_100618.5.p1	XM_048739947.1.p1, XM_013826607.3.p1, XM_048754899.1.p1, XM_013785898.3.p1, XM_013831682.3.p1, XM_013842363.3.p1
OG0000052	NM_100619.3.p1	XM_013802101.3.p1, XM_022707541.2.p1, XM_013861036.3.p1
OG0000052	NM_179801.3.p1	XM_013889169.3.p1
OG0000052	NM_128489.3.p1, NM_201829.2.p1	XM_048753932.1.p1
OG0000053	NM_101974.3.p1	XM_022713268.2.p1
OG0000053	NM_101979.4.p1	XM_022687351.2.p1, XM_013786857.3.p1, XM_022712795.2.p1, XM_013786858.3.p1, XM_013797953.3.p1, XM_022702696.2.p1
OG0000053	NM_101978.5.p1	XM_013786856.3.p1
OG0000053	NM_113445.2.p1	XM_013786860.3.p1
OG0000054	NM_001339053.1.p1	XM_022703356.2.p1, XM_048737239.1.p1, XM_048766004.1.p1, XM_048756868.1.p1, XM_048762903.1.p1, XM_048760958.1.p1, XM_048779606.1.p1
OG0000054	NM_148535.1.p1	XM_022716422.2.p1, XM_048782685.1.p1
OG0000054	NM_117158.4.p1, NM_001340691.1.p1, NM_001340690.1.p1	XM_048760321.1.p1, XM_048766930.1.p1, XM_048760319.1.p1, XM_048755416.1.p1, XM_048764324.1.p1, XM_048766934.1.p1, XM_048760325.1.p1, XM_048739428.1.p1, XM_048745293.1.p1, XM_048745292.1.p1, XM_048737456.1.p1, XM_048749872.1.p1, XM_048753413.1.p1, XM_013875396.1.p1, XM_048763938.1.p1, XM_048757404.1.p1, XM_048768828.1.p1, XM_048760243.1.p1, XM_048744442.1.p1, XM_048744443.1.p1, XM_048757557.1.p1, XM_013863225.2.p1, XM_013793793.3.p1, XM_022692586.2.p1, XM_048769025.1.p1, XM_013816481.3.p1, XM_048760239.1.p1, XM_048763423.1.p1, XM_048763424.1.p1, XM_048755409.1.p1, XM_048748553.1.p1, XM_048772888.1.p1, XM_048770823.1.p1, XM_048774335.1.p1, XR_007327390.1.p1, XM_022696463.1.p1, XM_048777200.1.p1, XM_013790077.3.p1, XM_022702093.2.p1, XM_048754037.1.p1, XM_048749910.1.p1, XM_048778949.1.p1, XM_048746130.1.p1, XM_048740988.1.p1, XM_048751569.1.p1, XM_048751572.1.p1, XM_048751573.1.p1, XM_048751571.1.p1, XM_048758585.1.p1, XM_048762223.1.p1, XM_048759678.1.p1, XM_048750198.1.p1, XM_048762393.1.p1, XM_048760154.1.p1
OG0000055	NM_001343099.1.p1, NM_121068.4.p1	XM_013812702.3.p1, XM_013843477.3.p1
OG0000055	NM_179711.2.p1, NM_001335855.1.p1	XM_013826034.3.p1
OG0000055	NM_127922.3.p1	XM_022701171.2.p1, XM_022701170.2.p1
OG0000055	NM_119878.5.p1	XM_013878634.3.p1, XM_048745035.1.p1, XM_013891081.3.p1, XM_013887082.3.p1, XM_013849684.3.p1
OG0000055	NM_127926.3.p1	XM_013888216.3.p1
OG0000055	NM_001335856.1.p1, NM_001335857.1.p1, NM_127923.2.p1	XM_013852609.3.p1
OG0000055	NM_114904.4.p1	XM_013881572.3.p1
OG0000056	NR_142515.1.p1	XM_013867987.3.p1, XM_048751739.1.p1
OG0000056	NM_120233.2.p1	XM_013877282.3.p1, XM_013894590.3.p1
OG0000056	NM_120234.4.p1	XM_013884852.3.p1, XM_013867957.3.p1, XM_048751736.1.p1
OG0000056	NM_001337784.1.p1	XM_048744813.1.p1
OG0000056	NM_116475.2.p1, NM_116474.4.p1	XM_013888055.3.p1, XM_013885335.3.p1, XM_013879944.3.p1, XM_048756492.1.p1, XM_048773481.1.p1, XM_048773484.1.p1, XM_048773483.1.p1
OG0000056	NM_129327.4.p1	XM_013807201.3.p1, XM_013892907.3.p1, XM_013833705.3.p1
OG0000056	NM_115241.3.p1	XM_048764616.1.p1
OG0000056	NM_125316.2.p1	XM_013861357.3.p1
OG0000056	NM_114411.2.p1	XM_013787058.3.p1
OG0000056	NM_001339208.1.p1	XM_013787234.3.p1, XM_048734789.1.p1, XM_013787063.3.p1, XM_013787064.3.p1
OG0000057	NM_001335933.1.p1	XM_048765017.1.p1
OG0000057	NM_127453.4.p1	XM_013797302.3.p1, XM_013797313.3.p1, XM_013883455.3.p1, XM_048735005.1.p1, XM_048750603.1.p1
OG0000057	NM_001203941.2.p1, NM_119165.4.p1	XM_013882809.3.p1, XM_013882807.3.p1, XM_048763238.1.p1, XM_013882808.3.p1, XM_048745330.1.p1, XM_013837339.3.p1, XM_013800858.3.p1
OG0000057	NM_125118.3.p1	XM_048768817.1.p1, XM_048742936.1.p1, XM_048750858.1.p1, XM_048747099.1.p1
OG0000057	NM_114131.3.p1	XM_013845565.3.p1
OG0000057	NM_126721.3.p1	XM_048776625.1.p1
OG0000057	NM_001334999.1.p1, NM_001335000.1.p1	XM_013793122.3.p1, XM_013794880.3.p1
OG0000057	NM_101587.2.p1	XM_048738142.1.p1
OG0000057	NM_114664.4.p1, NM_125662.4.p1	XM_048747370.1.p1, XM_048747373.1.p1
OG0000057	NM_001340040.1.p1	XM_022718895.2.p1, XM_048764857.1.p1
OG0000058	NM_001084847.1.p1	XM_048764847.1.p1, XM_048764851.1.p1
OG0000058	NM_115876.5.p1	XM_048760223.1.p1, XM_013886616.3.p1, XM_048753671.1.p1, XM_013808363.3.p1
OG0000058	NM_130008.3.p1	XM_013868114.3.p1, XM_013837211.3.p1, XM_022718550.2.p1, XM_048755279.1.p1
OG0000058	NM_179734.1.p1, NM_123831.2.p1, NM_123591.2.p1	XM_048753923.1.p1, XM_013888780.2.p1, XM_013833171.3.p1, XM_048753369.1.p1
OG0000060	NM_129849.5.p1	XM_013868940.3.p1, XM_013868941.3.p1, XM_022716008.2.p1, XM_048752644.1.p1
OG0000060	NM_001336999.1.p1	XM_048780394.1.p1, XM_048753345.1.p1, XM_022702176.2.p1
OG0000060	NM_104229.4.p1	XM_048772234.1.p1, XM_022708106.2.p1, XM_013785154.3.p1, XM_013893409.3.p1
OG0000060	NM_112333.3.p1	XM_013789169.3.p1, XM_022695234.2.p1, XM_022695235.2.p1, XM_013864346.3.p1, XM_022695318.2.p1
OG0000060	NM_121906.4.p1	XM_013874974.3.p1, XM_013826598.3.p1, XM_013811942.3.p1, XM_048769020.1.p1
OG0000060	NM_001338321.1.p1, NM_202602.2.p1, NM_001338319.1.p1, NM_001338320.1.p1	XM_022719613.2.p1, XM_022695913.2.p1
OG0000060	NM_106026.3.p1	XM_048735798.1.p1, XM_048760037.1.p1
OG0000060	NM_179354.3.p1, NM_001198098.1.p1	XM_013867890.3.p1, XM_048766442.1.p1, XM_048765162.1.p1
OG0000060	NM_126206.4.p1	XM_013872903.3.p1, XM_013846568.3.p1, XM_013828958.3.p1, XM_013816839.3.p1
OG0000061	NM_126131.4.p1	XM_048762488.1.p1, XM_013798056.3.p1, XM_013830762.3.p1, XM_013891582.3.p1, XM_013798055.3.p1, XM_013830757.3.p1
OG0000061	NM_119895.4.p1	XM_013881239.3.p1
OG0000061	NM_119903.4.p1	XM_013867598.3.p1, XM_013799561.3.p1, XM_013835704.3.p1
OG0000061	NM_001125659.1.p1, NM_119904.2.p1	XM_013825436.3.p1, XM_048751533.1.p1
OG0000061	NM_125104.3.p1	XM_013829152.3.p1, XM_013817789.3.p1, XM_013877513.3.p1, XM_013827150.3.p1, XM_013838383.3.p1
OG0000061	NM_119906.3.p1	XM_048778004.1.p1, XM_013881681.3.p1
OG0000061	NM_119900.3.p1	XM_048775243.1.p1, XM_048775249.1.p1, XM_048775253.1.p1, XM_048775254.1.p1, XM_048775247.1.p1
OG0000061	NM_119898.4.p1, NM_119899.1.p1, NM_105325.3.p1, NM_001124086.1.p1	XM_048745016.1.p1
OG0000061	NM_113795.2.p1	XM_013832045.3.p1, XM_048771570.1.p1, XM_048746990.1.p1, XM_048769626.1.p1, XM_013811171.3.p1, XM_048746991.1.p1
OG0000061	NM_127883.1.p1, NM_127886.1.p1	XM_048752814.1.p1, XM_013829759.3.p1, XM_013814074.3.p1, XM_013804618.3.p1
OG0000061	NM_119896.4.p1	XM_013873506.3.p1, XM_048763430.1.p1
OG0000061	NM_119897.3.p1	XM_013798825.2.p1, XM_013809856.3.p1, XM_048775255.1.p1
OG0000061	NM_123013.4.p1, NM_001344133.1.p1	XM_013893484.3.p1
OG0000062	NM_001334373.1.p1, NM_001334375.1.p1, NM_001334374.1.p1	XM_013793875.3.p1, XM_022704795.2.p1, XM_048735901.1.p1, XM_048760135.1.p1
OG0000062	NM_102380.4.p1	XM_013786634.3.p1, XM_013841616.3.p1
OG0000062	NM_123217.3.p1	XM_013887537.3.p1, XM_048754759.1.p1
OG0000062	NM_105714.4.p1	XM_048760069.1.p1, XM_013843796.3.p1, XM_022709573.2.p1, XM_013857623.3.p1
OG0000062	NM_102203.3.p1	XM_013807413.3.p1, XM_048740949.1.p1, XM_013837666.3.p1, XM_013855967.3.p1, XM_022708014.2.p1
OG0000062	NM_104108.4.p1	XM_048738464.1.p1
OG0000062	NM_113366.3.p1	NM_001315709.1.p1
OG0000062	NM_001335595.1.p1, NM_001335596.1.p1	XM_048739646.1.p1, XM_013796010.3.p1, XM_048737355.1.p1, XM_013795972.3.p1
OG0000062	NM_103818.2.p1	XM_013790943.3.p1, XM_013845717.3.p1
OG0000062	NM_112767.2.p1	XM_048779633.1.p1, XM_013890550.3.p1, XM_013819726.3.p1, XM_013881012.3.p1, XM_013825920.3.p1
OG0000062	NM_001342284.1.p1	XM_013798718.3.p1, XM_022698326.2.p1, XM_013795169.3.p1, XM_022694470.2.p1
OG0000063	NM_106502.3.p1, NM_001334831.1.p1	XM_013794519.3.p1, XM_013794699.3.p1
OG0000063	NM_101561.3.p1	XM_013803566.3.p1, XM_022703057.2.p1, XM_022707845.2.p1, XM_013853348.3.p1, XM_048741673.1.p1
OG0000063	NM_101562.4.p1	XM_048741672.1.p1, XM_013854658.3.p1
OG0000063	NM_118663.3.p1, NM_001341727.1.p1, NM_202885.2.p1, NM_118662.4.p1	XM_013801058.3.p1, XM_013801055.3.p1, XM_013801056.3.p1, XM_013829379.3.p1, XM_013867186.3.p1
OG0000064	NM_126167.1.p1	XM_048751126.1.p1, XM_048759727.1.p1, XM_022692584.2.p1, XM_048741684.1.p1, XM_013834513.2.p1, XM_048767997.1.p1, XM_013858053.1.p1, XM_013890328.2.p1, XM_048767706.1.p1, XM_048761902.1.p1, XM_048773023.1.p1, XM_013884502.1.p1, XM_013823840.2.p1, XM_048737413.1.p1, XM_048757187.1.p1, XM_048747989.1.p1, XM_013813832.1.p1, XM_048779178.1.p1, XM_013824243.2.p1, XM_048740388.1.p1, XM_013874404.2.p1, XM_048735523.1.p1, XM_048749447.1.p1, XM_048755498.1.p1, XM_013799092.1.p1, XM_013877468.2.p1, XM_048766918.1.p1, XM_013799028.2.p1, XM_048777378.1.p1, XM_013857809.2.p1
