Orthogroup	Arabidopsis_thaliana_rna_prot	Coffea_arabica_rna_prot
OG0000064	NM_126167.1.p1	XM_027251328.1.p1, XM_027251329.1.p1, XM_027240981.1.p1, XM_027237932.1.p1, XR_003455224.1.p1, XR_003458883.1.p1, XM_027205979.1.p1, XM_027205121.1.p1, XM_027222918.1.p1, XM_027253363.1.p1
OG0000065	NM_116423.4.p1, NM_116424.2.p1, NM_116404.1.p1, NM_116422.3.p1, NM_001340707.1.p1, NM_117210.2.p1, NM_117223.2.p1, NM_117224.2.p1, NM_116451.1.p1, NM_116406.2.p1, NM_116450.2.p1, NM_148192.3.p1, NM_117037.1.p1, NM_114257.2.p1, NM_105582.2.p1, NM_105191.4.p1, NM_127523.4.p1, NM_001335641.1.p1, NM_123121.1.p1, NM_126498.3.p1, NM_114547.2.p1, NM_114548.4.p1, NM_147903.3.p1, NM_001339368.1.p1, NM_114453.3.p1, NM_125386.2.p1, NM_001345376.1.p1, NM_125387.2.p1, NM_125385.2.p1, NM_116365.4.p1, NM_202828.2.p1, NM_001341081.1.p1, NM_001125505.2.p1, NM_113487.1.p1, NM_001124040.1.p1, NM_001036126.3.p1, NM_111580.4.p1, NM_111579.1.p1, NM_123940.3.p1, NM_124784.3.p1, NM_180566.2.p1, NM_001345075.1.p1, NM_124783.1.p1, NM_001345074.1.p1, NM_117585.6.p1, NM_126482.3.p1, NM_123844.2.p1, NM_129884.4.p1, NM_123396.2.p1, NM_104866.2.p1	XM_027227402.1.p1, XM_027224156.1.p1, XM_027226350.1.p1, XM_027227628.1.p1, XM_027230849.1.p1, XM_027228751.1.p1, XM_027227403.1.p1, XM_027227624.1.p1, XM_027225448.1.p1, XM_027225449.1.p1, XM_027239013.1.p1, XM_027238230.1.p1, XM_027224886.1.p1, XM_027228749.1.p1, XM_027211616.1.p1, XM_027215902.1.p1, XM_027210940.1.p1, XM_027215903.1.p1, XM_027251864.1.p1, XM_027251736.1.p1
OG0000066	NM_001203961.1.p1, NM_119396.2.p1, NM_202931.2.p1, NM_128117.4.p1	XM_027225961.1.p1, XM_027225964.1.p1, XM_027225963.1.p1, XM_027225962.1.p1, XM_027225959.1.p1, XM_027225960.1.p1, XM_027225958.1.p1, XM_027210138.1.p1, XM_027210144.1.p1, XM_027210139.1.p1, XM_027210137.1.p1, XR_003448784.1.p1, XR_003448785.1.p1, XM_027214270.1.p1
OG0000067	NM_122972.1.p1, NM_001339649.1.p1, NM_122974.1.p1	XM_027232374.1.p1, XM_027232375.1.p1
OG0000067	NM_001338351.1.p1, NM_112753.2.p1	XM_027223511.1.p1, XM_027219447.1.p1, XM_027219446.1.p1, XM_027219448.1.p1, XM_027223287.1.p1, XM_027218433.1.p1, XM_027219449.1.p1, XM_027219450.1.p1, XM_027219999.1.p1, XM_027223513.1.p1, XM_027223512.1.p1, XM_027219451.1.p1, XM_027223286.1.p1, XM_027221099.1.p1, XM_027217898.1.p1, XM_027221098.1.p1, XM_027219998.1.p1
OG0000070	NM_113070.3.p1, NM_113074.2.p1, NM_113075.3.p1, NM_113073.3.p1, NM_001341023.1.p1, NM_001341024.1.p1, NM_117614.3.p1, NM_001341025.1.p1, NR_141603.1.p1, NR_141604.1.p1, NR_141602.1.p1, NR_141601.1.p1, NR_141605.1.p1	XM_027228617.1.p1, XM_027234854.1.p1, XM_027207013.1.p1, XM_027206962.1.p1, XM_027271697.1.p1, XM_027271995.1.p1, XM_027271987.1.p1, XM_027206783.1.p1, XM_027206092.1.p1, XM_027205569.1.p1, XM_027207751.1.p1, XM_027207482.1.p1, XM_027207987.1.p1, XM_027205355.1.p1, XM_027208093.1.p1, XM_027205448.1.p1, XM_027240836.1.p1, XM_027240939.1.p1, XM_027242436.1.p1, XM_027241891.1.p1, XM_027241893.1.p1, XM_027241892.1.p1, XM_027242866.1.p1
OG0000070	NM_128525.2.p1, NM_128527.4.p1, NM_128528.4.p1, NM_128529.3.p1, NM_100600.4.p1, NM_100599.4.p1, NM_100598.4.p1	XM_027211714.1.p1, XM_027215959.1.p1, XM_027214287.1.p1, XM_027210877.1.p1, XM_027210506.1.p1, XM_027214063.1.p1, XM_027216120.1.p1, XM_027230374.1.p1, XM_027231360.1.p1
OG0000072	NM_113145.5.p1	XM_027265509.1.p1
OG0000072	NM_129937.4.p1, NM_115838.6.p1, NM_180691.1.p1	XM_027264114.1.p1, XM_027264113.1.p1
OG0000072	NM_001338588.1.p1	XR_003457829.1.p1, XR_003458860.1.p1
OG0000074	NM_111431.4.p1, NM_001337590.1.p1, NM_180754.4.p1, NM_001344043.1.p1, NM_122666.4.p1, NM_001344042.1.p1	XM_027251991.1.p1
OG0000074	NM_180792.3.p1, NM_123704.3.p1	XM_027260761.1.p1, XM_027260760.1.p1
OG0000074	NM_180887.5.p1, NM_125306.2.p1, NM_114549.4.p1, NM_128494.5.p1	XM_027233205.1.p1, XM_027253750.1.p1
OG0000074	NM_129543.3.p1	XR_003458341.1.p1, XM_027255109.1.p1
OG0000075	NM_180400.1.p1, NM_115968.2.p1, NM_130120.4.p1, NM_001337144.1.p1, NM_130117.2.p1, NM_180108.2.p1, NM_180109.3.p1, NM_001337143.1.p1, NM_130119.4.p1, NM_001333058.1.p1, NM_001333059.1.p1, NM_001333061.1.p1, NM_001333060.1.p1, NM_001333062.1.p1, NM_103092.3.p1	XM_027225352.1.p1, XM_027226328.1.p1, XM_027224859.1.p1, XM_027262594.1.p1, XM_027226851.1.p1, XM_027226684.1.p1, XM_027222007.1.p1, XM_027222384.1.p1, XM_027252386.1.p1, XM_027259216.1.p1, XM_027224962.1.p1, XM_027223799.1.p1, XM_027259215.1.p1, XM_027240416.1.p1, XM_027243396.1.p1, XM_027243397.1.p1, XM_027263028.1.p1, XM_027244776.1.p1, XM_027246247.1.p1
OG0000076	NM_103640.3.p1	XM_027237353.1.p1
OG0000076	NM_101777.2.p1, NM_126405.2.p1, NM_114728.5.p1, NM_114729.3.p1, NM_103852.3.p1, NM_103854.3.p1, NM_103853.5.p1	XM_027256651.1.p1, XM_027250120.1.p1, XM_027256655.1.p1, XM_027258664.1.p1, XM_027251740.1.p1
OG0000080	NM_112240.4.p1	XM_027270728.1.p1
OG0000080	NM_179872.3.p1, NM_113304.5.p1	XM_027263149.1.p1
OG0000080	NM_102387.3.p1	XM_027240590.1.p1, XM_027240591.1.p1
OG0000080	NM_001333710.1.p1, NM_001333712.1.p1, NM_112193.4.p1, NM_001037006.4.p1	XM_027269939.1.p1, XM_027216560.1.p1
OG0000080	NM_128359.5.p1	XM_027229705.1.p1
OG0000080	NM_001343571.1.p1	XM_027232373.1.p1
OG0000081	NM_101856.3.p1, NM_106228.3.p1	XM_027238120.1.p1
OG0000081	NM_121263.4.p1	XM_027214508.1.p1
OG0000081	NM_122291.4.p1	XM_027254510.1.p1
OG0000081	NM_128508.3.p1, NM_125665.4.p1, NM_125664.4.p1	XM_027233419.1.p1
OG0000083	NM_115986.4.p1, NM_001203222.1.p1, NM_001340081.1.p1, NM_127980.4.p1, NM_100063.4.p1	XM_027218341.1.p1, XM_027252492.1.p1, XM_027259324.1.p1, XM_027233283.1.p1, XM_027233284.1.p1, XR_003452535.1.p1, XR_003452533.1.p1
OG0000084	NM_120872.1.p1	XM_027265927.1.p1, XM_027265926.1.p1, XM_027265925.1.p1, XM_027266598.1.p1
OG0000086	NM_105156.1.p1, NM_105349.3.p1	XM_027243932.1.p1, XM_027243931.1.p1, XM_027242416.1.p1, XM_027242417.1.p1, XM_027243928.1.p1, XM_027219467.1.p1, XM_027219466.1.p1
OG0000086	NM_105783.3.p1, NM_101385.3.p1, NM_101386.4.p1, NM_101384.2.p1, NM_101383.3.p1, NM_001332152.1.p1, NM_001123821.1.p1, NM_001332153.1.p1	XM_027240767.1.p1, XM_027240768.1.p1, XM_027240766.1.p1, XM_027243563.1.p1, XM_027243566.1.p1, XM_027243567.1.p1, XM_027243562.1.p1, XM_027243786.1.p1, XM_027241035.1.p1
OG0000087	NM_116064.5.p1, NM_001203228.2.p1	XM_027251351.1.p1, XM_027251350.1.p1, XM_027251354.1.p1, XM_027251352.1.p1, XM_027253380.1.p1
OG0000087	NM_001342249.1.p1	XM_027250172.1.p1
OG0000087	NM_118755.4.p1	XM_027209399.1.p1, XM_027209397.1.p1, XM_027209396.1.p1, XM_027209398.1.p1
OG0000087	NM_105468.3.p1, NM_105469.2.p1, NM_001198158.1.p1, NM_001332662.1.p1, NM_102310.5.p1	XM_027239786.1.p1
OG0000088	NM_001336200.1.p1, NM_001336201.1.p1, NM_128469.4.p1	XR_003452065.1.p1, XM_027228463.1.p1, XM_027224709.1.p1, XM_027228545.1.p1, XM_027205384.1.p1
OG0000088	NM_001335961.1.p1, NM_001335962.1.p1, NM_128033.2.p1, NM_122592.4.p1, NM_001342107.1.p1, NM_001342106.1.p1, NM_001343161.1.p1, NM_121156.2.p1, NM_001343167.1.p1, NM_001343165.1.p1, NM_001343163.1.p1, NM_001343171.1.p1, NM_001343169.1.p1, NM_001343170.1.p1, NM_001343164.1.p1, NM_001343172.1.p1, NM_001343168.1.p1	XM_027227485.1.p1, XM_027227484.1.p1, XM_027228542.1.p1
OG0000089	NM_101820.4.p1	XM_027261561.1.p1, XM_027265275.1.p1, XM_027264952.1.p1, XM_027233930.1.p1, XM_027238239.1.p1
OG0000089	NM_111981.5.p1, NM_001342768.1.p1, NM_001036754.2.p1, NM_120519.3.p1, NM_001342769.1.p1, NM_001342771.1.p1, NM_001342770.1.p1, NM_126041.1.p1, NM_001335411.1.p1, NM_001335410.1.p1, NM_001338558.1.p1, NM_113091.6.p1, NM_001344225.1.p1, NM_123161.3.p1	XM_027268609.1.p1
OG0000090	NM_121889.3.p1	XR_003459198.1.p1, XM_027260314.1.p1, XM_027260315.1.p1
OG0000090	NM_001337564.1.p1, NM_111387.5.p1	XM_027258727.1.p1
OG0000090	NM_180152.3.p1, NM_001337287.1.p1, NM_130369.4.p1	XM_027241685.1.p1
OG0000090	NM_180633.2.p1, NM_001333669.1.p1, NM_001333668.1.p1, NM_001333667.1.p1, NM_001333670.1.p1, NM_001333666.1.p1, NM_001333671.1.p1, NM_001333673.1.p1, NM_001333672.1.p1	XM_027251804.1.p1, XM_027258715.1.p1, XM_027258717.1.p1
OG0000090	NM_179287.2.p1, NM_100764.4.p1	XM_027258731.1.p1, XM_027251797.1.p1, XM_027258730.1.p1, XM_027258728.1.p1
OG0000091	NM_118760.3.p1, NM_125046.3.p1	XM_027224968.1.p1, XM_027224967.1.p1
OG0000091	NM_125551.4.p1	XM_027248222.1.p1, XM_027248223.1.p1
OG0000091	NM_124155.3.p1	XM_027231714.1.p1
OG0000091	NM_179694.4.p1	XM_027221783.1.p1
OG0000092	NM_101492.3.p1, NM_001332218.1.p1, NM_106617.4.p1, NM_105641.2.p1, NM_101654.1.p1, NM_001332211.1.p1, NM_101480.3.p1, NM_106616.5.p1, NM_179577.1.p1, NM_101478.3.p1, NM_101483.2.p1, NM_101479.2.p1	XM_027232645.1.p1, XM_027230049.1.p1, XM_027232650.1.p1, XM_027233592.1.p1, XM_027230623.1.p1, XM_027237758.1.p1, XM_027230517.1.p1, XM_027230048.1.p1, XM_027230616.1.p1, XM_027232651.1.p1, XM_027232572.1.p1, XM_027230618.1.p1, XM_027232389.1.p1, XM_027232136.1.p1, XM_027232658.1.p1, XM_027232656.1.p1, XM_027230620.1.p1, XM_027232654.1.p1
OG0000093	NM_001339982.1.p1, NM_115809.2.p1, NM_001339981.1.p1	XM_027263772.1.p1
OG0000093	NM_117354.3.p1	XM_027236562.1.p1, XM_027257453.1.p1, XM_027257446.1.p1, XM_027257429.1.p1, XM_027257477.1.p1, XM_027257469.1.p1, XM_027257504.1.p1
OG0000095	NM_105425.5.p1	XM_027240860.1.p1, XM_027240842.1.p1, XM_027240844.1.p1, XM_027240851.1.p1, XR_003454731.1.p1, XR_003454724.1.p1, XR_003454730.1.p1, XM_027240854.1.p1, XM_027240846.1.p1, XM_027240857.1.p1
OG0000096	NM_111761.3.p1	XM_027212913.1.p1, XM_027217076.1.p1, XM_027210367.1.p1
OG0000097	NM_001333563.1.p1, NM_104160.3.p1, NM_104159.1.p1, NM_102568.2.p1, NM_001340417.1.p1, NM_116541.4.p1	XM_027239203.1.p1, XM_027206959.1.p1
OG0000097	NM_104158.2.p1	XM_027268363.1.p1, XM_027271124.1.p1, XM_027226554.1.p1, XM_027263819.1.p1, XM_027271123.1.p1, XM_027271122.1.p1, XM_027263986.1.p1, XM_027271125.1.p1
OG0000098	NM_001340740.1.p1, NM_001340741.1.p1, NM_001340739.1.p1, NM_001341569.1.p1, NM_001341568.1.p1	XM_027229901.1.p1, XM_027233562.1.p1, XM_027233565.1.p1, XM_027230310.1.p1, XM_027232565.1.p1, XM_027232566.1.p1, XM_027224380.1.p1
OG0000098	NM_001337146.1.p1, NM_130128.4.p1	XM_027253773.1.p1, XM_027252398.1.p1
OG0000098	NM_001345537.1.p1, NM_001345536.1.p1, NM_001345539.1.p1, NM_001345529.1.p1, NM_180916.1.p1, NM_125610.4.p1, NM_001345528.1.p1	XM_027254609.1.p1
OG0000099	NM_128136.3.p1	XM_027225742.1.p1
OG0000099	NM_112214.5.p1	XM_027220753.1.p1
OG0000099	NM_121824.4.p1, NM_001343538.1.p1, NM_111265.4.p1	XM_027213536.1.p1
OG0000101	NM_001125684.1.p1	XM_027248661.1.p1, XM_027255214.1.p1
OG0000101	NM_104519.1.p1	XM_027248664.1.p1, XM_027255215.1.p1, XM_027206448.1.p1, XM_027206445.1.p1, XM_027206443.1.p1
OG0000101	NM_101471.3.p1	XM_027269505.1.p1, XM_027212764.1.p1
OG0000102	NM_114829.4.p1	XM_027238887.1.p1, XM_027222078.1.p1
OG0000102	NM_001336612.1.p1	XM_027207356.1.p1, XM_027214311.1.p1
OG0000102	NM_119940.5.p1	XM_027227004.1.p1, XM_027211500.1.p1
OG0000102	NM_125143.4.p1	XM_027214409.1.p1
OG0000103	NM_113483.5.p1, NM_001338768.1.p1, NM_113482.5.p1, NM_127982.4.p1, NM_117775.4.p1, NM_001341133.1.p1, NM_001341134.1.p1, NM_117774.4.p1	XM_027253961.1.p1, XM_027253762.1.p1, XM_027247536.1.p1, XM_027237190.1.p1, XM_027234978.1.p1, XM_027237310.1.p1
OG0000106	NM_112617.4.p1	XM_027265144.1.p1, XM_027265146.1.p1, XM_027260012.1.p1
OG0000107	NM_001203535.1.p1, NM_001344505.1.p1	XM_027260561.1.p1, XM_027260565.1.p1, XM_027212547.1.p1, XM_027212548.1.p1
OG0000107	NM_179779.3.p1	XM_027228847.1.p1, XM_027228855.1.p1, XM_027269868.1.p1
OG0000107	NM_179453.3.p1	XM_027267094.1.p1
OG0000108	NM_100035.3.p1, NM_105210.2.p1, NM_119822.1.p1, NM_125437.5.p1	XM_027245620.1.p1, XM_027245621.1.p1
OG0000108	NM_179727.5.p1	XM_027208675.1.p1, XM_027207027.1.p1, XM_027212681.1.p1, XM_027207024.1.p1
OG0000109	NM_114533.2.p1, NR_141647.1.p1, NM_114534.3.p1, NR_141648.1.p1, NR_141646.1.p1, NM_123154.3.p1, NM_123160.3.p1, NM_123164.2.p1, NM_114539.3.p1, NM_114536.4.p1, NM_114532.5.p1, NM_114535.1.p1, NR_143870.1.p1, NM_114537.4.p1, NM_125351.3.p1, NM_125350.3.p1	XM_027253846.1.p1, XM_027253586.1.p1, XM_027240696.1.p1, XM_027243260.1.p1, XM_027243612.1.p1, XM_027243718.1.p1, XM_027224829.1.p1
OG0000109	NM_111968.4.p1, NM_120668.4.p1, NM_120672.2.p1, NM_120670.2.p1, NM_120671.4.p1, NM_120669.4.p1, NM_115429.3.p1, NM_115428.3.p1	XM_027230717.1.p1
OG0000110	NM_001339360.1.p1, NM_148858.2.p1, NR_141368.1.p1, NM_148857.3.p1, NM_148853.1.p1, NM_001203102.2.p1, NM_148855.3.p1, NM_148854.3.p1, NM_122405.2.p1, NM_001343905.1.p1, NM_122404.1.p1, NM_128630.3.p1, NM_128628.4.p1, NM_001198035.1.p1, NM_101034.3.p1	XM_027266742.1.p1, XM_027269695.1.p1, XM_027268915.1.p1, XM_027269711.1.p1, XM_027262641.1.p1, XM_027263664.1.p1, XM_027261403.1.p1, XM_027261386.1.p1, XM_027261387.1.p1, XM_027261388.1.p1, XM_027261380.1.p1, XM_027263638.1.p1, XM_027269395.1.p1, XM_027262971.1.p1, XM_027264924.1.p1, XM_027262972.1.p1, XM_027264927.1.p1, XM_027265999.1.p1, XM_027246433.1.p1, XM_027268245.1.p1, XM_027266191.1.p1
OG0000111	NM_104504.3.p1, NM_104503.5.p1, NM_100785.3.p1	XM_027258956.1.p1, XM_027252063.1.p1
OG0000113	NM_100508.2.p1	XM_027206569.1.p1, XM_027206501.1.p1
OG0000113	NM_114794.2.p1, NM_128302.3.p1	XM_027207380.1.p1, XM_027212717.1.p1, XM_027214668.1.p1, XM_027214669.1.p1, XM_027214667.1.p1
OG0000115	NM_104843.2.p1, NM_001333993.1.p1, NM_118259.4.p1, NM_001341479.1.p1	XM_027246416.1.p1
OG0000115	NM_101008.3.p1, NM_001331978.1.p1, NM_001198033.2.p1, NM_001331976.1.p1, NM_001331975.1.p1, NM_101003.3.p1	XM_027231546.1.p1, XM_027233864.1.p1, XM_027231552.1.p1, XM_027233368.1.p1, XM_027233369.1.p1, XM_027233367.1.p1, XM_027231549.1.p1, XM_027218748.1.p1, XM_027228695.1.p1, XM_027208108.1.p1, XM_027230281.1.p1, XM_027230279.1.p1, XM_027230280.1.p1, XM_027229913.1.p1, XM_027229912.1.p1, XM_027231544.1.p1
OG0000116	NM_106650.3.p1	XM_027265980.1.p1
OG0000116	NM_104130.4.p1	XM_027269666.1.p1, XM_027267599.1.p1
OG0000117	NM_001332735.1.p1, NM_102457.6.p1	XM_027241041.1.p1, XR_003454173.1.p1
OG0000117	NM_106111.4.p1, NM_179553.1.p1	XM_027265769.1.p1
OG0000118	NM_001336162.1.p1, NM_128389.3.p1	XM_027245346.1.p1
OG0000118	NM_119685.3.p1	XM_027232504.1.p1, XM_027230474.1.p1
OG0000118	NM_120713.5.p1	XM_027210933.1.p1
OG0000119	NM_124188.4.p1, NM_111662.3.p1, NM_111663.2.p1, NM_111661.3.p1	XM_027233765.1.p1, XM_027233772.1.p1, XM_027232141.1.p1, XM_027233773.1.p1
OG0000119	NM_101576.1.p1, NM_127105.1.p1, NM_128219.2.p1, NM_117450.2.p1, NM_129589.1.p1, NM_103464.1.p1, NM_106487.3.p1, NM_128875.1.p1	XM_027230762.1.p1, XM_027240205.1.p1, XM_027211943.1.p1, XM_027207316.1.p1
OG0000120	NM_116969.3.p1, NM_001198209.1.p1, NM_103213.3.p1, NM_106479.3.p1	XM_027238291.1.p1
OG0000120	NM_001344252.1.p1, NM_123209.4.p1, NM_121610.4.p1, NM_001343435.1.p1, NM_001337415.1.p1	XM_027240662.1.p1, XM_027240660.1.p1, XM_027219762.1.p1
OG0000121	NM_148036.1.p1	XM_027214938.1.p1
OG0000122	NM_104246.2.p1	XM_027207892.1.p1, XM_027209625.1.p1, XM_027208895.1.p1
OG0000125	NM_120507.5.p1, NM_001125696.1.p1	XM_027255714.1.p1, XM_027249145.1.p1, XM_027249144.1.p1, XM_027249143.1.p1, XM_027255713.1.p1
OG0000125	NM_001342699.1.p1, NM_001342700.1.p1, NM_120411.5.p1, NM_202996.2.p1	XM_027213385.1.p1
OG0000126	NM_115584.5.p1, NM_001339849.1.p1, NM_115587.2.p1	XM_027211407.1.p1, XM_027210756.1.p1, XM_027210758.1.p1, XM_027209862.1.p1, XM_027211001.1.p1
OG0000128	NM_001336635.1.p1, NM_001336637.1.p1, NM_001336628.1.p1, NM_201889.2.p1, NM_001336638.1.p1, NM_001336629.1.p1, NM_001336634.1.p1, NM_001336633.1.p1, NM_001336627.1.p1, NM_001336636.1.p1, NM_001336631.1.p1	XM_027213686.1.p1, XM_027213684.1.p1, XM_027213681.1.p1, XM_027213682.1.p1, XM_027213683.1.p1
OG0000129	NM_112524.4.p1, NM_180266.3.p1, NM_112523.1.p1	XM_027262364.1.p1, XM_027253993.1.p1, XM_027247866.1.p1, XM_027254384.1.p1, XM_027254385.1.p1
OG0000130	NM_001344247.1.p1, NM_001344246.1.p1, NM_111174.3.p1, NM_001337457.1.p1, NM_111173.3.p1, NM_115755.4.p1, NM_001339944.1.p1, NM_001339946.1.p1, NM_001339945.1.p1, NM_001339943.1.p1, NM_115756.3.p1, NM_115751.1.p1, NM_115757.2.p1, NM_115762.3.p1, NM_001035810.1.p1, NM_001340895.1.p1, NM_001340894.1.p1, NM_104143.3.p1, NM_148059.1.p1, NM_123200.2.p1, NM_001344245.1.p1, NM_115744.3.p1, NM_115750.1.p1, NM_115752.2.p1, NM_001203202.2.p1, NM_115748.2.p1	XM_027204951.1.p1
OG0000131	NM_178968.5.p1	XM_027206859.1.p1
OG0000131	NM_001084884.5.p1	XM_027216839.1.p1
OG0000131	NM_202787.4.p1, NM_001125450.2.p1, NM_178961.1.p1	XM_027251675.1.p1
OG0000131	NM_120402.3.p1, NM_180698.3.p1, NM_001343676.1.p1, NM_001036747.1.p1, NM_105209.4.p1	XM_027213485.1.p1
OG0000132	NM_148574.4.p1, NM_001338373.1.p1, NM_112782.4.p1, NM_116389.3.p1	XM_027232511.1.p1, XM_027232514.1.p1, XM_027232509.1.p1, XM_027232508.1.p1, XM_027222501.1.p1, XM_027220256.1.p1, XM_027217389.1.p1, XM_027222502.1.p1
OG0000133	NM_001339897.1.p1, NM_001339898.1.p1, NM_115650.5.p1, NM_104035.4.p1	XM_027213909.1.p1, XM_027213908.1.p1, XM_027209779.1.p1, XM_027209780.1.p1
OG0000133	NM_118127.1.p1	XM_027253211.1.p1
OG0000133	NM_102109.4.p1	XM_027236408.1.p1
OG0000133	NM_100296.2.p1	XM_027238101.1.p1
OG0000133	NM_120768.3.p1	XM_027213122.1.p1
OG0000133	NM_124180.3.p1	XM_027257864.1.p1
OG0000134	NM_179787.4.p1, NM_100678.3.p1, NM_001331754.1.p1	XM_027230045.1.p1, XM_027230053.1.p1, XM_027230062.1.p1
OG0000134	NM_001338880.1.p1, NM_001338879.1.p1, NM_001084748.2.p1, NM_001338878.1.p1	XM_027246225.1.p1
OG0000135	NM_115222.3.p1	XM_027216856.1.p1, XM_027216798.1.p1, XM_027216800.1.p1, XM_027216859.1.p1
OG0000135	NM_116378.4.p1, NM_099987.4.p1, NM_001331245.1.p1, NM_130253.3.p1	XM_027225302.1.p1, XM_027245736.1.p1
OG0000136	NM_148145.5.p1, NM_119178.2.p1, NM_100013.2.p1	XM_027253806.1.p1
OG0000136	NM_103893.1.p1, NM_001333418.1.p1	XM_027250293.1.p1, XM_027269784.1.p1, XM_027253062.1.p1
OG0000138	NM_100911.6.p1, NM_100910.5.p1	XM_027265002.1.p1, XM_027240717.1.p1, XM_027230981.1.p1, XM_027239851.1.p1
OG0000139	NM_001084672.1.p1, NM_202564.2.p1, NM_202563.3.p1, NM_001337984.1.p1, NM_001337985.1.p1, NM_112061.6.p1, NM_120777.3.p1, NM_001342913.1.p1, NM_203016.2.p1, NM_001342914.1.p1	XM_027267445.1.p1, XM_027267446.1.p1
OG0000139	NM_105536.4.p1	XM_027240963.1.p1, XM_027240961.1.p1
OG0000141	NM_202709.2.p1, NM_112097.5.p1, NM_001035605.2.p1	XM_027231850.1.p1, XM_027231849.1.p1
OG0000141	NM_202979.1.p1, NM_120013.6.p1, NM_126006.4.p1, NM_114996.4.p1, NM_202682.2.p1	XM_027222472.1.p1, XM_027232500.1.p1
OG0000142	NM_001334310.1.p1	XM_027267083.1.p1, XM_027267078.1.p1, XM_027269739.1.p1, XM_027269741.1.p1
OG0000143	NM_202078.2.p1, NM_100958.2.p1, NM_001084276.2.p1, NM_104750.3.p1	XM_027241167.1.p1, XM_027241168.1.p1, XM_027241165.1.p1
OG0000144	NM_115627.4.p1	XM_027214632.1.p1
OG0000144	NM_103201.3.p1	XM_027234347.1.p1
OG0000144	NM_101200.2.p1	XM_027239639.1.p1, XM_027239641.1.p1
OG0000144	NM_100702.4.p1	XM_027227949.1.p1, XM_027250507.1.p1
OG0000145	NM_124457.4.p1	XM_027265752.1.p1, XM_027268140.1.p1
OG0000145	NM_129463.4.p1	XM_027211696.1.p1
OG0000145	NM_121320.3.p1	XM_027244913.1.p1
OG0000146	NM_101553.3.p1, NM_100520.4.p1	XM_027208940.1.p1
OG0000146	NM_117996.6.p1, NM_123942.2.p1	XM_027249781.1.p1
OG0000146	NM_102623.2.p1, NM_128947.5.p1, NM_117956.3.p1	XM_027256047.1.p1
OG0000147	NM_128672.2.p1	XM_027239175.1.p1
OG0000147	NM_001084733.2.p1	XM_027260786.1.p1
OG0000147	NM_100583.2.p1	XR_003453111.1.p1, XR_003458420.1.p1, XR_003458434.1.p1, XR_003453108.1.p1, XR_003458424.1.p1, XM_027234784.1.p1, XR_003453109.1.p1, XM_027255961.1.p1, XR_003453107.1.p1, XR_003458418.1.p1, XR_003458446.1.p1, XR_003453116.1.p1
OG0000147	NM_111322.3.p1, NM_122732.3.p1	XM_027248834.1.p1
OG0000148	NM_128213.4.p1	XM_027229995.1.p1, XM_027235292.1.p1, XM_027237672.1.p1, XM_027238844.1.p1, XM_027237060.1.p1
OG0000149	NM_100448.4.p1, NM_001197986.1.p1	XM_027262116.1.p1, XM_027262118.1.p1, XM_027262117.1.p1, XM_027264220.1.p1, XM_027264919.1.p1, XM_027264223.1.p1, XM_027264376.1.p1, XM_027264929.1.p1, XM_027264453.1.p1
OG0000149	NM_102256.3.p1	XM_027266062.1.p1, XM_027240702.1.p1
OG0000149	NM_129944.3.p1, NM_201953.2.p1	XM_027264216.1.p1, XM_027262115.1.p1
OG0000150	NM_101311.6.p1, NM_126310.3.p1	XM_027221797.1.p1, XM_027257524.1.p1
OG0000150	NM_118599.2.p1, NM_125939.3.p1	XM_027234298.1.p1, XM_027237186.1.p1, XM_027269415.1.p1, XM_027218599.1.p1, XM_027239254.1.p1
OG0000151	NM_202441.3.p1, NM_001084370.2.p1	XM_027236301.1.p1, XM_027236300.1.p1
OG0000151	NM_001342244.1.p1, NM_119556.3.p1	XM_027256609.1.p1
OG0000151	NM_001345807.1.p1, NM_001203118.1.p1, NM_114910.3.p1	XM_027223419.1.p1
OG0000152	NM_001126001.2.p1, NM_125545.4.p1	XM_027248201.1.p1, XM_027248199.1.p1, XM_027248198.1.p1, XM_027248195.1.p1
OG0000152	NM_118268.4.p1, NM_100998.4.p1	XM_027255873.1.p1
OG0000153	NM_180791.3.p1, NM_203146.4.p1, NM_123693.6.p1	XM_027240635.1.p1, XM_027240638.1.p1, XM_027240633.1.p1, XM_027240632.1.p1, XM_027240634.1.p1
OG0000156	NM_203086.3.p1, NM_122013.4.p1, NM_001036832.1.p1	XM_027212784.1.p1
OG0000156	NM_104148.5.p1, NM_001338180.1.p1, NM_001202974.1.p1, NM_112435.3.p1, NM_103674.1.p1, NM_179468.2.p1	XM_027265832.1.p1, XM_027265834.1.p1, XM_027269013.1.p1
OG0000157	NM_102057.4.p1, NM_106441.4.p1	XM_027237111.1.p1
OG0000157	NM_180942.3.p1, NM_001037070.1.p1, NM_125919.3.p1, NM_121041.5.p1, NM_001343085.1.p1, NM_001343086.1.p1, NM_001343084.1.p1	XM_027218340.1.p1
OG0000158	NM_001339687.1.p1, NM_129452.4.p1	XM_027246489.1.p1, XM_027239370.1.p1
OG0000158	NM_128843.4.p1	XM_027260765.1.p1
OG0000158	NM_123701.4.p1, NM_123703.3.p1, NM_123702.1.p1	XM_027260764.1.p1
OG0000160	NM_118611.3.p1	XM_027267217.1.p1
OG0000160	NM_105443.5.p1	XM_027241455.1.p1
OG0000160	NM_001338872.1.p1	XM_027246197.1.p1
