Orthogroup	Arabidopsis_thaliana_rna_prot	Glycine_max_rna_prot
OG0000075	NM_180400.1.p1, NM_115968.2.p1, NM_130120.4.p1, NM_001337144.1.p1, NM_130117.2.p1, NM_180108.2.p1, NM_180109.3.p1, NM_001337143.1.p1, NM_130119.4.p1, NM_001333058.1.p1, NM_001333059.1.p1, NM_001333061.1.p1, NM_001333060.1.p1, NM_001333062.1.p1, NM_103092.3.p1	XM_006606002.3.p1, XM_003556005.5.p1, XM_003536268.5.p1, XM_003543141.4.p1, XM_003537766.5.p1, XM_003528856.5.p1, NM_001317421.2.p1
OG0000076	NM_103640.3.p1	XM_003523864.5.p1, NM_001317647.2.p1
OG0000076	NM_101777.2.p1, NM_126405.2.p1, NM_114728.5.p1, NM_114729.3.p1, NM_103852.3.p1, NM_103854.3.p1, NM_103853.5.p1	XM_003518803.5.p1, XM_041006711.1.p1, XM_003529339.5.p1, XM_003518805.5.p1
OG0000080	NM_112240.4.p1	XM_041018292.1.p1, XM_003531566.5.p1, XM_006582949.4.p1
OG0000080	NM_179872.3.p1, NM_113304.5.p1	XM_003535919.5.p1, XM_003555673.5.p1, XM_003556277.5.p1
OG0000080	NM_102387.3.p1	XM_006573128.4.p1, XM_003516686.5.p1, XR_001387560.3.p1, XM_041012389.1.p1, XM_006574922.4.p1
OG0000080	NM_001333710.1.p1, NM_001333712.1.p1, NM_112193.4.p1, NM_001037006.4.p1	XM_003546723.5.p1, XM_041018232.1.p1, XM_003531481.5.p1
OG0000080	NM_128359.5.p1	XR_416804.3.p1, NM_001289219.2.p1
OG0000080	NM_001343571.1.p1	XM_003556620.5.p1, XM_003528501.5.p1, XM_006605439.4.p1, XM_006583859.4.p1
OG0000081	NM_101856.3.p1, NM_106228.3.p1	XM_014769875.2.p1, NM_001255921.2.p1, XM_003523429.5.p1, NM_001354292.1.p1
OG0000081	NM_118207.3.p1, NM_123801.2.p1	XM_003531027.5.p1, XM_014775633.2.p1
OG0000081	NM_121263.4.p1	XM_003554060.5.p1, NM_001252709.2.p1
OG0000081	NM_122291.4.p1	XM_003556060.5.p1, XM_003536419.5.p1
OG0000082	NM_001343355.1.p1	NM_001354077.1.p1, NM_001250563.2.p1
OG0000084	NM_120872.1.p1	XM_003553104.5.p1, XM_014770249.3.p1, XM_003553102.5.p1, XM_003530671.5.p1, XR_001389567.3.p1, XM_006585843.4.p1, XM_041004709.1.p1, NM_001317497.2.p1, XM_006602203.4.p1, NM_001255912.3.p1, XM_041011912.1.p1, XM_006602186.4.p1, XM_003551872.5.p1, XM_041017781.1.p1, XM_003551888.5.p1, XM_006602206.4.p1
OG0000086	NM_126450.3.p1, NM_126451.5.p1, NM_001335216.1.p1, NM_126448.3.p1, NM_126449.5.p1, NM_001335215.1.p1, NM_126444.2.p1, NM_126443.5.p1, NM_126447.1.p1	XM_041011739.1.p1, XM_014766000.3.p1, XM_003518588.5.p1, XM_041016774.1.p1, XM_003526327.5.p1, XM_006602983.4.p1, XM_041012234.1.p1, XM_003518586.5.p1
OG0000086	NM_105783.3.p1	XM_014773048.2.p1, XM_003555220.5.p1
OG0000086	NM_101385.3.p1, NM_101386.4.p1, NM_101384.2.p1, NM_101383.3.p1, NM_001332152.1.p1, NM_001123821.1.p1, NM_001332153.1.p1	XM_026124185.2.p1, XM_003555883.5.p1, XM_003526535.5.p1, XM_006589591.3.p1, XR_005886767.1.p1, XM_003536605.4.p1, XM_006589590.3.p1
OG0000087	NM_116064.5.p1, NM_001203228.2.p1	XM_003531479.5.p1
OG0000087	NM_105468.3.p1, NM_105469.2.p1, NM_001198158.1.p1, NM_001332662.1.p1, NM_102310.5.p1	NM_001250549.2.p1, XM_006585054.4.p1
OG0000088	NM_001336200.1.p1, NM_001336201.1.p1, NM_128469.4.p1, NM_001335961.1.p1, NM_001335962.1.p1, NM_128033.2.p1, NM_122592.4.p1, NM_001342107.1.p1, NM_001342106.1.p1, NM_001343161.1.p1, NM_121156.2.p1, NM_001343167.1.p1, NM_001343165.1.p1, NM_001343163.1.p1, NM_001343171.1.p1, NM_001343169.1.p1, NM_001343170.1.p1, NM_001343164.1.p1, NM_001343172.1.p1, NM_001343168.1.p1	XM_041017547.1.p1, XM_003528515.5.p1
OG0000089	NM_101820.4.p1	NM_001250193.1.p1, XM_003520248.4.p1, XM_014768578.3.p1, XM_003547916.4.p1, XM_003548827.5.p1, XM_041016216.1.p1, XM_003549394.5.p1, XM_003544327.5.p1
OG0000089	NM_111981.5.p1, NM_001342768.1.p1, NM_001036754.2.p1, NM_120519.3.p1, NM_001342769.1.p1, NM_001342771.1.p1, NM_001342770.1.p1, NM_126041.1.p1, NM_001335411.1.p1, NM_001335410.1.p1, NM_001338558.1.p1, NM_113091.6.p1, NM_001344225.1.p1, NM_123161.3.p1	XM_003521971.3.p1, XM_041013848.1.p1, XM_041016219.1.p1, XM_026128149.2.p1
OG0000090	NM_121889.3.p1	XM_003541601.5.p1, XM_003547174.5.p1, XM_003541600.5.p1, XM_014765738.3.p1, XM_006594400.4.p1, XM_014765739.3.p1
OG0000090	NM_001337564.1.p1, NM_111387.5.p1, NM_180152.3.p1, NM_001337287.1.p1, NM_130369.4.p1	XM_003521176.5.p1, XM_003554185.5.p1
OG0000090	NM_180633.2.p1, NM_001333669.1.p1, NM_001333668.1.p1, NM_001333667.1.p1, NM_001333670.1.p1, NM_001333666.1.p1, NM_001333671.1.p1, NM_001333673.1.p1, NM_001333672.1.p1	XM_003520773.5.p1, XM_014774004.3.p1, XM_003553692.5.p1, XR_005889971.1.p1, XM_006577198.3.p1, XM_003521674.4.p1
OG0000091	NM_118760.3.p1, NM_125046.3.p1	XM_003532419.5.p1, XM_041015681.1.p1, XM_003524364.5.p1, XM_014764274.2.p1, XM_041018227.1.p1, XM_003529017.5.p1
OG0000091	NM_125551.4.p1	XM_003536226.5.p1, XM_014763284.3.p1
OG0000091	NM_124155.3.p1	XM_006584051.4.p1
OG0000091	NM_179694.4.p1	XM_003530568.5.p1, XM_003551998.4.p1, XM_003517659.5.p1
OG0000092	NM_101492.3.p1, NM_001332218.1.p1	XM_006586796.2.p1, XM_003534737.5.p1, XM_003534738.5.p1, XM_041005297.1.p1, XM_041005328.1.p1, XM_003534736.5.p1
OG0000093	NM_001339982.1.p1, NM_115809.2.p1, NM_001339981.1.p1	XM_006597161.4.p1, XM_014768394.3.p1, XM_014768396.3.p1, XM_003546863.5.p1, XM_003537888.5.p1, XM_006591794.4.p1, NM_001255474.2.p1
OG0000093	NM_001337023.1.p1, NM_129890.4.p1	XR_413862.3.p1, XM_014774605.3.p1, XM_014774606.2.p1, XM_014774607.2.p1, XM_026129037.2.p1, XM_041016783.1.p1, XM_014776890.3.p1, XM_006582752.3.p1, XM_014774609.2.p1, XM_014774608.3.p1
OG0000093	NM_117354.3.p1	NM_001255236.2.p1, XM_006576178.4.p1
OG0000095	NM_105425.5.p1	XM_041015499.1.p1, XM_041015497.1.p1, XM_041015503.1.p1, XM_041015515.1.p1, XM_041015501.1.p1, XM_041015506.1.p1, XM_041015496.1.p1, XM_041018039.1.p1, XM_041018042.1.p1, XM_041018041.1.p1, XM_041018038.1.p1, XM_014778836.2.p1, XM_014770867.3.p1, XM_014770868.3.p1, XR_005887243.1.p1, XM_003537493.5.p1, XR_005887244.1.p1, XR_003263488.2.p1
OG0000095	NM_001345589.1.p1, NM_001345587.1.p1, NM_001345586.1.p1, NM_001203676.2.p1, NM_125732.3.p1, NM_001345588.1.p1	XR_005891729.1.p1, XR_414192.4.p1, XR_005891735.1.p1, XR_414194.4.p1, XR_414193.4.p1, XR_005891732.1.p1, XR_005891733.1.p1, XR_005891731.1.p1, XM_014775469.3.p1, XR_005891727.1.p1, XR_001388251.3.p1, XM_006579532.4.p1, XR_005891728.1.p1, XM_006579530.4.p1, XM_006579531.4.p1, XR_005889327.1.p1, XR_005889329.1.p1, XR_005889328.1.p1, XR_005889326.1.p1, XM_041011174.1.p1, XR_005889330.1.p1, XR_003265186.2.p1
OG0000096	NM_111761.3.p1	NM_001250741.2.p1, NM_001248331.2.p1, NM_001317479.1.p1, NM_001251714.2.p1, NM_001250927.2.p1, NM_001317627.2.p1, NM_001251730.2.p1, XM_041016894.1.p1, NM_001249240.3.p1, XR_413507.4.p1, NM_001250912.2.p1, NM_001248350.2.p1, NM_001251792.2.p1
OG0000097	NM_001333563.1.p1, NM_104160.3.p1, NM_104159.1.p1, NM_102568.2.p1, NM_001340417.1.p1, NM_116541.4.p1	XM_026128032.2.p1, XM_003554095.5.p1, XM_003528318.5.p1, XM_041009600.1.p1
OG0000097	NM_104158.2.p1	XM_003521104.5.p1, XM_041014022.1.p1, XM_041012531.1.p1, XM_003555017.4.p1, XM_003547672.2.p1, XM_041013945.1.p1, XM_003554096.5.p1, XM_003553777.5.p1, XM_003533010.2.p1
OG0000097	NM_104157.1.p1	XM_003535801.4.p1
OG0000098	NM_001340740.1.p1, NM_001340741.1.p1, NM_001340739.1.p1, NM_001341569.1.p1, NM_001341568.1.p1	XM_041011193.1.p1, XM_014769471.3.p1, XM_041015230.1.p1, XM_006579376.4.p1
OG0000098	NM_001337146.1.p1, NM_130128.4.p1	XM_006587816.3.p1, XM_041005187.1.p1, XM_041005189.1.p1, XM_006587815.4.p1, XM_003534550.5.p1, XM_006583296.4.p1, XM_041016923.1.p1, XM_041016913.1.p1, XM_041016922.1.p1, XM_041016914.1.p1, XM_041016911.1.p1, XM_041016920.1.p1, XM_014773435.3.p1, XM_041014334.1.p1, XM_026127721.2.p1, XM_041014333.1.p1, XM_014773443.3.p1, XM_026127720.2.p1
OG0000099	NM_128136.3.p1	XR_003267353.2.p1, XR_003267352.2.p1, XR_005891961.1.p1, XM_003526454.5.p1, XR_414632.4.p1, XR_005891964.1.p1, XR_005891135.1.p1, XR_005891134.1.p1, XR_005891133.1.p1, XM_041014871.1.p1, XR_413821.4.p1, XR_413827.4.p1, XR_005891138.1.p1, XR_001387838.3.p1, XR_413828.4.p1, XR_005891142.1.p1
OG0000099	NM_112214.5.p1	XM_003556506.5.p1, XM_003536744.4.p1, XM_003532276.5.p1, XM_041017728.1.p1, XM_003552702.5.p1
OG0000099	NM_121824.4.p1, NM_001343538.1.p1, NM_111265.4.p1	XM_003548702.5.p1
OG0000101	NM_120328.5.p1, NM_120327.5.p1, NM_001337819.1.p1, NM_001337820.1.p1	XM_003521282.5.p1, XM_003554272.5.p1
OG0000101	NM_001125684.1.p1, NM_104519.1.p1	XM_041008300.1.p1, XM_014768202.2.p1, XM_006583658.4.p1, XM_006583660.4.p1, XM_006593048.1.p1, XM_006574756.4.p1, XM_003551771.4.p1, XM_003552637.5.p1
OG0000101	NM_101471.3.p1	XM_003519113.5.p1, XM_006600473.4.p1
OG0000102	NM_114829.4.p1	XM_003556914.5.p1, XM_006595944.4.p1, XM_003523588.5.p1, XM_003527697.5.p1, XM_003550910.4.p1, XM_003525831.5.p1, XM_003516576.5.p1, XM_014763828.3.p1
OG0000102	NM_001336612.1.p1	XM_003538139.5.p1, NM_001255530.1.p1, XM_003541936.5.p1, XM_003539384.4.p1, NM_001354921.1.p1, XM_003535099.5.p1, XM_006576972.4.p1, XM_006604517.4.p1
OG0000102	NM_119940.5.p1	XM_026124382.2.p1, XM_041017024.1.p1, XM_014775859.3.p1, XM_003550246.4.p1, XM_006595947.4.p1
OG0000102	NM_125143.4.p1	XM_006600439.4.p1, XM_006593490.4.p1
OG0000106	NM_112617.4.p1	XM_014769694.2.p1, XM_003528549.5.p1
OG0000106	NM_001343971.1.p1, NM_122527.4.p1, NM_122533.2.p1, NM_122531.2.p1, NM_001343970.1.p1, NM_001085154.1.p1, NM_001335218.1.p1, NM_001036241.3.p1, NM_001161021.2.p1, NM_001335219.1.p1, NM_001124792.1.p1, NM_126455.3.p1, NM_117046.2.p1, NM_001340636.1.p1, NM_001340633.1.p1, NM_001340634.1.p1, NM_001338477.1.p1, NM_112928.3.p1, NM_112929.3.p1, NM_112927.4.p1, NM_113741.4.p1, NM_113104.3.p1, NM_105634.1.p1, NM_105633.1.p1, NM_001338560.1.p1, NM_127133.1.p1, NM_202363.3.p1, NM_105211.4.p1, NM_001334188.1.p1	XM_014773705.2.p1
OG0000107	NM_001203535.1.p1, NM_001344505.1.p1	XM_006589513.4.p1, XM_014772883.3.p1, XM_014764001.3.p1, XM_041015845.1.p1, XM_041015848.1.p1, XM_041011166.1.p1, XM_041011169.1.p1, XM_006582007.4.p1, XM_006582006.4.p1, XM_041014898.1.p1, XM_041014897.1.p1, XM_041014899.1.p1
OG0000107	NM_179779.3.p1	XM_006592233.4.p1, XM_014764149.3.p1
OG0000107	NM_179453.3.p1	NM_001353328.1.p1, XM_003534036.5.p1
OG0000108	NM_128996.3.p1, NM_001336515.1.p1, NM_111544.1.p1	XM_003551178.1.p1, XM_003530582.1.p1, XM_003524356.5.p1, XM_003524355.5.p1, XM_014778545.3.p1
OG0000108	NM_102613.2.p1, NM_001084156.1.p1	XM_006586293.1.p1
OG0000108	NM_100035.3.p1, NM_105210.2.p1, NM_119822.1.p1, NM_125437.5.p1	XM_041007948.1.p1, XM_003535626.4.p1, XM_003555260.5.p1, XM_003555259.5.p1, XM_003535627.3.p1, XM_003555258.4.p1, XM_003537085.3.p1, XM_006575217.2.p1, XR_005890386.1.p1, XR_005890385.1.p1, XM_041013562.1.p1, XM_003535625.3.p1
OG0000109	NM_114533.2.p1, NR_141647.1.p1, NM_114534.3.p1, NR_141648.1.p1, NR_141646.1.p1, NM_123154.3.p1, NM_123160.3.p1, NM_123164.2.p1, NM_114539.3.p1, NM_114536.4.p1, NM_114532.5.p1, NM_114535.1.p1, NR_143870.1.p1, NM_114537.4.p1, NM_125351.3.p1, NM_125350.3.p1	XM_003539019.4.p1
OG0000109	NM_115429.3.p1, NM_115428.3.p1	XM_006591734.4.p1, XM_003538389.5.p1
OG0000110	NM_001339360.1.p1, NM_148858.2.p1, NR_141368.1.p1, NM_148857.3.p1, NM_148853.1.p1, NM_001203102.2.p1, NM_148855.3.p1, NM_148854.3.p1, NM_122405.2.p1, NM_001343905.1.p1, NM_122404.1.p1, NM_128630.3.p1, NM_128628.4.p1, NM_001198035.1.p1, NM_101034.3.p1	XM_006588168.4.p1, XM_041010408.1.p1, XM_014762172.3.p1, XM_003548157.5.p1, XM_003533158.5.p1, XM_003533564.5.p1, XM_003541492.5.p1, XM_003529262.5.p1, XM_041017537.1.p1
OG0000111	NM_104504.3.p1, NM_104503.5.p1, NM_100785.3.p1	NM_001254445.1.p1, XM_003554581.5.p1, XM_003521629.5.p1
OG0000111	NM_126284.3.p1, NM_201670.2.p1, NM_126289.2.p1, NM_126293.4.p1, NM_126292.3.p1, NM_001335105.1.p1, NM_126291.2.p1, NM_126290.2.p1, NM_126283.5.p1	XM_041013460.1.p1, XM_003521741.5.p1
OG0000112	NM_100232.5.p1, NM_100275.3.p1	XM_003541876.5.p1, XM_014764771.1.p1, XM_003543316.5.p1, XM_003555007.5.p1, XM_003531822.5.p1
OG0000112	NM_113885.2.p1, NM_113891.2.p1, NM_113890.3.p1, NM_113894.1.p1, NM_125509.3.p1, NM_113889.3.p1, NM_113880.2.p1, NM_123271.3.p1, NM_123267.6.p1, NM_123270.3.p1	XM_006602879.4.p1, XM_041017757.1.p1, XM_041012189.1.p1, XR_005889751.1.p1, XM_003543833.5.p1, NM_001249890.1.p1, NM_001250831.2.p1, XM_003554846.5.p1, NM_001317716.2.p1, XM_003552530.5.p1, XM_041012188.1.p1, XM_003552532.5.p1, XM_003552533.5.p1, XM_003552470.4.p1
OG0000113	NM_100508.2.p1	XM_041007185.1.p1
OG0000115	NM_104843.2.p1, NM_001333993.1.p1, NM_118259.4.p1, NM_001341479.1.p1	XM_006594576.4.p1, XM_014768105.3.p1, XM_041017568.1.p1, XM_003528376.5.p1
OG0000115	NM_101008.3.p1, NM_001331978.1.p1, NM_001198033.2.p1, NM_001331976.1.p1, NM_001331975.1.p1, NM_101003.3.p1	XM_014773629.3.p1, XM_006576499.4.p1, XM_014773628.3.p1, XM_006599124.4.p1, XM_014765843.3.p1, XM_014765841.2.p1, XM_014779500.2.p1, XM_026129821.2.p1, XM_026129822.2.p1
OG0000116	NM_106650.3.p1, NM_104130.4.p1	XM_003534988.5.p1
OG0000117	NM_001332735.1.p1, NM_102457.6.p1	XM_006574836.4.p1, XM_006574835.4.p1, XM_003517906.5.p1, XM_014773358.3.p1, XM_006573040.4.p1, XM_041012256.1.p1, XM_003532008.5.p1
OG0000117	NM_106111.4.p1, NM_179553.1.p1	XM_041014902.1.p1, XM_003522987.5.p1, XM_003527019.5.p1
OG0000118	NM_001336162.1.p1, NM_128389.3.p1	XM_003543427.4.p1, XM_006592641.4.p1, XM_003538129.4.p1, XM_003539720.4.p1
OG0000118	NM_115205.2.p1, NM_129277.3.p1, NM_001202767.1.p1	NM_001254266.2.p1, XM_003554332.5.p1, NM_001253269.1.p1
OG0000118	NM_120713.5.p1	XM_003519078.4.p1, XM_014763041.3.p1, XM_003553570.5.p1, XM_003521441.5.p1
OG0000119	NM_124188.4.p1, NM_111662.3.p1, NM_111663.2.p1, NM_111661.3.p1	XM_003544070.5.p1, XM_041009172.1.p1, XM_014766593.3.p1, XM_041009171.1.p1, XM_041013468.1.p1, XM_014777139.2.p1, XM_003522927.1.p1, XM_003544237.3.p1
OG0000119	NM_101576.1.p1, NM_127105.1.p1, NM_128219.2.p1, NM_117450.2.p1, NM_129589.1.p1, NM_103464.1.p1, NM_106487.3.p1, NM_128875.1.p1	XM_006598590.1.p1, XM_041018185.1.p1, XM_041018186.1.p1
OG0000120	NM_116969.3.p1, NM_001198209.1.p1, NM_103213.3.p1, NM_106479.3.p1	NM_001354041.1.p1, NM_001251460.2.p1, NM_001354043.1.p1, NM_001252761.2.p1
OG0000120	NM_001344252.1.p1, NM_123209.4.p1, NM_121610.4.p1, NM_001343435.1.p1, NM_001337415.1.p1	NM_001248724.2.p1, NM_001249076.2.p1
OG0000121	NM_148036.1.p1	XM_014770754.2.p1, XM_041012938.1.p1, XM_041012937.1.p1, XM_041012936.1.p1, XM_041004965.1.p1, XM_014773341.2.p1, XM_041011800.1.p1, XM_014763133.3.p1, XM_006597670.4.p1, XM_014769434.3.p1
OG0000122	NM_101579.4.p1, NM_101578.3.p1, NM_106481.4.p1, NM_001334824.1.p1, NM_101580.4.p1, NM_001334825.1.p1, NM_106484.4.p1, NM_106482.2.p1, NM_106485.4.p1	NM_001250784.2.p1, NM_001251762.2.p1, NM_001249383.2.p1
OG0000125	NM_120507.5.p1, NM_001125696.1.p1	XM_006606196.4.p1, XM_003556193.5.p1, XM_041005860.1.p1, XM_041005861.1.p1, XM_006589348.4.p1, XM_003536293.5.p1
OG0000125	NM_001342699.1.p1, NM_001342700.1.p1, NM_120411.5.p1, NM_202996.2.p1	XM_041008107.1.p1, XM_041008108.1.p1, XM_003542508.5.p1, XM_003535119.5.p1, XM_041014126.1.p1, XM_006576964.4.p1
OG0000126	NM_117722.7.p1, NM_001341090.1.p1	XM_006597642.4.p1, XM_041005348.1.p1, XM_014761891.2.p1
OG0000126	NM_115584.5.p1, NM_001339849.1.p1, NM_115587.2.p1	NM_001251545.1.p1, XM_003554103.4.p1, XM_003521111.4.p1, XM_041013946.1.p1, XM_003554104.5.p1
OG0000128	NM_001336635.1.p1, NM_001336637.1.p1, NM_001336628.1.p1, NM_201889.2.p1, NM_001336638.1.p1, NM_001336629.1.p1, NM_001336634.1.p1, NM_001336633.1.p1, NM_001336627.1.p1, NM_001336636.1.p1, NM_001336631.1.p1	XM_026127893.2.p1, XM_041014118.1.p1, XM_041014120.1.p1, XM_014773872.2.p1, XM_014773870.3.p1, XM_014773868.3.p1, XM_014773865.3.p1, XM_014773869.3.p1, XM_014773867.3.p1, XM_003521334.5.p1, XM_006576954.4.p1, XM_041012623.1.p1, XM_041012625.1.p1, XM_041012624.1.p1, XM_006604504.4.p1, XM_026127165.2.p1, XM_014771797.3.p1, XM_006594074.4.p1, XM_014765512.2.p1, XM_014765513.2.p1, XM_041008087.1.p1, XM_041008085.1.p1, XM_041008090.1.p1, XM_041008093.1.p1, XM_041008097.1.p1, XM_041008095.1.p1, XM_041008092.1.p1, XM_014762990.3.p1, XM_041006337.1.p1, XM_041006341.1.p1, XM_041006339.1.p1, XM_041006343.1.p1, XM_014762989.3.p1, XM_041008084.1.p1
OG0000129	NM_112524.4.p1, NM_180266.3.p1, NM_112523.1.p1	XM_003548097.5.p1, XM_003533923.5.p1
OG0000130	NM_117486.4.p1, NM_001340901.1.p1, NM_001203795.1.p1, NM_115789.2.p1, NM_115780.1.p1, NM_001339952.1.p1, NM_115781.3.p1, NM_115785.2.p1, NM_001203203.2.p1, NM_115783.3.p1, NM_115778.3.p1, NM_115779.1.p1, NM_104611.1.p1, NM_001339399.1.p1, NM_115786.1.p1, NM_115787.2.p1, NM_001339953.1.p1, NM_115782.3.p1, NM_118354.4.p1, NM_202861.1.p1	XM_041005956.1.p1, XM_041013307.1.p1
OG0000131	NM_178968.5.p1	XM_041008192.1.p1
OG0000131	NM_122069.4.p1	XM_014769819.2.p1
OG0000131	NM_001125450.2.p1	XM_041005579.1.p1
OG0000131	NM_104380.1.p1	XM_006594069.4.p1
OG0000131	NM_120402.3.p1, NM_180698.3.p1, NM_001343676.1.p1, NM_001036747.1.p1, NM_105209.4.p1	XM_003537230.5.p1
OG0000132	NM_001333384.1.p1, NM_103836.4.p1, NM_112785.5.p1, NM_001338374.1.p1	XM_006592061.4.p1, XM_041006706.1.p1, XM_003529155.5.p1, XM_003555633.4.p1
OG0000132	NM_148574.4.p1, NM_001338373.1.p1, NM_112782.4.p1, NM_116389.3.p1	XM_026128323.2.p1, XM_014766213.1.p1, XM_003535089.4.p1, XM_041005525.1.p1, XM_041005526.1.p1, XM_014761777.3.p1, XM_014772534.2.p1, XM_041013558.1.p1, XM_041017787.1.p1, XM_041017687.1.p1, XR_005889130.1.p1, XM_003548441.5.p1, XM_003551281.5.p1
OG0000133	NM_001339897.1.p1, NM_001339898.1.p1, NM_115650.5.p1, NM_104035.4.p1	XM_003521153.5.p1, XM_006576785.4.p1, XM_014771906.3.p1, XM_014763071.3.p1, XM_006588845.4.p1
OG0000133	NM_121300.3.p1	XM_003546940.5.p1, XM_003543504.4.p1, XM_006590890.4.p1
OG0000133	NM_102109.4.p1	XM_006585685.4.p1, XM_003539897.4.p1
OG0000133	NM_120768.3.p1	XM_003518028.5.p1, XM_003537132.5.p1
OG0000133	NM_124180.3.p1	XM_006598185.4.p1, XM_006585279.4.p1
OG0000134	NM_179787.4.p1, NM_100678.3.p1, NM_001331754.1.p1	XM_003543419.4.p1, XM_003539370.4.p1, XM_041007177.1.p1
OG0000134	NM_001334328.1.p1, NM_001334330.1.p1, NM_105453.3.p1, NM_202373.4.p1, NM_001334329.1.p1	XM_041011994.1.p1, XM_003551946.5.p1, XM_003538550.5.p1, XM_003531285.5.p1, XM_041015562.1.p1, XM_006580187.4.p1, XM_003524990.4.p1, XM_006580186.3.p1
OG0000134	NM_001338880.1.p1, NM_001338879.1.p1, NM_001084748.2.p1, NM_001338878.1.p1	XM_006603944.4.p1, XM_014772186.3.p1
OG0000135	NM_115222.3.p1	NM_001248848.2.p1, NM_001250623.2.p1, NM_001363034.1.p1, XM_003554284.5.p1
OG0000135	NM_116378.4.p1, NM_099987.4.p1, NM_001331245.1.p1, NM_130253.3.p1	XM_041010716.1.p1, NM_001369252.1.p1, XM_041012785.1.p1, XM_003520839.5.p1
OG0000136	NM_148145.5.p1, NM_119178.2.p1	NM_001248587.3.p1, XM_003550618.5.p1
OG0000138	NM_100911.6.p1, NM_100910.5.p1	NM_001251698.1.p1, NM_001317621.1.p1, NM_001248839.2.p1, NM_001305053.1.p1
OG0000139	NM_001084672.1.p1, NM_202564.2.p1, NM_202563.3.p1, NM_001337984.1.p1, NM_001337985.1.p1, NM_112061.6.p1, NM_120777.3.p1, NM_001342913.1.p1, NM_203016.2.p1, NM_001342914.1.p1	XM_014765682.2.p1, XM_014765677.3.p1, XM_003546658.5.p1, XM_006605331.4.p1, XM_014772258.3.p1, XM_006605330.4.p1, NM_001255950.2.p1, XM_041014015.1.p1, XM_041014017.1.p1, XM_006576719.4.p1
OG0000139	NM_105536.4.p1	XM_003536646.5.p1, XM_006605829.4.p1
OG0000141	NM_202709.2.p1, NM_112097.5.p1, NM_001035605.2.p1	XM_003536747.5.p1, XM_006589720.4.p1, XM_003555588.5.p1, XM_041013492.1.p1
OG0000141	NM_202979.1.p1, NM_120013.6.p1, NM_126006.4.p1, NM_114996.4.p1, NM_202682.2.p1	XM_003520084.5.p1, XM_003547860.5.p1, XM_041013217.1.p1, XM_003536672.5.p1
OG0000143	NM_202078.2.p1, NM_100958.2.p1, NM_001084276.2.p1, NM_104750.3.p1	XM_041007345.1.p1, XM_014764456.3.p1, XM_014764454.3.p1, XM_014764453.3.p1, XM_014764455.3.p1, XM_041006684.1.p1, XM_006590780.4.p1, XM_006590779.4.p1, XM_041005222.1.p1, XM_041005221.1.p1, XM_041005219.1.p1, XR_001382896.3.p1, XM_006587879.4.p1, XM_006605385.4.p1, XM_014772920.3.p1
OG0000144	NM_115627.4.p1	XM_003553374.5.p1, XM_003521144.5.p1, XM_003519016.5.p1, XM_003537153.4.p1
OG0000144	NM_103201.3.p1	XM_003542308.5.p1, XM_003544750.5.p1
OG0000144	NM_101200.2.p1	XM_006574818.4.p1, XM_006573202.4.p1, XM_003535456.4.p1, XM_003555406.4.p1
OG0000144	NM_100702.4.p1	NM_001254472.1.p1, XM_041007003.1.p1, XM_003539418.5.p1, XM_003541924.5.p1
OG0000145	NM_124457.4.p1	NM_001254378.2.p1, NM_001357948.1.p1, NM_001357910.1.p1, NM_001255803.3.p1, NM_001250489.1.p1, XM_006578649.4.p1
OG0000145	NM_129463.4.p1	NM_001357908.1.p1, NM_001357981.1.p1
OG0000145	NM_118633.2.p1, NM_124458.2.p1, NM_114733.4.p1, NM_122271.3.p1	XM_041014990.1.p1, XR_001388647.3.p1
OG0000145	NM_121320.3.p1	XM_003551815.4.p1, XM_003530853.5.p1, NM_001252766.3.p1, NM_001357950.1.p1, XM_003531013.5.p1, XM_003524040.5.p1
OG0000146	NM_100520.4.p1	NM_001249558.2.p1, NM_001249043.1.p1
OG0000146	NM_125479.4.p1, NM_112368.4.p1	NM_001317491.2.p1, XM_003527350.5.p1
OG0000147	NM_128672.2.p1	NM_001248736.1.p1, XM_003536985.5.p1, XM_006603619.4.p1, XM_006576882.4.p1
OG0000147	NM_001084733.2.p1	XM_003536169.4.p1, XM_003556333.5.p1
OG0000147	NM_100583.2.p1	XM_014769286.3.p1, XM_003544258.5.p1
OG0000147	NM_111322.3.p1, NM_122732.3.p1	XM_003520801.5.p1, XM_003553714.5.p2
OG0000148	NM_179180.3.p1, NM_119870.2.p1, NM_001085037.2.p1, NM_001204013.1.p1, NM_119869.2.p1, NM_119868.3.p1	XM_003538767.5.p1
OG0000149	NM_102256.3.p1	XM_003517804.5.p1, XM_041015019.1.p1, XM_003519384.5.p1
OG0000149	NM_129944.3.p1, NM_201953.2.p1	XM_003531239.5.p1
OG0000150	NM_101311.6.p1, NM_126310.3.p1	XM_003555490.4.p1, XM_003550104.5.p1, XM_006584068.4.p1
