Orthogroup	Arabidopsis_thaliana_rna_prot	Zea_mays_rna_prot
OG0000109	NM_114533.2.p1, NR_141647.1.p1, NM_114534.3.p1, NR_141648.1.p1, NR_141646.1.p1, NM_123154.3.p1, NM_123160.3.p1, NM_123164.2.p1, NM_114539.3.p1, NM_114536.4.p1, NM_114532.5.p1, NM_114535.1.p1, NR_143870.1.p1, NM_114537.4.p1, NM_125351.3.p1, NM_125350.3.p1, NM_111968.4.p1, NM_120668.4.p1, NM_120672.2.p1, NM_120670.2.p1, NM_120671.4.p1, NM_120669.4.p1, NM_115429.3.p1, NM_115428.3.p1	XM_020547031.3.p1, NM_001156406.2.p1, XM_008653982.2.p1, NM_001153075.2.p1, XM_020541409.2.p1, XM_020541008.3.p1, NM_001139129.2.p1, XM_008671779.4.p1
OG0000110	NM_001339360.1.p1, NM_148858.2.p1, NR_141368.1.p1, NM_148857.3.p1, NM_148853.1.p1, NM_001203102.2.p1, NM_148855.3.p1, NM_148854.3.p1, NM_122405.2.p1, NM_001343905.1.p1, NM_122404.1.p1, NM_128630.3.p1, NM_128628.4.p1, NM_001198035.1.p1, NM_101034.3.p1	NM_001138064.2.p1, XM_008657574.4.p1, XM_020542839.3.p1, XM_020542861.3.p1, XM_008675268.4.p1, XM_008657573.3.p1
OG0000111	NM_126284.3.p1, NM_201670.2.p1, NM_126289.2.p1, NM_126293.4.p1, NM_126292.3.p1, NM_001335105.1.p1, NM_126291.2.p1, NM_126290.2.p1, NM_126283.5.p1, NM_106660.7.p1	NM_001143658.1.p1, NM_001147195.1.p1, NM_001370677.1.p1, NM_001156708.1.p1
OG0000112	NM_100232.5.p1, NM_100275.3.p1, NM_113885.2.p1, NM_113891.2.p1, NM_113890.3.p1, NM_113894.1.p1, NM_125509.3.p1, NM_113889.3.p1, NM_113880.2.p1, NM_123271.3.p1, NM_123267.6.p1, NM_123270.3.p1	NM_001147129.2.p1, NM_001154098.2.p1
OG0000113	NM_100508.2.p1	NM_001155422.2.p1
OG0000113	NM_114794.2.p1, NM_128302.3.p1, NM_123957.3.p1	NM_001148512.1.p1, NM_001147450.1.p1, NM_001137031.1.p1, XM_035968083.1.p1, XM_008664851.2.p1, XM_008671454.3.p1, XM_008661223.1.p1, XM_020540187.2.p1, XM_008671446.2.p1
OG0000115	NM_104843.2.p1, NM_001333993.1.p1, NM_118259.4.p1, NM_001341479.1.p1	XM_008653635.4.p1, XM_008654979.3.p1
OG0000115	NM_101008.3.p1, NM_001331978.1.p1, NM_001198033.2.p1, NM_001331976.1.p1, NM_001331975.1.p1, NM_101003.3.p1	XM_008674141.3.p1, XM_020549547.2.p1
OG0000116	NM_106650.3.p1, NM_104130.4.p1	XM_008647686.3.p1, XM_020538586.3.p1, XM_008667520.3.p1, XM_008667521.3.p1, XR_004855671.1.p1, XM_008667522.3.p1
OG0000117	NM_101299.4.p1, NM_126342.4.p1, NM_001035882.1.p1, NM_001035883.2.p1, NM_001332735.1.p1, NM_102457.6.p1, NM_106111.4.p1, NM_179553.1.p1	XM_035964920.1.p1, XM_023301544.1.p1, XM_035964921.1.p1, NM_001175050.1.p1, XR_564998.3.p1, XM_008677969.4.p1, NM_001155181.2.p1, NM_001348980.1.p1, NM_001348979.1.p1, XR_004855893.1.p1, XM_035964666.1.p1, NM_001350330.1.p1, XM_035964644.1.p1, XM_035958757.1.p1, XM_020537451.3.p1, NM_001176310.1.p1, XM_008679333.4.p1, XM_008679334.4.p1, XM_008679332.4.p1, NM_001175199.1.p1
OG0000118	NM_001336162.1.p1, NM_128389.3.p1, NM_115205.2.p1, NM_129277.3.p1, NM_001202767.1.p1	NM_001350057.1.p1, XM_008670933.3.p1
OG0000118	NM_119685.3.p1	NM_001147314.1.p1
OG0000118	NM_120713.5.p1	NM_001371930.1.p1, XM_008674681.4.p1, NM_001136781.2.p1, NM_001139106.1.p1
OG0000119	NM_112258.4.p1, NM_111664.3.p1, NM_124188.4.p1, NM_111662.3.p1, NM_111663.2.p1, NM_111661.3.p1, NM_101576.1.p1, NM_127105.1.p1, NM_128219.2.p1, NM_117450.2.p1, NM_129589.1.p1, NM_103464.1.p1, NM_106487.3.p1, NM_128875.1.p1	NM_001158771.2.p1, NM_001148122.3.p1, NM_001136664.1.p1, XM_035960104.1.p1, XM_035960295.1.p1, XM_020539846.2.p1, XM_008650850.3.p1, XM_020540062.1.p1, NM_001148336.1.p1, XM_035959117.1.p1, XM_008647195.3.p1, XM_035959118.1.p1
OG0000120	NM_116969.3.p1, NM_001198209.1.p1, NM_103213.3.p1, NM_106479.3.p1	NM_001369526.1.p1
OG0000120	NM_001344252.1.p1, NM_123209.4.p1, NM_121610.4.p1, NM_001343435.1.p1, NM_001337415.1.p1	XM_020548013.3.p1, XM_008663588.3.p1, NM_001156042.2.p1, XM_035966933.1.p1, XM_020539295.3.p1, NM_001111808.1.p1, NM_001158120.1.p1, NM_001112207.2.p1
OG0000120	NM_180943.2.p1, NM_001203692.1.p1, NM_001203346.1.p1, NM_001203347.1.p1, NM_121083.4.p1	NM_001147581.2.p1
OG0000121	NM_148036.1.p1	XM_035958993.1.p1, XM_020553138.2.p1, XM_008664639.3.p1, XR_004853179.1.p1, XM_023301375.2.p1, XM_023301103.1.p1, XM_023300424.1.p1, XM_020538535.2.p1, XM_020538537.2.p1, XM_020543445.2.p1, XM_035963422.1.p1, XR_004849634.1.p1, XM_020552488.1.p1, XM_023300199.2.p1, XM_020541143.1.p1, XM_035965337.1.p1, XR_004856091.1.p1, XM_008662385.3.p1, XM_020547140.2.p1, XM_020540746.1.p1, XM_035959302.1.p1, NM_001369840.1.p1, XM_020548394.2.p1, XM_035965339.1.p1, XM_035968053.1.p1, XM_035968052.1.p1, NM_001156272.1.p1, NR_154895.1.p1, XM_020546016.2.p1
OG0000122	NM_101579.4.p1, NM_101578.3.p1, NM_106481.4.p1, NM_001334824.1.p1, NM_101580.4.p1, NM_001334825.1.p1, NM_106484.4.p1, NM_106482.2.p1, NM_106485.4.p1, NM_104246.2.p1	NM_001111515.2.p1, NM_001153314.1.p1
OG0000125	NM_120507.5.p1, NM_001125696.1.p1	XR_552414.3.p1, NM_001155304.1.p1
OG0000125	NM_001342699.1.p1, NM_001342700.1.p1, NM_120411.5.p1, NM_202996.2.p1	XM_020553280.3.p1, XM_035967942.1.p1, XM_008645254.3.p1, XM_035967944.1.p1, XM_035967943.1.p1, NM_001152696.1.p1
OG0000126	NM_117722.7.p1, NM_001341090.1.p1, NM_115584.5.p1, NM_001339849.1.p1, NM_115587.2.p1	NM_001154989.1.p1, XM_008657938.3.p1, NM_001370613.1.p1, NM_001112264.2.p1, XM_008658654.3.p1
OG0000129	NM_112524.4.p1, NM_180266.3.p1, NM_112523.1.p1	XM_008659026.3.p1, NM_001137093.1.p1, XM_008658123.2.p1, NM_001155095.1.p1, NM_001174611.1.p1, NM_001155811.2.p1, NM_001152799.2.p1, XM_008647299.4.p1, NM_001174514.2.p1, NM_001138859.2.p1, NM_001152543.1.p1, XM_023300823.1.p1, NM_001348967.1.p1, NM_001165818.1.p1
OG0000131	NM_122069.4.p1, NM_001084884.5.p1	NM_001154981.2.p1
OG0000133	NM_001339897.1.p1, NM_001339898.1.p1, NM_115650.5.p1, NM_104035.4.p1	XM_008660064.4.p1, XM_008649749.4.p1
OG0000133	NM_102109.4.p1	NM_001196010.2.p1, NM_001158986.2.p1, NM_001323290.1.p1
OG0000133	NM_100296.2.p1	NM_001309901.2.p1
OG0000133	NM_124180.3.p1	NM_001154600.2.p1
OG0000134	NM_179787.4.p1, NM_100678.3.p1, NM_001331754.1.p1	XM_008678804.3.p1
OG0000134	NM_001334328.1.p1, NM_001334330.1.p1, NM_105453.3.p1, NM_202373.4.p1, NM_001334329.1.p1, NM_001338880.1.p1, NM_001338879.1.p1, NM_001084748.2.p1, NM_001338878.1.p1, NM_101171.4.p1, NM_001035957.3.p1, NM_001332057.1.p1, NM_001332056.1.p1	XM_008678383.4.p1, NM_001156498.2.p1, XM_008674725.4.p1, XM_020550336.3.p1, NM_001147533.1.p1
OG0000135	NM_115222.3.p1	NM_001143222.1.p1
OG0000135	NM_116378.4.p1, NM_099987.4.p1, NM_001331245.1.p1, NM_130253.3.p1	NM_001368320.1.p1, XM_008663730.4.p1, NM_001155674.2.p1, XM_008670385.4.p1, NM_001111419.1.p1, NM_001146788.1.p1
OG0000136	NM_148145.5.p1, NM_119178.2.p1	NM_001159109.2.p1
OG0000136	NM_119296.2.p1	NM_001139195.1.p1
OG0000136	NM_122514.2.p1, NM_119529.2.p1, NM_119530.3.p1, NM_127025.3.p1, NM_127021.3.p1, NM_103893.1.p1, NM_001333418.1.p1, NM_112859.2.p1	XM_008655373.3.p1, XM_008654020.2.p1, NM_001111929.2.p1, XM_008653766.3.p1, XM_008658932.3.p2
OG0000138	NM_100911.6.p1, NM_100910.5.p1, NM_104662.4.p1, NM_104660.2.p1	NM_001112159.1.p1, NM_001279823.2.p1
OG0000139	NM_001084672.1.p1, NM_202564.2.p1, NM_202563.3.p1, NM_001337984.1.p1, NM_001337985.1.p1, NM_112061.6.p1, NM_120777.3.p1, NM_001342913.1.p1, NM_203016.2.p1, NM_001342914.1.p1	XM_020550065.3.p1, XM_020550064.3.p1, XM_035966101.1.p1
OG0000139	NM_105536.4.p1	XM_008653099.4.p1, XM_035960524.1.p1, XM_035960526.1.p1, XM_035960525.1.p1, XM_020540456.2.p1, XM_008653102.4.p1, XM_008653096.2.p1, XM_008653098.3.p1, XM_035960523.1.p1, XM_008669973.3.p1, NM_001148468.1.p1, XM_008669981.3.p1, XM_008659989.4.p1, NM_001143652.1.p1, XM_035962133.1.p1, XM_035962134.1.p1, NM_001138865.1.p1, XM_008656172.3.p1, NM_001321348.1.p1
OG0000140	NM_105293.1.p1, NM_105292.3.p1, NM_121232.1.p1, NM_001341507.1.p1, NM_118284.2.p1, NM_118285.3.p1, NM_117120.2.p1, NM_117121.1.p1, NM_103030.2.p1, NM_117122.1.p1, NM_001340673.1.p1, NM_001340672.1.p1, NM_001084901.3.p1, NM_001340675.1.p1, NM_001333025.1.p1, NM_103029.3.p1, NM_001333022.1.p1, NM_001333023.1.p1	XM_020551168.2.p1, XM_020551170.2.p1, XM_008676718.4.p1, NM_001358698.1.p1, XM_008668941.1.p1, XM_020547397.3.p1, XM_035964703.1.p1, XM_020547629.3.p1, XM_035964707.1.p1, XM_020547633.2.p1, XM_035964710.1.p1, NM_001137316.1.p1
OG0000141	NM_202979.1.p1, NM_120013.6.p1, NM_126006.4.p1, NM_114996.4.p1, NM_202682.2.p1	XM_008645383.3.p1, NM_001368005.1.p1, XM_008649514.3.p1, XM_035959537.1.p1, XM_008649513.4.p1
OG0000142	NM_001334310.1.p1	XM_035959949.1.p1, XM_008675816.3.p1, XM_035966228.1.p1, XM_035966227.1.p1, XM_035966226.1.p1, XM_035965717.1.p1, XM_008674147.3.p1, NM_001147138.1.p1
OG0000143	NM_202078.2.p1, NM_100958.2.p1, NM_001084276.2.p1, NM_104750.3.p1, NM_105486.4.p1	NM_001146918.1.p1, XM_008683147.4.p1, XM_008683145.4.p1, XM_008683146.4.p1, XM_035967779.1.p1, XM_008678719.4.p1, NM_001150088.1.p1, NM_001149441.2.p1
OG0000144	NM_104000.2.p1, NM_112980.3.p1, NM_115627.4.p1	XM_008681322.4.p1, XM_008665248.4.p1, NM_001147011.1.p1, XM_008661621.3.p1
OG0000144	NM_101200.2.p1	NM_001157236.1.p1
OG0000144	NM_100702.4.p1	XM_008651459.4.p1, XM_008658016.2.p1, XM_020550416.2.p1
OG0000145	NM_124457.4.p1, NM_129463.4.p1, NM_118633.2.p1, NM_124458.2.p1, NM_114733.4.p1, NM_122271.3.p1, NM_121320.3.p1	NM_001148182.1.p1, NM_001155615.2.p1, NM_001147634.1.p1, NM_001139364.1.p1, NM_001137817.1.p1
OG0000146	NM_101553.3.p1, NM_100520.4.p1	NM_001154859.2.p1
OG0000146	NM_117996.6.p1, NM_123942.2.p1	NM_001369294.1.p1, NM_001139367.1.p1
OG0000147	NM_128672.2.p1	XM_023302446.1.p1, XM_008679278.3.p1
OG0000147	NM_100583.2.p1	XM_008658883.3.p1
OG0000148	NM_179180.3.p1, NM_119870.2.p1, NM_001085037.2.p1, NM_001204013.1.p1, NM_119869.2.p1, NM_119868.3.p1	XM_008672025.3.p1
OG0000148	NM_128213.4.p1	XM_008666305.3.p1, NM_001147354.1.p1
OG0000149	NM_100448.4.p1, NM_001197986.1.p1, NM_102256.3.p1, NM_129944.3.p1, NM_201953.2.p1	XM_020548528.1.p1, XM_008672103.3.p1, NM_001157079.2.p1, NM_001152387.1.p1, XM_008672102.2.p1
OG0000150	NM_101311.6.p1, NM_126310.3.p1	NM_001150813.2.p1, XM_020549629.2.p1, XM_008679820.4.p1, XM_008679822.4.p1, XM_008679818.3.p1, XM_008679824.3.p1, XM_008679817.3.p1
OG0000150	NM_118599.2.p1, NM_125939.3.p1	NM_001158416.2.p1, XM_023301678.2.p1
OG0000151	NM_202441.3.p1, NM_001084370.2.p1	XM_020543652.3.p1, XM_035960364.1.p1, NM_001137717.2.p1, NM_001367192.1.p1, NM_001155771.2.p1
OG0000151	NM_001342244.1.p1, NM_119556.3.p1	XM_008656686.4.p1, NM_001137396.1.p1
OG0000151	NM_001345807.1.p1, NM_001203118.1.p1, NM_114910.3.p1	XM_008679025.4.p1, NM_001156185.1.p1, NM_001137410.1.p1, XM_035967665.1.p1
OG0000151	NM_120165.2.p1	XM_035964216.1.p1, NM_001143024.1.p1
OG0000152	NM_001126001.2.p1, NM_125545.4.p1	NM_001147532.1.p1, NM_001353192.1.p1, XM_008661722.4.p1, XM_035967355.1.p1, XM_008678970.4.p1
OG0000152	NM_118268.4.p1, NM_100998.4.p1, NM_122233.4.p1, NM_112884.1.p1, NM_103915.2.p1	XM_008672401.2.p1, XM_008677153.2.p1, NM_001154119.2.p1, NM_001152462.1.p1, NM_001112211.2.p1
OG0000153	NM_180791.3.p1, NM_203146.4.p1, NM_123693.6.p1	XM_008682670.2.p1, NM_001358761.1.p1, NM_001136780.1.p1, NM_001138620.1.p1, NM_001156062.2.p1, XM_008645495.3.p1, NM_001365656.1.p1, XM_008645497.4.p1, XM_035967941.1.p1, XM_008645221.4.p1, XM_035967938.1.p1, XM_008645218.4.p1, XM_035967028.1.p1, XM_008679336.4.p1
OG0000156	NM_203086.3.p1, NM_122013.4.p1, NM_001036832.1.p1	XM_008674701.4.p1, XM_008674702.2.p1, NM_001156563.2.p1, NM_001310835.1.p1
OG0000156	NM_104148.5.p1, NM_001338180.1.p1, NM_001202974.1.p1, NM_112435.3.p1, NM_103674.1.p1, NM_179468.2.p1	XM_008657877.2.p1, XM_008657876.2.p1, XM_008657874.3.p1, XM_020542565.1.p1, XM_008677267.4.p1
OG0000158	NM_123700.1.p1, NM_001339687.1.p1, NM_129452.4.p1, NM_128843.4.p1, NM_123701.4.p1, NM_123703.3.p1, NM_123702.1.p1	NM_001196972.2.p1, NM_001139212.1.p1, NM_001111799.2.p1, NM_001112346.2.p1, NM_001157730.2.p1, NM_001112347.2.p1
OG0000160	NM_001203786.1.p1, NM_113378.2.p1, NM_124267.3.p1, NM_001337685.1.p1, NM_111581.3.p1, NM_001203791.1.p1, NM_117445.3.p1, NM_113328.3.p1, NM_100348.4.p1	NM_001148117.1.p1, NM_001154081.2.p1
OG0000162	NM_001341952.1.p1, NM_119032.5.p1, NM_119030.4.p1, NM_001084996.2.p1	XR_004857583.1.p1, XM_008678988.4.p1, XM_008678986.3.p1, XR_564979.3.p1, XR_004857576.1.p1, XR_564978.3.p1, XR_564976.3.p1, XM_008678987.3.p1, XR_002268615.3.p1, XR_004857573.1.p1, XR_004857574.1.p1, XR_004857575.1.p1, XR_004857586.1.p1, XR_002268616.3.p1, XR_004857585.1.p1, XR_004856950.1.p1, XR_004856951.1.p1, NM_001157990.2.p1, XR_004856949.1.p1, XR_002267861.3.p1
OG0000163	NM_124138.2.p1, NM_117534.3.p1	XM_008672332.3.p1, NM_001154255.3.p1, XM_008680022.4.p1
OG0000163	NM_179946.4.p1, NM_201888.3.p1, NM_001339611.1.p1, NM_115194.3.p1, NM_001339608.1.p1, NM_001339609.1.p1	NM_001147861.1.p1, XM_035959845.1.p1, XM_020539194.1.p1, XM_020539192.2.p1, XM_020539190.2.p1, XM_020539189.3.p1, NM_001291585.1.p1
OG0000164	NM_121748.4.p1	NM_001112062.1.p1, NM_001319752.1.p1
OG0000164	NM_001336002.1.p1, NM_119393.3.p1	NM_001305863.1.p1, NM_001111484.1.p1, NM_001112104.1.p1
OG0000164	NM_120599.4.p1	NM_001111485.2.p1, NM_001112151.2.p1, NM_001111489.2.p1
OG0000165	NM_104490.5.p1, NM_001333763.1.p1, NM_001333764.1.p1, NM_104491.2.p1, NM_104492.4.p1, NM_104493.4.p1, NM_001198318.1.p1	XM_008665372.4.p1, XM_020545572.3.p1, XM_008665376.4.p1, XM_035965173.1.p1, XM_020547945.2.p1, XM_020547943.2.p1, XM_008665377.2.p1, XM_008664509.3.p1
OG0000166	NM_001336689.1.p1, NM_129368.3.p1, NM_120202.5.p1	NM_001370703.1.p1
OG0000166	NM_127675.3.p1	NM_001111647.2.p1
OG0000166	NM_106418.4.p1	NM_001346984.1.p1
OG0000167	NM_113182.2.p1	NM_001153244.1.p1, XR_004857539.1.p1, XR_004857540.1.p1, XR_004857537.1.p1
OG0000167	NM_115050.2.p1	NM_001153064.1.p1, XM_008675440.4.p1, XM_008675461.4.p1, XM_035966504.1.p1, NR_158970.1.p1, XM_008675444.4.p1, NM_001366422.1.p1
OG0000168	NM_001336641.1.p1, NM_129274.4.p1, NM_115202.3.p1, NM_125459.4.p1, NM_001336755.1.p1, NM_129458.3.p1, NM_115339.3.p1	NM_001112168.1.p1, NM_001111554.2.p1, NM_001111556.1.p1, NM_001111555.1.p1, NM_001111557.1.p1, XM_008671841.2.p1
OG0000170	NM_114247.4.p1, NM_001339105.1.p1, NM_001339106.1.p1	XM_035965908.1.p1, NM_001157363.1.p1
OG0000170	NM_001343292.1.p1, NM_180705.3.p1, NM_121377.5.p1	NM_001349474.1.p1, NM_001362537.1.p1, XM_008678228.4.p1, NM_001137208.1.p1, XM_020547362.3.p1, XM_008668857.4.p1, XM_035964789.1.p1, XM_035964790.1.p1
OG0000172	NM_102088.3.p1, NM_102089.5.p1, NM_001036001.1.p1, NM_102086.3.p1, NM_202156.2.p1, NM_102085.3.p1	NM_001174978.1.p1, NM_001153878.2.p1, NM_001158557.2.p1, NM_001154619.2.p1
OG0000173	NM_100497.3.p1, NM_179831.2.p1, NM_113225.3.p1	XM_035961220.1.p1, NM_001137343.1.p1, XM_008655495.4.p1, NM_001176924.1.p1
OG0000176	NM_116327.5.p1, NM_001340292.1.p1	XM_008681810.4.p1, XM_008678925.4.p1, XM_008678926.4.p1, XM_008678924.4.p1, XM_035964302.1.p1, XM_008666827.4.p1
OG0000176	NM_001084652.2.p1, NM_001202909.1.p1, NM_111640.2.p1, NM_104911.3.p1, NM_001332012.1.p1, NM_101067.6.p1	XR_004851293.1.p1, XR_004851299.1.p1, XR_004851298.1.p1, NM_001371038.1.p1
OG0000177	NM_147836.5.p1, NM_001342796.1.p1, NM_122103.4.p1, NM_001343691.1.p1	XM_008646281.4.p1, NM_001346595.1.p1, XM_035960811.1.p1, NM_001111443.2.p1, XR_002267844.3.p1, XM_023301880.2.p1
OG0000178	NM_116189.4.p1, NM_001340194.1.p1, NM_001202725.1.p1, NM_128761.4.p1, NM_001336366.1.p1, NM_001331550.1.p1, NM_100426.5.p1	XM_020546990.3.p1, XM_020546992.3.p1, XM_008646216.3.p1, XR_552545.3.p1, XR_004849334.1.p1, NR_159663.1.p1, XR_002262178.2.p1, XR_561296.4.p1, XM_035962290.1.p1, XM_035962293.1.p1, XM_035962291.1.p1, XM_008645179.4.p1, XM_008645178.4.p1
OG0000179	NM_128995.3.p1, NM_102731.3.p1, NM_102732.3.p1, NM_102733.3.p1, NR_140385.1.p1	NM_001148812.1.p1, NM_001154167.2.p1, NM_001112075.2.p1, NM_001111957.2.p1
OG0000179	NM_001338904.1.p1, NM_126537.4.p1, NM_126540.4.p1, NM_001335269.1.p1	XM_008666820.3.p1
OG0000180	NM_179920.2.p1, NM_102884.2.p1, NM_128363.3.p1, NM_128360.2.p1, NM_128382.2.p1, NM_001336150.1.p1, NM_128362.1.p1, NM_105157.2.p1, NM_122858.3.p1	XM_008657458.3.p1
OG0000185	NM_001339062.1.p1	XM_008679748.3.p1, XM_008681639.3.p1
OG0000185	NM_101421.3.p1, NM_001332173.1.p1	XM_008654356.4.p1, XM_008658419.2.p1, XM_008677257.4.p1, NM_001321753.2.p1, XM_008658418.3.p1
OG0000186	NM_125336.2.p1, NM_001339268.1.p1, NM_114527.2.p1, NM_001084782.1.p1, NM_001336196.1.p1, NM_128463.5.p1, NM_100627.5.p1, NM_129321.2.p1	NM_001359518.1.p1, XM_035962307.1.p1, XM_020540195.3.p1, XM_008658334.3.p1, XM_008667465.4.p1
OG0000187	NM_179526.4.p1, NM_001334326.1.p1, NM_001334325.1.p1, NM_180487.4.p1, NM_203051.3.p1, NM_001337352.1.p1, NM_111031.4.p1	NM_001152515.1.p1, NM_001152740.1.p1
OG0000188	NM_202202.2.p1, NM_102626.4.p1, NM_202201.1.p1, NM_102625.4.p1, NM_102627.3.p1, NM_102894.4.p1, NM_102628.4.p1, NM_202203.2.p1, NM_102629.2.p1, NM_128295.5.p1, NM_102634.3.p1, NM_102633.3.p1, NM_102631.3.p1, NM_102632.3.p1	XM_035966448.1.p1, XM_008677051.4.p1, XM_035965855.1.p1, NM_001137502.1.p1, NM_001147465.1.p1, XM_035961459.1.p1
OG0000189	NM_127224.6.p1, NM_119665.3.p1, NM_120023.3.p1	XM_008666378.4.p1, NM_001112539.2.p1, XM_008655352.4.p1, XM_035961213.1.p1, XM_035964451.1.p1
OG0000189	NM_179418.2.p1, NM_117014.3.p1	NM_001357583.1.p1, XM_008658794.4.p1, NM_001138384.1.p1, NM_001152681.1.p1, NM_001112567.1.p1, XM_008677461.2.p1, NM_001111622.1.p1, XM_023301942.2.p1, NM_001112467.1.p1
OG0000191	NM_001125413.2.p1, NM_001340130.1.p1, NM_116050.4.p1, NM_180403.2.p1, NM_001036472.2.p1, NM_130224.8.p1, NM_118538.4.p1	XM_020553197.3.p1, NM_001149322.1.p1, XM_008683381.4.p1, NM_001371980.1.p1, NM_001365168.1.p1, XM_020547765.2.p1, NM_001369857.1.p1
OG0000192	NM_001340647.1.p1, NM_001340646.1.p1, NM_001340645.1.p1, NM_179020.5.p1, NM_001084895.1.p1	NM_001349557.1.p1
OG0000192	NM_129844.5.p1, NM_001203201.2.p1, NM_001084842.1.p1, NM_001339937.1.p1, NM_115740.3.p1, NM_001339938.1.p1	NM_001111851.2.p1, XM_008675351.3.p1, XM_008655983.4.p1
OG0000193	NM_129948.2.p1, NM_001340004.1.p1, NM_129949.2.p1, NM_129950.2.p1, NM_001337063.1.p1, NM_100446.2.p1, NM_100445.2.p1, NM_129951.2.p1	NM_001147732.1.p1
OG0000194	NM_104676.5.p1, NM_100918.3.p1, NM_105665.3.p1	XR_564924.3.p1, NM_001147550.1.p1, NM_001137326.1.p1, XR_002748518.2.p1, XR_002748519.2.p1, XR_002748517.2.p1, NM_001352563.1.p1, XR_004849926.1.p1, XR_004849927.1.p1, XR_004849928.1.p1, NM_001147218.1.p1
OG0000194	NM_201943.2.p1	NM_001136624.2.p1, NM_001155740.1.p1, NM_001156718.2.p1, NM_001155214.1.p1, XM_035968017.1.p1, NM_001174183.1.p1
OG0000194	NM_202321.2.p1	XR_002748520.2.p1, XR_002748521.2.p1, XR_004849930.1.p1, XR_004849929.1.p1, XR_002748522.2.p1
OG0000195	NM_111584.3.p1	XM_008664412.3.p1, XM_035959036.1.p1, XM_023300126.1.p1, XM_008646799.4.p1, XM_008646803.3.p1, XM_008646805.3.p1, XM_008646806.3.p1, NM_001359620.1.p1
OG0000196	NM_119887.3.p1, NM_127932.3.p1, NM_126056.4.p1, NM_114940.3.p1	NM_001152131.2.p1, NM_001149081.1.p1, NM_001149325.1.p1
OG0000196	NM_106310.4.p1, NM_101954.5.p1	NM_001159105.2.p1, XM_020541020.3.p1, NM_001157891.2.p2, NM_001159132.2.p1, XM_008647221.3.p1
OG0000197	NM_001343607.1.p1, NM_121953.3.p1, NM_001343608.1.p1, NM_001036830.3.p1, NM_121261.3.p1	NM_001138709.1.p1, XM_008658693.3.p1, XR_004853062.1.p1, NR_159681.1.p1, XM_008658828.3.p1, XR_004853056.1.p1, XR_004853058.1.p1, NR_158595.1.p1
OG0000198	NM_116051.4.p1, NM_001337205.1.p1, NM_201973.6.p1, NM_130226.6.p1	NM_001138012.1.p1, NM_001320829.1.p1, NM_001348686.2.p1
OG0000198	NM_001161301.1.p1, NM_001344976.1.p1, NM_001344974.1.p1, NM_001344975.1.p1, NM_001161302.1.p1, NM_180843.3.p1, NM_001341746.1.p1, NM_001341748.1.p1, NM_001341745.1.p1, NM_001084978.3.p1, NM_001341747.1.p1, NM_118682.4.p1, NM_001203908.1.p1	XM_035966677.1.p1, XM_035966676.1.p1, XM_008678378.4.p1, XM_035966675.1.p1, XM_020551300.2.p1, NM_001138923.1.p1, XM_023302499.2.p1, NM_001154226.2.p1
OG0000200	NM_111076.1.p1	NM_001138430.2.p1, XM_008680204.2.p1
OG0000201	NM_115175.2.p1, NM_129230.3.p1, NM_129232.4.p1, NM_129233.2.p1, NM_129231.3.p1, NR_140733.1.p1, NR_140732.1.p1, NR_140734.1.p1, NM_129235.4.p1, NM_115176.3.p1	XM_008675414.3.p1
OG0000204	NM_125302.5.p1, NM_125299.3.p1, NM_001203639.1.p1, NM_001345336.1.p1, NM_125272.2.p1, NM_001345324.1.p1, NM_001345326.1.p1, NM_001345325.1.p1, NM_125274.3.p1, NM_125300.3.p1, NM_114552.3.p1, NM_114551.2.p1, NM_001340989.1.p1, NM_125309.1.p1	XM_020541680.1.p1, XM_035961219.1.p1, XM_008655431.1.p1, XM_020541475.2.p1
OG0000205	NM_124024.2.p1, NM_001341257.1.p1	XM_020550506.3.p1, XM_020542518.3.p1, XM_008658553.4.p1, XM_008658554.4.p1, XR_002750337.2.p1, XM_008677311.4.p1, XM_008671883.4.p1, XM_008657780.3.p1, XM_008657779.3.p1
OG0000205	NM_001340142.1.p1, NM_130268.4.p1, NM_116413.2.p1, NM_001340338.1.p1, NM_116412.2.p1, NM_100134.4.p1, NM_001331344.1.p1, NM_100133.3.p1	XM_020541913.3.p1, XM_008675734.3.p1, XM_020550205.2.p1
OG0000206	NM_126990.3.p1, NM_001335416.1.p1, NM_119955.3.p1, NM_001342462.1.p1, NM_001342464.1.p1, NM_001342463.1.p1, NM_115583.6.p1, NM_001339846.1.p1	XM_020552601.3.p1, XM_020552600.3.p1, NM_001111456.2.p1, XM_008671096.4.p1, XM_008671095.4.p1, XM_020546680.2.p1, XM_020552569.3.p1
OG0000207	NM_001340363.1.p1, NM_001340364.1.p1, NM_116444.4.p1, NM_001340362.1.p1, NM_001340365.1.p1	XM_008674561.3.p1, XM_008674562.3.p1
OG0000207	NM_112102.3.p1, NM_102819.4.p1, NM_129042.1.p1, NM_001341420.1.p1, NM_001341423.1.p1, NM_001341421.1.p1	NM_001158544.2.p1, XM_008677278.4.p1, XM_008677277.4.p1, XM_020542181.3.p1, NM_001175585.1.p1, XM_035961532.1.p1, NM_001359436.1.p1, XM_008649216.3.p1, XM_008673951.2.p1, XM_035965658.1.p1, XM_008656705.3.p1, NM_001154629.2.p1, XM_020549492.3.p1, NM_001349873.1.p1
