Orthogroup	Arabidopsis_thaliana_rna_prot	Brassica_oleracea_rna_prot
OG0000048	NM_122557.3.p1	XM_013757544.1.p1, XM_013743916.1.p1, XM_013743915.1.p1
OG0000048	NM_128652.4.p1	XM_013782018.1.p1
OG0000048	NM_202042.3.p1, NM_100519.3.p1	XM_013780891.1.p1
OG0000048	NM_117987.4.p1	XM_013737617.1.p1, XM_013774731.1.p1, XM_013741608.1.p1
OG0000048	NM_121468.4.p1	XM_013766822.1.p1
OG0000048	NM_116297.4.p1	XM_013757629.1.p1, XM_013757630.1.p1, XM_013772818.1.p1
OG0000048	NM_104580.5.p1, NM_001333809.1.p1, NM_001331858.1.p1, NM_202072.2.p1, NM_001084030.2.p1, NM_100858.5.p1, NM_001331859.1.p1	XM_013744381.1.p1, XM_013732228.1.p1, XM_013732231.1.p1
OG0000049	NR_143695.1.p1, NR_143694.1.p1, NR_143696.1.p1	XM_013767706.1.p1, XM_013780745.1.p1
OG0000050	NM_001084441.2.p1, NM_127334.4.p1, NM_119762.4.p1	XM_013773548.1.p1, XM_013757348.1.p1, XM_013757350.1.p1, XM_013742580.1.p1, XM_013728957.1.p1, XM_013729007.1.p1, XM_013748971.1.p1, XM_013738688.1.p1
OG0000050	NM_001203987.1.p1	XM_013755913.1.p1, XM_013743886.1.p1, XM_013767017.1.p1, XM_013743885.1.p1, XM_013768897.1.p1
OG0000050	NM_106234.3.p1	XM_013742948.1.p1, XM_013746569.1.p1
OG0000050	NM_125682.5.p1	XR_001267925.1.p1, XM_013770013.1.p1, XM_013762884.1.p1
OG0000050	NM_119039.3.p1	XM_013741252.1.p1
OG0000050	NM_130033.3.p1	XM_013780017.1.p1
OG0000050	NM_123965.2.p1	XM_013743381.1.p1, XM_013743382.1.p1, XM_013761136.1.p1
OG0000051	NM_129773.1.p1, NM_001336956.1.p1, NM_001336954.1.p1, NM_001336953.1.p1, NM_129772.1.p1	XM_013776047.1.p1
OG0000051	NM_112046.4.p1	XM_013732031.1.p1
OG0000051	NM_103814.4.p1, NM_001338358.1.p1, NM_112764.4.p1, NM_001338359.1.p1	XM_013753106.1.p1, XM_013731371.1.p1, XM_013773747.1.p1
OG0000051	NM_001336664.1.p1	XM_013781381.1.p1
OG0000051	NM_001085300.1.p1, NM_125328.4.p1, NM_001339262.1.p1, NM_114519.3.p1	XM_013767865.1.p1
OG0000051	NM_121018.4.p1	XM_013773914.1.p1, XM_013756368.1.p1, XM_013765231.1.p1
OG0000052	NM_120688.3.p1	XM_013753067.1.p1, XM_013756290.1.p1, XM_013765965.1.p1
OG0000052	NM_128482.4.p1	XM_013778969.1.p1
OG0000052	NM_128486.3.p1, NM_001336207.1.p1, NM_128484.3.p1, NM_001202702.1.p1, NM_128485.4.p1	XM_013776654.1.p1, XM_013776161.1.p1, XM_013758731.1.p1, XM_013758730.1.p1, XM_013769768.1.p1
OG0000052	NM_128619.2.p1	XM_013778255.1.p1, XM_013777196.1.p1, XM_013778908.1.p1, XM_013778707.1.p1
OG0000052	NM_128487.3.p1	XM_013778117.1.p1
OG0000052	NM_100618.5.p1	XM_013753450.1.p1, XM_013763846.1.p1, XM_013782762.1.p1
OG0000052	NM_100619.3.p1	XM_013747500.1.p1, XM_013745224.1.p1, XM_013744403.1.p1
OG0000052	NM_179801.3.p1	XM_013767795.1.p1
OG0000053	NM_101974.3.p1	XM_013737792.1.p1
OG0000053	NM_101979.4.p1	XM_013782555.1.p1, XM_013731594.1.p1, XR_001270118.1.p1, XM_013783503.1.p1
OG0000053	NM_113445.2.p1	XM_013740709.1.p1
OG0000054	NM_001339053.1.p1	XM_013739603.1.p1
OG0000054	NM_117158.4.p1, NM_001340691.1.p1, NM_001340690.1.p1	XM_013777412.1.p1, XM_013761987.1.p1, XM_013733730.1.p1, XM_013745722.1.p1, XM_013739045.1.p1, XM_013739179.1.p1, XM_013784112.1.p1, XM_013768709.1.p1, XM_013739232.1.p1, XM_013777092.1.p1, XM_013745768.1.p1, XM_013768432.1.p1, XM_013777076.1.p1, XM_013771785.1.p1, XM_013758192.1.p1, XM_013735215.1.p1, XM_013735213.1.p1, XM_013735970.1.p1, XM_013753905.1.p1, XM_013733682.1.p1, XM_013783835.1.p1
OG0000055	NM_001343099.1.p1, NM_121068.4.p1	XM_013750679.1.p1
OG0000055	NM_179711.2.p1, NM_001335855.1.p1	XM_013771866.1.p1
OG0000055	NM_119878.5.p1	XM_013749006.1.p1, XM_013738635.1.p1
OG0000055	NM_127926.3.p1	XM_013779213.1.p1
OG0000055	NM_001335856.1.p1, NM_001335857.1.p1, NM_127923.2.p1	XM_013744061.1.p1
OG0000055	NM_114904.4.p1	XM_013739971.1.p1
OG0000056	NR_142515.1.p1	XM_013767284.1.p1
OG0000056	NM_120233.2.p1	XM_013751485.1.p1, XM_013764899.1.p1
OG0000056	NM_120234.4.p1	XM_013772842.1.p1, XM_013768282.1.p1
OG0000056	NM_001337784.1.p1	XM_013761470.1.p1
OG0000056	NM_116475.2.p1, NM_116474.4.p1	XM_013771700.1.p1, XM_013764035.1.p1
OG0000056	NM_129327.4.p1	XM_013764590.1.p1, XM_013781119.1.p1, XM_013774962.1.p1
OG0000056	NM_115241.3.p1	XM_013744054.1.p1
OG0000056	NM_001339208.1.p1	XM_013768244.1.p1
OG0000057	NM_001335933.1.p1	XM_013750168.1.p1
OG0000057	NM_127453.4.p1	XM_013742387.1.p1, XM_013755962.1.p1, XM_013768132.1.p1
OG0000057	NM_001335617.1.p1, NM_001335616.1.p1	XM_013769486.1.p1, XM_013761292.1.p1
OG0000057	NM_001203941.2.p1, NM_119165.4.p1	XM_013738567.1.p1, XM_013738566.1.p1, XM_013738240.1.p1, XM_013738241.1.p1, XM_013740853.1.p1
OG0000057	NM_125118.3.p1	XM_013765140.1.p1
OG0000057	NM_114131.3.p1	XM_013767437.1.p1
OG0000057	NM_126721.3.p1	XM_013767731.1.p1
OG0000057	NM_001334999.1.p1, NM_001335000.1.p1	XM_013733235.1.p1
OG0000057	NM_101587.2.p1	XM_013747675.1.p1
OG0000057	NM_114664.4.p1, NM_125662.4.p1	XM_013764929.1.p1
OG0000057	NM_001340040.1.p1	XM_013778987.1.p1, XM_013750093.1.p1
OG0000058	NM_115876.5.p1	XM_013736107.1.p1, XM_013779210.1.p1, XM_013779209.1.p1, XM_013744321.1.p1
OG0000058	NM_130008.3.p1	XM_013754217.1.p1, XM_013780545.1.p1, XM_013775826.1.p1
OG0000058	NM_179734.1.p1, NM_123831.2.p1, NM_123591.2.p1	XM_013775725.1.p1, XM_013780547.1.p1
OG0000060	NM_129849.5.p1	XM_013767935.1.p1
OG0000060	NM_001336999.1.p1	XM_013778077.1.p1, XM_013778076.1.p1
OG0000060	NM_104229.4.p1	XM_013758044.1.p1, XM_013737144.1.p1
OG0000060	NM_112333.3.p1	XM_013754852.1.p1, XM_013754859.1.p1, XM_013731790.1.p1
OG0000060	NM_121906.4.p1	XM_013773682.1.p1, XM_013757118.1.p1
OG0000060	NM_001338321.1.p1, NM_202602.2.p1, NM_001338319.1.p1, NM_001338320.1.p1	XM_013731951.1.p1
OG0000060	NM_106026.3.p1	XM_013734294.1.p1
OG0000060	NM_179354.3.p1, NM_001198098.1.p1	XM_013783470.1.p1, XM_013746054.1.p1, XM_013747874.1.p1
OG0000060	NM_126206.4.p1	XM_013759096.1.p1, XM_013765633.1.p1
OG0000061	NM_126131.4.p1	XM_013741390.1.p1, XM_013743117.1.p1, XM_013776767.1.p1, XM_013741730.1.p1
OG0000061	NM_119895.4.p1	XM_013745714.1.p1
OG0000061	NM_119903.4.p1	XM_013766609.1.p1, XM_013771746.1.p1
OG0000061	NM_001125659.1.p1, NM_119904.2.p1	XM_013734519.1.p1, XM_013759036.1.p1
OG0000061	NM_125104.3.p1	XM_013763252.1.p1, XM_013770966.1.p1, XM_013751974.1.p1
OG0000061	NM_119906.3.p1	XM_013764337.1.p1, XM_013762388.1.p1
OG0000061	NM_119900.3.p1	XM_013743415.1.p1
OG0000061	NM_119898.4.p1, NM_119899.1.p1, NM_105325.3.p1, NM_001124086.1.p1	XM_013750133.1.p1
OG0000061	NM_113795.2.p1	XM_013742784.1.p1, XM_013762661.1.p1, XM_013754227.1.p1, XM_013762662.1.p1
OG0000061	NM_119896.4.p1	XM_013738487.1.p1
OG0000061	NM_119897.3.p1	XM_013734733.1.p1, XM_013743998.1.p1
OG0000061	NM_123013.4.p1, NM_001344133.1.p1	XM_013737155.1.p1
OG0000062	NM_001334373.1.p1, NM_001334375.1.p1, NM_001334374.1.p1	XM_013736215.1.p1, XM_013736046.1.p1
OG0000062	NM_102380.4.p1	XM_013731921.1.p1
OG0000062	NM_123217.3.p1	XM_013781503.1.p1
OG0000062	NM_105714.4.p1	XM_013760818.1.p1, XM_013736931.1.p1
OG0000062	NM_102203.3.p1	XM_013731454.1.p1, XM_013745084.1.p1
OG0000062	NM_104108.4.p1	XM_013766506.1.p1
OG0000062	NM_001333532.1.p1	XM_013758377.1.p1
OG0000062	NM_113366.3.p1	XM_013742806.1.p1
OG0000062	NM_001335595.1.p1, NM_001335596.1.p1	XM_013754369.1.p1, XM_013740723.1.p1
OG0000062	NM_103818.2.p1	XM_013735268.1.p1
OG0000062	NM_112767.2.p1	XM_013782481.1.p1, XM_013760150.1.p1, XM_013771114.1.p1
OG0000062	NM_001342284.1.p1	XM_013771384.1.p1, XM_013732424.1.p1
OG0000063	NM_106502.3.p1, NM_001334831.1.p1	XM_013737134.1.p1
OG0000063	NM_101561.3.p1	XR_001260807.1.p1, XM_013729877.1.p1, XM_013748793.1.p1, XM_013748794.1.p1, XM_013748792.1.p1, XM_013748796.1.p1, XM_013748795.1.p1
OG0000063	NM_101562.4.p1	XM_013747422.1.p1
OG0000063	NM_118663.3.p1, NM_001341727.1.p1, NM_202885.2.p1, NM_118662.4.p1	XM_013744087.1.p1
OG0000064	NM_126167.1.p1	XM_013776948.1.p1, XM_013752295.1.p1, XM_013761586.1.p1, XM_013739520.1.p1, XM_013768452.1.p1, XM_013778254.1.p1, XM_013752965.1.p1, XM_013733412.1.p1, XM_013762430.1.p1, XM_013769038.1.p1, XM_013744995.1.p1, XM_013739087.1.p1, XM_013733900.1.p1, XM_013781071.1.p1, XM_013752346.1.p1
OG0000065	NM_116450.2.p1, NM_148192.3.p1, NM_117037.1.p1	XM_013755533.1.p1
OG0000065	NM_114257.2.p1, NM_105582.2.p1, NM_105191.4.p1	XM_013755531.1.p1, XM_013755532.1.p1
OG0000065	NM_127523.4.p1	XM_013777977.1.p1, XM_013740669.1.p1, XM_013738862.1.p1
OG0000065	NM_001335641.1.p1, NM_123121.1.p1, NM_126498.3.p1	XM_013750895.1.p1
OG0000065	NM_125386.2.p1, NM_001345376.1.p1, NM_125387.2.p1, NM_125385.2.p1, NM_116365.4.p1	XM_013764015.1.p1, XM_013768382.1.p1, XM_013731705.1.p1, XM_013772548.1.p1, XM_013729165.1.p1, XM_013728865.1.p1
OG0000065	NM_202828.2.p1, NM_001341081.1.p1, NM_001125505.2.p1	XM_013733249.1.p1
OG0000065	NM_129884.4.p1	XM_013728486.1.p1, XM_013733669.1.p1
OG0000065	NM_123396.2.p1	XM_013777707.1.p1
OG0000065	NM_104866.2.p1	XM_013763248.1.p1, XM_013752162.1.p1, XM_013772533.1.p1
OG0000066	NM_122010.3.p1, NM_001343635.1.p1	XM_013765211.1.p1, XM_013765212.1.p1, XM_013774827.1.p1
OG0000066	NM_001203961.1.p1, NM_119396.2.p1, NM_202931.2.p1	XM_013773004.1.p1, XR_001268657.1.p1, XM_013773005.1.p1, XR_001268659.1.p1, XR_001268661.1.p1, XR_001268660.1.p1, XR_001263730.1.p1, XR_001263737.1.p1, XR_001263736.1.p1, XR_001263729.1.p1, XR_001263739.1.p1, XR_001263715.1.p1, XR_001263726.1.p1, XM_013747429.1.p1, XM_013747437.1.p1, XR_001263710.1.p1, XR_001263740.1.p1, XM_013747475.1.p1
OG0000066	NM_128117.4.p1	XM_013746294.1.p1
OG0000067	NM_122972.1.p1, NM_001339649.1.p1	XM_013750623.1.p1, XM_013750620.1.p1
OG0000067	NM_001338351.1.p1, NM_112753.2.p1	XM_013728982.1.p1
OG0000067	NM_120555.3.p1	XM_013768295.1.p1
OG0000067	NM_001342784.1.p1, NM_001342785.1.p1, NM_120550.4.p1, NM_001342789.1.p1, NM_120552.2.p1	XM_013770582.1.p1
OG0000070	NM_113070.3.p1	XM_013728741.1.p1, XM_013729378.1.p1
OG0000070	NM_113074.2.p1	XM_013767488.1.p1
OG0000070	NM_113075.3.p1	XM_013765438.1.p1
OG0000070	NM_113073.3.p1	XM_013728373.1.p1
OG0000070	NM_001341023.1.p1, NM_001341024.1.p1	XM_013758871.1.p1, XM_013758868.1.p1
OG0000070	NM_117614.3.p1, NM_001341025.1.p1	XM_013748275.1.p1
OG0000070	NR_141603.1.p1, NR_141604.1.p1, NR_141602.1.p1, NR_141601.1.p1, NR_141605.1.p1	XM_013775740.1.p1, XM_013775048.1.p1, XM_013744096.1.p1, XM_013774666.1.p1, XM_013782389.1.p1
OG0000070	NM_128525.2.p1, NM_128527.4.p1	XM_013781398.1.p1, XM_013774188.1.p1
OG0000070	NM_128528.4.p1, NM_128529.3.p1	XM_013778814.1.p1, XM_013781533.1.p1
OG0000070	NM_100600.4.p1	XM_013747290.1.p1, XM_013730800.1.p1
OG0000070	NM_100599.4.p1	XM_013744062.1.p1
OG0000070	NM_100598.4.p1	XM_013730799.1.p1
OG0000072	NM_001203804.1.p1, NM_001340975.1.p1, NM_117574.4.p1	XM_013744306.1.p1
OG0000072	NM_113145.5.p1	XM_013746445.1.p1
OG0000072	NM_111234.5.p1	XM_013778066.1.p1
OG0000072	NM_129937.4.p1	XM_013780656.1.p1
OG0000072	NM_115838.6.p1, NM_180691.1.p1	XM_013775489.1.p1
OG0000072	NM_203114.2.p1, NM_001344055.1.p1	XM_013751141.1.p1, XM_013751144.1.p1, XM_013751143.1.p1
OG0000072	NM_122685.3.p1, NM_180756.3.p1	XM_013741911.1.p1, XM_013741912.1.p1, XM_013755718.1.p1, XM_013755717.1.p1, XM_013763349.1.p1
OG0000072	NM_001337549.1.p1, NM_111366.4.p1	XM_013730455.1.p1, XM_013767133.1.p1, XM_013767134.1.p1
OG0000074	NM_111431.4.p1, NM_001337590.1.p1	XM_013774985.1.p1, XM_013774986.1.p1, XM_013733692.1.p1, XM_013728548.1.p1
OG0000074	NM_180754.4.p1, NM_001344043.1.p1, NM_122666.4.p1, NM_001344042.1.p1	XM_013760427.1.p1, XM_013742732.1.p1
OG0000074	NM_105077.4.p1	XM_013750702.1.p1
OG0000074	NM_117195.5.p1	XM_013756509.1.p1, XM_013774688.1.p1
OG0000074	NM_180792.3.p1, NM_123704.3.p1	XM_013738473.1.p1
OG0000074	NM_180887.5.p1, NM_125306.2.p1	XM_013759996.1.p1
OG0000074	NM_114549.4.p1	XM_013766799.1.p1, XM_013751174.1.p1
OG0000074	NM_128494.5.p1	XM_013776259.1.p1, XM_013776258.1.p1, XM_013775139.1.p1
OG0000074	NM_129543.3.p1	XM_013775877.1.p1, XM_013767229.1.p1
OG0000075	NM_130120.4.p1, NM_001337144.1.p1	XM_013779618.1.p1, XM_013778447.1.p1
OG0000075	NM_180108.2.p1, NM_180109.3.p1, NM_001337143.1.p1	XM_013779596.1.p1
OG0000075	NM_130119.4.p1	XM_013780536.1.p1, XM_013780539.1.p1, XM_013780540.1.p1
OG0000075	NM_001333058.1.p1, NM_001333059.1.p1, NM_001333061.1.p1, NM_001333060.1.p1, NM_001333062.1.p1, NM_103092.3.p1	XM_013780538.1.p1
OG0000076	NM_103640.3.p1	XM_013746831.1.p1
OG0000076	NM_101777.2.p1	XM_013744878.1.p1, XM_013728903.1.p1
OG0000076	NM_126405.2.p1	XM_013738239.1.p1
OG0000076	NM_114728.5.p1	XM_013766264.1.p1, XM_013731323.1.p1
OG0000076	NM_114729.3.p1	XM_013760091.1.p1
OG0000076	NM_103852.3.p1	XM_013735646.1.p1
OG0000076	NM_103854.3.p1	XM_013733250.1.p1, XM_013784149.1.p1
OG0000076	NM_103853.5.p1	XM_013734682.1.p1
OG0000080	NM_112240.4.p1	XM_013766883.1.p1
OG0000080	NM_179872.3.p1	XM_013777904.1.p1, XM_013766374.1.p1, XM_013775663.1.p1
OG0000080	NM_113304.5.p1	XM_013773680.1.p1
OG0000080	NM_102387.3.p1	XM_013742217.1.p1
OG0000080	NM_001333710.1.p1, NM_001333712.1.p1	XM_013736287.1.p1, XM_013773953.1.p1
OG0000080	NM_112193.4.p1	XM_013773244.1.p1
OG0000080	NM_001037006.4.p1	XM_013775090.1.p1, XM_013756651.1.p1
OG0000080	NM_128359.5.p1	XM_013781301.1.p1
OG0000080	NM_001343571.1.p1	XM_013758202.1.p1
OG0000081	NM_101856.3.p1, NM_106228.3.p1	XM_013736593.1.p1
OG0000081	NM_118207.3.p1	XM_013742559.1.p1, XM_013766466.1.p1, XM_013742910.1.p1
OG0000081	NM_123801.2.p1	XM_013765022.1.p1, XM_013756763.1.p1, XM_013742790.1.p1
OG0000081	NM_121263.4.p1	XM_013755988.1.p1
OG0000081	NM_122291.4.p1	XM_013743003.1.p1
OG0000081	NM_128508.3.p1	XM_013781547.1.p1, XM_013781278.1.p1
OG0000081	NM_125665.4.p1, NM_125664.4.p1	XM_013773838.1.p1, XM_013773946.1.p1, XM_013773633.1.p1
OG0000082	NM_001337251.1.p1, NM_001337250.1.p1, NM_130285.3.p1	XM_013744020.1.p1
OG0000082	NM_116094.4.p1	XM_013781945.1.p1
OG0000082	NM_180644.3.p1, NM_202391.2.p1	XM_013736015.1.p1
OG0000082	NM_001334455.1.p1	XM_013782553.1.p1
OG0000083	NM_115986.4.p1, NM_001203222.1.p1, NM_001340081.1.p1, NM_127980.4.p1	XM_013744153.1.p1
OG0000083	NM_100063.4.p1	XM_013730722.1.p1
OG0000084	NM_001332486.1.p1	XM_013782024.1.p1
OG0000084	NM_120872.1.p1	XM_013774229.1.p1
OG0000086	NM_105156.1.p1	XM_013735859.1.p1, XM_013735858.1.p1, XM_013735313.1.p1
OG0000086	NM_105349.3.p1	XM_013756505.1.p1
OG0000086	NM_126450.3.p1, NM_126451.5.p1, NM_001335216.1.p1	XM_013738715.1.p1
OG0000086	NM_126448.3.p1, NM_126449.5.p1, NM_001335215.1.p1, NM_126444.2.p1, NM_126443.5.p1	XM_013738105.1.p1, XM_013747779.1.p1, XM_013771151.1.p1
OG0000086	NM_105783.3.p1	XM_013743639.1.p1, XM_013743638.1.p1, XM_013734615.1.p1, XM_013737444.1.p1
OG0000086	NM_101385.3.p1, NM_101386.4.p1, NM_101384.2.p1, NM_101383.3.p1, NM_001332152.1.p1, NM_001123821.1.p1, NM_001332153.1.p1	XM_013749656.1.p1, XM_013731165.1.p1
OG0000087	NM_116064.5.p1, NM_001203228.2.p1	XM_013745183.1.p1
OG0000087	NM_001342249.1.p1	XM_013739944.1.p1, XM_013766413.1.p1
OG0000087	NM_118755.4.p1	XM_013771585.1.p1, XM_013771587.1.p1, XM_013738642.1.p1, XM_013738713.1.p1
OG0000087	NM_105468.3.p1	XM_013757625.1.p1, XM_013735477.1.p1
OG0000087	NM_001198158.1.p1, NM_001332662.1.p1, NM_102310.5.p1	XM_013770189.1.p1, XM_013738403.1.p1
OG0000088	NM_001336200.1.p1, NM_001336201.1.p1	XM_013779867.1.p1, XM_013777849.1.p1
OG0000088	NM_001335961.1.p1, NM_001335962.1.p1, NM_128033.2.p1	XM_013758807.1.p1, XM_013777799.1.p1, XM_013758803.1.p1
OG0000088	NM_122592.4.p1	XM_013739711.1.p1
OG0000088	NM_001342107.1.p1, NM_001342106.1.p1	XM_013772794.1.p1
OG0000088	NM_001343161.1.p1, NM_121156.2.p1, NM_001343167.1.p1, NM_001343165.1.p1, NM_001343163.1.p1, NM_001343171.1.p1, NM_001343169.1.p1, NM_001343170.1.p1, NM_001343164.1.p1, NM_001343172.1.p1, NM_001343168.1.p1	XM_013735691.1.p1, XM_013764644.1.p1, XM_013764645.1.p1, XM_013764643.1.p1
OG0000089	NM_101820.4.p1	XM_013747297.1.p1, XM_013728705.1.p1
OG0000089	NM_111981.5.p1	XM_013767825.1.p1, XM_013767824.1.p1
OG0000089	NM_001342768.1.p1, NM_001036754.2.p1, NM_120519.3.p1	XM_013771030.1.p1
OG0000089	NM_001342769.1.p1, NM_001342771.1.p1, NM_001342770.1.p1	XM_013753085.1.p1, XM_013751509.1.p1, XM_013756255.1.p1, XM_013754401.1.p1, XM_013756257.1.p1
OG0000089	NM_126041.1.p1	XM_013739329.1.p1
OG0000089	NM_001335411.1.p1, NM_001335410.1.p1	XM_013748137.1.p1
OG0000089	NM_001338558.1.p1, NM_113091.6.p1, NM_001344225.1.p1, NM_123161.3.p1	XM_013732779.1.p1
OG0000090	NM_121889.3.p1	XM_013753494.1.p1
OG0000090	NM_001337564.1.p1, NM_111387.5.p1	XM_013783798.1.p1
OG0000090	NM_180152.3.p1, NM_001337287.1.p1, NM_130369.4.p1	XM_013743926.1.p1, XM_013738627.1.p1
OG0000090	NM_180633.2.p1, NM_001333669.1.p1, NM_001333668.1.p1, NM_001333667.1.p1, NM_001333670.1.p1, NM_001333666.1.p1, NM_001333671.1.p1, NM_001333673.1.p1, NM_001333672.1.p1	XM_013729403.1.p1
OG0000090	NM_179287.2.p1, NM_100764.4.p1	XM_013746632.1.p1, XM_013749522.1.p1, XM_013728516.1.p1
OG0000091	NM_118760.3.p1	XM_013743457.1.p1
OG0000091	NM_125046.3.p1	XM_013769894.1.p1, XM_013750900.1.p1, XM_013763353.1.p1
OG0000091	NM_119437.3.p1	XM_013754007.1.p1
OG0000091	NM_119066.3.p1	XM_013742818.1.p1, XM_013742809.1.p1
OG0000091	NM_125551.4.p1	XR_001263058.1.p1
OG0000091	NM_124155.3.p1	XM_013742339.1.p1
OG0000091	NM_179694.4.p1	XM_013771685.1.p1, XM_013744275.1.p1
OG0000092	NM_101492.3.p1, NM_001332218.1.p1	XM_013748950.1.p1, XM_013745159.1.p1
OG0000092	NM_106617.4.p1	XM_013733391.1.p1, XM_013733978.1.p1
OG0000092	NM_105641.2.p1	XM_013733202.1.p1
OG0000092	NM_001332211.1.p1	XM_013744696.1.p1
OG0000092	NM_106616.5.p1, NM_179577.1.p1	XM_013761103.1.p1, XM_013761035.1.p1, XM_013737199.1.p1
OG0000092	NM_101478.3.p1	XM_013744697.1.p1
OG0000092	NM_101483.2.p1	XM_013746359.1.p1
OG0000093	NM_001339982.1.p1, NM_115809.2.p1, NM_001339981.1.p1	XM_013733116.1.p1, XM_013733115.1.p1, XM_013733114.1.p1, XM_013746558.1.p1, XM_013746559.1.p1
OG0000093	NM_111628.4.p1	XM_013728442.1.p1
OG0000093	NM_001337023.1.p1, NM_129890.4.p1	XM_013778727.1.p1
OG0000095	NM_105425.5.p1	XM_013736189.1.p1
OG0000095	NM_001345589.1.p1, NM_001345587.1.p1, NM_001345586.1.p1, NM_001203676.2.p1, NM_125732.3.p1, NM_001345588.1.p1	XM_013765509.1.p1
OG0000096	NM_111761.3.p1	XM_013733698.1.p1
OG0000096	NM_128496.2.p1	XM_013776279.1.p1
OG0000097	NM_001333563.1.p1, NM_104160.3.p1	XM_013735303.1.p1
OG0000097	NM_104159.1.p1	XM_013735363.1.p1
OG0000097	NM_102568.2.p1	XM_013729813.1.p1, XM_013728841.1.p1, XM_013762450.1.p1, XM_013736141.1.p1
OG0000097	NM_001340417.1.p1, NM_116541.4.p1	XM_013771158.1.p1, XM_013771256.1.p1, XM_013754060.1.p1, XM_013754759.1.p1
OG0000097	NM_001332174.1.p1, NM_001332176.1.p1	XM_013729715.1.p1
OG0000097	NM_106681.1.p1	XM_013763807.1.p1
OG0000097	NM_104158.2.p1	XM_013734911.1.p1
OG0000097	NM_104157.1.p1	XM_013735555.1.p1
OG0000098	NM_001340740.1.p1, NM_001340741.1.p1, NM_001340739.1.p1	XM_013753722.1.p1, XM_013753723.1.p1, XM_013753724.1.p1, XM_013753721.1.p1
OG0000098	NM_001341569.1.p1, NM_001341568.1.p1	XM_013731500.1.p1, XM_013767992.1.p1, XM_013738675.1.p1
OG0000098	NM_001337146.1.p1, NM_130128.4.p1	XM_013775921.1.p1, XM_013775920.1.p1, XM_013776706.1.p1, XM_013776705.1.p1, XM_013774871.1.p1, XM_013774872.1.p1
OG0000098	NM_001345537.1.p1, NM_001345536.1.p1, NM_001345539.1.p1, NM_001345529.1.p1, NM_180916.1.p1, NM_125610.4.p1, NM_001345528.1.p1	XM_013754610.1.p1, XM_013763095.1.p1, XM_013763096.1.p1
OG0000099	NM_128136.3.p1	XM_013766391.1.p1, XM_013750236.1.p1
OG0000099	NM_112214.5.p1	XM_013772519.1.p1, XM_013731792.1.p1, XM_013755375.1.p1
OG0000099	NM_121824.4.p1, NM_001343538.1.p1	XM_013774755.1.p1, XM_013761378.1.p1, XM_013757354.1.p1
OG0000099	NM_111265.4.p1	XM_013730387.1.p1, XM_013774228.1.p1
OG0000100	NM_128806.2.p1	XM_013735567.1.p1, XM_013759003.1.p1, XM_013774263.1.p1, XM_013761456.1.p1
OG0000100	NM_001161259.1.p1, NM_001036846.2.p1	XM_013768550.1.p1
OG0000100	NM_120047.2.p1	XM_013772657.1.p1
OG0000100	NM_127762.3.p1	XM_013779841.1.p1
OG0000100	NM_103629.1.p1	XM_013745654.1.p1
OG0000100	NM_103628.5.p1	XM_013733447.1.p1
OG0000100	NM_127880.2.p1, NM_103624.1.p1	XM_013768859.1.p1
OG0000100	NM_104724.1.p1	XM_013736984.1.p1
OG0000100	NM_123608.1.p1, NM_102829.2.p1, NM_105383.1.p1, NM_103034.1.p1, NM_103035.1.p1	XM_013777024.1.p1
OG0000100	NM_001339879.1.p1, NM_115619.5.p1, NM_115618.3.p1, NM_115548.2.p1	XM_013749749.1.p1
OG0000100	NM_001333591.1.p1, NM_104216.1.p1	XM_013774248.1.p1, XM_013753037.1.p1
OG0000100	NM_103610.1.p1, NM_103609.1.p1, NM_001198229.1.p1, NM_103608.1.p1	XM_013784230.1.p1, XM_013768573.1.p1
OG0000100	NM_128704.2.p1, NM_001336333.1.p1	XM_013778052.1.p1, XM_013778054.1.p1, XM_013755227.1.p1, XM_013779143.1.p1, XM_013777148.1.p1, XM_013778571.1.p1, XM_013758865.1.p1
OG0000100	NM_125982.2.p1	XM_013779976.1.p1, XM_013779923.1.p1, XM_013780069.1.p1, XM_013778216.1.p1, XM_013778217.1.p1, XM_013779502.1.p1, XM_013780150.1.p1, XM_013729794.1.p1, XM_013779960.1.p1, XM_013779959.1.p1, XM_013779939.1.p1, XM_013780260.1.p1, XM_013729790.1.p1, XM_013772131.1.p1, XM_013759741.1.p1, XM_013777150.1.p1
OG0000100	NM_114805.2.p1	XM_013746121.1.p1, XM_013748631.1.p1
OG0000100	NM_114570.4.p1, NM_114569.1.p1	XM_013769023.1.p1
OG0000101	NM_120328.5.p1	XM_013773140.1.p1, XM_013731227.1.p1
OG0000101	NM_120327.5.p1	XM_013780739.1.p1
OG0000101	NM_001337819.1.p1, NM_001337820.1.p1	XM_013760671.1.p1
OG0000101	NM_112093.3.p1	XM_013755945.1.p1, XM_013773511.1.p1
OG0000101	NM_101471.3.p1	XM_013731096.1.p1, XM_013747729.1.p1
OG0000102	NM_114829.4.p1	XM_013747818.1.p1
OG0000102	NM_001336612.1.p1	XM_013778829.1.p1, XM_013779332.1.p1, XM_013770880.1.p1
OG0000102	NM_119940.5.p1	XM_013734208.1.p1
OG0000102	NM_125143.4.p1	XM_013754973.1.p1, XM_013763849.1.p1, XM_013771690.1.p1
