Orthogroup	Arabidopsis_thaliana_rna_prot	Quercus_robur_rna_prot
OG0000065	NM_116423.4.p1, NM_116424.2.p1, NM_116404.1.p1, NM_116422.3.p1, NM_001340707.1.p1, NM_117210.2.p1, NM_117223.2.p1, NM_117224.2.p1, NM_116451.1.p1, NM_116406.2.p1, NM_116450.2.p1, NM_148192.3.p1, NM_117037.1.p1, NM_114257.2.p1, NM_105582.2.p1, NM_105191.4.p1, NM_127523.4.p1, NM_001335641.1.p1, NM_123121.1.p1, NM_126498.3.p1, NM_114547.2.p1, NM_114548.4.p1, NM_147903.3.p1, NM_001339368.1.p1, NM_114453.3.p1, NM_125386.2.p1, NM_001345376.1.p1, NM_125387.2.p1, NM_125385.2.p1, NM_116365.4.p1, NM_202828.2.p1, NM_001341081.1.p1, NM_001125505.2.p1, NM_113487.1.p1, NM_001124040.1.p1, NM_001036126.3.p1, NM_111580.4.p1, NM_111579.1.p1, NM_123940.3.p1, NM_124784.3.p1, NM_180566.2.p1, NM_001345075.1.p1, NM_124783.1.p1, NM_001345074.1.p1, NM_117585.6.p1, NM_126482.3.p1, NM_123844.2.p1, NM_129884.4.p1, NM_123396.2.p1, NM_104866.2.p1	XM_050418195.1.p1, XM_050418237.1.p1, XM_050421541.1.p1, XM_050421557.1.p1, XM_050421559.1.p1, XM_050421547.1.p1, XM_050421537.1.p1, XM_050429738.1.p1, XM_050418249.1.p1, XM_050418255.1.p1, XM_050429740.1.p1, XM_050429748.1.p1, XM_050429742.1.p1, XM_050429753.1.p1, XM_050396556.1.p1, XM_050418198.1.p1, XM_050429638.1.p1, XM_050429313.1.p1, XM_050421728.1.p1, XM_050421726.1.p1, XM_050399275.1.p1, XM_050399277.1.p1, XM_050424699.1.p1, XM_050421490.1.p1, XM_050421489.1.p1, XR_007653164.1.p1, XR_007653165.1.p1, XM_050417294.1.p1, XM_050418594.1.p1, XM_050404866.1.p1, XM_050404865.1.p1, XM_050404867.1.p1, XM_050404864.1.p1, XM_050404868.1.p1, XM_050421492.1.p1, XM_050421488.1.p1, XM_050418559.1.p1, XM_050389403.1.p1, XM_050389405.1.p1, XM_050389402.1.p1, XM_050389404.1.p1, XM_050418534.1.p1, XM_050431852.1.p1, XM_050417344.1.p1, XM_050416693.1.p1, XM_050421813.1.p1, XM_050416654.1.p1, XM_050416620.1.p1, XM_050416629.1.p1, XM_050421812.1.p1, XM_050388264.1.p1, XR_007651937.1.p1
OG0000066	NM_001203961.1.p1, NM_119396.2.p1, NM_202931.2.p1, NM_128117.4.p1	XM_050412561.1.p1, XM_050412560.1.p1, XM_050412557.1.p1, XM_050412559.1.p1, XM_050412558.1.p1, XM_050412553.1.p1, XM_050412562.1.p1, XR_007651233.1.p1, XM_050412555.1.p1, XR_007651234.1.p1, XM_050412552.1.p1, XM_050415883.1.p1, XM_050415884.1.p1
OG0000067	NM_122972.1.p1, NM_001339649.1.p1	XM_050406035.1.p1, XM_050406036.1.p1, XM_050406041.1.p1, XM_050406030.1.p1, XM_050406020.1.p1, XM_050406018.1.p1, XM_050406017.1.p1, XM_050406021.1.p1, XM_050405987.1.p1, XM_050405989.1.p1, XM_050406557.1.p1, XM_050406558.1.p1, XM_050406559.1.p1, XM_050406560.1.p1, XM_050403771.1.p1, XM_050403763.1.p1, XM_050406561.1.p1, XM_050405004.1.p1, XM_050404998.1.p1, XM_050405000.1.p1, XM_050405005.1.p1
OG0000067	NM_122974.1.p1	XM_050404430.1.p1, XM_050403764.1.p1
OG0000067	NM_001338351.1.p1, NM_112753.2.p1	XM_050385796.1.p1
OG0000067	NM_120555.3.p1, NM_001342784.1.p1, NM_001342785.1.p1, NM_120550.4.p1, NM_001342789.1.p1, NM_120552.2.p1	XM_050425393.1.p1, XM_050425396.1.p1, XM_050425394.1.p1, XM_050425398.1.p1, XM_050425444.1.p1, XM_050424952.1.p1, XM_050425420.1.p1, XM_050425418.1.p1, XM_050425416.1.p1, XM_050425443.1.p1, XM_050425421.1.p1, XM_050425422.1.p1, XM_050425261.1.p1, XM_050425246.1.p1
OG0000070	NM_113070.3.p1, NM_113074.2.p1, NM_113075.3.p1, NM_113073.3.p1, NM_001341023.1.p1, NM_001341024.1.p1, NM_117614.3.p1, NM_001341025.1.p1, NR_141603.1.p1, NR_141604.1.p1, NR_141602.1.p1, NR_141601.1.p1, NR_141605.1.p1	XM_050424064.1.p1, XM_050421482.1.p1, XM_050424063.1.p1
OG0000070	NM_128525.2.p1, NM_128527.4.p1, NM_128528.4.p1, NM_128529.3.p1, NM_100600.4.p1, NM_100599.4.p1, NM_100598.4.p1	XM_050383405.1.p1, XM_050414207.1.p1, XM_050383425.1.p1
OG0000072	NM_001203804.1.p1, NM_001340975.1.p1, NM_117574.4.p1, NM_113145.5.p1	XM_050384601.1.p1
OG0000072	NM_111234.5.p1	XM_050389014.1.p1
OG0000072	NM_129937.4.p1, NM_115838.6.p1, NM_180691.1.p1	XM_050399714.1.p1
OG0000072	NM_001338588.1.p1	XM_050418904.1.p1
OG0000074	NM_111431.4.p1, NM_001337590.1.p1, NM_180754.4.p1, NM_001344043.1.p1, NM_122666.4.p1, NM_001344042.1.p1	XM_050417968.1.p1
OG0000074	NM_105077.4.p1, NM_117195.5.p1	XM_050413193.1.p1, XM_050413192.1.p1
OG0000074	NM_180792.3.p1, NM_123704.3.p1	XM_050383421.1.p1, XM_050383420.1.p1, XM_050383419.1.p1
OG0000074	NM_180887.5.p1, NM_125306.2.p1, NM_114549.4.p1, NM_128494.5.p1	XM_050434408.1.p1
OG0000074	NM_129543.3.p1	XM_050394661.1.p1
OG0000075	NM_180400.1.p1, NM_115968.2.p1, NM_130120.4.p1, NM_001337144.1.p1, NM_130117.2.p1, NM_180108.2.p1, NM_180109.3.p1, NM_001337143.1.p1, NM_130119.4.p1, NM_001333058.1.p1, NM_001333059.1.p1, NM_001333061.1.p1, NM_001333060.1.p1, NM_001333062.1.p1, NM_103092.3.p1	XM_050386021.1.p1, XM_050389213.1.p1, XM_050402814.1.p1, XM_050415568.1.p1, XM_050423264.1.p1, XM_050410146.1.p1, XM_050409444.1.p1, XM_050410884.1.p1, XM_050410882.1.p1, XM_050410192.1.p1, XM_050433139.1.p1, XM_050433136.1.p1, XM_050434617.1.p1, XM_050433140.1.p1, XM_050433138.1.p1, XM_050433142.1.p1, XM_050393895.1.p1, XM_050393894.1.p1, XM_050393897.1.p1, XM_050393893.1.p1, XM_050393884.1.p1, XM_050393885.1.p1
OG0000076	NM_103640.3.p1	XM_050411260.1.p1
OG0000076	NM_101777.2.p1, NM_126405.2.p1, NM_114728.5.p1, NM_114729.3.p1, NM_103852.3.p1, NM_103854.3.p1, NM_103853.5.p1	XM_050405755.1.p1
OG0000080	NM_112240.4.p1	XM_050429630.1.p1, XM_050429629.1.p1
OG0000080	NM_179872.3.p1, NM_113304.5.p1	XM_050383185.1.p1
OG0000080	NM_102387.3.p1	XM_050420033.1.p1, XM_050420034.1.p1
OG0000080	NM_001333710.1.p1, NM_001333712.1.p1, NM_112193.4.p1, NM_001037006.4.p1	XM_050423465.1.p1, XM_050388645.1.p1
OG0000080	NM_128359.5.p1	XM_050430262.1.p1
OG0000080	NM_001343571.1.p1	XM_050406066.1.p1, XM_050406068.1.p1, XM_050406067.1.p1
OG0000081	NM_101856.3.p1, NM_106228.3.p1	XM_050411729.1.p1
OG0000081	NM_121263.4.p1	XM_050389227.1.p1
OG0000081	NM_122291.4.p1	XM_050397319.1.p1
OG0000081	NM_128508.3.p1, NM_125665.4.p1, NM_125664.4.p1	XM_050434069.1.p1
OG0000082	NM_001343355.1.p1	XM_050415248.1.p1, XM_050415249.1.p1, XM_050415251.1.p1, XM_050415252.1.p1
OG0000084	NM_120872.1.p1	XM_050410019.1.p1
OG0000086	NM_126450.3.p1, NM_126451.5.p1, NM_001335216.1.p1, NM_126448.3.p1, NM_126449.5.p1, NM_001335215.1.p1, NM_126444.2.p1, NM_126443.5.p1, NM_126447.1.p1	XM_050413715.1.p1, XM_050413716.1.p1
OG0000086	NM_105783.3.p1	XM_050417478.1.p1, XM_050417534.1.p1
OG0000086	NM_101385.3.p1, NM_101386.4.p1, NM_101384.2.p1, NM_101383.3.p1, NM_001332152.1.p1, NM_001123821.1.p1, NM_001332153.1.p1	XM_050417493.1.p1, XM_050417504.1.p1, XM_050417401.1.p1, XM_050417378.1.p1, XR_007652140.1.p1, XM_050417419.1.p1
OG0000087	NM_116064.5.p1, NM_001203228.2.p1	XM_050423657.1.p1, XR_007653701.1.p1, XM_050423655.1.p1
OG0000087	NM_118755.4.p1	XM_050414370.1.p1, XM_050414369.1.p1, XM_050414371.1.p1, XM_050414376.1.p1, XM_050414375.1.p1, XM_050414373.1.p1, XM_050414374.1.p1
OG0000087	NM_105468.3.p1, NM_105469.2.p1, NM_001198158.1.p1, NM_001332662.1.p1, NM_102310.5.p1	XM_050420282.1.p1, XM_050420281.1.p1, XM_050420191.1.p1, XM_050420190.1.p1
OG0000088	NM_001336200.1.p1, NM_001336201.1.p1, NM_128469.4.p1	XM_050412222.1.p1, XM_050412214.1.p1, XM_050412212.1.p1, XM_050395931.1.p1, XM_050392611.1.p1, XM_050415085.1.p1, XM_050412218.1.p1, XM_050412221.1.p1
OG0000089	NM_101820.4.p1	XM_050406158.1.p1, XM_050436210.1.p1, XM_050436209.1.p1, XM_050411550.1.p1
OG0000089	NM_111981.5.p1, NM_001342768.1.p1, NM_001036754.2.p1, NM_120519.3.p1, NM_001342769.1.p1, NM_001342771.1.p1, NM_001342770.1.p1, NM_126041.1.p1, NM_001335411.1.p1, NM_001335410.1.p1, NM_001338558.1.p1, NM_113091.6.p1, NM_001344225.1.p1, NM_123161.3.p1	XM_050405115.1.p1, XM_050405472.1.p1, XM_050405114.1.p1
OG0000090	NM_121889.3.p1	XM_050384284.1.p1, XM_050384283.1.p1, XM_050384281.1.p1
OG0000090	NM_001337564.1.p1, NM_111387.5.p1, NM_180152.3.p1, NM_001337287.1.p1, NM_130369.4.p1	XM_050410767.1.p1
OG0000090	NM_180633.2.p1, NM_001333669.1.p1, NM_001333668.1.p1, NM_001333667.1.p1, NM_001333670.1.p1, NM_001333666.1.p1, NM_001333671.1.p1, NM_001333673.1.p1, NM_001333672.1.p1	XM_050418568.1.p1, XM_050418570.1.p1, XM_050418569.1.p1, XM_050418567.1.p1, XM_050418565.1.p1, XM_050418575.1.p1, XR_007652450.1.p1, XM_050418576.1.p1, XM_050418573.1.p1, XM_050418574.1.p1, XM_050418566.1.p1
OG0000090	NM_179287.2.p1, NM_100764.4.p1	XM_050418596.1.p1, XM_050418595.1.p1, XM_050418588.1.p1, XM_050418586.1.p1, XM_050418584.1.p1, XM_050398661.1.p1, XM_050398660.1.p1, XM_050398663.1.p1, XM_050418585.1.p1
OG0000091	NM_125551.4.p1	XM_050398438.1.p1
OG0000091	NM_124155.3.p1	XM_050432233.1.p1
OG0000091	NM_179694.4.p1	XM_050435307.1.p1
OG0000092	NM_101477.2.p1	XM_050424649.1.p1
OG0000092	NM_101492.3.p1, NM_001332218.1.p1	XM_050387072.1.p1, XM_050387090.1.p1, XM_050424081.1.p1, XM_050424079.1.p1, XM_050426190.1.p1, XM_050426191.1.p1, XM_050406028.1.p1, XM_050430504.1.p1, XM_050430503.1.p1, XM_050430496.1.p1, XM_050436135.1.p1, XM_050436136.1.p1, XM_050424001.1.p1, XM_050423999.1.p1, XM_050404092.1.p1, XM_050404550.1.p1, XM_050404551.1.p1, XM_050404549.1.p1, XM_050406229.1.p1, XM_050406228.1.p1, XM_050405141.1.p1, XM_050424106.1.p1, XM_050424104.1.p1
OG0000093	NM_001339982.1.p1, NM_115809.2.p1, NM_001339981.1.p1	XM_050399779.1.p1, XM_050399780.1.p1
OG0000093	NM_111628.4.p1	XM_050396407.1.p1
OG0000093	NM_001337023.1.p1, NM_129890.4.p1	XM_050401042.1.p1, XM_050401045.1.p1, XM_050401043.1.p1
OG0000093	NM_117354.3.p1	XM_050396403.1.p1
OG0000095	NM_105425.5.p1	XR_007652873.1.p1, XR_007652875.1.p1, XR_007652874.1.p1, XR_007652872.1.p1, XM_050420351.1.p1
OG0000095	NM_001345589.1.p1, NM_001345587.1.p1, NM_001345586.1.p1, NM_001203676.2.p1, NM_125732.3.p1, NM_001345588.1.p1	XR_007647659.1.p1, XR_007647660.1.p1, XR_007647664.1.p1, XM_050400798.1.p1, XR_007647662.1.p1, XR_007647663.1.p1, XM_050400799.1.p1
OG0000096	NM_111761.3.p1	XM_050388385.1.p1, XM_050388387.1.p1, XM_050388390.1.p1, XM_050388383.1.p1, XM_050388388.1.p1
OG0000097	NM_001333563.1.p1, NM_104160.3.p1, NM_104159.1.p1, NM_102568.2.p1, NM_001340417.1.p1, NM_116541.4.p1	XM_050430388.1.p1
OG0000097	NM_001332174.1.p1, NM_001332176.1.p1, NM_106681.1.p1	XM_050402836.1.p1
OG0000097	NM_104158.2.p1	XM_050430392.1.p1, XM_050430393.1.p1
OG0000097	NM_104157.1.p1	XM_050430394.1.p1
OG0000098	NM_001340740.1.p1, NM_001340741.1.p1, NM_001340739.1.p1, NM_001341569.1.p1, NM_001341568.1.p1	XM_050411056.1.p1
OG0000098	NM_001337146.1.p1, NM_130128.4.p1	XM_050393868.1.p1, XM_050393869.1.p1, XM_050393867.1.p1, XM_050393870.1.p1
OG0000098	NM_001345537.1.p1, NM_001345536.1.p1, NM_001345539.1.p1, NM_001345529.1.p1, NM_180916.1.p1, NM_125610.4.p1, NM_001345528.1.p1	XM_050395078.1.p1, XM_050395077.1.p1
OG0000099	NM_128136.3.p1	XM_050410926.1.p1
OG0000099	NM_112214.5.p1	XM_050422864.1.p1
OG0000099	NM_121824.4.p1, NM_001343538.1.p1, NM_111265.4.p1	XM_050388910.1.p1, XM_050388911.1.p1
OG0000101	NM_001125684.1.p1, NM_104519.1.p1	XM_050417807.1.p1, XM_050435020.1.p1, XR_007658341.1.p1, XM_050393737.1.p1, XM_050426628.1.p1, XM_050394503.1.p1, XM_050394491.1.p1, XM_050394493.1.p1, XM_050394490.1.p1, XM_050394501.1.p1, XM_050394498.1.p1, XM_050394500.1.p1, XM_050393292.1.p1, XM_050407101.1.p1
OG0000101	NM_101471.3.p1	XM_050416375.1.p1
OG0000102	NM_114829.4.p1	XM_050397664.1.p1, XM_050436046.1.p1
OG0000102	NM_001336612.1.p1	XM_050426515.1.p1, XM_050387222.1.p1, XM_050387221.1.p1
OG0000102	NM_119940.5.p1	XM_050413502.1.p1, XM_050408911.1.p1
OG0000102	NM_125143.4.p1	XM_050416549.1.p1
OG0000103	NM_113483.5.p1, NM_001338768.1.p1, NM_113482.5.p1, NM_127982.4.p1, NM_117775.4.p1, NM_001341133.1.p1, NM_001341134.1.p1, NM_117774.4.p1	XM_050398263.1.p1, XM_050398261.1.p1, XM_050398062.1.p1, XM_050399055.1.p1, XM_050398091.1.p1, XM_050398095.1.p1, XM_050399230.1.p1, XM_050398050.1.p1, XM_050397981.1.p1
OG0000106	NM_112617.4.p1	XM_050412842.1.p1, XM_050412843.1.p1, XM_050412840.1.p1
OG0000106	NM_116369.3.p1, NM_116304.4.p1	XM_050426410.1.p1, XM_050425412.1.p1, XM_050425408.1.p1, XM_050426113.1.p1, XM_050426394.1.p1, XM_050426433.1.p1, XM_050426434.1.p1, XM_050426431.1.p1, XM_050423926.1.p1, XM_050429010.1.p1, XM_050433608.1.p1, XM_050433609.1.p1
OG0000106	NM_001343971.1.p1, NM_122527.4.p1, NM_122533.2.p1, NM_122531.2.p1, NM_001343970.1.p1, NM_001085154.1.p1, NM_001335218.1.p1, NM_001036241.3.p1, NM_001161021.2.p1, NM_001335219.1.p1, NM_001124792.1.p1, NM_126455.3.p1, NM_117046.2.p1, NM_001340636.1.p1, NM_001340633.1.p1, NM_001340634.1.p1, NM_001338477.1.p1, NM_112928.3.p1, NM_112929.3.p1, NM_112927.4.p1, NM_113741.4.p1, NM_113104.3.p1, NM_105634.1.p1, NM_105633.1.p1, NM_001338560.1.p1, NM_127133.1.p1, NM_202363.3.p1, NM_105211.4.p1, NM_001334188.1.p1	XM_050425409.1.p1
OG0000107	NM_001203535.1.p1, NM_001344505.1.p1	XM_050384778.1.p1, XM_050384776.1.p1, XM_050415845.1.p1
OG0000107	NM_179779.3.p1	XM_050425837.1.p1, XM_050425822.1.p1, XM_050425830.1.p1, XM_050425577.1.p1
OG0000107	NM_179453.3.p1	XM_050402166.1.p1
OG0000108	NM_128996.3.p1, NM_001336515.1.p1, NM_111544.1.p1	XM_050434288.1.p1
OG0000108	NM_102613.2.p1, NM_001084156.1.p1	XM_050434289.1.p1, XM_050434290.1.p1
OG0000108	NM_100035.3.p1, NM_105210.2.p1, NM_119822.1.p1, NM_125437.5.p1	XM_050403913.1.p1, XM_050403912.1.p1, XM_050406710.1.p1
OG0000108	NM_179727.5.p1	XM_050425926.1.p1
OG0000109	NM_114533.2.p1, NR_141647.1.p1, NM_114534.3.p1, NR_141648.1.p1, NR_141646.1.p1, NM_123154.3.p1, NM_123160.3.p1, NM_123164.2.p1, NM_114539.3.p1, NM_114536.4.p1, NM_114532.5.p1, NM_114535.1.p1, NR_143870.1.p1, NM_114537.4.p1, NM_125351.3.p1, NM_125350.3.p1	XM_050434242.1.p1, XM_050434274.1.p1, XM_050434279.1.p1, XM_050434234.1.p1
OG0000109	NM_115429.3.p1, NM_115428.3.p1	XM_050394689.1.p1, XM_050393312.1.p1, XM_050394688.1.p1
OG0000110	NM_001339360.1.p1, NM_148858.2.p1, NR_141368.1.p1, NM_148857.3.p1, NM_148853.1.p1, NM_001203102.2.p1, NM_148855.3.p1, NM_148854.3.p1, NM_122405.2.p1, NM_001343905.1.p1, NM_122404.1.p1, NM_128630.3.p1, NM_128628.4.p1, NM_001198035.1.p1, NM_101034.3.p1	XM_050400092.1.p1, XM_050400453.1.p1, XM_050400956.1.p1, XM_050400958.1.p1, XM_050400957.1.p1
OG0000111	NM_104504.3.p1, NM_104503.5.p1, NM_100785.3.p1	XM_050422512.1.p1, XM_050421748.1.p1, XM_050417940.1.p1, XM_050417936.1.p1
OG0000111	NM_126284.3.p1, NM_201670.2.p1, NM_126289.2.p1, NM_126293.4.p1, NM_126292.3.p1, NM_001335105.1.p1, NM_126291.2.p1, NM_126290.2.p1, NM_126283.5.p1	XM_050406230.1.p1
OG0000112	NM_100232.5.p1, NM_100275.3.p1	XM_050410094.1.p1
OG0000112	NM_113885.2.p1, NM_113891.2.p1, NM_113890.3.p1, NM_113894.1.p1, NM_125509.3.p1, NM_113889.3.p1, NM_113880.2.p1, NM_123271.3.p1, NM_123267.6.p1, NM_123270.3.p1	XM_050414087.1.p1, XM_050414085.1.p1, XM_050414084.1.p1, XM_050400106.1.p1, XM_050400093.1.p1
OG0000113	NM_100508.2.p1	XM_050392475.1.p1
OG0000113	NM_114794.2.p1, NM_128302.3.p1	XM_050424937.1.p1, XM_050425153.1.p1
OG0000115	NM_104843.2.p1, NM_001333993.1.p1, NM_118259.4.p1, NM_001341479.1.p1	XM_050432948.1.p1
OG0000115	NM_101008.3.p1, NM_001331978.1.p1, NM_001198033.2.p1, NM_001331976.1.p1, NM_001331975.1.p1, NM_101003.3.p1	XM_050432962.1.p1, XM_050432961.1.p1, XR_007656223.1.p1, XM_050432956.1.p1, XM_050407229.1.p1, XM_050407231.1.p1, XM_050429426.1.p1, XM_050429425.1.p1, XM_050432980.1.p1, XM_050434589.1.p1, XM_050432967.1.p1, XR_007656224.1.p1, XM_050432954.1.p1, XM_050432953.1.p1, XM_050401531.1.p1, XM_050432969.1.p1, XM_050432417.1.p1, XM_050432413.1.p1, XM_050432018.1.p1, XM_050432979.1.p1, XM_050432020.1.p1
OG0000116	NM_106650.3.p1	XM_050430568.1.p1
OG0000116	NM_104130.4.p1	XM_050430569.1.p1
OG0000117	NM_001332735.1.p1, NM_102457.6.p1	XM_050421090.1.p1
OG0000117	NM_106111.4.p1, NM_179553.1.p1	XM_050399691.1.p1
OG0000118	NM_001336162.1.p1, NM_128389.3.p1	XM_050430712.1.p1
OG0000118	NM_115205.2.p1, NM_129277.3.p1, NM_001202767.1.p1	XM_050387081.1.p1, XM_050387079.1.p1
OG0000118	NM_119685.3.p1	XM_050411892.1.p1, XM_050411891.1.p1, XM_050406313.1.p1
OG0000118	NM_120713.5.p1	XM_050387766.1.p1
OG0000119	NM_124188.4.p1, NM_111662.3.p1, NM_111663.2.p1, NM_111661.3.p1	XM_050422106.1.p1, XM_050422097.1.p1, XM_050433875.1.p1, XM_050390005.1.p1, XM_050422681.1.p1, XM_050428994.1.p1, XM_050422330.1.p1, XM_050390006.1.p1
OG0000119	NM_101576.1.p1, NM_127105.1.p1, NM_128219.2.p1, NM_117450.2.p1, NM_129589.1.p1, NM_103464.1.p1, NM_106487.3.p1, NM_128875.1.p1	XM_050424589.1.p1
OG0000120	NM_116969.3.p1, NM_001198209.1.p1, NM_103213.3.p1, NM_106479.3.p1	XM_050407760.1.p1
OG0000120	NM_001344252.1.p1, NM_123209.4.p1, NM_121610.4.p1, NM_001343435.1.p1, NM_001337415.1.p1	XM_050413846.1.p1
OG0000120	NM_180943.2.p1, NM_001203692.1.p1, NM_001203346.1.p1, NM_001203347.1.p1, NM_121083.4.p1	XM_050435310.1.p1
OG0000122	NM_101579.4.p1, NM_101578.3.p1, NM_106481.4.p1, NM_001334824.1.p1, NM_101580.4.p1, NM_001334825.1.p1, NM_106484.4.p1, NM_106482.2.p1, NM_106485.4.p1	XM_050423636.1.p1, XM_050423633.1.p1, XM_050423629.1.p1, XM_050411921.1.p1, XM_050411922.1.p1, XM_050423630.1.p1, XM_050423637.1.p1, XM_050423632.1.p1, XM_050423626.1.p1, XM_050423925.1.p1, XM_050425665.1.p1, XM_050423641.1.p1, XM_050423644.1.p1, XM_050423646.1.p1
OG0000125	NM_120507.5.p1, NM_001125696.1.p1	XM_050394113.1.p1
OG0000125	NM_001342699.1.p1, NM_001342700.1.p1, NM_120411.5.p1, NM_202996.2.p1	XM_050387131.1.p1, XM_050387130.1.p1, XM_050387129.1.p1
OG0000126	NM_117722.7.p1, NM_001341090.1.p1	XM_050383859.1.p1
OG0000126	NM_115584.5.p1, NM_001339849.1.p1, NM_115587.2.p1	XM_050389663.1.p1, XM_050389185.1.p1, XM_050389696.1.p1
OG0000128	NM_001336635.1.p1, NM_001336637.1.p1, NM_001336628.1.p1, NM_201889.2.p1, NM_001336638.1.p1, NM_001336629.1.p1, NM_001336634.1.p1, NM_001336633.1.p1, NM_001336627.1.p1, NM_001336636.1.p1, NM_001336631.1.p1	XM_050394203.1.p1, XM_050394201.1.p1, XM_050394200.1.p1, XM_050394202.1.p1, XM_050386992.1.p1, XM_050386990.1.p1, XM_050386985.1.p1, XM_050386987.1.p1, XM_050386989.1.p1, XM_050386986.1.p1, XM_050386991.1.p1, XM_050386988.1.p1
OG0000129	NM_112524.4.p1, NM_180266.3.p1, NM_112523.1.p1	XM_050398001.1.p1, XM_050398767.1.p1, XM_050396598.1.p1
OG0000130	NM_117486.4.p1, NM_001340901.1.p1, NM_001203795.1.p1, NM_115789.2.p1, NM_115780.1.p1, NM_001339952.1.p1, NM_115781.3.p1, NM_115785.2.p1, NM_001203203.2.p1, NM_115783.3.p1, NM_115778.3.p1, NM_115779.1.p1, NM_104611.1.p1, NM_001339399.1.p1, NM_115786.1.p1, NM_115787.2.p1, NM_001339953.1.p1, NM_115782.3.p1, NM_118354.4.p1, NM_202861.1.p1	XM_050391090.1.p1, XM_050432692.1.p1, XM_050432694.1.p1, XM_050432695.1.p1, XM_050432697.1.p1, XM_050434518.1.p1, XM_050434875.1.p1
OG0000131	NM_178968.5.p1	XM_050391204.1.p1
OG0000131	NM_001084884.5.p1	XM_050391211.1.p1, XM_050391212.1.p1
OG0000131	NM_001125450.2.p1	XM_050391214.1.p1
OG0000131	NM_120402.3.p1, NM_180698.3.p1, NM_001343676.1.p1, NM_001036747.1.p1, NM_105209.4.p1	XM_050432729.1.p1
OG0000132	NM_001333384.1.p1, NM_103836.4.p1, NM_112785.5.p1, NM_001338374.1.p1	XM_050404427.1.p1
OG0000132	NM_148574.4.p1, NM_001338373.1.p1, NM_112782.4.p1, NM_116389.3.p1	XM_050434884.1.p1, XM_050435617.1.p1, XM_050401567.1.p1, XM_050399141.1.p1, XM_050415245.1.p1, XM_050386338.1.p1, XM_050425491.1.p1, XM_050434241.1.p1, XM_050425651.1.p1, XM_050385405.1.p1, XM_050424402.1.p1, XM_050399169.1.p1, XM_050403306.1.p1, XM_050425484.1.p1, XM_050401526.1.p1, XM_050401542.1.p1, XM_050424976.1.p1, XM_050425002.1.p1, XM_050402483.1.p1, XM_050385236.1.p1
OG0000133	NM_001339897.1.p1, NM_001339898.1.p1, NM_115650.5.p1, NM_104035.4.p1	XM_050388757.1.p1
OG0000133	NM_121300.3.p1	XM_050420506.1.p1
OG0000133	NM_118127.1.p1	XM_050429059.1.p1
OG0000133	NM_102109.4.p1	XM_050412760.1.p1
OG0000133	NM_100296.2.p1	XM_050396027.1.p1
OG0000133	NM_120768.3.p1	XM_050388761.1.p1
OG0000133	NM_124180.3.p1	XM_050428061.1.p1
OG0000134	NM_179787.4.p1, NM_100678.3.p1, NM_001331754.1.p1	XM_050430744.1.p1
OG0000134	NM_001334328.1.p1, NM_001334330.1.p1, NM_105453.3.p1, NM_202373.4.p1, NM_001334329.1.p1	XM_050420543.1.p1
OG0000134	NM_001338880.1.p1, NM_001338879.1.p1, NM_001084748.2.p1, NM_001338878.1.p1	XM_050415064.1.p1, XM_050415063.1.p1, XM_050415061.1.p1, XM_050415062.1.p1
OG0000135	NM_115222.3.p1	XM_050386755.1.p1
OG0000135	NM_116378.4.p1, NM_099987.4.p1, NM_001331245.1.p1, NM_130253.3.p1	XM_050393608.1.p1, XM_050393610.1.p1
OG0000136	NM_148145.5.p1, NM_119178.2.p1	XM_050416545.1.p1
OG0000136	NM_100013.2.p1	XM_050385912.1.p1
OG0000136	NM_119296.2.p1	XM_050396882.1.p1
OG0000136	NM_103893.1.p1, NM_001333418.1.p1	XM_050406381.1.p1, XM_050406380.1.p1
OG0000138	NM_100911.6.p1, NM_100910.5.p1	XM_050420994.1.p1, XM_050420992.1.p1, XM_050420993.1.p1, XM_050420990.1.p1
OG0000139	NM_001084672.1.p1, NM_202564.2.p1, NM_202563.3.p1, NM_001337984.1.p1, NM_001337985.1.p1, NM_112061.6.p1, NM_120777.3.p1, NM_001342913.1.p1, NM_203016.2.p1, NM_001342914.1.p1	XM_050427126.1.p1, XM_050427128.1.p1, XM_050389371.1.p1, XM_050389370.1.p1
OG0000139	NM_105536.4.p1	XM_050385392.1.p1
OG0000140	NM_105293.1.p1, NM_105292.3.p1, NM_121232.1.p1, NM_001341507.1.p1, NM_118284.2.p1, NM_118285.3.p1, NM_117120.2.p1, NM_117121.1.p1, NM_103030.2.p1, NM_117122.1.p1, NM_001340673.1.p1, NM_001340672.1.p1, NM_001084901.3.p1, NM_001340675.1.p1, NM_001333025.1.p1, NM_103029.3.p1, NM_001333022.1.p1, NM_001333023.1.p1	XM_050396508.1.p1, XM_050412860.1.p1
OG0000141	NM_202709.2.p1, NM_112097.5.p1, NM_001035605.2.p1	XM_050394319.1.p1, XM_050394318.1.p1
OG0000141	NM_202979.1.p1, NM_120013.6.p1, NM_126006.4.p1, NM_114996.4.p1, NM_202682.2.p1	XM_050385713.1.p1, XM_050407221.1.p1, XM_050407222.1.p1
OG0000143	NM_202078.2.p1, NM_100958.2.p1, NM_001084276.2.p1, NM_104750.3.p1	XM_050419850.1.p1, XM_050419851.1.p1
OG0000144	NM_115627.4.p1	XM_050388818.1.p1
OG0000144	NM_103201.3.p1	XM_050407886.1.p1
