Orthogroup	Arabidopsis_thaliana_rna_prot	Triticum_aestivum_x_rna_prot
OG0000051	NM_121018.4.p1	XM_044540128.1.p1, XM_044540129.1.p1, XM_044509861.1.p1, XM_044535557.1.p1, XM_044544220.1.p1
OG0000052	NM_120688.3.p1	XM_044519780.1.p1, XR_006439767.1.p1, XM_044519779.1.p1, XR_006444780.1.p1, XM_044514429.1.p1
OG0000052	NM_128482.4.p1, NM_001331699.1.p1, NM_128486.3.p1, NM_001336207.1.p1, NM_128484.3.p1, NM_001202702.1.p1, NM_128485.4.p1, NM_128488.4.p1, NM_179800.3.p1, NM_001336209.1.p1, NM_001124937.2.p1, NM_001336205.1.p1, NM_001336208.1.p1, NM_128619.2.p1, NM_128487.3.p1, NM_100618.5.p1, NM_100619.3.p1, NM_001124936.2.p1, NM_128483.3.p1, NM_128490.4.p1, NM_128472.1.p1, NM_179801.3.p1, NM_128489.3.p1, NM_201829.2.p1	XM_044464225.1.p1, XM_044472506.1.p1, XM_044472505.1.p1, XM_044597545.1.p1, XM_044546597.1.p1, XM_044504902.1.p1, XM_044520852.1.p1, XM_044603356.1.p1, XM_044546596.1.p1, XM_044504903.1.p1, XM_044473254.1.p1, XM_044564850.1.p1, XM_044590567.1.p1, XM_044544862.1.p1, XM_044530702.1.p1, XM_044528587.1.p1, XM_044502957.1.p1, XM_044495343.1.p1, XM_044486585.1.p1, XM_044495347.1.p1, XM_044502956.1.p1, XM_044486586.1.p1, XM_044520135.1.p1, XM_044520142.1.p1
OG0000053	NM_101977.2.p1, NM_101976.2.p1, NM_101974.3.p1, NM_101979.4.p1, NM_101978.5.p1, NM_148476.1.p1, NM_001332490.1.p1, NM_113445.2.p1	XM_044510137.1.p1, XM_044510138.1.p1, XM_044587334.1.p1, XM_044573171.1.p1, XM_044583811.1.p1, XM_044567695.1.p1, XM_044588314.1.p1, XM_044510142.1.p1, XM_044588317.1.p1, XM_044510143.1.p1, XM_044567696.1.p1, XM_044588129.1.p1, XM_044571067.1.p1, XM_044571069.1.p1, XM_044510145.1.p1, XM_044588008.1.p1, XM_044588009.1.p1, XM_044572176.1.p1, XM_044572177.1.p1, XM_044572178.1.p1, XM_044572174.1.p1, XM_044572175.1.p1, XM_044505169.1.p1, XM_044561907.1.p1, XM_044551366.1.p1, XM_044554622.1.p1, XM_044547556.1.p1, XM_044547557.1.p1, XM_044564115.1.p1, XM_044557293.1.p1, XM_044550174.1.p1, XM_044551361.1.p1, XM_044599010.1.p1, XM_044587998.1.p1, XM_044470198.1.p1, XM_044470197.1.p1, XM_044479076.1.p1, XM_044597582.1.p1, XM_044472554.1.p1, XM_044597581.1.p1, XM_044540853.1.p1, XM_044590523.1.p1, XM_044541983.1.p1, XM_044537344.1.p1, XM_044525889.1.p1, XM_044525768.1.p1, XM_044537293.1.p1, XM_044541857.1.p1
OG0000054	NM_001339053.1.p1, NM_148535.1.p1	XM_044523584.1.p1
OG0000054	NM_117158.4.p1, NM_001340691.1.p1, NM_001340690.1.p1	XM_044501533.1.p1, XM_044498535.1.p1, XM_044555842.1.p1, XR_006467010.1.p1, XR_006467011.1.p1, XR_006467012.1.p1, XR_006461424.1.p1, XM_044491695.1.p1, XM_044481091.1.p1, XM_044601656.1.p1, XM_044530022.1.p1, XM_044559112.1.p1, XM_044468016.1.p1, XM_044468018.1.p1, XM_044577821.1.p1, XM_044577822.1.p1, XM_044577823.1.p1, XM_044577814.1.p1, XM_044577811.1.p1, XM_044577812.1.p1, XM_044577813.1.p1, XM_044506362.1.p1, XM_044529834.1.p1, XR_006462562.1.p1, XM_044549626.1.p1, XM_044602314.1.p1, XM_044464687.1.p1, XR_006466140.1.p2, XM_044589315.1.p1, XM_044515960.1.p1
OG0000055	NM_001343099.1.p1, NM_121068.4.p1, NM_127920.3.p1, NM_179711.2.p1, NM_001335855.1.p1, NM_127922.3.p1, NM_119878.5.p1, NM_127926.3.p1, NM_001335856.1.p1, NM_001335857.1.p1, NM_127923.2.p1, NM_127925.3.p1, NM_001335858.1.p1	XM_044464552.1.p1, XM_044597833.1.p1, XM_044472826.1.p1, XM_044478302.1.p1, XM_044470056.1.p1, XM_044497593.1.p1, XM_044481373.1.p1, XM_044481374.1.p1, XM_044489001.1.p1, XM_044520707.1.p1, XM_044504105.1.p1, XM_044520708.1.p1, XM_044504104.1.p1, XM_044522278.1.p1, XM_044510986.1.p1, XM_044521851.1.p1
OG0000055	NM_114904.4.p1	XM_044511873.1.p1, XM_044537750.1.p1, XM_044473384.1.p1, XM_044470935.1.p1, XM_044603787.1.p1, XM_044495785.1.p1, XM_044503391.1.p1, XM_044495784.1.p1, XM_044489453.1.p1, XM_044498011.1.p1, XM_044503395.1.p1, XM_044481806.1.p1, XM_044503396.1.p1, XM_044489452.1.p1, XM_044498024.1.p1, XM_044481810.1.p1, XM_044495790.1.p1, XM_044481809.1.p1, XM_044495794.1.p1, XM_044495793.1.p1, XM_044503398.1.p1, XM_044495791.1.p1, XM_044503397.1.p1
OG0000056	NR_142515.1.p1, NM_120233.2.p1, NM_120234.4.p1, NM_001337784.1.p1	XM_044510965.1.p1, XM_044568153.1.p1, XM_044583801.1.p1, XM_044522254.1.p1, XM_044472160.1.p1
OG0000056	NM_125316.2.p1, NM_114411.2.p1, NM_001339208.1.p1	XM_044546602.1.p1, XM_044473933.1.p1, XM_044465677.1.p1
OG0000057	NM_001335933.1.p1	XM_044603396.1.p1, XM_044603397.1.p1
OG0000057	NM_117242.1.p1	XM_044565444.1.p1, XM_044578845.1.p1, XM_044582354.1.p1
OG0000057	NM_114131.3.p1, NM_126721.3.p1, NM_001334999.1.p1, NM_001335000.1.p1	XM_044579498.1.p1, XM_044583130.1.p1
OG0000057	NM_101587.2.p1	XM_044515380.1.p1, XM_044520743.1.p1
OG0000057	NM_114664.4.p1, NM_125662.4.p1	XM_044538686.1.p1, XM_044589609.1.p1, XM_044523178.1.p1, XM_044509196.1.p1, XM_044509195.1.p1, XM_044509194.1.p1, XR_006441284.1.p1, XM_044512061.1.p1, XM_044517290.1.p1, XM_044509201.1.p1, XM_044509203.1.p1, XM_044517291.1.p1
OG0000057	NM_001340040.1.p1	XM_044516026.1.p1, XM_044528353.1.p1, XM_044528352.1.p1
OG0000058	NM_001084847.1.p1, NM_115876.5.p1, NM_130008.3.p1, NM_179734.1.p1, NM_123831.2.p1, NM_123591.2.p1	XM_044470659.1.p1, XM_044470658.1.p1, XM_044470660.1.p1, XM_044470657.1.p1, XM_044473214.1.p1, XM_044603555.1.p1, XM_044603553.1.p1, XM_044603552.1.p1, XM_044472409.1.p1, XM_044472411.1.p1, XM_044464123.1.p1, XM_044601938.1.p1, XM_044570440.1.p1, XM_044581438.1.p1, XM_044573868.1.p1, XM_044573866.1.p1, XM_044570441.1.p1, XM_044573867.1.p1, XM_044570439.1.p1
OG0000058	NM_001337090.1.p1, NM_001125053.1.p1, NM_001337088.1.p1, NM_001337089.1.p1	XM_044542028.1.p1, XM_044525937.1.p1, XM_044533392.1.p1, XM_044571614.1.p1
OG0000060	NM_129849.5.p1, NM_001336999.1.p1	XM_044501188.1.p1, XM_044492668.1.p1, XM_044596036.1.p1
OG0000060	NM_121906.4.p1	XM_044532006.1.p1, XM_044603602.1.p1
OG0000060	NM_001338321.1.p1, NM_202602.2.p1, NM_001338319.1.p1, NM_001338320.1.p1, NM_106026.3.p1, NM_179354.3.p1, NM_001198098.1.p1	XM_044562576.1.p1, XM_044562575.1.p1, XM_044562578.1.p1, XM_044562577.1.p1, XM_044551855.1.p1, XM_044555419.1.p1, XM_044555416.1.p1, XM_044555418.1.p1, XM_044555417.1.p1, XM_044588710.1.p1, XM_044573619.1.p1
OG0000060	NM_126206.4.p1	XR_006429124.1.p1, XM_044501241.1.p1, XM_044484746.1.p1, XM_044493292.1.p1, XM_044595995.1.p1
OG0000061	NM_126131.4.p1, NM_119895.4.p1, NM_119903.4.p1, NM_001125659.1.p1, NM_119904.2.p1, NM_125104.3.p1, NM_119906.3.p1, NM_119900.3.p1, NM_119898.4.p1, NM_119899.1.p1, NM_105325.3.p1, NM_001124086.1.p1, NM_113795.2.p1, NM_127883.1.p1, NM_127886.1.p1, NM_119896.4.p1, NM_119897.3.p1, NM_123013.4.p1, NM_001344133.1.p1	XM_044543291.1.p1, XM_044534614.1.p1, XM_044534613.1.p1, XM_044534612.1.p1, XM_044527095.1.p1, XM_044543288.1.p1, XM_044480167.1.p1, XM_044553925.1.p1, XM_044528690.1.p1, XM_044534611.1.p1, XM_044543287.1.p1, XM_044537870.1.p1, XM_044522980.1.p1, XM_044474026.1.p1, XM_044465767.1.p1, XM_044598959.1.p1, XM_044536862.1.p1, XM_044539477.1.p1, XM_044523765.1.p1, XM_044539478.1.p1, XM_044462670.1.p1, XM_044604489.1.p1, XM_044473208.1.p1, XM_044479811.1.p1
OG0000062	NM_123217.3.p1	XM_044596295.1.p1, XM_044591629.1.p1, XM_044523749.1.p1, XM_044498848.1.p1, XM_044482245.1.p1, XM_044490662.1.p1
OG0000062	NM_105713.2.p1, NM_105714.4.p1, NM_102203.3.p1	XM_044571403.1.p1, XM_044579266.1.p1, XM_044484725.1.p1, XM_044493269.1.p1
OG0000062	NM_113366.3.p1	XM_044492173.1.p1, XM_044492172.1.p1, XM_044500190.1.p1, XM_044483608.1.p1, XM_044537565.1.p1
OG0000062	NM_001335595.1.p1, NM_001335596.1.p1, NM_103818.2.p1, NM_112767.2.p1, NM_001342284.1.p1	XM_044534725.1.p1, XM_044527238.1.p1
OG0000063	NM_106502.3.p1, NM_001334831.1.p1, NM_101561.3.p1, NM_101562.4.p1, NM_118663.3.p1, NM_001341727.1.p1, NM_202885.2.p1, NM_118662.4.p1	XM_044498143.1.p1, XM_044475829.1.p1, XM_044594023.1.p1, XM_044504058.1.p1, XM_044481618.1.p1, XM_044495393.1.p1, XM_044481617.1.p1, XM_044503032.1.p1, XM_044471563.1.p1, XM_044463211.1.p1, XM_044471565.1.p1, XM_044471564.1.p1, XM_044471566.1.p1, XM_044604175.1.p1, XM_044596596.1.p1, XM_044604174.1.p1, XM_044521282.1.p1, XM_044516008.1.p1, XM_044521285.1.p1, XM_044528311.1.p1, XM_044521284.1.p1, XM_044516010.1.p1, XM_044496441.1.p1, XM_044503925.1.p1, XM_044528313.1.p1, XM_044521286.1.p1, XM_044516007.1.p1
OG0000066	NM_001203961.1.p1, NM_119396.2.p1, NM_202931.2.p1, NM_128117.4.p1	XM_044556403.1.p1, XM_044563449.1.p1, XR_006462218.1.p1, XR_006462226.1.p1, XR_006462216.1.p1, XR_006462222.1.p1, XR_006462215.1.p1, XR_006462220.1.p1
OG0000070	NM_113070.3.p1, NM_113074.2.p1, NM_113075.3.p1, NM_113073.3.p1, NM_001341023.1.p1, NM_001341024.1.p1, NM_117614.3.p1, NM_001341025.1.p1, NR_141603.1.p1, NR_141604.1.p1, NR_141602.1.p1, NR_141601.1.p1, NR_141605.1.p1, NM_128525.2.p1, NM_128527.4.p1, NM_128528.4.p1, NM_128529.3.p1, NM_100600.4.p1, NM_100599.4.p1, NM_100598.4.p1	XM_044463823.1.p1, XM_044472112.1.p1, XM_044597112.1.p1, XM_044590631.1.p1, XM_044589854.1.p1, XM_044588271.1.p1, XM_044580195.1.p1, XM_044560368.1.p1, XM_044478724.1.p1, XM_044551611.1.p1, XM_044594338.1.p1, XM_044511413.1.p1, XM_044522691.1.p1, XM_044542644.1.p1, XM_044526544.1.p1, XM_044473036.1.p1, XM_044603272.1.p1, XM_044470360.1.p1
OG0000072	NM_001203804.1.p1, NM_001340975.1.p1, NM_117574.4.p1, NM_113145.5.p1	XM_044538900.1.p1, XM_044464016.1.p1
OG0000072	NM_111234.5.p1	XM_044502316.1.p1
OG0000072	NM_129937.4.p1, NM_115838.6.p1, NM_180691.1.p1	XM_044499481.1.p1
OG0000074	NM_111431.4.p1, NM_001337590.1.p1, NM_180754.4.p1, NM_001344043.1.p1, NM_122666.4.p1, NM_001344042.1.p1	XM_044484177.1.p1, XM_044484176.1.p1, XM_044500737.1.p1, XM_044500735.1.p1, XM_044535014.1.p1
OG0000074	NM_105077.4.p1, NM_117195.5.p1	XM_044568092.1.p1
OG0000074	NM_180887.5.p1, NM_125306.2.p1, NM_114549.4.p1, NM_128494.5.p1, NM_129543.3.p1	XM_044514442.1.p1
OG0000075	NM_180400.1.p1, NM_115968.2.p1, NM_130120.4.p1, NM_001337144.1.p1, NM_130117.2.p1, NM_180108.2.p1, NM_180109.3.p1, NM_001337143.1.p1, NM_130119.4.p1, NM_001333058.1.p1, NM_001333059.1.p1, NM_001333061.1.p1, NM_001333060.1.p1, NM_001333062.1.p1, NM_103092.3.p1	XM_044470829.1.p1, XM_044473330.1.p1, XM_044470831.1.p1, XM_044470830.1.p1, XM_044585097.1.p1, XM_044470731.1.p1, XM_044464969.1.p1, XM_044598191.1.p1, XM_044470832.1.p1, XM_044603703.1.p1, XM_044473331.1.p1, XM_044510005.1.p1, XM_044587895.1.p1, XM_044572470.1.p1, XM_044497697.1.p1, XM_044481479.1.p1, XM_044502626.1.p1, XM_044502625.1.p1, XM_044502627.1.p1, XM_044511806.1.p1, XM_044509415.1.p1, XM_044573541.1.p1, XM_044588361.1.p1, XM_044505544.1.p1
OG0000076	NM_103640.3.p1, NM_101777.2.p1, NM_126405.2.p1, NM_114728.5.p1, NM_114729.3.p1, NM_103852.3.p1, NM_103854.3.p1, NM_103853.5.p1	XM_044537270.1.p1, XM_044529171.1.p1, XM_044545466.1.p1, XM_044473089.1.p1, XM_044464802.1.p1, XM_044598068.1.p1, XM_044529931.1.p1, XM_044543645.1.p1, XM_044541799.1.p1, XM_044525724.1.p1, XM_044571360.1.p1, XM_044587032.1.p1, XM_044586622.1.p1, XM_044552806.1.p1, XM_044561954.1.p1, XM_044550005.1.p1, XM_044525717.1.p1, XM_044545463.1.p1, XM_044533172.1.p1, XM_044587152.1.p1, XM_044579425.1.p1
OG0000080	NM_112240.4.p1	XM_044488485.1.p1
OG0000080	NM_179872.3.p1, NM_113304.5.p1	XM_044593172.1.p1, XM_044515444.1.p1
OG0000080	NM_102387.3.p1	XM_044601702.1.p1, XM_044468668.1.p1
OG0000080	NM_001333710.1.p1, NM_001333712.1.p1, NM_112193.4.p1, NM_001037006.4.p1	XM_044552759.1.p1, XM_044549966.1.p1, XM_044554433.1.p1, XM_044554436.1.p1, XM_044589107.1.p1, XM_044551223.1.p1, XM_044561635.1.p1, XM_044584733.1.p1
OG0000080	NM_128359.5.p1	XM_044535963.1.p1, XM_044544552.1.p1, XM_044509475.1.p1, XM_044589171.1.p1
OG0000080	NM_001343571.1.p1	XM_044534272.1.p1, XM_044542954.1.p1, XM_044526761.1.p1, XM_044526760.1.p1, XM_044542952.1.p1, XM_044534271.1.p1
OG0000081	NM_121263.4.p1	XM_044552540.1.p1, XM_044557601.1.p1, XM_044595007.1.p1, XM_044483552.1.p1
OG0000081	NM_128508.3.p1, NM_125665.4.p1, NM_125664.4.p1	XM_044515967.1.p1, XM_044521254.1.p1
OG0000082	NM_001337251.1.p1, NM_001337250.1.p1, NM_130285.3.p1	XM_044476100.1.p1, XM_044600726.1.p1
OG0000083	NM_115986.4.p1, NM_001203222.1.p1, NM_001340081.1.p1, NM_127980.4.p1, NM_100063.4.p1	XM_044597551.1.p1, XM_044477517.1.p1, XM_044477518.1.p1, XM_044469305.1.p1, XM_044469309.1.p1, XM_044477521.1.p1, XM_044602291.1.p1, XM_044472514.1.p1, XM_044602289.1.p1, XM_044571212.1.p1, XM_044572361.1.p1, XM_044602288.1.p1, XM_044472513.1.p1, XM_044602290.1.p1, XM_044469307.1.p1, XM_044469306.1.p1, XM_044597550.1.p1, XM_044566208.1.p1, XM_044566219.1.p1, XM_044595935.1.p1, XM_044595936.1.p1
OG0000084	NM_120872.1.p1	XM_044483881.1.p1, XM_044558035.1.p1
OG0000086	NM_105156.1.p1, NM_105349.3.p1, NM_126450.3.p1, NM_126451.5.p1, NM_001335216.1.p1, NM_126448.3.p1, NM_126449.5.p1, NM_001335215.1.p1, NM_126444.2.p1, NM_126443.5.p1, NM_126447.1.p1, NM_105783.3.p1, NM_101385.3.p1, NM_101386.4.p1, NM_101384.2.p1, NM_101383.3.p1, NM_001332152.1.p1, NM_001123821.1.p1, NM_001332153.1.p1	XR_006431525.1.p1, XR_006431523.1.p1, XM_044490043.1.p1, XM_044519867.1.p1, XM_044595707.1.p1, XM_044497348.1.p1, XM_044488718.1.p1, XM_044484669.1.p1, XM_044497462.1.p1, XM_044485136.1.p1, XM_044488835.1.p1, XM_044579934.1.p1, XM_044600268.1.p1
OG0000087	NM_116064.5.p1, NM_001203228.2.p1	XM_044585649.1.p1, XM_044579023.1.p1, XM_044566608.1.p1
OG0000087	NM_001342249.1.p1	XM_044570060.1.p1, XM_044570061.1.p1, XM_044583479.1.p1, XM_044577261.1.p1, XM_044577262.1.p1
OG0000088	NM_001336200.1.p1, NM_001336201.1.p1, NM_128469.4.p1, NM_001335961.1.p1, NM_001335962.1.p1, NM_128033.2.p1, NM_122592.4.p1, NM_001342107.1.p1, NM_001342106.1.p1, NM_001343161.1.p1, NM_121156.2.p1, NM_001343167.1.p1, NM_001343165.1.p1, NM_001343163.1.p1, NM_001343171.1.p1, NM_001343169.1.p1, NM_001343170.1.p1, NM_001343164.1.p1, NM_001343172.1.p1, NM_001343168.1.p1	XM_044541604.1.p1, XM_044544926.1.p1, XM_044536242.1.p1, XM_044536241.1.p1, XM_044545538.1.p1, XM_044541971.1.p1, XM_044536208.1.p1, XM_044522846.1.p1, XM_044525487.1.p1, XM_044532943.1.p1, XM_044541608.1.p1, XM_044532951.1.p1, XM_044525495.1.p1, XM_044532974.1.p1, XM_044576192.1.p1, XM_044541602.1.p1, XM_044548770.1.p1, XM_044558731.1.p1, XM_044553945.1.p1, XM_044565318.1.p1, XM_044548763.1.p1, XM_044472897.1.p1, XM_044572399.1.p1, XM_044537199.1.p1, XM_044545384.1.p1, XM_044525484.1.p1, XM_044541601.1.p1, XM_044532942.1.p1, XM_044540584.1.p1, XM_044532938.1.p1, XM_044522845.1.p1, XM_044537200.1.p1, XM_044532940.1.p1, XM_044525483.1.p1, XM_044541600.1.p1
OG0000090	NM_121889.3.p1, NM_001337564.1.p1, NM_111387.5.p1, NM_180152.3.p1, NM_001337287.1.p1, NM_130369.4.p1	XM_044558710.1.p1, XM_044550885.1.p1, XM_044565317.1.p1, XM_044537480.1.p1, XM_044526185.1.p1, XM_044565163.1.p1, XR_006472370.1.p1, XM_044565162.1.p1
OG0000090	NM_180633.2.p1, NM_001333669.1.p1, NM_001333668.1.p1, NM_001333667.1.p1, NM_001333670.1.p1, NM_001333666.1.p1, NM_001333671.1.p1, NM_001333673.1.p1, NM_001333672.1.p1, NM_179287.2.p1, NM_100764.4.p1	XM_044465708.1.p1, XM_044465706.1.p1, XM_044465712.1.p1, XM_044465710.1.p1, XM_044465709.1.p1, XM_044590587.1.p1, XM_044590586.1.p1, XM_044598899.1.p1, XM_044589258.1.p1
OG0000091	NM_118760.3.p1, NM_125046.3.p1, NM_119437.3.p1, NM_119066.3.p1	XM_044483071.1.p1, XM_044583064.1.p1, XR_006475023.1.p1
OG0000091	NM_125551.4.p1	XM_044485260.1.p1, XM_044501754.1.p1, XR_006433876.1.p1, XM_044560121.1.p1, XM_044487554.1.p1, XM_044595343.1.p1, XM_044503069.1.p1
OG0000091	NM_124155.3.p1	XM_044468895.1.p1
OG0000091	NM_179694.4.p1	XM_044541662.1.p1, XR_006459814.1.p1, XM_044541661.1.p1, XM_044525582.1.p1, XM_044510094.1.p1, XM_044569776.1.p1, XM_044569775.1.p1, XM_044583214.1.p1
OG0000093	NM_001339982.1.p1, NM_115809.2.p1, NM_001339981.1.p1, NM_111628.4.p1, NM_001337023.1.p1, NM_129890.4.p1, NM_117354.3.p1	XM_044506946.1.p1, XM_044519887.1.p1, XM_044514542.1.p1, XM_044514541.1.p1
OG0000095	NM_105425.5.p1, NM_001345589.1.p1, NM_001345587.1.p1, NM_001345586.1.p1, NM_001203676.2.p1, NM_125732.3.p1, NM_001345588.1.p1	XR_006425798.1.p1, XR_006425800.1.p1, XR_006421600.1.p1, XR_006421597.1.p1, XM_044602043.1.p1, XR_006495901.1.p1, XR_006495898.1.p1, XM_044557136.1.p1, XR_006468232.1.p1, XR_006468231.1.p1, XR_006471894.1.p1, XR_006471891.1.p1, XR_006471892.1.p1, XR_006462713.1.p1, XR_006462712.1.p1, XR_006462711.1.p1, XR_006462715.1.p1
OG0000096	NM_111761.3.p1, NM_128496.2.p1	XM_044489470.1.p1, XM_044481821.1.p1, XM_044498045.1.p1, XM_044515124.1.p1, XM_044490506.1.p1, XM_044489675.1.p1, XM_044489674.1.p1, XM_044498198.1.p1, XM_044498195.1.p1, XM_044489669.1.p1, XM_044498181.1.p1, XM_044481966.1.p1, XM_044496013.1.p1, XM_044498190.1.p1, XM_044489667.1.p1, XM_044572048.1.p1, XM_044584033.1.p1, XM_044498189.1.p1, XM_044489666.1.p1, XM_044503792.1.p1, XM_044496256.1.p1, XM_044498184.1.p1, XM_044489656.1.p1, XM_044481971.1.p1, XM_044489665.1.p1, XM_044489664.1.p1, XM_044496035.1.p1
OG0000097	NM_001333563.1.p1, NM_104160.3.p1, NM_104159.1.p1, NM_102568.2.p1, NM_001340417.1.p1, NM_116541.4.p1, NM_001332174.1.p1, NM_001332176.1.p1, NM_106681.1.p1, NM_104158.2.p1, NM_104157.1.p1	XM_044594651.1.p1, XM_044567056.1.p1, XM_044506580.1.p1, XM_044550728.1.p1, XM_044511381.1.p1, XM_044471542.1.p1, XM_044596576.1.p1
OG0000098	NM_001340740.1.p1, NM_001340741.1.p1, NM_001340739.1.p1, NM_001341569.1.p1, NM_001341568.1.p1, NM_001337146.1.p1, NM_130128.4.p1, NM_001345537.1.p1, NM_001345536.1.p1, NM_001345539.1.p1, NM_001345529.1.p1, NM_180916.1.p1, NM_125610.4.p1, NM_001345528.1.p1	XM_044511688.1.p1, XM_044515817.1.p1, XM_044515818.1.p1, XM_044521108.1.p1, XM_044528127.1.p1, XM_044528128.1.p1, XM_044546746.1.p1, XM_044473826.1.p1, XM_044473819.1.p1, XM_044593813.1.p1, XM_044593812.1.p1, XM_044473802.1.p1
OG0000099	NM_128136.3.p1	XM_044493911.1.p1, XM_044485229.1.p1, XM_044536711.1.p1, XM_044592946.1.p1, XM_044592948.1.p1, XM_044592947.1.p1, XM_044491976.1.p1
OG0000099	NM_112214.5.p1	XM_044523142.1.p1, XM_044530429.1.p1, XM_044538640.1.p1
OG0000099	NM_121824.4.p1, NM_001343538.1.p1, NM_111265.4.p1	XM_044502080.1.p1, XM_044494360.1.p1, XM_044494361.1.p1
OG0000100	NM_128806.2.p1, NM_001161259.1.p1, NM_001036846.2.p1, NM_120047.2.p1, NM_127762.3.p1, NM_123789.1.p1, NM_101774.3.p1, NM_124639.1.p1	XM_044511286.1.p1
OG0000101	NM_112093.3.p1	XM_044481739.1.p1, XM_044594775.1.p1, XM_044494907.1.p1, XM_044502495.1.p1
OG0000101	NM_001125684.1.p1, NM_104519.1.p1	XM_044514390.1.p1, XM_044464849.1.p1, XM_044566008.1.p1, XM_044566007.1.p1, XM_044481206.1.p1, XM_044561037.1.p1
OG0000102	NM_114829.4.p1	XM_044537895.1.p1
OG0000102	NM_001336612.1.p1	XM_044599051.1.p1, XM_044474136.1.p1, XM_044465872.1.p1, XM_044465871.1.p1, XM_044586270.1.p1, XM_044578362.1.p1
OG0000102	NM_119940.5.p1	XM_044528278.1.p1, XM_044515968.1.p1, XM_044490316.1.p1, XM_044480172.1.p1, XM_044540604.1.p1, XM_044497056.1.p1, XM_044480825.1.p1, XM_044488367.1.p1, XM_044497460.1.p1, XM_044488834.1.p1, XM_044593003.1.p1, XM_044595672.1.p1, XM_044519791.1.p1
OG0000102	NM_125143.4.p1	XM_044553935.1.p1, XM_044561003.1.p1, XM_044564398.1.p1, XM_044514687.1.p1
OG0000103	NM_113483.5.p1, NM_001338768.1.p1, NM_113482.5.p1, NM_127982.4.p1, NM_117775.4.p1, NM_001341133.1.p1, NM_001341134.1.p1, NM_117774.4.p1	XM_044604109.1.p1, XM_044462951.1.p1, XM_044462953.1.p1, XM_044465494.1.p1, XM_044462245.1.p1, XM_044462955.1.p1, XM_044462954.1.p1, XM_044465495.1.p1, XM_044465497.1.p1, XM_044471372.1.p1, XM_044462952.1.p1, XM_044604110.1.p1, XM_044462949.1.p1
OG0000107	NM_001203535.1.p1, NM_001344505.1.p1	XM_044563444.1.p1, XM_044546891.1.p1, XM_044546890.1.p1, XM_044556398.1.p1, XM_044567484.1.p1, XM_044581947.1.p1, XM_044575779.1.p1
OG0000107	NM_179779.3.p1	XM_044475177.1.p1, XM_044466891.1.p1, XR_006433725.1.p1, XM_044540970.1.p1, XM_044535062.1.p1, XM_044543735.1.p1, XM_044535057.1.p1, XM_044516300.1.p1, XM_044516298.1.p1, XM_044516299.1.p1, XM_044511447.1.p1, XM_044535169.1.p1, XM_044504762.1.p1, XM_044521557.1.p1
OG0000107	NM_179453.3.p1	XM_044477855.1.p1, XM_044602604.1.p1, XM_044566856.1.p1, XM_044589518.1.p1, XM_044584237.1.p1, XM_044547852.1.p1, XM_044557479.1.p1, XM_044583533.1.p1, XM_044569584.1.p1, XM_044576204.1.p1, XM_044559867.1.p1, XM_044559872.1.p1, XM_044566019.1.p1, XM_044549450.1.p1
OG0000108	NM_128996.3.p1, NM_001336515.1.p1, NM_111544.1.p1, NM_102613.2.p1, NM_001084156.1.p1, NM_100035.3.p1, NM_105210.2.p1, NM_119822.1.p1, NM_125437.5.p1, NM_179727.5.p1	XM_044505804.1.p1, XM_044488796.1.p1, XM_044572904.1.p1, XM_044580135.1.p1, XM_044508824.1.p1, XM_044582297.1.p1, XM_044530390.1.p1, XM_044546331.1.p1, XM_044498458.1.p1, XM_044482208.1.p1, XM_044549774.1.p1, XM_044559293.1.p1, XM_044559292.1.p1, XM_044489105.1.p1, XM_044481460.1.p1, XM_044481461.1.p1, XM_044498329.1.p1
OG0000109	NM_114533.2.p1, NR_141647.1.p1, NM_114534.3.p1, NR_141648.1.p1, NR_141646.1.p1, NM_123154.3.p1, NM_123160.3.p1, NM_123164.2.p1, NM_114539.3.p1, NM_114536.4.p1, NM_114532.5.p1, NM_114535.1.p1, NR_143870.1.p1, NM_114537.4.p1, NM_125351.3.p1, NM_125350.3.p1, NM_111968.4.p1, NM_120668.4.p1, NM_120672.2.p1, NM_120670.2.p1, NM_120671.4.p1, NM_120669.4.p1, NM_115429.3.p1, NM_115428.3.p1	XM_044535417.1.p1, XM_044527844.1.p1, XM_044544070.1.p1, XM_044589845.1.p1, XM_044550104.1.p1, XM_044554985.1.p1, XM_044589844.1.p1, XM_044550105.1.p1, XM_044487081.1.p1, XM_044503474.1.p1, XM_044489534.1.p1, XM_044516443.1.p1, XM_044521687.1.p1, XM_044487353.1.p1, XM_044490553.1.p1, XM_044503802.1.p1, XM_044498331.1.p1, XM_044489859.1.p1, XM_044490555.1.p1, XM_044489857.1.p1, XM_044489861.1.p1, XM_044498333.1.p1
