Orthogroup	Arabidopsis_thaliana_rna_prot	Malus_domestica_rna_prot
OG0000086	NM_126450.3.p1, NM_126451.5.p1, NM_001335216.1.p1, NM_126448.3.p1, NM_126449.5.p1, NM_001335215.1.p1, NM_126444.2.p1, NM_126443.5.p1, NM_126447.1.p1	XM_008359984.3.p1
OG0000086	NM_105783.3.p1	XM_029091782.1.p1
OG0000086	NM_101385.3.p1, NM_101386.4.p1, NM_101384.2.p1, NM_101383.3.p1, NM_001332152.1.p1, NM_001123821.1.p1, NM_001332153.1.p1	XM_029096473.1.p1, XM_029096480.1.p1, XM_029096478.1.p1, XM_029096495.1.p1, XM_029096500.1.p1, XM_029096497.1.p1, XM_029096487.1.p1, XM_029096477.1.p1, XM_029096484.1.p1, XM_029096494.1.p1, XM_029096476.1.p1, XM_029096474.1.p1, XM_029096491.1.p1, XM_008341373.3.p1, XM_008341376.3.p1, XM_008341371.3.p1, XM_008391017.3.p1, XM_008391016.3.p1, XM_029091572.1.p1, XM_008391018.3.p1
OG0000087	NM_116064.5.p1, NM_001203228.2.p1	XM_029102709.1.p1
OG0000087	NM_118755.4.p1	XM_008339413.3.p1, XM_017329901.2.p1, XM_029088303.1.p1
OG0000087	NM_105468.3.p1, NM_105469.2.p1, NM_001198158.1.p1, NM_001332662.1.p1, NM_102310.5.p1	XM_029095983.1.p1, XM_008391631.3.p1, XM_008391632.3.p1, XM_029095985.1.p1
OG0000088	NM_001336200.1.p1, NM_001336201.1.p1, NM_128469.4.p1	XM_008381420.3.p1, XM_008361177.3.p1, XM_029106718.1.p1, XM_029106716.1.p1, XM_029106717.1.p1, XM_029106719.1.p1, XM_029106722.1.p1, XM_029106721.1.p1, XM_029093740.1.p1, XM_029106498.1.p1, XM_008361209.2.p1, XM_029095042.1.p1, XM_008338793.3.p1, XM_029094850.1.p1, XM_008393942.3.p1, XM_008388354.3.p1, XM_029093739.1.p1
OG0000089	NM_101820.4.p1	XM_008389809.3.p1, XM_008378987.3.p1, XM_008389807.3.p1
OG0000089	NM_111981.5.p1, NM_001342768.1.p1, NM_001036754.2.p1, NM_120519.3.p1, NM_001342769.1.p1, NM_001342771.1.p1, NM_001342770.1.p1, NM_126041.1.p1, NM_001335411.1.p1, NM_001335410.1.p1, NM_001338558.1.p1, NM_113091.6.p1, NM_001344225.1.p1, NM_123161.3.p1	XM_008379057.3.p1, XM_008366750.3.p1, XM_029109566.1.p1
OG0000090	NM_121889.3.p1	XM_008342648.3.p1
OG0000090	NM_001337564.1.p1, NM_111387.5.p1, NM_180152.3.p1, NM_001337287.1.p1, NM_130369.4.p1	XM_017335851.2.p1, XM_029089219.1.p1, XM_029089220.1.p1, XM_029089225.1.p1, XM_029089223.1.p1, XM_029089221.1.p1, XM_008388362.3.p1
OG0000090	NM_180633.2.p1, NM_001333669.1.p1, NM_001333668.1.p1, NM_001333667.1.p1, NM_001333670.1.p1, NM_001333666.1.p1, NM_001333671.1.p1, NM_001333673.1.p1, NM_001333672.1.p1	XM_029090064.1.p1
OG0000090	NM_179287.2.p1, NM_100764.4.p1	XM_029090070.1.p1, XM_029090071.1.p1
OG0000091	NM_125551.4.p1	XM_008377460.3.p1
OG0000091	NM_124155.3.p1	XM_029103382.1.p1
OG0000091	NM_179694.4.p1	XM_029094471.1.p1, XM_008387455.3.p1
OG0000092	NM_101477.2.p1	XM_029108773.1.p1
OG0000092	NM_101492.3.p1, NM_001332218.1.p1	XM_008381931.3.p1, XM_008382107.3.p1, XM_029096774.1.p1
OG0000093	NM_001339982.1.p1, NM_115809.2.p1, NM_001339981.1.p1	XM_029100909.1.p1, XR_003768063.1.p1, XM_029091644.1.p1, XM_029100910.1.p1
OG0000093	NM_111628.4.p1	XM_008366413.3.p1, XM_008358412.3.p1, XM_008384331.3.p1
OG0000093	NM_001337023.1.p1, NM_129890.4.p1	XM_029100907.1.p1, XM_029100904.1.p1
OG0000093	NM_117354.3.p1	XM_029102410.1.p1, XM_008384541.3.p1
OG0000095	NM_105425.5.p1	XR_003770198.1.p1, XR_003770199.1.p1, XR_003770202.1.p1, XR_003770197.1.p1, XR_003770203.1.p1, XR_003770208.1.p1, XR_003770207.1.p1, XR_003770206.1.p1, XR_003770200.1.p1, XR_003770196.1.p1, XM_029091839.1.p1, XM_029091843.1.p1, XM_029091840.1.p1, XM_029091842.1.p1, XM_029091841.1.p1
OG0000095	NM_001345589.1.p1, NM_001345587.1.p1, NM_001345586.1.p1, NM_001203676.2.p1, NM_125732.3.p1, NM_001345588.1.p1	XR_003774037.1.p1, XR_003768576.1.p1, XR_003768577.1.p1, XR_003768579.1.p1
OG0000096	NM_111761.3.p1	XM_029089862.1.p1, XM_008371793.3.p1, XM_008371794.3.p1, XM_008371795.3.p1
OG0000097	NM_001333563.1.p1, NM_104160.3.p1, NM_104159.1.p1, NM_102568.2.p1, NM_001340417.1.p1, NM_116541.4.p1	XM_008379366.3.p1
OG0000097	NM_001332174.1.p1, NM_001332176.1.p1, NM_106681.1.p1	XM_008387800.3.p1, XM_008386693.3.p1, XM_008384767.3.p1, XM_008392488.3.p1, XM_008385925.3.p1, XM_008351818.3.p1
OG0000097	NM_104158.2.p1	XM_008379370.3.p1, XM_008379368.3.p1, XM_008386832.3.p1, XM_008346552.3.p1
OG0000097	NM_104157.1.p1	XM_008379369.3.p1
OG0000098	NM_001340740.1.p1, NM_001340741.1.p1, NM_001340739.1.p1, NM_001341569.1.p1, NM_001341568.1.p1	NM_001293849.1.p1
OG0000098	NM_001337146.1.p1, NM_130128.4.p1	NM_001293926.1.p1, NM_001328835.1.p1, XM_029104744.1.p1
OG0000098	NM_001345537.1.p1, NM_001345536.1.p1, NM_001345539.1.p1, NM_001345529.1.p1, NM_180916.1.p1, NM_125610.4.p1, NM_001345528.1.p1	XM_008378632.3.p1, XM_008378625.2.p1, XM_008378640.3.p1, XM_008378604.3.p1, XM_017334420.2.p1, NM_001293972.1.p1, XM_017334789.2.p1, XM_017334930.2.p1
OG0000099	NM_128136.3.p1	XM_029093542.1.p1, XR_003768763.1.p1, XR_003768764.1.p1, XR_003768766.1.p1, XR_003775351.1.p1, XR_003775346.1.p1, XR_003775345.1.p1, XR_003775348.1.p1, XR_003775349.1.p1, XR_003775350.1.p1, XR_003775344.1.p1
OG0000099	NM_112214.5.p1	XM_008391929.3.p1, XM_029087837.1.p1
OG0000099	NM_121824.4.p1, NM_001343538.1.p1, NM_111265.4.p1	XM_029090256.1.p1
OG0000101	NM_001125684.1.p1, NM_104519.1.p1	XR_003770608.1.p1, XM_017324434.2.p1, XM_029101149.1.p1, XM_008372447.3.p1, XM_008389523.3.p1, XM_029101160.1.p1, XM_029101145.1.p1, XM_029101268.1.p1, XM_029090652.1.p1, XM_008388784.3.p1, XM_017332115.2.p1
OG0000101	NM_101471.3.p1	XM_029097450.1.p1, XM_008344600.3.p1, XM_008367098.3.p1, XM_008386038.3.p1
OG0000102	NM_114829.4.p1	XM_008353738.3.p1, XM_008379716.3.p1, XM_008369993.3.p1, XM_029095190.1.p1
OG0000102	NM_001336612.1.p1	XM_029098450.1.p1, XM_008387300.3.p1, XM_008389325.3.p1, XM_008371338.3.p1
OG0000102	NM_119940.5.p1	XM_008339399.3.p1, XM_008379710.3.p1, XM_008395450.3.p1
OG0000102	NM_125143.4.p1	XM_008355036.3.p1, XM_008342957.3.p1
OG0000106	NM_112617.4.p1	XM_008392168.3.p1, XM_008392166.3.p1, XM_008392170.3.p1, XM_008392150.2.p1
OG0000106	NM_116369.3.p1, NM_116304.4.p1	XM_029105548.1.p1
OG0000107	NM_001203535.1.p1, NM_001344505.1.p1	XM_029091454.1.p1, XM_029096001.1.p1
OG0000107	NM_179779.3.p1	XM_008361860.3.p1, XM_008387254.3.p1, XM_029100318.1.p1
OG0000107	NM_179453.3.p1	XM_008366472.3.p1, XM_029104133.1.p1, XM_008395268.3.p1, XM_008348667.2.p1
OG0000108	NM_128996.3.p1, NM_001336515.1.p1, NM_111544.1.p1	XM_008373364.3.p1, XM_008385342.3.p1
OG0000108	NM_102613.2.p1, NM_001084156.1.p1	XM_008385341.2.p1, XM_008373517.3.p1
OG0000108	NM_100035.3.p1, NM_105210.2.p1, NM_119822.1.p1, NM_125437.5.p1	XM_008362389.3.p1, XM_008366210.3.p1, XM_029103443.1.p1, XM_029108935.1.p1
OG0000109	NM_114533.2.p1, NR_141647.1.p1, NM_114534.3.p1, NR_141648.1.p1, NR_141646.1.p1, NM_123154.3.p1, NM_123160.3.p1, NM_123164.2.p1, NM_114539.3.p1, NM_114536.4.p1, NM_114532.5.p1, NM_114535.1.p1, NR_143870.1.p1, NM_114537.4.p1, NM_125351.3.p1, NM_125350.3.p1	XM_008357523.3.p1, XM_008357512.3.p1, XM_029099119.1.p1, XM_008386676.3.p1
OG0000109	NM_115429.3.p1, NM_115428.3.p1	XM_029104935.1.p1, XM_008392823.3.p1, XM_017337249.2.p1, XM_029101636.1.p1, XM_008345357.3.p1, XM_008392822.3.p1, XM_029100278.1.p1
OG0000110	NM_001339360.1.p1, NM_148858.2.p1, NR_141368.1.p1, NM_148857.3.p1, NM_148853.1.p1, NM_001203102.2.p1, NM_148855.3.p1, NM_148854.3.p1, NM_122405.2.p1, NM_001343905.1.p1, NM_122404.1.p1, NM_128630.3.p1, NM_128628.4.p1, NM_001198035.1.p1, NM_101034.3.p1	XM_029103938.1.p1, XM_008394752.3.p1, XM_008360769.3.p1, XM_008351368.3.p1, XM_008382276.3.p1, XR_001790800.2.p1, XM_008366372.3.p1, XM_029107313.1.p1, XM_008384353.3.p1, XM_008346832.3.p1, XM_008367603.3.p1, XM_017323895.2.p1, XM_008350202.3.p1
OG0000111	NM_126284.3.p1, NM_201670.2.p1, NM_126289.2.p1, NM_126293.4.p1, NM_126292.3.p1, NM_001335105.1.p1, NM_126291.2.p1, NM_126290.2.p1, NM_126283.5.p1	XM_029090189.1.p1, XM_008361688.3.p1, XM_008390541.3.p1, XM_008372550.3.p1
OG0000112	NM_113885.2.p1, NM_113891.2.p1, NM_113890.3.p1, NM_113894.1.p1, NM_125509.3.p1, NM_113889.3.p1, NM_113880.2.p1, NM_123271.3.p1, NM_123267.6.p1, NM_123270.3.p1	XM_029097463.1.p1, XM_029097449.1.p1, XM_029107584.1.p1, XM_029097918.1.p1, XM_008381213.3.p1, XM_017325751.2.p1, XM_017334458.2.p1, XM_008359695.3.p1, XM_017334265.2.p1, XM_008359562.3.p1, XM_008381216.3.p1, XM_008349870.3.p1, XM_008343843.3.p1, XM_008367299.2.p1, XM_008359706.2.p1, XM_029097475.1.p1, XM_008365695.2.p1, XM_008349869.3.p1
OG0000113	NM_100508.2.p1	XM_029108837.1.p1
OG0000113	NM_114794.2.p1, NM_128302.3.p1	XM_029103159.1.p1, XM_029103090.1.p1, XM_008369984.3.p1, XM_029110334.1.p1, XM_029110333.1.p1, XM_029109308.1.p1, XM_029110332.1.p1
OG0000115	NM_104843.2.p1, NM_001333993.1.p1, NM_118259.4.p1, NM_001341479.1.p1	XM_008346936.3.p1, XM_008357755.3.p1
OG0000116	NM_106650.3.p1	XR_529674.3.p1
OG0000117	NM_001332735.1.p1, NM_102457.6.p1	XM_017323651.2.p1, XR_003769777.1.p1, XR_003769776.1.p1, XM_008391261.3.p1, XM_008391264.3.p1
OG0000117	NM_106111.4.p1, NM_179553.1.p1	XM_029092785.1.p1, XM_029092787.1.p1, XM_029092783.1.p1, XM_029092784.1.p1, XM_029092786.1.p1, XM_008366407.3.p1
OG0000118	NM_001336162.1.p1, NM_128389.3.p1	XM_029099819.1.p1, XM_008387104.3.p1
OG0000118	NM_115205.2.p1, NM_129277.3.p1, NM_001202767.1.p1	XM_008361426.3.p1, XM_008371466.3.p1
OG0000118	NM_119685.3.p1	XM_029102222.1.p1, XM_008350298.3.p1
OG0000118	NM_120713.5.p1	XM_029089550.1.p1, XM_008393736.3.p1
OG0000119	NM_112258.4.p1, NM_111664.3.p1	XM_008344005.3.p1
OG0000119	NM_124188.4.p1, NM_111662.3.p1, NM_111663.2.p1, NM_111661.3.p1	XM_008381744.2.p1, XM_008383572.2.p1, XM_008381745.2.p1, XM_008350864.2.p1, XM_029092020.1.p1, XM_029089851.1.p1
OG0000119	NM_101576.1.p1, NM_127105.1.p1, NM_128219.2.p1, NM_117450.2.p1, NM_129589.1.p1, NM_103464.1.p1, NM_106487.3.p1, NM_128875.1.p1	XM_029109263.1.p1, XM_029103518.1.p1
OG0000120	NM_116969.3.p1, NM_001198209.1.p1, NM_103213.3.p1, NM_106479.3.p1	XM_008387900.3.p1, XM_008348138.3.p1
OG0000120	NM_001344252.1.p1, NM_123209.4.p1, NM_121610.4.p1, NM_001343435.1.p1, NM_001337415.1.p1	XM_029097115.1.p1, XM_008381308.3.p1, XM_008381309.3.p1
OG0000120	NM_180943.2.p1, NM_001203692.1.p1, NM_001203346.1.p1, NM_001203347.1.p1, NM_121083.4.p1	XM_008360995.3.p1, XM_008340319.3.p1
OG0000121	NM_148036.1.p1	XM_029089907.1.p1
OG0000122	NM_101579.4.p1, NM_101578.3.p1, NM_106481.4.p1, NM_001334824.1.p1, NM_101580.4.p1, NM_001334825.1.p1, NM_106484.4.p1, NM_106482.2.p1, NM_106485.4.p1	XM_008357955.3.p1, XM_029102713.1.p1, XM_008362076.3.p1, XM_008393684.3.p1, XM_008392479.3.p1, XR_003773516.1.p1, XM_008384787.3.p1, XM_008374042.3.p1
OG0000125	NM_120507.5.p1, NM_001125696.1.p1	XM_008367192.3.p1, XM_029100299.1.p1, XM_008367054.3.p1, XM_029105815.1.p1, XM_029105816.1.p1, XM_017329838.2.p1
OG0000125	NM_001342699.1.p1, NM_001342700.1.p1, NM_120411.5.p1, NM_202996.2.p1	XM_029101070.1.p1, XM_008372014.3.p1, XM_029101069.1.p1, XM_029101074.1.p1, XM_008389356.3.p1, XR_531485.3.p1, XM_029090816.1.p1, XR_001791758.2.p1, XM_008389358.3.p1
OG0000126	NM_115584.5.p1, NM_001339849.1.p1, NM_115587.2.p1	XM_008362454.3.p1
OG0000128	NM_001336635.1.p1, NM_001336637.1.p1, NM_001336628.1.p1, NM_201889.2.p1, NM_001336638.1.p1, NM_001336629.1.p1, NM_001336634.1.p1, NM_001336633.1.p1, NM_001336627.1.p1, NM_001336636.1.p1, NM_001336631.1.p1	XM_017331595.2.p1, XM_008371530.3.p1, XM_017331599.2.p1, XM_008371526.3.p1, XM_008371528.3.p1, XM_017331596.2.p1, XM_008371531.3.p1, XM_029101096.1.p1, XM_029101093.1.p1
OG0000129	NM_112524.4.p1, NM_180266.3.p1, NM_112523.1.p1	XM_008356066.2.p1, XM_008345549.3.p1, XM_008349022.3.p1, XM_008349021.3.p1
OG0000130	NM_117486.4.p1, NM_001340901.1.p1, NM_001203795.1.p1, NM_115789.2.p1, NM_115780.1.p1, NM_001339952.1.p1, NM_115781.3.p1, NM_115785.2.p1, NM_001203203.2.p1, NM_115783.3.p1, NM_115778.3.p1, NM_115779.1.p1, NM_104611.1.p1, NM_001339399.1.p1, NM_115786.1.p1, NM_115787.2.p1, NM_001339953.1.p1, NM_115782.3.p1, NM_118354.4.p1, NM_202861.1.p1	XM_029100655.1.p1
OG0000131	NM_178968.5.p1	XM_008360582.3.p1
OG0000131	NM_122069.4.p1, NM_001084884.5.p1	XM_008372905.3.p1, XM_029100190.1.p1
OG0000131	NM_120402.3.p1, NM_180698.3.p1, NM_001343676.1.p1, NM_001036747.1.p1, NM_105209.4.p1	XM_008389391.3.p1
OG0000132	NM_001333384.1.p1, NM_103836.4.p1, NM_112785.5.p1, NM_001338374.1.p1	XM_008363914.3.p1, XM_008363908.3.p1, XM_008354595.3.p1, XM_008354594.3.p1
OG0000132	NM_148574.4.p1, NM_001338373.1.p1, NM_112782.4.p1, NM_116389.3.p1	XM_029093407.1.p1, XM_029095212.1.p1, XM_008386611.3.p1, XM_008386610.3.p1, XM_017327578.2.p1, XM_029098149.1.p1, XM_008382821.3.p1, XM_029098155.1.p1
OG0000133	NM_001339897.1.p1, NM_001339898.1.p1, NM_115650.5.p1, NM_104035.4.p1	XM_008389018.3.p1, XM_008389017.3.p1, XM_008389020.3.p1, XM_008389019.3.p1, XM_008362413.3.p1
OG0000133	NM_121300.3.p1	XM_029099324.1.p1, XM_029087889.1.p1
OG0000133	NM_118127.1.p1	XM_008382916.2.p1
OG0000133	NM_102109.4.p1	XM_008380532.3.p1, XM_029095007.1.p1
OG0000133	NM_100296.2.p1	XM_008374378.3.p1
OG0000133	NM_120768.3.p1	XM_008389025.3.p1, XM_029093207.1.p1
OG0000133	NM_124180.3.p1	XM_008352634.3.p1, XM_008376921.3.p1
OG0000134	NM_179787.4.p1, NM_100678.3.p1, NM_001331754.1.p1	XM_029088549.1.p1, XM_008361123.3.p1
OG0000134	NM_001338880.1.p1, NM_001338879.1.p1, NM_001084748.2.p1, NM_001338878.1.p1	XM_029097158.1.p1, XM_008363898.3.p1, XM_029097159.1.p1, XM_008380975.3.p1
OG0000134	NM_101171.4.p1, NM_001035957.3.p1, NM_001332057.1.p1, NM_001332056.1.p1	XM_008341880.3.p1, XM_008341877.3.p1, XM_008341879.3.p1
OG0000135	NM_115222.3.p1	XM_008389511.3.p1, NM_001328884.1.p1
OG0000135	NM_116378.4.p1, NM_099987.4.p1, NM_001331245.1.p1, NM_130253.3.p1	XM_008360432.3.p1, XM_029104805.1.p1, XM_008360526.2.p1
OG0000135	NM_127380.4.p1	XM_029093402.1.p1
OG0000136	NM_148145.5.p1, NM_119178.2.p1	XM_008354928.3.p1
OG0000136	NM_122514.2.p1, NM_119529.2.p1, NM_119530.3.p1, NM_127025.3.p1, NM_127021.3.p1	NM_001311210.1.p1
OG0000136	NM_103893.1.p1, NM_001333418.1.p1	XM_029108937.1.p1
OG0000138	NM_100911.6.p1, NM_100910.5.p1	XM_029091626.1.p1, XM_008391323.2.p1, XM_008391324.3.p1
OG0000139	NM_001084672.1.p1, NM_202564.2.p1, NM_202563.3.p1, NM_001337984.1.p1, NM_001337985.1.p1, NM_112061.6.p1, NM_120777.3.p1, NM_001342913.1.p1, NM_203016.2.p1, NM_001342914.1.p1	XM_008377136.3.p1, XM_029095747.1.p1, XM_029095751.1.p1, XM_008352101.3.p1, NM_001328796.1.p1, XM_029089513.1.p1, XM_029092676.1.p1
OG0000139	NM_105536.4.p1	XM_008352645.3.p1
OG0000140	NM_105293.1.p1, NM_105292.3.p1, NM_121232.1.p1, NM_001341507.1.p1, NM_118284.2.p1, NM_118285.3.p1, NM_117120.2.p1, NM_117121.1.p1, NM_103030.2.p1, NM_117122.1.p1, NM_001340673.1.p1, NM_001340672.1.p1, NM_001084901.3.p1, NM_001340675.1.p1, NM_001333025.1.p1, NM_103029.3.p1, NM_001333022.1.p1, NM_001333023.1.p1	XM_029098485.1.p1, XM_029098483.1.p1
OG0000141	NM_202709.2.p1, NM_112097.5.p1, NM_001035605.2.p1	XM_008371509.3.p1, XM_008371517.3.p1, XM_008386098.3.p1
OG0000141	NM_202979.1.p1, NM_120013.6.p1, NM_126006.4.p1, NM_114996.4.p1, NM_202682.2.p1	XM_017324136.2.p1, XM_008339747.3.p1, XM_029109759.1.p1, XM_008379499.3.p1
OG0000142	NM_001334310.1.p1	XM_008343729.3.p1, XM_008343727.3.p1, XM_029108736.1.p1
OG0000143	NM_202078.2.p1, NM_100958.2.p1, NM_001084276.2.p1, NM_104750.3.p1	XM_029095744.1.p1, XM_008342267.3.p1, XM_008390885.3.p1, XM_008390887.3.p1
OG0000144	NM_115627.4.p1	NM_001329032.1.p1, XM_008393979.3.p1
OG0000144	NM_101200.2.p1	XM_008341478.3.p1, XM_008391794.2.p1
OG0000144	NM_100702.4.p1	XM_008380031.3.p1, XM_008392881.3.p1
OG0000145	NM_124457.4.p1	XM_008394505.3.p1, XM_008358349.3.p1
OG0000145	NM_129463.4.p1	XM_029090187.1.p1, XM_008372549.2.p1
OG0000145	NM_118633.2.p1, NM_124458.2.p1, NM_114733.4.p1, NM_122271.3.p1	XM_029104208.1.p1, XM_029093209.1.p1
OG0000145	NM_121320.3.p1	XM_008354830.3.p1, XM_008391699.3.p1
OG0000146	NM_100520.4.p1	XM_008344866.3.p1, XM_008344865.3.p1, XM_008382968.3.p1
OG0000146	NM_117996.6.p1, NM_123942.2.p1	XM_008385385.3.p1, XM_008373279.3.p1
OG0000147	NM_128672.2.p1	XM_008357983.3.p1
OG0000147	NM_001084733.2.p1	XM_008342947.3.p1, XM_029096520.1.p1, XM_008393004.2.p1
OG0000147	NM_100583.2.p1	XM_008386527.3.p1, XM_008356855.3.p1
OG0000147	NM_111322.3.p1, NM_122732.3.p1	XM_008390500.2.p1, XM_008372517.3.p1
OG0000148	NM_179180.3.p1, NM_119870.2.p1, NM_001085037.2.p1, NM_001204013.1.p1, NM_119869.2.p1, NM_119868.3.p1	XM_029091869.1.p1
OG0000148	NM_128213.4.p1	XM_029106895.1.p1, XM_029106896.1.p1, XM_008395604.3.p1
OG0000149	NM_100448.4.p1, NM_001197986.1.p1	XM_008340597.3.p1
OG0000149	NM_102256.3.p1	XM_029092055.1.p1, XM_008363573.3.p1
OG0000149	NM_129944.3.p1, NM_201953.2.p1	XM_029093731.1.p1, XM_029108161.1.p1
OG0000150	NM_101311.6.p1, NM_126310.3.p1	XM_008341210.3.p1
OG0000150	NM_118599.2.p1, NM_125939.3.p1	XM_008376877.3.p1, XM_008395241.3.p1, XM_008340314.3.p1, XM_029109301.1.p1, XM_008387460.3.p1, XM_008380332.3.p1, XM_029107188.1.p1, XM_008340690.3.p1, XM_008340691.3.p1
OG0000151	NM_202441.3.p1, NM_001084370.2.p1	XM_017328026.2.p1, XM_008358139.3.p1, NM_001301724.1.p1
OG0000151	NM_001342244.1.p1, NM_119556.3.p1	XM_029109621.1.p1
OG0000151	NM_001345807.1.p1, NM_001203118.1.p1, NM_114910.3.p1	NM_001328726.1.p1, NM_001328806.1.p1
OG0000151	NM_120165.2.p1	NM_001319253.1.p1, NM_001320015.1.p1
OG0000152	NM_001126001.2.p1, NM_125545.4.p1	XM_017333404.2.p1, XM_008369076.3.p1
OG0000152	NM_100998.4.p1	XM_008365908.3.p1, XM_029110406.1.p1
OG0000152	NM_122233.4.p1, NM_112884.1.p1, NM_103915.2.p1	XM_029091038.1.p1, XM_029091037.1.p1
OG0000153	NM_180791.3.p1, NM_203146.4.p1, NM_123693.6.p1	XM_029096465.1.p1, XM_008391665.3.p1
OG0000156	NM_203086.3.p1, NM_122013.4.p1, NM_001036832.1.p1	XM_008339109.3.p1, XM_008356160.3.p1
OG0000156	NM_104148.5.p1, NM_001338180.1.p1, NM_001202974.1.p1, NM_112435.3.p1, NM_103674.1.p1, NM_179468.2.p1	XM_008352198.3.p1, XM_008379396.3.p1
OG0000157	NM_102057.4.p1, NM_106441.4.p1	XM_029107135.1.p1, XM_008380296.3.p1, XM_029094959.1.p1, XM_008340578.3.p1, XM_017322666.2.p1
OG0000157	NM_180942.3.p1, NM_001037070.1.p1, NM_125919.3.p1, NM_121041.5.p1, NM_001343085.1.p1, NM_001343086.1.p1, NM_001343084.1.p1	XM_029094327.1.p1, XR_003769108.1.p1, XM_008377895.3.p1, XM_017333114.2.p1
OG0000158	NM_123700.1.p1	XM_008342901.3.p1, XM_017323447.2.p1
OG0000158	NM_001339687.1.p1, NM_129452.4.p1	XM_029102607.1.p1
OG0000158	NM_123701.4.p1, NM_123703.3.p1, NM_123702.1.p1	XM_008377126.3.p1
OG0000160	NM_105443.5.p1	XM_008391536.3.p1, XM_008363605.3.p1
OG0000160	NM_001338872.1.p1	XM_029107671.1.p1
OG0000160	NM_001203786.1.p1, NM_113378.2.p1, NM_124267.3.p1, NM_001337685.1.p1, NM_111581.3.p1	XM_008374216.3.p1
OG0000160	NM_001203791.1.p1, NM_117445.3.p1, NM_113328.3.p1, NM_100348.4.p1	XM_008362259.3.p1, XM_008341066.3.p1
OG0000162	NM_001341952.1.p1, NM_119032.5.p1, NM_119030.4.p1, NM_001084996.2.p1	XM_029110199.1.p1, XM_008345771.3.p1, XM_017331251.2.p1
OG0000163	NM_124138.2.p1	XM_008351660.3.p1, XM_008378102.3.p1
OG0000163	NM_117534.3.p1	XM_008359739.3.p1, XM_008344017.3.p1
OG0000163	NM_179946.4.p1, NM_201888.3.p1, NM_001339611.1.p1, NM_115194.3.p1, NM_001339608.1.p1, NM_001339609.1.p1	XM_008371576.3.p1, XM_017331608.2.p1, XM_008371579.3.p1, XM_008361434.3.p1, XM_008345273.3.p1, XM_008378076.3.p1
OG0000164	NM_121024.3.p1, NM_125870.3.p1, NM_127746.2.p1, NM_120095.4.p1	XM_017323266.2.p1, XM_008370936.3.p1, XM_008360074.3.p1
OG0000164	NM_121748.4.p1	XM_008364646.3.p1, XM_008396079.3.p1
OG0000164	NM_001336002.1.p1, NM_119393.3.p1	XM_008395847.3.p1, XM_008368471.3.p1
OG0000164	NM_120599.4.p1	XM_008376958.3.p1, XM_029105021.1.p1
OG0000166	NM_001336689.1.p1, NM_129368.3.p1, NM_120202.5.p1	XM_029101245.1.p1, XM_029089637.1.p1, XM_017329312.2.p1, XM_008362561.3.p1, XM_008362560.3.p1, XM_008394716.3.p1
OG0000166	NM_127675.3.p1	XM_029109741.1.p1, XM_008374675.3.p1
OG0000166	NM_106418.4.p1	XM_008340563.3.p1
OG0000167	NM_113182.2.p1	XM_008392725.3.p1, XM_008342785.3.p1
OG0000167	NM_115050.2.p1	XR_001791320.2.p1, XM_008388192.3.p1, XR_003767004.1.p1, XR_003767005.1.p1, XR_001791319.2.p1, XM_029100328.1.p1
OG0000168	NM_127238.3.p1, NM_119676.4.p1, NM_001203991.1.p1	XM_008379507.3.p1, XM_008383888.3.p1
OG0000168	NM_001336641.1.p1, NM_129274.4.p1, NM_115202.3.p1, NM_125459.4.p1	XM_008389373.3.p1, XM_008387089.3.p1, XM_008365285.3.p1
OG0000168	NM_115339.3.p1	XM_008366817.3.p1, XM_008369458.3.p1
OG0000169	NM_001332071.1.p1, NM_101227.3.p1	XM_029102155.1.p1, XM_029103641.1.p1, XM_029102419.1.p1, XM_029102417.1.p1, XM_008348254.3.p1, XM_008379135.3.p1, XM_008343608.3.p1, XM_008343609.3.p1, XM_008381260.3.p1, XM_008341509.3.p1, XM_017337049.2.p1, XM_008391127.3.p1
OG0000170	NM_001343292.1.p1, NM_180705.3.p1, NM_121377.5.p1	XR_001787967.2.p1, XM_008356618.3.p1, XM_017327621.2.p1, XM_029095184.1.p1, XM_029105222.1.p1, XM_008347965.3.p1
OG0000172	NM_102088.3.p1, NM_102089.5.p1, NM_001036001.1.p1, NM_102086.3.p1, NM_202156.2.p1, NM_102085.3.p1	XM_008361124.3.p1, XM_008387882.3.p1, XM_008361098.3.p1, XM_029095310.1.p1, XM_008387883.3.p1, XM_029106468.1.p1, XR_003776111.1.p1
OG0000173	NM_113225.3.p1	NM_001329027.1.p1, XM_008342898.3.p1
OG0000174	NM_125364.3.p1, NM_114492.4.p1, NM_104232.4.p1	XM_008345600.2.p1, XM_008369273.3.p1, XM_008356050.3.p1, XM_008364585.3.p1, XM_008358124.3.p1
OG0000176	NM_116327.5.p1, NM_001340292.1.p1	XM_008382575.3.p1, XR_003771935.1.p1
OG0000176	NM_001084652.2.p1, NM_001202909.1.p1, NM_111640.2.p1	XM_029104373.1.p1
OG0000176	NM_104911.3.p1, NM_001332012.1.p1, NM_101067.6.p1	XM_008372839.3.p1, XM_029109334.1.p1
OG0000177	NM_147836.5.p1, NM_001342796.1.p1	XM_017329986.2.p1, XM_008364995.3.p1, XM_008377321.3.p1
OG0000177	NM_122103.4.p1, NM_001343691.1.p1	XM_008387379.3.p1, XM_008357043.3.p1
