Orthogroup	Tribolium_castaneum_rna.fna.transdecoder_cd	Anoplophora_glabripennis_rna.fna.transdecoder_cd
OG0000014	gnl|WGS_AAJJ|TC009911-RA.p1	XM_018712919.1.p1
OG0000014	gnl|WGS_AAJJ|TC008926-RA.p1	XM_018724155.1.p1
OG0000014	gnl|WGS_AAJJ|TC013309-RA.p1	XM_018724321.1.p1
OG0000014	gnl|WGS_AAJJ|TC005661-RA.p1	XM_018724814.1.p1
OG0000014	gnl|WGS_AAJJ|TC032750-RB.p1	XM_018717100.1.p1
OG0000015	gnl|WGS_AAJJ|TC012253-RB.p1	XM_018713059.2.p1
OG0000015	gnl|WGS_AAJJ|TC012253-RC.p1	XM_018713048.2.p1, XM_018713058.2.p1, XM_018713064.1.p1
OG0000015	gnl|WGS_AAJJ|TC014776-RA.p1	XM_023455191.1.p1
OG0000015	gnl|WGS_AAJJ|TC014403-RA.p1	XM_018709314.2.p1, XM_018720615.2.p1, XM_018724270.2.p1
OG0000015	gnl|WGS_AAJJ|TC009892-RA.p1, gnl|WGS_AAJJ|TC009891-RA.p1	XM_018715172.1.p1
OG0000015	gnl|WGS_AAJJ|TC014089-RA.p1	XM_018724201.1.p1
OG0000015	gnl|WGS_AAJJ|TC014880-RA.p1, gnl|WGS_AAJJ|TC010962-RA.p1, gnl|WGS_AAJJ|TC033612-RA.p1, gnl|WGS_AAJJ|TC015346-RA.p1, gnl|WGS_AAJJ|TC033390-RA.p1, gnl|WGS_AAJJ|TC008570-RA.p1, gnl|WGS_AAJJ|TC013752-RA.p1	XM_018715628.1.p1
OG0000015	gnl|WGS_AAJJ|TC014589-RA.p1	XM_018717201.1.p1
OG0000015	gnl|WGS_AAJJ|TC014775-RA.p1	XM_018719575.1.p1, XM_018705529.1.p1
OG0000015	gnl|WGS_AAJJ|TC010434-RA.p1	XM_023455975.1.p1
OG0000015	gnl|WGS_AAJJ|TC014386-RA.p1, gnl|WGS_AAJJ|TC014383-RA.p1, gnl|WGS_AAJJ|TC014379-RA.p1	XM_018710022.1.p1, XM_018718286.1.p1, XM_023455420.1.p1, XM_018709857.2.p1, XM_018713567.1.p1, XM_018713534.2.p1
OG0000015	gnl|WGS_AAJJ|TC008035-RA.p1	XM_018717500.1.p1
OG0000016	gnl|WGS_AAJJ|TC031732-RA.p1	XM_018715077.1.p1
OG0000016	gnl|WGS_AAJJ|TC004280-RA.p1	XM_018722816.1.p1
OG0000017	gnl|WGS_AAJJ|TC011307-RA.p1, gnl|WGS_AAJJ|TC011306-RA.p1	XM_018709292.2.p1
OG0000017	gnl|WGS_AAJJ|TC001315-RA.p1, gnl|WGS_AAJJ|TC001314-RA.p1, gnl|WGS_AAJJ|TC001313-RA.p1, gnl|WGS_AAJJ|TC032075-RA.p1, gnl|WGS_AAJJ|TC032070-RA.p1, gnl|WGS_AAJJ|TC032072-RA.p1, gnl|WGS_AAJJ|TC030306-RA.p1, gnl|WGS_AAJJ|TC000732-RA.p1, gnl|WGS_AAJJ|TC030311-RA.p1, gnl|WGS_AAJJ|TC034552-RA.p1, gnl|WGS_AAJJ|TC000841-RA.p1	XM_023454266.1.p1, XM_018711014.1.p1, XM_023454265.1.p1, XM_018711002.1.p1
OG0000017	gnl|WGS_AAJJ|TC030320-RA.p1, gnl|WGS_AAJJ|TC032272-RA.p1, gnl|WGS_AAJJ|TC030318-RA.p1, gnl|WGS_AAJJ|TC004944-RA.p1, gnl|WGS_AAJJ|TC030317-RA.p1	XM_018708604.1.p1
OG0000017	gnl|WGS_AAJJ|TC032074-RA.p1, gnl|WGS_AAJJ|TC032073-RA.p1	XM_023454262.1.p1
OG0000017	gnl|WGS_AAJJ|TC001271-RA.p1, gnl|WGS_AAJJ|TC001272-RA.p1, gnl|WGS_AAJJ|TC001273-RA.p1, gnl|WGS_AAJJ|TC030315-RA.p1, gnl|WGS_AAJJ|TC001275-RA.p1, gnl|WGS_AAJJ|TC011420-RA.p1, gnl|WGS_AAJJ|TC015463-RA.p1, gnl|WGS_AAJJ|TC031406-RA.p1, gnl|WGS_AAJJ|TC030314-RA.p1	XM_023457336.1.p1, XM_023457329.1.p1, XM_018705349.2.p1, XM_018705319.2.p1, XM_023457337.1.p1, XM_023457338.1.p1
OG0000017	gnl|WGS_AAJJ|TC030304-RA.p1, gnl|WGS_AAJJ|TC006448-RA.p1, gnl|WGS_AAJJ|TC006449-RA.p1, gnl|WGS_AAJJ|TC034089-RA.p1, gnl|WGS_AAJJ|TC034088-RA.p1, gnl|WGS_AAJJ|TC005677-RA.p1, gnl|WGS_AAJJ|TC003052-RA.p1, gnl|WGS_AAJJ|TC032357-RA.p1, gnl|WGS_AAJJ|TC030303-RA.p1, gnl|WGS_AAJJ|TC032283-RA.p1, gnl|WGS_AAJJ|TC003598-RA.p1, gnl|WGS_AAJJ|TC008579-RA.p1, gnl|WGS_AAJJ|TC003219-RA.p1, gnl|WGS_AAJJ|TC003218-RA.p1, gnl|WGS_AAJJ|TC003080-RA.p1	XM_018719829.1.p1
OG0000018	gnl|WGS_AAJJ|TC032992-RA.p1	XM_018717222.1.p1
OG0000018	gnl|WGS_AAJJ|TC013559-RA.p1	XM_018719251.1.p1
OG0000018	gnl|WGS_AAJJ|TC013657-RA.p1	XM_018720328.2.p1
OG0000018	gnl|WGS_AAJJ|TC013659-RA.p1	XM_018724499.1.p1
OG0000018	gnl|WGS_AAJJ|TC000432-RA.p1	XM_018707025.1.p1
OG0000018	gnl|WGS_AAJJ|TC015517-RA.p1, gnl|WGS_AAJJ|TC015531-RA.p1	XM_018714732.1.p1, XM_018714728.1.p1
OG0000018	gnl|WGS_AAJJ|TC015194-RA.p1	XM_018714726.1.p1, XM_018714736.1.p1
OG0000018	gnl|WGS_AAJJ|TC033355-RA.p1, gnl|WGS_AAJJ|TC015195-RA.p1, gnl|WGS_AAJJ|TC016232-RA.p1, gnl|WGS_AAJJ|TC015189-RA.p1, gnl|WGS_AAJJ|TC015190-RA.p1, gnl|WGS_AAJJ|TC032229-RA.p1, gnl|WGS_AAJJ|TC033465-RA.p1, gnl|WGS_AAJJ|TC033466-RA.p1, gnl|WGS_AAJJ|TC034730-RA.p1, gnl|WGS_AAJJ|TC033464-RA.p1, gnl|WGS_AAJJ|TC030901-RA.p1, gnl|WGS_AAJJ|TC016086-RA.p1, gnl|WGS_AAJJ|TC015843-RA.p1, gnl|WGS_AAJJ|TC015841-RA.p1, gnl|WGS_AAJJ|TC033467-RA.p1, gnl|WGS_AAJJ|TC015842-RA.p1, gnl|WGS_AAJJ|TC014878-RA.p1, gnl|WGS_AAJJ|TC015844-RA.p1	XM_018717063.1.p1, XM_018717072.2.p1
OG0000020	gnl|WGS_AAJJ|TC000917-RA.p1	XM_018706974.1.p1
OG0000020	gnl|WGS_AAJJ|TC000920-RA.p1	XM_018706977.1.p1
OG0000020	gnl|WGS_AAJJ|TC000912-RA.p1	XM_018705760.1.p1
OG0000020	gnl|WGS_AAJJ|TC000894-RA.p1	XM_018705768.2.p1
OG0000020	gnl|WGS_AAJJ|TC000903-RA.p2	XM_018705767.2.p1
OG0000020	gnl|WGS_AAJJ|TC000916-RA.p1	XM_018706966.1.p1
OG0000020	gnl|WGS_AAJJ|TC000889-RB.p1	XM_018705770.1.p1
OG0000020	gnl|WGS_AAJJ|TC032769-RA.p1, gnl|WGS_AAJJ|TC032769-RB.p1	XM_018720663.1.p1
OG0000020	gnl|WGS_AAJJ|TC001164-RA.p1	XM_018719804.1.p1
OG0000020	gnl|WGS_AAJJ|TC033532-RA.p1	XM_018712962.1.p1
OG0000020	gnl|WGS_AAJJ|TC009309-RA.p1	XM_018714901.1.p1
OG0000020	gnl|WGS_AAJJ|TC030553-RA.p1	XM_018716815.1.p1
OG0000020	gnl|WGS_AAJJ|TC006888-RA.p1	XM_018713952.2.p1
OG0000020	gnl|WGS_AAJJ|TC030982-RA.p1	XM_018723951.1.p1
OG0000020	gnl|WGS_AAJJ|TC009461-RA.p1	XM_018720789.1.p1
OG0000020	gnl|WGS_AAJJ|TC000926-RA.p1	XM_018706987.2.p1
OG0000020	gnl|WGS_AAJJ|TC000922-RA.p1, gnl|WGS_AAJJ|TC000921-RA.p1	XM_018715582.1.p1
OG0000020	gnl|WGS_AAJJ|TC000925-RA.p1	XM_018706970.2.p1
OG0000021	gnl|WGS_AAJJ|TC015753-RA.p1	XM_018714467.1.p1
OG0000021	gnl|WGS_AAJJ|TC015052-RA.p1	XM_018705486.2.p1
OG0000021	gnl|WGS_AAJJ|TC015051-RA.p1	XM_018716407.1.p1
OG0000021	gnl|WGS_AAJJ|TC006096-RA.p1	XM_018707256.2.p1
OG0000021	gnl|WGS_AAJJ|TC000107-RA.p1	XM_018707754.1.p1, XM_018707752.2.p1
OG0000021	gnl|WGS_AAJJ|TC015381-RA.p1	XM_018709852.1.p1
OG0000021	gnl|WGS_AAJJ|TC015380-RA.p1, gnl|WGS_AAJJ|TC015341-RA.p1	XM_018709633.1.p1
OG0000021	gnl|WGS_AAJJ|TC015379-RA.p1, gnl|WGS_AAJJ|TC033309-RA.p1	XM_018722240.1.p1
OG0000021	gnl|WGS_AAJJ|TC006124-RA.p1	XM_018706864.1.p1
OG0000021	gnl|WGS_AAJJ|TC015203-RA.p1, gnl|WGS_AAJJ|TC033617-RA.p1, gnl|WGS_AAJJ|TC014982-RA.p1	XM_018716855.1.p1
OG0000021	gnl|WGS_AAJJ|TC015111-RA.p1	XM_023456229.1.p1, XM_018719267.2.p1, XM_018714723.1.p1, XM_018718810.1.p1, XM_018714724.1.p1, XM_018718688.1.p1, XM_018719266.1.p1
OG0000021	gnl|WGS_AAJJ|TC009785-RB.p1, gnl|WGS_AAJJ|TC009785-RA.p1	XM_018716329.1.p1
OG0000022	gnl|WGS_AAJJ|TC000673-RA.p1	XM_018720089.1.p1
OG0000022	gnl|WGS_AAJJ|TC000877-RA.p1	XM_018706488.2.p1, XM_018717163.1.p1
OG0000022	gnl|WGS_AAJJ|TC005890-RA.p1	XM_023454969.1.p1, XM_018723948.2.p1
OG0000022	gnl|WGS_AAJJ|TC011878-RA.p1	XM_018723317.1.p1
OG0000023	gnl|WGS_AAJJ|TC008801-RA.p1	XM_018714174.2.p1
OG0000023	gnl|WGS_AAJJ|TC005485-RA.p1	XM_023454470.1.p1
OG0000023	gnl|WGS_AAJJ|TC014710-RB.p1	XM_018705542.2.p1
OG0000023	gnl|WGS_AAJJ|TC010960-RA.p1	XM_018715884.1.p1
OG0000023	gnl|WGS_AAJJ|TC000119-RA.p1	XM_018713489.1.p1
OG0000023	gnl|WGS_AAJJ|TC031238-RA.p1	XM_023455566.1.p1
OG0000023	gnl|WGS_AAJJ|TC008640-RA.p1	XM_018706872.1.p1
OG0000023	gnl|WGS_AAJJ|TC010846-RA.p1	XM_023455154.1.p1
OG0000023	gnl|WGS_AAJJ|TC034619-RA.p1	XM_018712238.2.p1
OG0000023	gnl|WGS_AAJJ|TC009719-RA.p1	XM_018718040.1.p1
OG0000023	gnl|WGS_AAJJ|TC032813-RB.p1	XM_018723973.1.p1
OG0000024	gnl|WGS_AAJJ|TC006095-RA.p1	XM_018708401.1.p1
OG0000024	gnl|WGS_AAJJ|TC033776-RA.p1	XM_018712562.2.p1
OG0000024	gnl|WGS_AAJJ|TC012362-RA.p1	XM_023454347.1.p1
OG0000024	gnl|WGS_AAJJ|TC034797-RA.p1, gnl|WGS_AAJJ|TC015541-RA.p1, gnl|WGS_AAJJ|TC034728-RA.p1, gnl|WGS_AAJJ|TC033005-RA.p1	XM_023454402.1.p1, XM_018707100.1.p1
OG0000024	gnl|WGS_AAJJ|TC034701-RA.p1	XM_018724200.1.p1
OG0000024	gnl|WGS_AAJJ|TC009510-RA.p2	XM_018706871.1.p1
OG0000024	gnl|WGS_AAJJ|TC002095-RA.p1	XM_018720177.2.p1
OG0000024	gnl|WGS_AAJJ|TC005542-RA.p1, gnl|WGS_AAJJ|TC034126-RA.p1, gnl|WGS_AAJJ|TC015087-RA.p1	XM_018717360.1.p1, XM_018717361.1.p1
OG0000024	gnl|WGS_AAJJ|TC003563-RA.p1, gnl|WGS_AAJJ|TC006575-RA.p1	XM_018717362.2.p1
OG0000024	gnl|WGS_AAJJ|TC034125-RA.p1, gnl|WGS_AAJJ|TC031055-RA.p1, gnl|WGS_AAJJ|TC012955-RA.p1	XM_023454939.1.p1
OG0000024	gnl|WGS_AAJJ|TC006574-RA.p1	XM_018712802.1.p1, XM_018712812.1.p1
OG0000025	gnl|WGS_AAJJ|TC003564-RA.p1	XM_018717759.2.p1
OG0000025	gnl|WGS_AAJJ|TC010761-RA.p1	XM_018723435.1.p1
OG0000025	gnl|WGS_AAJJ|TC000585-RA.p1	XM_018711471.1.p1
OG0000025	gnl|WGS_AAJJ|TC001230-RA.p1	XM_018709982.1.p1
OG0000025	gnl|WGS_AAJJ|TC000561-RA.p1	XM_018719476.1.p1
OG0000025	gnl|WGS_AAJJ|TC012933-RA.p1, gnl|WGS_AAJJ|TC010997-RA.p1	XM_018708821.2.p1, XM_018708824.1.p1
OG0000025	gnl|WGS_AAJJ|TC002947-RA.p1	XM_018722985.2.p1
OG0000025	gnl|WGS_AAJJ|TC011448-RA.p1, gnl|WGS_AAJJ|TC014155-RA.p1, gnl|WGS_AAJJ|TC014156-RA.p1	XM_018710314.2.p1
OG0000025	gnl|WGS_AAJJ|TC034542-RA.p1	XM_018723666.2.p1
OG0000027	gnl|WGS_AAJJ|TC007186-RA.p1	XM_018717485.1.p1
OG0000027	gnl|WGS_AAJJ|TC007263-RA.p1	XM_018705879.1.p1
OG0000027	gnl|WGS_AAJJ|TC007981-RA.p1	XM_018717239.1.p1
OG0000027	gnl|WGS_AAJJ|TC007185-RA.p1, gnl|WGS_AAJJ|TC034670-RA.p1, gnl|WGS_AAJJ|TC007182-RA.p1, gnl|WGS_AAJJ|TC032876-RA.p1	XM_018717509.1.p1
OG0000027	gnl|WGS_AAJJ|TC007189-RA.p1	XM_023454030.1.p1
OG0000027	gnl|WGS_AAJJ|TC007914-RA.p1	XM_018720717.1.p1
OG0000028	gnl|WGS_AAJJ|TC016280-RA.p1	XM_018711890.1.p1, XM_023456679.1.p1
OG0000028	gnl|WGS_AAJJ|TC011121-RA.p1	XM_018710304.1.p1
OG0000028	gnl|WGS_AAJJ|TC008803-RA.p1, gnl|WGS_AAJJ|TC032134-RA.p1, gnl|WGS_AAJJ|TC032136-RA.p1	XM_023456004.1.p1
OG0000028	gnl|WGS_AAJJ|TC016279-RA.p1	XM_018718867.1.p1, XM_018718791.1.p1, XM_018718792.1.p1, XM_018711892.1.p1
OG0000028	gnl|WGS_AAJJ|TC016278-RB.p1	XM_018711891.1.p1
OG0000028	gnl|WGS_AAJJ|TC034275-RA.p1	XM_018711889.2.p1
OG0000028	gnl|WGS_AAJJ|TC011938-RA.p1	XM_018708760.1.p1
OG0000028	gnl|WGS_AAJJ|TC010977-RA.p1	XM_018711888.2.p1
OG0000028	gnl|WGS_AAJJ|TC034276-RA.p1	XM_018719146.2.p1
OG0000029	gnl|WGS_AAJJ|TC010603-RA.p1, gnl|WGS_AAJJ|TC010603-RB.p1	XM_018710680.1.p1
OG0000029	gnl|WGS_AAJJ|TC033698-RA.p1	XM_018719871.1.p1
OG0000029	gnl|WGS_AAJJ|TC009029-RA.p1	XM_023455903.1.p1
OG0000029	gnl|WGS_AAJJ|TC010127-RA.p1	XM_018706514.1.p1
OG0000029	gnl|WGS_AAJJ|TC010130-RA.p1	XM_018710389.1.p1
OG0000029	gnl|WGS_AAJJ|TC000562-RA.p1	XM_018715630.1.p1
OG0000029	gnl|WGS_AAJJ|TC004621-RB.p1, gnl|WGS_AAJJ|TC004621-RA.p1	XM_018711019.1.p1, XM_018711020.1.p1
OG0000029	gnl|WGS_AAJJ|TC034457-RA.p1	XM_018708851.1.p1
OG0000029	gnl|WGS_AAJJ|TC032133-RA.p1	XM_018719557.1.p1
OG0000029	gnl|WGS_AAJJ|TC008933-RA.p1	XM_018715486.2.p1
OG0000029	gnl|WGS_AAJJ|TC030995-RB.p1	XM_018724284.1.p1
OG0000029	gnl|WGS_AAJJ|TC014172-RA.p1	XM_018715590.1.p1
OG0000030	gnl|WGS_AAJJ|TC007020-RA.p1	XM_023455090.1.p1
OG0000030	gnl|WGS_AAJJ|TC033510-RA.p1	XM_018712478.1.p1
OG0000031	gnl|WGS_AAJJ|TC000575-RA.p1	XM_018705275.1.p1
OG0000031	gnl|WGS_AAJJ|TC015309-RA.p1	XM_018716859.1.p1
OG0000031	gnl|WGS_AAJJ|TC014732-RA.p1	XM_018719075.2.p1
OG0000031	gnl|WGS_AAJJ|TC000114-RA.p1	XM_018707104.1.p1
OG0000031	gnl|WGS_AAJJ|TC013210-RA.p1	XM_018722501.1.p1
OG0000031	gnl|WGS_AAJJ|TC013871-RA.p1	XM_018714118.1.p1
OG0000031	gnl|WGS_AAJJ|TC012996-RA.p1	XM_018723492.1.p1
OG0000031	gnl|WGS_AAJJ|TC013711-RA.p1	XM_018724255.1.p1
OG0000031	gnl|WGS_AAJJ|TC014246-RA.p1	XM_018716746.1.p1
OG0000031	gnl|WGS_AAJJ|TC001052-RA.p1	XM_018724581.1.p1
OG0000031	gnl|WGS_AAJJ|TC013189-RA.p1	XM_023456342.1.p1
OG0000031	gnl|WGS_AAJJ|TC011010-RA.p1	XM_018719590.1.p1
OG0000031	gnl|WGS_AAJJ|TC032424-RA.p1	XM_018709198.1.p1
OG0000031	gnl|WGS_AAJJ|TC003594-RA.p1	XM_018709207.1.p1
OG0000031	gnl|WGS_AAJJ|TC014726-RA.p1	XM_018719023.2.p1
OG0000031	gnl|WGS_AAJJ|TC009514-RA.p1	XM_018722448.1.p1
OG0000031	gnl|WGS_AAJJ|TC008440-RA.p1	XM_018713153.1.p1
OG0000031	gnl|WGS_AAJJ|TC013380-RA.p1	XM_018707707.1.p1
OG0000031	gnl|WGS_AAJJ|TC011051-RA.p1	XM_018713881.1.p1
OG0000031	gnl|WGS_AAJJ|TC011009-RA.p1	XM_018720731.1.p1
OG0000032	gnl|WGS_AAJJ|TC016420-RA.p1	XM_023456882.1.p1
OG0000033	gnl|WGS_AAJJ|TC016008-RA.p1	XM_023456380.1.p1
OG0000033	gnl|WGS_AAJJ|TC010687-RA.p1, gnl|WGS_AAJJ|TC005152-RA.p1, gnl|WGS_AAJJ|TC001856-RA.p1, gnl|WGS_AAJJ|TC004349-RA.p1	XM_023454630.1.p1
OG0000033	gnl|WGS_AAJJ|TC016184-RA.p1, gnl|WGS_AAJJ|TC006145-RA.p1, gnl|WGS_AAJJ|TC006960-RA.p1, gnl|WGS_AAJJ|TC005292-RA.p1	XM_023455166.1.p1, XM_023456521.1.p1, XM_023456570.1.p1
OG0000034	gnl|WGS_AAJJ|TC031718-RA.p1	XM_018707080.2.p1
OG0000034	gnl|WGS_AAJJ|TC007127-RA.p1	XM_018713181.2.p1, XM_018724382.1.p1
OG0000034	gnl|WGS_AAJJ|TC009917-RA.p1	XM_023453962.1.p1, XM_018724198.2.p1
OG0000034	gnl|WGS_AAJJ|TC007433-RA.p1	XM_018707288.1.p1
OG0000034	gnl|WGS_AAJJ|TC032724-RA.p1, gnl|WGS_AAJJ|TC032993-RA.p1	XM_018717740.1.p1
OG0000034	gnl|WGS_AAJJ|TC032889-RA.p1	XM_018711484.1.p1, XM_018713183.1.p1
OG0000034	gnl|WGS_AAJJ|TC007784-RA.p1, gnl|WGS_AAJJ|TC007784-RB.p1	XM_018717743.2.p1, XM_018717455.1.p1
OG0000034	gnl|WGS_AAJJ|TC031654-RA.p1	XM_018716342.1.p1
OG0000035	gnl|WGS_AAJJ|TC006175-RA.p1	XM_023454794.1.p1
OG0000036	gnl|WGS_AAJJ|TC032369-RA.p1	XM_018721144.1.p1
OG0000036	gnl|WGS_AAJJ|TC031709-RA.p1	XM_018711023.1.p1
OG0000036	gnl|WGS_AAJJ|TC014813-RA.p1	XM_018723502.1.p1
OG0000036	gnl|WGS_AAJJ|TC001958-RA.p1	XM_018712480.1.p1
OG0000036	gnl|WGS_AAJJ|TC031707-RA.p1	XM_018722311.1.p1
OG0000036	gnl|WGS_AAJJ|TC002171-RA.p1	XM_018711461.1.p1
OG0000036	gnl|WGS_AAJJ|TC007930-RA.p1	XM_018713188.1.p1
OG0000036	gnl|WGS_AAJJ|TC034674-RA.p1	XM_018717157.2.p1
OG0000036	gnl|WGS_AAJJ|TC035042-RA.p1	XM_018716601.1.p1
OG0000037	gnl|WGS_AAJJ|TC012153-RB.p1	XM_018708899.1.p1
OG0000037	gnl|WGS_AAJJ|TC011212-RA.p1	XM_018717525.2.p1
OG0000037	gnl|WGS_AAJJ|TC034252-RA.p1	XM_018708873.1.p1
OG0000037	gnl|WGS_AAJJ|TC009725-RA.p1, gnl|WGS_AAJJ|TC009724-RA.p1	XM_018724498.1.p1
OG0000037	gnl|WGS_AAJJ|TC005503-RA.p1	XM_018711977.2.p1
OG0000037	gnl|WGS_AAJJ|TC000236-RA.p1	XM_018714441.1.p1
OG0000037	gnl|WGS_AAJJ|TC004657-RA.p1, gnl|WGS_AAJJ|TC004656-RA.p1	XM_018712552.1.p1, XM_018709446.2.p1, XM_018709445.1.p1, XM_018712548.2.p1, XM_018712549.1.p1, XM_018712556.2.p1, XM_018710478.1.p1, XM_018712557.1.p1
OG0000038	gnl|WGS_AAJJ|TC011756-RA.p1	XM_023456220.1.p1, XM_023456232.1.p1
OG0000038	gnl|WGS_AAJJ|TC015378-RA.p1, gnl|WGS_AAJJ|TC015392-RA.p1, gnl|WGS_AAJJ|TC015583-RA.p1	XM_018712657.1.p1
OG0000038	gnl|WGS_AAJJ|TC015669-RA.p1	XM_018712733.2.p1
OG0000038	gnl|WGS_AAJJ|TC015705-RA.p1, gnl|WGS_AAJJ|TC014975-RA.p1	XM_018706032.1.p1, XM_018706033.2.p1
OG0000038	gnl|WGS_AAJJ|TC033338-RC.p1, gnl|WGS_AAJJ|TC015447-RA.p1	XM_018717325.2.p1
OG0000038	gnl|WGS_AAJJ|TC015047-RA.p1, gnl|WGS_AAJJ|TC033461-RA.p1	XM_018715668.1.p1
OG0000038	gnl|WGS_AAJJ|TC014885-RA.p1	XM_018707607.1.p1
OG0000038	gnl|WGS_AAJJ|TC014917-RA.p1	XM_023454394.1.p1
OG0000039	gnl|WGS_AAJJ|TC012547-RA.p1	XM_018707259.1.p1
OG0000039	gnl|WGS_AAJJ|TC030733-RA.p1	XM_018718989.2.p1
OG0000039	gnl|WGS_AAJJ|TC006676-RA.p1	XM_018709787.1.p1
OG0000039	gnl|WGS_AAJJ|TC015037-RA.p1	XM_018712608.2.p1
OG0000039	gnl|WGS_AAJJ|TC005972-RA.p1	XM_018721804.1.p1
OG0000039	gnl|WGS_AAJJ|TC013883-RA.p1	XM_018721601.2.p1
OG0000039	gnl|WGS_AAJJ|TC016270-RB.p1	XM_018720746.2.p1
OG0000039	gnl|WGS_AAJJ|TC012393-RA.p1	XM_018706765.1.p1
OG0000040	gnl|WGS_AAJJ|TC031512-RA.p1	XM_018710101.1.p1
OG0000040	gnl|WGS_AAJJ|TC011998-RA.p1	XM_023454486.1.p1
OG0000040	gnl|WGS_AAJJ|TC007074-RA.p1	XM_018708317.2.p1
OG0000040	gnl|WGS_AAJJ|TC007047-RA.p1	XM_023456075.1.p1
OG0000040	gnl|WGS_AAJJ|TC008454-RA.p1	XM_018717499.1.p1
OG0000040	gnl|WGS_AAJJ|TC008293-RA.p1	XM_018717868.2.p1
OG0000040	gnl|WGS_AAJJ|TC007466-RA.p1	XM_018709736.1.p1
OG0000040	gnl|WGS_AAJJ|TC007470-RA.p1	XM_018717498.1.p1
OG0000040	gnl|WGS_AAJJ|TC007467-RA.p1	XM_018718298.2.p1
OG0000040	gnl|WGS_AAJJ|TC032938-RA.p1	XM_018708209.1.p1
OG0000041	gnl|WGS_AAJJ|TC002763-RA.p1	XM_018713696.2.p1
OG0000041	gnl|WGS_AAJJ|TC005733-RA.p1	XM_018719618.1.p1
OG0000041	gnl|WGS_AAJJ|TC002539-RA.p1	XM_018706659.1.p1
OG0000041	gnl|WGS_AAJJ|TC003812-RA.p1	XM_018712194.2.p1
OG0000041	gnl|WGS_AAJJ|TC015915-RA.p1	XM_018715478.1.p1
OG0000041	gnl|WGS_AAJJ|TC004134-RA.p1, gnl|WGS_AAJJ|TC003759-RA.p1, gnl|WGS_AAJJ|TC004751-RA.p1, gnl|WGS_AAJJ|TC014244-RA.p1	XM_018709452.1.p1
OG0000041	gnl|WGS_AAJJ|TC014513-RA.p1	XM_018713039.1.p1
OG0000041	gnl|WGS_AAJJ|TC013493-RA.p1	XM_018707425.1.p1
OG0000041	gnl|WGS_AAJJ|TC014207-RA.p1	XM_018710116.2.p1
OG0000041	gnl|WGS_AAJJ|TC004397-RA.p1	XM_018722618.2.p1
OG0000041	gnl|WGS_AAJJ|TC030775-RA.p1	XM_018706220.1.p1
OG0000042	gnl|WGS_AAJJ|TC003133-RA.p1	XM_018719830.1.p1
OG0000042	gnl|WGS_AAJJ|TC009753-RA.p1	XM_018710494.1.p1
OG0000042	gnl|WGS_AAJJ|TC002347-RA.p1	XM_018717555.1.p1
OG0000042	gnl|WGS_AAJJ|TC034283-RA.p1	XM_018713165.1.p1
OG0000042	gnl|WGS_AAJJ|TC033778-RA.p1	XM_023457384.1.p1
OG0000042	gnl|WGS_AAJJ|TC013646-RA.p1	XM_018710107.1.p1
OG0000042	gnl|WGS_AAJJ|TC015882-RA.p1	XM_018719588.2.p1
OG0000042	gnl|WGS_AAJJ|TC010681-RA.p1	XM_018716332.1.p1
OG0000042	gnl|WGS_AAJJ|TC014132-RA.p1	XM_023454493.1.p1
OG0000042	gnl|WGS_AAJJ|TC006378-RA.p1	XM_018724816.1.p1
OG0000042	gnl|WGS_AAJJ|TC006379-RA.p1	XM_018724832.1.p1
OG0000042	gnl|WGS_AAJJ|TC011284-RB.p1	XM_023455906.1.p1
OG0000043	gnl|WGS_AAJJ|TC000522-RA.p1	XM_018708683.1.p1
OG0000043	gnl|WGS_AAJJ|TC032770-RA.p1	XM_018705245.2.p1
OG0000043	gnl|WGS_AAJJ|TC031099-RA.p1	XM_018724858.1.p1, XM_023455486.1.p1
OG0000043	gnl|WGS_AAJJ|TC004449-RA.p1	XM_018708535.1.p1
OG0000043	gnl|WGS_AAJJ|TC009482-RA.p1	XM_018713035.1.p1
OG0000044	gnl|WGS_AAJJ|TC003750-RA.p1	XM_023456668.1.p1, XM_018710014.1.p1
OG0000045	gnl|WGS_AAJJ|TC009371-RA.p1	XM_018716682.1.p1
OG0000045	gnl|WGS_AAJJ|TC031539-RA.p1	XM_018709623.1.p1
OG0000045	gnl|WGS_AAJJ|TC031541-RA.p1	XM_018710105.1.p1
OG0000045	gnl|WGS_AAJJ|TC010786-RC.p1	XM_018722788.1.p1
OG0000045	gnl|WGS_AAJJ|TC004659-RA.p1	XM_018721280.1.p1
OG0000045	gnl|WGS_AAJJ|TC014162-RA.p1	XM_018705868.1.p1, XM_018705869.1.p1
OG0000045	gnl|WGS_AAJJ|TC000861-RA.p1, gnl|WGS_AAJJ|TC000861-RC.p1	XM_018705733.2.p1, XM_018705736.2.p1
OG0000046	gnl|WGS_AAJJ|TC032586-RA.p1	XM_018711396.1.p1
OG0000046	gnl|WGS_AAJJ|TC032585-RA.p1, gnl|WGS_AAJJ|TC010353-RA.p1	XM_018711395.2.p1
OG0000046	gnl|WGS_AAJJ|TC032843-RA.p1, gnl|WGS_AAJJ|TC032844-RA.p1, gnl|WGS_AAJJ|TC008209-RA.p1	XM_018705882.2.p1
OG0000046	gnl|WGS_AAJJ|TC012758-RA.p1	XM_023457278.1.p1
