Orthogroup	Sclerotinia_sclerotiorum	Botrytis_cinerea
OG0000290	XM_001591956.1.p1	XM_024695403.1.p1, XM_024695402.1.p1
OG0000291	XM_001592039.1.p1	XM_024698323.1.p1
OG0000319	XM_001588879.1.p1	XM_001546106.2.p1
OG0000319	XM_001592261.1.p1	XM_024697746.1.p1, XM_024697747.1.p1, XM_001556762.2.p1
OG0000320	XM_001589336.1.p1	XM_024694092.1.p1, XM_024694093.1.p1
OG0000320	XM_001586792.1.p1	XM_001546271.2.p1
OG0000321	XM_001592740.1.p1	XM_001550279.2.p1
OG0000321	XM_001597493.1.p1	XM_001547620.2.p1
OG0000321	XM_001593717.1.p1	XM_024695151.1.p1, XM_024695150.1.p1
OG0000322	XM_001588815.1.p1	XM_001549431.2.p1
OG0000322	XM_001588360.1.p1	XM_024692706.1.p1, XM_024692707.1.p1
OG0000322	XM_001587548.1.p1	XM_001547872.2.p1
OG0000323	XM_001584999.1.p1	XM_001548418.2.p1
OG0000323	XM_001589189.1.p1	XM_024693934.1.p1
OG0000323	XM_001594922.1.p1	XM_024690353.1.p1
OG0000324	XM_001596701.1.p1	XM_024693635.1.p1, XM_001558995.2.p1, XM_024693636.1.p1, XM_024693634.1.p1
OG0000325	XM_001587766.1.p1	XM_001552646.2.p1
OG0000325	XM_001593315.1.p1	XM_024693124.1.p1
OG0000326	XM_001584948.1.p1	XM_024696522.1.p1
OG0000326	XM_001598179.1.p1	XM_001560746.2.p1
OG0000327	XM_001584827.1.p1	XM_001553195.2.p1
OG0000327	XM_001597592.1.p1	XM_001558857.2.p1
OG0000327	XM_001584825.1.p1	XM_001553190.2.p1
OG0000327	XM_001596768.1.p1	XM_024693715.1.p1
OG0000328	XM_001585363.1.p1	XM_001557113.2.p1
OG0000329	XM_001595733.1.p1	XM_001557179.2.p1
OG0000329	XM_001589919.1.p1	XM_024697950.1.p1
OG0000330	XM_001584912.1.p1	XM_001558107.2.p1
OG0000330	XM_001593088.1.p1	XM_024692967.1.p1
OG0000330	XM_001593260.1.p1	XM_024693043.1.p1
OG0000330	XM_001595520.1.p1	XM_001557921.2.p1
OG0000331	XM_001592377.1.p1	XM_001558486.2.p1
OG0000332	XM_001596509.1.p1	XM_001559198.2.p1
OG0000333	XM_001596284.1.p1	XM_024693379.1.p1
OG0000333	XM_001587094.1.p1	XM_024693195.1.p1, XM_001559556.2.p1
OG0000334	XM_001598279.1.p1	XM_024691951.1.p1
OG0000336	XM_001595453.1.p1, XM_001596092.1.p1, XM_001596924.1.p1, XM_001595296.1.p1	XM_024697744.1.p1, XM_024697743.1.p1, XM_024696949.1.p1, XM_024696950.1.p1, XM_024696948.1.p1, XM_024690463.1.p1
OG0000337	XM_001589480.1.p1	XM_024693297.1.p1
OG0000338	XM_001598065.1.p1	XM_024692046.1.p1
OG0000339	XM_001595542.1.p1	XM_024696186.1.p1
OG0000339	XM_001588947.1.p1, XM_001588068.1.p1	XM_024692382.1.p1
OG0000340	XM_001592926.1.p1	XM_024692917.1.p1
OG0000341	XM_001597803.1.p1	XM_024693907.1.p1
OG0000365	XM_001596349.1.p1	XM_001560271.2.p1
OG0000366	XM_001591786.1.p1	XM_001546808.2.p1
OG0000366	XM_001594131.1.p1, XM_001592707.1.p1	XM_024695225.1.p1
OG0000366	XM_001584629.1.p1	XM_024693019.1.p1, XM_024697539.1.p1
OG0000367	XM_001592612.1.p1	XM_001546882.2.p1
OG0000367	XM_001592610.1.p1	XM_001546881.2.p1
OG0000367	XM_001592606.1.p1	XM_001546875.2.p1, XM_001546876.2.p1
OG0000368	XM_001586938.1.p1	XM_001547353.2.p1
OG0000368	XM_001588755.1.p1	XM_001550446.2.p1
OG0000368	XM_001584513.1.p1	XM_024697688.1.p1, XM_024697691.1.p1, XM_024697689.1.p1, XM_024697690.1.p1
OG0000369	XM_001586015.1.p1	XM_024690262.1.p1
OG0000369	XM_001591969.1.p1	XM_024695421.1.p1
OG0000369	XM_001587228.1.p1	XM_001548058.2.p1
OG0000370	XM_001590412.1.p1	XM_001557856.2.p1
OG0000370	XM_001595207.1.p1, XM_001597920.1.p1	XM_001549833.2.p1
OG0000370	XM_001585008.1.p1	XM_024692947.1.p1, XM_024697654.1.p1, XM_001548424.2.p1
OG0000371	XM_001591234.1.p1	XM_024697383.1.p1
OG0000371	XM_001594454.1.p1	XM_024690448.1.p1, XM_001548947.2.p1
OG0000372	XM_001584646.1.p1	XM_001550180.2.p1
OG0000372	XM_001596426.1.p1	XM_024690151.1.p1, XM_024697217.1.p1, XM_024693480.1.p1
OG0000373	XM_001590593.1.p1	XM_001552191.2.p1
OG0000373	XM_001585633.1.p1	XM_024692271.1.p1
OG0000374	XM_001587306.1.p1	XM_001552270.2.p1
OG0000375	XM_001595569.1.p1	XM_001554417.2.p1
OG0000376	XM_001594730.1.p1	XM_001560873.2.p1
OG0000377	XM_001587924.1.p1	XM_024693804.1.p1, XM_001556027.2.p1
OG0000377	XM_001593312.1.p1	XM_024693127.1.p1, XM_001559534.2.p1
OG0000378	XM_001588079.1.p1	XM_024692377.1.p1
OG0000378	XM_001590690.1.p1	XM_024696341.1.p1
OG0000378	XM_001596537.1.p1	XM_001556162.2.p1
OG0000379	XM_001586451.1.p1	XM_001557385.2.p1
OG0000380	XM_001595247.1.p1	XM_024694459.1.p1
OG0000380	XM_001597555.1.p1	XM_001558907.2.p1
OG0000381	XM_001585956.1.p1	XM_024690158.1.p1
OG0000382	XM_001584950.1.p1	XM_024696520.1.p1
OG0000382	XM_001595688.1.p1	XM_024692516.1.p1
OG0000383	XM_001597194.1.p1	XM_024691274.1.p1
OG0000384	XM_001589597.1.p1	XM_024693564.1.p1
OG0000384	XM_001590323.1.p1	XM_024692501.1.p1
OG0000386	XM_001585159.1.p1	XM_024696538.1.p1
OG0000386	XM_001588104.1.p1	XM_024692576.1.p1, XM_024692575.1.p1, XM_024692574.1.p1
OG0000387	XM_001591137.1.p1	XM_024697471.1.p1
OG0000387	XM_001593237.1.p1	XM_024693027.1.p1, XM_024693028.1.p1
OG0000388	XM_001596277.1.p1	XM_024693385.1.p1
OG0000388	XM_001586516.1.p1	XM_024695592.1.p1, XM_024695593.1.p1
OG0000389	XM_001591603.1.p1	XM_024695680.1.p1, XM_024695679.1.p1, XM_024695678.1.p1
OG0000389	XM_001596455.1.p1	XM_024693496.1.p1
OG0000390	XM_001589280.1.p1	XM_024694062.1.p1
OG0000391	XM_001589004.1.p1	XM_024694165.1.p1, XM_024694166.1.p1, XM_024694167.1.p1, XM_024694164.1.p1
OG0000392	XM_001589028.1.p1	XM_024694190.1.p1, XM_024694191.1.p1
OG0000393	XM_001595140.1.p1	XM_024694553.1.p1
OG0000394	XM_001585288.1.p1	XM_024697868.1.p1
OG0000394	XM_001595033.1.p1	XM_024694606.1.p1
OG0000395	XM_001590231.1.p1	XM_024694827.1.p1
OG0000395	XM_001589773.1.p1	XM_024696769.1.p1
OG0000396	XM_001584622.1.p1	XM_024695775.1.p1
OG0000396	XM_001585072.1.p1	XM_024697735.1.p1, XM_024697736.1.p1
OG0000397	XM_001590018.1.p1	XM_024698044.1.p1
OG0000397	XM_001590603.1.p1	XM_024696403.1.p1
OG0000398	XM_001591123.1.p1	XM_024697466.1.p1
OG0000425	XM_001585959.1.p1	XM_001545556.2.p1, XM_001545555.2.p1
OG0000427	XM_001586521.1.p1	XM_001546058.2.p1
OG0000427	XM_001592419.1.p1	XM_001558439.2.p1
OG0000428	XM_001585625.1.p1	XM_001546403.2.p1
OG0000429	XM_001596902.1.p1	XM_001546571.2.p1
OG0000430	XM_001593458.1.p1	XM_001546615.2.p1
OG0000431	XM_001591777.1.p1	XM_001546814.2.p1
OG0000431	XM_001594441.1.p1	XM_001548937.2.p1
OG0000431	XM_001594442.1.p1	XM_001548938.2.p1
OG0000433	XM_001587880.1.p1	XM_024691346.1.p1
OG0000433	XM_001592690.1.p1	XM_001550300.2.p1
OG0000434	XM_001590112.1.p1	XM_024694201.1.p1, XM_001550698.2.p1
OG0000435	XM_001594707.1.p1	XM_001556480.2.p1
OG0000435	XM_001588033.1.p1	XM_001550807.2.p1
OG0000435	XM_001595847.1.p1	XM_024697758.1.p1, XM_024697759.1.p1
OG0000436	XM_001592851.1.p1	XM_001559999.2.p1
OG0000436	XM_001594381.1.p1	XM_001550944.2.p1
OG0000437	XM_001593828.1.p1	XM_001551528.2.p1
OG0000437	XM_001591024.1.p1	XM_024697194.1.p1, XM_001558172.2.p1
OG0000438	XM_001596549.1.p1	XM_001555913.2.p1, XM_024691652.1.p1, XM_024691653.1.p1, XM_001555065.2.p1, XM_001556329.2.p1, XM_001556754.2.p1, XM_001552764.2.p1
OG0000439	XM_001584830.1.p1, XM_001587578.1.p1	XM_001553198.2.p1
OG0000439	XM_001590851.1.p1	XM_001553875.2.p1
OG0000439	XM_001598484.1.p1	XM_024694780.1.p1
OG0000439	XM_001593606.1.p1	XM_024690946.1.p1, XM_024694982.1.p1
OG0000440	XM_001592836.1.p1	XM_001553342.2.p1, XM_024692873.1.p1
OG0000440	XM_001585696.1.p1	XM_024694883.1.p1, XM_024692223.1.p1, XM_024692221.1.p1, XM_024692222.1.p1
OG0000441	XM_001586676.1.p1	XM_001554268.2.p1
OG0000441	XM_001596619.1.p1	XM_024693457.1.p1
OG0000442	XM_001591672.1.p1, XM_001588523.1.p1	XM_001554368.2.p1
OG0000442	XM_001589749.1.p1	XM_024692331.1.p1, XM_001557369.2.p1
OG0000443	XM_001587955.1.p1	XM_001555994.2.p2
OG0000443	XM_001585245.1.p1	XM_024696099.1.p1, XM_024696585.1.p1
OG0000443	XM_001585973.1.p1	XM_024690239.1.p1
OG0000444	XM_001598489.1.p1	XM_001557101.2.p1, XM_024691846.1.p1
OG0000445	XM_001589340.1.p1	XM_024694094.1.p1, XM_024694095.1.p1
OG0000445	XM_001586411.1.p1	XM_001557324.2.p1
OG0000445	XM_001589980.1.p1	XM_024692881.1.p1, XM_024698091.1.p1
OG0000447	XM_001598638.1.p1	XM_001559356.2.p1
OG0000448	XM_001587120.1.p1	XM_024693317.1.p1, XM_001559585.2.p1
OG0000449	XM_001592844.1.p1	XM_024693102.1.p1, XM_001559587.2.p1, XM_024692883.1.p1
OG0000450	XM_001596103.1.p1	XM_024696727.1.p1
OG0000450	XM_001598362.1.p1	XM_001560516.2.p1
OG0000451	XM_001593295.1.p1, XM_001598316.1.p1	XM_001560573.2.p1
OG0000452	XM_001593840.1.p1	XM_024695120.1.p1, XM_024695121.1.p1
OG0000452	XM_001598313.1.p1	XM_001560576.2.p1
OG0000453	XM_001592817.1.p1	XM_024691788.1.p1
OG0000453	XM_001594852.1.p1	XM_001560930.2.p1
OG0000454	XM_001594215.1.p1	XM_024690620.1.p2, XM_024690619.1.p2, XM_024690621.1.p2
OG0000455	XM_001590945.1.p1	XM_024697553.1.p1
OG0000455	XM_001597585.1.p1	XM_024691170.1.p1
OG0000456	XM_001598556.1.p1	XM_024691890.1.p1, XM_024691889.1.p1
OG0000457	XM_001587224.1.p1	XM_024693179.1.p1
OG0000458	XM_001597703.1.p1	XM_024693979.1.p1, XM_024693980.1.p1
OG0000459	XM_001586561.1.p1	XM_024694330.1.p1, XM_024694327.1.p1, XM_024694329.1.p1, XM_024694328.1.p1
OG0000460	XM_001591933.1.p1	XM_024695392.1.p1
OG0000460	XM_001587571.1.p1	XM_024694777.1.p1
OG0000461	XM_001590012.1.p1	XM_024698060.1.p1, XM_024698061.1.p1
OG0000461	XM_001591479.1.p1	XM_024695563.1.p1
OG0000463	XM_001595885.1.p1	XM_024697796.1.p1
OG0000483	XM_001585437.1.p1	XM_001545642.2.p1
OG0000483	XM_001586040.1.p1	XM_024690280.1.p1
OG0000484	XM_001595705.1.p1	XM_001546203.2.p1
OG0000485	XM_001589133.1.p1, XM_001597723.1.p1	XM_024694731.1.p1
OG0000485	XM_001587869.1.p1	XM_001546680.2.p1
OG0000485	XM_001593924.1.p1	XM_024691396.1.p1, XM_024695112.1.p1
OG0000486	XM_001585913.1.p1	XM_001547181.2.p1
OG0000487	XM_001594577.1.p1	XM_001561353.2.p1
OG0000487	XM_001585929.1.p1	XM_001547410.2.p1
OG0000488	XM_001594675.1.p1, XM_001592144.1.p1	XM_001547540.2.p1
OG0000489	XM_001591061.1.p1	XM_001547892.2.p1
OG0000490	XM_001591069.1.p1	XM_001547900.2.p1
OG0000491	XM_001585710.1.p1	XM_024692214.1.p1
OG0000491	XM_001596321.1.p1	XM_001560308.2.p1
OG0000491	XM_001586592.1.p1	XM_024690632.1.p1, XM_024691330.1.p1, XM_001548112.2.p1, XM_024694855.1.p1
OG0000492	XM_001597732.1.p1	XM_024693964.1.p1
OG0000492	XM_001594531.1.p1	XM_001548292.2.p1, XM_024690514.1.p1
OG0000494	XM_001592803.1.p1	XM_001549020.2.p1
OG0000494	XM_001593065.1.p1	XM_001559874.2.p1
OG0000495	XM_001584773.1.p1	XM_001549193.2.p1, XM_024693664.1.p1
OG0000495	XM_001595211.1.p1	XM_001551913.2.p1
OG0000496	XM_001594289.1.p1, XM_001586883.1.p1	XM_024691514.1.p1
OG0000497	XM_001590113.1.p1	XM_001550697.2.p1
OG0000498	XM_001596005.1.p1	XM_024697824.1.p1, XM_001551040.2.p1, XM_024697829.1.p1, XM_024697825.1.p1, XM_024697826.1.p1, XM_024697828.1.p1, XM_024697827.1.p1, XM_024697830.1.p1
OG0000499	XM_001585254.1.p1	XM_024697752.1.p1
OG0000499	XM_001585145.1.p1	XM_001551154.2.p1
OG0000500	XM_001597450.1.p1	XM_001553764.2.p1
OG0000501	XM_001590763.1.p1	XM_001553849.2.p1
OG0000501	XM_001594596.1.p1	XM_024690557.1.p1
OG0000502	XM_001595590.1.p1	XM_024692319.1.p1
OG0000502	XM_001586737.1.p1	XM_001554213.2.p1
OG0000503	XM_001585458.1.p1	XM_001554677.2.p1
OG0000503	XM_001593721.1.p1	XM_024695145.1.p1, XM_024695146.1.p1, XM_001557415.2.p1
OG0000504	XM_001585538.1.p1	XM_001554765.2.p1
OG0000504	XM_001597532.1.p1	XM_024691127.1.p1
OG0000504	XM_001588385.1.p1	XM_024692716.1.p1
OG0000504	XM_001598113.1.p1	XM_001560832.2.p1
OG0000505	XM_001593339.1.p1	XM_024693181.1.p1
OG0000505	XM_001595888.1.p1	XM_001555043.2.p1
OG0000506	XM_001592376.1.p1	XM_001558485.2.p1
OG0000506	XM_001596584.1.p1	XM_001556190.2.p1
OG0000507	XM_001598498.1.p1	XM_024691855.1.p1
OG0000507	XM_001596182.1.p1	XM_001556332.2.p1
OG0000508	XM_001598855.1.p1	XM_024697092.1.p1, XM_024697093.1.p1, XM_024697091.1.p1, XM_024697090.1.p1
OG0000508	XM_001592491.1.p1	XM_001556576.2.p1
OG0000509	XM_001596341.1.p1	XM_001560279.2.p1
OG0000509	XM_001592574.1.p1	XM_001556641.2.p1
OG0000510	XM_001589200.1.p1	XM_024693926.1.p1
OG0000510	XM_001592573.1.p1	XM_001556642.2.p1
OG0000511	XM_001588302.1.p1	XM_001557669.2.p1
OG0000512	XM_001593161.1.p1	XM_001557781.2.p1, XM_024695530.1.p1, XM_024698312.1.p1, XM_024692994.1.p1
OG0000513	XM_001586220.1.p1	XM_024690867.1.p1
OG0000513	XM_001597022.1.p1	XM_001558812.2.p1
OG0000514	XM_001597558.1.p1	XM_001558904.2.p1
OG0000515	XM_001589387.1.p1	XM_001560200.2.p1
OG0000516	XM_001594601.1.p1	XM_001561331.2.p1
OG0000516	XM_001592146.1.p1	XM_024691278.1.p1
OG0000517	XM_001585855.1.p1	XM_024690201.1.p1
OG0000518	XM_001597487.1.p1	XM_024691236.1.p1
OG0000520	XM_001586662.1.p1	XM_024691632.1.p1, XM_024691633.1.p1
OG0000522	XM_001590375.1.p1	XM_024692310.1.p1
OG0000523	XM_001595596.1.p1	XM_024692335.1.p1
OG0000525	XM_001596825.1.p1	XM_024693681.1.p1
OG0000526	XM_001597112.1.p1	XM_024693878.1.p1
OG0000526	XM_001591627.1.p1	XM_024695688.1.p1
OG0000527	XM_001584972.1.p1	XM_024694413.1.p1, XM_024694414.1.p1, XM_024694415.1.p1, XM_024697672.1.p1, XM_024697678.1.p1, XM_024697675.1.p1, XM_024697677.1.p1, XM_024697679.1.p1, XM_024697674.1.p1, XM_024697676.1.p1, XM_024697673.1.p1
OG0000529	XM_001593419.1.p1	XM_024694867.1.p1
OG0000530	XM_001593662.1.p1	XM_024694945.1.p1
OG0000531	XM_001591780.1.p1	XM_024695477.1.p1
OG0000531	XM_001593646.1.p1	XM_024694958.1.p1
OG0000532	XM_001591640.1.p1	XM_024695697.1.p1, XM_024695696.1.p1
OG0000533	XM_001592277.1.p1	XM_024695932.1.p1, XM_024695933.1.p1, XM_024695934.1.p1
OG0000534	XM_001592471.1.p1	XM_024696037.1.p1
OG0000535	XM_001589846.1.p1	XM_024697893.1.p1, XM_024697885.1.p1
OG0000537	XM_001591152.1.p1	XM_024697480.1.p1
OG0000538	XM_001589957.1.p1	XM_024698121.1.p1, XM_024698122.1.p1, XM_024698123.1.p1, XM_024698120.1.p1, XM_024697973.1.p1
OG0000572	XM_001589225.1.p1	XM_001545702.2.p1
OG0000572	XM_001588923.1.p1	XM_001545530.2.p1
OG0000573	XM_001588787.1.p1	XM_001545712.2.p1
OG0000574	XM_001596577.1.p1	XM_024693441.1.p1
OG0000574	XM_001594412.1.p1	XM_001545902.2.p1
OG0000575	XM_001596435.1.p1	XM_001556065.2.p1
OG0000575	XM_001595405.1.p1	XM_001545930.2.p1
OG0000576	XM_001587654.1.p1	XM_024694818.1.p1, XM_024694820.1.p1, XM_024694819.1.p1
OG0000577	XM_001598807.1.p1	XM_001551229.2.p1, XM_001548718.2.p1
OG0000577	XM_001585385.1.p1	XM_001546006.2.p1
OG0000577	XM_001588070.1.p1	XM_001550851.2.p1
OG0000578	XM_001590613.1.p1	XM_024696291.1.p1
OG0000578	XM_001589114.1.p1	XM_001549029.2.p1
OG0000578	XM_001589121.1.p1	XM_024696072.1.p1, XM_001546310.2.p1
OG0000578	XM_001593757.1.p1	XM_001546305.2.p1, XM_001548542.2.p1
OG0000579	XM_001592955.1.p1	XM_024692840.1.p1
OG0000579	XM_001588227.1.p1	XM_001546364.2.p1
OG0000580	XM_001585637.1.p1	XM_001546409.2.p1
OG0000580	XM_001586145.1.p1	XM_001556438.2.p1
OG0000581	XM_001593087.1.p1	XM_001546878.2.p1, XM_001559848.2.p1, XM_001553594.2.p1
OG0000582	XM_001585910.1.p1	XM_001547186.2.p1
OG0000582	XM_001597032.1.p1	XM_001549064.2.p1
OG0000583	XM_001596733.1.p1	XM_024690538.1.p1, XM_001547294.2.p1
OG0000583	XM_001588666.1.p1	XM_024697057.1.p1
OG0000584	XM_001598928.1.p1	XM_001547533.2.p1, XM_024696912.1.p1, XM_024696911.1.p1
OG0000585	XM_001592833.1.p1	XM_001548192.2.p1
OG0000585	XM_001587685.1.p1	XM_001550513.2.p1
OG0000586	XM_001591019.1.p1	XM_001558185.2.p1
OG0000586	XM_001593217.1.p1	XM_001548579.2.p1
OG0000588	XM_001590788.1.p1	XM_024696483.1.p1
OG0000588	XM_001598587.1.p1	XM_001559303.2.p1
OG0000588	XM_001588469.1.p1	XM_001548802.2.p1
OG0000589	XM_001593375.1.p1	XM_001552558.2.p1
OG0000589	XM_001586302.1.p1	XM_001549299.2.p1
OG0000590	XM_001594207.1.p1	XM_024690623.1.p1
OG0000590	XM_001589029.1.p1	XM_001549545.2.p1
OG0000590	XM_001588396.1.p1	XM_001557761.2.p1
OG0000591	XM_001594928.1.p1	XM_001549884.2.p1
OG0000591	XM_001597768.1.p1	XM_024694035.1.p1
OG0000592	XM_001584658.1.p1	XM_024694828.1.p1, XM_001550174.2.p1
OG0000592	XM_001590285.1.p1	XM_024698149.1.p1
OG0000593	XM_001594465.1.p1	XM_024690462.1.p1
OG0000593	XM_001592658.1.p1	XM_001550339.2.p1
OG0000594	XM_001591636.1.p1	XM_024695694.1.p1
OG0000594	XM_001587063.1.p1	XM_001550606.2.p1
OG0000595	XM_001595328.1.p1	XM_001553446.2.p1
OG0000595	XM_001595547.1.p1	XM_024692372.1.p1, XM_001550872.2.p1
OG0000596	XM_001593595.1.p1	XM_001554521.2.p1, XM_024694974.1.p1
OG0000596	XM_001588276.1.p1	XM_024692673.1.p1
OG0000596	XM_001585300.1.p1	XM_001551090.2.p1
OG0000597	XM_001591625.1.p1	XM_001551314.2.p1
OG0000598	XM_001590038.1.p1	XM_001551801.2.p1
OG0000598	XM_001590058.1.p1	XM_024698010.1.p1
OG0000599	XM_001593857.1.p1	XM_024694893.1.p1, XM_024695023.1.p1
OG0000599	XM_001585349.1.p1	XM_001551820.2.p1
OG0000600	XM_001593005.1.p1	XM_001552035.2.p1
OG0000601	XM_001593382.1.p1	XM_001552568.2.p1
OG0000602	XM_001587809.1.p1	XM_001552668.2.p1
OG0000603	XM_001588641.1.p1	XM_001553065.2.p1
OG0000604	XM_001584794.1.p1	XM_001553157.2.p1
OG0000604	XM_001588443.1.p1	XM_024692745.1.p1
OG0000605	XM_001586293.1.p1	XM_001553520.2.p1
OG0000606	XM_001595043.1.p1	XM_001557988.2.p1, XM_001553911.2.p1
OG0000607	XM_001589312.1.p1	XM_001554062.2.p1
OG0000608	XM_001595749.1.p1	XM_001554355.2.p1, XM_024691132.1.p1, XM_024696369.1.p1, XM_024692334.1.p1, XM_024692498.1.p1
OG0000608	XM_001591676.1.p1	XM_024693189.1.p1
OG0000609	XM_001585822.1.p1	XM_024696833.1.p1, XM_001554463.2.p1
OG0000610	XM_001595781.1.p1	XM_024692446.1.p1
OG0000610	XM_001585521.1.p1	XM_001554730.2.p1
OG0000611	XM_001585353.1.p1, XM_001594265.1.p1	XM_001560621.2.p1
OG0000612	XM_001592026.1.p1	XM_001555650.2.p1
OG0000612	XM_001592563.1.p1	XM_024695957.1.p1, XM_024695958.1.p1
OG0000613	XM_001596401.1.p1	XM_001556108.2.p1, XM_024693141.1.p1, XM_024693471.1.p1
OG0000614	XM_001592514.1.p1	XM_001556604.2.p1
OG0000615	XM_001588339.1.p1	XM_001557707.2.p1
OG0000615	XM_001589297.1.p1	XM_024694071.1.p1
OG0000615	XM_001590992.1.p1	XM_024697528.1.p1
OG0000616	XM_001591761.1.p1	XM_024695462.1.p1
OG0000616	XM_001590356.1.p1	XM_001557868.2.p1
OG0000616	XM_001598433.1.p1	XM_024691811.1.p1
OG0000617	XM_001591023.1.p1	XM_001558179.2.p1
OG0000617	XM_001588951.1.p1	XM_024694146.1.p1
OG0000618	XM_001589354.1.p1	XM_024694101.1.p1
OG0000618	XM_001590988.1.p1	XM_001558218.2.p1
OG0000619	XM_001590964.1.p1	XM_001558252.2.p1
OG0000619	XM_001597383.1.p1	XM_001558757.2.p1
OG0000620	XM_001589418.1.p1	XM_001560164.2.p1
OG0000620	XM_001589600.1.p1	XM_001559139.2.p1
OG0000621	XM_001598602.1.p1	XM_001559317.2.p1
OG0000622	XM_001593138.1.p1	XM_001559794.2.p1
OG0000623	XM_001592910.1.p1	XM_024692890.1.p1, XM_001560056.2.p1
OG0000624	XM_001593803.1.p1	XM_024695064.1.p1
OG0000624	XM_001596379.1.p1	XM_001560226.2.p1
OG0000625	XM_001589667.1.p1	XM_001560445.2.p1
OG0000625	XM_001587433.1.p1	XM_024694735.1.p1
OG0000626	XM_001598192.1.p1	XM_001560725.2.p1, XM_024691997.1.p1, XM_024691994.1.p1, XM_024691995.1.p1, XM_024691998.1.p1, XM_024691996.1.p1
OG0000627	XM_001585262.1.p1	XM_024696569.1.p1
OG0000629	XM_001594794.1.p1	XM_024690731.1.p1
OG0000630	XM_001586280.1.p1	XM_024690827.1.p1
OG0000631	XM_001593422.1.p1	XM_024694871.1.p1
OG0000631	XM_001597381.1.p1	XM_024691199.1.p1
OG0000632	XM_001586769.1.p1	XM_024691566.1.p1
OG0000632	XM_001590674.1.p1	XM_024696330.1.p1
OG0000633	XM_001586741.1.p1	XM_024691589.1.p1
OG0000634	XM_001590366.1.p1	XM_024692299.1.p1, XM_024692306.1.p1, XM_024692305.1.p1, XM_024692302.1.p1, XM_024692303.1.p1, XM_024692301.1.p1, XM_024692300.1.p1, XM_024692304.1.p1
OG0000635	XM_001595650.1.p1	XM_024692543.1.p1, XM_024692544.1.p1
OG0000636	XM_001592755.1.p1	XM_024692810.1.p1
OG0000637	XM_001593020.1.p1	XM_024692813.1.p1
OG0000638	XM_001596614.1.p1	XM_024693460.1.p2, XM_024693461.1.p2
OG0000639	XM_001597675.1.p1	XM_024693991.1.p1
OG0000640	XM_001595226.1.p1	XM_024694483.1.p1
OG0000641	XM_001587532.1.p1	XM_024694747.1.p1
OG0000642	XM_001593873.1.p1	XM_024695017.1.p1
OG0000644	XM_001586412.1.p1	XM_024695648.1.p1
OG0000645	XM_001592588.1.p1	XM_024695811.1.p1, XM_024695812.1.p1
OG0000646	XM_001590729.1.p1	XM_024696430.1.p1
OG0000647	XM_001590735.1.p1	XM_024696434.1.p1
OG0000648	XM_001584952.1.p1	XM_024696517.1.p1, XM_024696518.1.p1
OG0000649	XM_001595966.1.p1	XM_024696666.1.p1, XM_024696669.1.p1, XM_024696668.1.p1
OG0000649	XM_001595965.1.p1	XM_024696667.1.p1
OG0000650	XM_001591192.1.p1	XM_024697408.1.p1, XM_024697410.1.p1, XM_024697409.1.p1
OG0000651	XM_001589867.1.p1	XM_024697895.1.p1, XM_024697896.1.p1
OG0000652	XM_001589897.1.p1	XM_024697923.1.p1
OG0000653	XM_001590014.1.p1	XM_024698057.1.p1, XM_024698055.1.p1, XM_024698054.1.p1, XM_024698058.1.p1, XM_024698056.1.p1
OG0000654	XM_001590171.1.p1	XM_024698212.1.p1, XM_024698213.1.p1
OG0000681	XM_001585960.1.p1	XM_024696718.1.p1, XM_001545554.2.p1
OG0000683	XM_001596111.1.p1	XM_024696732.1.p1
OG0000684	XM_001589899.1.p1	XM_001546479.2.p1
OG0000685	XM_001593084.1.p1	XM_001559854.2.p1
OG0000685	XM_001597781.1.p1	XM_001546972.2.p1
OG0000686	XM_001585755.1.p1	XM_001547045.2.p1
OG0000686	XM_001586710.1.p1	XM_024691604.1.p1, XM_024691603.1.p1
OG0000687	XM_001586378.1.p1	XM_024694303.1.p1, XM_024694305.1.p1, XM_001547102.2.p1, XM_024694304.1.p1, XM_024694306.1.p1
OG0000688	XM_001584956.1.p1	XM_024690454.1.p1, XM_001548959.2.p1, XM_001547172.2.p1
OG0000689	XM_001598930.1.p1	XM_001547534.2.p1
OG0000690	XM_001597178.1.p1	XM_001553702.2.p1
OG0000690	XM_001585253.1.p1	XM_001547635.2.p1
OG0000690	XM_001590303.1.p1	XM_024698135.1.p1, XM_001547751.2.p1
OG0000691	XM_001596841.1.p1	XM_001548240.2.p1
OG0000691	XM_001598866.1.p1	XM_024696964.1.p1
OG0000692	XM_001586983.1.p1	XM_001548373.2.p1
OG0000692	XM_001596690.1.p1	XM_001559016.2.p1
OG0000693	XM_001586996.1.p1	XM_001548393.2.p1
OG0000693	XM_001595543.1.p1	XM_024696185.1.p1
OG0000695	XM_001597686.1.p1	XM_001548903.2.p1
OG0000696	XM_001592962.1.p1	XM_001548981.2.p1
OG0000697	XM_001592059.1.p1	XM_001549770.2.p1, XM_024694269.1.p1
OG0000698	XM_001590537.1.p1	XM_001550208.2.p1
OG0000699	XM_001590475.1.p1	XM_001550275.2.p1, XM_024696243.1.p1
OG0000699	XM_001593484.1.p1	XM_024694912.1.p1
OG0000700	XM_001584906.1.p1	XM_024696347.1.p1
OG0000700	XM_001592747.1.p1	XM_001550280.2.p1, XM_024698293.1.p1
OG0000701	XM_001592679.1.p1	XM_001550318.2.p1
