Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Mycosphaerella_fijiensis_rna_prot
OG0000165	XM_001594773.1.p1	XM_007927440.1.p1
OG0000165	XM_001586001.1.p1	XM_007930166.1.p1
OG0000166	XM_001596176.1.p1	XM_007921497.1.p1
OG0000166	XM_001596435.1.p1	XM_007928157.1.p1
OG0000167	XM_001597064.1.p1, XM_001586308.1.p1, XM_001596554.1.p1	XM_007922808.1.p1
OG0000168	XM_001587221.1.p1	XM_007926007.1.p1
OG0000169	XM_001593407.1.p1	XM_007932425.1.p1
OG0000169	XM_001592310.1.p1	XM_007921983.1.p1
OG0000169	XM_001594644.1.p1	XM_007929850.1.p1
OG0000170	XM_001585258.1.p1	XM_007926133.1.p1
OG0000171	XM_001594242.1.p1	XM_007931518.1.p1
OG0000171	XM_001590524.1.p1	XM_007925754.1.p1, XM_007927523.1.p1
OG0000172	XM_001590603.1.p1	XM_007932403.1.p1
OG0000172	XM_001590018.1.p1	XM_007927134.1.p1
OG0000173	XM_001593315.1.p1	XM_007928188.1.p1
OG0000173	XM_001587766.1.p1	XM_007927890.1.p1
OG0000174	XM_001597061.1.p1, XM_001590770.1.p1	XM_007930689.1.p1
OG0000174	XM_001585955.1.p1	XM_007933777.1.p1
OG0000175	XM_001592718.1.p1	XM_007926066.1.p1
OG0000176	XM_001594380.1.p1	XM_007927623.1.p1
OG0000176	XM_001591850.1.p1	XM_007922862.1.p1
OG0000176	XM_001593131.1.p1	XM_007927241.1.p1
OG0000177	XM_001591247.1.p1	XM_007930536.1.p1
OG0000177	XM_001595063.1.p1	XM_007927692.1.p1
OG0000178	XM_001594170.1.p1	XM_007925843.1.p1
OG0000178	XM_001597585.1.p1	XM_007921890.1.p1
OG0000178	XM_001590945.1.p1	XM_007924543.1.p1
OG0000179	XM_001596283.1.p1, XM_001595401.1.p1	XM_007930245.1.p1
OG0000179	XM_001592860.1.p1	XM_007927629.1.p1
OG0000180	XM_001594632.1.p1	XM_007930973.1.p1
OG0000181	XM_001597256.1.p1	XM_007928928.1.p1
OG0000181	XM_001589985.1.p1	XM_007928527.1.p1
OG0000182	XM_001588602.1.p1	XM_007922925.1.p1
OG0000182	XM_001595051.1.p1	XM_007925685.1.p1
OG0000182	XM_001585915.1.p1	XM_007923427.1.p1
OG0000183	XM_001592775.1.p1	XM_007928177.1.p1
OG0000189	XM_001589775.1.p1	XM_007922247.1.p1
OG0000189	XM_001593065.1.p1	XM_007928390.1.p1
OG0000189	XM_001592803.1.p1	XM_007927673.1.p1
OG0000191	XM_001590112.1.p1	XM_007922175.1.p1
OG0000192	XM_001594643.1.p1	XM_007933504.1.p1
OG0000192	XM_001597741.1.p1	XM_007929774.1.p1
OG0000192	XM_001588260.1.p1	XM_007926321.1.p1
OG0000193	XM_001584881.1.p1	XM_007921791.1.p1
OG0000194	XM_001585468.1.p1	XM_007929787.1.p1
OG0000195	XM_001597923.1.p1	XM_007921975.1.p1
OG0000196	XM_001593146.1.p1, XM_001597067.1.p1	XM_007932886.1.p1
OG0000197	XM_001593034.1.p1	XM_007928667.1.p1
OG0000197	XM_001596869.1.p1	XM_007928784.1.p1
OG0000197	XM_001593240.1.p1	XM_007928914.1.p1, XM_007928673.1.p1
OG0000198	XM_001587593.1.p1	XM_007922490.1.p1
OG0000198	XM_001589999.1.p1	XM_007927195.1.p1
OG0000199	XM_001595824.1.p1	XM_007926885.1.p1
OG0000200	XM_001591001.1.p1	XM_007929062.1.p1
OG0000200	XM_001585608.1.p1	XM_007928549.1.p1
OG0000201	XM_001590628.1.p1	XM_007932420.1.p1
OG0000201	XM_001585892.1.p1	XM_007924830.2.p1
OG0000202	XM_001596185.1.p1	XM_007931696.1.p1
OG0000202	XM_001598912.1.p1	XM_007922124.1.p1
OG0000203	XM_001586307.1.p1, XM_001590586.1.p1	XM_007932324.1.p1
OG0000204	XM_001591999.1.p1	XM_007921494.1.p1
OG0000205	XM_001594836.1.p1	XM_007925946.1.p1
OG0000207	XM_001596987.1.p1	XM_007926022.1.p1
OG0000207	XM_001584718.1.p1	XM_007931522.1.p1
OG0000210	XM_001597130.1.p1	XM_007923982.1.p1
OG0000210	XM_001584956.1.p1	XM_007933134.1.p1
OG0000211	XM_001586269.1.p1	XM_007929983.1.p1
OG0000211	XM_001591045.1.p1	XM_007924832.1.p1
OG0000212	XM_001588279.1.p1	XM_007927869.1.p1
OG0000212	XM_001584946.1.p1	XM_007932611.1.p1
OG0000212	XM_001597073.1.p1	XM_007924328.1.p1
OG0000214	XM_001592574.1.p1	XM_007931551.1.p1
OG0000214	XM_001596341.1.p1	XM_007922131.1.p1
OG0000215	XM_001596068.1.p1, XM_001593468.1.p1, XM_001590206.1.p1	XM_007930723.1.p1
OG0000218	XM_001595415.1.p1	XM_007924937.1.p1, XM_007930098.1.p1, XM_007932139.1.p1
OG0000219	XM_001592740.1.p1, XM_001597493.1.p1, XM_001593717.1.p1	XM_007932948.1.p1
OG0000220	XM_001586069.1.p1	XM_007927882.1.p1
OG0000221	XM_001588345.1.p1	XM_007931447.1.p1
OG0000221	XM_001597328.1.p1, XM_001595508.1.p1	XM_007931221.1.p1, XM_007932344.1.p1
OG0000225	XM_001586429.1.p1, XM_001595862.1.p1	XM_007924734.1.p1, XM_007925633.1.p1
OG0000225	XM_001588409.1.p1, XM_001585791.1.p1, XM_001591733.1.p1, XM_001585788.1.p1	XM_007927450.1.p1
OG0000226	XM_001591492.1.p1	XM_007922976.1.p1
OG0000226	XM_001584873.1.p1	XM_007924918.1.p1
OG0000227	XM_001596721.1.p1	XM_007927733.1.p1
OG0000227	XM_001597258.1.p1	XM_007928867.1.p1
OG0000227	XM_001598493.1.p1	XM_007929598.1.p1
OG0000228	XM_001598326.1.p1	XM_007926811.1.p1
OG0000228	XM_001590417.1.p1	XM_007924394.1.p1, XM_007931978.1.p1
OG0000228	XM_001594524.1.p1	XM_007921789.1.p1
OG0000229	XM_001584665.1.p1	XM_007922432.1.p1
OG0000229	XM_001592829.1.p1	XM_007927606.1.p1
OG0000230	XM_001595688.1.p1	XM_007923165.1.p1
OG0000230	XM_001584950.1.p1	XM_007931643.1.p1
OG0000231	XM_001591186.1.p1	XM_007923527.1.p1
OG0000231	XM_001595459.1.p1, XM_001591268.1.p1	XM_007933186.1.p1
OG0000232	XM_001589722.1.p1	XM_007930981.1.p1
OG0000234	XM_001596145.1.p1	XM_007925520.1.p1
OG0000236	XM_001596648.1.p1	XM_007927586.1.p1
OG0000237	XM_001585240.1.p1	XM_007932516.1.p1
OG0000237	XM_001587970.1.p1	XM_007930160.1.p1
OG0000238	XM_001587158.1.p1	XM_007928416.1.p1
OG0000240	XM_001584824.1.p1	XM_007931701.2.p1
OG0000241	XM_001593862.1.p1	XM_007922455.1.p1
OG0000244	XM_001585917.1.p1	XM_007922019.1.p1
OG0000246	XM_001590314.1.p1	XM_007934297.1.p1
OG0000246	XM_001597418.1.p1	XM_007932136.1.p1
OG0000246	XM_001586585.1.p1	XM_007927699.1.p1
OG0000247	XM_001598366.1.p1	XM_007929425.1.p1
OG0000247	XM_001597776.1.p1	XM_007932478.1.p1
OG0000247	XM_001589458.1.p1	XM_007925111.1.p1, XM_007926725.1.p1
OG0000248	XM_001592783.1.p1	XM_007927346.1.p1
OG0000248	XM_001586783.1.p1, XM_001585751.1.p1, XM_001586722.1.p1	XM_007930392.1.p1
OG0000251	XM_001593458.1.p1	XM_007921923.1.p1
OG0000251	XM_001590820.1.p1	XM_007932967.1.p1
OG0000252	XM_001590285.1.p1	XM_007932254.1.p1
OG0000253	XM_001584920.1.p1	XM_007931555.1.p1
OG0000253	XM_001594281.1.p1, XM_001596081.1.p1, XM_001598377.1.p1, XM_001590310.1.p1	XM_007929138.1.p1
OG0000254	XM_001590596.1.p1	XM_007930682.1.p1
OG0000255	XM_001590986.1.p1, XM_001586084.1.p1	XM_007925408.1.p1
OG0000255	XM_001586279.1.p1	XM_007921776.1.p1, XM_007928660.1.p1
OG0000256	XM_001590113.1.p1	XM_007926917.1.p1
OG0000258	XM_001590735.1.p1	XM_007932978.1.p1
OG0000258	XM_001585368.1.p1	XM_007927141.1.p1
OG0000259	XM_001590880.1.p1	XM_007930657.1.p1
OG0000260	XM_001587809.1.p1	XM_007922105.1.p1
OG0000261	XM_001585923.1.p1	XM_007923335.1.p1
OG0000261	XM_001589789.1.p1	XM_007923222.1.p1
OG0000261	XM_001596282.1.p1	XM_007924344.1.p1
OG0000262	XM_001585956.1.p1	XM_007921802.1.p1
OG0000264	XM_001587892.1.p1	XM_007933519.1.p1
OG0000265	XM_001590863.1.p1	XM_007934384.1.p1
OG0000265	XM_001597833.1.p1, XM_001597827.1.p1	XM_007934020.1.p1
OG0000266	XM_001595040.1.p1	XM_007926822.1.p1
OG0000268	XM_001594381.1.p1	XM_007928685.1.p1
OG0000268	XM_001592851.1.p1	XM_007928702.1.p1
OG0000269	XM_001595030.1.p1	XM_007927121.1.p1
OG0000271	XM_001585265.1.p1	XM_007927297.1.p1
OG0000273	XM_001592377.1.p1	XM_007923228.1.p1, XM_007921952.1.p1
OG0000275	XM_001590888.1.p1	XM_007921771.1.p1
OG0000275	XM_001585625.1.p1	XM_007928201.1.p1
OG0000276	XM_001592491.1.p1, XM_001598855.1.p1	XM_007927868.1.p1
OG0000276	XM_001597019.1.p1	XM_007924993.1.p1
OG0000277	XM_001588099.1.p1	XM_007929750.1.p1
OG0000279	XM_001597332.1.p1	XM_007929853.1.p1
OG0000280	XM_001585903.1.p1	XM_007922264.1.p1
OG0000280	XM_001588434.1.p1	XM_007927465.1.p1
OG0000281	XM_001594638.1.p1	XM_007931138.1.p1
OG0000281	XM_001594133.1.p1	XM_007925738.2.p1
OG0000282	XM_001589293.1.p1	XM_007933081.1.p1
OG0000283	XM_001593967.1.p1	XM_007927722.1.p1
OG0000283	XM_001586787.1.p1	XM_007929802.1.p1
OG0000284	XM_001594975.1.p1	XM_007925060.1.p1
OG0000285	XM_001588048.1.p1	XM_007927088.1.p1
OG0000286	XM_001596937.1.p1, XM_001595178.1.p1	XM_007927126.1.p1
OG0000286	XM_001595060.1.p1	XM_007924193.1.p1
OG0000287	XM_001591627.1.p1	XM_007925432.1.p1
OG0000288	XM_001586741.1.p1	XM_007933136.1.p1
OG0000289	XM_001596210.1.p1	XM_007932694.1.p1
OG0000291	XM_001595467.1.p1	XM_007921962.1.p1
OG0000291	XM_001593375.1.p1	XM_007931140.1.p1, XM_007931296.2.p1
OG0000292	XM_001595511.1.p1	XM_007932460.1.p1
OG0000292	XM_001596671.1.p1, XM_001597497.1.p1	XM_007928793.1.p1
OG0000293	XM_001586572.1.p1	XM_007933587.1.p1
OG0000294	XM_001591647.1.p1	XM_007923871.1.p1
OG0000295	XM_001586192.1.p1	XM_007930966.1.p1
OG0000295	XM_001595606.1.p1	XM_007924368.1.p1
OG0000301	XM_001585369.1.p1	XM_007923350.1.p1
OG0000302	XM_001589445.1.p1	XM_007927412.1.p1
OG0000302	XM_001591897.1.p1	XM_007931527.1.p1, XM_007924254.1.p1
OG0000303	XM_001593841.1.p1	XM_007927424.1.p1
OG0000303	XM_001595283.1.p1, XM_001596500.1.p1	XM_007933055.1.p1
OG0000304	XM_001592528.1.p1	XM_007921744.1.p1
OG0000304	XM_001587021.1.p1	XM_007928668.1.p1
OG0000306	XM_001588299.1.p1	XM_007928237.1.p1
OG0000307	XM_001584568.1.p1	XM_007923601.1.p1
OG0000307	XM_001592523.1.p1	XM_007923288.1.p1
OG0000307	XM_001593676.1.p1	XM_007922327.1.p1
OG0000308	XM_001591807.1.p1	XM_007925688.1.p1
OG0000309	XM_001594078.1.p1	XM_007929858.1.p1
OG0000310	XM_001597658.1.p1	XM_007925287.1.p1
OG0000310	XM_001595441.1.p1, XM_001589016.1.p1	XM_007925240.1.p1, XM_007922339.1.p1
OG0000312	XM_001596529.1.p1	XM_007924089.1.p1
OG0000312	XM_001597099.1.p1	XM_007925486.1.p1
OG0000313	XM_001598739.1.p1	XM_007927737.1.p1
OG0000313	XM_001586897.1.p1	XM_007924074.1.p1
OG0000313	XM_001593588.1.p1	XM_007921654.1.p1, XM_007927656.1.p1
OG0000314	XM_001593040.1.p1	XM_007931572.1.p1
OG0000315	XM_001589387.1.p1	XM_007933321.1.p1
OG0000317	XM_001591969.1.p1	XM_007926819.1.p1
OG0000317	XM_001587228.1.p1	XM_007928414.1.p1, XM_007928415.1.p1
OG0000318	XM_001598012.1.p1	XM_007928120.1.p1
OG0000318	XM_001594756.1.p1	XM_007921830.1.p1, XM_007931697.1.p1
OG0000319	XM_001598351.1.p1	XM_007926840.1.p1
OG0000322	XM_001592461.1.p1	XM_007922452.1.p1
OG0000323	XM_001590851.1.p1	XM_007933094.1.p1
OG0000323	XM_001591961.1.p1, XM_001593906.1.p1, XM_001587226.1.p1	XM_007929949.1.p1
OG0000324	XM_001592271.1.p1	XM_007923367.1.p1
OG0000325	XM_001595222.1.p1	XM_007930608.1.p1
OG0000325	XM_001590041.1.p1	XM_007923812.1.p1
OG0000325	XM_001594961.1.p1	XM_007928904.1.p1
OG0000326	XM_001595679.1.p1	XM_007926152.1.p1
OG0000327	XM_001587909.1.p1	XM_007929654.1.p1
OG0000328	XM_001586323.1.p1	XM_007929960.1.p1, XM_007926968.1.p1
OG0000328	XM_001593417.1.p1	XM_007928317.1.p1
OG0000329	XM_001591776.1.p1	XM_007929913.1.p1, XM_007926953.1.p1, XM_007928964.1.p1
OG0000331	XM_001593836.1.p1	XM_007926415.1.p1
OG0000333	XM_001591225.1.p1	XM_007931574.1.p1
OG0000334	XM_001588568.1.p1	XM_007921832.1.p1
OG0000337	XM_001597150.1.p1	XM_007929054.1.p1
OG0000337	XM_001589811.1.p1	XM_007932328.1.p1
OG0000338	XM_001595733.1.p1	XM_007927744.1.p1
OG0000338	XM_001589919.1.p1	XM_007925807.1.p1
OG0000339	XM_001588030.1.p1	XM_007930165.1.p1
OG0000339	XM_001597935.1.p1	XM_007922020.1.p1
OG0000342	XM_001587098.1.p1	XM_007928324.1.p1
OG0000343	XM_001588828.1.p1	XM_007928304.1.p1
OG0000345	XM_001588208.1.p1	XM_007921845.1.p1
OG0000346	XM_001588685.1.p1	XM_007922118.1.p1
OG0000346	XM_001585647.1.p1	XM_007928839.1.p1
OG0000347	XM_001588291.1.p1	XM_007927724.1.p1
OG0000347	XM_001594045.1.p1	XM_007924910.1.p1
OG0000348	XM_001596350.1.p1	XM_007929414.1.p1
OG0000348	XM_001596342.1.p1	XM_007931106.1.p1
OG0000350	XM_001594577.1.p1	XM_007931681.1.p1
OG0000350	XM_001585929.1.p1	XM_007923358.1.p1
OG0000351	XM_001592911.1.p1	XM_007928613.1.p1
OG0000351	XM_001590850.1.p1, XM_001590848.1.p1	XM_007924845.1.p1
OG0000352	XM_001593209.1.p1	XM_007932911.1.p1, XM_007928411.1.p1
OG0000353	XM_001594393.1.p1, XM_001588067.1.p1	XM_007928118.1.p1
OG0000354	XM_001594173.1.p1	XM_007927206.1.p1
OG0000354	XM_001594672.1.p1	XM_007922508.1.p1
OG0000355	XM_001585849.1.p1	XM_007927970.1.p1
OG0000356	XM_001589024.1.p1	XM_007927198.1.p1
OG0000356	XM_001594952.1.p1	XM_007930880.1.p1
OG0000357	XM_001584508.1.p1	XM_007931544.1.p1
OG0000357	XM_001596882.1.p1	XM_007923400.1.p1
OG0000358	XM_001598266.1.p1	XM_007933549.1.p1
OG0000361	XM_001597018.1.p1	XM_007930170.1.p1
OG0000361	XM_001584885.1.p1	XM_007930052.1.p1
OG0000362	XM_001592261.1.p1	XM_007923611.1.p1
OG0000363	XM_001591160.1.p1	XM_007933020.1.p1, XM_007931772.1.p1
OG0000364	XM_001586746.1.p1	XM_007933054.1.p1
OG0000364	XM_001591295.1.p1	XM_007933507.1.p1
OG0000365	XM_001593795.1.p1	XM_007924318.1.p1
OG0000365	XM_001587777.1.p1	XM_007931476.1.p1
OG0000366	XM_001592514.1.p1	XM_007921765.1.p1
OG0000367	XM_001591428.1.p1, XM_001589140.1.p1	XM_007930746.1.p1
OG0000368	XM_001586991.1.p1	XM_007925979.1.p1
OG0000369	XM_001585932.1.p1	XM_007933831.1.p1
OG0000369	XM_001585931.1.p1	XM_007933805.1.p1
OG0000370	XM_001596117.1.p1	XM_007923807.1.p1
OG0000374	XM_001594977.1.p1	XM_007925058.1.p1
OG0000375	XM_001586362.1.p1, XM_001597921.1.p1	XM_007922917.1.p1
OG0000375	XM_001589897.1.p1	XM_007927056.1.p1
OG0000376	XM_001588139.1.p1	XM_007927183.1.p1
OG0000376	XM_001587757.1.p1	XM_007933324.1.p1
OG0000378	XM_001596864.1.p1	XM_007922425.1.p1
OG0000378	XM_001594848.1.p1	XM_007922116.1.p1
OG0000380	XM_001584697.1.p1	XM_007922314.1.p1
OG0000380	XM_001597824.1.p1	XM_007924967.1.p1
OG0000381	XM_001596277.1.p1	XM_007922825.1.p1
OG0000381	XM_001586516.1.p1	XM_007921863.1.p1
OG0000382	XM_001586499.1.p1	XM_007924264.1.p1
OG0000383	XM_001595200.1.p1	XM_007924367.1.p1
OG0000384	XM_001590907.1.p1	XM_007931590.1.p1
OG0000385	XM_001594849.1.p1	XM_007922443.1.p1
OG0000385	XM_001591151.1.p1	XM_007928998.1.p1
OG0000386	XM_001592690.1.p1	XM_007927838.1.p1
OG0000388	XM_001587153.1.p1	XM_007927571.1.p1
OG0000388	XM_001588257.1.p1	XM_007921969.1.p1
OG0000390	XM_001595466.1.p1	XM_007931246.1.p1
OG0000390	XM_001591034.1.p1	XM_007928910.1.p1
OG0000391	XM_001597617.1.p1	XM_007934350.1.p1
OG0000392	XM_001592820.1.p1	XM_007932674.1.p1
OG0000393	XM_001596263.1.p1	XM_007921723.1.p1
OG0000393	XM_001597320.1.p1	XM_007922293.1.p1
OG0000395	XM_001597922.1.p1	XM_007923175.1.p1
OG0000395	XM_001592276.1.p1	XM_007933970.1.p1
OG0000396	XM_001592582.1.p1	XM_007923229.1.p1
OG0000397	XM_001592147.1.p1	XM_007929203.1.p1
OG0000398	XM_001597851.1.p1	XM_007924535.1.p1
OG0000399	XM_001598920.1.p1	XM_007921539.1.p1
OG0000400	XM_001585385.1.p1	XM_007932351.1.p1
OG0000400	XM_001598807.1.p1	XM_007921500.1.p1, XM_007923284.1.p1
OG0000401	XM_001598784.1.p1	XM_007921638.1.p1
OG0000402	XM_001598320.1.p1	XM_007921715.1.p1
OG0000403	XM_001589101.1.p1	XM_007925491.1.p1
OG0000403	XM_001590733.1.p1	XM_007932981.1.p1
OG0000404	XM_001593260.1.p1, XM_001584912.1.p1	XM_007924153.1.p1
OG0000404	XM_001595520.1.p1	XM_007921628.1.p1
OG0000405	XM_001584602.1.p1	XM_007928677.1.p1
OG0000407	XM_001591874.1.p1	XM_007922411.1.p1
OG0000407	XM_001594751.1.p1	XM_007930896.1.p1
OG0000408	XM_001588056.1.p1	XM_007926026.1.p1
OG0000409	XM_001591593.1.p1	XM_007924689.1.p1
OG0000410	XM_001595661.1.p1	XM_007925950.1.p1
OG0000411	XM_001585214.1.p1	XM_007925200.1.p1
OG0000411	XM_001593430.1.p1	XM_007921931.1.p1
OG0000412	XM_001592689.1.p1	XM_007927784.1.p1
OG0000412	XM_001594715.1.p1	XM_007924003.1.p1
OG0000412	XM_001590537.1.p1	XM_007932307.1.p1
OG0000413	XM_001593426.1.p1	XM_007929841.1.p1
OG0000414	XM_001595899.1.p1	XM_007924189.1.p1, XM_007925740.2.p1, XM_007931024.1.p1, XM_007924496.1.p1, XM_007929771.1.p1, XM_007934167.1.p1
OG0000414	XM_001588538.1.p1	XM_007921902.1.p1
OG0000415	XM_001590013.1.p1	XM_007930023.1.p1
OG0000416	XM_001585521.1.p1	XM_007922115.1.p1
OG0000416	XM_001595781.1.p1	XM_007930237.1.p1
OG0000417	XM_001594077.1.p1	XM_007930077.1.p1
OG0000417	XM_001595020.1.p1	XM_007926821.1.p1
OG0000418	XM_001597732.1.p1	XM_007925369.1.p1
OG0000418	XM_001594531.1.p1	XM_007930721.1.p1
OG0000419	XM_001589943.1.p1	XM_007925657.1.p1, XM_007932022.1.p1
OG0000420	XM_001597867.1.p1, XM_001586169.1.p1	XM_007928832.1.p1
OG0000421	XM_001586054.1.p1	XM_007932419.1.p1, XM_007926512.1.p1, XM_007921662.1.p1
OG0000422	XM_001586710.1.p1, XM_001585755.1.p1	XM_007933299.1.p1
OG0000423	XM_001597246.1.p1	XM_007930315.1.p1
OG0000424	XM_001584735.1.p1	XM_007929950.1.p1
OG0000425	XM_001595569.1.p1	XM_007926643.1.p1
OG0000426	XM_001594352.1.p1	XM_007922767.1.p1
OG0000427	XM_001588666.1.p1	XM_007931597.1.p1
OG0000427	XM_001596733.1.p1	XM_007922038.1.p1
OG0000428	XM_001591689.1.p1	XM_007923704.1.p1
OG0000428	XM_001592756.1.p1	XM_007927716.1.p1
OG0000429	XM_001596406.1.p1	XM_007930873.1.p1
OG0000429	XM_001589525.1.p1	XM_007930765.1.p1
OG0000430	XM_001596140.1.p1	XM_007929815.1.p1
OG0000431	XM_001595021.1.p1	XM_007926102.1.p1
OG0000432	XM_001592025.1.p1	XM_007928770.1.p1
OG0000432	XM_001595641.1.p1	XM_007928778.1.p1
OG0000437	XM_001586166.1.p1	XM_007930925.1.p1
OG0000437	XM_001594881.1.p1	XM_007923462.1.p1
OG0000438	XM_001594730.1.p1	XM_007923414.1.p1, XM_007923415.1.p1
OG0000439	XM_001588396.1.p1	XM_007931908.1.p1, XM_007933923.1.p1
OG0000439	XM_001594207.1.p1	XM_007923951.1.p1, XM_007924281.1.p1
OG0000440	XM_001592376.1.p1	XM_007921655.1.p1
OG0000440	XM_001596584.1.p1	XM_007930333.1.p1
OG0000441	XM_001598052.1.p1	XM_007929615.1.p1
OG0000441	XM_001587956.1.p1	XM_007928473.1.p1
OG0000442	XM_001594041.1.p1	XM_007922858.1.p1
OG0000442	XM_001595999.1.p1	XM_007921510.1.p1
OG0000443	XM_001597889.1.p1	XM_007929634.1.p1
OG0000443	XM_001589171.1.p1	XM_007930457.2.p1
OG0000444	XM_001585129.1.p1	XM_007932355.1.p1
OG0000446	XM_001595180.1.p1	XM_007926035.1.p1
OG0000447	XM_001592798.1.p1	XM_007927981.1.p1
OG0000447	XM_001598386.1.p1	XM_007924617.1.p1
OG0000448	XM_001596951.1.p1	XM_007922678.1.p1
OG0000448	XM_001589303.1.p1	XM_007930472.1.p1
OG0000450	XM_001587855.1.p1	XM_007930125.1.p1
OG0000451	XM_001598145.1.p1	XM_007925176.1.p1
OG0000455	XM_001585436.1.p1	XM_007921486.1.p1
OG0000455	XM_001593732.1.p1	XM_007922953.1.p1
OG0000455	XM_001598722.1.p1	XM_007922673.1.p1
OG0000456	XM_001586769.1.p1	XM_007929803.1.p1
OG0000456	XM_001590674.1.p1	XM_007931424.1.p1
OG0000457	XM_001597364.1.p1	XM_007921687.1.p1
OG0000457	XM_001595651.1.p1	XM_007929079.1.p1
OG0000458	XM_001594303.1.p1	XM_007930811.1.p1
OG0000458	XM_001589273.1.p1	XM_007925263.1.p1
OG0000459	XM_001595847.1.p1	XM_007922547.1.p1
OG0000459	XM_001588033.1.p1	XM_007927753.1.p1
OG0000460	XM_001597304.1.p1	XM_007924482.1.p1
OG0000461	XM_001594597.1.p1, XM_001594596.1.p1	XM_007931567.1.p1
OG0000461	XM_001590763.1.p1	XM_007932830.1.p1
OG0000463	XM_001595247.1.p1	XM_007923519.1.p1
OG0000464	XM_001589681.1.p1	XM_007924670.1.p1, XM_007924999.1.p1, XM_007924642.1.p1, XM_007928575.1.p1, XM_007924750.1.p1
OG0000465	XM_001596182.1.p1	XM_007921839.1.p1
OG0000465	XM_001598498.1.p1	XM_007928902.1.p1
OG0000466	XM_001597810.1.p1	XM_007928768.1.p1
OG0000467	XM_001588516.1.p1	XM_007921900.1.p1
OG0000468	XM_001585150.1.p1	XM_007931747.1.p1
OG0000469	XM_001586974.1.p1	XM_007928534.1.p1
OG0000469	XM_001588006.1.p1	XM_007930037.1.p1
OG0000470	XM_001589646.1.p1	XM_007926825.1.p1
OG0000470	XM_001589696.1.p1	XM_007921737.1.p1
OG0000471	XM_001589081.1.p1	XM_007932174.1.p1
OG0000471	XM_001597763.1.p1	XM_007928841.1.p1
OG0000472	XM_001596286.1.p1	XM_007924411.1.p1
OG0000472	XM_001592203.1.p1	XM_007922347.1.p1
OG0000472	XM_001598844.1.p1	XM_007921959.1.p1
OG0000473	XM_001597336.1.p1	XM_007922144.1.p1
OG0000474	XM_001586657.1.p1	XM_007933044.1.p1
OG0000474	XM_001586656.1.p1	XM_007933382.1.p1
OG0000475	XM_001586521.1.p1	XM_007924397.1.p1
OG0000475	XM_001592419.1.p1	XM_007921909.1.p1
OG0000476	XM_001595211.1.p1	XM_007925055.1.p1
OG0000476	XM_001584773.1.p1	XM_007932098.1.p1, XM_007932099.1.p1
OG0000477	XM_001598467.1.p1	XM_007923622.1.p1
OG0000477	XM_001587693.1.p1	XM_007933525.1.p1
OG0000478	XM_001595503.1.p1	XM_007931635.1.p1
OG0000484	XM_001597768.1.p1	XM_007922877.1.p1, XM_007928898.1.p1
OG0000484	XM_001594928.1.p1	XM_007929415.1.p1
OG0000485	XM_001592093.1.p1	XM_007926590.1.p1
OG0000486	XM_001590667.1.p1	XM_007930421.1.p1, XM_007927603.1.p1
OG0000486	XM_001594460.1.p1	XM_007922086.1.p1
OG0000488	XM_001593723.1.p1	XM_007921671.1.p1
OG0000490	XM_001593846.1.p1	XM_007923169.1.p1
OG0000490	XM_001589239.1.p1	XM_007931710.1.p1
OG0000491	XM_001591479.1.p1	XM_007921860.1.p1
OG0000491	XM_001590012.1.p1	XM_007929351.1.p1
OG0000492	XM_001589340.1.p1	XM_007929233.1.p1
OG0000492	XM_001589980.1.p1	XM_007926112.1.p1
OG0000493	XM_001596490.1.p1	XM_007930337.1.p1
OG0000494	XM_001594386.1.p1	XM_007928515.1.p1
OG0000495	XM_001593626.1.p1	XM_007928273.1.p1
OG0000496	XM_001589703.1.p1	XM_007928915.1.p1
OG0000496	XM_001593971.1.p1	XM_007933810.1.p1, XM_007927690.1.p1
OG0000497	XM_001596284.1.p1	XM_007925374.1.p1
OG0000497	XM_001587094.1.p1	XM_007932147.1.p1
OG0000498	XM_001586996.1.p1	XM_007928688.1.p1
OG0000498	XM_001595543.1.p1	XM_007932247.1.p1
OG0000499	XM_001594743.1.p1	XM_007929852.1.p1
OG0000499	XM_001588554.1.p1	XM_007927708.1.p1
OG0000500	XM_001584816.1.p1	XM_007925975.1.p1
OG0000500	XM_001592410.1.p1	XM_007922760.1.p1
OG0000501	XM_001584728.1.p1	XM_007933145.1.p1
OG0000501	XM_001591462.1.p1	XM_007922134.1.p1
OG0000502	XM_001585206.1.p1	XM_007925258.1.p1
OG0000502	XM_001590161.1.p1	XM_007929384.1.p1
OG0000505	XM_001585909.1.p1	XM_007930700.1.p1
OG0000505	XM_001593292.1.p1, XM_001591187.1.p1	XM_007929387.1.p1
OG0000506	XM_001596570.1.p1	XM_007922940.1.p1
OG0000506	XM_001585581.1.p1	XM_007923829.1.p1
OG0000507	XM_001592146.1.p1	XM_007928991.1.p1
OG0000507	XM_001594601.1.p1	XM_007931984.1.p1
OG0000509	XM_001587359.1.p1	XM_007925669.1.p1, XM_007926073.1.p1
OG0000509	XM_001593419.1.p1	XM_007923648.1.p1
OG0000512	XM_001591932.1.p1	XM_007932331.1.p1
OG0000512	XM_001587571.1.p1	XM_007927462.1.p1
OG0000513	XM_001592425.1.p1	XM_007926673.1.p1
OG0000513	XM_001598868.1.p1	XM_007928518.1.p1
OG0000514	XM_001593274.1.p1	XM_007927387.1.p1
