Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Phanerochaete_chrysosporium_rna_prot
OG0000171	XM_001596547.1.p1, XM_001594242.1.p1	XM_007398352.1.p1
OG0000171	XM_001590524.1.p1	XM_007393845.1.p1
OG0000172	XM_001590603.1.p1	XM_007397334.1.p1
OG0000172	XM_001590018.1.p1	XM_007400872.1.p1
OG0000172	XM_001585270.1.p1	XM_007397270.1.p1
OG0000173	XM_001593315.1.p1	XM_007394808.1.p1, XM_007389917.1.p1, XM_007389911.1.p1, XM_007394919.1.p1, XM_007394918.1.p1, XM_007397965.1.p1, XM_007392730.1.p1, XM_007402658.1.p1, XM_007399390.1.p1, XM_007397971.1.p1, XM_007397976.1.p1
OG0000174	XM_001591883.1.p1, XM_001597061.1.p1, XM_001590770.1.p1, XM_001585955.1.p1	XM_007392520.1.p1, XM_007395395.1.p1
OG0000175	XM_001592718.1.p1	XM_007397952.1.p1
OG0000175	XM_001593214.1.p1, XM_001589370.1.p1, XM_001598408.1.p1	XM_007395054.1.p1
OG0000176	XM_001594380.1.p1	XM_007390940.1.p1, XM_007398267.1.p1
OG0000177	XM_001591247.1.p1	XM_007393907.1.p1
OG0000177	XM_001595063.1.p1	XM_007396652.1.p1
OG0000178	XM_001594170.1.p1	XM_007391525.1.p1
OG0000178	XM_001597585.1.p1	XM_007400664.1.p1
OG0000178	XM_001590945.1.p1	XM_007395400.1.p1
OG0000182	XM_001588602.1.p1	XM_007393162.1.p1
OG0000182	XM_001595051.1.p1	XM_007400771.1.p1
OG0000182	XM_001585915.1.p1	XM_007395928.1.p1
OG0000183	XM_001588424.1.p1	XM_007401238.1.p1, XM_007401187.1.p1, XM_007401250.1.p1, XM_007401248.1.p1, XM_007401235.1.p1
OG0000189	XM_001589775.1.p1	XM_007395724.1.p1, XM_007398268.1.p1, XM_007391518.1.p1
OG0000189	XM_001593065.1.p1, XM_001592803.1.p1	XM_007394426.1.p1, XM_007390953.1.p1, XM_007392671.1.p1
OG0000190	XM_001590771.1.p1	XM_007399115.1.p2, XM_007400008.1.p1, XM_007392550.1.p1, XM_007398618.1.p1
OG0000191	XM_001590112.1.p1	XM_007401657.1.p1, XM_007402255.1.p1
OG0000192	XM_001594643.1.p1	XM_007396048.1.p1
OG0000192	XM_001594642.1.p1	XM_007400293.1.p1
OG0000193	XM_001584881.1.p1	XM_007392833.1.p1, XM_007393307.1.p1
OG0000194	XM_001585815.1.p1	XM_007390274.1.p1
OG0000194	XM_001585468.1.p1	XM_007390279.1.p1
OG0000195	XM_001597923.1.p1	XM_007397156.1.p1
OG0000195	XM_001584810.1.p1	XM_007396632.1.p1
OG0000195	XM_001588295.1.p1	XM_007401557.1.p1
OG0000197	XM_001596869.1.p1, XM_001593240.1.p1, XM_001592373.1.p1	XM_007390821.1.p1, XM_007393346.1.p1
OG0000198	XM_001589999.1.p1	XM_007398144.1.p1
OG0000199	XM_001595824.1.p1	XM_007391754.1.p1
OG0000200	XM_001591001.1.p1	XM_007393793.1.p1
OG0000200	XM_001585608.1.p1	XM_007391969.1.p1
OG0000200	XM_001585607.1.p1	XM_007392474.1.p1
OG0000201	XM_001586673.1.p1, XM_001590628.1.p1	XM_007391611.1.p1, XM_007392661.1.p1, XM_007395146.1.p1, XM_007395116.1.p1
OG0000202	XM_001586674.1.p1, XM_001596185.1.p1	XM_007399059.1.p1, XM_007398488.1.p1, XM_007399063.1.p1, XM_007399058.1.p1, XM_007399088.1.p1
OG0000203	XM_001586307.1.p1, XM_001590586.1.p1	XM_007392124.1.p1, XM_007400920.1.p1, XM_007394893.1.p1, XM_007394865.1.p1, XM_007400764.1.p1, XM_007392303.1.p1, XM_007402378.1.p1, XM_007395828.1.p1, XM_007399282.1.p1, XM_007394528.1.p1, XM_007392156.1.p1, XM_007399284.1.p1, XM_007399295.1.p1, XM_007401301.1.p1, XM_007399283.1.p1
OG0000204	XM_001596468.1.p1, XM_001587311.1.p1	XM_007401714.1.p1
OG0000205	XM_001586695.1.p1, XM_001588812.1.p1	XM_007394713.1.p1
OG0000207	XM_001596987.1.p1, XM_001584718.1.p1	XM_007395987.1.p1
OG0000210	XM_001597130.1.p1	XM_007392707.1.p1
OG0000211	XM_001586269.1.p1	XM_007399233.1.p1
OG0000211	XM_001591045.1.p1	XM_007394460.1.p1, XM_007396189.1.p1, XM_007396198.1.p1, XM_007393576.1.p1
OG0000212	XM_001588279.1.p1	XM_007390903.1.p1
OG0000212	XM_001584946.1.p1	XM_007401592.1.p1, XM_007399847.1.p1, XM_007397690.1.p1
OG0000212	XM_001597073.1.p1	XM_007400124.1.p1
OG0000213	XM_001589354.1.p1, XM_001590988.1.p1, XM_001594639.1.p1	XM_007401405.1.p1
OG0000214	XM_001592574.1.p1, XM_001596341.1.p1	XM_007392359.1.p1
OG0000215	XM_001596068.1.p1, XM_001593468.1.p1, XM_001590206.1.p1	XM_007391605.1.p1, XM_007391601.1.p1, XM_007396923.1.p1, XM_007401101.1.p1, XM_007400875.1.p1
OG0000216	XM_001598206.1.p1	XM_007391119.1.p1
OG0000220	XM_001586069.1.p1	XM_007400091.1.p1
OG0000221	XM_001597328.1.p1, XM_001595508.1.p1	XM_007398074.1.p1, XM_007396433.1.p1, XM_007396438.1.p1, XM_007396457.1.p1
OG0000222	XM_001592463.1.p1	XM_007401157.1.p1, XM_007397930.1.p1, XM_007401182.1.p1, XM_007401194.1.p1, XM_007399840.1.p1, XM_007401193.1.p1, XM_007401159.1.p1, XM_007396289.1.p1, XM_007397409.1.p1
OG0000225	XM_001586429.1.p1, XM_001595862.1.p1, XM_001588409.1.p1, XM_001585791.1.p1, XM_001591733.1.p1, XM_001585788.1.p1	XM_007394582.1.p1, XM_007393406.1.p1
OG0000226	XM_001591492.1.p1, XM_001584873.1.p1	XM_007391891.1.p1
OG0000227	XM_001596721.1.p1	XM_007398917.1.p1
OG0000227	XM_001597258.1.p1	XM_007398903.1.p1
OG0000228	XM_001598326.1.p1, XM_001590417.1.p1	XM_007390668.1.p1, XM_007390390.1.p1
OG0000229	XM_001584665.1.p1	XM_007390272.1.p1
OG0000229	XM_001592829.1.p1	XM_007397164.1.p1
OG0000230	XM_001595688.1.p1	XM_007390371.1.p1
OG0000230	XM_001584950.1.p1	XM_007395748.1.p1
OG0000231	XM_001591186.1.p1	XM_007389767.1.p1
OG0000232	XM_001589722.1.p1	XM_007392345.1.p1
OG0000236	XM_001596648.1.p1	XM_007395832.1.p1
OG0000237	XM_001585240.1.p1	XM_007391890.1.p1
OG0000237	XM_001587970.1.p1	XM_007389973.1.p1
OG0000237	XM_001598176.1.p1	XM_007393043.1.p1
OG0000238	XM_001587158.1.p1	XM_007395573.1.p1
OG0000238	XM_001595636.1.p1	XM_007393477.1.p1
OG0000239	XM_001591165.1.p1	XM_007398434.1.p1
OG0000240	XM_001584824.1.p1	XM_007399451.1.p1, XM_007395491.1.p1
OG0000241	XM_001594149.1.p1, XM_001593862.1.p1	XM_007393442.1.p1, XM_007397547.1.p1, XM_007393001.1.p1, XM_007401232.1.p1, XM_007396280.1.p1, XM_007397688.1.p1
OG0000244	XM_001597739.1.p1	XM_007396329.1.p1
OG0000244	XM_001598060.1.p1	XM_007400258.1.p1
OG0000245	XM_001588698.1.p1	XM_007396605.1.p1, XM_007396604.1.p1
OG0000246	XM_001586585.1.p1	XM_007394907.1.p1, XM_007394393.1.p1
OG0000247	XM_001597090.1.p1, XM_001594343.1.p1, XM_001598366.1.p1, XM_001597776.1.p1, XM_001589458.1.p1	XM_007391473.1.p1, XM_007396840.1.p1
OG0000249	XM_001587592.1.p1	XM_007393161.1.p1
OG0000251	XM_001593458.1.p1	XM_007397894.1.p1
OG0000251	XM_001590820.1.p1	XM_007394640.1.p1
OG0000253	XM_001584920.1.p1	XM_007397817.1.p1
OG0000253	XM_001594281.1.p1, XM_001596081.1.p1, XM_001598377.1.p1, XM_001590310.1.p1, XM_001586686.1.p1, XM_001597250.1.p1, XM_001589178.1.p1	XM_007399261.1.p1, XM_007397818.1.p1
OG0000254	XM_001587794.1.p1, XM_001590596.1.p1	XM_007402765.1.p1, XM_007393750.1.p1, XM_007393743.1.p1
OG0000256	XM_001590113.1.p1	XM_007397845.1.p1
OG0000258	XM_001590735.1.p1, XM_001585368.1.p1	XM_007389544.1.p1
OG0000259	XM_001598370.1.p1	XM_007391460.1.p1
OG0000259	XM_001590880.1.p1	XM_007389886.1.p1
OG0000260	XM_001587809.1.p1	XM_007399570.1.p1, XM_007399391.1.p1
OG0000261	XM_001585923.1.p1	XM_007397229.1.p1
OG0000261	XM_001596282.1.p1	XM_007389887.1.p1
OG0000262	XM_001585956.1.p1	XM_007401331.1.p1
OG0000263	XM_001595664.1.p1	XM_007395621.1.p1, XM_007395922.1.p1, XM_007395923.1.p1, XM_007399047.1.p1, XM_007399025.1.p1, XM_007395128.1.p1
OG0000264	XM_001596457.1.p1, XM_001587892.1.p1, XM_001595608.1.p1	XM_007392635.1.p1, XM_007393655.1.p1, XM_007400992.1.p1
OG0000266	XM_001595040.1.p1	XM_007399667.1.p1, XM_007399665.1.p1, XM_007400896.1.p1
OG0000266	XM_001598558.1.p1	XM_007393538.1.p1, XM_007401205.1.p1
OG0000268	XM_001594381.1.p1	XM_007400870.1.p1, XM_007396312.1.p1
OG0000268	XM_001592851.1.p1	XM_007392602.1.p1, XM_007390237.1.p1
OG0000269	XM_001595030.1.p1	XM_007398669.1.p1
OG0000270	XM_001590743.1.p1, XM_001597669.1.p1	XM_007391827.1.p1
OG0000272	XM_001593332.1.p1, XM_001593331.1.p1, XM_001598882.1.p1	XM_007391772.1.p1, XM_007391773.1.p1
OG0000273	XM_001592377.1.p1	XM_007393773.1.p1
OG0000276	XM_001597019.1.p1	XM_007395949.1.p1
OG0000277	XM_001588099.1.p1	XM_007400426.1.p1
OG0000279	XM_001594867.1.p1, XM_001584514.1.p1, XM_001597332.1.p1, XM_001585797.1.p1	XM_007399680.1.p1, XM_007397531.1.p1
OG0000280	XM_001597492.1.p1, XM_001586347.1.p1, XM_001585903.1.p1	XM_007393087.1.p1
OG0000281	XM_001594638.1.p1	XM_007400596.1.p1
OG0000281	XM_001594133.1.p1	XM_007401043.1.p1
OG0000282	XM_001588023.1.p1, XM_001589293.1.p1, XM_001591523.1.p1	XM_007394940.1.p1
OG0000283	XM_001593967.1.p1	XM_007398126.1.p1
OG0000283	XM_001586787.1.p1	XM_007390318.1.p1, XM_007393356.1.p1, XM_007393207.1.p1
OG0000284	XM_001594975.1.p1	XM_007401580.1.p1
OG0000284	XM_001588421.1.p1	XM_007399629.1.p1
OG0000285	XM_001596070.1.p1	XM_007401750.1.p1
OG0000286	XM_001596937.1.p1, XM_001595178.1.p1	XM_007392341.1.p1
OG0000287	XM_001586375.1.p1	XM_007391934.1.p1
OG0000287	XM_001591627.1.p1	XM_007394305.1.p1
OG0000287	XM_001597112.1.p1	XM_007390862.1.p1, XM_007397533.1.p1
OG0000288	XM_001586741.1.p1	XM_007391527.1.p1
OG0000288	XM_001585180.1.p1	XM_007401819.1.p1
OG0000289	XM_001596210.1.p1	XM_007395553.1.p1
OG0000292	XM_001595511.1.p1, XM_001596671.1.p1, XM_001597497.1.p1	XM_007400100.1.p1, XM_007400101.1.p1, XM_007397250.1.p1, XM_007395822.1.p1
OG0000295	XM_001586192.1.p1	XM_007392052.1.p1
OG0000295	XM_001595606.1.p1	XM_007396607.1.p1
OG0000300	XM_001598672.1.p1	XM_007395405.1.p1, XM_007394241.1.p1, XM_007402791.1.p1, XM_007395303.1.p1, XM_007395300.1.p1, XM_007395297.1.p1, XM_007395292.1.p1, XM_007395293.1.p1, XM_007396445.1.p1, XM_007396440.1.p1, XM_007396446.1.p1, XM_007396448.1.p1, XM_007396441.1.p1, XM_007396444.1.p1
OG0000301	XM_001585369.1.p1, XM_001597552.1.p1	XM_007399866.1.p1
OG0000302	XM_001589175.1.p1, XM_001596985.1.p1, XM_001589445.1.p1, XM_001591897.1.p1	XM_007395725.1.p1, XM_007396703.1.p1
OG0000303	XM_001593841.1.p1, XM_001595283.1.p1, XM_001596500.1.p1	XM_007399406.1.p1, XM_007399410.1.p1, XM_007399409.1.p1, XM_007393695.1.p1, XM_007399407.1.p1
OG0000304	XM_001587021.1.p1	XM_007396618.1.p1, XM_007391824.1.p1, XM_007391808.1.p1
OG0000306	XM_001588299.1.p1, XM_001590000.1.p1	XM_007393583.1.p1, XM_007393108.1.p1, XM_007393123.1.p1, XM_007394758.1.p1, XM_007395230.1.p1, XM_007394757.1.p1, XM_007394762.1.p1, XM_007394953.1.p1
OG0000307	XM_001584568.1.p1, XM_001596247.1.p1, XM_001592523.1.p1, XM_001593676.1.p1	XM_007397633.1.p1
OG0000310	XM_001597658.1.p1	XM_007390967.1.p1
OG0000310	XM_001595441.1.p1, XM_001589016.1.p1	XM_007397775.1.p1
OG0000312	XM_001596529.1.p1	XM_007400092.1.p1
OG0000312	XM_001597099.1.p1	XM_007397659.1.p1
OG0000313	XM_001598739.1.p1	XM_007393033.1.p1, XM_007392040.1.p1
OG0000314	XM_001597620.1.p1	XM_007397167.1.p1
OG0000314	XM_001593040.1.p1	XM_007399441.1.p1
OG0000317	XM_001591969.1.p1, XM_001586015.1.p1, XM_001587228.1.p1	XM_007395994.1.p1, XM_007390029.1.p1, XM_007390027.1.p1, XM_007399914.1.p1, XM_007394027.1.p1
OG0000318	XM_001598012.1.p1, XM_001594756.1.p1	XM_007399067.1.p1, XM_007400019.1.p1, XM_007399064.1.p1, XM_007398003.1.p1, XM_007399066.1.p1
OG0000319	XM_001598351.1.p1	XM_007397765.1.p1
OG0000320	XM_001585885.1.p1	XM_007391870.1.p1
OG0000322	XM_001592461.1.p1	XM_007394812.1.p1
OG0000323	XM_001590851.1.p1, XM_001584830.1.p1, XM_001593606.1.p1, XM_001587578.1.p1, XM_001598484.1.p1, XM_001591961.1.p1, XM_001593906.1.p1, XM_001587226.1.p1	XM_007393391.1.p1, XM_007399001.1.p1, XM_007399000.1.p1, XM_007399006.1.p1, XM_007398995.1.p1, XM_007400327.1.p1, XM_007403039.1.p1, XM_007402441.1.p1
OG0000324	XM_001594373.1.p1	XM_007389791.1.p1
OG0000324	XM_001588802.1.p1, XM_001592271.1.p1	XM_007398895.1.p1
OG0000325	XM_001595222.1.p1	XM_007394301.1.p1, XM_007394153.1.p1, XM_007401938.1.p1
OG0000325	XM_001590041.1.p1, XM_001594961.1.p1	XM_007401568.1.p1
OG0000326	XM_001589657.1.p1	XM_007390794.1.p1
OG0000326	XM_001595679.1.p1	XM_007393487.1.p1, XM_007395714.1.p1
OG0000327	XM_001587909.1.p1, XM_001586425.1.p1, XM_001588494.1.p1, XM_001597044.1.p1	XM_007393333.1.p1
OG0000328	XM_001586323.1.p1, XM_001593417.1.p1	XM_007399359.1.p1
OG0000335	XM_001587695.1.p1	XM_007399329.1.p1, XM_007401806.1.p1
OG0000336	XM_001596349.1.p1	XM_007399011.1.p1, XM_007396680.1.p1
OG0000337	XM_001597150.1.p1	XM_007399207.1.p1
OG0000337	XM_001589811.1.p1	XM_007402360.1.p1, XM_007402294.1.p1, XM_007392724.1.p1, XM_007402251.1.p1, XM_007399817.1.p1, XM_007392615.1.p1
OG0000338	XM_001595733.1.p1	XM_007390407.1.p1
OG0000338	XM_001589919.1.p1	XM_007391530.1.p1
OG0000339	XM_001588030.1.p1	XM_007389503.1.p1
OG0000339	XM_001597935.1.p1	XM_007393176.1.p1
OG0000342	XM_001587098.1.p1	XM_007396008.1.p1
OG0000343	XM_001593775.1.p1	XM_007392838.1.p1, XM_007401108.1.p1
OG0000343	XM_001588828.1.p1	XM_007391208.1.p1
OG0000346	XM_001588685.1.p1	XM_007399948.1.p1, XM_007399952.1.p1
OG0000347	XM_001588291.1.p1	XM_007390291.1.p1
OG0000347	XM_001594045.1.p1	XM_007389669.1.p1
OG0000348	XM_001596350.1.p1	XM_007396816.1.p1
OG0000348	XM_001596342.1.p1	XM_007391286.1.p1
OG0000350	XM_001594577.1.p1	XM_007394160.1.p1
OG0000350	XM_001585929.1.p1	XM_007391887.1.p1
OG0000351	XM_001592911.1.p1	XM_007396730.1.p1, XM_007398909.1.p1
OG0000354	XM_001594173.1.p1, XM_001594672.1.p1	XM_007392464.1.p1, XM_007392467.1.p1
OG0000355	XM_001590970.1.p1, XM_001585849.1.p1	XM_007398008.1.p1, XM_007401781.1.p1
OG0000356	XM_001598020.1.p1	XM_007398727.1.p1
OG0000357	XM_001584508.1.p1	XM_007399548.1.p1, XM_007397936.1.p1
OG0000357	XM_001596882.1.p1	XM_007391660.1.p1
OG0000363	XM_001591160.1.p1, XM_001597792.1.p1	XM_007394043.1.p1, XM_007394042.1.p1, XM_007394088.1.p1, XM_007394045.1.p1, XM_007394267.1.p1, XM_007394121.1.p1, XM_007394123.1.p1, XM_007396381.1.p1, XM_007396428.1.p1, XM_007396434.1.p1, XM_007402632.1.p1, XM_007393682.1.p1, XM_007392559.1.p1, XM_007393735.1.p1, XM_007402631.1.p1, XM_007393686.1.p1, XM_007401827.1.p1, XM_007401838.1.p1, XM_007401832.1.p1, XM_007401830.1.p1, XM_007403116.1.p1, XM_007392604.1.p1, XM_007400673.1.p1, XM_007396719.1.p1, XM_007394754.1.p1
OG0000364	XM_001586746.1.p1	XM_007389985.1.p1
OG0000365	XM_001589092.1.p1, XM_001593795.1.p1, XM_001587777.1.p1	XM_007394991.1.p1, XM_007394001.1.p1, XM_007394499.1.p1
OG0000366	XM_001585303.1.p1, XM_001592514.1.p1	XM_007390055.1.p1, XM_007393317.1.p1
OG0000369	XM_001585932.1.p1, XM_001585931.1.p1	XM_007393092.1.p1
OG0000370	XM_001596117.1.p1, XM_001596116.1.p1	XM_007395014.1.p1
OG0000376	XM_001588139.1.p1	XM_007390292.1.p1
OG0000376	XM_001587757.1.p1	XM_007399839.1.p1
OG0000378	XM_001596864.1.p1	XM_007390256.1.p1
OG0000378	XM_001594848.1.p1	XM_007395049.1.p1
OG0000379	XM_001588044.1.p1	XM_007392297.1.p1
OG0000379	XM_001592931.1.p1	XM_007397230.1.p1, XM_007396824.1.p1
OG0000380	XM_001584697.1.p1	XM_007395048.1.p1
OG0000380	XM_001597824.1.p1	XM_007395522.1.p1
OG0000381	XM_001596277.1.p1	XM_007390441.1.p1
OG0000381	XM_001586516.1.p1	XM_007393282.1.p1
OG0000382	XM_001589705.1.p1, XM_001586499.1.p1	XM_007390470.1.p1
OG0000383	XM_001595200.1.p1	XM_007390286.1.p1
OG0000385	XM_001594849.1.p1	XM_007390556.1.p1
OG0000385	XM_001591151.1.p1	XM_007400705.1.p1
OG0000386	XM_001592690.1.p1	XM_007390497.1.p1
OG0000386	XM_001587880.1.p1	XM_007394428.1.p1
OG0000388	XM_001587153.1.p1	XM_007396315.1.p1
OG0000388	XM_001588257.1.p1	XM_007390430.1.p1
OG0000390	XM_001591034.1.p1	XM_007399545.1.p1
OG0000392	XM_001592820.1.p1	XM_007401649.1.p1
OG0000393	XM_001596263.1.p1	XM_007389966.1.p1
OG0000393	XM_001597320.1.p1	XM_007392058.1.p1
OG0000395	XM_001597922.1.p1	XM_007392302.1.p1, XM_007402186.1.p1
OG0000395	XM_001592276.1.p1	XM_007395739.1.p1
OG0000398	XM_001597851.1.p1	XM_007396275.1.p1
OG0000398	XM_001591395.1.p1	XM_007395381.1.p1
OG0000399	XM_001586912.1.p1	XM_007392948.1.p1
OG0000400	XM_001597020.1.p1, XM_001588070.1.p1, XM_001598807.1.p1	XM_007390115.1.p1
OG0000401	XM_001598784.1.p1, XM_001589106.1.p1	XM_007397968.1.p1, XM_007399688.1.p1, XM_007391787.1.p1, XM_007390505.1.p1, XM_007390512.1.p1
OG0000402	XM_001598752.1.p1	XM_007394367.1.p1, XM_007394956.1.p1
OG0000402	XM_001598320.1.p1	XM_007393169.1.p1
OG0000403	XM_001590733.1.p1	XM_007398715.1.p1, XM_007401341.1.p1
OG0000404	XM_001593260.1.p1, XM_001584912.1.p1	XM_007393794.1.p1
OG0000404	XM_001598231.1.p1	XM_007390170.1.p1
OG0000405	XM_001584602.1.p1	XM_007400694.1.p1, XM_007398586.1.p1, XM_007394527.1.p1, XM_007398627.1.p1
OG0000407	XM_001594751.1.p1	XM_007390343.1.p1
OG0000408	XM_001590719.1.p1	XM_007392985.1.p1
OG0000408	XM_001588056.1.p1	XM_007399602.1.p1, XM_007393340.1.p1
OG0000409	XM_001591593.1.p1	XM_007398964.1.p1
OG0000411	XM_001585214.1.p1	XM_007399402.1.p1, XM_007396291.1.p1
OG0000411	XM_001593430.1.p1	XM_007397108.1.p1
OG0000415	XM_001587000.1.p1	XM_007390984.1.p1
OG0000415	XM_001590013.1.p1	XM_007392891.1.p1
OG0000416	XM_001585521.1.p1	XM_007393366.1.p1, XM_007401393.1.p1
OG0000418	XM_001597732.1.p1, XM_001594531.1.p1	XM_007396113.1.p1, XM_007396112.1.p1
OG0000419	XM_001589943.1.p1	XM_007394942.1.p1, XM_007399101.1.p1
OG0000420	XM_001597867.1.p1, XM_001586169.1.p1	XM_007392374.1.p1
OG0000421	XM_001586054.1.p1	XM_007392910.1.p1
OG0000423	XM_001597246.1.p1	XM_007396076.1.p1
OG0000425	XM_001595569.1.p1	XM_007396111.1.p1
OG0000426	XM_001594352.1.p1	XM_007398991.1.p1
OG0000426	XM_001595306.1.p1	XM_007397922.1.p1
OG0000428	XM_001591689.1.p1	XM_007398304.1.p1
OG0000428	XM_001592756.1.p1	XM_007394552.1.p1
OG0000429	XM_001596406.1.p1	XM_007395578.1.p1, XM_007400190.1.p1, XM_007394945.1.p1
OG0000431	XM_001595021.1.p1	XM_007394781.1.p1, XM_007394756.1.p1, XM_007391082.1.p1
OG0000432	XM_001592025.1.p1	XM_007395516.1.p1
OG0000432	XM_001595641.1.p1	XM_007394544.1.p1, XM_007394558.1.p1
OG0000433	XM_001590463.1.p1	XM_007400895.1.p1, XM_007397963.1.p1, XM_007394477.1.p1, XM_007390962.1.p1
OG0000437	XM_001586166.1.p1, XM_001594881.1.p1	XM_007399255.1.p1, XM_007398877.1.p1
OG0000438	XM_001594730.1.p1	XM_007395073.1.p1
OG0000439	XM_001594207.1.p1	XM_007394083.1.p1, XM_007389977.1.p1
OG0000440	XM_001592376.1.p1	XM_007400719.1.p1
OG0000440	XM_001596584.1.p1	XM_007401565.1.p1
OG0000441	XM_001598052.1.p1	XM_007394939.1.p1
OG0000442	XM_001594041.1.p1	XM_007390384.1.p1
OG0000443	XM_001597889.1.p1	XM_007390452.1.p1
OG0000443	XM_001589171.1.p1	XM_007392255.1.p1
OG0000444	XM_001585129.1.p1	XM_007392145.1.p1
OG0000444	XM_001588771.1.p1	XM_007396255.1.p1, XM_007399504.1.p1
OG0000446	XM_001595180.1.p1	XM_007397986.1.p1
OG0000447	XM_001592798.1.p1, XM_001598386.1.p1	XM_007396509.1.p1, XM_007399513.1.p1
OG0000448	XM_001596951.1.p1	XM_007392015.1.p1
OG0000448	XM_001589303.1.p1	XM_007397106.1.p1
OG0000451	XM_001590342.1.p1	XM_007394673.1.p1, XM_007398405.1.p1, XM_007398225.1.p1
OG0000452	XM_001593005.1.p1	XM_007392329.1.p1
OG0000455	XM_001593732.1.p1	XM_007397895.1.p1
OG0000455	XM_001598722.1.p1	XM_007396214.1.p1
OG0000456	XM_001586769.1.p1	XM_007399020.1.p1
OG0000456	XM_001590674.1.p1	XM_007395667.1.p1
OG0000457	XM_001597364.1.p1	XM_007400931.1.p1
OG0000457	XM_001595651.1.p1	XM_007396241.1.p1
OG0000458	XM_001594303.1.p1	XM_007391732.1.p1
OG0000458	XM_001589273.1.p1	XM_007392369.1.p1
OG0000459	XM_001595847.1.p1	XM_007402509.1.p1
OG0000459	XM_001588033.1.p1	XM_007394533.1.p1
OG0000460	XM_001597572.1.p1, XM_001597304.1.p1	XM_007391751.1.p1, XM_007391752.1.p1
OG0000461	XM_001594597.1.p1, XM_001594596.1.p1	XM_007398048.1.p1
OG0000461	XM_001590763.1.p1	XM_007400319.1.p1
OG0000462	XM_001592837.1.p1, XM_001585696.1.p1, XM_001592836.1.p1	XM_007401991.1.p1, XM_007393748.1.p1, XM_007393749.1.p1, XM_007402002.1.p1, XM_007401005.1.p1
OG0000463	XM_001597555.1.p1	XM_007390280.1.p1
OG0000464	XM_001589681.1.p1, XM_001595333.1.p1, XM_001588447.1.p1, XM_001585203.1.p1	XM_007392147.1.p1
OG0000465	XM_001596182.1.p1	XM_007401162.1.p1
OG0000465	XM_001598498.1.p1	XM_007398807.1.p1
OG0000469	XM_001586974.1.p1	XM_007391687.1.p1
OG0000469	XM_001588006.1.p1	XM_007393633.1.p1
OG0000470	XM_001589646.1.p1	XM_007391704.1.p1
OG0000470	XM_001589696.1.p1	XM_007400544.1.p1
OG0000471	XM_001589081.1.p1	XM_007401174.1.p1
OG0000471	XM_001597763.1.p1	XM_007395548.1.p1
OG0000472	XM_001596286.1.p1, XM_001592203.1.p1, XM_001598844.1.p1	XM_007389737.1.p1
OG0000473	XM_001597336.1.p1	XM_007397044.1.p1
OG0000473	XM_001585585.1.p1	XM_007401804.1.p1
OG0000475	XM_001586521.1.p1	XM_007390426.1.p1
OG0000475	XM_001592419.1.p1	XM_007401021.1.p1
OG0000476	XM_001595211.1.p1	XM_007393338.1.p1
OG0000476	XM_001584773.1.p1	XM_007399797.1.p1, XM_007396088.1.p1
OG0000477	XM_001598467.1.p1	XM_007395844.1.p1
OG0000477	XM_001587693.1.p1	XM_007390612.1.p1
OG0000479	XM_001592726.1.p1	XM_007395733.1.p1
OG0000485	XM_001592093.1.p1	XM_007396308.1.p1
OG0000486	XM_001590667.1.p1, XM_001594460.1.p1	XM_007391032.1.p1, XM_007397059.1.p1
OG0000488	XM_001595704.1.p1	XM_007398762.1.p1, XM_007398761.1.p1, XM_007398763.1.p1, XM_007398754.1.p1
OG0000490	XM_001593846.1.p1	XM_007395810.1.p1
OG0000490	XM_001589239.1.p1	XM_007401797.1.p1
OG0000491	XM_001591479.1.p1	XM_007391878.1.p1
OG0000491	XM_001590012.1.p1	XM_007390193.1.p1
OG0000492	XM_001589340.1.p1	XM_007394541.1.p1
OG0000492	XM_001589980.1.p1, XM_001586411.1.p1	XM_007391647.1.p1
OG0000494	XM_001594386.1.p1	XM_007391893.1.p1
OG0000496	XM_001585344.1.p1, XM_001589703.1.p1, XM_001593971.1.p1	XM_007391492.1.p1
OG0000497	XM_001596284.1.p1	XM_007391205.1.p1
OG0000498	XM_001586996.1.p1, XM_001595543.1.p1	XM_007389937.1.p1
OG0000499	XM_001594743.1.p1, XM_001588554.1.p1	XM_007397024.1.p1
OG0000500	XM_001584816.1.p1	XM_007390216.1.p1
OG0000501	XM_001584728.1.p1	XM_007395334.1.p1
OG0000501	XM_001591462.1.p1	XM_007390532.1.p1
OG0000502	XM_001585206.1.p1	XM_007391522.1.p1
OG0000502	XM_001590161.1.p1	XM_007398988.1.p1
OG0000505	XM_001585909.1.p1, XM_001593673.1.p1, XM_001593292.1.p1, XM_001591187.1.p1	XM_007397956.1.p1
OG0000506	XM_001596570.1.p1	XM_007394410.1.p1
OG0000507	XM_001592146.1.p1	XM_007391770.1.p1
OG0000507	XM_001594601.1.p1	XM_007395379.1.p1
OG0000508	XM_001589593.1.p1	XM_007401179.1.p1
OG0000509	XM_001593419.1.p1	XM_007391972.1.p1
OG0000512	XM_001591932.1.p1	XM_007402345.1.p1
OG0000512	XM_001587571.1.p1	XM_007402602.1.p1, XM_007403049.1.p1, XM_007403230.1.p1, XM_007399172.1.p1, XM_007396889.1.p1
OG0000514	XM_001593274.1.p1	XM_007398505.1.p1, XM_007399953.1.p1
OG0000515	XM_001585817.1.p1	XM_007396885.1.p1
