Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Tribolium_castaneum_rna_prot
OG0002667	XM_001587612.1.p1	TC012378.p1
OG0002668	XM_001587002.1.p1	TC031288.p1
OG0002671	XM_001598074.1.p1	TC007626.p1
OG0002672	XM_001596013.1.p1	TC005175.p1, TC009277.p1
OG0002674	XM_001598457.1.p1	TC000162.p1, TC001202.p1
OG0002675	XM_001595818.1.p1	TC003224.p1
OG0002677	XM_001595753.1.p1	TC004828.p1
OG0002679	XM_001585181.1.p1	TC012718.p1
OG0002681	XM_001591118.1.p1	TC015322.p1
OG0002682	XM_001590941.1.p1	TC001923.p1
OG0002683	XM_001584712.1.p1	TC014443.p1
OG0002684	XM_001595173.1.p1	TC013201.p1
OG0002685	XM_001593412.1.p1	TC003690.p1
OG0002688	XM_001595177.1.p1	TC033068.p1, TC033069.p1, TC003527.p1, TC013429.p1
OG0002690	XM_001598236.1.p1	TC011768.p1
OG0002691	XM_001586060.1.p1	TC003259.p1
OG0002692	XM_001591095.1.p1	TC014109.p1
OG0002694	XM_001589333.1.p1	TC010428.p1
OG0002695	XM_001587167.1.p1	TC014756.p1
OG0002697	XM_001598772.1.p1	TC013927.p1
OG0002698	XM_001593787.1.p1	TC011530.p1
OG0002700	XM_001587259.1.p1	TC003351.p1
OG0002701	XM_001593758.1.p1	TC005722.p1
OG0002703	XM_001591239.1.p1	TC008173.p1
OG0002706	XM_001587159.1.p1	TC015093.p1
OG0002707	XM_001586132.1.p1	TC001194.p1
OG0002708	XM_001597128.1.p1	TC012991.p1
OG0002709	XM_001587858.1.p1	TC034974.p1
OG0002710	XM_001595676.1.p1	TC005922.p1
OG0002712	XM_001586007.1.p1	TC012731.p1
OG0002713	XM_001594857.1.p1	TC013060.p1
OG0002716	XM_001590028.1.p1	TC009982.p1
OG0002718	XM_001586171.1.p1	TC030909.p1
OG0002720	XM_001591468.1.p1	TC013252.p1
OG0002723	XM_001597554.1.p1, XM_001584789.1.p1	TC009619.p1
OG0002724	XM_001586934.1.p1	TC012410.p1
OG0002726	XM_001594793.1.p1	TC011927.p1
OG0002727	XM_001596199.1.p1	TC001676.p1
OG0002728	XM_001592197.1.p1	TC008130.p1
OG0002729	XM_001589317.1.p1	TC030614.p1
OG0002730	XM_001591400.1.p1	TC011476.p1
OG0002731	XM_001590601.1.p1	TC000477.p1
OG0002732	XM_001598116.1.p1	TC009876.p1, TC033576.p1
OG0002734	XM_001588718.1.p1	TC011241.p1
OG0002735	XM_001590234.1.p1	TC000542.p1
OG0002736	XM_001596736.1.p1	TC010003.p1
OG0002737	XM_001587661.1.p1	TC006779.p1, TC005987.p1
OG0002738	XM_001597580.1.p1	TC007791.p1
OG0002740	XM_001596378.1.p1	TC014607.p1
OG0002742	XM_001592800.1.p1	TC030549.p1
OG0002744	XM_001591464.1.p1	TC013738.p1
OG0002746	XM_001591002.1.p1	TC006775.p1
OG0002747	XM_001592910.1.p1	TC000431.p1, TC007135.p1, TC001139.p1, TC002925.p1, TC034685.p1
OG0002748	XM_001588490.1.p1	TC007793.p1
OG0002749	XM_001587250.1.p1	TC014480.p1
OG0002750	XM_001585487.1.p1	TC009847.p1
OG0002755	XM_001597916.1.p1	TC010870.p1
OG0002756	XM_001595353.1.p1	TC000167.p1
OG0002758	XM_001588928.1.p1	TC005833.p1
OG0002759	XM_001597470.1.p1	TC011563.p1
OG0002760	XM_001595952.1.p1	TC004386.p1
OG0002761	XM_001585199.1.p1	TC000042.p1
OG0002762	XM_001589225.1.p1	TC015660.p1
OG0002763	XM_001587011.1.p1	TC006547.p1
OG0002764	XM_001589776.1.p1	TC000711.p1
OG0002765	XM_001587839.1.p1	TC016033.p1
OG0002767	XM_001592938.1.p1	TC006409.p1
OG0002768	XM_001596338.1.p1	TC031264.p1
OG0002769	XM_001588242.1.p1	TC014757.p1
OG0002770	XM_001584690.1.p1	TC003306.p1
OG0002771	XM_001591056.1.p1	TC030632.p1
OG0002772	XM_001584501.1.p1	TC003127.p1
OG0002773	XM_001584842.1.p1	TC004825.p1
OG0002774	XM_001593500.1.p1	TC007037.p1
OG0002778	XM_001588821.1.p1	TC000509.p1
OG0002779	XM_001592438.1.p1	TC015633.p1
OG0002781	XM_001591527.1.p1	TC012192.p1
OG0002782	XM_001586441.1.p1	TC003916.p1
OG0002783	XM_001589787.1.p1	TC009857.p1
OG0002785	XM_001598758.1.p1	TC014883.p1
OG0002788	XM_001591693.1.p1	TC007560.p1
OG0002789	XM_001590972.1.p1	TC006359.p1
OG0002790	XM_001592863.1.p1	TC033818.p1
OG0002792	XM_001590027.1.p1	TC015731.p1
OG0002793	XM_001596517.1.p1	TC010229.p1
OG0002794	XM_001584823.1.p1	TC000137.p1
OG0002795	XM_001590912.1.p1	TC013314.p1
OG0002796	XM_001586660.1.p1	TC012299.p1, TC003525.p1
OG0002798	XM_001594499.1.p1	TC002330.p1
OG0002799	XM_001588159.1.p1	TC000051.p1
OG0002800	XM_001591143.1.p1	TC015651.p1
OG0002801	XM_001597534.1.p1	TC008077.p1
OG0002802	XM_001596953.1.p1	TC007700.p1, TC030612.p1
OG0002803	XM_001592401.1.p1	TC013564.p1
OG0002805	XM_001586067.1.p1	TC031721.p1, TC013604.p1
OG0002806	XM_001597447.1.p1	TC010414.p1
OG0002807	XM_001596809.1.p1	TC013451.p1
OG0002808	XM_001590544.1.p1	TC004719.p1
OG0002809	XM_001593313.1.p1	TC030601.p1
OG0002810	XM_001598004.1.p1	TC007436.p1
OG0002812	XM_001589205.1.p1	TC000267.p1
OG0002813	XM_001592772.1.p1	TC000707.p1
OG0002814	XM_001594949.1.p1	TC003856.p1
OG0002815	XM_001596198.1.p1	TC015943.p1
OG0002816	XM_001591067.1.p1	TC011042.p1
OG0002818	XM_001586374.1.p1	TC002358.p1
OG0002819	XM_001591973.1.p1	TC006385.p1
OG0002821	XM_001598454.1.p1	TC002842.p1
OG0002822	XM_001597859.1.p1	TC015491.p1
OG0002823	XM_001590009.1.p1	TC008848.p1
OG0002824	XM_001590910.1.p1	TC005802.p1
OG0002825	XM_001595492.1.p1	TC000932.p1
OG0002826	XM_001597079.1.p1	TC010549.p1, TC003900.p1
OG0002827	XM_001585194.1.p1	TC012160.p1
OG0002828	XM_001590125.1.p1	TC008337.p1
OG0002829	XM_001588300.1.p1	TC001172.p1
OG0002830	XM_001589002.1.p1	TC007006.p1
OG0002834	XM_001598690.1.p1	TC004945.p1, TC031386.p1, TC010778.p1
OG0002835	XM_001595662.1.p1	TC000873.p1
OG0002836	XM_001595817.1.p1	TC011725.p1
OG0002838	XM_001588615.1.p1	TC014311.p1
OG0002839	XM_001595816.1.p1	TC011650.p1
OG0002840	XM_001588045.1.p1	TC016125.p1
OG0002841	XM_001588074.1.p1	TC032198.p1, TC013083.p1
OG0002844	XM_001593045.1.p1	TC014783.p1, TC010874.p1, TC031161.p1
OG0002845	XM_001592867.1.p1	TC012443.p1, TC013110.p1
OG0002846	XM_001586963.1.p1	TC009968.p1
OG0002847	XM_001593772.1.p1	TC011460.p1
OG0002849	XM_001588773.1.p1	TC009468.p1
OG0002853	XM_001593876.1.p1	TC010176.p1
OG0002855	XM_001595705.1.p1	TC014563.p1
OG0002856	XM_001584674.1.p1	TC006514.p1
OG0002857	XM_001587907.1.p1	TC032433.p1
OG0002859	XM_001587414.1.p1	TC033645.p1
OG0002860	XM_001592365.1.p1	TC011513.p1, TC000953.p1
OG0002861	XM_001592809.1.p1	TC014714.p1
OG0002863	XM_001593273.1.p1	TC010104.p1
OG0002864	XM_001592933.1.p1	TC004468.p1
OG0002865	XM_001592893.1.p1	TC014592.p1
OG0002866	XM_001591304.1.p1	TC010139.p1
OG0002868	XM_001594750.1.p1	TC013376.p1, TC007465.p1
OG0002869	XM_001594714.1.p1	TC012028.p1
OG0002871	XM_001589839.1.p1	TC003033.p1
OG0002872	XM_001598431.1.p1	TC003034.p1
OG0002873	XM_001587391.1.p1	TC007346.p1
OG0002874	XM_001592659.1.p1	TC009049.p1
OG0002875	XM_001595937.1.p1	TC013495.p1
OG0002877	XM_001586947.1.p1	TC005589.p1
OG0002878	XM_001586207.1.p1	TC007627.p1, TC002924.p1
OG0002879	XM_001586490.1.p1	TC001529.p1
OG0002881	XM_001588307.1.p1	TC001377.p1
OG0002882	XM_001595117.1.p1	TC015397.p1
OG0002883	XM_001588923.1.p1	TC013727.p1
OG0002884	XM_001587320.1.p1	TC014755.p1
OG0002887	XM_001592730.1.p1	TC006994.p1
OG0002888	XM_001585340.1.p1	TC013348.p1
OG0002889	XM_001596947.1.p1	TC014327.p1
OG0002890	XM_001585491.1.p1	TC034891.p1
OG0002891	XM_001584905.1.p1	TC016288.p1
OG0002892	XM_001593193.1.p1	TC014454.p1
OG0002893	XM_001584778.1.p1	TC016306.p1
OG0002895	XM_001596822.1.p1	TC003001.p1
OG0002896	XM_001589778.1.p1	TC009632.p1
OG0002897	XM_001596797.1.p1	TC000606.p1, TC004768.p1, TC015826.p1
OG0002898	XM_001594548.1.p1	TC014753.p1
OG0002899	XM_001598500.1.p1	TC003427.p1
OG0002900	XM_001594304.1.p1	TC014857.p1
OG0002902	XM_001587141.1.p1	TC006038.p1
OG0002904	XM_001590117.1.p1	TC012172.p1
OG0002906	XM_001585980.1.p1	TC011310.p1
OG0002907	XM_001589508.1.p1	TC005405.p1
OG0002908	XM_001585681.1.p1	TC030591.p1
OG0002909	XM_001589650.1.p1	TC003566.p1
OG0002911	XM_001587671.1.p1	TC009165.p1
OG0002913	XM_001589087.1.p1	TC007497.p1
OG0002914	XM_001586648.1.p1	TC004060.p1
OG0002915	XM_001586655.1.p1	TC030740.p1
OG0002916	XM_001595332.1.p1	TC013259.p1
OG0002917	XM_001593156.1.p1	TC002507.p1
OG0002918	XM_001584751.1.p1	TC014339.p1
OG0002919	XM_001595131.1.p1	TC013690.p1
OG0002920	XM_001594348.1.p1	TC015334.p1
OG0002921	XM_001586580.1.p1	TC002777.p1
OG0002922	XM_001598928.1.p1	TC004891.p1
OG0002924	XM_001598426.1.p1	TC032312.p1
OG0002925	XM_001592397.1.p1	TC014209.p1
OG0002929	XM_001594925.1.p1	TC004566.p1
OG0002931	XM_001596637.1.p1	TC001418.p1
OG0002933	XM_001598436.1.p1	TC011734.p1, TC008959.p1
OG0002934	XM_001596902.1.p1	TC006382.p1
OG0002935	XM_001597087.1.p1	TC006360.p1
OG0002936	XM_001585645.1.p1	TC033445.p1
OG0002937	XM_001592062.1.p1	TC006451.p1
OG0002938	XM_001595996.1.p1	TC010838.p1
OG0002939	XM_001588064.1.p1	TC004939.p1
OG0002942	XM_001598387.1.p1	TC011638.p1
OG0002944	XM_001595601.1.p1	TC009444.p1
OG0002946	XM_001598340.1.p1	TC006736.p1
OG0002949	XM_001596664.1.p1	TC004658.p1
OG0002950	XM_001596766.1.p1	TC011845.p1
OG0002951	XM_001587972.1.p1	TC007989.p1
OG0002952	XM_001594674.1.p1	TC013806.p1
OG0002953	XM_001590736.1.p1	TC000504.p1
OG0002954	XM_001594218.1.p1	TC012753.p1, TC001714.p1
OG0002955	XM_001585257.1.p1	TC013217.p1, TC005981.p1
OG0002957	XM_001597979.1.p1	TC006219.p1
OG0002958	XM_001596285.1.p1	TC011806.p1
OG0002961	XM_001589391.1.p1	TC015135.p1
OG0002962	XM_001588125.1.p1	TC007205.p1
OG0002963	XM_001590664.1.p1	TC010972.p1
OG0002964	XM_001589841.1.p1	TC007443.p1
OG0002965	XM_001594731.1.p1	TC015175.p1
OG0002967	XM_001592383.1.p1	TC015584.p1
OG0002968	XM_001590687.1.p1	TC004358.p1
OG0002972	XM_001586583.1.p1	TC012098.p1
OG0002973	XM_001597296.1.p1	TC034140.p1
OG0002974	XM_001598292.1.p1	TC008733.p1
OG0002975	XM_001597082.1.p1	TC008618.p1
OG0002976	XM_001585763.1.p1	TC002088.p1
OG0002977	XM_001595717.1.p1	TC003234.p1
OG0002979	XM_001590171.1.p1	TC006029.p1
OG0002980	XM_001595614.1.p1	TC014075.p1
OG0002981	XM_001588086.1.p1	TC007206.p1
OG0002982	XM_001592352.1.p1	TC003500.p1
OG0002983	XM_001597473.1.p1	TC009108.p1
OG0002984	XM_001585466.1.p1	TC009328.p1
OG0002985	XM_001585569.1.p1	TC014037.p1, TC006549.p1, TC000029.p1
OG0002986	XM_001595969.1.p1	TC014492.p1
OG0002987	XM_001589442.1.p1	TC034624.p1
OG0002988	XM_001589623.1.p1	TC006662.p1
OG0002989	XM_001586520.1.p1	TC003322.p1
OG0002991	XM_001593792.1.p1	TC014413.p1
OG0002993	XM_001588043.1.p1	TC010518.p1
OG0002994	XM_001586777.1.p1	TC002738.p1
OG0002995	XM_001587761.1.p1	TC007967.p1
OG0002996	XM_001587815.1.p1	TC009996.p1
OG0002997	XM_001591052.1.p1	TC011263.p1
OG0002998	XM_001587294.1.p1	TC006794.p1
OG0002999	XM_001587735.1.p1	TC000075.p1
OG0003000	XM_001597103.1.p1	TC008833.p1
OG0003002	XM_001591859.1.p1	TC032790.p1
OG0003003	XM_001591033.1.p1	TC006500.p1
OG0003004	XM_001597280.1.p1	TC005868.p1
OG0003005	XM_001597771.1.p1	TC030737.p1
OG0003006	XM_001594575.1.p1	TC008489.p1
OG0003007	XM_001587364.1.p1	TC004410.p1
OG0003008	XM_001598051.1.p1	TC013308.p1
OG0003009	XM_001595951.1.p1	TC015302.p1
OG0003010	XM_001590494.1.p1	TC012348.p1
OG0003011	XM_001590780.1.p1	TC012149.p1
OG0003012	XM_001595070.1.p1	TC010565.p1
OG0003013	XM_001592305.1.p1	TC015199.p1
OG0003015	XM_001596725.1.p1	TC015914.p1
OG0003016	XM_001590554.1.p1	TC004385.p1
OG0003017	XM_001590557.1.p1	TC012134.p1
OG0003018	XM_001598650.1.p1	TC000093.p1
OG0003020	XM_001589194.1.p1	TC003642.p1
OG0003021	XM_001595968.1.p1	TC034166.p1
OG0003022	XM_001596914.1.p1	TC007406.p1
OG0003023	XM_001592701.1.p1	TC004290.p1
OG0003024	XM_001586215.1.p1	TC001103.p1
OG0003025	XM_001585541.1.p1	TC000872.p1
OG0003027	XM_001596149.1.p1	TC034038.p1
OG0003028	XM_001592133.1.p1	TC011028.p1
OG0003031	XM_001592864.1.p1	TC005676.p1
OG0003033	XM_001590715.1.p1	TC004599.p1, TC000524.p1
OG0003051	XM_001589188.1.p1	TC007648.p1
OG0003054	XM_001595087.1.p1	TC003479.p1
OG0003056	XM_001591810.1.p1	TC014293.p1
OG0003057	XM_001585366.1.p1	TC014217.p1, TC005009.p1
OG0003064	XM_001591537.1.p1	TC013394.p1
OG0003065	XM_001598008.1.p1	TC010650.p1
OG0003066	XM_001598307.1.p1	TC009754.p1
OG0003070	XM_001585280.1.p1	TC011076.p1
OG0003071	XM_001595413.1.p1	TC012663.p1
OG0003072	XM_001585286.1.p1	TC033431.p1
OG0003073	XM_001585418.1.p1	TC003909.p1
OG0003075	XM_001596323.1.p1	TC002406.p1
OG0003076	XM_001596385.1.p1	TC005424.p1
OG0003078	XM_001593880.1.p1	TC005006.p1
OG0003079	XM_001593867.1.p1	TC000328.p1
OG0003081	XM_001585098.1.p1	TC032578.p1
OG0003082	XM_001587691.1.p1	TC002097.p1
OG0003083	XM_001585084.1.p1	TC000217.p1
OG0003085	XM_001586447.1.p1	TC011388.p1
OG0003091	XM_001595628.1.p1	TC000617.p1
OG0003092	XM_001592145.1.p1	TC001034.p1
OG0003093	XM_001595110.1.p1	TC011518.p1
OG0003094	XM_001598396.1.p1	TC007324.p1
OG0003095	XM_001584965.1.p1	TC014423.p1
OG0003096	XM_001584584.1.p1	TC011086.p1
OG0003097	XM_001596861.1.p1	TC005357.p1
OG0003098	XM_001591064.1.p1	TC013119.p1
OG0003100	XM_001591398.1.p1	TC006559.p1
OG0003101	XM_001587162.1.p1	TC033113.p1
OG0003102	XM_001594211.1.p1	TC003747.p1
OG0003103	XM_001593013.1.p1	TC003673.p1
OG0003105	XM_001593098.1.p1, XM_001594297.1.p1	TC030769.p1
OG0003107	XM_001592963.1.p1	TC007976.p1
OG0003111	XM_001590591.1.p1	TC013835.p1
OG0003112	XM_001590553.1.p1	TC011619.p1
OG0003113	XM_001590855.1.p1	TC011373.p1, TC000043.p1
OG0003114	XM_001593285.1.p1	TC032995.p1
OG0003115	XM_001597789.1.p1	TC013652.p1
OG0003116	XM_001592011.1.p1	TC004111.p1
OG0003118	XM_001590931.1.p1	TC014987.p1
OG0003119	XM_001597626.1.p1	TC007093.p1
OG0003121	XM_001585563.1.p1	TC033859.p1
OG0003122	XM_001588060.1.p1	TC013284.p1
OG0003123	XM_001590810.1.p1, XM_001590809.1.p1	TC000108.p1
OG0003124	XM_001594372.1.p1	TC031227.p1
OG0003125	XM_001595203.1.p1	TC012219.p1
OG0003126	XM_001594982.1.p1	TC013115.p1
OG0003127	XM_001591119.1.p1	TC004619.p1
OG0003129	XM_001587550.1.p1	TC008519.p1
OG0003130	XM_001591279.1.p1	TC013228.p1
OG0003131	XM_001588990.1.p1	TC005820.p1
OG0003134	XM_001595329.1.p1	TC006411.p1
OG0003135	XM_001597179.1.p1	TC000271.p1
OG0003136	XM_001594282.1.p1	TC012735.p1
OG0003137	XM_001593489.1.p1	TC001573.p1
OG0003138	XM_001596180.1.p1	TC012484.p1
OG0003141	XM_001587258.1.p1	TC013891.p1
OG0003142	XM_001587260.1.p1	TC002912.p1
OG0003144	XM_001588319.1.p1	TC008220.p1
OG0003146	XM_001595345.1.p1	TC010107.p1
OG0003151	XM_001585924.1.p1	TC034768.p1
OG0003152	XM_001594909.1.p1	TC008881.p1
OG0003154	XM_001591460.1.p1	TC003977.p1
OG0003157	XM_001584915.1.p1	TC002221.p1
OG0003158	XM_001596121.1.p1	TC014013.p1
OG0003161	XM_001598525.1.p1	TC006470.p1
OG0003162	XM_001596705.1.p1	TC009047.p1
OG0003163	XM_001585128.1.p1	TC014905.p1
OG0003165	XM_001592421.1.p1	TC012537.p1
OG0003167	XM_001586030.1.p1	TC003447.p1
OG0003170	XM_001588041.1.p1	TC010444.p1
OG0003172	XM_001597307.1.p1	TC014963.p1
OG0003174	XM_001587964.1.p1	TC033376.p1
OG0003179	XM_001598884.1.p1	TC007045.p1
OG0003180	XM_001585425.1.p1	TC011193.p1
OG0003182	XM_001585321.1.p1	TC013118.p1
OG0003185	XM_001587727.1.p1	TC032943.p1
OG0003186	XM_001586641.1.p1	TC015819.p1
OG0003187	XM_001591792.1.p1	TC001452.p1
OG0003190	XM_001590532.1.p1	TC031326.p1
OG0003191	XM_001593118.1.p1	TC009202.p1
OG0003192	XM_001590578.1.p1	TC010010.p1
OG0003193	XM_001597589.1.p1	TC014947.p1
OG0003196	XM_001589671.1.p1	TC015094.p1
OG0003201	XM_001593558.1.p1	TC015077.p1
OG0003202	XM_001593700.1.p1	TC015022.p1
OG0003203	XM_001589250.1.p1	TC004846.p1
OG0003206	XM_001587993.1.p1, XM_001597928.1.p1	TC009929.p1
OG0003207	XM_001588745.1.p1	TC009427.p1
OG0003212	XM_001596615.1.p1	TC004115.p1, TC013603.p1
OG0003214	XM_001596003.1.p1	TC006714.p1
OG0003215	XM_001587605.1.p1	TC004918.p1
OG0003217	XM_001588614.1.p1	TC010447.p1
OG0003218	XM_001595417.1.p1	TC014453.p1
OG0003219	XM_001598049.1.p1	TC000065.p1
OG0003220	XM_001585644.1.p1	TC007376.p1
OG0003224	XM_001593069.1.p1	TC005882.p1
OG0003227	XM_001588216.1.p1	TC004152.p1
OG0003228	XM_001587075.1.p1	TC004013.p1, TC033800.p1
OG0003231	XM_001592387.1.p1	TC000161.p1
OG0003232	XM_001594965.1.p1	TC006276.p1
OG0003233	XM_001592493.1.p1	TC015215.p1
OG0003234	XM_001591120.1.p1	TC032030.p1
OG0003235	XM_001585249.1.p1	TC010049.p1
OG0003236	XM_001595449.1.p1	TC008223.p1
OG0003239	XM_001587283.1.p1	TC000784.p1
OG0003241	XM_001596850.1.p1	TC000179.p1
OG0003243	XM_001586272.1.p1	TC014935.p1
OG0003244	XM_001596796.1.p1	TC013520.p1
OG0003245	XM_001596010.1.p1	TC016224.p1
OG0003246	XM_001591867.1.p1	TC012481.p1
OG0003247	XM_001595725.1.p1	TC015781.p1
OG0003248	XM_001588320.1.p1	TC009582.p1
OG0003249	XM_001589272.1.p1	TC004683.p1
OG0003250	XM_001595462.1.p1	TC000456.p1
OG0003253	XM_001598173.1.p1	TC011842.p1
OG0003254	XM_001598403.1.p1	TC015632.p1
OG0003255	XM_001596492.1.p1	TC004433.p1
OG0003256	XM_001597857.1.p1	TC007221.p1
OG0003258	XM_001585196.1.p1	TC002332.p1
OG0003259	XM_001585414.1.p1	TC004365.p1
OG0003260	XM_001595799.1.p1	TC003996.p1
OG0003263	XM_001595550.1.p1	TC011547.p1
OG0003264	XM_001591954.1.p1	TC007937.p1
OG0003266	XM_001593047.1.p1	TC002432.p1
OG0003269	XM_001592764.1.p1	TC005495.p1
OG0003270	XM_001593751.1.p1	TC007747.p1
OG0003272	XM_001589203.1.p1	TC013064.p1
OG0003274	XM_001587418.1.p1	TC013192.p1
OG0003275	XM_001587583.1.p1	TC005814.p1
OG0003276	XM_001586734.1.p1	TC008441.p1
OG0003278	XM_001598098.1.p1	TC034549.p1
OG0003279	XM_001585823.1.p1	TC006307.p1
OG0003280	XM_001597461.1.p1	TC000127.p1
OG0003281	XM_001589324.1.p1	TC004831.p1, TC007573.p1
OG0003282	XM_001596197.1.p1	TC008754.p1
OG0003285	XM_001597598.1.p1	TC011438.p1
OG0003286	XM_001591177.1.p1	TC008921.p1
OG0003288	XM_001586805.1.p1	TC031293.p1
OG0003289	XM_001586637.1.p1	TC005877.p1
OG0003290	XM_001586740.1.p1	TC001098.p1
OG0003291	XM_001594716.1.p1	TC015626.p1
OG0003295	XM_001590749.1.p1	TC009163.p1
OG0003296	XM_001595341.1.p1	TC002130.p1
OG0003297	XM_001587270.1.p1	TC001510.p1
OG0003298	XM_001597311.1.p1	TC006738.p1
OG0003301	XM_001597951.1.p1	TC007472.p1
OG0003303	XM_001597402.1.p1	TC034534.p1
OG0003304	XM_001598242.1.p1	TC000621.p1
OG0003305	XM_001586439.1.p1	TC001086.p1
OG0003307	XM_001595073.1.p1	TC013182.p1
OG0003311	XM_001588978.1.p1	TC006199.p1
OG0003312	XM_001596498.1.p1	TC013151.p1
OG0003313	XM_001592434.1.p1	TC015364.p1
OG0003314	XM_001585167.1.p1	TC033205.p1
OG0003315	XM_001594584.1.p1	TC002070.p1, TC009107.p1
OG0003316	XM_001593322.1.p1	TC003202.p1, TC008957.p1
OG0003318	XM_001594826.1.p1	TC002174.p1
OG0003320	XM_001596495.1.p1	TC008217.p1
OG0003321	XM_001589643.1.p1	TC002246.p1
OG0003323	XM_001593933.1.p1	TC008282.p1
OG0003324	XM_001588704.1.p1	TC012661.p1
OG0003326	XM_001587707.1.p1	TC007178.p1
OG0003328	XM_001586936.1.p1	TC011093.p1
OG0003333	XM_001594860.1.p1	TC031160.p1
OG0003336	XM_001596912.1.p1	TC008673.p1
OG0003337	XM_001592327.1.p1	TC010805.p1
OG0003338	XM_001592307.1.p1	TC000847.p1
OG0003339	XM_001588779.1.p1	TC011548.p1
OG0003341	XM_001592462.1.p1	TC000434.p1
OG0003343	XM_001594660.1.p1	TC005557.p1
OG0003344	XM_001594948.1.p1	TC000446.p1
OG0003345	XM_001587331.1.p1	TC015411.p1, TC002620.p1, TC002621.p1
OG0003346	XM_001598214.1.p1	TC001107.p1
OG0003347	XM_001596020.1.p1	TC006800.p1, TC032716.p1
OG0003348	XM_001590681.1.p1	TC008865.p1
OG0003349	XM_001598046.1.p1	TC011021.p1
OG0003350	XM_001591577.1.p1	TC030907.p1
OG0003351	XM_001597094.1.p1	TC005069.p1
OG0003353	XM_001589786.1.p1	TC003011.p1
OG0003356	XM_001590143.1.p1, XM_001590144.1.p1	TC004631.p1
OG0003358	XM_001594599.1.p1	TC016322.p1
OG0003360	XM_001585701.1.p1	TC000986.p1
OG0003361	XM_001588263.1.p1, XM_001591372.1.p1	TC007191.p1
OG0003363	XM_001594176.1.p1	TC015921.p1
OG0003364	XM_001592492.1.p1	TC011717.p1
OG0003367	XM_001588998.1.p1	TC006900.p1
OG0003368	XM_001593512.1.p1	TC014250.p1, TC016087.p1
OG0003369	XM_001588659.1.p1, XM_001588660.1.p1	TC030617.p1
OG0003370	XM_001586318.1.p1	TC001733.p1, TC012475.p1
OG0003371	XM_001586608.1.p1	TC003008.p1
OG0003373	XM_001584600.1.p1	TC012669.p1
OG0003374	XM_001597197.1.p1	TC002647.p1
OG0003375	XM_001586263.1.p1	TC011022.p1
OG0003379	XM_001595836.1.p1	TC032165.p1
OG0003380	XM_001592923.1.p1	TC005002.p1, TC010339.p1
OG0003381	XM_001588707.1.p1	TC007407.p1, TC031465.p1
OG0003382	XM_001592954.1.p1	TC003004.p1
OG0003383	XM_001588128.1.p1	TC009707.p1
OG0003384	XM_001595158.1.p1	TC007629.p1
OG0003388	XM_001590673.1.p1	TC016317.p1
OG0003389	XM_001585114.1.p1	TC011160.p1
OG0003392	XM_001598687.1.p1	TC005530.p1
OG0003394	XM_001596939.1.p1	TC002957.p1
OG0003395	XM_001596113.1.p1	TC015096.p1
OG0003397	XM_001593343.1.p1	TC008382.p1
OG0003399	XM_001589918.1.p1	TC004382.p1
OG0003400	XM_001593178.1.p1	TC004434.p1
OG0003401	XM_001590815.1.p1	TC003655.p1
OG0003402	XM_001586464.1.p1	TC011782.p1
OG0003405	XM_001587610.1.p1	TC002131.p1
OG0003406	XM_001587717.1.p1	TC004975.p1
OG0003407	XM_001598175.1.p1	TC033264.p1
OG0003408	XM_001587963.1.p1	TC001201.p1
OG0003412	XM_001590120.1.p1	TC007009.p1
OG0003413	XM_001588822.1.p1	TC016304.p1
OG0003415	XM_001591820.1.p1	TC001041.p1
OG0003416	XM_001587863.1.p1	TC007211.p1
OG0003417	XM_001596400.1.p1	TC002985.p1
OG0003418	XM_001589540.1.p1	TC030741.p1, TC004717.p1
OG0003442	XM_001594839.1.p1	TC031209.p1
OG0003445	XM_001594187.1.p1	TC032394.p1
OG0003453	XM_001594150.1.p1	TC011686.p1
OG0003460	XM_001588946.1.p1	TC002077.p1
OG0003462	XM_001586624.1.p1	TC014785.p1
OG0003464	XM_001593941.1.p1	TC007642.p1
OG0003465	XM_001593806.1.p1	TC009028.p1
OG0003473	XM_001584604.1.p1	TC001525.p1
OG0003474	XM_001597871.1.p1	TC015001.p1
OG0003475	XM_001597322.1.p1	TC011892.p1
OG0003476	XM_001587748.1.p1	TC005574.p1
OG0003478	XM_001593754.1.p1	TC009711.p1
OG0003479	XM_001591839.1.p1	TC014273.p1
OG0003482	XM_001588746.1.p1	TC009885.p1
OG0003483	XM_001597488.1.p1	TC033263.p1
OG0003484	XM_001597281.1.p1	TC001465.p1
OG0003489	XM_001592466.1.p1	TC009376.p1
OG0003490	XM_001589812.1.p1	TC008107.p1
OG0003495	XM_001586170.1.p1	TC006354.p1
OG0003497	XM_001597721.1.p1	TC032949.p1
OG0003498	XM_001595387.1.p1	TC015316.p1
OG0003499	XM_001595916.1.p1	TC012252.p1
OG0003501	XM_001590212.1.p1	TC033886.p1
OG0003503	XM_001598077.1.p1	TC008956.p1
OG0003504	XM_001596665.1.p1	TC014763.p1
OG0003509	XM_001587611.1.p1	TC008709.p1
OG0003514	XM_001596019.1.p1	TC001379.p1
OG0003522	XM_001590343.1.p1	TC008216.p1
OG0003524	XM_001591078.1.p1	TC002742.p1
OG0003530	XM_001587934.1.p1	TC032121.p1
OG0003531	XM_001591496.1.p1	TC003310.p1
OG0003533	XM_001585977.1.p1	TC000876.p1
OG0003535	XM_001594248.1.p1	TC034431.p1
