Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Puccinia_graminis_rna_prot
OG0002139	XM_001596723.1.p1	XM_003329145.2.p1
OG0002140	XM_001584855.1.p1	XM_003325311.2.p1
OG0002141	XM_001584871.1.p1	XM_003325352.2.p1
OG0002142	XM_001598306.1.p1	XM_003889008.1.p1
OG0002146	XM_001595747.1.p1	XM_003327066.2.p1
OG0002147	XM_001588429.1.p1	XM_003330329.2.p1
OG0002148	XM_001587218.1.p1	XM_003338717.2.p1
OG0002149	XM_001595097.1.p1	XM_003319984.2.p1
OG0002150	XM_001589080.1.p1	XM_003330852.2.p1
OG0002151	XM_001590139.1.p1	XM_003325625.2.p1
OG0002152	XM_001597362.1.p1	XM_003320111.2.p1
OG0002153	XM_001588677.1.p1	XM_003327175.2.p1
OG0002154	XM_001598883.1.p1	XM_003333727.2.p1, XM_003334005.1.p1
OG0002155	XM_001589224.1.p1	XM_003321739.2.p1
OG0002156	XM_001592773.1.p1	XM_003321117.1.p1
OG0002157	XM_001589310.1.p1	XM_003307019.2.p1
OG0002158	XM_001589202.1.p1	XM_003322681.2.p1
OG0002159	XM_001597069.1.p1	XM_003888429.1.p1
OG0002160	XM_001597338.1.p1	XM_003323426.2.p1
OG0002161	XM_001594738.1.p1	XM_003323345.2.p1
OG0002162	XM_001585017.1.p1	XM_003320219.2.p1
OG0002163	XM_001592926.1.p1	XM_003338150.2.p1
OG0002164	XM_001596685.1.p1	XM_003321440.2.p1
OG0002165	XM_001586253.1.p1	XM_003334955.2.p1
OG0002166	XM_001598851.1.p1	XM_003889603.1.p1, XM_003331145.2.p1
OG0002167	XM_001588909.1.p1	XM_003319821.2.p1
OG0002168	XM_001587498.1.p1, XM_001593814.1.p1	XM_003329775.2.p1, XM_003336637.2.p1
OG0002169	XM_001588232.1.p1	XM_003323635.2.p1
OG0002170	XM_001588185.1.p1	XM_003322581.2.p1
OG0002171	XM_001598808.1.p1	XM_003335970.2.p1
OG0002172	XM_001593168.1.p1	XM_003332007.2.p1
OG0002173	XM_001593342.1.p1	XM_003319282.2.p1
OG0002174	XM_001587971.1.p1	XM_003333553.2.p1
OG0002175	XM_001585700.1.p1	XM_003328031.2.p1
OG0002176	XM_001591669.1.p1	XM_003324737.2.p1
OG0002177	XM_001593376.1.p1	XM_003325093.2.p1
OG0002178	XM_001597354.1.p1	XM_003324975.2.p1
OG0002179	XM_001597351.1.p1	XM_003328751.2.p1
OG0002181	XM_001592505.1.p1	XM_003337010.2.p1
OG0002182	XM_001592661.1.p1	XM_003324500.2.p1
OG0002183	XM_001594214.1.p1	XM_003322520.2.p1
OG0002184	XM_001586165.1.p1	XM_003320802.2.p1
OG0002185	XM_001597309.1.p1	XM_003333469.2.p1
OG0002186	XM_001596132.1.p1	XM_003327131.2.p1
OG0002189	XM_001598107.1.p1, XM_001593649.1.p1	XM_003327533.2.p1
OG0002190	XM_001593887.1.p1	XM_003330538.2.p1
OG0002191	XM_001591504.1.p1	XM_003321310.2.p1, XM_003321311.2.p1
OG0002193	XM_001598522.1.p1	XM_003335267.2.p1
OG0002194	XM_001584529.1.p1	XM_003333695.2.p1
OG0002195	XM_001585413.1.p1	XM_003326729.2.p1
OG0002196	XM_001587560.1.p1	XM_003323786.2.p1
OG0002197	XM_001591624.1.p1	XM_003319605.2.p1
OG0002198	XM_001595649.1.p1	XM_003335468.2.p1
OG0002199	XM_001591037.1.p1	XM_003890476.1.p1
OG0002200	XM_001596106.1.p1	XM_003327058.2.p1
OG0002201	XM_001589339.1.p1	XM_003326351.2.p1
OG0002202	XM_001586194.1.p1	XM_003325686.2.p1
OG0002203	XM_001598207.1.p1	XM_003888977.1.p1
OG0002204	XM_001585587.1.p1	XM_003338291.1.p1
OG0002205	XM_001596005.1.p1	XM_003331981.2.p1
OG0002207	XM_001598061.1.p1	XM_003888923.1.p1
OG0002208	XM_001597727.1.p1	XM_003322785.2.p1
OG0002209	XM_001591570.1.p1	XM_003336703.2.p1
OG0002210	XM_001593476.1.p1	XM_003332735.2.p1
OG0002211	XM_001595934.1.p1	XM_003321118.2.p1
OG0002212	XM_001588015.1.p1	XM_003338979.2.p1
OG0002213	XM_001593703.1.p1	XM_003331327.2.p1, XM_003320178.2.p1
OG0002215	XM_001593925.1.p1	XM_003336855.2.p1, XM_003329838.2.p1
OG0002216	XM_001588581.1.p1	XM_003323776.2.p1
OG0002217	XM_001586440.1.p1	XM_003331824.2.p1
OG0002218	XM_001586061.1.p1	XM_003335040.2.p1
OG0002219	XM_001597578.1.p1	XM_003319730.2.p1, XM_003320462.2.p1
OG0002220	XM_001585691.1.p1	XM_003325449.2.p1
OG0002221	XM_001588318.1.p1	XM_003324521.2.p1
OG0002222	XM_001598076.1.p1	XM_003307644.2.p1
OG0002223	XM_001597501.1.p1	XM_003336363.2.p1
OG0002224	XM_001585858.1.p1	XM_003328857.2.p1
OG0002225	XM_001594478.1.p1	XM_003336515.2.p1
OG0002226	XM_001584839.1.p1	XM_003319455.2.p1
OG0002227	XM_001593889.1.p1	XM_003337042.1.p1
OG0002228	XM_001586724.1.p1	XM_003890655.1.p1
OG0002229	XM_001593158.1.p1	XM_003330283.2.p1
OG0002230	XM_001593506.1.p1	XM_003335663.2.p1
OG0002231	XM_001585598.1.p1	XM_003327549.2.p1
OG0002232	XM_001589358.1.p1	XM_003337583.2.p1
OG0002234	XM_001587071.1.p1	XM_003335219.2.p1
OG0002235	XM_001587174.1.p1	XM_003335016.2.p1
OG0002236	XM_001593056.1.p1	XM_003334398.2.p1
OG0002237	XM_001590016.1.p1	XM_003325119.2.p1
OG0002238	XM_001585760.1.p1	XM_003890833.1.p1
OG0002239	XM_001598706.1.p1	XM_003333596.2.p1
OG0002240	XM_001596018.1.p1	XM_003337778.2.p1
OG0002241	XM_001596710.1.p1	XM_003890445.1.p1
OG0002242	XM_001593203.1.p1	XM_003330485.2.p1
OG0002244	XM_001584570.1.p1	XM_003325817.2.p1
OG0002245	XM_001585829.1.p1	XM_003328932.2.p1
OG0002246	XM_001589689.1.p1	XM_003324442.1.p1
OG0002247	XM_001594109.1.p1	XM_003328424.2.p1
OG0002248	XM_001589743.1.p1	XM_003322864.2.p1
OG0002249	XM_001586745.1.p1	XM_003324970.2.p1
OG0002250	XM_001591244.1.p1	XM_003890720.1.p1
OG0002251	XM_001597957.1.p1	XM_003327673.2.p1
OG0002252	XM_001597393.1.p1	XM_003328372.2.p1
OG0002253	XM_001592156.1.p1	XM_003333014.2.p1
OG0002255	XM_001598058.1.p1	XM_003322152.2.p1
OG0002256	XM_001597665.1.p1	XM_003330900.2.p1
OG0002257	XM_001595716.1.p1	XM_003323315.2.p1
OG0002258	XM_001595567.1.p1	XM_003320340.1.p1
OG0002259	XM_001587718.1.p1	XM_003325307.2.p1
OG0002260	XM_001589832.1.p1	XM_003324708.2.p1
OG0002262	XM_001589945.1.p1	XM_003336819.2.p1, XM_003336970.2.p1
OG0002263	XM_001587282.1.p1	XM_003335145.2.p1
OG0002264	XM_001593750.1.p1	XM_003323740.2.p1
OG0002265	XM_001594511.1.p1	XM_003328364.2.p1
OG0002266	XM_001586466.1.p1	XM_003333518.2.p1
OG0002268	XM_001586142.1.p1	XM_003324681.2.p1
OG0002269	XM_001594966.1.p1	XM_003335659.1.p1
OG0002270	XM_001585906.1.p1	XM_003332397.2.p1
OG0002271	XM_001595957.1.p1	XM_003324123.2.p1
OG0002272	XM_001595860.1.p1	XM_003326465.2.p1
OG0002273	XM_001598458.1.p1	XM_003321847.2.p1
OG0002275	XM_001588146.1.p1	XM_003326528.2.p1
OG0002276	XM_001588261.1.p1	XM_003326299.2.p1
OG0002277	XM_001595576.1.p1	XM_003335411.2.p1
OG0002278	XM_001595383.1.p1	XM_003322441.2.p1
OG0002279	XM_001592136.1.p1	XM_003328787.2.p1
OG0002280	XM_001589331.1.p1	XM_003328919.2.p1
OG0002281	XM_001592956.1.p1	XM_003334476.2.p1
OG0002282	XM_001592660.1.p1	XM_003319586.2.p1
OG0002283	XM_001584904.1.p1	XM_003335039.2.p1, XM_003888851.1.p1
OG0002285	XM_001593379.1.p1	XM_003321816.2.p1
OG0002286	XM_001587647.1.p1	XM_003320648.2.p1
OG0002287	XM_001597641.1.p1	XM_003307297.2.p1
OG0002288	XM_001595843.1.p1	XM_003338679.2.p1
OG0002289	XM_001584771.1.p1	XM_003888624.1.p1
OG0002290	XM_001590177.1.p1	XM_003331935.2.p1
OG0002291	XM_001596893.1.p1	XM_003329097.2.p1
OG0002292	XM_001598831.1.p1	XM_003328583.2.p1
OG0002293	XM_001593573.1.p1	XM_003333305.2.p1
OG0002294	XM_001588293.1.p1	XM_003320437.2.p1
OG0002295	XM_001593937.1.p1	XM_003327018.1.p1
OG0002296	XM_001587760.1.p1	XM_003307180.2.p1
OG0002297	XM_001592882.1.p1	XM_003324508.2.p1
OG0002298	XM_001589964.1.p1	XM_003326731.2.p1
OG0002299	XM_001587291.1.p1	XM_003338142.2.p1
OG0002300	XM_001584752.1.p1	XM_003325810.2.p1
OG0002301	XM_001587554.1.p1	XM_003330493.2.p1
OG0002302	XM_001597423.1.p1	XM_003320347.2.p1
OG0002303	XM_001592886.1.p1	XM_003320243.2.p1
OG0002304	XM_001590430.1.p1	XM_003330954.2.p1
OG0002305	XM_001588373.1.p1	XM_003889083.1.p1, XM_003889082.1.p1, XM_003889081.1.p1
OG0002307	XM_001595335.1.p1	XM_003336022.2.p1
OG0002308	XM_001588088.1.p1	XM_003328824.2.p1
OG0002309	XM_001597164.1.p1	XM_003331676.2.p1
OG0002310	XM_001597869.1.p1	XM_003321171.2.p1
OG0002311	XM_001593843.1.p1	XM_003326322.2.p1
OG0002312	XM_001597581.1.p1	XM_003334191.2.p1
OG0002313	XM_001598817.1.p1	XM_003328475.2.p1, XM_003333085.1.p1
OG0002314	XM_001592506.1.p1	XM_003331267.2.p1
OG0002315	XM_001595086.1.p1	XM_003889163.1.p1
OG0002316	XM_001595372.1.p1	XM_003330233.2.p1
OG0002318	XM_001592313.1.p1	XM_003322112.2.p1
OG0002319	XM_001593042.1.p1	XM_003321603.2.p1
OG0002320	XM_001590262.1.p1	XM_003331206.2.p1
OG0002321	XM_001598171.1.p1	XM_003333614.2.p1
OG0002322	XM_001597819.1.p1	XM_003331303.2.p1
OG0002323	XM_001585649.1.p1	XM_003889049.1.p1, XM_003333533.2.p1
OG0002324	XM_001594335.1.p1	XM_003326535.2.p1
OG0002325	XM_001597853.1.p1	XM_003307744.2.p1, XM_003338271.2.p1
OG0002326	XM_001594840.1.p1	XM_003326363.2.p1
OG0002328	XM_001593853.1.p1	XM_003333732.2.p1
OG0002329	XM_001585575.1.p1	XM_003323200.2.p1
OG0002330	XM_001585275.1.p1	XM_003323317.1.p1, XM_003331630.2.p1
OG0002332	XM_001598860.1.p1	XM_003333426.2.p1
OG0002334	XM_001598728.1.p1	XM_003334506.2.p1
OG0002335	XM_001589947.1.p1	XM_003324062.2.p1
OG0002336	XM_001598169.1.p1	XM_003336624.2.p1
OG0002338	XM_001589830.1.p1	XM_003325056.2.p1, XM_003327373.1.p1
OG0002339	XM_001595315.1.p1	XM_003336417.2.p1
OG0002340	XM_001587551.1.p1	XM_003326392.2.p1
OG0002342	XM_001593487.1.p1	XM_003322035.2.p1
OG0002343	XM_001588118.1.p1	XM_003336791.2.p1
OG0002344	XM_001588788.1.p1	XM_003331415.2.p1
OG0002345	XM_001588207.1.p1	XM_003327708.2.p1
OG0002346	XM_001589482.1.p1	XM_003333643.2.p1
OG0002347	XM_001591280.1.p1	XM_003319926.2.p1
OG0002348	XM_001587377.1.p1	XM_003327838.2.p1
OG0002349	XM_001592258.1.p1	XM_003326095.2.p1
OG0002350	XM_001592823.1.p1	XM_003337620.2.p1, XM_003322399.2.p1
OG0002351	XM_001596380.1.p1, XM_001586200.1.p1, XM_001585578.1.p1	XM_003889515.1.p1
OG0002352	XM_001587843.1.p1	XM_003323681.2.p1
OG0002353	XM_001591075.1.p1	XM_003334879.2.p1, XM_003330016.2.p1
OG0002354	XM_001597127.1.p1	XM_003328534.2.p1
OG0002355	XM_001587838.1.p1	XM_003335053.2.p1
OG0002356	XM_001587759.1.p1	XM_003325237.2.p1
OG0002357	XM_001586659.1.p1	XM_003320578.2.p1
OG0002358	XM_001598417.1.p1	XM_003324069.2.p1
OG0002359	XM_001588052.1.p1	XM_003337706.2.p1, XM_003324812.2.p1
OG0002361	XM_001597742.1.p1	XM_003335979.2.p1
OG0002362	XM_001598086.1.p1	XM_003890739.1.p1
OG0002363	XM_001593705.1.p1	XM_003333352.2.p1
OG0002364	XM_001585557.1.p1	XM_003890252.1.p1
OG0002365	XM_001595933.1.p1	XM_003330706.2.p1
OG0002367	XM_001594557.1.p1	XM_003330402.2.p1
OG0002368	XM_001595238.1.p1	XM_003322461.2.p1, XM_003890501.1.p1, XM_003320764.2.p1
OG0002369	XM_001584507.1.p1	XM_003307667.2.p1
OG0002370	XM_001585727.1.p1, XM_001585728.1.p1	XM_003327326.2.p1
OG0002371	XM_001589243.1.p1	XM_003324378.2.p1
OG0002372	XM_001588478.1.p1	XM_003320143.2.p1
OG0002373	XM_001588479.1.p1	XM_003330075.2.p1
OG0002375	XM_001595425.1.p1	XM_003322772.2.p1
OG0002376	XM_001595422.1.p1	XM_003324393.2.p1
OG0002377	XM_001594986.1.p1	XM_003335343.2.p1
OG0002378	XM_001588929.1.p1	XM_003320948.2.p1
OG0002379	XM_001590796.1.p1	XM_003325159.2.p1
OG0002380	XM_001588912.1.p1	XM_003319919.2.p1
OG0002381	XM_001597772.1.p1	XM_003324051.2.p1
OG0002382	XM_001595209.1.p1	XM_003323543.2.p1
OG0002383	XM_001596917.1.p1	XM_003333557.2.p1
OG0002384	XM_001584879.1.p1	XM_003331271.2.p1
OG0002385	XM_001589146.1.p1	XM_003335725.2.p1
OG0002387	XM_001594876.1.p1	XM_003334821.2.p1
OG0002388	XM_001592624.1.p1	XM_003320491.2.p1
OG0002389	XM_001587189.1.p1	XM_003332353.2.p1
OG0002390	XM_001592830.1.p1	XM_003323528.2.p1
OG0002391	XM_001595967.1.p1	XM_003324822.1.p1, XM_003324824.2.p1
OG0002392	XM_001586127.1.p1	XM_003325568.2.p1
OG0002393	XM_001586184.1.p1	XM_003329553.2.p1, XM_003329552.2.p1
OG0002394	XM_001586212.1.p1	XM_003322519.2.p1
OG0002395	XM_001594425.1.p1	XM_003332366.2.p1
OG0002396	XM_001596168.1.p1	XM_003325985.2.p1, XM_003324336.2.p1
OG0002397	XM_001589782.1.p1	XM_003319349.2.p1
OG0002398	XM_001594155.1.p1	XM_003325218.2.p1
OG0002401	XM_001595754.1.p1	XM_003338176.2.p1
OG0002402	XM_001588124.1.p1	XM_003335910.1.p1, XM_003321658.2.p1
OG0002403	XM_001592602.1.p1	XM_003326206.2.p1
OG0002404	XM_001588016.1.p1	XM_003321038.2.p1
OG0002405	XM_001589065.1.p1	XM_003307599.2.p1
OG0002406	XM_001586753.1.p1	XM_003334035.2.p1
OG0002409	XM_001587423.1.p1	XM_003890591.1.p1
OG0002410	XM_001588572.1.p1	XM_003326401.2.p1
OG0002411	XM_001590034.1.p1	XM_003307462.2.p1
OG0002412	XM_001595626.1.p1	XM_003324130.2.p1
OG0002413	XM_001597756.1.p1	XM_003323216.2.p1
OG0002414	XM_001590316.1.p1	XM_003324090.2.p1
OG0002415	XM_001596943.1.p1	XM_003329376.2.p1
OG0002416	XM_001589713.1.p1	XM_003326183.2.p1
OG0002418	XM_001594589.1.p1	XM_003326131.2.p1
OG0002419	XM_001598016.1.p1, XM_001586267.1.p1	XM_003334797.1.p1
OG0002420	XM_001594858.1.p1	XM_003328805.2.p1
OG0002421	XM_001593009.1.p1	XM_003324905.2.p1
OG0002422	XM_001594652.1.p1	XM_003321134.2.p1
OG0002423	XM_001594210.1.p1	XM_003337016.2.p1
OG0002424	XM_001591952.1.p1	XM_003328096.2.p1
OG0002425	XM_001593135.1.p1	XM_003326742.2.p1
OG0002426	XM_001588914.1.p1	XM_003322367.2.p1
OG0002427	XM_001598628.1.p1, XM_001595007.1.p1	XM_003322892.2.p1
OG0002428	XM_001590856.1.p1	XM_003320205.2.p1
OG0002429	XM_001595179.1.p1	XM_003327737.2.p1
OG0002430	XM_001598075.1.p1	XM_003889349.1.p1, XM_003331046.2.p1
OG0002432	XM_001590247.1.p1	XM_003324406.2.p1
OG0002433	XM_001589704.1.p1	XM_003322951.2.p1
OG0002435	XM_001590066.1.p1	XM_003336139.2.p1
OG0002436	XM_001593361.1.p1	XM_003332827.2.p1
OG0002437	XM_001586501.1.p1	XM_003332917.2.p1
OG0002438	XM_001586503.1.p1	XM_003322166.2.p1
OG0002439	XM_001594859.1.p1	XM_003324347.2.p1, XM_003332116.2.p1
OG0002440	XM_001598924.1.p1	XM_003331322.2.p1
OG0002441	XM_001590288.1.p1	XM_003330172.2.p1
OG0002442	XM_001591113.1.p1	XM_003324929.2.p1
OG0002443	XM_001590201.1.p1	XM_003332568.1.p1
OG0002444	XM_001598430.1.p1	XM_003320461.2.p1
OG0002445	XM_001597355.1.p1	XM_003335715.2.p1
OG0002447	XM_001588694.1.p1	XM_003337293.2.p1
OG0002449	XM_001587882.1.p1	XM_003330694.2.p1
OG0002450	XM_001589833.1.p1	XM_003322822.2.p1
OG0002451	XM_001597573.1.p1	XM_003331861.2.p1, XM_003327141.2.p1
OG0002452	XM_001593776.1.p1	XM_003332937.2.p1
OG0002453	XM_001594118.1.p1	XM_003890777.1.p1
OG0002454	XM_001598746.1.p1	XM_003321826.2.p1
OG0002455	XM_001591207.1.p1	XM_003328571.2.p1
OG0002456	XM_001588422.1.p1	XM_003320588.2.p1
OG0002457	XM_001592468.1.p1	XM_003307030.2.p1
OG0002458	XM_001594962.1.p1	XM_003331059.2.p1
OG0002461	XM_001592392.1.p1	XM_003334501.2.p1
OG0002462	XM_001593638.1.p1	XM_003330949.2.p1
OG0002463	XM_001590865.1.p1	XM_003330924.2.p1, XM_003338463.2.p1
OG0002464	XM_001587385.1.p1	XM_003320365.2.p1
OG0002465	XM_001585367.1.p1	XM_003333340.1.p1
OG0002466	XM_001585372.1.p1	XM_003333133.2.p1
OG0002467	XM_001598572.1.p1	XM_003330663.2.p1
OG0002468	XM_001587300.1.p1	XM_003322799.2.p1
OG0002469	XM_001593574.1.p1	XM_003329476.2.p1
OG0002470	XM_001592765.1.p1	XM_003323295.2.p1
OG0002471	XM_001584681.1.p1	XM_003332598.2.p1
OG0002472	XM_001586847.1.p1	XM_003890218.1.p1
OG0002473	XM_001585235.1.p1	XM_003322682.1.p1
OG0002474	XM_001586760.1.p1	XM_003332323.2.p1
OG0002475	XM_001589055.1.p1	XM_003307369.2.p1
OG0002476	XM_001586512.1.p1	XM_003323751.2.p1
OG0002477	XM_001586618.1.p1	XM_003326173.2.p1
OG0002478	XM_001591876.1.p1	XM_003335421.2.p1
OG0002479	XM_001595226.1.p1	XM_003322752.2.p1
OG0002480	XM_001595448.1.p1	XM_003331393.2.p1
OG0002481	XM_001595114.1.p1	XM_003325514.2.p1
OG0002482	XM_001597483.1.p1	XM_003320474.2.p1
OG0002483	XM_001590892.1.p1	XM_003323062.2.p1
OG0002484	XM_001593739.1.p1	XM_003338795.2.p1, XM_003328429.2.p1
OG0002485	XM_001584566.1.p1	XM_003325783.2.p1
OG0002486	XM_001590533.1.p1	XM_003319675.2.p1
OG0002487	XM_001590834.1.p1	XM_003337809.2.p1
OG0002488	XM_001592455.1.p1	XM_003319206.2.p1
OG0002489	XM_001593057.1.p1	XM_003890007.1.p1
OG0002490	XM_001586271.1.p1	XM_003330763.2.p1
OG0002491	XM_001598130.1.p1	XM_003330851.2.p1, XM_003889362.1.p1
OG0002492	XM_001590011.1.p1	XM_003334518.2.p1
OG0002493	XM_001596006.1.p1	XM_003336799.2.p1
OG0002494	XM_001586443.1.p1	XM_003321060.2.p1
OG0002495	XM_001592850.1.p1	XM_003325066.2.p1
OG0002496	XM_001588867.1.p1	XM_003322055.2.p1
OG0002497	XM_001594024.1.p1	XM_003321106.2.p1
OG0002498	XM_001593094.1.p1	XM_003322734.2.p1
OG0002499	XM_001597163.1.p1	XM_003333574.2.p1
OG0002500	XM_001598749.1.p1	XM_003337547.2.p1, XM_003890654.1.p1
OG0002501	XM_001587659.1.p1	XM_003324667.2.p1, XM_003890841.1.p1
OG0002502	XM_001597045.1.p1	XM_003332913.2.p1
OG0002503	XM_001589928.1.p1	XM_003307347.2.p1
OG0002504	XM_001587394.1.p1	XM_003321644.2.p1
OG0002505	XM_001593032.1.p1	XM_003334940.2.p1
OG0002506	XM_001589408.1.p1	XM_003323025.2.p1
OG0002507	XM_001594168.1.p1	XM_003329075.2.p1, XM_003334544.2.p1
OG0002508	XM_001590722.1.p1	XM_003336136.2.p1
OG0002509	XM_001585392.1.p1	XM_003322622.2.p1
OG0002510	XM_001588997.1.p1	XM_003332580.1.p1
OG0002511	XM_001589874.1.p1	XM_003319902.2.p1
OG0002512	XM_001593622.1.p1	XM_003320360.2.p1, XM_003335450.2.p1
OG0002513	XM_001597673.1.p1, XM_001590706.1.p1	XM_003326881.2.p1
OG0002514	XM_001594062.1.p1	XM_003336758.2.p1
OG0002515	XM_001586844.1.p1	XM_003333142.2.p1
OG0002517	XM_001594355.1.p1	XM_003329438.2.p1
OG0002518	XM_001597397.1.p1	XM_003328167.2.p1
OG0002519	XM_001594991.1.p1	XM_003334267.2.p1
OG0002520	XM_001595419.1.p1	XM_003321091.2.p1
OG0002521	XM_001590381.1.p1	XM_003333460.2.p1
OG0002522	XM_001590983.1.p1, XM_001590982.1.p1	XM_003332243.2.p1
OG0002523	XM_001585549.1.p1	XM_003320566.2.p1
OG0002524	XM_001592486.1.p1	XM_003325272.2.p1
OG0002525	XM_001589795.1.p1	XM_003325658.2.p1
OG0002526	XM_001594521.1.p1	XM_003321534.2.p1
OG0002527	XM_001593981.1.p1	XM_003322702.2.p1
OG0002528	XM_001595491.1.p1	XM_003327240.2.p1
OG0002529	XM_001589430.1.p1	XM_003321187.2.p1
OG0002530	XM_001596453.1.p1	XM_003335543.2.p1
OG0002531	XM_001591553.1.p1	XM_003322453.2.p1
OG0002532	XM_001591796.1.p1	XM_003322321.2.p1, XM_003320644.2.p1
OG0002533	XM_001598469.1.p1	XM_003325976.2.p1
OG0002534	XM_001590007.1.p1	XM_003335525.2.p1
OG0002535	XM_001597632.1.p1	XM_003331938.2.p1
OG0002537	XM_001587521.1.p1	XM_003331513.2.p1
OG0002538	XM_001595812.1.p1	XM_003329527.2.p1
OG0002539	XM_001588442.1.p1	XM_003321457.2.p1
OG0002540	XM_001590784.1.p1	XM_003333931.2.p1
OG0002541	XM_001597856.1.p1	XM_003307682.2.p1
OG0002542	XM_001589145.1.p1	XM_003330705.2.p1
OG0002543	XM_001595169.1.p1	XM_003307168.2.p1
OG0002544	XM_001588098.1.p1	XM_003322788.2.p1
OG0002545	XM_001596746.1.p1	XM_003319694.2.p1
OG0002549	XM_001586365.1.p1, XM_001591601.1.p1, XM_001591735.1.p1	XM_003327747.2.p1
OG0002550	XM_001588562.1.p1	XM_003320339.2.p1
OG0002554	XM_001590629.1.p1	XM_003333671.2.p1
OG0002573	XM_001589198.1.p1	XM_003337224.2.p1
OG0002574	XM_001588331.1.p1	XM_003324200.2.p1
OG0002575	XM_001589953.1.p1	XM_003323709.2.p1
OG0002576	XM_001589079.1.p1	XM_003331552.2.p1
OG0002579	XM_001594239.1.p1	XM_003307140.2.p1
OG0002580	XM_001585268.1.p1	XM_003320486.2.p1
OG0002581	XM_001586773.1.p1	XM_003327613.2.p1
OG0002582	XM_001594917.1.p1	XM_003324345.2.p1
OG0002583	XM_001595098.1.p1	XM_003331126.2.p1
OG0002584	XM_001584775.1.p1	XM_003327042.2.p1
OG0002586	XM_001598474.1.p1	XM_003319686.2.p1
OG0002588	XM_001598388.1.p1	XM_003319372.2.p1
OG0002589	XM_001598908.1.p1	XM_003333774.2.p1
OG0002592	XM_001592474.1.p1	XM_003323151.2.p1
OG0002594	XM_001593221.1.p1	XM_003325544.2.p1
OG0002596	XM_001594667.1.p1	XM_003330689.2.p1
OG0002597	XM_001597353.1.p1	XM_003307732.2.p1
OG0002598	XM_001586531.1.p1	XM_003336459.2.p1
OG0002599	XM_001593603.1.p1	XM_003335647.2.p1
OG0002601	XM_001589535.1.p1	XM_003325795.2.p1
OG0002602	XM_001596786.1.p1	XM_003307373.2.p1
OG0002603	XM_001588678.1.p1	XM_003330662.2.p1
OG0002604	XM_001590395.1.p1	XM_003326657.2.p1
OG0002605	XM_001597028.1.p1	XM_003327846.2.p1, XM_003332439.2.p1, XM_003321709.2.p1
OG0002606	XM_001587684.1.p1	XM_003321404.2.p1
OG0002607	XM_001593297.1.p1	XM_003333271.2.p1
OG0002608	XM_001587700.1.p1	XM_003320128.2.p1
OG0002609	XM_001586795.1.p1	XM_003324174.2.p1, XM_003324175.2.p1
OG0002610	XM_001597107.1.p1	XM_003320141.2.p1
OG0002611	XM_001591893.1.p1	XM_003328155.2.p1
OG0002613	XM_001584872.1.p1	XM_003334511.2.p1
OG0002614	XM_001597337.1.p1	XM_003335020.2.p1
OG0002615	XM_001585739.1.p1	XM_003330099.2.p1
OG0002616	XM_001594762.1.p1	XM_003331259.2.p1
OG0002617	XM_001585080.1.p1	XM_003325780.2.p1, XM_003338004.2.p1
OG0002619	XM_001597104.1.p1	XM_003328750.2.p1
OG0002622	XM_001593922.1.p1	XM_003307192.2.p1
OG0002623	XM_001591749.1.p1	XM_003333011.2.p1
OG0002624	XM_001591906.1.p1	XM_003328681.2.p1
OG0002625	XM_001597913.1.p1	XM_003326412.2.p1
OG0002626	XM_001595354.1.p1	XM_003328078.2.p1
OG0002627	XM_001588690.1.p1	XM_003321749.2.p1
OG0002628	XM_001595460.1.p1	XM_003335731.2.p1
OG0002629	XM_001592160.1.p1	XM_003322741.1.p1
OG0002630	XM_001589219.1.p1	XM_003331944.2.p1
OG0002631	XM_001597438.1.p1	XM_003322493.2.p1
OG0002632	XM_001593738.1.p1	XM_003320704.2.p1
OG0002633	XM_001598308.1.p1	XM_003333101.2.p1, XM_003889205.1.p1
OG0002634	XM_001592433.1.p1	XM_003325526.2.p1
OG0002635	XM_001586078.1.p1	XM_003332906.2.p1
OG0002638	XM_001596110.1.p1	XM_003328382.2.p1
OG0002642	XM_001587073.1.p1	XM_003888658.1.p1
OG0002643	XM_001594208.1.p1	XM_003336394.2.p1
OG0002644	XM_001594573.1.p1	XM_003334998.2.p1
OG0002645	XM_001597161.1.p1	XM_003328756.2.p1
OG0002646	XM_001597191.1.p1	XM_003329267.2.p1, XM_003320573.2.p1
OG0002647	XM_001594553.1.p1	XM_003323355.2.p1
OG0002648	XM_001586247.1.p1	XM_003320094.2.p1
OG0002649	XM_001586296.1.p1	XM_003335573.2.p1
OG0002650	XM_001594523.1.p1	XM_003326159.2.p1
OG0002651	XM_001592010.1.p1	XM_003323003.2.p1
OG0002652	XM_001594191.1.p1	XM_003321467.2.p1
OG0002653	XM_001593079.1.p1	XM_003333849.2.p1
OG0002655	XM_001587608.1.p1	XM_003325927.2.p1
OG0002656	XM_001587330.1.p1	XM_003338622.2.p1, XM_003325982.2.p1
OG0002657	XM_001590457.1.p1	XM_003332031.2.p1
OG0002659	XM_001590725.1.p1	XM_003321704.2.p1
OG0002660	XM_001590575.1.p1	XM_003332990.2.p1
OG0002661	XM_001590698.1.p1	XM_003335105.2.p1
OG0002662	XM_001590600.1.p1	XM_003334172.2.p1
OG0002663	XM_001590220.1.p1	XM_003336739.2.p1
OG0002665	XM_001590556.1.p1	XM_003320836.2.p1
OG0002666	XM_001590273.1.p1	XM_003320654.2.p1
