Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Trichoderma_reesei_rna_prot
OG0000216	XM_001598206.1.p1	XM_006969527.1.p1
OG0000220	XM_001591224.1.p1, XM_001593333.1.p1	XM_006965729.1.p1
OG0000221	XM_001595508.1.p1	XM_006967496.1.p1
OG0000222	XM_001592463.1.p1	XM_006963101.1.p1
OG0000226	XM_001584873.1.p1	XM_006967104.1.p1
OG0000227	XM_001596721.1.p1	XM_006962121.1.p1
OG0000227	XM_001597258.1.p1	XM_006964435.1.p1
OG0000227	XM_001598493.1.p1	XM_006964590.1.p1
OG0000228	XM_001598326.1.p1	XM_006962868.1.p1
OG0000228	XM_001590417.1.p1	XM_006968682.1.p1
OG0000228	XM_001594524.1.p1	XM_006964766.1.p1
OG0000229	XM_001584665.1.p1	XM_006969837.2.p1
OG0000229	XM_001592829.1.p1	XM_006966798.1.p1
OG0000230	XM_001595688.1.p1	XM_006968049.1.p1
OG0000230	XM_001584950.1.p1	XM_006962258.1.p1
OG0000231	XM_001595459.1.p1, XM_001591268.1.p1	XM_006965117.1.p1
OG0000232	XM_001594634.1.p1	XM_006966226.1.p1
OG0000232	XM_001589722.1.p1	XM_006967834.1.p1
OG0000234	XM_001596145.1.p1	XM_006962003.1.p1
OG0000236	XM_001596648.1.p1	XM_006962251.1.p1
OG0000237	XM_001585240.1.p1	XM_006961927.1.p1
OG0000237	XM_001598176.1.p1	XM_006969494.1.p1
OG0000238	XM_001587158.1.p1	XM_006966618.2.p1
OG0000240	XM_001584824.1.p1	XM_006969833.1.p1
OG0000241	XM_001594149.1.p1	XM_006964152.1.p1
OG0000244	XM_001585917.1.p1	XM_006964114.1.p1
OG0000244	XM_001597739.1.p1	XM_006968091.1.p1
OG0000245	XM_001588698.1.p1	XM_006961348.1.p1
OG0000246	XM_001586585.1.p1	XM_006963374.1.p1
OG0000247	XM_001597090.1.p1	XM_006962364.1.p1
OG0000247	XM_001598366.1.p1	XM_006967157.1.p1
OG0000247	XM_001597776.1.p1	XM_006965057.1.p1
OG0000247	XM_001589458.1.p1	XM_006969122.1.p1, XM_006961276.1.p1
OG0000248	XM_001592783.1.p1	XM_006969651.1.p1
OG0000249	XM_001587592.1.p1	XM_006964461.1.p1
OG0000250	XM_001594320.1.p1	XM_006961289.1.p1
OG0000251	XM_001590820.1.p1	XM_006962024.1.p1
OG0000252	XM_001590285.1.p1	XM_006969924.1.p1
OG0000253	XM_001592812.1.p1	XM_006965613.2.p1
OG0000253	XM_001586686.1.p1, XM_001597250.1.p1	XM_006966538.1.p1, XM_006963541.1.p1
OG0000253	XM_001589178.1.p1	XM_006964287.1.p1
OG0000254	XM_001590596.1.p1	XM_006966587.1.p1
OG0000255	XM_001585452.1.p1, XM_001590986.1.p1, XM_001586084.1.p1, XM_001586279.1.p1	XM_006964471.1.p1
OG0000256	XM_001587897.1.p1	XM_006964778.1.p1
OG0000256	XM_001590113.1.p1	XM_006967599.1.p1
OG0000257	XM_001589773.1.p1	XM_006969766.1.p1
OG0000258	XM_001590735.1.p1	XM_006962416.1.p1
OG0000258	XM_001585368.1.p1	XM_006968486.1.p1
OG0000259	XM_001598370.1.p1	XM_006962357.1.p1
OG0000260	XM_001587809.1.p1	XM_006966225.1.p1
OG0000261	XM_001596282.1.p1	XM_006962005.1.p1
OG0000262	XM_001585956.1.p1	XM_006962287.1.p1
OG0000263	XM_001595664.1.p1	XM_006968359.1.p1
OG0000264	XM_001596457.1.p1	XM_006968602.1.p1
OG0000264	XM_001595608.1.p1	XM_006964900.1.p1
OG0000265	XM_001597833.1.p1, XM_001597827.1.p1	XM_006965895.1.p1
OG0000266	XM_001595040.1.p1	XM_006967504.1.p1
OG0000266	XM_001598558.1.p1	XM_006967373.1.p1
OG0000268	XM_001594381.1.p1	XM_006963079.1.p1
OG0000269	XM_001595030.1.p1	XM_006964268.1.p1
OG0000271	XM_001585265.1.p1	XM_006967359.1.p1
OG0000272	XM_001598882.1.p1	XM_006969467.1.p1
OG0000273	XM_001592377.1.p1	XM_006962637.1.p1
OG0000275	XM_001590888.1.p1	XM_006967037.1.p1
OG0000275	XM_001585625.1.p1	XM_006961721.1.p1
OG0000277	XM_001588099.1.p1	XM_006966384.1.p1
OG0000278	XM_001586662.1.p1	XM_006968455.1.p1
OG0000279	XM_001594867.1.p1	XM_006962496.1.p1
OG0000280	XM_001586347.1.p1	XM_006969544.1.p1
OG0000281	XM_001594133.1.p1	XM_006964251.1.p1
OG0000282	XM_001589293.1.p1	XM_006963536.1.p1
OG0000283	XM_001593967.1.p1	XM_006969610.1.p1
OG0000283	XM_001586787.1.p1	XM_006965004.1.p1
OG0000284	XM_001594975.1.p1	XM_006969636.1.p1
OG0000284	XM_001588421.1.p1	XM_006968141.1.p1
OG0000285	XM_001588048.1.p1, XM_001589245.1.p1	XM_006964666.1.p1
OG0000285	XM_001596070.1.p1	XM_006964984.1.p1
OG0000286	XM_001596937.1.p1, XM_001595178.1.p1	XM_006967295.1.p1
OG0000286	XM_001595060.1.p1	XM_006968324.1.p1, XM_006967924.1.p1
OG0000287	XM_001591627.1.p1	XM_006961767.1.p1
OG0000288	XM_001586741.1.p1	XM_006964911.1.p1
OG0000288	XM_001585180.1.p1	XM_006969129.1.p1
OG0000289	XM_001596210.1.p1	XM_006969565.1.p1
OG0000289	XM_001587013.1.p1	XM_006961735.1.p1
OG0000291	XM_001593375.1.p1	XM_006965881.2.p1
OG0000292	XM_001595511.1.p1	XM_006962448.1.p1
OG0000292	XM_001596671.1.p1	XM_006969356.1.p1
OG0000292	XM_001597497.1.p1	XM_006969067.1.p1
OG0000293	XM_001586572.1.p1	XM_006969918.1.p1, XM_006967538.1.p1, XM_006968871.1.p1
OG0000294	XM_001591006.1.p1	XM_006963112.1.p1
OG0000295	XM_001586192.1.p1	XM_006967740.1.p1
OG0000295	XM_001595606.1.p1	XM_006965949.1.p1
OG0000300	XM_001598720.1.p1	XM_006965330.1.p1
OG0000301	XM_001585369.1.p1	XM_006964176.1.p1
OG0000301	XM_001597552.1.p1	XM_006961321.1.p1
OG0000302	XM_001591897.1.p1	XM_006965370.1.p1
OG0000303	XM_001593841.1.p1	XM_006968254.1.p1, XM_006963924.1.p1
OG0000304	XM_001592528.1.p1	XM_006960874.1.p1
OG0000304	XM_001587021.1.p1	XM_006966499.1.p1
OG0000306	XM_001588299.1.p1	XM_006963741.1.p1
OG0000307	XM_001584568.1.p1	XM_006963092.1.p1
OG0000307	XM_001596247.1.p1	XM_006962586.1.p1
OG0000308	XM_001591807.1.p1	XM_006963185.1.p1
OG0000309	XM_001594078.1.p1	XM_006966610.1.p1
OG0000310	XM_001597658.1.p1	XM_006966009.1.p1
OG0000312	XM_001597099.1.p1	XM_006962154.1.p1
OG0000313	XM_001598739.1.p1	XM_006969619.1.p1
OG0000313	XM_001586897.1.p1	XM_006965071.1.p1
OG0000314	XM_001597620.1.p1	XM_006961149.1.p1
OG0000314	XM_001593040.1.p1	XM_006966651.1.p1
OG0000315	XM_001590134.1.p1, XM_001588502.1.p1	XM_006965323.1.p1
OG0000317	XM_001591969.1.p1	XM_006962908.1.p1
OG0000317	XM_001586015.1.p1	XM_006962218.1.p1
OG0000317	XM_001587228.1.p1	XM_006966622.1.p1
OG0000321	XM_001592385.1.p1	XM_006962936.1.p1
OG0000322	XM_001587529.1.p1	XM_006969007.1.p1
OG0000322	XM_001592461.1.p1	XM_006963099.1.p1
OG0000323	XM_001593906.1.p1	XM_006963333.1.p1
OG0000324	XM_001594373.1.p1	XM_006963869.1.p1
OG0000324	XM_001592271.1.p1	XM_006968655.1.p1
OG0000325	XM_001595222.1.p1	XM_006969417.1.p1
OG0000325	XM_001590041.1.p1	XM_006969333.1.p1
OG0000326	XM_001589657.1.p1	XM_006967404.1.p1
OG0000326	XM_001595679.1.p1	XM_006966288.1.p1
OG0000327	XM_001587909.1.p1	XM_006961185.1.p1, XM_006964229.1.p1
OG0000329	XM_001598723.1.p1	XM_006966543.1.p1
OG0000330	XM_001593975.1.p1	XM_006963762.1.p1
OG0000331	XM_001593836.1.p1	XM_006965451.1.p1
OG0000331	XM_001593522.1.p1	XM_006969799.1.p1
OG0000333	XM_001591225.1.p1	XM_006968244.1.p1
OG0000335	XM_001587695.1.p1	XM_006965002.1.p1
OG0000336	XM_001596349.1.p1	XM_006963927.1.p1
OG0000337	XM_001597150.1.p1	XM_006961844.1.p1
OG0000337	XM_001589811.1.p1	XM_006967976.1.p1
OG0000338	XM_001595733.1.p1	XM_006968968.1.p1
OG0000339	XM_001588030.1.p1	XM_006969680.1.p1
OG0000339	XM_001597935.1.p1	XM_006963801.1.p1
OG0000340	XM_001593244.1.p1	XM_006967304.1.p1
OG0000342	XM_001587098.1.p1	XM_006965576.1.p1
OG0000343	XM_001593775.1.p1	XM_006966565.1.p1
OG0000343	XM_001588828.1.p1	XM_006963050.1.p1
OG0000346	XM_001588685.1.p1	XM_006963131.1.p1
OG0000346	XM_001585647.1.p1	XM_006968544.1.p1
OG0000347	XM_001588291.1.p1	XM_006968403.1.p1
OG0000347	XM_001594045.1.p1	XM_006961357.1.p1
OG0000348	XM_001596342.1.p1	XM_006964691.1.p1
OG0000350	XM_001594577.1.p1	XM_006966206.1.p1
OG0000350	XM_001585929.1.p1	XM_006962110.1.p1
OG0000351	XM_001592911.1.p1	XM_006967330.1.p1
OG0000352	XM_001593209.1.p1	XM_006966712.1.p1
OG0000353	XM_001594393.1.p1	XM_006969871.1.p1
OG0000354	XM_001594672.1.p1	XM_006969647.1.p1, XM_006969797.1.p1
OG0000355	XM_001590970.1.p1	XM_006963377.1.p1
OG0000356	XM_001589024.1.p1	XM_006961603.1.p1
OG0000357	XM_001584508.1.p1	XM_006965722.1.p1, XM_006969201.1.p1
OG0000357	XM_001596882.1.p1	XM_006961118.1.p1
OG0000358	XM_001598266.1.p1	XM_006962006.1.p1
OG0000361	XM_001584885.1.p1	XM_006964149.1.p1, XM_006968739.1.p1
OG0000362	XM_001588879.1.p1	XM_006968738.1.p1
OG0000363	XM_001591160.1.p1	XM_006969218.1.p1
OG0000363	XM_001597792.1.p1	XM_006964539.1.p1
OG0000364	XM_001586746.1.p1	XM_006968831.1.p1
OG0000364	XM_001591295.1.p1	XM_006964771.1.p1
OG0000365	XM_001589092.1.p1	XM_006967063.1.p1
OG0000365	XM_001593795.1.p1	XM_006969318.1.p1
OG0000365	XM_001587777.1.p1	XM_006965333.1.p1, XM_006969786.1.p1
OG0000366	XM_001592514.1.p1	XM_006961717.1.p1
OG0000367	XM_001591428.1.p1	XM_006964429.1.p1
OG0000367	XM_001589140.1.p1	XM_006961654.1.p1
OG0000368	XM_001586991.1.p1	XM_006964986.1.p1, XM_006967280.1.p1
OG0000369	XM_001585932.1.p1	XM_006966028.1.p1
OG0000369	XM_001585931.1.p1	XM_006965912.1.p1
OG0000374	XM_001594977.1.p1	XM_006969654.1.p1
OG0000375	XM_001586362.1.p1, XM_001597921.1.p1	XM_006964128.1.p1
OG0000375	XM_001589897.1.p1	XM_006967354.1.p1
OG0000376	XM_001588139.1.p1	XM_006966156.1.p1
OG0000376	XM_001587757.1.p1	XM_006964830.1.p1
OG0000378	XM_001596864.1.p1	XM_006961437.1.p1
OG0000378	XM_001594848.1.p1	XM_006966599.1.p1
OG0000379	XM_001588044.1.p1	XM_006969614.1.p1
OG0000379	XM_001592931.1.p1	XM_006965744.1.p1
OG0000380	XM_001597824.1.p1	XM_006968167.1.p1
OG0000381	XM_001596277.1.p1	XM_006966710.1.p1
OG0000381	XM_001586516.1.p1	XM_006963177.1.p1
OG0000382	XM_001586499.1.p1	XM_006963203.1.p1
OG0000383	XM_001595200.1.p1	XM_006961303.1.p1
OG0000384	XM_001590907.1.p1	XM_006969738.1.p1
OG0000384	XM_001596488.1.p1	XM_006967839.2.p1
OG0000385	XM_001594849.1.p1	XM_006965728.1.p1
OG0000385	XM_001591151.1.p1	XM_006961847.1.p1
OG0000386	XM_001592690.1.p1	XM_006966802.1.p1
OG0000386	XM_001587880.1.p1	XM_006968791.1.p1
OG0000387	XM_001592504.1.p1, XM_001593733.1.p1	XM_006965109.1.p1
OG0000388	XM_001587153.1.p1	XM_006968170.1.p1
OG0000388	XM_001588257.1.p1	XM_006967099.1.p1
OG0000389	XM_001593189.1.p1	XM_006967448.1.p1
OG0000389	XM_001592940.1.p1	XM_006964989.1.p1, XM_006968802.1.p1
OG0000390	XM_001595466.1.p1	XM_006966407.1.p1
OG0000390	XM_001591034.1.p1	XM_006967446.1.p1
OG0000391	XM_001597617.1.p1	XM_006961657.1.p1
OG0000393	XM_001596263.1.p1	XM_006965608.1.p1
OG0000393	XM_001597320.1.p1	XM_006966310.1.p1
OG0000394	XM_001590823.1.p1	XM_006963138.1.p1
OG0000395	XM_001597922.1.p1	XM_006961528.1.p1
OG0000395	XM_001592276.1.p1	XM_006961262.1.p1
OG0000398	XM_001597851.1.p1	XM_006967894.1.p1
OG0000398	XM_001591395.1.p1	XM_006965965.1.p1
OG0000399	XM_001598920.1.p1	XM_006969290.1.p1
OG0000399	XM_001586912.1.p1	XM_006963727.1.p1, XM_006961277.1.p1
OG0000400	XM_001585385.1.p1, XM_001597020.1.p1, XM_001588070.1.p1, XM_001598807.1.p1	XM_006968342.1.p1
OG0000402	XM_001598752.1.p1	XM_006962521.1.p1, XM_006969835.1.p1
OG0000403	XM_001589101.1.p1	XM_006962074.1.p1
OG0000403	XM_001590733.1.p1	XM_006965841.1.p1
OG0000404	XM_001593260.1.p1, XM_001584912.1.p1	XM_006961730.1.p1
OG0000404	XM_001595520.1.p1	XM_006969151.1.p1
OG0000405	XM_001584602.1.p1	XM_006966831.1.p1
OG0000406	XM_001591376.1.p1, XM_001587466.1.p1, XM_001594065.1.p1, XM_001585365.1.p1, XM_001588382.1.p1, XM_001597697.1.p1, XM_001598803.1.p1, XM_001594890.1.p1, XM_001584976.1.p1, XM_001587358.1.p1, XM_001596739.1.p1, XM_001597514.1.p1, XM_001586681.1.p1, XM_001589974.1.p1, XM_001587025.1.p1, XM_001587355.1.p1, XM_001595252.1.p1, XM_001586284.1.p1, XM_001584632.1.p1, XM_001593304.1.p1, XM_001591557.1.p1, XM_001584663.1.p1, XM_001585881.1.p1, XM_001598777.1.p1, XM_001588509.1.p1, XM_001593462.1.p1, XM_001584730.1.p1, XM_001592272.1.p1, XM_001593463.1.p1, XM_001586382.1.p1, XM_001587791.1.p1, XM_001587047.1.p1, XM_001589570.1.p1, XM_001587024.1.p1	XM_006964476.1.p1
OG0000407	XM_001591874.1.p1	XM_006967570.1.p1
OG0000407	XM_001594751.1.p1	XM_006962952.1.p1
OG0000408	XM_001590719.1.p1	XM_006961465.1.p1
OG0000408	XM_001588056.1.p1	XM_006969942.1.p1
OG0000409	XM_001591593.1.p1	XM_006967938.1.p1
OG0000411	XM_001593430.1.p1	XM_006967172.1.p1
OG0000412	XM_001592689.1.p1	XM_006966526.1.p1
OG0000414	XM_001588538.1.p1	XM_006966157.1.p1
OG0000415	XM_001587000.1.p1	XM_006965717.1.p1
OG0000415	XM_001590013.1.p1	XM_006961367.1.p1
OG0000416	XM_001585521.1.p1	XM_006963812.1.p1
OG0000416	XM_001595781.1.p1	XM_006966335.1.p1
OG0000417	XM_001594077.1.p1	XM_006966414.1.p1
OG0000417	XM_001595020.1.p1	XM_006967206.1.p1
OG0000418	XM_001597732.1.p1	XM_006965848.1.p1
OG0000418	XM_001594531.1.p1	XM_006962552.1.p1
OG0000419	XM_001589943.1.p1	XM_006964165.1.p1
OG0000421	XM_001586054.1.p1	XM_006963993.1.p1
OG0000421	XM_001596111.1.p1	XM_006965424.1.p1
OG0000423	XM_001591595.1.p1	XM_006967644.1.p1
OG0000423	XM_001597246.1.p1	XM_006966993.2.p1
OG0000424	XM_001584735.1.p1	XM_006966572.1.p1
OG0000425	XM_001595569.1.p1	XM_006963157.1.p1
OG0000426	XM_001594352.1.p1	XM_006962183.1.p1
OG0000426	XM_001595306.1.p1	XM_006967764.1.p1
OG0000427	XM_001588666.1.p1	XM_006967340.1.p1
OG0000428	XM_001591689.1.p1	XM_006967681.1.p1
OG0000428	XM_001592756.1.p1	XM_006966707.1.p1
OG0000429	XM_001589525.1.p1	XM_006969269.1.p1
OG0000430	XM_001594943.1.p1	XM_006966465.1.p1
OG0000431	XM_001595021.1.p1	XM_006967207.1.p1
OG0000431	XM_001585051.1.p1	XM_006968037.1.p1
OG0000432	XM_001592025.1.p1	XM_006969249.1.p1
OG0000432	XM_001595641.1.p1	XM_006964650.1.p1
OG0000437	XM_001586166.1.p1	XM_006961115.1.p1
OG0000437	XM_001594881.1.p1	XM_006964968.1.p1
OG0000438	XM_001594730.1.p1	XM_006964764.1.p1
OG0000439	XM_001588396.1.p1	XM_006968140.1.p1
OG0000439	XM_001594207.1.p1	XM_006964053.1.p1
OG0000440	XM_001592376.1.p1	XM_006962638.1.p1
OG0000441	XM_001598052.1.p1	XM_006967607.1.p1
OG0000441	XM_001587956.1.p1	XM_006968022.1.p1
OG0000442	XM_001595999.1.p1	XM_006967174.1.p1
OG0000443	XM_001597889.1.p1	XM_006965486.1.p1
OG0000443	XM_001589171.1.p1	XM_006963022.2.p1
OG0000444	XM_001585129.1.p1	XM_006969192.1.p1
OG0000444	XM_001588771.1.p1	XM_006967074.1.p1
OG0000446	XM_001595180.1.p1	XM_006967476.1.p1
OG0000447	XM_001598386.1.p1	XM_006963608.1.p1
OG0000447	XM_001590963.1.p1	XM_006965947.1.p1
OG0000448	XM_001596951.1.p1	XM_006966311.1.p1
OG0000448	XM_001589303.1.p1	XM_006962509.1.p1
OG0000450	XM_001587855.1.p1	XM_006964213.1.p1
OG0000451	XM_001590342.1.p1	XM_006965359.1.p1
OG0000452	XM_001593005.1.p1	XM_006965719.1.p1
OG0000455	XM_001585436.1.p1	XM_006962356.1.p1
OG0000455	XM_001598722.1.p1	XM_006965493.1.p1
OG0000456	XM_001586769.1.p1	XM_006964875.1.p1
OG0000456	XM_001590674.1.p1	XM_006962055.1.p1
OG0000457	XM_001597364.1.p1	XM_006963298.1.p1
OG0000457	XM_001595651.1.p1	XM_006960993.1.p1
OG0000458	XM_001594303.1.p1	XM_006962614.1.p1
OG0000458	XM_001589273.1.p1	XM_006962156.1.p1
OG0000459	XM_001595847.1.p1	XM_006969760.1.p1
OG0000459	XM_001588033.1.p1	XM_006963142.1.p1
OG0000460	XM_001597304.1.p1	XM_006963402.1.p1
OG0000461	XM_001594597.1.p1	XM_006966322.1.p1
OG0000461	XM_001590763.1.p1	XM_006962117.1.p1
OG0000462	XM_001585696.1.p1	XM_006963653.1.p1
OG0000463	XM_001597555.1.p1	XM_006962166.1.p1, XM_006967419.1.p1
OG0000465	XM_001596182.1.p1	XM_006962651.1.p1
OG0000466	XM_001597810.1.p1	XM_006965935.1.p1
OG0000467	XM_001588516.1.p1	XM_006968472.1.p1
OG0000468	XM_001595597.1.p1	XM_006966090.1.p1
OG0000468	XM_001585150.1.p1	XM_006963748.1.p1
OG0000469	XM_001586974.1.p1	XM_006965580.1.p1
OG0000469	XM_001588006.1.p1	XM_006964943.1.p1
OG0000470	XM_001589646.1.p1	XM_006962253.1.p1
OG0000470	XM_001589696.1.p1	XM_006965760.1.p1
OG0000471	XM_001589081.1.p1	XM_006962153.1.p1
OG0000471	XM_001597763.1.p1	XM_006969009.1.p1
OG0000472	XM_001596286.1.p1	XM_006968573.1.p1
OG0000472	XM_001592203.1.p1	XM_006966987.1.p1
OG0000472	XM_001598844.1.p1	XM_006967220.1.p1
OG0000473	XM_001597336.1.p1	XM_006968192.1.p1
OG0000473	XM_001585585.1.p1	XM_006963070.1.p1
OG0000474	XM_001586656.1.p1	XM_006965098.1.p1
OG0000475	XM_001586521.1.p1	XM_006967455.1.p1
OG0000475	XM_001592419.1.p1	XM_006962436.1.p1
OG0000476	XM_001595211.1.p1	XM_006963639.1.p1
OG0000476	XM_001584773.1.p1	XM_006963485.1.p1
OG0000477	XM_001598467.1.p1	XM_006967302.1.p1
OG0000477	XM_001587693.1.p1	XM_006964765.1.p1
OG0000478	XM_001595503.1.p1	XM_006962001.1.p1, XM_006964203.1.p1
OG0000480	XM_001589137.1.p1	XM_006962916.1.p1, XM_006967255.1.p1
OG0000484	XM_001594928.1.p1	XM_006963404.1.p1
OG0000485	XM_001592093.1.p1	XM_006968337.1.p1
OG0000486	XM_001590667.1.p1	XM_006966846.1.p1, XM_006967049.1.p1
OG0000486	XM_001594460.1.p1	XM_006968654.1.p1
OG0000488	XM_001595704.1.p1	XM_006962608.1.p1
OG0000489	XM_001597803.1.p1	XM_006963721.1.p1
OG0000490	XM_001593846.1.p1	XM_006967510.1.p1
OG0000490	XM_001589239.1.p1	XM_006969752.1.p1
OG0000491	XM_001591479.1.p1	XM_006963013.1.p1
OG0000491	XM_001590012.1.p1	XM_006964409.1.p1
OG0000492	XM_001589340.1.p1	XM_006962710.1.p1
OG0000492	XM_001586411.1.p1	XM_006963664.1.p1
OG0000493	XM_001591427.1.p1	XM_006961802.1.p1, XM_006961503.1.p1
OG0000494	XM_001594386.1.p1	XM_006963852.2.p1
OG0000497	XM_001596284.1.p1	XM_006961996.1.p1
OG0000497	XM_001587094.1.p1	XM_006966679.1.p1
OG0000498	XM_001586996.1.p1	XM_006961279.1.p1
OG0000499	XM_001594743.1.p1	XM_006962889.1.p1
OG0000499	XM_001588554.1.p1	XM_006964148.1.p1, XM_006966360.1.p1
OG0000500	XM_001584816.1.p1	XM_006968572.1.p1
OG0000500	XM_001592410.1.p1	XM_006963107.1.p1
OG0000501	XM_001584728.1.p1	XM_006962717.1.p1
OG0000501	XM_001591462.1.p1	XM_006961593.1.p1
OG0000502	XM_001585206.1.p1	XM_006968747.1.p1
OG0000502	XM_001590161.1.p1	XM_006965161.1.p1
OG0000503	XM_001597809.1.p1	XM_006965936.1.p1
OG0000506	XM_001596570.1.p1	XM_006962724.1.p1
OG0000506	XM_001585581.1.p1	XM_006967214.1.p1
OG0000507	XM_001592146.1.p1	XM_006964339.1.p1
OG0000509	XM_001593419.1.p1	XM_006967864.1.p1
OG0000512	XM_001591933.1.p1	XM_006962731.1.p1
OG0000513	XM_001592425.1.p1	XM_006962697.1.p1
OG0000513	XM_001598868.1.p1	XM_006966249.1.p1
OG0000514	XM_001593274.1.p1	XM_006967064.1.p1
OG0000515	XM_001585817.1.p1	XM_006967884.1.p1, XM_006969862.1.p1
OG0000517	XM_001590260.1.p1	XM_006961833.1.p1
OG0000517	XM_001588081.1.p1	XM_006969604.1.p1
OG0000518	XM_001590757.1.p1	XM_006962090.1.p1
OG0000518	XM_001597485.1.p1	XM_006964727.1.p1
OG0000519	XM_001588250.1.p1	XM_006965430.1.p1
OG0000519	XM_001592932.1.p1	XM_006965588.1.p1
OG0000520	XM_001591603.1.p1	XM_006965218.1.p1, XM_006968299.1.p1
OG0000522	XM_001595612.1.p1	XM_006966051.1.p1
OG0000523	XM_001586040.1.p1	XM_006963997.1.p2
OG0000523	XM_001585437.1.p1	XM_006967437.1.p1
OG0000525	XM_001594404.1.p1	XM_006963305.1.p1
OG0000525	XM_001593959.1.p1	XM_006961960.1.p1
OG0000532	XM_001593715.1.p1	XM_006968352.1.p1
OG0000532	XM_001596173.1.p1	XM_006962644.1.p1
OG0000533	XM_001584564.1.p1	XM_006964281.1.p1
OG0000534	XM_001590058.1.p1	XM_006963477.1.p1
OG0000534	XM_001590038.1.p1	XM_006967511.1.p1
OG0000535	XM_001587943.1.p1	XM_006964507.1.p1
OG0000535	XM_001584519.1.p1	XM_006962062.1.p1
OG0000536	XM_001585792.1.p1, XM_001594223.1.p1	XM_006962412.1.p1, XM_006969534.1.p1
OG0000539	XM_001594270.1.p1	XM_006964162.1.p1
OG0000540	XM_001590468.1.p1	XM_006962589.1.p1
OG0000541	XM_001586293.1.p1	XM_006966337.1.p1
OG0000543	XM_001594622.1.p1	XM_006966654.1.p1
OG0000544	XM_001585633.1.p1	XM_006962071.1.p1
OG0000545	XM_001585300.1.p1	XM_006961134.1.p1
OG0000546	XM_001594546.1.p1	XM_006962491.1.p1
OG0000547	XM_001597908.1.p1	XM_006965839.1.p1, XM_006962410.1.p1
OG0000548	XM_001598930.1.p1	XM_006968879.1.p1
OG0000554	XM_001597381.1.p1	XM_006965960.1.p1
OG0000554	XM_001593422.1.p1	XM_006967863.1.p1
OG0000557	XM_001588649.1.p1	XM_006963309.1.p1
OG0000558	XM_001590696.1.p1	XM_006962140.1.p1
OG0000559	XM_001598247.1.p1	XM_006961638.1.p1
OG0000560	XM_001595116.1.p1	XM_006966596.1.p1, XM_006966143.1.p1
OG0000561	XM_001592440.1.p1	XM_006967736.1.p1
OG0000563	XM_001591823.1.p1	XM_006965343.2.p1
OG0000564	XM_001589362.1.p1	XM_006969015.1.p1
OG0000565	XM_001591908.1.p1	XM_006967467.1.p1
OG0000565	XM_001586006.1.p1	XM_006966508.1.p1
OG0000566	XM_001592658.1.p1	XM_006961842.1.p1
OG0000567	XM_001595707.1.p1	XM_006968476.1.p1
OG0000567	XM_001586497.1.p1	XM_006967656.1.p1
OG0000568	XM_001595590.1.p1	XM_006967131.1.p1
OG0000571	XM_001596650.1.p1	XM_006962047.1.p1
OG0000571	XM_001587072.1.p1	XM_006966676.1.p1
OG0000572	XM_001588215.1.p1	XM_006963396.1.p1
OG0000572	XM_001597686.1.p1	XM_006961962.1.p1
OG0000573	XM_001598905.1.p1	XM_006962495.1.p1
OG0000574	XM_001590420.1.p1	XM_006969132.1.p1, XM_006965513.1.p1
OG0000575	XM_001588302.1.p1	XM_006961857.1.p1
OG0000576	XM_001597753.1.p1	XM_006964218.1.p1
OG0000578	XM_001585543.1.p1	XM_006963600.1.p1
OG0000578	XM_001596093.1.p1	XM_006968031.1.p1
OG0000579	XM_001598740.1.p1	XM_006966282.1.p1
OG0000579	XM_001598216.1.p1	XM_006967776.1.p1, XM_006968648.1.p1
OG0000580	XM_001595987.1.p1	XM_006963654.1.p1
OG0000581	XM_001598836.1.p1	XM_006966245.1.p1
OG0000582	XM_001592617.1.p1	XM_006969515.1.p1
OG0000583	XM_001587683.1.p1	XM_006965010.1.p1, XM_006965011.1.p1
OG0000584	XM_001584971.1.p1	XM_006965892.1.p1
OG0000584	XM_001584969.1.p1	XM_006966007.1.p1
OG0000585	XM_001594243.1.p1	XM_006965763.1.p1
OG0000586	XM_001596162.1.p1	XM_006969155.1.p1
OG0000586	XM_001589542.1.p1	XM_006964283.1.p1
OG0000587	XM_001588230.1.p1	XM_006969566.1.p1
OG0000588	XM_001586815.1.p1	XM_006964829.1.p1
OG0000589	XM_001593383.1.p1	XM_006966275.1.p1
OG0000589	XM_001598163.1.p1	XM_006961052.1.p1
OG0000591	XM_001585967.1.p1	XM_006961851.1.p1
OG0000593	XM_001589346.1.p1	XM_006963286.1.p1
OG0000595	XM_001589667.1.p1	XM_006968939.1.p1
OG0000595	XM_001587433.1.p1	XM_006965914.1.p1
OG0000597	XM_001586224.1.p1	XM_006962726.1.p1
OG0000598	XM_001592151.1.p1	XM_006969254.1.p1
OG0000599	XM_001590786.1.p1	XM_006965904.1.p1
OG0000599	XM_001598047.1.p1	XM_006969719.2.p1
OG0000600	XM_001598296.1.p1	XM_006966952.1.p1
OG0000602	XM_001593498.1.p1	XM_006963010.1.p1
OG0000602	XM_001593423.1.p1	XM_006967780.1.p1
OG0000603	XM_001589302.1.p1	XM_006962941.1.p1
OG0000607	XM_001590536.1.p1	XM_006967253.1.p1
OG0000608	XM_001588104.1.p1, XM_001585159.1.p1	XM_006968954.1.p1
OG0000610	XM_001592833.1.p1	XM_006966527.1.p1
OG0000610	XM_001587685.1.p1	XM_006966332.1.p1
OG0000611	XM_001584794.1.p1	XM_006969281.1.p1
