Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Aspergillus_flavus_rna_prot
OG0000113	XM_001598286.1.p1	XM_041287358.1.p1
OG0000113	XM_001589093.1.p1	XM_041295256.1.p1
OG0000113	XM_001587022.1.p1	XM_041290141.1.p1, XM_041295770.1.p1
OG0000113	XM_001596658.1.p1	XM_041288367.1.p1
OG0000114	XM_001595727.1.p1	XM_041289559.1.p1
OG0000114	XM_001595917.1.p1	XM_041293480.1.p1
OG0000114	XM_001596499.1.p1	XM_041294524.1.p1
OG0000114	XM_001592280.1.p1	XM_041289880.1.p1
OG0000115	XM_001591022.1.p1, XM_001593828.1.p1, XM_001591024.1.p1	XM_041284590.1.p1
OG0000119	XM_001585226.1.p1	XM_041289485.1.p1, XM_041286733.1.p1
OG0000119	XM_001592024.1.p1	XM_041290491.1.p1
OG0000119	XM_001596045.1.p1	XM_041294378.1.p1, XM_041293091.1.p1, XM_041285720.1.p1
OG0000119	XM_001588524.1.p1	XM_041295566.1.p1
OG0000120	XM_001592152.1.p1	XM_041293628.1.p1, XM_041295168.1.p1, XM_041284109.1.p1, XM_041288662.1.p1, XM_041290496.1.p1, XM_041293515.1.p1, XM_041290634.1.p1
OG0000121	XM_001585347.1.p1	XM_041292671.1.p1
OG0000121	XM_001585231.1.p1	XM_041294442.1.p1
OG0000121	XM_001586430.1.p1	XM_041286252.1.p1
OG0000121	XM_001595985.1.p1	XM_041288932.1.p1
OG0000122	XM_001595033.1.p1	XM_041293204.1.p1
OG0000122	XM_001585288.1.p1	XM_041291282.1.p1
OG0000123	XM_001590327.1.p1	XM_041286855.1.p1
OG0000123	XM_001598819.1.p1	XM_041291688.1.p1, XM_041293237.1.p1
OG0000125	XM_001592159.1.p1	XM_041289711.1.p1
OG0000126	XM_001590029.1.p1	XM_041287498.1.p1
OG0000126	XM_001598751.1.p1	XM_041289115.1.p1, XM_041291803.1.p1
OG0000127	XM_001585475.1.p1	XM_041283911.1.p1
OG0000127	XM_001594936.1.p1	XM_041292643.1.p1, XM_041289015.1.p1
OG0000128	XM_001593926.1.p1	XM_041288342.1.p1
OG0000128	XM_001588790.1.p1	XM_041289963.1.p1
OG0000129	XM_001590739.1.p1	XM_041288483.1.p1
OG0000129	XM_001592853.1.p1	XM_041295260.1.p1
OG0000129	XM_001587396.1.p1	XM_041283982.1.p1
OG0000129	XM_001594102.1.p1	XM_041284446.1.p1
OG0000130	XM_001587434.1.p1	XM_041287534.1.p1
OG0000131	XM_001598179.1.p1	XM_041291616.1.p1, XM_041288011.1.p1
OG0000133	XM_001592707.1.p1	XM_041295694.1.p1
OG0000133	XM_001584629.1.p1	XM_041295508.1.p1, XM_041295170.1.p1
OG0000134	XM_001595908.1.p1	XM_041290413.1.p1, XM_041284245.1.p1
OG0000134	XM_001593823.1.p1	XM_041288071.1.p1
OG0000135	XM_001590091.1.p1	XM_041286204.1.p1, XM_041288692.1.p1, XM_041294329.1.p1, XM_041285849.1.p1, XM_041285967.1.p1, XM_041287810.1.p1, XM_041292446.1.p1, XM_041289479.1.p1, XM_041294797.1.p1
OG0000136	XM_001591416.1.p1	XM_041294812.1.p1, XM_041291696.1.p1
OG0000136	XM_001585363.1.p1	XM_041292418.1.p1, XM_041294474.1.p1
OG0000137	XM_001595718.1.p1	XM_041284026.1.p1, XM_041285559.1.p1, XM_041291930.1.p1, XM_041293606.1.p1
OG0000137	XM_001590475.1.p1	XM_041294980.1.p1
OG0000137	XM_001593484.1.p1	XM_041287167.1.p1
OG0000138	XM_001585794.1.p1, XM_001590096.1.p1	XM_041293988.1.p1, XM_041292466.1.p1
OG0000138	XM_001597549.1.p1	XM_041291475.1.p1
OG0000138	XM_001598876.1.p1	XM_041295217.1.p1, XM_041291915.1.p1, XM_041285215.1.p1, XM_041285052.1.p1, XM_041284428.1.p1
OG0000139	XM_001588988.1.p1	XM_041290311.1.p1
OG0000139	XM_001591243.1.p1	XM_041288557.1.p1
OG0000140	XM_001592573.1.p1	XM_041295289.1.p1, XM_041286638.1.p1
OG0000140	XM_001589200.1.p1	XM_041295594.1.p1
OG0000140	XM_001587152.1.p1	XM_041286125.1.p1, XM_041284544.1.p1
OG0000141	XM_001591420.1.p1	XM_041292718.1.p1
OG0000141	XM_001593600.1.p1	XM_041294266.1.p1
OG0000141	XM_001591233.1.p1	XM_041286064.1.p1
OG0000142	XM_001596718.1.p1	XM_041295401.1.p1, XM_041290632.1.p1
OG0000142	XM_001598563.1.p1	XM_041291527.1.p1
OG0000142	XM_001590541.1.p1	XM_041287508.1.p1
OG0000142	XM_001593084.1.p1, XM_001597781.1.p1	XM_041290821.1.p1
OG0000143	XM_001587980.1.p1	XM_041284339.1.p1, XM_041287797.1.p1
OG0000143	XM_001597932.1.p1	XM_041283857.1.p1
OG0000144	XM_001584641.1.p1	XM_041284637.1.p1, XM_041292343.1.p1
OG0000145	XM_001596988.1.p1	XM_041285879.1.p1
OG0000145	XM_001589003.1.p1	XM_041285388.1.p1
OG0000146	XM_001589299.1.p1, XM_001598646.1.p1, XM_001590904.1.p1, XM_001586518.1.p1, XM_001597040.1.p1, XM_001592639.1.p1, XM_001584787.1.p1, XM_001593547.1.p1, XM_001585189.1.p1, XM_001584559.1.p1, XM_001591978.1.p1, XM_001589552.1.p1, XM_001598821.1.p1, XM_001590584.1.p1, XM_001585472.1.p1, XM_001598927.1.p1, XM_001592186.1.p1, XM_001595959.1.p1, XM_001590728.1.p1, XM_001597255.1.p1, XM_001594227.1.p1, XM_001589883.1.p1, XM_001593755.1.p1, XM_001585223.1.p1, XM_001584668.1.p1, XM_001589264.1.p1, XM_001589629.1.p1, XM_001585471.1.p1, XM_001592683.1.p1, XM_001586372.1.p1, XM_001593562.1.p1, XM_001598683.1.p1, XM_001592973.1.p1, XM_001586962.1.p1, XM_001587559.1.p1, XM_001593302.1.p1, XM_001589640.1.p1, XM_001584717.1.p1, XM_001596418.1.p1, XM_001597775.1.p1, XM_001587634.1.p1, XM_001591005.1.p1, XM_001589864.1.p1, XM_001586389.1.p1, XM_001586957.1.p1, XM_001592190.1.p1, XM_001587033.1.p1, XM_001589115.1.p1, XM_001596163.1.p1, XM_001587274.1.p1, XM_001587639.1.p1, XM_001587580.1.p1, XM_001584524.1.p1, XM_001597991.1.p1, XM_001595673.1.p1, XM_001590549.1.p1, XM_001592235.1.p1, XM_001592645.1.p1, XM_001591878.1.p1, XM_001591964.1.p1, XM_001587039.1.p1, XM_001587779.1.p1, XM_001585974.1.p1, XM_001597770.1.p1, XM_001589451.1.p1, XM_001587079.1.p1, XM_001584931.1.p1, XM_001592165.1.p1, XM_001587205.1.p1, XM_001586097.1.p1, XM_001591368.1.p1, XM_001587469.1.p1	XM_041293450.1.p1
OG0000147	XM_001598847.1.p1	XM_041284315.1.p1
OG0000147	XM_001588528.1.p1	XM_041284633.1.p1
OG0000147	XM_001584653.1.p1, XM_001597515.1.p1	XM_041289968.1.p1
OG0000148	XM_001587257.1.p1	XM_041295019.1.p1
OG0000148	XM_001598192.1.p1	XM_041290105.1.p1
OG0000149	XM_001586899.1.p1, XM_001588407.1.p1	XM_041292286.1.p1
OG0000149	XM_001594094.1.p1	XM_041288314.1.p1
OG0000149	XM_001598606.1.p1	XM_041287565.1.p1
OG0000149	XM_001591982.1.p1	XM_041288482.1.p1, XM_041288811.1.p1, XM_041292257.1.p1, XM_041285839.1.p1, XM_041287593.1.p1
OG0000150	XM_001591864.1.p1	XM_041290005.1.p1
OG0000150	XM_001592862.1.p1	XM_041291132.1.p1
OG0000150	XM_001598441.1.p1	XM_041283931.1.p1
OG0000151	XM_001590918.1.p1	XM_041291800.1.p1
OG0000151	XM_001595088.1.p1	XM_041293322.1.p1
OG0000151	XM_001585695.1.p1	XM_041289562.1.p1
OG0000152	XM_001584799.1.p1	XM_041291375.1.p1
OG0000153	XM_001587427.1.p1	XM_041294350.1.p1, XM_041286363.1.p1, XM_041285760.1.p1
OG0000154	XM_001588474.1.p1	XM_041295640.1.p1
OG0000154	XM_001597904.1.p1	XM_041295181.1.p1
OG0000155	XM_001595155.1.p1	XM_041287068.1.p1
OG0000155	XM_001585183.1.p1	XM_041291113.1.p1
OG0000156	XM_001590138.1.p1	XM_041292778.1.p1
OG0000156	XM_001590558.1.p1	XM_041293472.1.p1, XM_041290849.1.p1
OG0000157	XM_001591936.1.p1	XM_041285242.1.p1
OG0000157	XM_001584928.1.p1	XM_041291941.1.p1
OG0000158	XM_001591152.1.p1	XM_041292149.1.p1
OG0000158	XM_001596750.1.p1	XM_041288072.1.p1, XM_041293431.1.p1, XM_041293427.1.p1
OG0000158	XM_001594650.1.p1	XM_041284042.1.p1
OG0000159	XM_001586220.1.p1	XM_041289044.1.p1
OG0000159	XM_001597022.1.p1	XM_041292297.1.p1
OG0000159	XM_001596681.1.p1	XM_041291391.1.p1
OG0000160	XM_001591639.1.p1	XM_041290003.1.p1
OG0000160	XM_001598745.1.p1, XM_001590320.1.p1	XM_041290669.1.p1, XM_041288218.1.p1, XM_041295339.1.p1
OG0000160	XM_001588069.1.p1	XM_041293934.1.p1
OG0000161	XM_001587165.1.p1	XM_041292530.1.p1
OG0000162	XM_001598406.1.p1	XM_041291193.1.p1
OG0000162	XM_001598925.1.p1	XM_041290009.1.p1
OG0000162	XM_001592439.1.p1	XM_041294147.1.p1
OG0000163	XM_001588689.1.p1	XM_041288638.1.p1
OG0000163	XM_001590923.1.p1	XM_041291801.1.p1
OG0000163	XM_001587263.1.p1	XM_041291820.1.p1
OG0000164	XM_001598198.1.p1	XM_041288686.1.p1, XM_041285906.1.p1
OG0000164	XM_001586644.1.p1	XM_041289922.1.p1
OG0000165	XM_001584900.1.p1	XM_041293652.1.p1
OG0000165	XM_001586001.1.p1	XM_041294920.1.p1
OG0000166	XM_001596176.1.p1	XM_041289596.1.p1
OG0000166	XM_001596435.1.p1	XM_041286368.1.p1
OG0000166	XM_001595405.1.p1	XM_041285829.1.p1
OG0000167	XM_001592412.1.p1	XM_041289845.1.p1
OG0000167	XM_001586308.1.p1	XM_041294338.1.p1
OG0000167	XM_001596554.1.p1	XM_041290390.1.p1
OG0000168	XM_001587221.1.p1	XM_041293460.1.p1, XM_041295166.1.p1, XM_041291057.1.p1, XM_041283950.1.p1, XM_041287356.1.p1
OG0000169	XM_001593407.1.p1	XM_041291087.1.p1
OG0000169	XM_001592310.1.p1	XM_041294113.1.p1
OG0000169	XM_001594644.1.p1	XM_041289444.1.p1
OG0000171	XM_001585029.1.p1	XM_041292473.1.p1
OG0000172	XM_001590603.1.p1	XM_041295457.1.p1
OG0000172	XM_001590018.1.p1	XM_041291280.1.p1
OG0000172	XM_001585270.1.p1	XM_041294850.1.p1
OG0000173	XM_001593315.1.p1	XM_041286772.1.p1, XM_041286681.1.p1, XM_041284095.1.p1
OG0000174	XM_001591883.1.p1	XM_041283874.1.p1
OG0000174	XM_001597061.1.p1	XM_041284904.1.p1
OG0000174	XM_001585955.1.p1	XM_041286066.1.p1
OG0000175	XM_001589737.1.p1	XM_041293511.1.p1
OG0000175	XM_001593214.1.p1	XM_041289751.1.p1
OG0000175	XM_001589370.1.p1	XM_041294489.1.p1
OG0000175	XM_001598408.1.p1	XM_041294655.1.p1
OG0000175	XM_001596839.1.p1	XM_041293121.1.p1
OG0000176	XM_001594380.1.p1	XM_041286853.1.p1
OG0000176	XM_001591850.1.p1	XM_041290004.1.p1
OG0000176	XM_001593131.1.p1	XM_041290184.1.p1
OG0000177	XM_001595063.1.p1	XM_041291143.1.p1, XM_041292484.1.p1
OG0000178	XM_001594170.1.p1	XM_041293817.1.p1
OG0000178	XM_001597585.1.p1	XM_041291647.1.p1
OG0000178	XM_001590945.1.p1	XM_041285939.1.p1
OG0000179	XM_001596283.1.p1, XM_001595401.1.p1	XM_041292407.1.p1
OG0000179	XM_001592860.1.p1	XM_041291041.1.p1
OG0000179	XM_001594694.1.p1	XM_041286143.1.p1, XM_041285594.1.p1
OG0000181	XM_001597256.1.p1	XM_041295791.1.p1, XM_041294412.1.p1
OG0000181	XM_001589985.1.p1	XM_041286207.1.p1
OG0000182	XM_001588602.1.p1	XM_041288051.1.p1
OG0000182	XM_001595051.1.p1	XM_041292433.1.p1
OG0000182	XM_001585915.1.p1	XM_041294945.1.p1
OG0000183	XM_001592775.1.p1	XM_041285508.1.p1
OG0000183	XM_001588424.1.p1	XM_041292739.1.p1
OG0000184	XM_001594349.1.p1	XM_041288802.1.p1
OG0000187	XM_001598915.1.p1	XM_041295368.1.p1
OG0000187	XM_001594437.1.p1	XM_041284743.1.p1
OG0000189	XM_001589775.1.p1	XM_041289403.1.p1
OG0000189	XM_001593065.1.p1	XM_041290136.1.p1
OG0000190	XM_001590771.1.p1	XM_041294393.1.p1
OG0000192	XM_001594643.1.p1	XM_041289678.1.p1
OG0000192	XM_001588260.1.p1	XM_041285326.1.p1
OG0000193	XM_001584881.1.p1	XM_041293282.1.p1
OG0000194	XM_001585468.1.p1	XM_041293360.1.p1
OG0000195	XM_001597923.1.p1	XM_041289186.1.p1
OG0000195	XM_001584810.1.p1	XM_041288386.1.p1
OG0000195	XM_001588295.1.p1	XM_041293840.1.p1
OG0000196	XM_001586338.1.p1	XM_041285543.1.p1
OG0000196	XM_001593146.1.p1, XM_001597067.1.p1	XM_041295790.1.p1
OG0000196	XM_001592265.1.p1	XM_041285677.1.p1, XM_041293386.1.p1
OG0000197	XM_001593034.1.p1	XM_041294732.1.p1
OG0000197	XM_001596869.1.p1	XM_041289669.1.p1, XM_041295532.1.p1
OG0000197	XM_001593240.1.p1	XM_041288088.1.p1, XM_041286908.1.p1, XM_041291162.1.p1
OG0000198	XM_001589999.1.p1	XM_041294852.1.p1
OG0000199	XM_001595824.1.p1	XM_041290927.1.p1
OG0000200	XM_001591001.1.p1	XM_041292201.1.p1
OG0000200	XM_001585608.1.p1	XM_041285774.1.p1
OG0000201	XM_001586673.1.p1	XM_041290380.1.p1
OG0000201	XM_001590628.1.p1	XM_041295492.1.p1
OG0000201	XM_001585892.1.p1	XM_041294821.1.p1
OG0000202	XM_001596185.1.p1	XM_041283887.1.p1
OG0000202	XM_001598912.1.p1	XM_041291783.1.p1
OG0000203	XM_001586307.1.p1	XM_041286569.1.p1, XM_041294339.1.p1
OG0000204	XM_001591999.1.p1	XM_041294253.1.p1
OG0000205	XM_001590146.1.p1	XM_041290649.1.p1, XM_041286957.1.p1, XM_041294405.1.p1, XM_041285773.1.p1
OG0000205	XM_001586695.1.p1	XM_041287029.1.p1
OG0000205	XM_001588812.1.p1	XM_041286639.1.p1
OG0000206	XM_001592244.1.p1	XM_041285249.1.p1, XM_041285261.1.p1, XM_041285805.1.p1
OG0000207	XM_001584718.1.p1	XM_041290034.1.p1
OG0000210	XM_001584956.1.p1	XM_041284916.1.p1, XM_041290211.1.p1, XM_041290921.1.p1, XM_041290534.1.p1, XM_041291562.1.p1
OG0000211	XM_001586269.1.p1	XM_041287445.1.p1, XM_041286723.1.p1, XM_041284648.1.p1
OG0000211	XM_001591045.1.p1	XM_041286337.1.p1
OG0000212	XM_001588279.1.p1	XM_041289032.1.p1
OG0000212	XM_001584946.1.p1	XM_041291104.1.p1
OG0000212	XM_001597073.1.p1	XM_041291797.1.p1
OG0000213	XM_001589354.1.p1	XM_041288244.1.p1, XM_041289331.1.p1
OG0000213	XM_001590988.1.p1	XM_041291491.1.p1, XM_041288259.1.p1
OG0000214	XM_001592574.1.p1	XM_041293728.1.p1
OG0000214	XM_001596341.1.p1	XM_041290838.1.p1
OG0000215	XM_001590206.1.p1	XM_041286949.1.p1
OG0000216	XM_001598206.1.p1	XM_041290238.1.p1
OG0000219	XM_001592740.1.p1, XM_001597493.1.p1, XM_001593717.1.p1	XM_041292293.1.p1
OG0000220	XM_001586069.1.p1	XM_041293234.1.p1
OG0000221	XM_001596511.1.p1	XM_041294249.1.p1, XM_041293179.1.p1
OG0000221	XM_001588345.1.p1	XM_041289528.1.p1
OG0000221	XM_001597328.1.p1	XM_041291912.1.p1, XM_041286514.1.p1
OG0000221	XM_001595508.1.p1	XM_041291717.1.p1
OG0000222	XM_001592463.1.p1	XM_041288806.1.p1, XM_041290149.1.p1
OG0000226	XM_001591492.1.p1	XM_041289909.1.p1
OG0000226	XM_001584873.1.p1	XM_041287139.1.p1
OG0000227	XM_001596721.1.p1	XM_041295423.1.p1
OG0000227	XM_001597258.1.p1	XM_041292112.1.p1
OG0000227	XM_001598493.1.p1	XM_041294429.1.p1
OG0000228	XM_001598326.1.p1	XM_041290262.1.p1
OG0000228	XM_001590417.1.p1	XM_041291889.1.p1
OG0000228	XM_001594524.1.p1	XM_041284432.1.p1
OG0000229	XM_001584665.1.p1	XM_041290269.1.p1
OG0000229	XM_001592829.1.p1	XM_041289158.1.p1
OG0000230	XM_001595688.1.p1	XM_041290274.1.p1
OG0000230	XM_001584950.1.p1	XM_041294751.1.p1
OG0000231	XM_001591186.1.p1	XM_041287302.1.p1
OG0000231	XM_001595459.1.p1, XM_001591268.1.p1	XM_041284815.1.p1
OG0000232	XM_001594634.1.p1	XM_041289519.1.p1
OG0000232	XM_001589722.1.p1	XM_041295350.1.p1, XM_041287812.1.p1, XM_041288530.1.p1
OG0000234	XM_001596145.1.p1	XM_041291206.1.p1
OG0000236	XM_001596648.1.p1	XM_041295418.1.p1
OG0000237	XM_001585240.1.p1	XM_041284614.1.p1
OG0000237	XM_001587970.1.p1	XM_041284049.1.p1
OG0000237	XM_001598176.1.p1	XM_041290263.1.p1
OG0000238	XM_001587158.1.p1	XM_041289155.1.p1
OG0000239	XM_001591165.1.p1	XM_041291593.1.p1, XM_041287823.1.p1
OG0000239	XM_001586451.1.p1	XM_041284221.1.p1
OG0000240	XM_001584824.1.p1	XM_041286522.1.p1
OG0000241	XM_001593862.1.p1	XM_041290255.1.p1
OG0000244	XM_001585917.1.p1	XM_041294936.1.p1
OG0000245	XM_001588698.1.p1	XM_041292644.1.p1
OG0000246	XM_001586585.1.p1	XM_041284778.1.p1
OG0000247	XM_001594343.1.p1	XM_041295454.1.p1
OG0000247	XM_001598366.1.p1	XM_041288987.1.p1
OG0000247	XM_001597776.1.p1	XM_041294070.1.p1
OG0000247	XM_001589458.1.p1	XM_041286467.1.p1, XM_041295660.1.p1
OG0000248	XM_001596460.1.p1	XM_041285587.1.p1, XM_041288381.1.p1, XM_041292595.1.p1
OG0000248	XM_001592783.1.p1	XM_041292611.1.p1, XM_041287944.1.p1
OG0000248	XM_001586783.1.p1, XM_001585751.1.p1, XM_001586722.1.p1	XM_041293776.1.p1
OG0000249	XM_001587592.1.p1	XM_041290302.1.p1
OG0000250	XM_001588201.1.p1	XM_041288979.1.p1
OG0000251	XM_001593458.1.p1	XM_041293363.1.p1
OG0000251	XM_001590820.1.p1	XM_041290679.1.p1
OG0000252	XM_001590285.1.p1	XM_041291054.1.p1, XM_041291949.1.p1
OG0000252	XM_001584658.1.p1	XM_041288751.1.p1
OG0000253	XM_001598377.1.p1, XM_001590310.1.p1	XM_041293206.1.p1
OG0000253	XM_001586686.1.p1, XM_001597250.1.p1	XM_041289693.1.p1, XM_041288137.1.p1, XM_041289716.1.p1
OG0000254	XM_001590596.1.p1	XM_041295346.1.p1
OG0000255	XM_001585452.1.p1	XM_041290480.1.p1
OG0000255	XM_001586279.1.p1	XM_041294740.1.p1, XM_041289113.1.p1, XM_041295014.1.p1, XM_041290820.1.p1
OG0000256	XM_001590113.1.p1	XM_041294848.1.p1
OG0000257	XM_001590231.1.p1	XM_041294809.1.p1
OG0000258	XM_001590735.1.p1	XM_041291118.1.p1, XM_041292008.1.p1
OG0000258	XM_001585368.1.p1	XM_041293466.1.p1
OG0000259	XM_001598370.1.p1	XM_041286988.1.p1, XM_041295412.1.p1, XM_041292664.1.p1
OG0000259	XM_001590880.1.p1	XM_041295712.1.p1
OG0000260	XM_001587809.1.p1	XM_041286793.1.p1, XM_041285638.1.p1, XM_041295666.1.p1
OG0000261	XM_001585923.1.p1	XM_041294299.1.p1
OG0000261	XM_001589789.1.p1	XM_041289406.1.p1
OG0000261	XM_001596282.1.p1	XM_041291186.1.p1
OG0000262	XM_001585956.1.p1	XM_041292379.1.p1
OG0000263	XM_001593172.1.p1	XM_041295452.1.p1
OG0000263	XM_001595664.1.p1	XM_041285345.1.p1
OG0000265	XM_001590863.1.p1	XM_041287700.1.p1
OG0000265	XM_001597833.1.p1, XM_001597827.1.p1	XM_041286344.1.p1
OG0000266	XM_001595040.1.p1	XM_041293211.1.p1
OG0000266	XM_001598558.1.p1	XM_041293580.1.p1
OG0000268	XM_001594381.1.p1	XM_041283984.1.p1
OG0000268	XM_001592851.1.p1	XM_041293220.1.p1
OG0000269	XM_001587306.1.p1	XM_041292348.1.p1
OG0000269	XM_001595030.1.p1	XM_041294469.1.p1
OG0000270	XM_001590743.1.p1	XM_041291671.1.p1
OG0000271	XM_001595666.1.p1	XM_041288029.1.p1
OG0000271	XM_001590668.1.p1	XM_041292006.1.p1
OG0000271	XM_001585265.1.p1	XM_041292372.1.p1
OG0000273	XM_001592377.1.p1	XM_041286907.1.p1
OG0000275	XM_001590888.1.p1	XM_041289721.1.p1, XM_041295206.1.p1, XM_041286782.1.p1, XM_041284352.1.p1, XM_041292616.1.p1
OG0000275	XM_001585625.1.p1	XM_041291750.1.p1
OG0000276	XM_001592491.1.p1	XM_041294062.1.p1
OG0000276	XM_001598855.1.p1	XM_041293896.1.p1
OG0000276	XM_001597019.1.p1	XM_041294268.1.p1
OG0000278	XM_001586662.1.p1	XM_041289969.1.p1
OG0000280	XM_001585903.1.p1	XM_041295067.1.p1, XM_041295141.1.p1
OG0000281	XM_001594133.1.p1	XM_041293768.1.p1
OG0000282	XM_001588023.1.p1	XM_041290631.1.p1
OG0000282	XM_001589293.1.p1	XM_041293599.1.p1
OG0000283	XM_001593967.1.p1	XM_041288791.1.p1
OG0000283	XM_001586787.1.p1	XM_041289757.1.p1
OG0000284	XM_001594975.1.p1	XM_041293994.1.p1, XM_041292324.1.p1
OG0000284	XM_001588421.1.p1	XM_041290960.1.p1
OG0000285	XM_001588048.1.p1, XM_001589245.1.p1	XM_041289011.1.p1
OG0000285	XM_001596070.1.p1	XM_041289056.1.p1
OG0000286	XM_001595060.1.p1	XM_041291595.1.p1
OG0000287	XM_001586375.1.p1	XM_041292821.1.p1
OG0000287	XM_001591627.1.p1	XM_041288399.1.p1
OG0000288	XM_001586741.1.p1	XM_041289834.1.p1
OG0000288	XM_001585180.1.p1	XM_041294418.1.p1
OG0000289	XM_001596210.1.p1	XM_041293351.1.p1
OG0000289	XM_001587013.1.p1	XM_041293243.1.p1
OG0000291	XM_001595467.1.p1	XM_041294135.1.p1
OG0000291	XM_001593375.1.p1	XM_041288313.1.p1
OG0000292	XM_001595511.1.p1	XM_041295475.1.p1
OG0000292	XM_001596671.1.p1, XM_001597497.1.p1	XM_041292240.1.p1
OG0000293	XM_001586572.1.p1	XM_041295092.1.p1, XM_041291509.1.p1, XM_041295565.1.p1
OG0000294	XM_001591647.1.p1	XM_041284751.1.p1
OG0000295	XM_001586192.1.p1	XM_041288997.1.p1
OG0000295	XM_001590105.1.p1	XM_041287294.1.p1
OG0000295	XM_001595606.1.p1	XM_041285922.1.p1
OG0000301	XM_001597552.1.p1	XM_041294387.1.p1, XM_041290668.1.p1
OG0000302	XM_001591897.1.p1	XM_041294569.1.p1
OG0000303	XM_001593841.1.p1	XM_041289333.1.p1
OG0000303	XM_001595283.1.p1	XM_041287124.1.p1
OG0000303	XM_001596500.1.p1	XM_041291506.1.p1
OG0000304	XM_001592528.1.p1	XM_041289904.1.p1
OG0000304	XM_001587021.1.p1	XM_041289081.1.p1, XM_041292376.1.p1, XM_041285229.1.p1, XM_041290142.1.p1
OG0000306	XM_001590000.1.p1	XM_041289071.1.p1
OG0000307	XM_001584568.1.p1	XM_041294081.1.p1
OG0000307	XM_001592523.1.p1	XM_041286360.1.p1, XM_041285621.1.p1, XM_041285383.1.p1
OG0000307	XM_001593676.1.p1	XM_041293135.1.p1
OG0000309	XM_001594078.1.p1	XM_041285107.1.p1
OG0000310	XM_001597658.1.p1	XM_041285540.1.p1
OG0000312	XM_001596529.1.p1	XM_041292843.1.p1
OG0000312	XM_001597099.1.p1	XM_041291396.1.p1
OG0000313	XM_001598739.1.p1	XM_041292388.1.p1
OG0000313	XM_001586897.1.p1	XM_041290787.1.p1
OG0000313	XM_001593588.1.p1	XM_041287454.1.p1
OG0000314	XM_001597620.1.p1	XM_041294754.1.p1
OG0000314	XM_001593040.1.p1	XM_041295276.1.p1
OG0000315	XM_001589387.1.p1	XM_041288762.1.p1
OG0000317	XM_001591969.1.p1	XM_041287623.1.p1
OG0000317	XM_001586015.1.p1	XM_041293689.1.p1
OG0000317	XM_001587228.1.p1	XM_041293878.1.p1
OG0000318	XM_001598012.1.p1	XM_041295196.1.p1, XM_041293084.1.p1, XM_041290235.1.p1
OG0000318	XM_001594756.1.p1	XM_041286388.1.p1
OG0000319	XM_001598351.1.p1	XM_041294464.1.p1
OG0000320	XM_001585068.1.p1	XM_041283951.1.p1, XM_041286575.1.p1, XM_041293693.1.p1, XM_041288452.1.p1
OG0000322	XM_001587529.1.p1	XM_041292537.1.p1
OG0000322	XM_001592461.1.p1	XM_041284918.1.p1
OG0000323	XM_001590851.1.p1	XM_041289225.1.p1
OG0000323	XM_001584830.1.p1, XM_001593606.1.p1, XM_001587578.1.p1, XM_001598484.1.p1	XM_041295175.1.p1, XM_041285053.1.p1
OG0000323	XM_001591961.1.p1, XM_001593906.1.p1, XM_001587226.1.p1	XM_041288360.1.p1
OG0000324	XM_001594373.1.p1	XM_041288153.1.p1
OG0000324	XM_001592271.1.p1	XM_041289991.1.p1
OG0000325	XM_001595222.1.p1	XM_041290595.1.p1
OG0000325	XM_001590041.1.p1	XM_041286126.1.p1
OG0000326	XM_001589657.1.p1	XM_041285459.1.p1
OG0000326	XM_001595679.1.p1	XM_041289550.1.p1
OG0000327	XM_001587909.1.p1	XM_041289220.1.p1
OG0000327	XM_001586425.1.p1, XM_001588494.1.p1, XM_001597044.1.p1	XM_041286779.1.p1
OG0000328	XM_001593417.1.p1	XM_041289679.1.p1
OG0000329	XM_001590057.1.p1, XM_001598723.1.p1	XM_041284675.1.p1
OG0000330	XM_001593975.1.p1	XM_041284298.1.p1
OG0000330	XM_001586476.1.p1	XM_041284925.1.p1
OG0000331	XM_001593836.1.p1	XM_041294593.1.p1, XM_041290714.1.p1, XM_041294531.1.p1
OG0000331	XM_001593522.1.p1	XM_041293643.1.p1
OG0000333	XM_001591225.1.p1	XM_041292162.1.p1
OG0000334	XM_001588568.1.p1	XM_041291901.1.p1
OG0000334	XM_001594693.1.p1	XM_041290497.1.p1, XM_041292491.1.p1
OG0000335	XM_001587695.1.p1	XM_041289914.1.p1
OG0000336	XM_001596349.1.p1	XM_041285684.1.p1
OG0000337	XM_001597150.1.p1	XM_041292186.1.p1
OG0000337	XM_001589811.1.p1	XM_041286647.1.p1
OG0000338	XM_001595733.1.p1	XM_041289036.1.p1
OG0000338	XM_001589919.1.p1	XM_041293071.1.p1, XM_041292987.1.p1
OG0000339	XM_001588030.1.p1	XM_041289501.1.p1
OG0000339	XM_001597935.1.p1	XM_041294680.1.p1
OG0000340	XM_001593244.1.p1	XM_041290062.1.p1
OG0000341	XM_001596553.1.p1	XM_041287112.1.p1, XM_041285821.1.p1, XM_041291661.1.p1, XM_041290460.1.p1
OG0000342	XM_001587098.1.p1	XM_041289785.1.p1
OG0000343	XM_001588828.1.p1	XM_041293166.1.p1
OG0000345	XM_001588208.1.p1	XM_041290278.1.p1
OG0000346	XM_001588685.1.p1	XM_041291788.1.p1
OG0000346	XM_001585647.1.p1	XM_041290223.1.p1
