Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Rhizoctonia_solani_rna_prot
OG0000172	XM_001585270.1.p1	XM_043326397.1.p1
OG0000173	XM_001593315.1.p1	XM_043328753.1.p1, XM_043331047.1.p1, XM_043330848.1.p1, XM_043328847.1.p1, XM_043330868.1.p1
OG0000174	XM_001591883.1.p1, XM_001597061.1.p1, XM_001590770.1.p1, XM_001585955.1.p1	XM_043321851.1.p1
OG0000175	XM_001589737.1.p1	XM_043321163.1.p1
OG0000175	XM_001592718.1.p1	XM_043325815.1.p1
OG0000176	XM_001594380.1.p1	XM_043321454.1.p1, XM_043324201.1.p1
OG0000177	XM_001591247.1.p1	XM_043322655.1.p1
OG0000177	XM_001595063.1.p1	XM_043329518.1.p1, XM_043330313.1.p1
OG0000178	XM_001594170.1.p1	XM_043323629.1.p1
OG0000178	XM_001597585.1.p1	XM_043324706.1.p1
OG0000178	XM_001590945.1.p1	XM_043322419.1.p1
OG0000179	XM_001596283.1.p1, XM_001595401.1.p1	XM_043327140.1.p1
OG0000179	XM_001592860.1.p1, XM_001594350.1.p1, XM_001594694.1.p1	XM_043326774.1.p1, XM_043330397.1.p1, XM_043328513.1.p1, XM_043328512.1.p1, XM_043326335.1.p1
OG0000180	XM_001594632.1.p1	XM_043324764.1.p1
OG0000181	XM_001597256.1.p1, XM_001589985.1.p1	XM_043328894.1.p1
OG0000182	XM_001588602.1.p1	XM_043327953.1.p1
OG0000182	XM_001595051.1.p1	XM_043324742.1.p1
OG0000182	XM_001585915.1.p1	XM_043320396.1.p1
OG0000187	XM_001598915.1.p1	XM_043322791.1.p1
OG0000189	XM_001589775.1.p1	XM_043323173.1.p1, XM_043324499.1.p1, XM_043322877.1.p1, XM_043321164.1.p1, XM_043321166.1.p1, XM_043321167.1.p1
OG0000189	XM_001593065.1.p1, XM_001592803.1.p1	XM_043327577.1.p1, XM_043327189.1.p1
OG0000190	XM_001590771.1.p1	XM_043320078.1.p1
OG0000190	XM_001585620.1.p1	XM_043322970.1.p1, XM_043330122.1.p1, XM_043320965.1.p1
OG0000191	XM_001590112.1.p1	XM_043329690.1.p1, XM_043329696.1.p1, XM_043329630.1.p1, XM_043329566.1.p1
OG0000192	XM_001594643.1.p1	XM_043321749.1.p1
OG0000192	XM_001594642.1.p1	XM_043328875.1.p1
OG0000192	XM_001597741.1.p1	XM_043321619.1.p1
OG0000193	XM_001584881.1.p1	XM_043320309.1.p1, XM_043332018.1.p1, XM_043320308.1.p1, XM_043320171.1.p1, XM_043325447.1.p1
OG0000193	XM_001585382.1.p1	XM_043321996.1.p1
OG0000194	XM_001598131.1.p1, XM_001592870.1.p1, XM_001589621.1.p1, XM_001585026.1.p1, XM_001585815.1.p1, XM_001585468.1.p1	XM_043325044.1.p1
OG0000195	XM_001597923.1.p1	XM_043326732.1.p1, XM_043330442.1.p1
OG0000195	XM_001584810.1.p1	XM_043326384.1.p1
OG0000195	XM_001588295.1.p1	XM_043328951.1.p1
OG0000198	XM_001589999.1.p1	XM_043326994.1.p1
OG0000200	XM_001591001.1.p1	XM_043322380.1.p1
OG0000200	XM_001585608.1.p1	XM_043323816.1.p1
OG0000200	XM_001585607.1.p1	XM_043324281.1.p1
OG0000201	XM_001586673.1.p1, XM_001590628.1.p1	XM_043328522.1.p1, XM_043326069.1.p1
OG0000201	XM_001585892.1.p1	XM_043326068.1.p1
OG0000204	XM_001596468.1.p1, XM_001587311.1.p1	XM_043322386.1.p1
OG0000205	XM_001586695.1.p1, XM_001588812.1.p1	XM_043328196.1.p1
OG0000207	XM_001596987.1.p1, XM_001584718.1.p1	XM_043323767.1.p1
OG0000210	XM_001597130.1.p1	XM_043327875.1.p1
OG0000211	XM_001586269.1.p1	XM_043321290.1.p1, XM_043327207.1.p1, XM_043329131.1.p1
OG0000211	XM_001591045.1.p1	XM_043322601.1.p1
OG0000212	XM_001588279.1.p1	XM_043329887.1.p1
OG0000212	XM_001597073.1.p1	XM_043327938.1.p1, XM_043327888.1.p1
OG0000214	XM_001592574.1.p1, XM_001596341.1.p1	XM_043323986.1.p1
OG0000215	XM_001596068.1.p1, XM_001593468.1.p1, XM_001590206.1.p1	XM_043323420.1.p1, XM_043330145.1.p1, XM_043330205.1.p1, XM_043330194.1.p1, XM_043323563.1.p1, XM_043330161.1.p1, XM_043325583.1.p1, XM_043323537.1.p1, XM_043323565.1.p1
OG0000216	XM_001593653.1.p1	XM_043325387.1.p1
OG0000216	XM_001598206.1.p1	XM_043329698.1.p1
OG0000220	XM_001586069.1.p1	XM_043327609.1.p1
OG0000220	XM_001591224.1.p1, XM_001593333.1.p1	XM_043332085.1.p1, XM_043332090.1.p1, XM_043332089.1.p1
OG0000221	XM_001596511.1.p1	XM_043331773.1.p1
OG0000221	XM_001597328.1.p1, XM_001595508.1.p1	XM_043325330.1.p1, XM_043325354.1.p1, XM_043325352.1.p1, XM_043323216.1.p1, XM_043327703.1.p1, XM_043321994.1.p1
OG0000222	XM_001592463.1.p1	XM_043320459.1.p1, XM_043320819.1.p1, XM_043320061.1.p1, XM_043321183.1.p1, XM_043321182.1.p1
OG0000226	XM_001591492.1.p1, XM_001584873.1.p1	XM_043323798.1.p1
OG0000227	XM_001596721.1.p1	XM_043331842.1.p1
OG0000228	XM_001598326.1.p1, XM_001590417.1.p1	XM_043325915.1.p1
OG0000229	XM_001584665.1.p1	XM_043320195.1.p1
OG0000229	XM_001592829.1.p1	XM_043326099.1.p1
OG0000230	XM_001595688.1.p1	XM_043331367.1.p1
OG0000230	XM_001584950.1.p1	XM_043321849.1.p1
OG0000231	XM_001591186.1.p1	XM_043320617.1.p1
OG0000232	XM_001589722.1.p1	XM_043323605.1.p1
OG0000234	XM_001596145.1.p1	XM_043328133.1.p1, XM_043328132.1.p1, XM_043330095.1.p1, XM_043327326.1.p1
OG0000235	XM_001587120.1.p1	XM_043327545.1.p1, XM_043322034.1.p1, XM_043321804.1.p1, XM_043328972.1.p1
OG0000236	XM_001596648.1.p1	XM_043322101.1.p1
OG0000237	XM_001585240.1.p1	XM_043326179.1.p1
OG0000238	XM_001587158.1.p1	XM_043324259.1.p1
OG0000238	XM_001595636.1.p1	XM_043322792.1.p1
OG0000241	XM_001594149.1.p1, XM_001593862.1.p1	XM_043320820.1.p1, XM_043327661.1.p1, XM_043328959.1.p1
OG0000244	XM_001585917.1.p1	XM_043320205.1.p1
OG0000244	XM_001597739.1.p1	XM_043322541.1.p1
OG0000244	XM_001598060.1.p1	XM_043327520.1.p1
OG0000245	XM_001588698.1.p1	XM_043325927.1.p1, XM_043329781.1.p1, XM_043325925.1.p1, XM_043329735.1.p1, XM_043325950.1.p1
OG0000246	XM_001586585.1.p1	XM_043330920.1.p1, XM_043330187.1.p1
OG0000249	XM_001587592.1.p1	XM_043324046.1.p1, XM_043323130.1.p1
OG0000250	XM_001594455.1.p1, XM_001587767.1.p1, XM_001588201.1.p1, XM_001594320.1.p1, XM_001588570.1.p1, XM_001598870.1.p1	XM_043331528.1.p1, XM_043327266.1.p1, XM_043327316.1.p1, XM_043325836.1.p1, XM_043322346.1.p1, XM_043324583.1.p1, XM_043327667.1.p1, XM_043327698.1.p1, XM_043327689.1.p1, XM_043322180.1.p1, XM_043326267.1.p1
OG0000251	XM_001590820.1.p1	XM_043328293.1.p1, XM_043328308.1.p1, XM_043328281.1.p1
OG0000253	XM_001584920.1.p1	XM_043321934.1.p1
OG0000253	XM_001594281.1.p1, XM_001596081.1.p1, XM_001598377.1.p1, XM_001590310.1.p1, XM_001586686.1.p1, XM_001597250.1.p1, XM_001589178.1.p1	XM_043327146.1.p1, XM_043329255.1.p1
OG0000254	XM_001587794.1.p1, XM_001590596.1.p1	XM_043329254.1.p1, XM_043325462.1.p1
OG0000255	XM_001585452.1.p1, XM_001590986.1.p1, XM_001586084.1.p1, XM_001586279.1.p1, XM_001597636.1.p1	XM_043327093.1.p1, XM_043330774.1.p1, XM_043327290.1.p1, XM_043327280.1.p1
OG0000256	XM_001587897.1.p1	XM_043329868.1.p1, XM_043329860.1.p1, XM_043332036.1.p1
OG0000256	XM_001590113.1.p1	XM_043324646.1.p1
OG0000259	XM_001598370.1.p1	XM_043327607.1.p1, XM_043328699.1.p1, XM_043328653.1.p1, XM_043328656.1.p1, XM_043328745.1.p1, XM_043327337.1.p1
OG0000259	XM_001590880.1.p1	XM_043320481.1.p1
OG0000260	XM_001587809.1.p1	XM_043321004.1.p1
OG0000261	XM_001585923.1.p1	XM_043326281.1.p1
OG0000261	XM_001596282.1.p1	XM_043320785.1.p1
OG0000262	XM_001585956.1.p1	XM_043324659.1.p1
OG0000263	XM_001593172.1.p1	XM_043323711.1.p1
OG0000263	XM_001595664.1.p1	XM_043327347.1.p1, XM_043321907.1.p1, XM_043321712.1.p1, XM_043329846.1.p1, XM_043322827.1.p1, XM_043320072.1.p1
OG0000264	XM_001596457.1.p1, XM_001587892.1.p1, XM_001595608.1.p1	XM_043322955.1.p1, XM_043323215.1.p1
OG0000266	XM_001595040.1.p1	XM_043325100.1.p1, XM_043325109.1.p1, XM_043325101.1.p1
OG0000266	XM_001598558.1.p1	XM_043322545.1.p1, XM_043322908.1.p1, XM_043324813.1.p1
OG0000268	XM_001594381.1.p1	XM_043328347.1.p1, XM_043321259.1.p1
OG0000268	XM_001592851.1.p1	XM_043323878.1.p1, XM_043321726.1.p1
OG0000269	XM_001595030.1.p1	XM_043323200.1.p1
OG0000270	XM_001590743.1.p1, XM_001597669.1.p1	XM_043330125.1.p1, XM_043326975.1.p1
OG0000271	XM_001595666.1.p1, XM_001590668.1.p1, XM_001585265.1.p1	XM_043329875.1.p1, XM_043325470.1.p1
OG0000272	XM_001593332.1.p1, XM_001593331.1.p1, XM_001598882.1.p1	XM_043324418.1.p1, XM_043331989.1.p1
OG0000273	XM_001592377.1.p1	XM_043322428.1.p1
OG0000276	XM_001592491.1.p1	XM_043320166.1.p1
OG0000276	XM_001598855.1.p1	XM_043331595.1.p1
OG0000276	XM_001597019.1.p1	XM_043323018.1.p1
OG0000277	XM_001588099.1.p1	XM_043327623.1.p1
OG0000279	XM_001594867.1.p1, XM_001584514.1.p1, XM_001597332.1.p1, XM_001585797.1.p1	XM_043329980.1.p1
OG0000280	XM_001597492.1.p1, XM_001586347.1.p1, XM_001585903.1.p1	XM_043320163.1.p1
OG0000281	XM_001594638.1.p1	XM_043324800.1.p1
OG0000281	XM_001594133.1.p1	XM_043325113.1.p1
OG0000282	XM_001588023.1.p1, XM_001589293.1.p1, XM_001591523.1.p1	XM_043330102.1.p1, XM_043320064.1.p1, XM_043330075.1.p1, XM_043326628.1.p1, XM_043330844.1.p1
OG0000283	XM_001593967.1.p1	XM_043327078.1.p1
OG0000283	XM_001586787.1.p1	XM_043320370.1.p1, XM_043320368.1.p1
OG0000284	XM_001594975.1.p1	XM_043329031.1.p1
OG0000284	XM_001588421.1.p1	XM_043328967.1.p1
OG0000286	XM_001596937.1.p1, XM_001595178.1.p1	XM_043320266.1.p1
OG0000287	XM_001586375.1.p1	XM_043324257.1.p1
OG0000287	XM_001591627.1.p1	XM_043328445.1.p1
OG0000287	XM_001597112.1.p1	XM_043328062.1.p1, XM_043326637.1.p1
OG0000288	XM_001586741.1.p1	XM_043323664.1.p1
OG0000288	XM_001585180.1.p1	XM_043326341.1.p1
OG0000289	XM_001596210.1.p1	XM_043324301.1.p1
OG0000289	XM_001587013.1.p1	XM_043323743.1.p1
OG0000292	XM_001595511.1.p1, XM_001596671.1.p1, XM_001597497.1.p1	XM_043326140.1.p1, XM_043322043.1.p1
OG0000295	XM_001586192.1.p1	XM_043320773.1.p1
OG0000295	XM_001595606.1.p1	XM_043330277.1.p1, XM_043326889.1.p1
OG0000302	XM_001589175.1.p1, XM_001596985.1.p1, XM_001589445.1.p1, XM_001591897.1.p1	XM_043324555.1.p1, XM_043324554.1.p1
OG0000303	XM_001593841.1.p1, XM_001595283.1.p1, XM_001596500.1.p1	XM_043325631.1.p1, XM_043320783.1.p1, XM_043327446.1.p1
OG0000304	XM_001587021.1.p1	XM_043320490.1.p1, XM_043330149.1.p1
OG0000306	XM_001588299.1.p1, XM_001590000.1.p1	XM_043330393.1.p1, XM_043326793.1.p1, XM_043330378.1.p1, XM_043326813.1.p1, XM_043330355.1.p1, XM_043325410.1.p1, XM_043326778.1.p1, XM_043320952.1.p1, XM_043327509.1.p1, XM_043327522.1.p1, XM_043327511.1.p1
OG0000307	XM_001584568.1.p1, XM_001596247.1.p1, XM_001592523.1.p1, XM_001593676.1.p1	XM_043325716.1.p1
OG0000310	XM_001595441.1.p1, XM_001589016.1.p1	XM_043320775.1.p1
OG0000312	XM_001596529.1.p1	XM_043330311.1.p1, XM_043326984.1.p1
OG0000312	XM_001597099.1.p1	XM_043325409.1.p1
OG0000313	XM_001598739.1.p1	XM_043322348.1.p1, XM_043322858.1.p1
OG0000314	XM_001597620.1.p1	XM_043326414.1.p1
OG0000314	XM_001593040.1.p1	XM_043321915.1.p1
OG0000317	XM_001591969.1.p1, XM_001586015.1.p1, XM_001587228.1.p1	XM_043322900.1.p1, XM_043322625.1.p1
OG0000318	XM_001598012.1.p1, XM_001594756.1.p1	XM_043325730.1.p1, XM_043327350.1.p1, XM_043325731.1.p1, XM_043322042.1.p1, XM_043325934.1.p1, XM_043325945.1.p1, XM_043325940.1.p1, XM_043325828.1.p1, XM_043325939.1.p1, XM_043331525.1.p1, XM_043322847.1.p1, XM_043323685.1.p1, XM_043319873.1.p1, XM_043323661.1.p1
OG0000319	XM_001598351.1.p1	XM_043325770.1.p1
OG0000322	XM_001592461.1.p1	XM_043329621.1.p1, XM_043329675.1.p1, XM_043328215.1.p1
OG0000323	XM_001590851.1.p1, XM_001584830.1.p1, XM_001593606.1.p1, XM_001587578.1.p1, XM_001598484.1.p1, XM_001591961.1.p1, XM_001593906.1.p1, XM_001587226.1.p1	XM_043330988.1.p1, XM_043325741.1.p1, XM_043325742.1.p1, XM_043320009.1.p1, XM_043320550.1.p1, XM_043326855.1.p1, XM_043330312.1.p1, XM_043323021.1.p1
OG0000324	XM_001594373.1.p1	XM_043320852.1.p1
OG0000324	XM_001588802.1.p1, XM_001592271.1.p1	XM_043331841.1.p1
OG0000325	XM_001595222.1.p1	XM_043322976.1.p1
OG0000326	XM_001589657.1.p1	XM_043331426.1.p1
OG0000326	XM_001595679.1.p1	XM_043321793.1.p1
OG0000328	XM_001586323.1.p1	XM_043324193.1.p1
OG0000328	XM_001593417.1.p1	XM_043319906.1.p1
OG0000329	XM_001591776.1.p1, XM_001590057.1.p1, XM_001598723.1.p1	XM_043328854.1.p1, XM_043328004.1.p1, XM_043328006.1.p1, XM_043332027.1.p1
OG0000330	XM_001593975.1.p1, XM_001586476.1.p1	XM_043328524.1.p1
OG0000333	XM_001591225.1.p1	XM_043322816.1.p1, XM_043322924.1.p1, XM_043322823.1.p1
OG0000334	XM_001598330.1.p1, XM_001595147.1.p1, XM_001588568.1.p1, XM_001594693.1.p1	XM_043320629.1.p1, XM_043320628.1.p1, XM_043321425.1.p1, XM_043321435.1.p1, XM_043327523.1.p1, XM_043331943.1.p1
OG0000335	XM_001587695.1.p1	XM_043321591.1.p1
OG0000336	XM_001596349.1.p1	XM_043326469.1.p1, XM_043327494.1.p1, XM_043322510.1.p1
OG0000337	XM_001597150.1.p1	XM_043321999.1.p1
OG0000337	XM_001589811.1.p1	XM_043321980.1.p1
OG0000338	XM_001595733.1.p1	XM_043319898.1.p1
OG0000338	XM_001589919.1.p1	XM_043323487.1.p1, XM_043323501.1.p1
OG0000339	XM_001588030.1.p1	XM_043320846.1.p1
OG0000339	XM_001597935.1.p1	XM_043322605.1.p1
OG0000343	XM_001593775.1.p1	XM_043327262.1.p1, XM_043324904.1.p1
OG0000343	XM_001588828.1.p1	XM_043324788.1.p1, XM_043321987.1.p1
OG0000346	XM_001588685.1.p1	XM_043327650.1.p1
OG0000347	XM_001588291.1.p1	XM_043320793.1.p1
OG0000347	XM_001594045.1.p1	XM_043321033.1.p1
OG0000349	XM_001584732.1.p1, XM_001598037.1.p1	XM_043323162.1.p1, XM_043322562.1.p1, XM_043322561.1.p1, XM_043327550.1.p1, XM_043328283.1.p1, XM_043329502.1.p1
OG0000349	XM_001593457.1.p1, XM_001587426.1.p1, XM_001588714.1.p1	XM_043321447.1.p1
OG0000350	XM_001594577.1.p1	XM_043320394.1.p1
OG0000350	XM_001585929.1.p1	XM_043323806.1.p1, XM_043323807.1.p1
OG0000351	XM_001592911.1.p1	XM_043331761.1.p1
OG0000352	XM_001590512.1.p1, XM_001593209.1.p1, XM_001590845.1.p1, XM_001585958.1.p1, XM_001585021.1.p1, XM_001591126.1.p1	XM_043325644.1.p1, XM_043325159.1.p1, XM_043325153.1.p1, XM_043325161.1.p1
OG0000355	XM_001590970.1.p1, XM_001585849.1.p1	XM_043332032.1.p1, XM_043327020.1.p1
OG0000356	XM_001598020.1.p1	XM_043331775.1.p1
OG0000356	XM_001594952.1.p1	XM_043324064.1.p1
OG0000357	XM_001584508.1.p1	XM_043325605.1.p1
OG0000357	XM_001596882.1.p1	XM_043323731.1.p1
OG0000364	XM_001586746.1.p1	XM_043321675.1.p1
OG0000365	XM_001589092.1.p1, XM_001593795.1.p1, XM_001587777.1.p1	XM_043327580.1.p1, XM_043327554.1.p1, XM_043327576.1.p1, XM_043327575.1.p1
OG0000366	XM_001585303.1.p1, XM_001592514.1.p1	XM_043321131.1.p1, XM_043324403.1.p1
OG0000368	XM_001586991.1.p1	XM_043324038.1.p1, XM_043331512.1.p1
OG0000369	XM_001585932.1.p1, XM_001585931.1.p1	XM_043322929.1.p1
OG0000376	XM_001588139.1.p1	XM_043320782.1.p1
OG0000376	XM_001587757.1.p1	XM_043331769.1.p1
OG0000378	XM_001596864.1.p1	XM_043320871.1.p1
OG0000379	XM_001588044.1.p1	XM_043320267.1.p1
OG0000379	XM_001592931.1.p1	XM_043326282.1.p1
OG0000380	XM_001584697.1.p1	XM_043329501.1.p1
OG0000381	XM_001596277.1.p1	XM_043320640.1.p1
OG0000381	XM_001586516.1.p1	XM_043320519.1.p1
OG0000382	XM_001589705.1.p1, XM_001586499.1.p1	XM_043323541.1.p1, XM_043328643.1.p1, XM_043323458.1.p1
OG0000383	XM_001595200.1.p1	XM_043320797.1.p1
OG0000385	XM_001594849.1.p1	XM_043320658.1.p1
OG0000385	XM_001591151.1.p1	XM_043324827.1.p1
OG0000386	XM_001592690.1.p1	XM_043321623.1.p1
OG0000386	XM_001587880.1.p1	XM_043331021.1.p1
OG0000388	XM_001588257.1.p1	XM_043320112.1.p1
OG0000390	XM_001591034.1.p1	XM_043325874.1.p1, XM_043328983.1.p1
OG0000391	XM_001597617.1.p1	XM_043320096.1.p1, XM_043324849.1.p1
OG0000392	XM_001592820.1.p1	XM_043329233.1.p1, XM_043322086.1.p1
OG0000393	XM_001596263.1.p1	XM_043327627.1.p1
OG0000393	XM_001597320.1.p1	XM_043324003.1.p1
OG0000395	XM_001597922.1.p1	XM_043323867.1.p1
OG0000395	XM_001592276.1.p1	XM_043329852.1.p1
OG0000397	XM_001592147.1.p1	XM_043329561.1.p1, XM_043329643.1.p1
OG0000398	XM_001597851.1.p1	XM_043321175.1.p1
OG0000398	XM_001591395.1.p1	XM_043322875.1.p1
OG0000399	XM_001598920.1.p1	XM_043325866.1.p1, XM_043325865.1.p1, XM_043325261.1.p1, XM_043329285.1.p1
OG0000399	XM_001586912.1.p1	XM_043320361.1.p1
OG0000401	XM_001598784.1.p1, XM_001589106.1.p1	XM_043322621.1.p1, XM_043321778.1.p1, XM_043329200.1.p1, XM_043319833.1.p1, XM_043331401.1.p1, XM_043326442.1.p1, XM_043325448.1.p1, XM_043320295.1.p1
OG0000402	XM_001598752.1.p1, XM_001590023.1.p1	XM_043330276.1.p1, XM_043326891.1.p1
OG0000402	XM_001598320.1.p1	XM_043330871.1.p1, XM_043327653.1.p1
OG0000403	XM_001590733.1.p1	XM_043331797.1.p1
OG0000404	XM_001593260.1.p1, XM_001584912.1.p1	XM_043322335.1.p1
OG0000404	XM_001598231.1.p1	XM_043320245.1.p1
OG0000407	XM_001594751.1.p1	XM_043320627.1.p1
OG0000408	XM_001590719.1.p1	XM_043320063.1.p1
OG0000408	XM_001588056.1.p1	XM_043322597.1.p1, XM_043329859.1.p1
OG0000409	XM_001591593.1.p1	XM_043328939.1.p1
OG0000411	XM_001585214.1.p1	XM_043321226.1.p1
OG0000411	XM_001593430.1.p1	XM_043330439.1.p1, XM_043326735.1.p1
OG0000412	XM_001592689.1.p1	XM_043326230.1.p1
OG0000413	XM_001585222.1.p1, XM_001593426.1.p1	XM_043332013.1.p1, XM_043328768.1.p1
OG0000414	XM_001588538.1.p1	XM_043323822.1.p1
OG0000415	XM_001587000.1.p1	XM_043321741.1.p1, XM_043326313.1.p1
OG0000416	XM_001585521.1.p1, XM_001595781.1.p1	XM_043332040.1.p1, XM_043332042.1.p1, XM_043332041.1.p1, XM_043329216.1.p1
OG0000417	XM_001594077.1.p1, XM_001595020.1.p1	XM_043321609.1.p1
OG0000418	XM_001597732.1.p1, XM_001594531.1.p1	XM_043321708.1.p1
OG0000420	XM_001597867.1.p1, XM_001586169.1.p1	XM_043325084.1.p1, XM_043320062.1.p1
OG0000421	XM_001586054.1.p1	XM_043320094.1.p1
OG0000423	XM_001597246.1.p1	XM_043321764.1.p1
OG0000425	XM_001595569.1.p1	XM_043321718.1.p1
OG0000426	XM_001595306.1.p1	XM_043325444.1.p1
OG0000428	XM_001591689.1.p1	XM_043327180.1.p1
OG0000428	XM_001592756.1.p1	XM_043328221.1.p1
OG0000431	XM_001595021.1.p1	XM_043326996.1.p1
OG0000432	XM_001592025.1.p1	XM_043323937.1.p1
OG0000432	XM_001595641.1.p1	XM_043330507.1.p1
OG0000433	XM_001590463.1.p1	XM_043327314.1.p1
OG0000437	XM_001586166.1.p1, XM_001594881.1.p1	XM_043329237.1.p1, XM_043331831.1.p1
OG0000438	XM_001594730.1.p1	XM_043331044.1.p1, XM_043331373.1.p1
OG0000439	XM_001594207.1.p1	XM_043320881.1.p1
OG0000440	XM_001592376.1.p1	XM_043324759.1.p1
OG0000440	XM_001596584.1.p1	XM_043328505.1.p1
OG0000441	XM_001598052.1.p1	XM_043330708.1.p1
OG0000441	XM_001587956.1.p1	XM_043331626.1.p1
OG0000442	XM_001594041.1.p1	XM_043320671.1.p1
OG0000442	XM_001595999.1.p1	XM_043320407.1.p1
OG0000443	XM_001597889.1.p1	XM_043320382.1.p1
OG0000443	XM_001589171.1.p1	XM_043324372.1.p1
OG0000444	XM_001585129.1.p1	XM_043320331.1.p1
OG0000444	XM_001588771.1.p1	XM_043321487.1.p1
OG0000445	XM_001595885.1.p1	XM_043325812.1.p1, XM_043331284.1.p1, XM_043327186.1.p1
OG0000446	XM_001595180.1.p1	XM_043320657.1.p1
OG0000447	XM_001592798.1.p1, XM_001598386.1.p1	XM_043324395.1.p1, XM_043321410.1.p1
OG0000448	XM_001596951.1.p1	XM_043323831.1.p1
OG0000448	XM_001589303.1.p1	XM_043326724.1.p1, XM_043330451.1.p1
OG0000451	XM_001598145.1.p1	XM_043321719.1.p1
OG0000451	XM_001590342.1.p1	XM_043331752.1.p1, XM_043320237.1.p1, XM_043324651.1.p1, XM_043325530.1.p1
OG0000452	XM_001593005.1.p1	XM_043327130.1.p1, XM_043320270.1.p1
OG0000456	XM_001586769.1.p1	XM_043327544.1.p1
OG0000456	XM_001590674.1.p1	XM_043321953.1.p1
OG0000457	XM_001597364.1.p1	XM_043324540.1.p1
OG0000457	XM_001595651.1.p1	XM_043321494.1.p1
OG0000458	XM_001594303.1.p1	XM_043324336.1.p1
OG0000458	XM_001589273.1.p1	XM_043324075.1.p1
OG0000459	XM_001595847.1.p1	XM_043328883.1.p1
OG0000459	XM_001588033.1.p1	XM_043330514.1.p1, XM_043330513.1.p1
OG0000460	XM_001597572.1.p1, XM_001597304.1.p1	XM_043323653.1.p1, XM_043323654.1.p1
OG0000461	XM_001594597.1.p1, XM_001594596.1.p1	XM_043327236.1.p1
OG0000461	XM_001590763.1.p1	XM_043327521.1.p1
OG0000462	XM_001592837.1.p1, XM_001585696.1.p1, XM_001592836.1.p1	XM_043322954.1.p1, XM_043320037.1.p1
OG0000463	XM_001595247.1.p1	XM_043331423.1.p1
OG0000463	XM_001597555.1.p1	XM_043329201.1.p1
OG0000465	XM_001596182.1.p1	XM_043324821.1.p1
OG0000465	XM_001598498.1.p1	XM_043331844.1.p1
OG0000469	XM_001586974.1.p1	XM_043320347.1.p1
OG0000469	XM_001588006.1.p1	XM_043322764.1.p1
OG0000470	XM_001589646.1.p1	XM_043324229.1.p1
OG0000470	XM_001589696.1.p1	XM_043327542.1.p1
OG0000471	XM_001589081.1.p1	XM_043325030.1.p1
OG0000471	XM_001597763.1.p1	XM_043322182.1.p1
OG0000472	XM_001596286.1.p1, XM_001592203.1.p1, XM_001598844.1.p1	XM_043326301.1.p1
OG0000473	XM_001597336.1.p1	XM_043326020.1.p1
OG0000473	XM_001585585.1.p1	XM_043328646.1.p1
OG0000474	XM_001586657.1.p1	XM_043324089.1.p1
OG0000475	XM_001586521.1.p1	XM_043320606.1.p1
OG0000476	XM_001595211.1.p1	XM_043322747.1.p1
OG0000476	XM_001584773.1.p1	XM_043321836.1.p1
OG0000477	XM_001598467.1.p1	XM_043321372.1.p1
OG0000479	XM_001592726.1.p1	XM_043321559.1.p1
OG0000486	XM_001590667.1.p1, XM_001594460.1.p1	XM_043331514.1.p1
OG0000490	XM_001593846.1.p1	XM_043325289.1.p1, XM_043321878.1.p1
OG0000490	XM_001589239.1.p1	XM_043328927.1.p1
OG0000491	XM_001591479.1.p1	XM_043324007.1.p1
OG0000491	XM_001590012.1.p1	XM_043321567.1.p1
OG0000492	XM_001589340.1.p1	XM_043320654.1.p1, XM_043322468.1.p1
OG0000492	XM_001589980.1.p1, XM_001586411.1.p1	XM_043323958.1.p1
OG0000494	XM_001594386.1.p1	XM_043324206.1.p1
OG0000496	XM_001585344.1.p1, XM_001589703.1.p1, XM_001593971.1.p1	XM_043328328.1.p1
OG0000497	XM_001596284.1.p1	XM_043329784.1.p1
OG0000498	XM_001586996.1.p1, XM_001595543.1.p1	XM_043320950.1.p1
OG0000499	XM_001594743.1.p1, XM_001588554.1.p1	XM_043326623.1.p1
OG0000500	XM_001584816.1.p1	XM_043321594.1.p1
OG0000501	XM_001591462.1.p1	XM_043320667.1.p1
OG0000502	XM_001590161.1.p1	XM_043331834.1.p1
OG0000503	XM_001597809.1.p1	XM_043323083.1.p1
OG0000505	XM_001585909.1.p1, XM_001593673.1.p1, XM_001593292.1.p1, XM_001591187.1.p1	XM_043321463.1.p1, XM_043324095.1.p1, XM_043324087.1.p1, XM_043331658.1.p1
OG0000506	XM_001596570.1.p1	XM_043330783.1.p1
OG0000506	XM_001585581.1.p1	XM_043323159.1.p1
OG0000507	XM_001592146.1.p1	XM_043324055.1.p1
OG0000508	XM_001589593.1.p1	XM_043329873.1.p1, XM_043329872.1.p1, XM_043329870.1.p1, XM_043329871.1.p1, XM_043329890.1.p1
OG0000509	XM_001593419.1.p1	XM_043323630.1.p1
OG0000512	XM_001591932.1.p1	XM_043330073.1.p1
OG0000512	XM_001587571.1.p1	XM_043330071.1.p1, XM_043330072.1.p1
OG0000514	XM_001593274.1.p1	XM_043331839.1.p1, XM_043331022.1.p1
OG0000515	XM_001585817.1.p1	XM_043325837.1.p1, XM_043330773.1.p1, XM_043330003.1.p1, XM_043330001.1.p1, XM_043330054.1.p1
OG0000516	XM_001598362.1.p1, XM_001596103.1.p1	XM_043323545.1.p1, XM_043328175.1.p1, XM_043328192.1.p1
OG0000517	XM_001588081.1.p1	XM_043328808.1.p1
