Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Fusarium_oxysporum_cds_prot
OG0000036	XM_001593179.1.p1	lcl|NC_030994.1_cds_XP_018251517.1_20476.p1, lcl|NC_030994.1_cds_XP_018251551.1_20510.p1, lcl|NC_030997.1_cds_XP_018252552.1_23577.p1
OG0000036	XM_001592844.1.p1	lcl|NC_030992.1_cds_XP_018239649.1_14564.p1
OG0000037	XM_001585193.1.p1	lcl|NC_030992.1_cds_XP_018248654.1_16784.p1
OG0000037	XM_001597719.1.p1	lcl|NC_030993.1_cds_XP_018237623.1_18168.p1, lcl|NC_030996.1_cds_XP_018247038.1_22457.p1
OG0000037	XM_001585740.1.p1	lcl|NC_030998.1_cds_XP_018257758.1_25170.p1
OG0000038	XM_001597383.1.p1	lcl|NC_030993.1_cds_XP_018236552.1_17097.p1, lcl|NC_030989.1_cds_XP_018239245.1_10320.p1, lcl|NC_030989.1_cds_XP_018243780.1_8729.p1
OG0000038	XM_001585894.1.p1	lcl|NC_030987.1_cds_XP_018242147.1_4761.p1
OG0000038	XM_001592076.1.p1, XM_001594339.1.p1	lcl|NC_030987.1_cds_XP_018241615.1_4229.p1
OG0000038	XM_001590964.1.p1	lcl|NC_030998.1_cds_XP_018257690.1_25102.p1
OG0000039	XM_001594345.1.p1	lcl|NC_030990.1_cds_XP_018255444.1_10953.p1
OG0000039	XM_001594898.1.p1	lcl|NC_030995.1_cds_XP_018250250.1_21934.p1, lcl|NC_030990.1_cds_XP_018235082.1_11982.p1, lcl|NC_030996.1_cds_XP_018247258.1_22677.p1
OG0000039	XM_001591791.1.p1	lcl|NC_030999.1_cds_XP_018253773.1_25199.p1, lcl|NC_030990.1_cds_XP_018235309.1_12209.p1
OG0000040	XM_001593301.1.p1	lcl|NC_030997.1_cds_XP_018252416.1_23441.p1
OG0000041	XM_001593646.1.p1	lcl|NC_030990.1_cds_XP_018255286.1_10795.p1
OG0000041	XM_001592709.1.p1	lcl|NW_017264850.1_cds_XP_018258332.1_26752.p1
OG0000041	XM_001592613.1.p1	lcl|NC_030987.1_cds_XP_018241048.1_3662.p1
OG0000041	XM_001585351.1.p1	lcl|NC_030992.1_cds_XP_018247993.1_16123.p1
OG0000042	XM_001595143.1.p1	lcl|NC_030986.1_cds_XP_018233939.1_3181.p1
OG0000042	XM_001586568.1.p1	lcl|NC_030987.1_cds_XP_018241683.1_4297.p1
OG0000043	XM_001597597.1.p1	lcl|NC_030997.1_cds_XP_018254354.1_24185.p1, lcl|NC_030993.1_cds_XP_018236460.1_17005.p1, lcl|NC_030992.1_cds_XP_018239855.1_14770.p1
OG0000043	XM_001595893.1.p1	lcl|NC_030986.1_cds_XP_018248797.1_72.p1
OG0000043	XM_001596074.1.p1	lcl|NC_030987.1_cds_XP_018241378.1_3992.p1, lcl|NC_030995.1_cds_XP_018252877.1_20628.p1
OG0000043	XM_001597513.1.p1	lcl|NW_017264853.1_cds_XP_018258536.1_26609.p1, lcl|NC_030996.1_cds_XP_018247423.1_22842.p1
OG0000045	XM_001587065.1.p1	lcl|NC_030986.1_cds_XP_018233343.1_2585.p1
OG0000045	XM_001596516.1.p1	lcl|NC_030995.1_cds_XP_018250053.1_21737.p1
OG0000045	XM_001596126.1.p1	lcl|NC_030992.1_cds_XP_018240083.1_14998.p1
OG0000045	XM_001585698.1.p1	lcl|NC_030994.1_cds_XP_018245905.1_18972.p1
OG0000045	XM_001596367.1.p1	lcl|NC_030998.1_cds_XP_018250920.1_24931.p1
OG0000046	XM_001586463.1.p1	lcl|NC_030990.1_cds_XP_018235052.1_11952.p1
OG0000046	XM_001587340.1.p1	lcl|NC_030993.1_cds_XP_018237249.1_17794.p1
OG0000046	XM_001586379.1.p1	lcl|NC_030995.1_cds_XP_018249815.1_21499.p1, lcl|NC_030989.1_cds_XP_018239378.1_10453.p1
OG0000048	XM_001597604.1.p1	lcl|NC_030986.1_cds_XP_018232760.1_2002.p1
OG0000048	XM_001598119.1.p1	lcl|NC_030994.1_cds_XP_018246530.1_19597.p1
OG0000048	XM_001594212.1.p1	lcl|NC_030990.1_cds_XP_018234571.1_11472.p1
OG0000048	XM_001589336.1.p1	lcl|NC_030990.1_cds_XP_018235095.1_11994.p1, lcl|NC_030990.1_cds_XP_018235089.1_11989.p1
OG0000048	XM_001586792.1.p1	lcl|NC_030986.1_cds_XP_018232980.1_2222.p1
OG0000049	XM_001598398.1.p1	lcl|NC_030996.1_cds_XP_018247415.1_22832.p1
OG0000049	XM_001598697.1.p1	lcl|NC_030996.1_cds_XP_018257200.1_22199.p1, lcl|NC_030996.1_cds_XP_018247768.1_23187.p1
OG0000049	XM_001594443.1.p1, XM_001591282.1.p1	lcl|NC_030986.1_cds_XP_018232436.1_1678.p1
OG0000050	XM_001598547.1.p1	lcl|NC_030994.1_cds_XP_018246222.1_19290.p1, lcl|NC_030989.1_cds_XP_018239365.1_10440.p1
OG0000050	XM_001585954.1.p1	lcl|NC_030996.1_cds_XP_018247108.1_22527.p1, lcl|NC_030987.1_cds_XP_018242239.1_4853.p1
OG0000050	XM_001594907.1.p1	lcl|NC_030986.1_cds_XP_018232273.1_1515.p1
OG0000050	XM_001598548.1.p1	lcl|NC_030998.1_cds_XP_018250558.1_24569.p1
OG0000051	XM_001589798.1.p1	lcl|NC_030994.1_cds_XP_018251045.1_20000.p1
OG0000051	XM_001598899.1.p1	lcl|NC_030986.1_cds_XP_018249210.1_485.p1
OG0000051	XM_001590870.1.p1	lcl|NC_030986.1_cds_XP_018231564.1_806.p1
OG0000051	XM_001587951.1.p1	lcl|NC_030992.1_cds_XP_018239939.1_14854.p1
OG0000051	XM_001596631.1.p1	lcl|NC_030986.1_cds_XP_018232721.1_1963.p1
OG0000051	XM_001585247.1.p1	lcl|NC_030994.1_cds_XP_018246240.1_19307.p1
OG0000052	XM_001585446.1.p1	lcl|NC_030986.1_cds_XP_018233347.1_2589.p1
OG0000052	XM_001598643.1.p1	lcl|NC_030989.1_cds_XP_018238337.1_9412.p1
OG0000053	XM_001588399.1.p1	lcl|NC_030994.1_cds_XP_018251020.1_19979.p1, lcl|NC_030992.1_cds_XP_018248673.1_16803.p1
OG0000053	XM_001590608.1.p1	lcl|NC_030994.1_cds_XP_018251516.1_20475.p1, lcl|NC_030993.1_cds_XP_018236455.1_17000.p1
OG0000053	XM_001597556.1.p1	lcl|NC_030989.1_cds_XP_018238309.1_9384.p1
OG0000054	XM_001589469.1.p1	lcl|NC_030993.1_cds_XP_018236599.1_17144.p1, lcl|NC_030996.1_cds_XP_018247550.1_22969.p1
OG0000054	XM_001597561.1.p1, XM_001589674.1.p1, XM_001591602.1.p1, XM_001592632.1.p1	lcl|NC_030992.1_cds_XP_018248702.1_16832.p1
OG0000055	XM_001587585.1.p1	lcl|NC_030996.1_cds_XP_018247190.1_22609.p1
OG0000055	XM_001586322.1.p1	lcl|NC_030992.1_cds_XP_018239656.1_14571.p1
OG0000055	XM_001593073.1.p1	lcl|NC_030996.1_cds_XP_018247172.1_22591.p1
OG0000056	XM_001591650.1.p1	lcl|NC_030990.1_cds_XP_018235878.1_12778.p1
OG0000056	XM_001593553.1.p1	lcl|NC_030986.1_cds_XP_018233978.1_3220.p1
OG0000056	XM_001591666.1.p1	lcl|NC_030996.1_cds_XP_018246911.1_22330.p1
OG0000056	XM_001593890.1.p1	lcl|NC_030994.1_cds_XP_018251585.1_20544.p1, lcl|NC_030993.1_cds_XP_018236411.1_16956.p1, lcl|NC_030996.1_cds_XP_018247271.1_22690.p1, lcl|NC_030994.1_cds_XP_018246177.1_19244.p1
OG0000057	XM_001594938.1.p1	lcl|NW_017264847.1_cds_XP_018257824.1_26985.p1
OG0000058	XM_001597998.1.p1	lcl|NC_030986.1_cds_XP_018233093.1_2335.p1
OG0000058	XM_001596000.1.p1	lcl|NC_030987.1_cds_XP_018241835.1_4449.p1
OG0000058	XM_001592674.1.p1	lcl|NC_030986.1_cds_XP_018233273.1_2515.p1
OG0000058	XM_001589509.1.p1	lcl|NC_030993.1_cds_XP_018237066.1_17611.p1
OG0000058	XM_001589061.1.p1	lcl|NC_030987.1_cds_XP_018245414.1_5604.p1
OG0000059	XM_001596874.1.p1	lcl|NC_030989.1_cds_XP_018239372.1_10447.p1
OG0000059	XM_001590905.1.p1	lcl|NC_030996.1_cds_XP_018247151.1_22570.p1, lcl|NC_030996.1_cds_XP_018247265.1_22684.p1
OG0000059	XM_001595855.1.p1	lcl|NC_030997.1_cds_XP_018252407.1_23432.p1, lcl|NC_030989.1_cds_XP_018238435.1_9510.p1
OG0000059	XM_001585108.1.p1	lcl|NC_030989.1_cds_XP_018238494.1_9569.p1, lcl|NW_017264855.1_cds_XP_018258617.1_26546.p1, lcl|NC_030996.1_cds_XP_018247197.1_22616.p1
OG0000060	XM_001592814.1.p1	lcl|NC_030986.1_cds_XP_018249258.1_533.p1
OG0000060	XM_001589077.1.p1	lcl|NC_030986.1_cds_XP_018233895.1_3137.p1
OG0000060	XM_001595874.1.p1	lcl|NC_030996.1_cds_XP_018257283.1_22282.p1
OG0000060	XM_001593026.1.p1	lcl|NC_030992.1_cds_XP_018239576.1_14491.p1
OG0000061	XM_001587436.1.p1	lcl|NW_017264847.1_cds_XP_018257771.1_26932.p1
OG0000062	XM_001595980.1.p1	lcl|NC_030996.1_cds_XP_018247152.1_22571.p1, lcl|NC_030998.1_cds_XP_018257580.1_24992.p1
OG0000062	XM_001592845.1.p1	lcl|NC_030992.1_cds_XP_018239597.1_14512.p1, lcl|NC_030995.1_cds_XP_018252985.1_20736.p1, lcl|NC_030996.1_cds_XP_018247267.1_22686.p1, lcl|NC_030998.1_cds_XP_018250518.1_24529.p1, lcl|NC_030997.1_cds_XP_018254384.1_24215.p1, lcl|NC_030989.1_cds_XP_018239155.1_10230.p1, lcl|NC_030990.1_cds_XP_018255122.1_10631.p1, lcl|NC_030987.1_cds_XP_018242252.1_4866.p1, lcl|NC_030987.1_cds_XP_018242253.1_4867.p1, lcl|NC_030991.1_cds_XP_018244288.1_13325.p1, lcl|NC_030988.1_cds_XP_018255015.1_7945.p1
OG0000062	XM_001595701.1.p1	lcl|NC_030994.1_cds_XP_018251583.1_20542.p1, lcl|NC_030997.1_cds_XP_018252553.1_23578.p1
OG0000063	XM_001589189.1.p1	lcl|NC_030997.1_cds_XP_018252645.1_23670.p1
OG0000063	XM_001594922.1.p1	lcl|NC_030987.1_cds_XP_018245644.1_5833.p1, lcl|NC_030986.1_cds_XP_018232221.1_1463.p1
OG0000064	XM_001585209.1.p1	lcl|NC_030995.1_cds_XP_018249665.1_21349.p1
OG0000064	XM_001594438.1.p1	lcl|NC_030989.1_cds_XP_018243100.1_8049.p1
OG0000065	XM_001590788.1.p1	lcl|NC_030996.1_cds_XP_018247416.1_22835.p1
OG0000065	XM_001589163.1.p1, XM_001596414.1.p1	lcl|NC_030990.1_cds_XP_018255158.1_10652.p1
OG0000065	XM_001597774.1.p1, XM_001598590.1.p1	lcl|NW_017264866.1_cds_XP_018258777.1_26400.p1, lcl|NC_030986.1_cds_XP_018233898.1_3140.p1
OG0000066	XM_001587442.1.p1	lcl|NW_017264852.1_cds_XP_018258469.1_26661.p1
OG0000066	XM_001592949.1.p1	lcl|NC_030987.1_cds_XP_018245745.1_5934.p1
OG0000069	XM_001590565.1.p1	lcl|NC_030993.1_cds_XP_018237003.1_17548.p1
OG0000069	XM_001589526.1.p1	lcl|NC_030990.1_cds_XP_018235960.1_12860.p1, lcl|NC_030996.1_cds_XP_018247386.1_22805.p1, lcl|NC_030992.1_cds_XP_018239761.1_14676.p1, lcl|NC_030987.1_cds_XP_018241519.1_4133.p1
OG0000069	XM_001589598.1.p1	lcl|NC_030987.1_cds_XP_018244928.1_5117.p1
OG0000070	XM_001598556.1.p1	lcl|NC_030989.1_cds_XP_018243668.1_8617.p1
OG0000070	XM_001587941.1.p1	lcl|NC_030989.1_cds_XP_018239240.1_10315.p1
OG0000070	XM_001588423.1.p1	lcl|NC_030990.1_cds_XP_018255422.1_10931.p1
OG0000071	XM_001593511.1.p1	lcl|NC_030992.1_cds_XP_018240014.1_14929.p1
OG0000071	XM_001593038.1.p1	lcl|NC_030986.1_cds_XP_018233182.1_2424.p1
OG0000071	XM_001587924.1.p1	lcl|NC_030990.1_cds_XP_018234191.1_11091.p1
OG0000071	XM_001593312.1.p1	lcl|NC_030986.1_cds_XP_018233656.1_2898.p1
OG0000072	XM_001585746.1.p1	lcl|NC_030995.1_cds_XP_018250262.1_21946.p1
OG0000072	XM_001590639.1.p1	lcl|NW_017264850.1_cds_XP_018258367.1_26787.p1, lcl|NC_030986.1_cds_XP_018232658.1_1900.p1
OG0000072	XM_001589810.1.p1	lcl|NC_030995.1_cds_XP_018253387.1_21138.p1
OG0000075	XM_001596825.1.p1	lcl|NC_030987.1_cds_XP_018242017.1_4631.p1, lcl|NC_030997.1_cds_XP_018252809.1_23834.p1, lcl|NC_030989.1_cds_XP_018238155.1_9230.p1, lcl|NC_030994.1_cds_XP_018245965.1_19032.p1, lcl|NC_030987.1_cds_XP_018241089.1_3703.p1, lcl|NC_030994.1_cds_XP_018245973.1_19040.p1
OG0000075	XM_001589867.1.p1	lcl|NC_030994.1_cds_XP_018246658.1_19726.p1
OG0000076	XM_001595074.1.p1	lcl|NC_030992.1_cds_XP_018247931.1_16061.p1
OG0000076	XM_001597093.1.p1	lcl|NC_030987.1_cds_XP_018245411.1_5600.p1
OG0000076	XM_001589714.1.p1	lcl|NC_030993.1_cds_XP_018237544.1_18089.p1
OG0000076	XM_001587341.1.p1	lcl|NC_030993.1_cds_XP_018237441.1_17986.p1
OG0000077	XM_001591303.1.p1	lcl|NC_030989.1_cds_XP_018238551.1_9626.p1
OG0000077	XM_001592929.1.p1	lcl|NC_030986.1_cds_XP_018249232.1_507.p1
OG0000077	XM_001585590.1.p1	lcl|NC_030994.1_cds_XP_018246596.1_19663.p1
OG0000077	XM_001593433.1.p1	lcl|NC_030994.1_cds_XP_018251584.1_20543.p1, lcl|NC_030996.1_cds_XP_018247663.1_23082.p1
OG0000078	XM_001594013.1.p1	lcl|NC_030991.1_cds_XP_018244197.1_13234.p1, lcl|NC_030991.1_cds_XP_018244199.1_13236.p1
OG0000078	XM_001595455.1.p1, XM_001588491.1.p1, XM_001589846.1.p1	lcl|NC_030997.1_cds_XP_018254175.1_24006.p1
OG0000079	XM_001596030.1.p1	lcl|NC_030998.1_cds_XP_018250864.1_24875.p1, lcl|NC_030988.1_cds_XP_018256723.1_6870.p1, lcl|NW_017264846.1_cds_XP_018256956.1_27067.p1, lcl|NC_030993.1_cds_XP_018237295.1_17840.p1
OG0000079	XM_001591730.1.p1	lcl|NC_030994.1_cds_XP_018246825.1_19892.p1
OG0000079	XM_001598063.1.p1	lcl|NC_030990.1_cds_XP_018234235.1_11135.p1
OG0000079	XM_001590997.1.p1	lcl|NC_030990.1_cds_XP_018235282.1_12182.p1
OG0000080	XM_001585697.1.p1	lcl|NC_030990.1_cds_XP_018235616.1_12516.p1
OG0000081	XM_001592987.1.p1	lcl|NC_030986.1_cds_XP_018233430.1_2672.p1
OG0000081	XM_001586053.1.p1	lcl|NC_030993.1_cds_XP_018238019.1_18564.p1
OG0000081	XM_001589644.1.p1	lcl|NC_030987.1_cds_XP_018242070.1_4684.p1
OG0000081	XM_001593006.1.p1	lcl|NC_030987.1_cds_XP_018241148.1_3762.p1
OG0000082	XM_001590030.1.p1	lcl|NC_030992.1_cds_XP_018248665.1_16795.p1
OG0000082	XM_001595339.1.p1	lcl|NC_030990.1_cds_XP_018235438.1_12336.p1
OG0000085	XM_001598503.1.p1	lcl|NC_030989.1_cds_XP_018243218.1_8167.p1
OG0000087	XM_001595355.1.p1	lcl|NC_030990.1_cds_XP_018235439.1_12339.p1
OG0000087	XM_001598496.1.p1	lcl|NC_030989.1_cds_XP_018243721.1_8670.p1
OG0000087	XM_001597703.1.p1	lcl|NC_030988.1_cds_XP_018251728.1_6305.p1, lcl|NC_030987.1_cds_XP_018245458.1_5648.p1, lcl|NC_030987.1_cds_XP_018245456.1_5646.p1
OG0000088	XM_001586938.1.p1	lcl|NC_030989.1_cds_XP_018239045.1_10120.p1
OG0000088	XM_001596104.1.p1	lcl|NC_030989.1_cds_XP_018243498.1_8447.p1
OG0000088	XM_001588755.1.p1, XM_001584513.1.p1	lcl|NC_030992.1_cds_XP_018240506.1_15421.p1
OG0000089	XM_001591699.1.p1	lcl|NC_030990.1_cds_XP_018234314.1_11214.p1, lcl|NC_030989.1_cds_XP_018239011.1_10086.p1, lcl|NC_030989.1_cds_XP_018239010.1_10085.p1
OG0000089	XM_001598564.1.p1, XM_001584621.1.p1	lcl|NC_030987.1_cds_XP_018241533.1_4147.p1
OG0000090	XM_001592643.1.p1, XM_001594729.1.p1	lcl|NC_030986.1_cds_XP_018249027.1_302.p1
OG0000090	XM_001595265.1.p1	lcl|NC_030994.1_cds_XP_018251630.1_20589.p1
OG0000090	XM_001594001.1.p1	lcl|NC_030992.1_cds_XP_018240161.1_15076.p1
OG0000091	XM_001598502.1.p1	lcl|NC_030999.1_cds_XP_018257298.1_25565.p1, lcl|NC_030996.1_cds_XP_018247230.1_22649.p1, lcl|NC_030988.1_cds_XP_018251662.1_6239.p1, lcl|NC_030997.1_cds_XP_018254253.1_24084.p1, lcl|NC_030994.1_cds_XP_018245906.1_18973.p1
OG0000091	XM_001591770.1.p1	lcl|NC_030992.1_cds_XP_018248007.1_16137.p1
OG0000092	XM_001591109.1.p1	lcl|NC_030989.1_cds_XP_018238536.1_9611.p1, lcl|NC_030987.1_cds_XP_018242127.1_4741.p1, lcl|NC_030987.1_cds_XP_018245006.1_5195.p1
OG0000092	XM_001598670.1.p1	lcl|NC_030990.1_cds_XP_018255416.1_10925.p1, lcl|NC_030989.1_cds_XP_018243477.1_8426.p1
OG0000092	XM_001591083.1.p1, XM_001594825.1.p1	lcl|NC_030996.1_cds_XP_018247754.1_23173.p1, lcl|NC_030994.1_cds_XP_018246413.1_19480.p1
OG0000092	XM_001588329.1.p1	lcl|NC_030995.1_cds_XP_018253225.1_20976.p1
OG0000093	XM_001595187.1.p1, XM_001592451.1.p1	lcl|NC_030987.1_cds_XP_018241976.1_4590.p1
OG0000094	XM_001589274.1.p1	lcl|NC_030989.1_cds_XP_018238704.1_9779.p1
OG0000094	XM_001594932.1.p1	lcl|NC_030986.1_cds_XP_018232557.1_1799.p1, lcl|NC_030988.1_cds_XP_018254987.1_7916.p1, lcl|NC_030988.1_cds_XP_018254986.1_7917.p1
OG0000094	XM_001592044.1.p1	lcl|NC_030998.1_cds_XP_018250973.1_24984.p1
OG0000094	XM_001591784.1.p1	lcl|NC_030989.1_cds_XP_018238479.1_9554.p1
OG0000094	XM_001591526.1.p1	lcl|NC_030998.1_cds_XP_018250926.1_24937.p1
OG0000095	XM_001593952.1.p1	lcl|NC_030987.1_cds_XP_018241717.1_4331.p1, lcl|NC_030991.1_cds_XP_018253552.1_14128.p1
OG0000095	XM_001596701.1.p1	lcl|NC_030990.1_cds_XP_018234726.1_11627.p1, lcl|NC_030990.1_cds_XP_018234727.1_11628.p1
OG0000096	XM_001587422.1.p1	lcl|NC_030988.1_cds_XP_018254959.1_7889.p1, lcl|NC_030993.1_cds_XP_018256014.1_18641.p1
OG0000096	XM_001590839.1.p1	lcl|NC_030987.1_cds_XP_018242234.1_4848.p1
OG0000097	XM_001593373.1.p1	lcl|NC_030992.1_cds_XP_018239950.1_14865.p1, lcl|NC_030996.1_cds_XP_018247147.1_22566.p1, lcl|NC_030995.1_cds_XP_018252931.1_20682.p1
OG0000097	XM_001593632.1.p1	lcl|NC_030993.1_cds_XP_018237436.1_17981.p1
OG0000097	XM_001596232.1.p1, XM_001586807.1.p1, XM_001596412.1.p1	lcl|NC_031000.1_cds_XP_018254572.1_25928.p1, lcl|NC_030986.1_cds_XP_018255675.1_3526.p1, lcl|NC_030990.1_cds_XP_018234790.1_11690.p1, lcl|NC_030998.1_cds_XP_018250713.1_24724.p1, lcl|NC_030989.1_cds_XP_018239409.1_10484.p1
OG0000097	XM_001584550.1.p1	lcl|NC_030987.1_cds_XP_018242163.1_4777.p1
OG0000099	XM_001597745.1.p1	lcl|NC_030996.1_cds_XP_018247427.1_22846.p1, lcl|NC_030995.1_cds_XP_018250160.1_21844.p1, lcl|NC_030996.1_cds_XP_018247289.1_22708.p1, lcl|NC_030996.1_cds_XP_018247520.1_22939.p1, lcl|NC_030990.1_cds_XP_018255082.1_10591.p1
OG0000100	XM_001592042.1.p1, XM_001587352.1.p1	lcl|NC_030992.1_cds_XP_018239878.1_14793.p1
OG0000102	XM_001598599.1.p1	lcl|NC_030989.1_cds_XP_018243717.1_8666.p1
OG0000102	XM_001594196.1.p1	lcl|NC_030987.1_cds_XP_018241931.1_4545.p1
OG0000102	XM_001598841.1.p1	lcl|NC_030992.1_cds_XP_018240134.1_15049.p1
OG0000102	XM_001588472.1.p1	lcl|NW_017264851.1_cds_XP_018258394.1_26691.p1
OG0000103	XM_001596956.1.p1	lcl|NC_030986.1_cds_XP_018232767.1_2009.p1
OG0000103	XM_001588403.1.p1	lcl|NC_030994.1_cds_XP_018251086.1_20045.p1, lcl|NC_030992.1_cds_XP_018247863.1_15993.p1, lcl|NC_030992.1_cds_XP_018239794.1_14709.p1
OG0000104	XM_001597178.1.p1	lcl|NC_030990.1_cds_XP_018235064.1_11964.p1, lcl|NC_030991.1_cds_XP_018258570.1_14344.p1
OG0000104	XM_001590303.1.p1, XM_001585253.1.p1	lcl|NC_030987.1_cds_XP_018244972.1_5161.p1
OG0000104	XM_001592112.1.p1	lcl|NC_030992.1_cds_XP_018248656.1_16786.p1, lcl|NC_030996.1_cds_XP_018247161.1_22580.p1, lcl|NC_030996.1_cds_XP_018247162.1_22581.p1
OG0000104	XM_001589359.1.p1	lcl|NC_030989.1_cds_XP_018243656.1_8605.p1, lcl|NC_030989.1_cds_XP_018243657.1_8606.p1
OG0000105	XM_001593851.1.p1	lcl|NW_017264861.1_cds_XP_018258725.1_26462.p1
OG0000105	XM_001595043.1.p1	lcl|NC_030994.1_cds_XP_018251163.1_20122.p1, lcl|NC_030990.1_cds_XP_018236045.1_12945.p1, lcl|NC_030996.1_cds_XP_018257261.1_22260.p1, lcl|NC_030989.1_cds_XP_018238471.1_9546.p1
OG0000106	XM_001586917.1.p1, XM_001587874.1.p1, XM_001588237.1.p1, XM_001586507.1.p1	lcl|NC_030987.1_cds_XP_018245683.1_5871.p1
OG0000106	XM_001588849.1.p1	lcl|NC_030994.1_cds_XP_018251088.1_20047.p1, lcl|NC_030998.1_cds_XP_018250527.1_24538.p1
OG0000106	XM_001592616.1.p1, XM_001585859.1.p1, XM_001593631.1.p1, XM_001597808.1.p1	lcl|NC_030990.1_cds_XP_018236291.1_13191.p1, lcl|NC_030989.1_cds_XP_018238138.1_9213.p1, lcl|NC_030993.1_cds_XP_018236520.1_17065.p1, lcl|NC_030990.1_cds_XP_018236185.1_13085.p1
OG0000107	XM_001584783.1.p1	lcl|NC_030989.1_cds_XP_018238213.1_9288.p1
OG0000108	XM_001591983.1.p1	lcl|NC_030990.1_cds_XP_018235558.1_12458.p1
OG0000108	XM_001593720.1.p1	lcl|NC_030997.1_cds_XP_018252222.1_23247.p1
OG0000109	XM_001598413.1.p1	lcl|NC_030990.1_cds_XP_018235252.1_12152.p1
OG0000109	XM_001594476.1.p1	lcl|NW_017264848.1_cds_XP_018258117.1_26929.p1
OG0000110	XM_001598036.1.p1	lcl|NC_030993.1_cds_XP_018236811.1_17356.p1
OG0000110	XM_001598035.1.p1	lcl|NC_030993.1_cds_XP_018236812.1_17357.p1
OG0000111	XM_001590699.1.p1	lcl|NC_030987.1_cds_XP_018244860.1_5049.p1
OG0000111	XM_001590723.1.p1	lcl|NC_030987.1_cds_XP_018245194.1_5383.p1
OG0000111	XM_001590630.1.p1	lcl|NC_030987.1_cds_XP_018242113.1_4729.p1
OG0000111	XM_001585540.1.p1	lcl|NC_030986.1_cds_XP_018249335.1_610.p1
OG0000112	XM_001595379.1.p1, XM_001596586.1.p1, XM_001591772.1.p1	lcl|NC_030995.1_cds_XP_018252878.1_20629.p1
OG0000112	XM_001593481.1.p1, XM_001589454.1.p1	lcl|NW_017264849.1_cds_XP_018258259.1_26885.p1
OG0000112	XM_001589497.1.p1, XM_001585012.1.p1, XM_001590980.1.p1	lcl|NC_030992.1_cds_XP_018248081.1_16211.p1
OG0000113	XM_001598286.1.p1	lcl|NC_030997.1_cds_XP_018252660.1_23685.p1, lcl|NC_030990.1_cds_XP_018235928.1_12828.p1
OG0000113	XM_001589093.1.p1	lcl|NC_030987.1_cds_XP_018244880.1_5069.p1
OG0000113	XM_001587022.1.p1	lcl|NC_030986.1_cds_XP_018233281.1_2523.p1
OG0000113	XM_001596658.1.p1	lcl|NC_030987.1_cds_XP_018245423.1_5612.p1
OG0000114	XM_001595727.1.p1	lcl|NC_030995.1_cds_XP_018253211.1_20962.p1
OG0000114	XM_001595917.1.p1	lcl|NC_030986.1_cds_XP_018233048.1_2290.p1
OG0000114	XM_001596499.1.p1	lcl|NC_030986.1_cds_XP_018233975.1_3217.p1
OG0000114	XM_001592280.1.p1	lcl|NC_030995.1_cds_XP_018249868.1_21552.p1
OG0000115	XM_001591022.1.p1, XM_001593828.1.p1, XM_001591024.1.p1	lcl|NC_030996.1_cds_XP_018257175.1_22174.p1, lcl|NC_030993.1_cds_XP_018236646.1_17191.p1
OG0000118	XM_001595655.1.p1	lcl|NC_030990.1_cds_XP_018234259.1_11159.p1
OG0000119	XM_001585226.1.p1	lcl|NC_030998.1_cds_XP_018250959.1_24970.p1
OG0000119	XM_001596045.1.p1	lcl|NC_030990.1_cds_XP_018236258.1_13158.p1
OG0000119	XM_001588524.1.p1	lcl|NC_030996.1_cds_XP_018247227.1_22646.p1
OG0000120	XM_001593387.1.p1, XM_001586972.1.p1	lcl|NC_030988.1_cds_XP_018256706.1_6853.p1
OG0000120	XM_001592152.1.p1	lcl|NC_030990.1_cds_XP_018236211.1_13111.p1, lcl|NC_030987.1_cds_XP_018241658.1_4271.p1, lcl|NC_030987.1_cds_XP_018241657.1_4272.p1, lcl|NC_030991.1_cds_XP_018244373.1_13410.p1, lcl|NC_030997.1_cds_XP_018252765.1_23790.p1
OG0000120	XM_001590352.1.p1	lcl|NC_030989.1_cds_XP_018239282.1_10357.p1
OG0000121	XM_001595985.1.p1	lcl|NC_030988.1_cds_XP_018256787.1_6934.p1, lcl|NC_030986.1_cds_XP_018248996.1_271.p1
OG0000122	XM_001595033.1.p1	lcl|NC_030993.1_cds_XP_018236883.1_17428.p1, lcl|NC_030993.1_cds_XP_018236886.1_17431.p1
OG0000122	XM_001585288.1.p1	lcl|NC_030990.1_cds_XP_018235538.1_12438.p1
OG0000123	XM_001592460.1.p1	lcl|NC_030994.1_cds_XP_018245912.1_18979.p1
OG0000123	XM_001590327.1.p1	lcl|NC_030989.1_cds_XP_018238611.1_9686.p1
OG0000123	XM_001598819.1.p1	lcl|NC_030992.1_cds_XP_018240316.1_15231.p1
OG0000126	XM_001589851.1.p1	lcl|NC_030995.1_cds_XP_018250164.1_21848.p1
OG0000126	XM_001590029.1.p1	lcl|NC_030992.1_cds_XP_018248664.1_16794.p1
OG0000126	XM_001598751.1.p1	lcl|NC_030987.1_cds_XP_018245204.1_5393.p1
