Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Phyllosticta_citricarpa_cds_prot
OG0000087	XM_001595355.1.p1	lcl|JBBPDW010000032.1_cds_KAK7537895.1_7537.p1
OG0000087	XM_001598496.1.p1	lcl|JBBPDW010000029.1_cds_KAK7539010.1_7117.p1
OG0000087	XM_001597703.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541772.1_6221.p1
OG0000088	XM_001586938.1.p1	lcl|JBBPDW010000055.1_cds_KAK7531262.1_9529.p1
OG0000088	XM_001596994.1.p1, XM_001587214.1.p1	lcl|JBBPDW010000019.1_cds_KAK7543801.1_5443.p1
OG0000088	XM_001596104.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543166.1_5755.p1
OG0000088	XM_001588755.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540183.1_6864.p1
OG0000089	XM_001591699.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547073.1_4254.p1
OG0000090	XM_001592643.1.p1, XM_001594729.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545231.1_5189.p1
OG0000090	XM_001594001.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551710.1_2445.p1
OG0000091	XM_001598502.1.p1	lcl|JBBPDW010000035.1_cds_KAK7536709.1_7906.p1
OG0000092	XM_001591083.1.p1, XM_001594825.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547554.1_3942.p1, lcl|JBBPDW010000003.1_cds_KAK7554681.1_1199.p1
OG0000092	XM_001588329.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555799.1_784.p1
OG0000093	XM_001595187.1.p1, XM_001592451.1.p1	lcl|JBBPDW010000075.1_cds_KAK7529366.1_10204.p1, lcl|JBBPDW010000021.1_cds_KAK7543155.1_5744.p1
OG0000094	XM_001589274.1.p1	lcl|JBBPDW010000019.1_cds_KAK7543916.1_5558.p1
OG0000094	XM_001592044.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545538.1_5014.p1
OG0000094	XM_001591526.1.p1	lcl|JBBPDW010000061.1_cds_KAK7530501.1_9814.p1
OG0000095	XM_001593952.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549338.1_3232.p1
OG0000095	XM_001596701.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554454.1_972.p1
OG0000096	XM_001587422.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550785.1_2690.p1
OG0000096	XM_001590839.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537723.1_7613.p1
OG0000097	XM_001587536.1.p1	lcl|JBBPDW010000036.1_cds_KAK7536581.1_8006.p1
OG0000097	XM_001593373.1.p1, XM_001593632.1.p1	lcl|JBBPDW010000042.1_cds_KAK7534570.1_8572.p1
OG0000097	XM_001596232.1.p1, XM_001586807.1.p1, XM_001596412.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545239.1_5197.p1, lcl|JBBPDW010000015.1_cds_KAK7546358.1_4768.p1
OG0000097	XM_001584550.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553584.1_1582.p1
OG0000099	XM_001597745.1.p1	lcl|JBBPDW010000031.1_cds_KAK7538008.1_7430.p1, lcl|JBBPDW010000004.1_cds_KAK7553435.1_1433.p1
OG0000102	XM_001598599.1.p1	lcl|JBBPDW010000029.1_cds_KAK7539098.1_7205.p1
OG0000102	XM_001594196.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545562.1_5038.p1
OG0000102	XM_001598841.1.p1	lcl|JBBPDW010000001.1_cds_KAK7557075.1_432.p1
OG0000103	XM_001596956.1.p1	lcl|JBBPDW010000052.1_cds_KAK7531865.1_9344.p1
OG0000104	XM_001586898.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545277.1_5235.p1
OG0000104	XM_001589359.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554713.1_1231.p1
OG0000105	XM_001593851.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541687.1_6136.p1
OG0000105	XM_001595490.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537734.1_7624.p1
OG0000105	XM_001595043.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551393.1_2128.p1, lcl|JBBPDW010000011.1_cds_KAK7548075.1_3713.p1, lcl|JBBPDW010000019.1_cds_KAK7543841.1_5483.p1
OG0000107	XM_001584783.1.p1	lcl|JBBPDW010000039.1_cds_KAK7535545.1_8218.p1
OG0000107	XM_001592404.1.p1	lcl|JBBPDW010000067.1_cds_KAK7529723.1_10042.p1
OG0000108	XM_001596312.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541358.1_6532.p1
OG0000108	XM_001593720.1.p1	lcl|JBBPDW010000046.1_cds_KAK7533503.1_8933.p1
OG0000108	XM_001597053.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552668.1_2084.p1
OG0000109	XM_001598413.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545295.1_5253.p1
OG0000110	XM_001598036.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547741.1_4129.p1
OG0000110	XM_001598742.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546623.1_4432.p1
OG0000110	XM_001598035.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553532.1_1530.p1
OG0000111	XM_001590699.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537710.1_7600.p1
OG0000111	XM_001590723.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543323.1_5912.p1
OG0000111	XM_001590630.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543313.1_5902.p1
OG0000111	XM_001585540.1.p1	lcl|JBBPDW010000052.1_cds_KAK7531878.1_9357.p1
OG0000112	XM_001593481.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541683.1_6132.p1
OG0000112	XM_001589497.1.p1, XM_001585012.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548606.1_3428.p1
OG0000113	XM_001598286.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552675.1_2091.p1
OG0000113	XM_001589093.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554639.1_1157.p1
OG0000113	XM_001587022.1.p1	lcl|JBBPDW010000072.1_cds_KAK7529412.1_10150.p1
OG0000113	XM_001596658.1.p1	lcl|JBBPDW010000022.1_cds_KAK7543079.1_6094.p1
OG0000114	XM_001595727.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555739.1_724.p1
OG0000114	XM_001595917.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543231.1_5820.p1
OG0000114	XM_001596499.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541313.1_6487.p1
OG0000114	XM_001592280.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547780.1_4168.p1
OG0000115	XM_001586177.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551724.1_2459.p1, lcl|JBBPDW010000006.1_cds_KAK7551695.1_2430.p1, lcl|JBBPDW010000006.1_cds_KAK7551693.1_2428.p1
OG0000119	XM_001585226.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554767.1_1285.p1
OG0000119	XM_001588524.1.p1	lcl|JBBPDW010000038.1_cds_KAK7535671.1_8135.p1
OG0000120	XM_001592152.1.p1	lcl|JBBPDW010000035.1_cds_KAK7536697.1_7894.p1
OG0000120	XM_001594503.1.p1	lcl|JBBPDW010000019.1_cds_KAK7543852.1_5494.p1
OG0000120	XM_001585634.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541848.1_6297.p1, lcl|JBBPDW010000017.1_cds_KAK7545582.1_5058.p1
OG0000121	XM_001595985.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545233.1_5191.p1
OG0000122	XM_001595033.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551461.1_2196.p1
OG0000122	XM_001585288.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548054.1_3692.p1
OG0000123	XM_001598819.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540145.1_6826.p1
OG0000126	XM_001589850.1.p1, XM_001589851.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554548.1_1066.p1
OG0000126	XM_001598751.1.p1	lcl|JBBPDW010000047.1_cds_KAK7533415.1_9022.p1
OG0000127	XM_001585475.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537736.1_7626.p1
OG0000127	XM_001594936.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553426.1_1424.p1
OG0000128	XM_001593926.1.p1	lcl|JBBPDW010000028.1_cds_KAK7539173.1_6993.p1
OG0000128	XM_001587645.1.p1, XM_001587546.1.p1, XM_001595695.1.p1	lcl|JBBPDW010000039.1_cds_KAK7535588.1_8261.p1, lcl|JBBPDW010000039.1_cds_KAK7535590.1_8263.p1, lcl|JBBPDW010000039.1_cds_KAK7535584.1_8257.p1, lcl|JBBPDW010000039.1_cds_KAK7535583.1_8256.p1
OG0000129	XM_001592853.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545575.1_5051.p1
OG0000129	XM_001587396.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547703.1_4091.p1
OG0000130	XM_001592702.1.p1	lcl|JBBPDW010000058.1_cds_KAK7531084.1_9643.p1
OG0000131	XM_001598179.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550838.1_2743.p1
OG0000131	XM_001584948.1.p1	lcl|JBBPDW010000022.1_cds_KAK7542954.1_5969.p1, lcl|JBBPDW010000062.1_cds_KAK7530458.1_9855.p1
OG0000133	XM_001592707.1.p1	lcl|JBBPDW010000063.1_cds_KAK7530425.1_9898.p1
OG0000133	XM_001584629.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555585.1_570.p1
OG0000134	XM_001595908.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556961.1_318.p1
OG0000134	XM_001593823.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541527.1_6377.p1
OG0000135	XM_001597558.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552385.1_1801.p1
OG0000135	XM_001590091.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555850.1_835.p1
OG0000136	XM_001585363.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537790.1_7680.p1
OG0000137	XM_001595718.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541820.1_6269.p1
OG0000137	XM_001590475.1.p1	lcl|JBBPDW010000022.1_cds_KAK7543058.1_6073.p1
OG0000137	XM_001593484.1.p1	lcl|JBBPDW010000019.1_cds_KAK7543746.1_5388.p1
OG0000138	XM_001587737.1.p1	lcl|JBBPDW010000036.1_cds_KAK7536554.1_7979.p1
OG0000139	XM_001588988.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548093.1_3731.p1
OG0000139	XM_001589567.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552574.1_1990.p1
OG0000139	XM_001591243.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546769.1_4578.p1
OG0000140	XM_001589200.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550194.1_3095.p1
OG0000140	XM_001587152.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541810.1_6259.p1
OG0000141	XM_001591420.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543158.1_5747.p1
OG0000141	XM_001593600.1.p1	lcl|JBBPDW010000045.1_cds_KAK7533561.1_8805.p1
OG0000141	XM_001591233.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552412.1_1828.p1
OG0000142	XM_001596718.1.p1	lcl|JBBPDW010000049.1_cds_KAK7532719.1_9160.p1, lcl|JBBPDW010000007.1_cds_KAK7550583.1_2488.p1
OG0000142	XM_001598563.1.p1	lcl|JBBPDW010000001.1_cds_KAK7557083.1_440.p1
OG0000143	XM_001587980.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551679.1_2414.p1
OG0000143	XM_001597932.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545359.1_5317.p1
OG0000144	XM_001595270.1.p1	lcl|JBBPDW010000063.1_cds_KAK7530427.1_9900.p1
OG0000145	XM_001596988.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548251.1_3889.p1
OG0000145	XM_001591190.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541470.1_6320.p1
OG0000147	XM_001598847.1.p1	lcl|JBBPDW010000015.1_cds_KAK7546291.1_4701.p1
OG0000147	XM_001588528.1.p1	lcl|JBBPDW010000028.1_cds_KAK7539146.1_6966.p1
OG0000147	XM_001584653.1.p1, XM_001597515.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537714.1_7604.p1
OG0000148	XM_001584961.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537725.1_7615.p1
OG0000148	XM_001587257.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554736.1_1254.p1
OG0000148	XM_001598192.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553568.1_1566.p1
OG0000149	XM_001594094.1.p1, XM_001598606.1.p1	lcl|JBBPDW010000031.1_cds_KAK7537969.1_7391.p1
OG0000150	XM_001591864.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547071.1_4252.p1
OG0000150	XM_001592862.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541407.1_6581.p1
OG0000150	XM_001598441.1.p1	lcl|JBBPDW010000029.1_cds_KAK7538990.1_7097.p1
OG0000151	XM_001590918.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548794.1_3616.p1
OG0000151	XM_001595088.1.p1	lcl|JBBPDW010000032.1_cds_KAK7537854.1_7496.p1
OG0000151	XM_001585695.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552402.1_1818.p1
OG0000153	XM_001589373.1.p1	lcl|JBBPDW010000038.1_cds_KAK7535628.1_8092.p1
OG0000153	XM_001596416.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541390.1_6564.p1
OG0000153	XM_001587427.1.p1	lcl|JBBPDW010000051.1_cds_KAK7532516.1_9272.p1, lcl|JBBPDW010000036.1_cds_KAK7536527.1_7952.p1
OG0000154	XM_001591266.1.p1, XM_001588474.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555806.1_791.p1
OG0000155	XM_001595155.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551494.1_2229.p1
OG0000155	XM_001585183.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537711.1_7601.p1
OG0000156	XM_001590138.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553601.1_1599.p1
OG0000156	XM_001590558.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537765.1_7655.p1
OG0000157	XM_001591936.1.p1	lcl|JBBPDW010000030.1_cds_KAK7538958.1_7349.p1
OG0000157	XM_001584928.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548773.1_3595.p1
OG0000158	XM_001591152.1.p1	lcl|JBBPDW010000064.1_cds_KAK7530132.1_9945.p1
OG0000158	XM_001594650.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545548.1_5024.p1
OG0000159	XM_001586220.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554438.1_956.p1
OG0000159	XM_001597022.1.p1	lcl|JBBPDW010000064.1_cds_KAK7530136.1_9949.p1
OG0000159	XM_001596681.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545702.1_5178.p1
OG0000160	XM_001598265.1.p1	lcl|JBBPDW010000038.1_cds_KAK7535693.1_8157.p1
OG0000160	XM_001598745.1.p1, XM_001590320.1.p1	lcl|JBBPDW010000039.1_cds_KAK7535622.1_8295.p1, lcl|JBBPDW010000044.1_cds_KAK7533717.1_8784.p1
OG0000161	XM_001588180.1.p1	lcl|JBBPDW010000055.1_cds_KAK7531254.1_9521.p1
OG0000161	XM_001585748.1.p1	lcl|JBBPDW010000061.1_cds_KAK7530500.1_9813.p1
OG0000162	XM_001598406.1.p1	lcl|JBBPDW010000034.1_cds_KAK7537612.1_7746.p1
OG0000162	XM_001598925.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541566.1_6416.p1
OG0000162	XM_001592439.1.p1	lcl|JBBPDW010000040.1_cds_KAK7535431.1_8314.p1
OG0000163	XM_001588689.1.p1	lcl|JBBPDW010000046.1_cds_KAK7533509.1_8939.p1
OG0000163	XM_001590923.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548685.1_3507.p1
OG0000163	XM_001587263.1.p1	lcl|JBBPDW010000026.1_cds_KAK7540378.1_6732.p1
OG0000164	XM_001598198.1.p1	lcl|JBBPDW010000015.1_cds_KAK7546333.1_4743.p1
OG0000164	XM_001586644.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546677.1_4486.p1
OG0000165	XM_001594773.1.p1	lcl|JBBPDW010000054.1_cds_KAK7531774.1_9436.p1
OG0000165	XM_001586001.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552577.1_1993.p1
OG0000166	XM_001596176.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550043.1_2944.p1
OG0000166	XM_001596435.1.p1	lcl|JBBPDW010000047.1_cds_KAK7533383.1_8990.p1
OG0000168	XM_001587221.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556986.1_343.p1
OG0000169	XM_001593407.1.p1	lcl|JBBPDW010000068.1_cds_KAK7529709.1_10086.p1
OG0000169	XM_001592310.1.p1	lcl|JBBPDW010000052.1_cds_KAK7531910.1_9389.p1
OG0000169	XM_001594644.1.p1	lcl|JBBPDW010000051.1_cds_KAK7532515.1_9271.p1
OG0000170	XM_001595877.1.p1	lcl|JBBPDW010000047.1_cds_KAK7533452.1_9059.p1
OG0000170	XM_001585258.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552399.1_1815.p1
OG0000171	XM_001590524.1.p1	lcl|JBBPDW010000008.1_cds_KAK7549967.1_2868.p1
OG0000172	XM_001590603.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537807.1_7697.p1
OG0000172	XM_001590018.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548108.1_3746.p1
OG0000172	XM_001585270.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556838.1_195.p1
OG0000173	XM_001593315.1.p1	lcl|JBBPDW010000057.1_cds_KAK7531132.1_9595.p1
OG0000174	XM_001591883.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545332.1_5290.p1
OG0000174	XM_001597061.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553500.1_1498.p1
OG0000174	XM_001590770.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541343.1_6517.p1
OG0000174	XM_001585955.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556656.1_13.p1
OG0000175	XM_001592718.1.p1	lcl|JBBPDW010000063.1_cds_KAK7530419.1_9892.p1
OG0000175	XM_001596839.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545395.1_5353.p1
OG0000176	XM_001594380.1.p1	lcl|JBBPDW010000042.1_cds_KAK7534541.1_8543.p1
OG0000176	XM_001591850.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547107.1_4288.p1
OG0000176	XM_001593131.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553520.1_1518.p1
OG0000177	XM_001591247.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550221.1_3122.p1
OG0000177	XM_001595063.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541401.1_6575.p1
OG0000178	XM_001594170.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551735.1_2470.p1
OG0000178	XM_001597585.1.p1	lcl|JBBPDW010000044.1_cds_KAK7533693.1_8760.p1
OG0000178	XM_001590945.1.p1	lcl|JBBPDW010000038.1_cds_KAK7535705.1_8169.p1
OG0000179	XM_001592860.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541409.1_6583.p1
OG0000179	XM_001594694.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548615.1_3437.p1
OG0000180	XM_001594632.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550657.1_2562.p1
OG0000181	XM_001597256.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555513.1_498.p1
OG0000182	XM_001588602.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537719.1_7609.p1
OG0000182	XM_001595051.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540246.1_6927.p1
OG0000182	XM_001585915.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554691.1_1209.p1
OG0000183	XM_001592775.1.p1	lcl|JBBPDW010000028.1_cds_KAK7539164.1_6984.p1
OG0000184	XM_001594349.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541454.1_6304.p1
OG0000187	XM_001594437.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548807.1_3629.p1
OG0000189	XM_001589775.1.p1	lcl|JBBPDW010000016.1_cds_KAK7545910.1_4889.p1
OG0000189	XM_001592803.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556815.1_172.p1
OG0000190	XM_001590771.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540181.1_6862.p1, lcl|JBBPDW010000026.1_cds_KAK7540271.1_6625.p1
OG0000191	XM_001590112.1.p1	lcl|JBBPDW010000041.1_cds_KAK7534674.1_8474.p1
OG0000192	XM_001594643.1.p1	lcl|JBBPDW010000044.1_cds_KAK7533664.1_8731.p1
OG0000192	XM_001588260.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555834.1_819.p1
OG0000193	XM_001584881.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543318.1_5907.p1, lcl|JBBPDW010000009.1_cds_KAK7549323.1_3217.p1
OG0000194	XM_001589621.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546654.1_4463.p1
OG0000194	XM_001585815.1.p1	lcl|JBBPDW010000034.1_cds_KAK7537599.1_7733.p1
OG0000194	XM_001585468.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546651.1_4460.p1
OG0000195	XM_001597923.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547063.1_4244.p1
OG0000195	XM_001584810.1.p1	lcl|JBBPDW010000073.1_cds_KAK7529400.1_10173.p1
OG0000195	XM_001588295.1.p1	lcl|JBBPDW010000030.1_cds_KAK7538876.1_7267.p1
OG0000196	XM_001592265.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546780.1_4589.p1
OG0000197	XM_001593034.1.p1	lcl|JBBPDW010000042.1_cds_KAK7534520.1_8522.p1
OG0000197	XM_001593240.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541395.1_6569.p1
OG0000198	XM_001589999.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548164.1_3802.p1
OG0000200	XM_001591001.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540114.1_6795.p1
OG0000200	XM_001585608.1.p1	lcl|JBBPDW010000022.1_cds_KAK7542940.1_5955.p1
OG0000201	XM_001590628.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537730.1_7620.p1
OG0000201	XM_001585892.1.p1	lcl|JBBPDW010000071.1_cds_KAK7529428.1_10131.p1
OG0000202	XM_001598912.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541585.1_6435.p1
OG0000203	XM_001586307.1.p1, XM_001590586.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543179.1_5768.p1
OG0000204	XM_001591999.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549379.1_3273.p1, lcl|JBBPDW010000017.1_cds_KAK7545666.1_5142.p1
OG0000204	XM_001587311.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549265.1_3159.p1
OG0000205	XM_001586695.1.p1, XM_001588812.1.p1	lcl|JBBPDW010000032.1_cds_KAK7537900.1_7542.p1
OG0000207	XM_001584718.1.p1	lcl|JBBPDW010000060.1_cds_KAK7530536.1_9759.p1
OG0000210	XM_001597130.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553383.1_1381.p1
OG0000210	XM_001584956.1.p1	lcl|JBBPDW010000043.1_cds_KAK7534495.1_8710.p1
OG0000211	XM_001586269.1.p1	lcl|JBBPDW010000035.1_cds_KAK7536686.1_7883.p1
OG0000212	XM_001588279.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541676.1_6125.p1
OG0000212	XM_001584946.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543183.1_5772.p1
OG0000212	XM_001597073.1.p1	lcl|JBBPDW010000056.1_cds_KAK7531186.1_9548.p1
OG0000213	XM_001589354.1.p1	lcl|JBBPDW010000051.1_cds_KAK7532585.1_9341.p1
OG0000213	XM_001590988.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537811.1_7701.p1
OG0000214	XM_001592574.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552400.1_1816.p1
OG0000214	XM_001596341.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547630.1_4018.p1
OG0000216	XM_001598206.1.p1	lcl|JBBPDW010000015.1_cds_KAK7546280.1_4690.p1
OG0000218	XM_001595415.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552462.1_1878.p1
OG0000220	XM_001586069.1.p1	lcl|JBBPDW010000001.1_cds_KAK7557009.1_366.p1
OG0000220	XM_001591224.1.p1, XM_001593333.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554467.1_985.p1
OG0000221	XM_001588345.1.p1	lcl|JBBPDW010000016.1_cds_KAK7545840.1_4819.p1
OG0000221	XM_001597328.1.p1, XM_001595508.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549380.1_3274.p1
OG0000222	XM_001592463.1.p1	lcl|JBBPDW010000040.1_cds_KAK7535432.1_8315.p1
OG0000225	XM_001588409.1.p1, XM_001585791.1.p1, XM_001591733.1.p1, XM_001585788.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550018.1_2919.p1
OG0000226	XM_001591492.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547149.1_4330.p1
OG0000226	XM_001584873.1.p1	lcl|JBBPDW010000016.1_cds_KAK7545841.1_4820.p1
OG0000227	XM_001596721.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541677.1_6126.p1
OG0000227	XM_001597258.1.p1	lcl|JBBPDW010000064.1_cds_KAK7530120.1_9933.p1
OG0000227	XM_001598493.1.p1	lcl|JBBPDW010000049.1_cds_KAK7532723.1_9164.p1
OG0000228	XM_001598326.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553565.1_1563.p1
OG0000228	XM_001590417.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548680.1_3502.p1
OG0000228	XM_001594524.1.p1	lcl|JBBPDW010000034.1_cds_KAK7537665.1_7799.p1
OG0000229	XM_001584665.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553638.1_1636.p1
OG0000229	XM_001592829.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540111.1_6792.p1
OG0000230	XM_001595688.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553630.1_1628.p1
OG0000230	XM_001584950.1.p1	lcl|JBBPDW010000022.1_cds_KAK7542956.1_5971.p1
OG0000231	XM_001591186.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556847.1_204.p1
OG0000231	XM_001595459.1.p1, XM_001591268.1.p1	lcl|JBBPDW010000020.1_cds_KAK7543594.1_5739.p1
OG0000232	XM_001589722.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553364.1_1362.p1
OG0000235	XM_001587120.1.p1	lcl|JBBPDW010000032.1_cds_KAK7537857.1_7499.p1
OG0000236	XM_001596648.1.p1	lcl|JBBPDW010000022.1_cds_KAK7543092.1_6107.p1
OG0000237	XM_001585240.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543340.1_5929.p1
OG0000237	XM_001587970.1.p1	lcl|JBBPDW010000051.1_cds_KAK7532519.1_9275.p1
OG0000237	XM_001598176.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553588.1_1586.p1
OG0000238	XM_001587158.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541421.1_6595.p1
