Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Ustilago_maydis_rna_prot
OG0000338	XM_001595733.1.p1	XM_011389783.1.p1
OG0000338	XM_001589919.1.p1	XM_011394329.1.p1
OG0000339	XM_001588030.1.p1	XM_011389401.1.p1
OG0000339	XM_001597935.1.p1	XM_011388351.1.p1
OG0000340	XM_001593244.1.p1	XM_011390720.1.p1
OG0000343	XM_001593775.1.p1	XM_011392098.1.p1
OG0000343	XM_001588828.1.p1	XM_011394038.1.p1
OG0000346	XM_001588685.1.p1	XM_011393884.1.p1
OG0000347	XM_001588291.1.p1	XM_011388767.1.p1
OG0000347	XM_001594045.1.p1	XM_011390087.1.p1
OG0000349	XM_001593457.1.p1, XM_001587426.1.p1, XM_001588714.1.p1	XM_011387837.1.p1
OG0000350	XM_001594577.1.p1	XM_011391892.1.p1
OG0000350	XM_001585929.1.p1	XM_011387895.1.p1
OG0000351	XM_001592911.1.p1	XM_011390997.1.p1
OG0000353	XM_001594393.1.p1, XM_001588067.1.p1	XM_011393842.1.p1
OG0000354	XM_001594173.1.p1, XM_001594672.1.p1	XM_011389087.1.p1
OG0000355	XM_001590970.1.p1, XM_001585849.1.p1	XM_011392814.1.p1
OG0000356	XM_001598020.1.p1	XM_011388606.1.p1
OG0000356	XM_001589024.1.p1	XM_011392385.1.p1
OG0000356	XM_001594952.1.p1	XM_011388792.1.p1
OG0000357	XM_001584508.1.p1	XM_011388377.1.p1
OG0000357	XM_001596882.1.p1	XM_011388123.1.p1
OG0000361	XM_001597018.1.p1, XM_001586289.1.p1, XM_001584885.1.p1	XM_011394309.1.p1, XM_011387763.1.p1, XM_011393544.1.p1
OG0000362	XM_001588879.1.p1, XM_001592261.1.p1	XM_011389842.1.p1
OG0000364	XM_001586746.1.p1	XM_011389350.1.p1
OG0000366	XM_001585303.1.p1, XM_001592514.1.p1	XM_011389406.1.p1
OG0000368	XM_001586991.1.p1	XM_011391610.1.p1
OG0000369	XM_001585931.1.p1	XM_011391194.1.p1, XM_011394426.1.p1
OG0000370	XM_001596117.1.p1, XM_001596116.1.p1	XM_011391309.1.p1
OG0000375	XM_001586362.1.p1, XM_001597921.1.p1, XM_001589897.1.p1	XM_011393038.1.p1
OG0000376	XM_001588139.1.p1	XM_011390941.1.p1
OG0000376	XM_001587757.1.p1	XM_011391020.1.p1
OG0000378	XM_001596864.1.p1	XM_011391097.1.p1
OG0000378	XM_001594848.1.p1	XM_011391342.1.p1
OG0000379	XM_001588044.1.p1	XM_011392129.1.p1
OG0000379	XM_001592931.1.p1	XM_011393166.1.p1
OG0000380	XM_001584697.1.p1	XM_011393115.1.p1
OG0000380	XM_001597824.1.p1	XM_011393660.1.p1
OG0000381	XM_001596277.1.p1	XM_011393380.1.p1
OG0000381	XM_001586516.1.p1	XM_011391140.1.p1
OG0000382	XM_001589705.1.p1, XM_001586499.1.p1	XM_011393744.1.p1
OG0000383	XM_001595200.1.p1	XM_011388822.1.p1
OG0000385	XM_001594849.1.p1	XM_011394365.1.p1
OG0000385	XM_001591151.1.p1	XM_011391130.1.p1
OG0000388	XM_001587153.1.p1	XM_011391410.1.p1
OG0000388	XM_001588257.1.p1	XM_011394138.1.p1
OG0000389	XM_001593189.1.p1	XM_011391843.1.p1, XM_011390247.1.p1
OG0000390	XM_001591034.1.p1	XM_011394220.1.p1
OG0000391	XM_001597617.1.p1	XM_011393236.1.p1
OG0000393	XM_001596263.1.p1	XM_011388655.1.p1
OG0000393	XM_001597320.1.p1	XM_011388959.1.p1
OG0000395	XM_001597922.1.p1	XM_011389024.1.p1
OG0000395	XM_001592276.1.p1	XM_011389951.1.p1
OG0000398	XM_001597851.1.p1	XM_011389334.1.p1
OG0000398	XM_001591395.1.p1	XM_011389949.1.p1
OG0000399	XM_001598920.1.p1	XM_011388290.1.p1
OG0000399	XM_001586912.1.p1	XM_011389505.1.p1
OG0000401	XM_001598784.1.p1, XM_001589106.1.p1	XM_011388581.1.p1, XM_011391702.1.p1, XM_011393879.1.p1, XM_011388560.1.p1, XM_011393880.1.p1, XM_011393881.1.p1, XM_011393164.1.p1, XM_011391204.1.p1
OG0000403	XM_001590733.1.p1	XM_011391877.1.p1
OG0000404	XM_001593260.1.p1, XM_001584912.1.p1	XM_011392152.1.p1
OG0000406	XM_001591376.1.p1, XM_001587466.1.p1, XM_001594065.1.p1, XM_001585365.1.p1, XM_001588382.1.p1, XM_001597697.1.p1, XM_001598803.1.p1, XM_001594890.1.p1, XM_001584976.1.p1, XM_001587358.1.p1, XM_001596739.1.p1, XM_001597514.1.p1, XM_001586681.1.p1, XM_001589974.1.p1, XM_001587025.1.p1, XM_001587355.1.p1, XM_001595252.1.p1, XM_001586284.1.p1, XM_001584632.1.p1, XM_001593304.1.p1, XM_001591557.1.p1, XM_001584663.1.p1, XM_001585881.1.p1, XM_001598777.1.p1, XM_001588509.1.p1, XM_001593462.1.p1, XM_001584730.1.p1, XM_001592272.1.p1, XM_001593463.1.p1, XM_001586382.1.p1, XM_001587791.1.p1, XM_001587047.1.p1, XM_001589570.1.p1, XM_001587024.1.p1	XM_011391600.1.p1
OG0000407	XM_001594751.1.p1	XM_011391995.1.p1
OG0000408	XM_001590719.1.p1	XM_011392226.1.p1
OG0000408	XM_001588056.1.p1	XM_011391913.1.p1
OG0000409	XM_001591593.1.p1	XM_011390475.1.p1
OG0000409	XM_001594161.1.p1	XM_011387980.1.p1
OG0000411	XM_001585214.1.p1	XM_011392341.1.p1
OG0000411	XM_001593430.1.p1	XM_011392422.1.p1
OG0000412	XM_001592689.1.p1	XM_011387717.1.p1
OG0000412	XM_001590537.1.p1	XM_011391131.1.p1
OG0000413	XM_001585222.1.p1, XM_001593426.1.p1	XM_011393600.1.p1
OG0000414	XM_001595899.1.p1	XM_011393421.1.p1
OG0000414	XM_001588538.1.p1	XM_011394307.1.p1
OG0000415	XM_001590013.1.p1	XM_011390596.1.p1
OG0000416	XM_001585521.1.p1, XM_001595781.1.p1	XM_011387718.1.p1
OG0000417	XM_001594077.1.p1, XM_001595020.1.p1	XM_011390719.1.p1
OG0000418	XM_001597732.1.p1, XM_001594531.1.p1	XM_011388390.1.p1
OG0000420	XM_001597867.1.p1, XM_001586169.1.p1	XM_011390146.1.p1
OG0000421	XM_001586054.1.p1	XM_011393957.1.p1
OG0000422	XM_001592710.1.p1, XM_001586710.1.p1, XM_001585755.1.p1	XM_011394399.1.p1
OG0000423	XM_001591595.1.p1	XM_011393260.1.p1, XM_011390736.1.p1, XM_011390480.1.p1, XM_011390443.1.p1
OG0000423	XM_001597246.1.p1	XM_011390815.1.p1, XM_011389290.1.p1
OG0000424	XM_001584735.1.p1	XM_011388784.1.p1, XM_011393390.1.p1
OG0000425	XM_001595569.1.p1	XM_011388165.1.p1
OG0000426	XM_001594352.1.p1	XM_011393005.1.p1
OG0000426	XM_001595306.1.p1	XM_011388623.1.p1
OG0000427	XM_001596733.1.p1	XM_011388485.1.p1
OG0000428	XM_001591689.1.p1	XM_011392090.1.p1
OG0000428	XM_001592756.1.p1	XM_011389330.1.p1
OG0000429	XM_001596406.1.p1	XM_011392237.1.p1
OG0000429	XM_001589525.1.p1	XM_011393991.1.p1
OG0000431	XM_001595021.1.p1	XM_011393441.1.p1
OG0000432	XM_001592025.1.p1	XM_011391305.1.p1
OG0000432	XM_001595641.1.p1	XM_011391764.1.p1
OG0000433	XM_001590463.1.p1	XM_011389604.1.p1
OG0000437	XM_001586166.1.p1, XM_001594881.1.p1	XM_011391472.1.p1, XM_011390383.1.p1
OG0000438	XM_001594730.1.p1	XM_011392685.1.p1
OG0000439	XM_001594207.1.p1	XM_011390478.1.p1, XM_011393746.1.p1
OG0000440	XM_001592376.1.p1	XM_011388654.1.p1
OG0000440	XM_001596584.1.p1	XM_011393935.1.p1
OG0000441	XM_001598052.1.p1	XM_011389082.1.p1
OG0000441	XM_001587956.1.p1	XM_011391816.1.p1
OG0000442	XM_001594041.1.p1	XM_011388629.1.p1
OG0000442	XM_001595999.1.p1	XM_011392395.1.p1
OG0000443	XM_001597889.1.p1	XM_011388336.1.p1
OG0000443	XM_001589171.1.p1	XM_011387950.1.p1
OG0000447	XM_001592798.1.p1, XM_001598386.1.p1	XM_011390311.1.p1
OG0000447	XM_001590963.1.p1	XM_011389542.1.p1
OG0000448	XM_001596951.1.p1	XM_011392962.1.p1
OG0000448	XM_001589303.1.p1	XM_011390801.1.p1
OG0000450	XM_001587231.1.p1, XM_001587855.1.p1	XM_011391774.1.p1
OG0000451	XM_001598145.1.p1	XM_011393814.1.p1
OG0000451	XM_001590342.1.p1	XM_011391554.1.p1
OG0000456	XM_001586769.1.p1	XM_011390537.1.p1
OG0000456	XM_001590674.1.p1	XM_011392419.1.p1
OG0000457	XM_001597364.1.p1	XM_011393771.1.p1
OG0000457	XM_001595651.1.p1	XM_011390955.1.p1
OG0000458	XM_001594303.1.p1	XM_011388933.1.p1
OG0000458	XM_001589273.1.p1	XM_011388932.1.p1
OG0000459	XM_001595847.1.p1	XM_011390084.1.p1
OG0000459	XM_001588033.1.p1	XM_011390209.1.p1
OG0000460	XM_001597572.1.p1, XM_001597304.1.p1	XM_011388855.1.p1
OG0000461	XM_001594597.1.p1, XM_001594596.1.p1	XM_011394347.1.p1
OG0000461	XM_001590763.1.p1	XM_011391823.1.p1
OG0000463	XM_001595247.1.p1	XM_011392534.1.p1
OG0000465	XM_001596182.1.p1	XM_011392718.1.p1
OG0000465	XM_001598498.1.p1	XM_011390526.1.p1
OG0000467	XM_001588516.1.p1, XM_001588214.1.p1	XM_011392876.1.p1
OG0000468	XM_001595597.1.p1, XM_001585150.1.p1	XM_011390682.1.p1
OG0000469	XM_001586974.1.p1	XM_011393234.1.p1
OG0000469	XM_001588006.1.p1	XM_011388646.1.p1
OG0000470	XM_001589646.1.p1	XM_011389717.1.p1
OG0000470	XM_001589696.1.p1	XM_011393878.1.p1
OG0000471	XM_001589081.1.p1	XM_011392608.1.p1
OG0000471	XM_001597763.1.p1	XM_011394124.1.p1
OG0000472	XM_001596286.1.p1, XM_001592203.1.p1, XM_001598844.1.p1	XM_011392652.1.p1
OG0000473	XM_001597336.1.p1	XM_011393943.1.p1
OG0000473	XM_001585585.1.p1	XM_011392776.1.p1
OG0000474	XM_001586657.1.p1	XM_011391176.1.p1
OG0000474	XM_001586656.1.p1	XM_011389816.1.p1, XM_011390182.1.p1
OG0000475	XM_001586521.1.p1	XM_011394410.1.p1
OG0000476	XM_001595211.1.p1	XM_011389424.1.p1
OG0000476	XM_001584773.1.p1	XM_011390931.1.p1
OG0000477	XM_001598467.1.p1	XM_011392425.1.p1
OG0000477	XM_001587693.1.p1	XM_011389344.1.p1
OG0000479	XM_001592726.1.p1	XM_011390766.1.p1
OG0000485	XM_001592093.1.p1	XM_011388550.1.p1
OG0000486	XM_001590667.1.p1, XM_001594460.1.p1	XM_011393936.1.p1
OG0000490	XM_001589239.1.p1	XM_011388054.1.p1
OG0000491	XM_001591479.1.p1	XM_011391088.1.p1
OG0000491	XM_001590012.1.p1	XM_011389362.1.p1
OG0000492	XM_001589340.1.p1	XM_011388898.1.p1
OG0000492	XM_001589980.1.p1, XM_001586411.1.p1	XM_011391002.1.p1
OG0000493	XM_001589112.1.p1, XM_001591427.1.p1, XM_001596490.1.p1	XM_011391697.1.p1
OG0000494	XM_001594386.1.p1	XM_011390610.1.p1
OG0000496	XM_001593971.1.p1	XM_011389519.1.p1
OG0000497	XM_001596284.1.p1	XM_011389088.1.p1
OG0000498	XM_001586996.1.p1, XM_001595543.1.p1	XM_011387705.1.p1
OG0000499	XM_001594743.1.p1, XM_001588554.1.p1	XM_011390062.1.p1
OG0000500	XM_001584816.1.p1	XM_011392924.1.p1
OG0000501	XM_001584728.1.p1	XM_011394025.1.p1
OG0000501	XM_001591462.1.p1	XM_011391839.1.p1
OG0000502	XM_001585206.1.p1	XM_011387981.1.p1
OG0000502	XM_001590161.1.p1	XM_011393061.1.p1
OG0000503	XM_001597809.1.p1	XM_011391208.1.p1
OG0000506	XM_001596570.1.p1	XM_011390166.1.p1
OG0000506	XM_001585581.1.p1	XM_011393397.1.p1
OG0000507	XM_001592146.1.p1	XM_011394171.1.p1
OG0000507	XM_001594601.1.p1	XM_011393513.1.p1
OG0000508	XM_001589593.1.p1	XM_011394152.1.p1
OG0000509	XM_001587359.1.p1	XM_011392148.1.p1
OG0000509	XM_001593419.1.p1	XM_011394003.1.p1
OG0000513	XM_001592425.1.p1, XM_001598868.1.p1	XM_011393774.1.p1, XM_011393326.1.p1
OG0000514	XM_001593274.1.p1	XM_011390435.1.p1, XM_011391144.1.p1
OG0000517	XM_001590260.1.p1	XM_011393587.1.p1
OG0000517	XM_001588081.1.p1	XM_011389237.1.p1
OG0000518	XM_001590757.1.p1	XM_011392192.1.p1
OG0000518	XM_001597485.1.p1	XM_011391637.1.p1
OG0000519	XM_001588250.1.p1	XM_011388760.1.p1
OG0000519	XM_001592932.1.p1	XM_011392112.1.p1
OG0000520	XM_001596455.1.p1, XM_001591603.1.p1	XM_011392050.1.p1
OG0000522	XM_001595612.1.p1	XM_011391594.1.p1
OG0000522	XM_001597943.1.p1	XM_011388559.1.p1
OG0000523	XM_001586040.1.p1	XM_011388246.1.p1
OG0000523	XM_001585437.1.p1	XM_011387905.1.p1
OG0000525	XM_001594404.1.p1	XM_011391490.1.p1
OG0000525	XM_001593959.1.p1	XM_011392258.1.p1
OG0000532	XM_001593715.1.p1	XM_011391106.1.p1
OG0000532	XM_001596173.1.p1	XM_011390419.1.p1, XM_011389983.1.p1
OG0000534	XM_001590058.1.p1	XM_011391070.1.p1
OG0000534	XM_001590038.1.p1	XM_011393181.1.p1
OG0000540	XM_001594074.1.p1	XM_011389757.1.p1
OG0000542	XM_001593826.1.p1, XM_001588481.1.p1, XM_001592953.1.p1	XM_011388283.1.p1, XM_011391161.1.p1
OG0000543	XM_001595141.1.p1, XM_001594622.1.p1	XM_011393167.1.p1
OG0000544	XM_001585633.1.p1, XM_001590593.1.p1	XM_011390572.1.p1
OG0000545	XM_001588276.1.p1	XM_011392466.1.p1, XM_011392069.1.p1
OG0000546	XM_001585394.1.p1, XM_001594546.1.p1	XM_011389091.1.p1
OG0000547	XM_001597908.1.p1	XM_011390710.1.p1
OG0000547	XM_001595656.1.p1	XM_011391099.1.p1
OG0000548	XM_001598930.1.p1	XM_011389336.1.p1
OG0000554	XM_001593422.1.p1	XM_011389317.1.p1
OG0000556	XM_001597214.1.p1, XM_001595928.1.p1	XM_011387844.1.p1
OG0000557	XM_001588649.1.p1	XM_011392972.1.p1
OG0000558	XM_001590696.1.p1	XM_011392774.1.p1
OG0000561	XM_001592440.1.p1	XM_011389125.1.p1, XM_011388732.1.p1
OG0000562	XM_001595328.1.p1	XM_011391332.1.p1
OG0000563	XM_001597235.1.p1, XM_001584930.1.p1	XM_011392213.1.p1
OG0000564	XM_001589362.1.p1	XM_011393053.1.p1
OG0000565	XM_001591908.1.p1	XM_011389047.1.p1
OG0000565	XM_001586006.1.p1	XM_011390461.1.p1
OG0000566	XM_001592658.1.p1	XM_011392212.1.p1
OG0000567	XM_001586497.1.p1	XM_011390230.1.p1
OG0000568	XM_001586737.1.p1, XM_001595590.1.p1	XM_011389035.1.p1
OG0000570	XM_001590616.1.p1	XM_011391879.1.p1
OG0000571	XM_001596650.1.p1	XM_011391704.1.p1
OG0000572	XM_001588215.1.p1	XM_011391796.1.p1
OG0000573	XM_001598905.1.p1	XM_011393207.1.p1
OG0000574	XM_001586519.1.p1	XM_011391068.1.p1
OG0000575	XM_001588302.1.p1	XM_011394446.1.p1
OG0000577	XM_001594482.1.p1	XM_011390724.1.p1, XM_011392320.1.p1
OG0000577	XM_001597370.1.p1	XM_011387957.1.p1
OG0000578	XM_001585543.1.p1, XM_001596093.1.p1	XM_011392651.1.p1
OG0000579	XM_001598740.1.p1, XM_001598216.1.p1	XM_011389447.1.p1
OG0000580	XM_001589111.1.p1, XM_001595987.1.p1	XM_011393959.1.p1
OG0000581	XM_001598836.1.p1, XM_001585825.1.p1	XM_011392405.1.p1
OG0000582	XM_001592617.1.p1	XM_011388752.1.p1
OG0000582	XM_001592459.1.p1	XM_011394155.1.p1
OG0000583	XM_001587683.1.p1	XM_011392592.1.p1
OG0000584	XM_001584971.1.p1	XM_011391340.1.p1
OG0000584	XM_001584969.1.p1	XM_011391207.1.p1
OG0000585	XM_001594243.1.p1	XM_011389078.1.p1
OG0000586	XM_001596162.1.p1	XM_011389504.1.p1
OG0000587	XM_001588230.1.p1	XM_011392188.1.p1
OG0000588	XM_001586513.1.p1	XM_011391853.1.p1
OG0000588	XM_001586815.1.p1	XM_011390154.1.p1
OG0000589	XM_001593383.1.p1	XM_011394293.1.p1
OG0000591	XM_001585967.1.p1	XM_011390471.1.p1
OG0000593	XM_001589346.1.p1	XM_011391673.1.p1, XM_011389455.1.p1
OG0000594	XM_001588641.1.p1	XM_011390249.1.p1
OG0000595	XM_001589667.1.p1, XM_001587433.1.p1	XM_011392432.1.p1
OG0000596	XM_001598489.1.p1	XM_011393026.1.p1
OG0000597	XM_001586224.1.p1	XM_011392586.1.p1
OG0000598	XM_001592151.1.p1	XM_011391574.1.p1
OG0000599	XM_001590786.1.p1	XM_011389945.1.p1
OG0000599	XM_001598047.1.p1	XM_011389536.1.p1
OG0000600	XM_001598296.1.p1	XM_011389843.1.p1
OG0000602	XM_001593423.1.p1	XM_011389523.1.p1
OG0000603	XM_001589302.1.p1	XM_011387701.1.p1
OG0000607	XM_001590536.1.p1	XM_011394206.1.p1
OG0000608	XM_001588104.1.p1, XM_001585159.1.p1	XM_011389666.1.p1
OG0000610	XM_001592833.1.p1	XM_011391951.1.p1
OG0000610	XM_001587685.1.p1	XM_011393395.1.p1
OG0000611	XM_001584794.1.p1, XM_001588443.1.p1	XM_011390481.1.p1
OG0000612	XM_001585145.1.p1, XM_001585254.1.p1	XM_011389534.1.p1
OG0000613	XM_001598913.1.p1	XM_011394319.1.p1
OG0000613	XM_001590405.1.p1	XM_011393739.1.p1
OG0000614	XM_001596566.1.p1, XM_001595436.1.p1	XM_011388081.1.p1
OG0000617	XM_001593217.1.p1	XM_011390258.1.p1
OG0000617	XM_001591019.1.p1	XM_011390024.1.p1
OG0000618	XM_001591111.1.p1	XM_011388829.1.p1
OG0000619	XM_001584618.1.p1	XM_011393281.1.p1
OG0000620	XM_001588805.1.p1	XM_011388799.1.p1
OG0000621	XM_001596841.1.p1	XM_011390800.1.p1
OG0000624	XM_001594377.1.p1	XM_011393375.1.p1
OG0000625	XM_001589315.1.p1, XM_001589316.1.p1	XM_011390868.1.p1
OG0000627	XM_001587865.1.p1	XM_011390958.1.p1
OG0000627	XM_001597895.1.p1	XM_011393913.1.p1
OG0000628	XM_001586561.1.p1	XM_011391466.1.p1
OG0000629	XM_001594794.1.p1	XM_011393855.1.p1
OG0000630	XM_001589004.1.p1	XM_011392384.1.p1
OG0000633	XM_001584744.1.p1	XM_011388045.1.p1
OG0000633	XM_001590819.1.p1	XM_011392587.1.p1
OG0000634	XM_001593326.1.p1	XM_011391254.1.p1
OG0000641	XM_001586942.1.p1	XM_011389324.1.p1
OG0000644	XM_001591795.1.p1	XM_011390559.1.p1
OG0000645	XM_001590830.1.p1, XM_001589099.1.p1	XM_011389188.1.p1
OG0000646	XM_001590778.1.p1	XM_011391645.1.p1
OG0000648	XM_001589012.1.p1	XM_011388154.1.p1
OG0000649	XM_001589418.1.p1, XM_001589600.1.p1	XM_011390808.1.p1
OG0000650	XM_001598771.1.p1	XM_011390069.1.p1
OG0000651	XM_001588210.1.p1	XM_011393428.1.p1, XM_011387793.1.p1
OG0000652	XM_001592321.1.p1	XM_011388885.1.p1
OG0000653	XM_001594099.1.p1	XM_011390622.1.p1
OG0000658	XM_001588121.1.p1, XM_001585190.1.p1, XM_001590345.1.p1	XM_011392201.1.p1
OG0000659	XM_001588433.1.p1	XM_011392163.1.p1
OG0000659	XM_001597588.1.p1	XM_011394298.1.p1
OG0000660	XM_001587702.1.p1	XM_011388983.1.p1
OG0000661	XM_001591625.1.p1	XM_011393116.1.p1
OG0000662	XM_001587349.1.p1	XM_011389893.1.p1, XM_011388345.1.p1
OG0000663	XM_001595888.1.p1	XM_011390037.1.p1
OG0000665	XM_001597611.1.p1	XM_011388893.1.p1
OG0000665	XM_001587764.1.p1	XM_011388613.1.p1
OG0000666	XM_001588311.1.p1, XM_001590386.1.p1	XM_011389593.1.p1
OG0000675	XM_001593877.1.p1	XM_011389806.1.p1, XM_011392197.1.p1
OG0000677	XM_001595573.1.p1, XM_001590843.1.p1	XM_011392088.1.p1
OG0000678	XM_001586952.1.p1, XM_001591970.1.p1	XM_011390750.1.p1
OG0000681	XM_001588807.1.p1, XM_001593083.1.p1	XM_011389218.1.p1
OG0000682	XM_001593644.1.p1, XM_001598135.1.p1	XM_011394106.1.p1
OG0000686	XM_001592583.1.p1	XM_011388991.1.p1, XM_011389852.1.p1
OG0000687	XM_001590432.1.p1, XM_001588710.1.p1	XM_011391966.1.p1
OG0000688	XM_001584724.1.p1, XM_001597165.1.p1	XM_011393547.1.p1
OG0000690	XM_001592277.1.p1	XM_011389544.1.p1
OG0000692	XM_001593436.1.p1	XM_011394462.1.p1
OG0000694	XM_001592443.1.p1	XM_011392625.1.p1
OG0000695	XM_001598068.1.p1	XM_011392570.1.p1
OG0000696	XM_001591039.1.p1	XM_011389720.1.p1
OG0000697	XM_001592369.1.p1	XM_011393686.1.p1
OG0000700	XM_001596857.1.p1	XM_011388880.1.p1
OG0000702	XM_001590377.1.p1	XM_011392740.1.p1
OG0000703	XM_001586680.1.p1, XM_001584591.1.p1, XM_001593587.1.p1	XM_011392860.1.p1
OG0000704	XM_001593295.1.p1, XM_001598316.1.p1	XM_011393807.1.p1
OG0000709	XM_001588477.1.p1	XM_011389555.1.p1
OG0000722	XM_001591074.1.p1	XM_011390029.1.p1
OG0000723	XM_001597476.1.p1	XM_011393691.1.p1
OG0000723	XM_001595771.1.p1	XM_011394385.1.p1
OG0000724	XM_001597293.1.p1, XM_001593210.1.p1	XM_011389546.1.p1, XM_011387787.1.p1
OG0000726	XM_001589268.1.p1, XM_001587474.1.p1, XM_001595123.1.p1, XM_001591330.1.p1	XM_011390110.1.p1
OG0000727	XM_001591832.1.p1	XM_011389028.1.p1, XM_011389414.1.p1
OG0000729	XM_001593697.1.p1, XM_001596580.1.p1	XM_011388700.1.p1
OG0000730	XM_001592960.1.p1	XM_011391923.1.p1
OG0000731	XM_001598010.1.p1	XM_011388340.1.p1
OG0000733	XM_001590502.1.p1	XM_011389758.1.p1
OG0000733	XM_001590497.1.p1	XM_011392143.1.p1
OG0000736	XM_001586755.1.p1	XM_011389854.1.p1, XM_011390367.1.p1
OG0000738	XM_001589763.1.p1	XM_011390758.1.p1, XM_011389977.1.p1
OG0000741	XM_001597032.1.p1, XM_001585910.1.p1	XM_011391184.1.p1
OG0000742	XM_001597193.1.p1, XM_001598237.1.p1	XM_011390275.1.p1
OG0000743	XM_001591205.1.p1	XM_011392052.1.p1
OG0000751	XM_001589822.1.p1, XM_001596945.1.p1	XM_011392906.1.p1
OG0000757	XM_001593138.1.p1	XM_011391185.1.p1
OG0000758	XM_001590577.1.p1	XM_011390233.1.p1
OG0000759	XM_001593983.1.p1, XM_001584997.1.p1	XM_011388996.1.p1
OG0000761	XM_001592728.1.p1	XM_011389545.1.p1
OG0000761	XM_001592729.1.p1	XM_011387946.1.p1
OG0000762	XM_001594392.1.p1, XM_001585091.1.p1, XM_001590564.1.p1	XM_011390163.1.p1
OG0000764	XM_001590789.1.p1	XM_011388535.1.p1
OG0000764	XM_001589307.1.p1	XM_011393643.1.p1
OG0000767	XM_001594777.1.p1, XM_001596669.1.p1	XM_011394014.1.p1
OG0000772	XM_001596787.1.p1	XM_011391377.1.p1
OG0000773	XM_001589152.1.p1, XM_001585787.1.p1	XM_011392979.1.p1, XM_011388677.1.p1
OG0000775	XM_001588040.1.p1	XM_011394419.1.p1
OG0000776	XM_001587360.1.p1, XM_001587558.1.p1	XM_011392207.1.p1, XM_011392182.1.p1, XM_011388612.1.p1
OG0000777	XM_001589734.1.p1	XM_011392471.1.p1
OG0000779	XM_001596814.1.p1	XM_011389560.1.p1
OG0000780	XM_001596764.1.p1	XM_011388158.1.p1
OG0000780	XM_001589984.1.p1	XM_011390007.1.p1
OG0000781	XM_001591637.1.p1	XM_011394095.1.p1
OG0000782	XM_001592743.1.p1	XM_011391484.1.p1
OG0000788	XM_001593948.1.p1	XM_011388008.1.p1
OG0000789	XM_001595138.1.p1	XM_011391936.1.p1
OG0000790	XM_001588713.1.p1, XM_001588711.1.p1	XM_011391230.1.p1
OG0000791	XM_001594295.1.p1, XM_001589639.1.p1	XM_011389240.1.p1
OG0000792	XM_001590492.1.p1, XM_001593640.1.p1, XM_001592943.1.p1	XM_011391694.1.p1, XM_011391169.1.p1, XM_011391168.1.p1, XM_011391832.1.p1, XM_011390849.1.p1, XM_011391693.1.p1
OG0000793	XM_001588947.1.p1, XM_001588068.1.p1, XM_001588367.1.p1, XM_001595542.1.p1	XM_011388079.1.p1
OG0000794	XM_001589028.1.p1	XM_011392948.1.p1
OG0000795	XM_001596838.1.p1	XM_011393114.1.p1
OG0000796	XM_001590467.1.p1, XM_001597758.1.p1	XM_011390786.1.p1
OG0000797	XM_001586761.1.p1	XM_011391421.1.p1
OG0000798	XM_001591069.1.p1	XM_011393693.1.p1
OG0000800	XM_001586023.1.p1, XM_001592009.1.p1	XM_011388220.1.p1
OG0000804	XM_001586190.1.p1	XM_011389457.1.p1
OG0000806	XM_001589187.1.p1	XM_011390678.1.p1
OG0000807	XM_001587026.1.p1, XM_001597524.1.p1	XM_011392905.1.p1
OG0000808	XM_001597536.1.p1	XM_011394199.1.p1
OG0000809	XM_001598101.1.p1	XM_011393068.1.p1
OG0000810	XM_001592962.1.p1	XM_011392871.1.p1
OG0000811	XM_001589102.1.p1, XM_001594369.1.p1	XM_011389550.1.p1
OG0000812	XM_001593803.1.p1, XM_001596379.1.p1	XM_011390684.1.p1
OG0000813	XM_001592242.1.p1	XM_011391710.1.p1
OG0000815	XM_001590827.1.p1	XM_011388183.1.p1
OG0000819	XM_001595146.1.p1, XM_001595145.1.p1	XM_011392071.1.p1
OG0000821	XM_001596577.1.p1, XM_001594411.1.p1, XM_001594412.1.p1	XM_011391748.1.p1
OG0000823	XM_001594941.1.p1	XM_011388609.1.p1
OG0000824	XM_001596316.1.p1	XM_011394105.1.p1
OG0000835	XM_001594972.1.p1	XM_011388208.1.p1, XM_011393568.1.p1
OG0000837	XM_001589349.1.p1	XM_011388189.1.p1
OG0000840	XM_001590356.1.p1, XM_001598433.1.p1, XM_001591761.1.p1	XM_011389417.1.p1
OG0000842	XM_001590686.1.p1, XM_001590759.1.p1	XM_011390725.1.p1
OG0000843	XM_001595926.1.p1	XM_011389346.1.p1
OG0000844	XM_001588877.1.p1	XM_011390846.1.p1
OG0000846	XM_001590812.1.p1	XM_011389981.1.p1
OG0000847	XM_001590428.1.p1	XM_011388764.1.p1
OG0000848	XM_001596923.1.p1, XM_001593063.1.p1	XM_011392185.1.p1
OG0000849	XM_001598887.1.p1	XM_011393439.1.p1
OG0000850	XM_001590302.1.p1, XM_001591407.1.p1, XM_001598854.1.p1, XM_001592294.1.p1	XM_011392322.1.p1
OG0000851	XM_001598336.1.p1, XM_001589806.1.p1	XM_011393764.1.p1
OG0000853	XM_001591040.1.p1	XM_011389967.1.p1
OG0000855	XM_001591217.1.p1	XM_011393858.1.p1
OG0000856	XM_001593053.1.p1, XM_001592531.1.p1	XM_011393372.1.p1
OG0000858	XM_001595785.1.p1	XM_011392157.1.p1
