Orthogroup	Sclerotinia_sclerotiorum	Phytophthora_infestans
OG0002459	XM_001597089.1.p1	XM_002899983.1.p1
OG0002460	XM_001597087.1.p1	XM_002999092.1.p1
OG0002461	XM_001597632.1.p1	XM_002895709.1.p1
OG0002462	XM_001597626.1.p1	XM_002906560.1.p1
OG0002463	XM_001593937.1.p1	XM_002900174.1.p1
OG0002468	XM_001593573.1.p1	XM_002906625.1.p1
OG0002470	XM_001593610.1.p1	XM_002999121.1.p1
OG0002471	XM_001594024.1.p1	XM_002997390.1.p1
OG0002472	XM_001590011.1.p1	XM_002998374.1.p1
OG0002473	XM_001590009.1.p1	XM_002904344.1.p1
OG0002474	XM_001590008.1.p1	XM_002896308.1.p1
OG0002475	XM_001595210.1.p1	XM_002999223.1.p1
OG0002477	XM_001595158.1.p1	XM_002907941.1.p1
OG0002478	XM_001592753.1.p1	XM_002999034.1.p1
OG0002480	XM_001593013.1.p1	XM_002899876.1.p1
OG0002481	XM_001593009.1.p1	XM_002903937.1.p1
OG0002482	XM_001593007.1.p1	XM_002907215.1.p1
OG0002483	XM_001592999.1.p1	XM_002908865.1.p1
OG0002484	XM_001588998.1.p1	XM_002899040.1.p1
OG0002485	XM_001588997.1.p1	XM_002900789.1.p1
OG0002486	XM_001588995.1.p1	XM_002901595.1.p1
OG0002487	XM_001588990.1.p1	XM_002901844.1.p1
OG0002488	XM_001588986.1.p1	XM_002908090.1.p1
OG0002489	XM_001588979.1.p1	XM_002907479.1.p1, XM_002894816.1.p1
OG0002490	XM_001588980.1.p1	XM_002907856.1.p1
OG0002491	XM_001597841.1.p1	XM_002901380.1.p1
OG0002492	XM_001597846.1.p1	XM_002907599.1.p1
OG0002493	XM_001597853.1.p1	XM_002904939.1.p1
OG0002494	XM_001597856.1.p1	XM_002908582.1.p1
OG0002495	XM_001597857.1.p1	XM_002900863.1.p1
OG0002496	XM_001590717.1.p1	XM_002900374.1.p1
OG0002497	XM_001590705.1.p1	XM_002898215.1.p1
OG0002498	XM_001590696.1.p1	XM_002907399.1.p1
OG0002499	XM_001590598.1.p1	XM_002896290.1.p1, XM_002895755.1.p1
OG0002500	XM_001590591.1.p1	XM_002896936.1.p1
OG0002502	XM_001590579.1.p1	XM_002903032.1.p1
OG0002503	XM_001590757.1.p1	XM_002895219.1.p1
OG0002504	XM_001587281.1.p1	XM_002901384.1.p1
OG0002505	XM_001587294.1.p1	XM_002898175.1.p1
OG0002506	XM_001587301.1.p1	XM_002997426.1.p1
OG0002507	XM_001587303.1.p1	XM_002904981.1.p1
OG0002509	XM_001587330.1.p1	XM_002899048.1.p1, XM_002899046.1.p1
OG0002512	XM_001587367.1.p1	XM_002997540.1.p1
OG0002513	XM_001584595.1.p1	XM_002900741.1.p1
OG0002514	XM_001584617.1.p1	XM_002999150.1.p1
OG0002516	XM_001584584.1.p1	XM_002899373.1.p1
OG0002517	XM_001584569.1.p1	XM_002906988.1.p1
OG0002518	XM_001584566.1.p1	XM_002997827.1.p1
OG0002519	XM_001595449.1.p1	XM_002899758.1.p1
OG0002520	XM_001595445.1.p1	XM_002898965.1.p1
OG0002521	XM_001595425.1.p1	XM_002896161.1.p1
OG0002522	XM_001595422.1.p1	XM_002902505.1.p1
OG0002524	XM_001593361.1.p1	XM_002896588.1.p1
OG0002525	XM_001593376.1.p1	XM_002903731.1.p1
OG0002527	XM_001587797.1.p1	XM_002895937.1.p1
OG0002528	XM_001587838.1.p1	XM_002905101.1.p1
OG0002529	XM_001587839.1.p1	XM_002896928.1.p1
OG0002530	XM_001587843.1.p1	XM_002902565.1.p1
OG0002532	XM_001598741.1.p1	XM_002904035.1.p1
OG0002534	XM_001598728.1.p1	XM_002901813.1.p1
OG0002536	XM_001597127.1.p1	XM_002905210.1.p1
OG0002538	XM_001587394.1.p1	XM_002895346.1.p1
OG0002540	XM_001587411.1.p1	XM_002897352.1.p1
OG0002541	XM_001587414.1.p1	XM_002904627.1.p1
OG0002544	XM_001588613.1.p1	XM_002905220.1.p1
OG0002545	XM_001598830.1.p1	XM_002905169.1.p1
OG0002548	XM_001584840.1.p1	XM_002909260.1.p1
OG0002550	XM_001584871.1.p1	XM_002999035.1.p1
OG0002551	XM_001589973.1.p1	XM_002905234.1.p1
OG0002552	XM_001589968.1.p1	XM_002907105.1.p1
OG0002553	XM_001589964.1.p1	XM_002903676.1.p1
OG0002554	XM_001589945.1.p1	XM_002901685.1.p1
OG0002555	XM_001589938.1.p1	XM_002997370.1.p1
OG0002556	XM_001589918.1.p1	XM_002906239.1.p1
OG0002558	XM_001589928.1.p1	XM_002908070.1.p1
OG0002559	XM_001595315.1.p1	XM_002999045.1.p1
OG0002561	XM_001595332.1.p1	XM_002904343.1.p1
OG0002562	XM_001595338.1.p1	XM_002898041.1.p1
OG0002563	XM_001586194.1.p1	XM_002906191.1.p1
OG0002565	XM_001586292.1.p1	XM_002906049.1.p1
OG0002566	XM_001586295.1.p1	XM_002903521.1.p1
OG0002567	XM_001586297.1.p1	XM_002999264.1.p1
OG0002569	XM_001586271.1.p1	XM_002903265.1.p1
OG0002571	XM_001586262.1.p1	XM_002909290.1.p1
OG0002572	XM_001586248.1.p1	XM_002897930.1.p1
OG0002573	XM_001591278.1.p1	XM_002908612.1.p1
OG0002575	XM_001591244.1.p1	XM_002907380.1.p1
OG0002580	XM_001591195.1.p1	XM_002908117.1.p1
OG0002583	XM_001597164.1.p1	XM_002901851.1.p1
OG0002584	XM_001597172.1.p1	XM_002902566.1.p1
OG0002585	XM_001597191.1.p1	XM_002902353.1.p1
OG0002586	XM_001592156.1.p1	XM_002998691.1.p1
OG0002587	XM_001592145.1.p1	XM_002908699.1.p1
OG0002588	XM_001597447.1.p1	XM_002908193.1.p1
OG0002589	XM_001597461.1.p1	XM_002895510.1.p1
OG0002590	XM_001597463.1.p1	XM_002999246.1.p1
OG0002591	XM_001597465.1.p1	XM_002997179.1.p1
OG0002593	XM_001590796.1.p1	XM_002900181.1.p1
OG0002594	XM_001590791.1.p1	XM_002901880.1.p1
OG0002595	XM_001590694.1.p1	XM_002903034.1.p1
OG0002596	XM_001590856.1.p1	XM_002907437.1.p1
OG0002598	XM_001590840.1.p1	XM_002909455.1.p1
OG0002599	XM_001595052.1.p1	XM_002898999.1.p1, XM_002899009.1.p1
OG0002602	XM_001594984.1.p1	XM_002897832.1.p1
OG0002603	XM_001594990.1.p1	XM_002906189.1.p1
OG0002604	XM_001594981.1.p1	XM_002901436.1.p1
OG0002605	XM_001589358.1.p1	XM_002905979.1.p1
OG0002606	XM_001589339.1.p1	XM_002896292.1.p1
OG0002607	XM_001589334.1.p1	XM_002898421.1.p1
OG0002608	XM_001589333.1.p1	XM_002907109.1.p1
OG0002609	XM_001589331.1.p1	XM_002899061.1.p1
OG0002610	XM_001589321.1.p1	XM_002905162.1.p1
OG0002611	XM_001589315.1.p1	XM_002895468.1.p1
OG0002612	XM_001589276.1.p1	XM_002898025.1.p1
OG0002613	XM_001591909.1.p1	XM_002998860.1.p1
OG0002614	XM_001591916.1.p1	XM_002909600.1.p1
OG0002615	XM_001591937.1.p1	XM_002903106.1.p1
OG0002617	XM_001586734.1.p1	XM_002902433.1.p1
OG0002618	XM_001586720.1.p1	XM_002906590.1.p1
OG0002620	XM_001586657.1.p1	XM_002896739.1.p1
OG0002621	XM_001586648.1.p1	XM_002908732.1.p1
OG0002622	XM_001586637.1.p1	XM_002903276.1.p2
OG0002625	XM_001595592.1.p1	XM_002998976.1.p1
OG0002627	XM_001593863.1.p1	XM_002906467.1.p1
OG0002628	XM_001593887.1.p1	XM_002897636.1.p1
OG0002629	XM_001593889.1.p1	XM_002898447.1.p1
OG0002630	XM_001593880.1.p1	XM_002901597.1.p1
OG0002631	XM_001593962.1.p1	XM_002997176.1.p1
OG0002633	XM_001593621.1.p1	XM_002907578.1.p1
OG0002634	XM_001593622.1.p1	XM_002906197.1.p1
OG0002635	XM_001593623.1.p1	XM_002904189.1.p1
OG0002636	XM_001595083.1.p1	XM_002902203.1.p1
OG0002637	XM_001595114.1.p1	XM_002907037.1.p1
OG0002638	XM_001595117.1.p1	XM_002997543.1.p1
OG0002639	XM_001595131.1.p1	XM_002997533.1.p1
OG0002641	XM_001585464.1.p1	XM_002899301.1.p1
OG0002643	XM_001585492.1.p1	XM_002903262.1.p1
OG0002644	XM_001585491.1.p1	XM_002908798.1.p1
OG0002645	XM_001585489.1.p1	XM_002998793.1.p1
OG0002646	XM_001585487.1.p1	XM_002903105.1.p1
OG0002647	XM_001585519.1.p1	XM_002901825.1.p1
OG0002648	XM_001585541.1.p1	XM_002894992.1.p1
OG0002650	XM_001585691.1.p1	XM_002904301.1.p1
OG0002651	XM_001585700.1.p1	XM_002998603.1.p1
OG0002652	XM_001585723.1.p1	XM_002897855.1.p1
OG0002654	XM_001598525.1.p1	XM_002904967.1.p1
OG0002657	XM_001598500.1.p1	XM_002900047.1.p1
OG0002660	XM_001598459.1.p1	XM_002998352.1.p1
OG0002661	XM_001598435.1.p1	XM_002900016.1.p1, XM_002900347.1.p1
OG0002662	XM_001598431.1.p1	XM_002896709.1.p1
OG0002663	XM_001598426.1.p1	XM_002907753.1.p1
OG0002664	XM_001596809.1.p1	XM_002902981.1.p1
OG0002665	XM_001596816.1.p1	XM_002906814.1.p1
OG0002666	XM_001596821.1.p1	XM_002908402.1.p1
OG0002667	XM_001596822.1.p1	XM_002903592.1.p1
OG0002668	XM_001589797.1.p1	XM_002898512.1.p1, XM_002904545.1.p1
OG0002671	XM_001596121.1.p1	XM_002900361.1.p1
OG0002672	XM_001596110.1.p1	XM_002999072.1.p1
OG0002673	XM_001596107.1.p1	XM_002901393.1.p1
OG0002674	XM_001596085.1.p1	XM_002906570.1.p1
OG0002676	XM_001598075.1.p1	XM_002999174.1.p1
OG0002677	XM_001598074.1.p1	XM_002898443.1.p1
OG0002678	XM_001598066.1.p1	XM_002905237.1.p1
OG0002679	XM_001598063.1.p1	XM_002904657.1.p1
OG0002680	XM_001598009.1.p1	XM_002906499.1.p2
OG0002681	XM_001598008.1.p1	XM_002902187.1.p1
OG0002682	XM_001597979.1.p1	XM_002904821.1.p1
OG0002684	XM_001597957.1.p1	XM_002908954.1.p1
OG0002685	XM_001585858.1.p1	XM_002902626.1.p1
OG0002686	XM_001585852.1.p1	XM_002998699.1.p1
OG0002687	XM_001585823.1.p1	XM_002902647.1.p1
OG0002689	XM_001585980.1.p1	XM_002898822.1.p1
OG0002690	XM_001586005.1.p1	XM_002904299.1.p1
OG0002693	XM_001592027.1.p1	XM_002909572.1.p1
OG0002695	XM_001591723.1.p1	XM_002901715.1.p1
OG0002696	XM_001591749.1.p1	XM_002908390.1.p2
OG0002699	XM_001597439.1.p1	XM_002906672.1.p1
OG0002704	XM_001597296.1.p1	XM_002998925.1.p1
OG0002705	XM_001592162.1.p1	XM_002906824.1.p1
OG0002706	XM_001592160.1.p1	XM_002899607.1.p1, XM_002904129.1.p1
OG0002707	XM_001588016.1.p1	XM_002909365.1.p1
OG0002708	XM_001588015.1.p1	XM_002908589.1.p1
OG0002710	XM_001587992.1.p1	XM_002999180.1.p1
OG0002711	XM_001587971.1.p1	XM_002896855.1.p1
OG0002713	XM_001587956.1.p1	XM_002903338.1.p1
OG0002715	XM_001589643.1.p1	XM_002906481.1.p1
OG0002716	XM_001596630.1.p1	XM_002909179.1.p1
OG0002717	XM_001596570.1.p1	XM_002906714.1.p1
OG0002718	XM_001589650.1.p1	XM_002898435.1.p1
OG0002719	XM_001589719.1.p1	XM_002895946.1.p1, XM_002997153.1.p1
OG0002720	XM_001589713.1.p1	XM_002895375.1.p1
OG0002721	XM_001596175.1.p1	XM_002997868.1.p1
OG0002722	XM_001596186.1.p1	XM_002909156.1.p1
OG0002723	XM_001596173.1.p1	XM_002998381.1.p1
OG0002724	XM_001586078.1.p1	XM_002897719.1.p1
OG0002725	XM_001586115.1.p1	XM_002898678.1.p1
OG0002726	XM_001586116.1.p1	XM_002999017.1.p1, XM_002896939.1.p1
OG0002727	XM_001586126.1.p1	XM_002901338.1.p1
OG0002728	XM_001586127.1.p1	XM_002998692.1.p1
OG0002729	XM_001586142.1.p1	XM_002905969.1.p1
OG0002730	XM_001586165.1.p1	XM_002997211.1.p1
OG0002731	XM_001594713.1.p1	XM_002909526.1.p1
OG0002732	XM_001594714.1.p1	XM_002999217.1.p1
OG0002733	XM_001592485.1.p1	XM_002906337.1.p1
OG0002734	XM_001592505.1.p1	XM_002906329.1.p1
OG0002735	XM_001592506.1.p1	XM_002904304.1.p1
OG0002737	XM_001592516.1.p1	XM_002902436.1.p1
OG0002738	XM_001592527.1.p1	XM_002900354.1.p1
OG0002739	XM_001597340.1.p1	XM_002897150.1.p1
OG0002740	XM_001597337.1.p1	XM_002896853.1.p1
OG0002741	XM_001592184.1.p1	XM_002896303.1.p1
OG0002742	XM_001592197.1.p1	XM_002997429.1.p1
OG0002743	XM_001592258.1.p1	XM_002902500.1.p1
OG0002744	XM_001592270.1.p1	XM_002907631.1.p1, XM_002907632.1.p1
OG0002745	XM_001592276.1.p1	XM_002907677.1.p1
OG0002747	XM_001586608.1.p1	XM_002908447.1.p1
OG0002748	XM_001586584.1.p1	XM_002905962.1.p1
OG0002749	XM_001586583.1.p1	XM_002906817.1.p1
OG0002750	XM_001595413.1.p1	XM_002997011.1.p1
OG0002751	XM_001591843.1.p1	XM_002909005.1.p1
OG0002752	XM_001591839.1.p1	XM_002901928.1.p1
OG0002753	XM_001591812.1.p1	XM_002902684.1.p1
OG0002755	XM_001595934.1.p1	XM_002904055.1.p1
OG0002756	XM_001595942.1.p1	XM_002900827.1.p1
OG0002757	XM_001595957.1.p1	XM_002998278.1.p1
OG0002758	XM_001595969.1.p1	XM_002905182.1.p1
OG0002760	XM_001595990.1.p1	XM_002906784.1.p1
OG0002761	XM_001585340.1.p1	XM_002900593.1.p1
OG0002762	XM_001585367.1.p1	XM_002997735.1.p1
OG0002763	XM_001585366.1.p1	XM_002908945.1.p1
OG0002765	XM_001595717.1.p1	XM_002902172.1.p1
OG0002766	XM_001595754.1.p1	XM_002899751.1.p1
OG0002767	XM_001595753.1.p1	XM_002904918.1.p1
OG0002768	XM_001595747.1.p1	XM_002908334.1.p1
OG0002772	XM_001595783.1.p1	XM_002907533.1.p1
OG0002773	XM_001595799.1.p1	XM_002907467.1.p1
OG0002774	XM_001591553.1.p1	XM_002900757.1.p1
OG0002775	XM_001586400.1.p1	XM_002906963.1.p1, XM_002904612.1.p1
OG0002777	XM_001586423.1.p1	XM_002907238.1.p1
OG0002778	XM_001586439.1.p1	XM_002906656.1.p1
OG0002779	XM_001586440.1.p1	XM_002899000.1.p1
OG0002780	XM_001586441.1.p1	XM_002896209.1.p1
OG0002781	XM_001586446.1.p1	XM_002905194.1.p1
OG0002782	XM_001586464.1.p1	XM_002908958.1.p1
OG0002783	XM_001586466.1.p1	XM_002906380.1.p1
OG0002784	XM_001586502.1.p1	XM_002900854.1.p1, XM_002997392.1.p1
OG0002785	XM_001586503.1.p1	XM_002904173.1.p1
OG0002786	XM_001588105.1.p1	XM_002998432.1.p1
OG0002788	XM_001588124.1.p1	XM_002908175.1.p1
OG0002790	XM_001588142.1.p1	XM_002896457.1.p1, XM_002906894.1.p1
OG0002792	XM_001588144.1.p1	XM_002907491.1.p1
OG0002793	XM_001588146.1.p1	XM_002899992.1.p2
OG0002794	XM_001588150.1.p1	XM_002907498.1.p1
OG0002795	XM_001588152.1.p1	XM_002899989.1.p1
OG0002797	XM_001588178.1.p1	XM_002901437.1.p1
OG0002798	XM_001588184.1.p1	XM_002909272.1.p1
OG0002799	XM_001588185.1.p1	XM_002998254.1.p1
OG0002800	XM_001588209.1.p1	XM_002905927.1.p1
OG0002801	XM_001588300.1.p1	XM_002907979.1.p1
OG0002802	XM_001588318.1.p1	XM_002901249.1.p1
OG0002803	XM_001588319.1.p1	XM_002903528.1.p2
OG0002804	XM_001588320.1.p1	XM_002907571.1.p1
OG0002805	XM_001588398.1.p1	XM_002904668.1.p1
OG0002806	XM_001595519.1.p1	XM_002908624.1.p1
OG0002808	XM_001595492.1.p1	XM_002904036.1.p1
OG0002809	XM_001590547.1.p1	XM_002898931.1.p1, XM_002899168.1.p1
OG0002810	XM_001590617.1.p1	XM_002901306.1.p1
OG0002811	XM_001590618.1.p1	XM_002905358.1.p2
OG0002812	XM_001590659.1.p1	XM_002906657.1.p1
OG0002813	XM_001590669.1.p1	XM_002997660.1.p1
OG0002814	XM_001590684.1.p1	XM_002906990.1.p1
OG0002815	XM_001590687.1.p1	XM_002904292.1.p1
OG0002816	XM_001584921.1.p1	XM_002997524.1.p1
OG0002818	XM_001584904.1.p1	XM_002997896.1.p1
OG0002819	XM_001584892.1.p1	XM_002907357.1.p1
OG0002820	XM_001590815.1.p1	XM_002906681.1.p1
OG0002821	XM_001591029.1.p1	XM_002896445.1.p1
OG0002822	XM_001591028.1.p1	XM_002909166.1.p1
OG0002824	XM_001590984.1.p1	XM_002901734.1.p1
OG0002825	XM_001590930.1.p1	XM_002900205.1.p1
OG0002826	XM_001590929.1.p1	XM_002898221.1.p1
OG0002828	XM_001590910.1.p1	XM_002905125.1.p1
OG0002830	XM_001590884.1.p1	XM_002904949.1.p1
OG0002831	XM_001596943.1.p1	XM_002899539.1.p1
OG0002832	XM_001596952.1.p1	XM_002998780.1.p1
OG0002834	XM_001592468.1.p1	XM_002898717.1.p1
OG0002835	XM_001592467.1.p1	XM_002909289.1.p1
OG0002836	XM_001592466.1.p1	XM_002897246.1.p1
OG0002837	XM_001592465.1.p1	XM_002999085.1.p1
OG0002838	XM_001592455.1.p1	XM_002897310.1.p1
OG0002839	XM_001592446.1.p1	XM_002901896.1.p1
OG0002841	XM_001592433.1.p1	XM_002908929.1.p1
OG0002842	XM_001592434.1.p1	XM_002896402.1.p1
OG0002843	XM_001592405.1.p1	XM_002905198.1.p1
OG0002844	XM_001592401.1.p1	XM_002903786.1.p1
OG0002845	XM_001592397.1.p1	XM_002909006.1.p1
OG0002846	XM_001592383.1.p1	XM_002906474.1.p1
OG0002847	XM_001592341.1.p1	XM_002998407.1.p1
OG0002849	XM_001597714.1.p1	XM_002895075.1.p1
OG0002852	XM_001597756.1.p1	XM_002908126.1.p1
OG0002854	XM_001589188.1.p1	XM_002900199.1.p1
OG0002855	XM_001589201.1.p1	XM_002902947.1.p1
OG0002856	XM_001589205.1.p1	XM_002907409.1.p1
OG0002857	XM_001589214.1.p1	XM_002898395.1.p1
OG0002858	XM_001589211.1.p1	XM_002903172.1.p1
OG0002859	XM_001597789.1.p1	XM_002908372.1.p1
OG0002860	XM_001597790.1.p1	XM_002907553.1.p1
OG0002861	XM_001597819.1.p1	XM_002909192.1.p1
OG0002862	XM_001597824.1.p1	XM_002903824.1.p1
OG0002863	XM_001597825.1.p1	XM_002907711.1.p1, XM_002907712.1.p1
OG0002864	XM_001588946.1.p1	XM_002908765.1.p1
OG0002865	XM_001589239.1.p1	XM_002997275.1.p1
OG0002866	XM_001597393.1.p1	XM_002908837.1.p1
OG0002868	XM_001597366.1.p1	XM_002898436.1.p1
OG0002869	XM_001597362.1.p1	XM_002895291.1.p1
OG0002870	XM_001597361.1.p1	XM_002901801.1.p1
OG0002871	XM_001597355.1.p1	XM_002900341.1.p1, XM_002996826.1.p1
OG0002872	XM_001597019.1.p1	XM_002899641.1.p1
OG0002873	XM_001597615.1.p1	XM_002895371.1.p1
OG0002874	XM_001597589.1.p1	XM_002902375.1.p1
OG0002875	XM_001597581.1.p1	XM_002902650.1.p1
OG0002876	XM_001597580.1.p1	XM_002909318.1.p1
OG0002877	XM_001597534.1.p1	XM_002904321.1.p1
OG0002878	XM_001597516.1.p1	XM_002906834.1.p1
OG0002882	XM_001596648.1.p1	XM_002901647.1.p1
OG0002885	XM_001589623.1.p1	XM_002907191.1.p1
OG0002887	XM_001589541.1.p1	XM_002901895.1.p1
OG0002888	XM_001589563.1.p1	XM_002903135.1.p1
OG0002889	XM_001598404.1.p1	XM_002907887.1.p1
OG0002890	XM_001598388.1.p1	XM_002896793.1.p1
OG0002891	XM_001598389.1.p1	XM_002907446.1.p1
OG0002892	XM_001598383.1.p1	XM_002895701.1.p1
OG0002895	XM_001598650.1.p1	XM_002897308.1.p1
OG0002896	XM_001598707.1.p1	XM_002903571.1.p1
OG0002898	XM_001587259.1.p1	XM_002999127.1.p1
OG0002899	XM_001587260.1.p1	XM_002905197.1.p1
OG0002900	XM_001593285.1.p1	XM_002999247.1.p1
OG0002901	XM_001593311.1.p1	XM_002908522.1.p1
OG0002902	XM_001587131.1.p1	XM_002908466.1.p1
OG0002903	XM_001587133.1.p1	XM_002896557.1.p1
OG0002904	XM_001587134.1.p1	XM_002903038.1.p1
OG0002905	XM_001587141.1.p1	XM_002906684.1.p1
OG0002906	XM_001587152.1.p1	XM_002998074.1.p1
OG0002907	XM_001587174.1.p1	XM_002899842.1.p1
OG0002908	XM_001587167.1.p1	XM_002904758.1.p1
OG0002909	XM_001587161.1.p1	XM_002908773.1.p1
OG0002911	XM_001587190.1.p1	XM_002905517.1.p1
OG0002913	XM_001593200.1.p1	XM_002908781.1.p1
OG0002914	XM_001593178.1.p1	XM_002908114.1.p1
OG0002915	XM_001593168.1.p1	XM_002905260.1.p1
OG0002917	XM_001593093.1.p1	XM_002997083.1.p1
OG0002918	XM_001593079.1.p1	XM_002904147.1.p1
OG0002919	XM_001593062.1.p1	XM_002904876.1.p1
OG0002921	XM_001593057.1.p1	XM_002907388.1.p1
OG0002923	XM_001593047.1.p1	XM_002895808.1.p1
OG0002925	XM_001593041.1.p1	XM_002897175.1.p1
OG0002926	XM_001592772.1.p1	XM_002907910.1.p1
OG0002927	XM_001592773.1.p1	XM_002909568.1.p1
OG0002928	XM_001592863.1.p1	XM_002904168.1.p1
OG0002929	XM_001592879.1.p1	XM_002905328.1.p1
OG0002931	XM_001592882.1.p1	XM_002900194.1.p1
OG0002932	XM_001592892.1.p1	XM_002900812.1.p1
OG0002933	XM_001592893.1.p1	XM_002907427.1.p1
OG0002934	XM_001589508.1.p1	XM_002895295.1.p1
OG0002935	XM_001589408.1.p1	XM_002899002.1.p1
OG0002937	XM_001596378.1.p1	XM_002900057.1.p1
OG0002938	XM_001596338.1.p1	XM_002907790.1.p1
OG0002939	XM_001596323.1.p1	XM_002997425.1.p1
OG0002941	XM_001596302.1.p1	XM_002903056.1.p1
OG0002942	XM_001596263.1.p1	XM_002897066.1.p1
OG0002943	XM_001596254.1.p1	XM_002906449.1.p1
OG0002944	XM_001589696.1.p1	XM_002902719.1.p1
OG0002946	XM_001598572.1.p1	XM_002905203.1.p1
OG0002949	XM_001598339.1.p1	XM_002897735.1.p1
OG0002950	XM_001598340.1.p1	XM_002897992.1.p1
OG0002952	XM_001598314.1.p1	XM_002905027.1.p1
OG0002953	XM_001598299.1.p1	XM_002895316.1.p1, XM_002901561.1.p1
OG0002954	XM_001598297.1.p1	XM_002997819.1.p1
OG0002955	XM_001598289.1.p1	XM_002997335.1.p1
OG0002956	XM_001598242.1.p1	XM_002908469.1.p1
OG0002957	XM_001598246.1.p1	XM_002904012.1.p1
OG0002959	XM_001598236.1.p1	XM_002909437.1.p1
OG0002960	XM_001598194.1.p1	XM_002997077.1.p1
OG0002961	XM_001598181.1.p1	XM_002909499.1.p1
OG0002963	XM_001598175.1.p1	XM_002896493.1.p1
OG0002964	XM_001598130.1.p1	XM_002899850.1.p1
OG0002965	XM_001598101.1.p1	XM_002896679.1.p2
OG0002966	XM_001598100.1.p1	XM_002897200.1.p1
OG0002967	XM_001594727.1.p1	XM_002899269.1.p1
OG0002969	XM_001594877.1.p1	XM_002907648.1.p1
OG0002970	XM_001594849.1.p1	XM_002906980.1.p1
OG0002971	XM_001594859.1.p1	XM_002904628.1.p1
OG0002972	XM_001594860.1.p1	XM_002997536.1.p1
OG0002973	XM_001594861.1.p1	XM_002897381.1.p1
OG0002974	XM_001594827.1.p1	XM_002996958.1.p1
OG0002976	XM_001594759.1.p1	XM_002998559.1.p1
OG0002978	XM_001594896.1.p1	XM_002904153.1.p1, XM_002997515.1.p1
OG0002980	XM_001594304.1.p1	XM_002904145.1.p1
OG0002982	XM_001594355.1.p1	XM_002908572.1.p1
OG0002983	XM_001594354.1.p1	XM_002907220.1.p1
OG0002986	XM_001594360.1.p1	XM_002902073.1.p1
OG0002987	XM_001594358.1.p1	XM_002901909.1.p1
OG0002988	XM_001594248.1.p1	XM_002900822.1.p1
OG0002989	XM_001594191.1.p1	XM_002903162.1.p1, XM_002903211.1.p1
OG0002990	XM_001594210.1.p1	XM_002996957.1.p1
OG0002991	XM_001594211.1.p1	XM_002908884.1.p1
OG0002992	XM_001594213.1.p1	XM_002907046.1.p1
OG0002993	XM_001594214.1.p1	XM_002908807.1.p1
OG0002994	XM_001594652.1.p1	XM_002894916.1.p1
OG0002995	XM_001594655.1.p1	XM_002908410.1.p1
OG0002997	XM_001594617.1.p1	XM_002896516.1.p1
OG0002998	XM_001594609.1.p1	XM_002900765.1.p1
OG0002999	XM_001594603.1.p1	XM_002895259.1.p1
OG0003001	XM_001594573.1.p1	XM_002894935.1.p1
OG0003002	XM_001594564.1.p1	XM_002897668.1.p1
OG0003006	XM_001585948.1.p1	XM_002908577.1.p1
OG0003008	XM_001585897.1.p1	XM_002909545.1.p1
OG0003009	XM_001585834.1.p1	XM_002905209.1.p1
OG0003011	XM_001586007.1.p1	XM_002902197.1.p1
OG0003012	XM_001586031.1.p1	XM_002998799.1.p1, XM_002999175.1.p1
OG0003014	XM_001586034.1.p1	XM_002906292.1.p1
OG0003015	XM_001594143.1.p1	XM_002900621.1.p1
OG0003016	XM_001594161.1.p1	XM_002909027.1.p1
OG0003017	XM_001594162.1.p1	XM_002999102.1.p1
OG0003020	XM_001594967.1.p1	XM_002903486.1.p1
OG0003021	XM_001594963.1.p1	XM_002997493.1.p1
OG0003023	XM_001594925.1.p1	XM_002904226.1.p1
OG0003026	XM_001594385.1.p1	XM_002897375.1.p1
OG0003027	XM_001594386.1.p1	XM_002906513.1.p1
OG0003029	XM_001594511.1.p1	XM_002906369.1.p1
OG0003030	XM_001594521.1.p1	XM_002999053.1.p1
OG0003031	XM_001594553.1.p1	XM_002909433.1.p1
OG0003033	XM_001594575.1.p1	XM_002906413.1.p1
OG0003034	XM_001594583.1.p1	XM_002909514.1.p1
OG0003037	XM_001594667.1.p1	XM_002895679.1.p1
OG0003038	XM_001586060.1.p1	XM_002896788.1.p1
OG0003039	XM_001586059.1.p1	XM_002896752.1.p1
OG0003040	XM_001594208.1.p1	XM_002902311.1.p1
OG0003041	XM_001594189.1.p1	XM_002909233.1.p1
OG0003043	XM_001594348.1.p1	XM_002997881.1.p1
OG0003044	XM_001594352.1.p1	XM_002901321.1.p1
OG0003047	XM_001594761.1.p1	XM_002997685.1.p1
OG0003050	XM_001594824.1.p1	XM_002899644.1.p1
OG0003052	XM_001594840.1.p1	XM_002896977.1.p1
OG0003053	XM_001594839.1.p1	XM_002908189.1.p1
OG0003054	XM_001594830.1.p1	XM_002895606.1.p1
OG0003055	XM_001594876.1.p1	XM_002903583.1.p1
OG0003056	XM_001594738.1.p1	XM_002898382.1.p1
OG0003059	XM_001586296.1.p1	XM_002904324.1.p1
OG0003060	XM_001586263.1.p1	XM_002903695.1.p1
OG0003063	XM_001586258.1.p1	XM_002908727.1.p1
OG0003064	XM_001586212.1.p1	XM_002908555.1.p1
OG0003065	XM_001594716.1.p1	XM_002999258.1.p1
OG0003067	XM_001586171.1.p1	XM_002900566.1.p1
OG0003068	XM_001586132.1.p1	XM_002908984.1.p1
OG0003071	XM_001594678.1.p1	XM_002997331.1.p1
OG0003073	XM_001597230.1.p1	XM_002895680.1.p1
