Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Saccharomyces_cerevisiae_rna_prot
OG0002409	XM_001587423.1.p1	NM_001179376.1.p1
OG0002410	XM_001588572.1.p1	NM_001179936.1.p1
OG0002411	XM_001590034.1.p1	NM_001180504.3.p1
OG0002412	XM_001595626.1.p1	NM_001184185.1.p1
OG0002413	XM_001597756.1.p1	NM_001182484.1.p1
OG0002414	XM_001590316.1.p1	NM_001180601.1.p1
OG0002415	XM_001596943.1.p1	NM_001180099.1.p1
OG0002416	XM_001589713.1.p1	NM_001179170.1.p1
OG0002417	XM_001589334.1.p1	NM_001181384.1.p1
OG0002418	XM_001594589.1.p1	NM_001178518.1.p1
OG0002420	XM_001594858.1.p1	NM_001181370.3.p1, NM_001179292.1.p1
OG0002421	XM_001593009.1.p1	NM_001183567.1.p1
OG0002422	XM_001594652.1.p1	NM_001178582.1.p1
OG0002423	XM_001594210.1.p1	NM_001180015.1.p1
OG0002424	XM_001591952.1.p1	NM_001179445.1.p1
OG0002425	XM_001593135.1.p1	NM_001181663.1.p1
OG0002426	XM_001588914.1.p1	NM_001181916.1.p1, NM_001182622.1.p1
OG0002428	XM_001590856.1.p1	NM_001180520.1.p1
OG0002430	XM_001598075.1.p1	NM_001179828.1.p1
OG0002432	XM_001590247.1.p1	NM_001181165.3.p1
OG0002434	XM_001593832.1.p1	NM_001181265.1.p1, NM_001184251.1.p1
OG0002435	XM_001590066.1.p1	NM_001180111.1.p1
OG0002436	XM_001593361.1.p1	NM_001180159.1.p1
OG0002437	XM_001586501.1.p1	NM_001179792.3.p1
OG0002438	XM_001586503.1.p1	NM_001181828.1.p1
OG0002439	XM_001594859.1.p1	NM_001180768.3.p1
OG0002440	XM_001598924.1.p1	NM_001178659.1.p1
OG0002441	XM_001590288.1.p1	NM_001182965.3.p1
OG0002442	XM_001591113.1.p1	NM_001182747.1.p1
OG0002443	XM_001590201.1.p1	NM_001182519.1.p1
OG0002444	XM_001598430.1.p1	NM_001181104.1.p1
OG0002445	XM_001597355.1.p1	NM_001180258.1.p1
OG0002447	XM_001588694.1.p1	NM_001183465.1.p1
OG0002450	XM_001589833.1.p1	NM_001180781.3.p1
OG0002452	XM_001593776.1.p1	NM_001183288.1.p1
OG0002453	XM_001594118.1.p1	NM_001183836.1.p1
OG0002454	XM_001598746.1.p1	NM_001183570.3.p1
OG0002455	XM_001591207.1.p1	NM_001181405.1.p1
OG0002456	XM_001588422.1.p1	NM_001178982.3.p1
OG0002457	XM_001592468.1.p1	NM_001180327.1.p1
OG0002458	XM_001594962.1.p1	NM_001183781.3.p1
OG0002460	XM_001593378.1.p1	NM_001179041.3.p1
OG0002462	XM_001593638.1.p1	NM_001178596.3.p1
OG0002463	XM_001590865.1.p1	NM_001182513.1.p1, NM_001181138.3.p1
OG0002464	XM_001587385.1.p1	NM_001182212.1.p1
OG0002465	XM_001585367.1.p1	NM_001183090.1.p1
OG0002466	XM_001585372.1.p1	NM_001183486.1.p1
OG0002467	XM_001598572.1.p1	NM_001182597.1.p1
OG0002468	XM_001587300.1.p1	NM_001183184.3.p1
OG0002469	XM_001593574.1.p1	NM_001183101.1.p1
OG0002470	XM_001592765.1.p1	NM_001181448.1.p1
OG0002471	XM_001584681.1.p1	NM_001183826.1.p1
OG0002472	XM_001586847.1.p1	NM_001183010.4.p1
OG0002473	XM_001585235.1.p1	NM_001181066.1.p1
OG0002474	XM_001586760.1.p1	NM_001179420.1.p1
OG0002475	XM_001589055.1.p1	NM_001179950.1.p1
OG0002476	XM_001586512.1.p1	NM_001183673.1.p1
OG0002477	XM_001586618.1.p1	NM_001182121.1.p1
OG0002478	XM_001591876.1.p1	NM_001184126.1.p1
OG0002479	XM_001595226.1.p1	NM_001183001.1.p1
OG0002480	XM_001595448.1.p1	NM_001178275.1.p1
OG0002481	XM_001595114.1.p1	NM_001180344.1.p1
OG0002482	XM_001597483.1.p1	NM_001179229.1.p1
OG0002483	XM_001590892.1.p1	NM_001182755.1.p1
OG0002484	XM_001593739.1.p1	NM_001184272.1.p1
OG0002485	XM_001584566.1.p1	NM_001180368.3.p1
OG0002486	XM_001590533.1.p1	NM_001181467.1.p1
OG0002487	XM_001590834.1.p1	NM_001182720.1.p1
OG0002488	XM_001592455.1.p1	NM_001183378.1.p1
OG0002489	XM_001593057.1.p1	NM_001184222.1.p1, NM_001183281.1.p1
OG0002490	XM_001586271.1.p1	NM_001178281.1.p1
OG0002492	XM_001590011.1.p1	NM_001182062.1.p1
OG0002493	XM_001596006.1.p1	NM_001180479.3.p1
OG0002494	XM_001586443.1.p1	NM_001184278.1.p1
OG0002495	XM_001592850.1.p1	NM_001179969.1.p1
OG0002496	XM_001588867.1.p1	NM_001179426.1.p1
OG0002497	XM_001594024.1.p1	NM_001181962.1.p1
OG0002498	XM_001593094.1.p1	NM_001178277.1.p1
OG0002499	XM_001597163.1.p1	NM_001183892.1.p1
OG0002500	XM_001598749.1.p1	NM_001180366.1.p1
OG0002501	XM_001587659.1.p1	NM_001179319.1.p1
OG0002502	XM_001597045.1.p1	NM_001184200.1.p1
OG0002503	XM_001589928.1.p1	NM_001181851.1.p1
OG0002504	XM_001587394.1.p1	NM_001179575.1.p1
OG0002505	XM_001593032.1.p1	NM_001178149.1.p1
OG0002506	XM_001589408.1.p1	NM_001183615.1.p1
OG0002507	XM_001594168.1.p1	NM_001182133.1.p1
OG0002508	XM_001590722.1.p1	NM_001180195.1.p1
OG0002509	XM_001585392.1.p1	NM_001182575.1.p1
OG0002510	XM_001588997.1.p1	NM_001181889.1.p1
OG0002511	XM_001589874.1.p1	NM_001184236.1.p1
OG0002512	XM_001593622.1.p1	NM_001180119.1.p1
OG0002513	XM_001597673.1.p1, XM_001590706.1.p1	NM_001180530.1.p1, NM_001182112.1.p1, NM_001180654.3.p1
OG0002514	XM_001594062.1.p1	NM_001180012.3.p1
OG0002517	XM_001594355.1.p1	NM_001181039.3.p1
OG0002518	XM_001597397.1.p1	NM_001180913.1.p1
OG0002519	XM_001594991.1.p1	NM_001182376.1.p1, NM_001180746.3.p1
OG0002520	XM_001595419.1.p1	NM_001182500.1.p1
OG0002521	XM_001590381.1.p1	NM_001183743.1.p1
OG0002522	XM_001590983.1.p1, XM_001590982.1.p1	NM_001179297.1.p1
OG0002523	XM_001585549.1.p1	NM_001178767.1.p1
OG0002524	XM_001592486.1.p1	NM_001180459.3.p1
OG0002525	XM_001589795.1.p1	NM_001182731.1.p1
OG0002526	XM_001594521.1.p1	NM_001179963.1.p1
OG0002527	XM_001593981.1.p1	NM_001183963.1.p1
OG0002528	XM_001595491.1.p1	NM_001182724.1.p1
OG0002529	XM_001589430.1.p1	NM_001178595.3.p1
OG0002530	XM_001596453.1.p1	NM_001182977.3.p1
OG0002531	XM_001591553.1.p1	NM_001180066.1.p1
OG0002532	XM_001591796.1.p1	NM_001184122.1.p1
OG0002533	XM_001598469.1.p1	NM_001182035.1.p1
OG0002535	XM_001597632.1.p1	NM_001178180.1.p1
OG0002536	XM_001590641.1.p1	NM_001178377.1.p1
OG0002537	XM_001587521.1.p1	NM_001178784.1.p1
OG0002538	XM_001595812.1.p1	NM_001181483.1.p1
OG0002539	XM_001588442.1.p1	NM_001182887.1.p1
OG0002540	XM_001590784.1.p1	NM_001178445.2.p1
OG0002541	XM_001597856.1.p1	NM_001184049.1.p1
OG0002542	XM_001589145.1.p1	NM_001182059.1.p1
OG0002543	XM_001595169.1.p1	NM_001178817.3.p1
OG0002544	XM_001588098.1.p1	NM_001180437.3.p1
OG0002545	XM_001596746.1.p1	NM_001183519.1.p1
OG0002550	XM_001588562.1.p1	NM_001181307.3.p1
OG0002555	XM_001596789.1.p1	NM_001183800.3.p1
OG0002574	XM_001588331.1.p1	NM_001181078.1.p1
OG0002575	XM_001589953.1.p1	NM_001182155.1.p1
OG0002576	XM_001589079.1.p1	NM_001181382.1.p1
OG0002580	XM_001585268.1.p1	NM_001180470.3.p1
OG0002582	XM_001594917.1.p1	NM_001183923.1.p1
OG0002583	XM_001595098.1.p1	NM_001178828.3.p1
OG0002584	XM_001584775.1.p1	NM_001180355.3.p1
OG0002585	XM_001586188.1.p1	NM_001182460.1.p1, NM_001182768.1.p1
OG0002586	XM_001598474.1.p1	NM_001178491.3.p1
OG0002588	XM_001598388.1.p1	NM_001179568.1.p1
OG0002592	XM_001592474.1.p1	NM_001182491.1.p1
OG0002593	XM_001587301.1.p1	NM_001178569.1.p1
OG0002594	XM_001593221.1.p1	NM_001184209.1.p1
OG0002596	XM_001594667.1.p1	NM_001179357.3.p1
OG0002597	XM_001597353.1.p1	NM_001184288.1.p1
OG0002598	XM_001586531.1.p1	NM_001178427.1.p1
OG0002599	XM_001593603.1.p1	NM_001179877.1.p1
OG0002600	XM_001598504.1.p1	NM_001178609.1.p1
OG0002602	XM_001596786.1.p1	NM_001178506.1.p1, NM_001181710.1.p1
OG0002603	XM_001588678.1.p1	NM_001178435.3.p1
OG0002604	XM_001590395.1.p1	NM_001178463.1.p1
OG0002605	XM_001597028.1.p1	NM_001180773.1.p1
OG0002606	XM_001587684.1.p1	NM_001179219.1.p1
OG0002607	XM_001593297.1.p1	NM_001182379.1.p1
OG0002609	XM_001586795.1.p1	NM_001178730.1.p1
OG0002610	XM_001597107.1.p1	NM_001180391.3.p1
OG0002611	XM_001591893.1.p1	NM_001178546.1.p1
OG0002612	XM_001587672.1.p1	NM_001183061.1.p1
OG0002613	XM_001584872.1.p1	NM_001183527.1.p1, NM_001182942.1.p1
OG0002614	XM_001597337.1.p1	NM_001181375.1.p1
OG0002615	XM_001585739.1.p1	NM_001181063.1.p1
OG0002616	XM_001594762.1.p1	NM_001178516.3.p1, NM_001182213.1.p1, NM_001181133.1.p1
OG0002617	XM_001585080.1.p1	NM_001179391.3.p1
OG0002619	XM_001597104.1.p1	NM_001182778.1.p1, NM_001182468.1.p1
OG0002621	XM_001593947.1.p1	NM_001181109.1.p1
OG0002622	XM_001593922.1.p1	NM_001181108.1.p1
OG0002623	XM_001591749.1.p1	NM_001182907.1.p1, NM_001179481.1.p1
OG0002624	XM_001591906.1.p1	NM_001180627.1.p1, NM_001180991.3.p1
OG0002625	XM_001597913.1.p1	NM_001182423.1.p1
OG0002626	XM_001595354.1.p1	NM_001181780.1.p1
OG0002628	XM_001595460.1.p1	NM_001180181.1.p1
OG0002629	XM_001592160.1.p1	NM_001180628.1.p1
OG0002630	XM_001589219.1.p1	NM_001183547.3.p1
OG0002631	XM_001597438.1.p1	NM_001181558.1.p1
OG0002635	XM_001586078.1.p1	NM_001181760.1.p1
OG0002636	XM_001585168.1.p1	NM_001181107.1.p1
OG0002637	XM_001592446.1.p1	NM_001183124.1.p1
OG0002638	XM_001596110.1.p1	NM_001180698.3.p1
OG0002640	XM_001598833.1.p1	NM_001182913.3.p1
OG0002641	XM_001584763.1.p1	NM_001180642.1.p1
OG0002643	XM_001594208.1.p1	NM_001179524.1.p1
OG0002644	XM_001594573.1.p1	NM_001179205.1.p1
OG0002645	XM_001597161.1.p1	NM_001179016.1.p1
OG0002647	XM_001594553.1.p1	NM_001182030.1.p1
OG0002648	XM_001586247.1.p1	NM_001178920.3.p1
OG0002649	XM_001586296.1.p1	NM_001178985.3.p1
OG0002650	XM_001594523.1.p1	NM_001178782.1.p1
OG0002651	XM_001592010.1.p1	NM_001178927.1.p1
OG0002652	XM_001594191.1.p1	NM_001178946.3.p1
OG0002653	XM_001593079.1.p1	NM_001180167.1.p1
OG0002656	XM_001587330.1.p1	NM_001180795.1.p1
OG0002657	XM_001590457.1.p1	NM_001180471.1.p1
OG0002659	XM_001590725.1.p1	NM_001181390.3.p1
OG0002660	XM_001590575.1.p1	NM_001184182.1.p1
OG0002661	XM_001590698.1.p1	NM_001178450.1.p1
OG0002662	XM_001590600.1.p1	NM_001182149.1.p1
OG0002663	XM_001590220.1.p1	NM_001183857.1.p1
OG0002665	XM_001590556.1.p1	NM_001178605.1.p1
OG0002666	XM_001590273.1.p1	NM_001182710.1.p1
OG0002670	XM_001598059.1.p1	NM_001182329.1.p1, NM_001182422.1.p1
OG0002671	XM_001598074.1.p1	NM_001181073.2.p1, NM_001178918.1.p1
OG0002672	XM_001596013.1.p1	NM_001178827.1.p1
OG0002675	XM_001595818.1.p1	NM_001183220.1.p1
OG0002677	XM_001595753.1.p1	NM_001182948.1.p1
OG0002678	XM_001588076.1.p1	NM_001180363.1.p1, NM_001178426.2.p1, NM_001180830.1.p1, NM_001178693.1.p1
OG0002679	XM_001585181.1.p1	NM_001182684.1.p1
OG0002680	XM_001590223.1.p1	NM_001183808.1.p1
OG0002681	XM_001591118.1.p1	NM_001181779.3.p1
OG0002682	XM_001590941.1.p1	NM_001181892.1.p1
OG0002683	XM_001584712.1.p1	NM_001179017.1.p1
OG0002687	XM_001586733.1.p1	NM_001179337.3.p1
OG0002688	XM_001595177.1.p1	NM_001183143.1.p1
OG0002689	XM_001592281.1.p1	NM_001182929.1.p1
OG0002690	XM_001598236.1.p1	NM_001178276.1.p1
OG0002691	XM_001586060.1.p1	NM_001183204.1.p1, NM_001178844.1.p1
OG0002692	XM_001591095.1.p1	NM_001180712.3.p1
OG0002693	XM_001594364.1.p1	NM_001179878.3.p1
OG0002694	XM_001589333.1.p1	NM_001183260.1.p1
OG0002695	XM_001587167.1.p1	NM_001180908.1.p1
OG0002696	XM_001598191.1.p1	NM_001179857.3.p1, NM_001178251.1.p1
OG0002697	XM_001598772.1.p1	NM_001183636.1.p1
OG0002698	XM_001593787.1.p1	NM_001183059.1.p1
OG0002701	XM_001593758.1.p1	NM_001182592.1.p1
OG0002702	XM_001591302.1.p1	NM_001180216.1.p1
OG0002703	XM_001591239.1.p1	NM_001183822.1.p1
OG0002704	XM_001597465.1.p1	NM_001182639.1.p1
OG0002706	XM_001587159.1.p1	NM_001183088.1.p1
OG0002707	XM_001586132.1.p1	NM_001179241.1.p1
OG0002708	XM_001597128.1.p1	NM_001183057.1.p1
OG0002709	XM_001587858.1.p1	NM_001179228.1.p1
OG0002710	XM_001595676.1.p1	NM_001181659.3.p1
OG0002711	XM_001588265.1.p1	NM_001180575.3.p1
OG0002712	XM_001586007.1.p1	NM_001179806.1.p1
OG0002713	XM_001594857.1.p1	NM_001183918.1.p1
OG0002714	XM_001591816.1.p1	NM_001179243.1.p1
OG0002716	XM_001590028.1.p1	NM_001179188.1.p1
OG0002721	XM_001586997.1.p1	NM_001183806.1.p1
OG0002722	XM_001593780.1.p1	NM_001179201.1.p1
OG0002724	XM_001586934.1.p1	NM_001179047.1.p1
OG0002726	XM_001594793.1.p1	NM_001179974.1.p1
OG0002727	XM_001596199.1.p1	NM_001180325.3.p1
OG0002728	XM_001592197.1.p1	NM_001179372.1.p1
OG0002729	XM_001589317.1.p1	NM_001179384.3.p1
OG0002730	XM_001591400.1.p1	NM_001179331.3.p1
OG0002731	XM_001590601.1.p1	NM_001183960.1.p1
OG0002732	XM_001598116.1.p1	NM_001183086.1.p1
OG0002733	XM_001588057.1.p1	NM_001181068.1.p1
OG0002734	XM_001588718.1.p1	NM_001183945.1.p1
OG0002735	XM_001590234.1.p1	NM_001183603.3.p1
OG0002736	XM_001596736.1.p1	NM_001178502.1.p1
OG0002737	XM_001587661.1.p1	NM_001180146.1.p1
OG0002738	XM_001597580.1.p1	NM_001180203.1.p1
OG0002740	XM_001596378.1.p1	NM_001180742.3.p1
OG0002741	XM_001596447.1.p1	NM_001182791.1.p1
OG0002742	XM_001592800.1.p1	NM_001180949.1.p1, NM_001184003.1.p1
OG0002743	XM_001589287.1.p1	NM_001183206.3.p1
OG0002744	XM_001591464.1.p1	NM_001184058.1.p1
OG0002746	XM_001591002.1.p1	NM_001178871.3.p1
OG0002747	XM_001592910.1.p1	NM_001183787.3.p1
OG0002748	XM_001588490.1.p1	NM_001179639.1.p1
OG0002749	XM_001587250.1.p1	NM_001181524.1.p1
OG0002750	XM_001585487.1.p1	NM_001178599.3.p1
OG0002751	XM_001586019.1.p1	NM_001180465.3.p1
OG0002754	XM_001595580.1.p1	NM_001179360.3.p1
OG0002756	XM_001595353.1.p1	NM_001182956.1.p1
OG0002757	XM_001589360.1.p1	NM_001180277.1.p1
OG0002758	XM_001588928.1.p1	NM_001181715.1.p1
OG0002759	XM_001597470.1.p1	NM_001179200.1.p1
OG0002761	XM_001585199.1.p1	NM_001183587.3.p1
OG0002762	XM_001589225.1.p1	NM_001181360.1.p1
OG0002763	XM_001587011.1.p1	NM_001182394.1.p1
OG0002765	XM_001587839.1.p1	NM_001180205.1.p1
OG0002767	XM_001592938.1.p1	NM_001179759.1.p1
OG0002768	XM_001596338.1.p1	NM_001183911.1.p1
OG0002769	XM_001588242.1.p1	NM_001178312.1.p1
OG0002770	XM_001584690.1.p1	NM_001183946.1.p1
OG0002771	XM_001591056.1.p1	NM_001181538.1.p1, NM_001179819.3.p1
OG0002772	XM_001584501.1.p1	NM_001181142.1.p1
OG0002773	XM_001584842.1.p1	NM_001178326.1.p1
OG0002774	XM_001593500.1.p1	NM_001183015.2.p1
OG0002777	XM_001593216.1.p1	NM_001179728.1.p1
OG0002778	XM_001588821.1.p1	NM_001182186.1.p1
OG0002779	XM_001592438.1.p1	NM_001181065.3.p1
OG0002780	XM_001595052.1.p1	NM_001182647.1.p1, NM_001180144.1.p1, NM_001182483.1.p1
OG0002781	XM_001591527.1.p1	NM_001183403.1.p1
OG0002783	XM_001589787.1.p1	NM_001180376.3.p1
OG0002784	XM_001592447.1.p1	NM_001182709.1.p1
OG0002785	XM_001598758.1.p1	NM_001182099.1.p1
OG0002788	XM_001591693.1.p1	NM_001180296.1.p1
OG0002791	XM_001595077.1.p1	NM_001179593.1.p1, NM_001179133.1.p1
OG0002792	XM_001590027.1.p1	NM_001182629.1.p1
OG0002794	XM_001584823.1.p1	NM_001179591.1.p1
OG0002795	XM_001590912.1.p1	NM_001180413.3.p1
OG0002796	XM_001586660.1.p1	NM_001179238.1.p1, NM_001180666.1.p1
OG0002798	XM_001594499.1.p1	NM_001181232.1.p1
OG0002799	XM_001588159.1.p1	NM_001179451.1.p1
OG0002800	XM_001591143.1.p1	NM_001182145.1.p1, NM_001179980.1.p1
OG0002801	XM_001597534.1.p1	NM_001181953.1.p1
OG0002802	XM_001596953.1.p1	NM_001178898.1.p1
OG0002803	XM_001592401.1.p1	NM_001183542.1.p1
OG0002804	XM_001585530.1.p1	NM_001180689.1.p1
OG0002805	XM_001586067.1.p1	NM_001183715.1.p1
OG0002806	XM_001597447.1.p1	NM_001178188.1.p1
OG0002807	XM_001596809.1.p1	NM_001183691.3.p1
OG0002808	XM_001590544.1.p1	NM_001180488.3.p1
OG0002809	XM_001593313.1.p1	NM_001183180.1.p1
OG0002810	XM_001598004.1.p1	NM_001178836.3.p1
OG0002812	XM_001589205.1.p1	NM_001181502.1.p1
OG0002813	XM_001592772.1.p1	NM_001181831.1.p1
OG0002815	XM_001596198.1.p1	NM_001178490.1.p1
OG0002816	XM_001591067.1.p1	NM_001179871.1.p1
OG0002817	XM_001595513.1.p1, XM_001594837.1.p1	NM_001181326.1.p1, NM_001181673.3.p1
OG0002819	XM_001591973.1.p1	NM_001184277.1.p1
OG0002820	XM_001597886.1.p1	NM_001178489.2.p1
OG0002821	XM_001598454.1.p1	NM_001180637.3.p1
OG0002822	XM_001597859.1.p1	NM_001181177.1.p1
OG0002823	XM_001590009.1.p1	NM_001179709.1.p1
OG0002824	XM_001590910.1.p1	NM_001179941.1.p1
OG0002825	XM_001595492.1.p1	NM_001183562.1.p1
OG0002826	XM_001597079.1.p1	NM_001180687.1.p1, NM_001183546.1.p1
OG0002829	XM_001588300.1.p1	NM_001180912.1.p1
OG0002830	XM_001589002.1.p1	NM_001180929.1.p1
OG0002833	XM_001595290.1.p1	NM_001181893.1.p1
OG0002835	XM_001595662.1.p1	NM_001178253.1.p1
OG0002836	XM_001595817.1.p1	NM_001179653.1.p1
OG0002837	XM_001589262.1.p1	NM_001181334.3.p1
OG0002838	XM_001588615.1.p1	NM_001181349.1.p1
OG0002840	XM_001588045.1.p1	NM_001182179.1.p1
OG0002843	XM_001596231.1.p1	NM_001178855.3.p1, NM_001182100.1.p1
OG0002844	XM_001593045.1.p1	NM_001180902.3.p1
OG0002846	XM_001586963.1.p1	NM_001181324.3.p1
OG0002850	XM_001593497.1.p1	NM_001180309.1.p1, NM_001178349.1.p1
OG0002851	XM_001588039.1.p1	NM_001179374.3.p1, NM_001179277.1.p1, NM_001183011.1.p1
OG0002853	XM_001593876.1.p1	NM_001184144.1.p1
OG0002855	XM_001595705.1.p1	NM_001179093.1.p1
OG0002856	XM_001584674.1.p1	NM_001179418.1.p1
OG0002857	XM_001587907.1.p1	NM_001182688.1.p1, NM_001184044.1.p1
OG0002858	XM_001587913.1.p1	NM_001180382.1.p1
OG0002859	XM_001587414.1.p1	NM_001182286.3.p1
OG0002860	XM_001592365.1.p1	NM_001179498.1.p1
OG0002861	XM_001592809.1.p1	NM_001183530.3.p1
OG0002863	XM_001593273.1.p1	NM_001183400.1.p1
OG0002864	XM_001592933.1.p1	NM_001182749.1.p1, NM_001183732.1.p1
OG0002865	XM_001592893.1.p1	NM_001182289.3.p1
OG0002866	XM_001591304.1.p1	NM_001182784.1.p1
OG0002868	XM_001594750.1.p1	NM_001184087.1.p1, NM_001181882.1.p1
OG0002869	XM_001594714.1.p1	NM_001184061.1.p1
OG0002870	XM_001591055.1.p1	NM_001178591.3.p1
OG0002871	XM_001589839.1.p1	NM_001183197.3.p1
OG0002873	XM_001587391.1.p1	NM_001180358.1.p1
OG0002874	XM_001592659.1.p1	NM_001178903.1.p1
OG0002875	XM_001595937.1.p1	NM_001183924.1.p1
OG0002876	XM_001589719.1.p1	NM_001179995.3.p1
OG0002877	XM_001586947.1.p1	NM_001180975.1.p1
OG0002879	XM_001586490.1.p1	NM_001181839.1.p1
OG0002880	XM_001590651.1.p1	NM_001181415.1.p1
OG0002881	XM_001588307.1.p1	NM_001179199.1.p1
OG0002882	XM_001595117.1.p1	NM_001183070.1.p1
OG0002883	XM_001588923.1.p1	NM_001181261.3.p1
OG0002884	XM_001587320.1.p1	NM_001179584.3.p1
OG0002888	XM_001585340.1.p1	NM_001183992.1.p1
OG0002890	XM_001585491.1.p1	NM_001184153.1.p1
OG0002892	XM_001593193.1.p1	NM_001181153.3.p1
OG0002893	XM_001584778.1.p1	NM_001182229.1.p1
OG0002894	XM_001584777.1.p1	NM_001180472.1.p1
OG0002895	XM_001596822.1.p1	NM_001182016.1.p1
OG0002897	XM_001596797.1.p1	NM_001179249.1.p1
OG0002898	XM_001594548.1.p1	NM_001180551.3.p1
OG0002899	XM_001598500.1.p1	NM_001179218.1.p1
OG0002900	XM_001594304.1.p1	NM_001178761.1.p1
OG0002902	XM_001587141.1.p1	NM_001179964.1.p1
OG0002904	XM_001590117.1.p1	NM_001184024.1.p1
OG0002906	XM_001585980.1.p1	NM_001180672.3.p1
OG0002907	XM_001589508.1.p1	NM_001183396.2.p1
OG0002908	XM_001585681.1.p1	NM_001180163.1.p1
OG0002909	XM_001589650.1.p1	NM_001183700.3.p1
OG0002910	XM_001584756.1.p1	NM_001180447.3.p1
OG0002911	XM_001587671.1.p1	NM_001183062.1.p1
OG0002913	XM_001589087.1.p1	NM_001179026.1.p1
OG0002914	XM_001586648.1.p1	NM_001183708.1.p1
OG0002915	XM_001586655.1.p1	NM_001183277.1.p1
OG0002916	XM_001595332.1.p1	NM_001181414.1.p1
OG0002917	XM_001593156.1.p1	NM_001181403.2.p1
OG0002918	XM_001584751.1.p1	NM_001179463.1.p1
OG0002919	XM_001595131.1.p1	NM_001184309.3.p1
OG0002920	XM_001594348.1.p1	NM_001181316.3.p1
OG0002921	XM_001586580.1.p1	NM_001181292.3.p1
OG0002922	XM_001598928.1.p1	NM_001183856.1.p1
OG0002923	XM_001589939.1.p1	NM_001179938.1.p1
OG0002924	XM_001598426.1.p1	NM_001183496.1.p1
OG0002927	XM_001592441.1.p1	NM_001180662.3.p1
OG0002929	XM_001594925.1.p1	NM_001182774.1.p1, NM_001178359.1.p1
OG0002931	XM_001596637.1.p1	NM_001184273.1.p1
OG0002932	XM_001584521.1.p1	NM_001179617.1.p1
OG0002933	XM_001598436.1.p1	NM_001182063.1.p1
OG0002934	XM_001596902.1.p1	NM_001183970.1.p1, NM_001180069.1.p1, NM_001178362.1.p1
OG0002935	XM_001597087.1.p1	NM_001183908.1.p1
OG0002937	XM_001592062.1.p1	NM_001179396.1.p1
OG0002938	XM_001595996.1.p1	NM_001179034.3.p1, NM_001180377.3.p1
OG0002939	XM_001588064.1.p1	NM_001179861.3.p1
OG0002942	XM_001598387.1.p1	NM_001178527.1.p1
OG0002945	XM_001596835.1.p1	NM_001179583.1.p1
OG0002947	XM_001594879.1.p1	NM_001182642.1.p1
OG0002948	XM_001598017.1.p1	NM_001178352.2.p1
OG0002950	XM_001596766.1.p1	NM_001180449.1.p1
OG0002951	XM_001587972.1.p1	NM_001180452.1.p1
OG0002952	XM_001594674.1.p1	NM_001184266.1.p1
OG0002954	XM_001594218.1.p1	NM_001180832.3.p1
OG0002955	XM_001585257.1.p1	NM_001179132.1.p1
OG0002956	XM_001589716.1.p1	NM_001180625.3.p1, NM_001178895.1.p1
OG0002958	XM_001596285.1.p1	NM_001183125.1.p1
OG0002960	XM_001591838.1.p1	NM_001179770.1.p1
OG0002961	XM_001589391.1.p1	NM_001183020.1.p1
OG0002962	XM_001588125.1.p1	NM_001182177.1.p1
OG0002963	XM_001590664.1.p1	NM_001178548.3.p1
OG0002964	XM_001589841.1.p1	NM_001184137.1.p1
OG0002965	XM_001594731.1.p1	NM_001181256.1.p1
OG0002966	XM_001591517.1.p1	NM_001180803.3.p1
OG0002967	XM_001592383.1.p1	NM_001182546.1.p1
OG0002968	XM_001590687.1.p1	NM_001183286.1.p1
OG0002970	XM_001584779.1.p1	NM_001179250.1.p1
OG0002971	XM_001593218.1.p1	NM_001183328.1.p1
OG0002972	XM_001586583.1.p1	NM_001180133.1.p1
OG0002973	XM_001597296.1.p1	NM_001183128.1.p1
OG0002974	XM_001598292.1.p1	NM_001182781.1.p1
OG0002975	XM_001597082.1.p1	NM_001178274.1.p1
OG0002976	XM_001585763.1.p1	NM_001178847.1.p1
OG0002977	XM_001595717.1.p1	NM_001182194.1.p1
OG0002978	XM_001590727.1.p1	NM_001183324.1.p1
OG0002979	XM_001590171.1.p1	NM_001179507.1.p1, NM_001183109.2.p1
OG0002980	XM_001595614.1.p1	NM_001183626.1.p1
OG0002981	XM_001588086.1.p1	NM_001183504.1.p1
OG0002982	XM_001592352.1.p1	NM_001178799.1.p1
OG0002983	XM_001597473.1.p1	NM_001182053.1.p1
OG0002984	XM_001585466.1.p1	NM_001179573.1.p1
OG0002985	XM_001585569.1.p1	NM_001179082.1.p1
OG0002986	XM_001595969.1.p1	NM_001181274.2.p1
OG0002987	XM_001589442.1.p1	NM_001179721.1.p1
OG0002988	XM_001589623.1.p1	NM_001178568.3.p1
OG0002990	XM_001591809.1.p1	NM_001183548.1.p1
OG0002991	XM_001593792.1.p1	NM_001180143.1.p1
OG0002992	XM_001588178.1.p1	NM_001183394.1.p1
OG0002993	XM_001588043.1.p1	NM_001183535.1.p1
OG0002996	XM_001587815.1.p1	NM_001182073.1.p1
OG0002997	XM_001591052.1.p1	NM_001182306.1.p1
OG0002998	XM_001587294.1.p1	NM_001178374.1.p1
OG0002999	XM_001587735.1.p1	NM_001181973.1.p1
OG0003000	XM_001597103.1.p1	NM_001183907.1.p1
OG0003001	XM_001584517.1.p1	NM_001183094.1.p1
OG0003002	XM_001591859.1.p1	NM_001179107.1.p1
OG0003003	XM_001591033.1.p1	NM_001180932.3.p1
