Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Penicillium_expansum_rna_prot
OG0000123	XM_001598819.1.p1	XM_016746231.1.p1
OG0000125	XM_001591726.1.p1, XM_001589602.1.p1	XM_016743145.1.p1
OG0000125	XM_001592159.1.p1	XM_016748057.1.p1, XM_016743191.1.p1, XM_016746301.1.p1
OG0000126	XM_001589850.1.p1	XM_016747741.1.p1
OG0000126	XM_001589851.1.p1	XM_016737473.1.p1
OG0000126	XM_001590029.1.p1	XM_016738178.1.p1
OG0000126	XM_001598751.1.p1	XM_016743386.1.p1
OG0000127	XM_001585475.1.p1	XM_016741737.1.p1, XM_016741532.1.p1
OG0000127	XM_001594936.1.p1	XM_016738634.1.p1, XM_016747745.1.p1, XM_016742832.1.p1, XM_016741156.1.p1, XM_016744879.1.p1
OG0000128	XM_001593926.1.p1	XM_016741175.1.p1
OG0000128	XM_001588790.1.p1	XM_016738913.1.p1
OG0000129	XM_001590739.1.p1	XM_016746236.1.p1
OG0000129	XM_001592853.1.p1	XM_016745719.1.p1
OG0000129	XM_001587396.1.p1	XM_016741011.1.p1
OG0000129	XM_001594102.1.p1	XM_016743930.1.p1
OG0000130	XM_001587434.1.p1	XM_016738568.1.p1
OG0000131	XM_001598179.1.p1	XM_016741771.1.p1
OG0000131	XM_001584948.1.p1	XM_016738077.1.p1
OG0000133	XM_001592707.1.p1, XM_001591786.1.p1, XM_001584629.1.p1	XM_016748305.1.p1
OG0000134	XM_001592770.1.p1	XM_016740370.1.p1
OG0000134	XM_001593823.1.p1	XM_016738368.1.p1
OG0000135	XM_001590091.1.p1	XM_016744093.1.p1, XM_016741073.1.p1, XM_016746924.1.p1, XM_016738070.1.p1, XM_016738601.1.p1, XM_016742647.1.p1, XM_016738058.1.p1, XM_016742196.1.p1, XM_016739641.1.p1
OG0000136	XM_001585363.1.p1	XM_016741494.1.p1
OG0000137	XM_001595718.1.p1	XM_016739009.1.p1, XM_016742745.1.p1, XM_016744173.1.p1
OG0000137	XM_001590475.1.p1	XM_016740817.1.p1
OG0000137	XM_001593484.1.p1	XM_016745792.1.p1
OG0000138	XM_001585794.1.p1, XM_001590096.1.p1, XM_001597549.1.p1	XM_016741114.1.p1
OG0000138	XM_001598876.1.p1	XM_016739591.1.p1
OG0000138	XM_001587737.1.p1	XM_016740732.1.p1, XM_016738421.1.p1
OG0000139	XM_001588988.1.p1	XM_016747031.1.p1
OG0000139	XM_001591243.1.p1	XM_016747753.1.p1
OG0000140	XM_001592573.1.p1	XM_016742138.1.p1, XM_016740441.1.p1
OG0000140	XM_001587152.1.p1	XM_016739768.1.p1
OG0000141	XM_001591420.1.p1	XM_016742641.1.p1
OG0000141	XM_001593600.1.p1	XM_016741591.1.p1
OG0000142	XM_001596718.1.p1	XM_016743597.1.p1
OG0000142	XM_001598563.1.p1	XM_016747216.1.p1
OG0000143	XM_001587980.1.p1	XM_016739988.1.p1
OG0000143	XM_001595416.1.p1	XM_016740004.1.p1
OG0000143	XM_001597932.1.p1	XM_016740892.1.p1
OG0000144	XM_001584641.1.p1	XM_016742678.1.p1
OG0000145	XM_001596988.1.p1	XM_016739976.1.p1
OG0000145	XM_001589003.1.p1	XM_016744040.1.p1
OG0000146	XM_001589299.1.p1, XM_001598646.1.p1, XM_001590904.1.p1, XM_001586518.1.p1, XM_001597040.1.p1, XM_001592639.1.p1, XM_001584787.1.p1, XM_001593547.1.p1, XM_001585189.1.p1, XM_001584559.1.p1, XM_001591978.1.p1, XM_001589552.1.p1, XM_001598821.1.p1, XM_001590584.1.p1, XM_001585472.1.p1, XM_001598927.1.p1, XM_001592186.1.p1, XM_001595959.1.p1, XM_001590728.1.p1, XM_001597255.1.p1, XM_001594227.1.p1, XM_001589883.1.p1, XM_001593755.1.p1, XM_001585223.1.p1, XM_001584668.1.p1, XM_001589264.1.p1, XM_001589629.1.p1, XM_001585471.1.p1, XM_001592683.1.p1, XM_001586372.1.p1, XM_001593562.1.p1, XM_001598683.1.p1, XM_001592973.1.p1, XM_001586962.1.p1, XM_001587559.1.p1, XM_001593302.1.p1, XM_001589640.1.p1, XM_001584717.1.p1, XM_001596418.1.p1, XM_001597775.1.p1, XM_001587634.1.p1, XM_001591005.1.p1, XM_001589864.1.p1, XM_001586389.1.p1, XM_001586957.1.p1, XM_001592190.1.p1, XM_001587033.1.p1, XM_001589115.1.p1, XM_001596163.1.p1, XM_001587274.1.p1, XM_001587639.1.p1, XM_001587580.1.p1, XM_001584524.1.p1, XM_001597991.1.p1, XM_001595673.1.p1, XM_001590549.1.p1, XM_001592235.1.p1, XM_001592645.1.p1, XM_001591878.1.p1, XM_001591964.1.p1, XM_001587039.1.p1, XM_001587779.1.p1, XM_001585974.1.p1, XM_001597770.1.p1, XM_001589451.1.p1, XM_001587079.1.p1, XM_001584931.1.p1, XM_001592165.1.p1, XM_001587205.1.p1, XM_001586097.1.p1, XM_001591368.1.p1, XM_001587469.1.p1	XM_016745984.1.p1
OG0000147	XM_001598847.1.p1	XM_016747473.1.p1
OG0000147	XM_001588528.1.p1	XM_016744266.1.p1
OG0000147	XM_001584653.1.p1, XM_001597515.1.p1	XM_016746867.1.p1
OG0000148	XM_001584961.1.p1	XM_016745652.1.p1
OG0000148	XM_001587257.1.p1	XM_016745217.1.p1
OG0000148	XM_001598192.1.p1	XM_016744451.1.p1
OG0000149	XM_001598606.1.p1	XM_016743972.1.p1
OG0000149	XM_001591982.1.p1	XM_016747307.1.p1, XM_016743772.1.p1
OG0000150	XM_001591864.1.p1	XM_016745008.1.p1
OG0000150	XM_001592862.1.p1	XM_016747925.1.p1
OG0000150	XM_001598441.1.p1	XM_016745908.1.p1
OG0000151	XM_001590918.1.p1	XM_016743435.1.p1
OG0000151	XM_001595088.1.p1	XM_016744855.1.p1
OG0000151	XM_001585695.1.p1	XM_016745704.1.p1
OG0000153	XM_001587427.1.p1	XM_016741537.1.p1, XM_016747520.1.p1
OG0000154	XM_001588474.1.p1	XM_016747991.1.p1
OG0000155	XM_001595155.1.p1	XM_016747072.1.p1
OG0000155	XM_001585183.1.p1	XM_016746095.1.p1
OG0000156	XM_001590138.1.p1	XM_016738933.1.p1
OG0000156	XM_001590558.1.p1	XM_016743524.1.p1
OG0000157	XM_001591936.1.p1	XM_016738429.1.p1
OG0000157	XM_001584928.1.p1	XM_016744226.1.p1
OG0000158	XM_001591152.1.p1	XM_016737353.1.p1
OG0000158	XM_001596750.1.p1	XM_016738367.1.p1
OG0000158	XM_001594650.1.p1	XM_016740398.1.p1
OG0000159	XM_001586220.1.p1	XM_016738832.1.p1
OG0000159	XM_001597022.1.p1	XM_016744411.1.p1
OG0000159	XM_001596681.1.p1	XM_016737610.1.p1
OG0000160	XM_001591639.1.p1	XM_016745000.1.p1
OG0000160	XM_001598745.1.p1, XM_001590320.1.p1	XM_016742082.1.p1, XM_016742129.1.p1
OG0000160	XM_001588069.1.p1	XM_016739650.1.p1
OG0000161	XM_001588180.1.p1	XM_016743653.1.p1, XM_016738399.1.p1
OG0000161	XM_001585748.1.p1	XM_016737301.1.p1
OG0000162	XM_001598406.1.p1	XM_016739164.1.p1
OG0000162	XM_001598925.1.p1	XM_016745024.1.p1
OG0000163	XM_001588689.1.p1	XM_016740844.1.p1
OG0000163	XM_001590923.1.p1	XM_016743438.1.p1
OG0000163	XM_001587263.1.p1	XM_016743357.1.p1
OG0000164	XM_001598198.1.p1	XM_016747825.1.p1, XM_016741159.1.p1
OG0000164	XM_001586644.1.p1	XM_016738254.1.p1
OG0000165	XM_001586001.1.p1	XM_016741813.1.p1
OG0000166	XM_001596176.1.p1	XM_016738749.1.p1
OG0000166	XM_001596435.1.p1	XM_016747165.1.p1
OG0000167	XM_001586308.1.p1	XM_016738324.1.p1, XM_016748170.1.p1
OG0000168	XM_001587221.1.p1	XM_016746298.1.p1, XM_016740750.1.p1, XM_016739483.1.p1
OG0000169	XM_001593407.1.p1	XM_016748097.1.p1
OG0000169	XM_001592310.1.p1	XM_016740014.1.p1
OG0000169	XM_001594644.1.p1	XM_016745577.1.p1
OG0000170	XM_001595877.1.p1	XM_016738348.1.p1, XM_016742936.1.p1
OG0000170	XM_001585258.1.p1	XM_016747176.1.p1
OG0000171	XM_001594242.1.p1	XM_016746597.1.p1, XM_016747322.1.p1
OG0000172	XM_001590603.1.p1	XM_016748019.1.p1
OG0000172	XM_001590018.1.p1	XM_016739438.1.p1
OG0000172	XM_001585270.1.p1	XM_016741992.1.p1
OG0000173	XM_001593315.1.p1	XM_016741226.1.p1
OG0000173	XM_001587766.1.p1	XM_016742055.1.p1
OG0000174	XM_001591883.1.p1	XM_016746833.1.p1
OG0000174	XM_001597061.1.p1	XM_016744446.1.p1
OG0000174	XM_001585955.1.p1	XM_016745231.1.p1
OG0000175	XM_001593214.1.p1	XM_016741108.1.p1, XM_016748162.1.p1
OG0000175	XM_001589370.1.p1	XM_016747446.1.p1
OG0000175	XM_001598408.1.p1	XM_016739174.1.p1
OG0000175	XM_001596839.1.p1	XM_016742484.1.p1
OG0000176	XM_001594380.1.p1	XM_016739624.1.p1
OG0000176	XM_001591850.1.p1	XM_016745005.1.p1
OG0000176	XM_001593131.1.p1	XM_016747662.1.p1
OG0000177	XM_001591247.1.p1	XM_016742612.1.p1
OG0000177	XM_001595063.1.p1	XM_016747929.1.p1, XM_016740257.1.p1
OG0000178	XM_001594170.1.p1	XM_016739258.1.p1
OG0000178	XM_001597585.1.p1	XM_016738905.1.p1
OG0000178	XM_001590945.1.p1	XM_016746680.1.p1
OG0000179	XM_001592860.1.p1	XM_016739031.1.p1
OG0000179	XM_001594694.1.p1	XM_016738595.1.p1
OG0000181	XM_001597256.1.p1	XM_016747124.1.p1
OG0000181	XM_001589985.1.p1	XM_016744096.1.p1
OG0000182	XM_001588602.1.p1	XM_016746938.1.p1
OG0000182	XM_001595051.1.p1	XM_016741463.1.p1
OG0000182	XM_001585915.1.p1	XM_016742507.1.p1
OG0000183	XM_001588424.1.p1	XM_016741941.1.p1
OG0000184	XM_001594349.1.p1	XM_016740166.1.p1
OG0000185	XM_001597553.1.p1	XM_016737383.1.p1, XM_016741225.1.p1
OG0000187	XM_001598915.1.p1	XM_016745502.1.p1
OG0000189	XM_001589775.1.p1	XM_016746570.1.p1
OG0000189	XM_001593065.1.p1	XM_016747259.1.p1
OG0000190	XM_001590771.1.p1	XM_016738534.1.p1, XM_016738455.1.p1, XM_016748178.1.p1
OG0000191	XM_001590112.1.p1	XM_016739116.1.p1, XM_016742984.1.p1
OG0000192	XM_001594643.1.p1	XM_016738684.1.p1
OG0000192	XM_001588260.1.p1	XM_016743028.1.p1
OG0000195	XM_001597923.1.p1	XM_016746853.1.p1
OG0000195	XM_001584810.1.p1	XM_016737780.1.p1
OG0000195	XM_001588295.1.p1	XM_016739219.1.p1
OG0000196	XM_001593146.1.p1, XM_001597067.1.p1	XM_016745199.1.p1
OG0000197	XM_001593034.1.p1	XM_016746719.1.p1
OG0000197	XM_001596869.1.p1	XM_016741791.1.p1
OG0000197	XM_001593240.1.p1	XM_016740018.1.p1, XM_016741789.1.p1, XM_016747921.1.p1
OG0000198	XM_001589999.1.p1	XM_016741988.1.p1
OG0000199	XM_001595824.1.p1	XM_016743044.1.p1
OG0000200	XM_001591001.1.p1	XM_016737313.1.p1
OG0000200	XM_001585608.1.p1	XM_016738479.1.p1
OG0000201	XM_001586673.1.p1	XM_016744348.1.p1
OG0000201	XM_001590628.1.p1	XM_016748073.1.p1
OG0000201	XM_001585892.1.p1	XM_016748331.1.p1
OG0000202	XM_001596185.1.p1	XM_016738253.1.p1, XM_016746107.1.p1
OG0000202	XM_001598912.1.p1	XM_016743409.1.p1
OG0000203	XM_001586307.1.p1	XM_016746108.1.p1
OG0000204	XM_001587311.1.p1	XM_016748187.1.p1
OG0000205	XM_001594836.1.p1, XM_001593614.1.p1	XM_016738358.1.p1
OG0000205	XM_001590146.1.p1	XM_016739918.1.p1
OG0000205	XM_001588812.1.p1	XM_016747112.1.p1, XM_016743754.1.p1
OG0000207	XM_001584718.1.p1	XM_016741472.1.p1, XM_016744026.1.p1, XM_016748281.1.p1
OG0000210	XM_001597130.1.p1	XM_016746984.1.p1
OG0000210	XM_001584956.1.p1	XM_016743801.1.p1, XM_016741346.1.p1, XM_016747653.1.p1, XM_016737475.1.p1, XM_016742599.1.p1, XM_016744004.1.p1, XM_016742533.1.p1, XM_016741373.1.p1
OG0000211	XM_001586269.1.p1	XM_016742396.1.p1
OG0000211	XM_001591045.1.p1	XM_016744916.1.p1, XM_016738643.1.p1
OG0000212	XM_001588279.1.p1	XM_016747784.1.p1
OG0000212	XM_001597073.1.p1	XM_016743415.1.p1
OG0000213	XM_001589354.1.p1	XM_016737668.1.p1
OG0000213	XM_001590988.1.p1	XM_016744071.1.p1, XM_016740404.1.p1
OG0000214	XM_001592574.1.p1	XM_016742272.1.p1
OG0000214	XM_001596341.1.p1	XM_016740612.1.p1, XM_016748149.1.p1
OG0000215	XM_001590206.1.p1	XM_016740145.1.p1
OG0000216	XM_001598206.1.p1	XM_016738050.1.p1
OG0000220	XM_001586069.1.p1	XM_016740987.1.p1
OG0000221	XM_001596511.1.p1	XM_016744953.1.p1
OG0000221	XM_001588345.1.p1	XM_016742374.1.p1
OG0000221	XM_001597328.1.p1	XM_016747968.1.p1
OG0000221	XM_001595508.1.p1	XM_016738545.1.p1
OG0000222	XM_001592463.1.p1	XM_016747603.1.p1
OG0000225	XM_001588409.1.p1, XM_001585791.1.p1, XM_001591733.1.p1, XM_001585788.1.p1	XM_016743985.1.p1
OG0000226	XM_001591492.1.p1	XM_016744985.1.p1
OG0000226	XM_001584873.1.p1	XM_016738560.1.p1
OG0000227	XM_001596721.1.p1	XM_016742724.1.p1
OG0000227	XM_001597258.1.p1	XM_016741686.1.p1
OG0000227	XM_001598493.1.p1	XM_016740044.1.p1
OG0000228	XM_001598326.1.p1	XM_016738089.1.p1
OG0000228	XM_001590417.1.p1	XM_016743281.1.p1
OG0000228	XM_001594524.1.p1	XM_016738864.1.p1
OG0000229	XM_001584665.1.p1	XM_016745470.1.p1
OG0000229	XM_001592829.1.p1	XM_016740973.1.p1, XM_016747710.1.p1
OG0000230	XM_001595688.1.p1	XM_016743704.1.p1
OG0000230	XM_001584950.1.p1	XM_016742927.1.p1
OG0000231	XM_001591186.1.p1	XM_016742517.1.p1
OG0000231	XM_001595459.1.p1, XM_001591268.1.p1	XM_016738257.1.p1
OG0000232	XM_001594634.1.p1	XM_016742398.1.p1
OG0000232	XM_001589722.1.p1	XM_016740707.1.p1, XM_016742007.1.p1, XM_016739113.1.p1
OG0000234	XM_001596145.1.p1	XM_016737426.1.p1
OG0000236	XM_001596648.1.p1	XM_016742733.1.p1
OG0000237	XM_001585240.1.p1	XM_016745630.1.p1
OG0000237	XM_001587970.1.p1	XM_016745096.1.p1
OG0000237	XM_001598176.1.p1	XM_016738093.1.p1
OG0000238	XM_001587158.1.p1	XM_016739388.1.p1
OG0000239	XM_001586451.1.p1	XM_016742032.1.p1
OG0000240	XM_001584824.1.p1	XM_016746475.1.p1, XM_016744718.1.p1, XM_016742475.1.p1, XM_016738937.1.p1
OG0000241	XM_001593862.1.p1	XM_016738099.1.p1
OG0000244	XM_001585917.1.p1	XM_016742506.1.p1
OG0000244	XM_001597739.1.p1	XM_016740663.1.p1
OG0000246	XM_001586585.1.p1	XM_016737834.1.p1
OG0000247	XM_001598366.1.p1	XM_016744901.1.p1
OG0000247	XM_001597776.1.p1	XM_016747381.1.p1
OG0000247	XM_001589458.1.p1	XM_016742713.1.p1
OG0000248	XM_001596460.1.p1	XM_016738312.1.p1, XM_016741231.1.p1, XM_016738420.1.p1
OG0000248	XM_001592783.1.p1	XM_016746698.1.p1, XM_016738463.1.p1, XM_016742852.1.p1
OG0000249	XM_001587592.1.p1	XM_016743733.1.p1
OG0000250	XM_001594320.1.p1, XM_001588570.1.p1, XM_001598870.1.p1	XM_016740409.1.p1
OG0000251	XM_001593458.1.p1	XM_016746063.1.p1, XM_016744796.1.p1
OG0000251	XM_001590820.1.p1	XM_016745987.1.p1, XM_016738363.1.p1
OG0000252	XM_001590285.1.p1	XM_016739519.1.p1, XM_016741378.1.p1
OG0000252	XM_001584658.1.p1	XM_016744098.1.p1
OG0000253	XM_001596081.1.p1	XM_016745354.1.p1
OG0000253	XM_001598377.1.p1, XM_001590310.1.p1	XM_016738936.1.p1, XM_016744716.1.p1
OG0000253	XM_001586686.1.p1, XM_001597250.1.p1	XM_016745316.1.p1, XM_016742884.1.p1
OG0000253	XM_001589178.1.p1	XM_016746603.1.p1
OG0000254	XM_001590596.1.p1	XM_016743963.1.p1
OG0000255	XM_001586279.1.p1	XM_016743539.1.p1
OG0000256	XM_001590113.1.p1	XM_016741982.1.p1
OG0000257	XM_001590231.1.p1	XM_016747986.1.p1
OG0000258	XM_001590735.1.p1	XM_016746128.1.p1, XM_016742755.1.p1
OG0000258	XM_001585368.1.p1	XM_016744818.1.p1, XM_016740593.1.p1
OG0000259	XM_001587111.1.p1	XM_016742699.1.p1
OG0000260	XM_001587809.1.p1	XM_016740328.1.p1
OG0000261	XM_001585923.1.p1	XM_016745269.1.p1
OG0000261	XM_001589789.1.p1	XM_016743792.1.p1
OG0000261	XM_001596282.1.p1	XM_016745048.1.p1
OG0000262	XM_001585956.1.p1	XM_016745268.1.p1
OG0000263	XM_001595664.1.p1	XM_016743100.1.p1
OG0000264	XM_001596457.1.p1, XM_001587892.1.p1, XM_001595608.1.p1	XM_016745197.1.p1
OG0000265	XM_001590863.1.p1	XM_016746285.1.p1, XM_016740446.1.p1
OG0000265	XM_001597833.1.p1, XM_001597827.1.p1	XM_016738865.1.p1
OG0000266	XM_001595040.1.p1	XM_016744535.1.p1
OG0000266	XM_001598558.1.p1	XM_016741620.1.p1
OG0000268	XM_001594381.1.p1	XM_016741006.1.p1
OG0000268	XM_001592851.1.p1	XM_016747900.1.p1
OG0000269	XM_001587306.1.p1	XM_016741419.1.p1
OG0000269	XM_001595030.1.p1	XM_016744489.1.p1
OG0000271	XM_001595666.1.p1	XM_016742188.1.p1
OG0000271	XM_001590668.1.p1	XM_016744143.1.p1
OG0000271	XM_001585265.1.p1	XM_016744527.1.p1, XM_016741909.1.p1
OG0000272	XM_001593331.1.p1	XM_016744056.1.p1, XM_016743419.1.p1
OG0000272	XM_001598882.1.p1	XM_016743966.1.p1, XM_016740508.1.p1
OG0000273	XM_001592377.1.p1	XM_016740022.1.p1
OG0000275	XM_001585625.1.p1	XM_016738509.1.p1
OG0000276	XM_001592491.1.p1	XM_016747435.1.p1
OG0000276	XM_001598855.1.p1	XM_016739674.1.p1
OG0000276	XM_001597019.1.p1	XM_016741595.1.p1
OG0000277	XM_001588099.1.p1	XM_016741804.1.p1
OG0000278	XM_001596155.1.p1	XM_016744307.1.p1
OG0000278	XM_001586662.1.p1	XM_016738196.1.p1, XM_016738195.1.p1
OG0000280	XM_001585903.1.p1	XM_016745209.1.p1
OG0000281	XM_001594638.1.p1	XM_016742405.1.p1
OG0000281	XM_001594133.1.p1	XM_016739275.1.p1
OG0000282	XM_001588023.1.p1	XM_016743318.1.p1
OG0000283	XM_001593967.1.p1	XM_016747764.1.p1
OG0000283	XM_001586787.1.p1	XM_016742618.1.p1
OG0000284	XM_001594975.1.p1	XM_016737773.1.p1
OG0000284	XM_001588421.1.p1	XM_016743116.1.p1
OG0000285	XM_001588048.1.p1, XM_001589245.1.p1	XM_016737363.1.p1, XM_016744863.1.p1
OG0000286	XM_001595060.1.p1	XM_016740301.1.p1
OG0000287	XM_001586375.1.p1	XM_016741639.1.p1
OG0000287	XM_001591627.1.p1	XM_016741256.1.p1
OG0000287	XM_001597112.1.p1	XM_016741860.1.p1
OG0000288	XM_001586741.1.p1	XM_016745126.1.p1
OG0000288	XM_001585180.1.p1	XM_016740037.1.p1
OG0000289	XM_001596210.1.p1	XM_016746972.1.p1
OG0000289	XM_001587013.1.p1	XM_016743512.1.p1
OG0000291	XM_001595467.1.p1	XM_016738303.1.p1
OG0000291	XM_001593375.1.p1	XM_016737407.1.p1
OG0000292	XM_001595511.1.p1	XM_016748039.1.p1
OG0000292	XM_001596671.1.p1, XM_001597497.1.p1	XM_016747093.1.p1
OG0000293	XM_001586572.1.p1	XM_016738707.1.p1
OG0000294	XM_001591647.1.p1	XM_016737992.1.p1
OG0000294	XM_001591006.1.p1	XM_016741149.1.p1, XM_016747389.1.p1
OG0000295	XM_001586192.1.p1	XM_016744892.1.p1
OG0000295	XM_001590105.1.p1	XM_016741825.1.p1
OG0000295	XM_001595606.1.p1	XM_016740476.1.p1
OG0000300	XM_001598672.1.p1, XM_001598720.1.p1	XM_016740632.1.p1
OG0000301	XM_001597552.1.p1	XM_016738446.1.p1
OG0000302	XM_001589175.1.p1, XM_001596985.1.p1, XM_001589445.1.p1	XM_016742639.1.p1
OG0000302	XM_001591897.1.p1	XM_016744922.1.p1
OG0000303	XM_001593841.1.p1	XM_016743683.1.p1
OG0000303	XM_001595283.1.p1	XM_016742105.1.p1
OG0000303	XM_001596500.1.p1	XM_016739146.1.p1
OG0000304	XM_001592528.1.p1	XM_016740832.1.p1
OG0000304	XM_001587021.1.p1	XM_016737977.1.p1
OG0000306	XM_001590000.1.p1	XM_016744002.1.p1
OG0000307	XM_001584568.1.p1	XM_016747393.1.p1
OG0000307	XM_001592523.1.p1	XM_016738891.1.p1
OG0000309	XM_001594078.1.p1	XM_016740105.1.p1
OG0000310	XM_001597658.1.p1	XM_016737682.1.p1
OG0000312	XM_001596529.1.p1	XM_016747157.1.p1
OG0000312	XM_001597099.1.p1	XM_016737632.1.p1
OG0000313	XM_001598739.1.p1	XM_016740205.1.p1
OG0000313	XM_001586897.1.p1	XM_016743558.1.p1
OG0000313	XM_001593588.1.p1	XM_016746521.1.p1, XM_016745497.1.p1
OG0000314	XM_001597620.1.p1	XM_016742928.1.p1
OG0000314	XM_001593040.1.p1	XM_016745731.1.p1
OG0000315	XM_001589387.1.p1	XM_016740510.1.p1
OG0000317	XM_001586015.1.p1	XM_016746322.1.p1, XM_016742309.1.p1, XM_016744060.1.p1
OG0000317	XM_001587228.1.p1	XM_016746150.1.p1
OG0000318	XM_001598012.1.p1	XM_016739151.1.p1
OG0000318	XM_001594756.1.p1	XM_016748169.1.p1
OG0000319	XM_001598351.1.p1	XM_016744493.1.p1
OG0000320	XM_001585068.1.p1	XM_016746480.1.p1, XM_016744593.1.p1
OG0000321	XM_001592385.1.p1	XM_016746936.1.p1
OG0000322	XM_001587529.1.p1	XM_016745750.1.p1
OG0000322	XM_001592461.1.p1	XM_016747605.1.p1
OG0000323	XM_001590851.1.p1	XM_016741914.1.p1
OG0000324	XM_001594373.1.p1	XM_016741005.1.p1
OG0000324	XM_001592271.1.p1	XM_016746878.1.p1
OG0000325	XM_001595222.1.p1	XM_016747959.1.p1
OG0000326	XM_001589657.1.p1	XM_016745049.1.p1
OG0000326	XM_001595679.1.p1	XM_016739726.1.p1
OG0000327	XM_001587909.1.p1	XM_016743674.1.p1, XM_016739984.1.p1
OG0000327	XM_001586425.1.p1, XM_001588494.1.p1, XM_001597044.1.p1	XM_016741795.1.p1, XM_016740007.1.p1, XM_016742274.1.p1
OG0000328	XM_001593417.1.p1	XM_016745320.1.p1
OG0000329	XM_001590057.1.p1, XM_001598723.1.p1	XM_016738732.1.p1
OG0000331	XM_001593836.1.p1	XM_016742047.1.p1, XM_016737516.1.p1
OG0000334	XM_001594693.1.p1	XM_016738596.1.p1
OG0000335	XM_001587695.1.p1	XM_016738244.1.p1
OG0000336	XM_001596349.1.p1	XM_016741309.1.p1
OG0000337	XM_001597150.1.p1	XM_016737321.1.p1
OG0000337	XM_001589811.1.p1	XM_016740588.1.p1
OG0000338	XM_001595733.1.p1	XM_016747792.1.p1
OG0000338	XM_001589919.1.p1	XM_016739901.1.p1
OG0000339	XM_001597935.1.p1	XM_016739193.1.p1
OG0000340	XM_001593244.1.p1	XM_016748246.1.p1
OG0000341	XM_001596553.1.p1	XM_016741064.1.p1
OG0000342	XM_001587098.1.p1	XM_016740060.1.p1
OG0000343	XM_001593775.1.p1	XM_016746408.1.p1
OG0000343	XM_001588828.1.p1	XM_016745802.1.p1
OG0000345	XM_001588208.1.p1	XM_016738103.1.p1
OG0000346	XM_001588685.1.p1	XM_016743344.1.p1
OG0000346	XM_001585647.1.p1	XM_016747554.1.p1
OG0000347	XM_001588291.1.p1	XM_016739217.1.p1
OG0000347	XM_001594045.1.p1	XM_016746156.1.p1
OG0000348	XM_001596350.1.p1	XM_016738828.1.p1
OG0000348	XM_001596342.1.p1	XM_016745389.1.p1
OG0000350	XM_001594577.1.p1	XM_016741317.1.p1
OG0000350	XM_001585929.1.p1	XM_016745257.1.p1
OG0000351	XM_001592911.1.p1	XM_016739936.1.p1
OG0000353	XM_001594393.1.p1	XM_016746764.1.p1
OG0000353	XM_001588067.1.p1	XM_016739614.1.p1, XM_016739052.1.p1
OG0000354	XM_001594672.1.p1	XM_016747237.1.p1
OG0000355	XM_001590970.1.p1	XM_016744416.1.p1
OG0000355	XM_001585849.1.p1	XM_016741552.1.p1
OG0000356	XM_001598020.1.p1	XM_016738094.1.p1
OG0000356	XM_001594952.1.p1	XM_016739075.1.p1
OG0000357	XM_001584508.1.p1	XM_016746804.1.p1
OG0000357	XM_001596882.1.p1	XM_016746270.1.p1
OG0000358	XM_001598266.1.p1	XM_016741091.1.p1, XM_016740617.1.p1
OG0000361	XM_001597018.1.p1	XM_016745474.1.p1
OG0000362	XM_001592261.1.p1	XM_016738598.1.p1, XM_016741270.1.p1
OG0000363	XM_001591160.1.p1	XM_016740140.1.p1, XM_016747437.1.p1
OG0000364	XM_001586746.1.p1	XM_016745084.1.p1
OG0000364	XM_001591295.1.p1	XM_016747719.1.p1
OG0000365	XM_001589092.1.p1	XM_016748166.1.p1
OG0000365	XM_001593795.1.p1	XM_016747992.1.p1
OG0000366	XM_001592514.1.p1	XM_016738120.1.p1
OG0000367	XM_001591428.1.p1	XM_016741505.1.p1
OG0000367	XM_001589140.1.p1	XM_016745479.1.p1, XM_016747229.1.p1
OG0000369	XM_001585932.1.p1	XM_016742435.1.p1
OG0000369	XM_001585931.1.p1	XM_016742436.1.p1
OG0000374	XM_001594977.1.p1	XM_016744484.1.p1
OG0000375	XM_001586362.1.p1, XM_001597921.1.p1	XM_016742139.1.p1, XM_016743392.1.p1, XM_016738055.1.p1
OG0000376	XM_001588139.1.p1	XM_016739748.1.p1
OG0000376	XM_001587757.1.p1	XM_016742595.1.p1
OG0000378	XM_001596864.1.p1	XM_016747427.1.p1
OG0000378	XM_001594848.1.p1	XM_016739542.1.p1
OG0000379	XM_001588044.1.p1	XM_016744822.1.p1
OG0000379	XM_001592931.1.p1	XM_016748221.1.p1
OG0000380	XM_001584697.1.p1	XM_016738112.1.p1
OG0000380	XM_001597824.1.p1	XM_016740032.1.p1
OG0000381	XM_001596277.1.p1	XM_016742881.1.p1
OG0000381	XM_001586516.1.p1	XM_016748271.1.p1
OG0000382	XM_001589705.1.p1	XM_016737628.1.p1
OG0000383	XM_001595200.1.p1	XM_016745164.1.p1
OG0000384	XM_001590907.1.p1	XM_016742560.1.p1
OG0000384	XM_001596488.1.p1	XM_016737963.1.p1, XM_016742111.1.p1
OG0000385	XM_001594849.1.p1	XM_016739543.1.p1
OG0000385	XM_001591151.1.p1	XM_016737320.1.p1
OG0000386	XM_001592690.1.p1	XM_016742662.1.p1
OG0000387	XM_001592504.1.p1, XM_001593733.1.p1	XM_016744031.1.p1
OG0000388	XM_001587153.1.p1	XM_016739926.1.p1
OG0000389	XM_001592940.1.p1	XM_016738216.1.p1
OG0000390	XM_001595466.1.p1	XM_016739752.1.p1
