Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Alternaria_alternata_rna_prot
OG0000134	XM_001593823.1.p1	XM_018529348.1.p1
OG0000135	XM_001590091.1.p1	XM_018528153.1.p1
OG0000136	XM_001585363.1.p1	XM_018533805.1.p1
OG0000137	XM_001595718.1.p1	XM_018536110.1.p1, XM_018525334.1.p1
OG0000137	XM_001590475.1.p1	XM_018534087.1.p1
OG0000137	XM_001593484.1.p1	XM_018526402.1.p1
OG0000138	XM_001598876.1.p1	XM_018525990.1.p1
OG0000138	XM_001590768.1.p1	XM_018534323.1.p1
OG0000138	XM_001587737.1.p1	XM_018532872.1.p1, XM_018535252.1.p1
OG0000139	XM_001588988.1.p1	XM_018523268.1.p1
OG0000139	XM_001590289.1.p1	XM_018527044.1.p1
OG0000139	XM_001591243.1.p1	XM_018529576.1.p1
OG0000140	XM_001589200.1.p1	XM_018525704.1.p1
OG0000140	XM_001587152.1.p1	XM_018529756.1.p1
OG0000141	XM_001591420.1.p1	XM_018532973.1.p1
OG0000141	XM_001593600.1.p1	XM_018529375.1.p1
OG0000141	XM_001591233.1.p1	XM_018526064.1.p1
OG0000142	XM_001596718.1.p1	XM_018526157.1.p1
OG0000142	XM_001598563.1.p1	XM_018524728.1.p1
OG0000142	XM_001590541.1.p1	XM_018535698.1.p1
OG0000142	XM_001593084.1.p1, XM_001597781.1.p1	XM_018535221.1.p1
OG0000143	XM_001597932.1.p1	XM_018536165.1.p1
OG0000144	XM_001595270.1.p1	XM_018526831.1.p1
OG0000144	XM_001584641.1.p1	XM_018527225.1.p1
OG0000145	XM_001596988.1.p1	XM_018536098.1.p1
OG0000145	XM_001591190.1.p1	XM_018532156.1.p1, XM_018534228.1.p1
OG0000147	XM_001588528.1.p1	XM_018534206.1.p1
OG0000148	XM_001584961.1.p1	XM_018524077.1.p1
OG0000148	XM_001587257.1.p1	XM_018526772.1.p1
OG0000148	XM_001598192.1.p1	XM_018532746.1.p1
OG0000149	XM_001586899.1.p1, XM_001588407.1.p1	XM_018535522.1.p1
OG0000149	XM_001594094.1.p1, XM_001598606.1.p1	XM_018526834.1.p1, XM_018532382.1.p1, XM_018534258.1.p1
OG0000149	XM_001591982.1.p1	XM_018525017.1.p1, XM_018532533.1.p1
OG0000150	XM_001591864.1.p1	XM_018526513.1.p1
OG0000150	XM_001592862.1.p1	XM_018535238.1.p1
OG0000150	XM_001598441.1.p1	XM_018533450.1.p1
OG0000151	XM_001590918.1.p1	XM_018530377.1.p1
OG0000151	XM_001595088.1.p1	XM_018529430.1.p1
OG0000151	XM_001585695.1.p1	XM_018531323.1.p1
OG0000152	XM_001586091.1.p1	XM_018536034.1.p1
OG0000152	XM_001584799.1.p1	XM_018523222.1.p1
OG0000154	XM_001597904.1.p1	XM_018532230.1.p1
OG0000155	XM_001595155.1.p1	XM_018526743.1.p1
OG0000155	XM_001585183.1.p1	XM_018523681.1.p1
OG0000156	XM_001590138.1.p1	XM_018532900.1.p1
OG0000156	XM_001590558.1.p1	XM_018525078.1.p1
OG0000157	XM_001591936.1.p1	XM_018536402.1.p1
OG0000157	XM_001584928.1.p1	XM_018534621.1.p1
OG0000158	XM_001591152.1.p1	XM_018523462.1.p1
OG0000158	XM_001596750.1.p1	XM_018536108.1.p1
OG0000159	XM_001586220.1.p1	XM_018528369.1.p1
OG0000159	XM_001597022.1.p1	XM_018527533.1.p1
OG0000159	XM_001596681.1.p1	XM_018534313.1.p1
OG0000160	XM_001598265.1.p1	XM_018533924.1.p1
OG0000160	XM_001598745.1.p1, XM_001590320.1.p1	XM_018527891.1.p1, XM_018531593.1.p1
OG0000160	XM_001588069.1.p1	XM_018531577.1.p1
OG0000161	XM_001588180.1.p1	XM_018532026.1.p1
OG0000161	XM_001585748.1.p1	XM_018530830.1.p1
OG0000162	XM_001598406.1.p1	XM_018525832.1.p1
OG0000162	XM_001598925.1.p1	XM_018534811.1.p1
OG0000163	XM_001588689.1.p1	XM_018530851.1.p1
OG0000163	XM_001590923.1.p1	XM_018529160.1.p1
OG0000163	XM_001587263.1.p1	XM_018526500.1.p1
OG0000164	XM_001598198.1.p1	XM_018526727.1.p1
OG0000164	XM_001586644.1.p1	XM_018529334.1.p1
OG0000165	XM_001586001.1.p1	XM_018531324.1.p1
OG0000166	XM_001596176.1.p1	XM_018529193.1.p1
OG0000166	XM_001596435.1.p1	XM_018531771.1.p1
OG0000166	XM_001595405.1.p1	XM_018535911.1.p1
OG0000167	XM_001592412.1.p1	XM_018523809.1.p1
OG0000167	XM_001596554.1.p1	XM_018532692.1.p1
OG0000168	XM_001587221.1.p1	XM_018523212.1.p1, XM_018530681.1.p1, XM_018535628.1.p1, XM_018532631.1.p1, XM_018526761.1.p1, XM_018536248.1.p1, XM_018527684.1.p1, XM_018529745.1.p1, XM_018530060.1.p1
OG0000169	XM_001593407.1.p1	XM_018532267.1.p1
OG0000169	XM_001592310.1.p1	XM_018533186.1.p1
OG0000169	XM_001594644.1.p1	XM_018531939.1.p1
OG0000170	XM_001595877.1.p1	XM_018525071.1.p1
OG0000170	XM_001585258.1.p1	XM_018531815.1.p1
OG0000171	XM_001592227.1.p1	XM_018523477.1.p1
OG0000171	XM_001585029.1.p1	XM_018529429.1.p1, XM_018533128.1.p1
OG0000171	XM_001596547.1.p1	XM_018530503.1.p1
OG0000171	XM_001590524.1.p1	XM_018534529.1.p1
OG0000172	XM_001590603.1.p1	XM_018529781.1.p1
OG0000172	XM_001590018.1.p1	XM_018524007.1.p1
OG0000172	XM_001585270.1.p1	XM_018536000.1.p1
OG0000173	XM_001593315.1.p1	XM_018525856.1.p1
OG0000173	XM_001587766.1.p1	XM_018529959.1.p1
OG0000174	XM_001591883.1.p1	XM_018536164.1.p1
OG0000174	XM_001597061.1.p1	XM_018531730.1.p1
OG0000174	XM_001590770.1.p1	XM_018524075.1.p1, XM_018529904.1.p1
OG0000174	XM_001585955.1.p1	XM_018534105.1.p1
OG0000175	XM_001589737.1.p1	XM_018525742.1.p1
OG0000175	XM_001592718.1.p1	XM_018535810.1.p1
OG0000175	XM_001589370.1.p1	XM_018529900.1.p1
OG0000175	XM_001596839.1.p1	XM_018528753.1.p1
OG0000176	XM_001594380.1.p1	XM_018530166.1.p1
OG0000176	XM_001591850.1.p1	XM_018526180.1.p1
OG0000176	XM_001593131.1.p1	XM_018534421.1.p1
OG0000177	XM_001591247.1.p1	XM_018526027.1.p1
OG0000177	XM_001595063.1.p1	XM_018523686.1.p1
OG0000178	XM_001594170.1.p1	XM_018523975.1.p1
OG0000178	XM_001597585.1.p1	XM_018535159.1.p1
OG0000178	XM_001590945.1.p1	XM_018536458.1.p1
OG0000179	XM_001596283.1.p1, XM_001595401.1.p1	XM_018524421.1.p1
OG0000179	XM_001592860.1.p1	XM_018535923.1.p1
OG0000179	XM_001594350.1.p1	XM_018527277.1.p1
OG0000180	XM_001594632.1.p1	XM_018527585.1.p1
OG0000181	XM_001597256.1.p1	XM_018527812.1.p1
OG0000181	XM_001589985.1.p1	XM_018534204.1.p1
OG0000182	XM_001588602.1.p1	XM_018530123.1.p1
OG0000182	XM_001595051.1.p1	XM_018528172.1.p1
OG0000182	XM_001585915.1.p1	XM_018532517.1.p1
OG0000183	XM_001592775.1.p1	XM_018524220.1.p1
OG0000183	XM_001588424.1.p1	XM_018535137.1.p1
OG0000184	XM_001594349.1.p1	XM_018535918.1.p1
OG0000187	XM_001598915.1.p1	XM_018529440.1.p1
OG0000189	XM_001589775.1.p1	XM_018523633.1.p1
OG0000189	XM_001593065.1.p1	XM_018528717.1.p1
OG0000189	XM_001592803.1.p1	XM_018526734.1.p1, XM_018535117.1.p1
OG0000190	XM_001585620.1.p1	XM_018534644.1.p1
OG0000191	XM_001590112.1.p1	XM_018526565.1.p1
OG0000192	XM_001594643.1.p1	XM_018535507.1.p1
OG0000192	XM_001597741.1.p1	XM_018536132.1.p1
OG0000192	XM_001588260.1.p1	XM_018525468.1.p1
OG0000193	XM_001584881.1.p1	XM_018525512.1.p1
OG0000194	XM_001585815.1.p1	XM_018528803.1.p1
OG0000194	XM_001585468.1.p1	XM_018529962.1.p1
OG0000195	XM_001597923.1.p1	XM_018534127.1.p1
OG0000195	XM_001584810.1.p1	XM_018532633.1.p1
OG0000195	XM_001588295.1.p1	XM_018533970.1.p1
OG0000196	XM_001593146.1.p1, XM_001597067.1.p1	XM_018524870.1.p1
OG0000197	XM_001596869.1.p1	XM_018527106.1.p1
OG0000197	XM_001593240.1.p1	XM_018536445.1.p1
OG0000197	XM_001592373.1.p1	XM_018532205.1.p1
OG0000198	XM_001589999.1.p1	XM_018529094.1.p1
OG0000199	XM_001595824.1.p1	XM_018530713.1.p1
OG0000201	XM_001585892.1.p1	XM_018530860.1.p1
OG0000202	XM_001586674.1.p1, XM_001596185.1.p1	XM_018527042.1.p1
OG0000202	XM_001598912.1.p1	XM_018532185.1.p1
OG0000203	XM_001586307.1.p1, XM_001590586.1.p1	XM_018525515.1.p1
OG0000204	XM_001587311.1.p1	XM_018526715.1.p1, XM_018526144.1.p1
OG0000205	XM_001594836.1.p1, XM_001593614.1.p1	XM_018535972.1.p1
OG0000205	XM_001590146.1.p1	XM_018526854.1.p1
OG0000206	XM_001592244.1.p1	XM_018528424.1.p1, XM_018531949.1.p1
OG0000207	XM_001596987.1.p1	XM_018535673.1.p1
OG0000207	XM_001584718.1.p1	XM_018528825.1.p1
OG0000210	XM_001597130.1.p1	XM_018524165.1.p1, XM_018528146.1.p1
OG0000210	XM_001584956.1.p1	XM_018529474.1.p1, XM_018532123.1.p1, XM_018527932.1.p1, XM_018529521.1.p1, XM_018530509.1.p1
OG0000211	XM_001586269.1.p1	XM_018524953.1.p1
OG0000212	XM_001588279.1.p1	XM_018535721.1.p1
OG0000212	XM_001584946.1.p1	XM_018525505.1.p1
OG0000212	XM_001597073.1.p1	XM_018530386.1.p1
OG0000213	XM_001589354.1.p1	XM_018532974.1.p1
OG0000213	XM_001590988.1.p1	XM_018527758.1.p1
OG0000214	XM_001592574.1.p1	XM_018529867.1.p1
OG0000214	XM_001596341.1.p1	XM_018527903.1.p1
OG0000215	XM_001596068.1.p1, XM_001593468.1.p1, XM_001590206.1.p1	XM_018534487.1.p1, XM_018534235.1.p1, XM_018535296.1.p1
OG0000216	XM_001598206.1.p1	XM_018536283.1.p1
OG0000218	XM_001595415.1.p1	XM_018533090.1.p1
OG0000220	XM_001586069.1.p1	XM_018531895.1.p1
OG0000220	XM_001591224.1.p1, XM_001593333.1.p1	XM_018526879.1.p1
OG0000221	XM_001596511.1.p1	XM_018535089.1.p1
OG0000221	XM_001588345.1.p1	XM_018532000.1.p1
OG0000221	XM_001595508.1.p1	XM_018535344.1.p1
OG0000222	XM_001592463.1.p1	XM_018534266.1.p1
OG0000225	XM_001588409.1.p1	XM_018526480.1.p1
OG0000226	XM_001591492.1.p1	XM_018532749.1.p1
OG0000226	XM_001584873.1.p1	XM_018530411.1.p1, XM_018523648.1.p1
OG0000227	XM_001596721.1.p1	XM_018533504.1.p1
OG0000227	XM_001597258.1.p1	XM_018524668.1.p1
OG0000227	XM_001598493.1.p1	XM_018534395.1.p1
OG0000228	XM_001598326.1.p1	XM_018525908.1.p1
OG0000228	XM_001590417.1.p1	XM_018525290.1.p1
OG0000228	XM_001594524.1.p1	XM_018525804.1.p1
OG0000229	XM_001584665.1.p1	XM_018528007.1.p1
OG0000229	XM_001592829.1.p1	XM_018534340.1.p1
OG0000230	XM_001595688.1.p1	XM_018528868.1.p1
OG0000230	XM_001584950.1.p1	XM_018532530.1.p1
OG0000231	XM_001591186.1.p1	XM_018534063.1.p1
OG0000231	XM_001595459.1.p1, XM_001591268.1.p1	XM_018532010.1.p1
OG0000232	XM_001589722.1.p1	XM_018533046.1.p1
OG0000234	XM_001596145.1.p1	XM_018528149.1.p1
OG0000235	XM_001587120.1.p1	XM_018529318.1.p1, XM_018528975.1.p1
OG0000237	XM_001585240.1.p1	XM_018528657.1.p1
OG0000237	XM_001587970.1.p1	XM_018535138.1.p1
OG0000237	XM_001598176.1.p1	XM_018525910.1.p1
OG0000238	XM_001587158.1.p1	XM_018526057.1.p1
OG0000239	XM_001591165.1.p1	XM_018530339.1.p1
OG0000239	XM_001586451.1.p1	XM_018536455.1.p1
OG0000240	XM_001584824.1.p1	XM_018534896.1.p1
OG0000241	XM_001593862.1.p1	XM_018535094.1.p1
OG0000244	XM_001585917.1.p1	XM_018532622.1.p1
OG0000244	XM_001597739.1.p1	XM_018523705.1.p1
OG0000245	XM_001588698.1.p1	XM_018523949.1.p1, XM_018529470.1.p1
OG0000246	XM_001586585.1.p1	XM_018525992.1.p1
OG0000247	XM_001598366.1.p1	XM_018530760.1.p1
OG0000247	XM_001589458.1.p1	XM_018526539.1.p1
OG0000248	XM_001592783.1.p1	XM_018534762.1.p1
OG0000248	XM_001586783.1.p1, XM_001585751.1.p1, XM_001586722.1.p1	XM_018531905.1.p1
OG0000249	XM_001587592.1.p1	XM_018526975.1.p1
OG0000250	XM_001587767.1.p1	XM_018532088.1.p1
OG0000250	XM_001594320.1.p1	XM_018529333.1.p1
OG0000250	XM_001588570.1.p1, XM_001598870.1.p1	XM_018529353.1.p1
OG0000251	XM_001593458.1.p1	XM_018531087.1.p1
OG0000251	XM_001590820.1.p1	XM_018534687.1.p1
OG0000252	XM_001584658.1.p1	XM_018532630.1.p1
OG0000253	XM_001592812.1.p1	XM_018533710.1.p1
OG0000254	XM_001590596.1.p1	XM_018536419.1.p1
OG0000255	XM_001590986.1.p1, XM_001586084.1.p1	XM_018523186.1.p1
OG0000255	XM_001586279.1.p1	XM_018534068.1.p1, XM_018536129.1.p1, XM_018525967.1.p1, XM_018531607.1.p1
OG0000256	XM_001587897.1.p1	XM_018523455.1.p1
OG0000256	XM_001590113.1.p1	XM_018526380.1.p1
OG0000257	XM_001590231.1.p1	XM_018528552.1.p1
OG0000257	XM_001589773.1.p1	XM_018531025.1.p1
OG0000258	XM_001590735.1.p1	XM_018529641.1.p1
OG0000259	XM_001598370.1.p1	XM_018533239.1.p1, XM_018529447.1.p1, XM_018533968.1.p1
OG0000259	XM_001590880.1.p1	XM_018526600.1.p1, XM_018526156.1.p1
OG0000259	XM_001587111.1.p1	XM_018526495.1.p1
OG0000260	XM_001587809.1.p1	XM_018535676.1.p1
OG0000261	XM_001585923.1.p1	XM_018528074.1.p1
OG0000261	XM_001589789.1.p1	XM_018534457.1.p1
OG0000261	XM_001596282.1.p1	XM_018528895.1.p1, XM_018532766.1.p1
OG0000262	XM_001585956.1.p1	XM_018532507.1.p1
OG0000263	XM_001593172.1.p1	XM_018529603.1.p1
OG0000263	XM_001595664.1.p1	XM_018530710.1.p1, XM_018532477.1.p1
OG0000264	XM_001587892.1.p1, XM_001595608.1.p1	XM_018536412.1.p1
OG0000266	XM_001595040.1.p1	XM_018534658.1.p1
OG0000266	XM_001598558.1.p1	XM_018535562.1.p1
OG0000268	XM_001594381.1.p1	XM_018523586.1.p1
OG0000268	XM_001592851.1.p1	XM_018527694.1.p1
OG0000269	XM_001587306.1.p1	XM_018530958.1.p1
OG0000269	XM_001595030.1.p1	XM_018523738.1.p1
OG0000270	XM_001590743.1.p1, XM_001597669.1.p1	XM_018524369.1.p1
OG0000271	XM_001595666.1.p1	XM_018530690.1.p1
OG0000271	XM_001585265.1.p1	XM_018526358.1.p1
OG0000272	XM_001593332.1.p1	XM_018534310.1.p1
OG0000273	XM_001592377.1.p1	XM_018534500.1.p1
OG0000275	XM_001590888.1.p1	XM_018530424.1.p1
OG0000276	XM_001592491.1.p1, XM_001598855.1.p1	XM_018531760.1.p1
OG0000276	XM_001597019.1.p1	XM_018530928.1.p1
OG0000277	XM_001588099.1.p1	XM_018523468.1.p1
OG0000279	XM_001584514.1.p1	XM_018523779.1.p1
OG0000279	XM_001597332.1.p1	XM_018536377.1.p1
OG0000280	XM_001586347.1.p1	XM_018526671.1.p1
OG0000280	XM_001585903.1.p1	XM_018534364.1.p1
OG0000280	XM_001588434.1.p1	XM_018523821.1.p1
OG0000281	XM_001594638.1.p1	XM_018535937.1.p1
OG0000281	XM_001594133.1.p1	XM_018523962.1.p1
OG0000282	XM_001588023.1.p1	XM_018535505.1.p1, XM_018529226.1.p1, XM_018532942.1.p1
OG0000282	XM_001589293.1.p1	XM_018524048.1.p1, XM_018532302.1.p1
OG0000283	XM_001593967.1.p1	XM_018524224.1.p1
OG0000283	XM_001586787.1.p1	XM_018529914.1.p1
OG0000284	XM_001594975.1.p1	XM_018524546.1.p1
OG0000284	XM_001588421.1.p1	XM_018534752.1.p1
OG0000285	XM_001588048.1.p1	XM_018525451.1.p1
OG0000285	XM_001589245.1.p1	XM_018535072.1.p1
OG0000285	XM_001596070.1.p1	XM_018527799.1.p1, XM_018524948.1.p1, XM_018534892.1.p1
OG0000286	XM_001596937.1.p1, XM_001595178.1.p1	XM_018534959.1.p1
OG0000286	XM_001595060.1.p1	XM_018525673.1.p1
OG0000287	XM_001591627.1.p1	XM_018535735.1.p1
OG0000287	XM_001597112.1.p1	XM_018531387.1.p1
OG0000288	XM_001586741.1.p1	XM_018536101.1.p1
OG0000288	XM_001585180.1.p1	XM_018534079.1.p1
OG0000289	XM_001596210.1.p1	XM_018534268.1.p1
OG0000289	XM_001587013.1.p1	XM_018535792.1.p1
OG0000291	XM_001595467.1.p1	XM_018524744.1.p1
OG0000291	XM_001593375.1.p1	XM_018532313.1.p1
OG0000291	XM_001586302.1.p1	XM_018530791.1.p1, XM_018529043.1.p1
OG0000292	XM_001595511.1.p1	XM_018525089.1.p1
OG0000292	XM_001596671.1.p1, XM_001597497.1.p1	XM_018527824.1.p1
OG0000293	XM_001586572.1.p1	XM_018534416.1.p1, XM_018525241.1.p1, XM_018535357.1.p1, XM_018529070.1.p1
OG0000294	XM_001591647.1.p1	XM_018528257.1.p1
OG0000294	XM_001591006.1.p1	XM_018529291.1.p1
OG0000295	XM_001586192.1.p1	XM_018527199.1.p1
OG0000295	XM_001590105.1.p1	XM_018532076.1.p1
OG0000295	XM_001595606.1.p1	XM_018526794.1.p1
OG0000300	XM_001595548.1.p1	XM_018525462.1.p1, XM_018534033.1.p1
OG0000300	XM_001598672.1.p1	XM_018532652.1.p1
OG0000301	XM_001597552.1.p1	XM_018528437.1.p1
OG0000302	XM_001589445.1.p1	XM_018523703.1.p1
OG0000302	XM_001591897.1.p1	XM_018528614.1.p1
OG0000303	XM_001593841.1.p1	XM_018531659.1.p1
OG0000303	XM_001595283.1.p1, XM_001596500.1.p1	XM_018523903.1.p1
OG0000304	XM_001592528.1.p1	XM_018524267.1.p1
OG0000304	XM_001587021.1.p1	XM_018525527.1.p1
OG0000306	XM_001588299.1.p1	XM_018530450.1.p1
OG0000307	XM_001584568.1.p1	XM_018526572.1.p1
OG0000307	XM_001596247.1.p1	XM_018532597.1.p1, XM_018531245.1.p1
OG0000307	XM_001593676.1.p1	XM_018533887.1.p1
OG0000308	XM_001591807.1.p1	XM_018528911.1.p1
OG0000309	XM_001594078.1.p1	XM_018528259.1.p1
OG0000310	XM_001595441.1.p1, XM_001589016.1.p1	XM_018531317.1.p1
OG0000312	XM_001596529.1.p1	XM_018524043.1.p1
OG0000312	XM_001597099.1.p1	XM_018525292.1.p1
OG0000313	XM_001598739.1.p1	XM_018524273.1.p1
OG0000313	XM_001586897.1.p1	XM_018531452.1.p1
OG0000313	XM_001593588.1.p1	XM_018529689.1.p1
OG0000314	XM_001597620.1.p1	XM_018524475.1.p1
OG0000314	XM_001593040.1.p1	XM_018533313.1.p1
OG0000315	XM_001589387.1.p1	XM_018533079.1.p1
OG0000317	XM_001586015.1.p1	XM_018533761.1.p1
OG0000317	XM_001587228.1.p1	XM_018535608.1.p1
OG0000318	XM_001598012.1.p1	XM_018534454.1.p1
OG0000318	XM_001594756.1.p1	XM_018535672.1.p1
OG0000322	XM_001587529.1.p1	XM_018523690.1.p1
OG0000322	XM_001592461.1.p1	XM_018526558.1.p1
OG0000323	XM_001584830.1.p1, XM_001593606.1.p1, XM_001587578.1.p1	XM_018523994.1.p1
OG0000323	XM_001598484.1.p1	XM_018531400.1.p1
OG0000323	XM_001591961.1.p1, XM_001593906.1.p1, XM_001587226.1.p1	XM_018535898.1.p1
OG0000324	XM_001594373.1.p1	XM_018534878.1.p1
OG0000324	XM_001592271.1.p1	XM_018526852.1.p1
OG0000325	XM_001595222.1.p1	XM_018527345.1.p1
OG0000325	XM_001590041.1.p1	XM_018525166.1.p1
OG0000325	XM_001594961.1.p1	XM_018527022.1.p1
OG0000326	XM_001589657.1.p1	XM_018530505.1.p1
OG0000326	XM_001595679.1.p1	XM_018525466.1.p1
OG0000327	XM_001587909.1.p1	XM_018530668.1.p1, XM_018525583.1.p1, XM_018527610.1.p1, XM_018532229.1.p1
OG0000328	XM_001586323.1.p1	XM_018530394.1.p1
OG0000329	XM_001591776.1.p1	XM_018530380.1.p1
OG0000329	XM_001590057.1.p1, XM_001598723.1.p1	XM_018526645.1.p1
OG0000330	XM_001593975.1.p1	XM_018529391.1.p1
OG0000330	XM_001586476.1.p1	XM_018529405.1.p1
OG0000333	XM_001591225.1.p1	XM_018535484.1.p1
OG0000334	XM_001588568.1.p1	XM_018523390.1.p1
OG0000335	XM_001587695.1.p1	XM_018524246.1.p1
OG0000336	XM_001596349.1.p1	XM_018533276.1.p1
OG0000337	XM_001597150.1.p1	XM_018535920.1.p1
OG0000337	XM_001589811.1.p1	XM_018525077.1.p1
OG0000338	XM_001595733.1.p1	XM_018527953.1.p1
OG0000338	XM_001589919.1.p1	XM_018525258.1.p1
OG0000339	XM_001588030.1.p1	XM_018529915.1.p1
OG0000339	XM_001597935.1.p1	XM_018526462.1.p1
OG0000340	XM_001593244.1.p1	XM_018529268.1.p1
OG0000341	XM_001596553.1.p1	XM_018526929.1.p1, XM_018536468.1.p1, XM_018533753.1.p1, XM_018536556.1.p1
OG0000342	XM_001587098.1.p1	XM_018531751.1.p1
OG0000343	XM_001593775.1.p1	XM_018523279.1.p1
OG0000343	XM_001588828.1.p1	XM_018526401.1.p1
OG0000344	XM_001593257.1.p1	XM_018535968.1.p1, XM_018529118.1.p1
OG0000345	XM_001588208.1.p1	XM_018531098.1.p1
OG0000346	XM_001588685.1.p1	XM_018523698.1.p1
OG0000346	XM_001585647.1.p1	XM_018530256.1.p1
OG0000347	XM_001588291.1.p1	XM_018523794.1.p1
OG0000347	XM_001594045.1.p1	XM_018527091.1.p1
OG0000348	XM_001596342.1.p1	XM_018527379.1.p1
OG0000349	XM_001584732.1.p1, XM_001598037.1.p1	XM_018534221.1.p1
OG0000349	XM_001588714.1.p1	XM_018526674.1.p1
OG0000350	XM_001594577.1.p1	XM_018527568.1.p1
OG0000350	XM_001585929.1.p1	XM_018535513.1.p1
OG0000351	XM_001592911.1.p1	XM_018527765.1.p1
OG0000351	XM_001590850.1.p1, XM_001590848.1.p1	XM_018528176.1.p1
OG0000352	XM_001590512.1.p1	XM_018533264.1.p1
OG0000352	XM_001593209.1.p1	XM_018533253.1.p1
OG0000352	XM_001590845.1.p1	XM_018531283.1.p1, XM_018535700.1.p1
OG0000352	XM_001585021.1.p1, XM_001591126.1.p1	XM_018528208.1.p1, XM_018532579.1.p1, XM_018535540.1.p1
OG0000354	XM_001594672.1.p1	XM_018528429.1.p1
OG0000355	XM_001590970.1.p1	XM_018532932.1.p1
OG0000355	XM_001585849.1.p1	XM_018530535.1.p1
OG0000356	XM_001589024.1.p1	XM_018531334.1.p1
OG0000356	XM_001594952.1.p1	XM_018534388.1.p1
OG0000357	XM_001584508.1.p1	XM_018532560.1.p1
OG0000357	XM_001596882.1.p1	XM_018532620.1.p1
OG0000361	XM_001597018.1.p1	XM_018525738.1.p1
OG0000361	XM_001586289.1.p1	XM_018533350.1.p1
OG0000361	XM_001584885.1.p1	XM_018531903.1.p1
OG0000362	XM_001592261.1.p1	XM_018524069.1.p1, XM_018524630.1.p1
OG0000363	XM_001597792.1.p1	XM_018528705.1.p1
OG0000364	XM_001586746.1.p1	XM_018524242.1.p1
OG0000364	XM_001591295.1.p1	XM_018534041.1.p1
OG0000365	XM_001589092.1.p1	XM_018525303.1.p1, XM_018529412.1.p1, XM_018531924.1.p1
OG0000365	XM_001587777.1.p1	XM_018525203.1.p1, XM_018534428.1.p1, XM_018529201.1.p1
OG0000366	XM_001585303.1.p1	XM_018530369.1.p1, XM_018534000.1.p1
OG0000366	XM_001592514.1.p1	XM_018525835.1.p1
OG0000367	XM_001591428.1.p1	XM_018532265.1.p1
OG0000368	XM_001586991.1.p1	XM_018532377.1.p1
OG0000369	XM_001585932.1.p1	XM_018534093.1.p1
OG0000369	XM_001585931.1.p1	XM_018534078.1.p1
OG0000370	XM_001596117.1.p1	XM_018534521.1.p1
OG0000374	XM_001594977.1.p1	XM_018523428.1.p1
OG0000375	XM_001586362.1.p1, XM_001597921.1.p1	XM_018524523.1.p1
OG0000375	XM_001589897.1.p1	XM_018524016.1.p1
OG0000376	XM_001588139.1.p1	XM_018535757.1.p1
OG0000376	XM_001587757.1.p1	XM_018524247.1.p1
OG0000378	XM_001596864.1.p1	XM_018524782.1.p1
OG0000378	XM_001594848.1.p1	XM_018524821.1.p1
OG0000379	XM_001588044.1.p1	XM_018525485.1.p1
OG0000379	XM_001592931.1.p1	XM_018531339.1.p1
OG0000380	XM_001584697.1.p1	XM_018531274.1.p1
OG0000380	XM_001597824.1.p1	XM_018526176.1.p1
OG0000381	XM_001596277.1.p1	XM_018527906.1.p1
OG0000381	XM_001586516.1.p1	XM_018526997.1.p1
OG0000382	XM_001589705.1.p1	XM_018527401.1.p1
OG0000382	XM_001586499.1.p1	XM_018531532.1.p1
OG0000383	XM_001595200.1.p1	XM_018528675.1.p1
OG0000384	XM_001590907.1.p1	XM_018535482.1.p1
OG0000384	XM_001596488.1.p1	XM_018529265.1.p1
OG0000385	XM_001594849.1.p1	XM_018533769.1.p1
OG0000385	XM_001591151.1.p1	XM_018532243.1.p1
OG0000386	XM_001592690.1.p1	XM_018535150.1.p1
OG0000386	XM_001587880.1.p1	XM_018534014.1.p1
OG0000387	XM_001593827.1.p1	XM_018530945.1.p1
OG0000387	XM_001592504.1.p1	XM_018528899.1.p1, XM_018531785.1.p1
OG0000388	XM_001587153.1.p1	XM_018531119.1.p1
OG0000388	XM_001588257.1.p1	XM_018524217.1.p1
OG0000389	XM_001592940.1.p1	XM_018532188.1.p1, XM_018533061.1.p1
OG0000390	XM_001595466.1.p1	XM_018525470.1.p1
OG0000390	XM_001591034.1.p1	XM_018527142.1.p1
OG0000391	XM_001597617.1.p1	XM_018528968.1.p1
OG0000393	XM_001596263.1.p1	XM_018526132.1.p1
OG0000393	XM_001597320.1.p1	XM_018527163.1.p1
OG0000395	XM_001597922.1.p1	XM_018526506.1.p1
OG0000395	XM_001592276.1.p1	XM_018534986.1.p1
OG0000396	XM_001592582.1.p1	XM_018534261.1.p1
OG0000397	XM_001597134.1.p1	XM_018529213.1.p1
OG0000397	XM_001598839.1.p1	XM_018530932.1.p1, XM_018531277.1.p1, XM_018527899.1.p1, XM_018535419.1.p1, XM_018527905.1.p1, XM_018528323.1.p1, XM_018534006.1.p1, XM_018530347.1.p1, XM_018533833.1.p1, XM_018527821.1.p1, XM_018532113.1.p1
OG0000398	XM_001597851.1.p1	XM_018528518.1.p1
OG0000398	XM_001591395.1.p1	XM_018534852.1.p1
OG0000399	XM_001598920.1.p1	XM_018530934.1.p1
OG0000399	XM_001586912.1.p1	XM_018528757.1.p1
OG0000400	XM_001585385.1.p1	XM_018536290.1.p1
OG0000400	XM_001598807.1.p1	XM_018528884.1.p1
OG0000401	XM_001598784.1.p1	XM_018531725.1.p1
OG0000401	XM_001589106.1.p1	XM_018530302.1.p1
