Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Arthrobotrys_oligospora_cds_prot
OG0000107	XM_001584783.1.p1, XM_001589423.1.p1, XM_001592404.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507151.1_5754.p1
OG0000108	XM_001591983.1.p1	lcl|JAVHJL010000006.1_cds_KAK6502093.1_10234.p1
OG0000108	XM_001596312.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496484.1_2579.p1
OG0000108	XM_001597053.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496543.1_1586.p1
OG0000109	XM_001598413.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509595.1_4453.p1, lcl|JAVHJL010000002.1_cds_KAK6509594.1_4452.p1, lcl|JAVHJL010000002.1_cds_KAK6509596.1_4454.p1
OG0000109	XM_001594476.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497910.1_12701.p1
OG0000110	XM_001598036.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505321.1_7451.p1
OG0000110	XM_001598742.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499864.1_10564.p1
OG0000111	XM_001590699.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497631.1_12422.p1
OG0000111	XM_001590723.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497623.1_12414.p1
OG0000111	XM_001590630.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512005.1_927.p1
OG0000111	XM_001585540.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506755.1_5358.p1
OG0000112	XM_001587130.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504538.1_6668.p1
OG0000112	XM_001590980.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509659.1_4517.p1
OG0000113	XM_001598286.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500107.1_10807.p1
OG0000113	XM_001587022.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496861.1_1904.p1, lcl|JAVHJL010000001.1_cds_KAK6511615.1_537.p1
OG0000113	XM_001596658.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503812.1_9100.p1
OG0000114	XM_001595727.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509971.1_4829.p1
OG0000114	XM_001595917.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495483.1_3598.p1
OG0000114	XM_001596499.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496353.1_2448.p1
OG0000114	XM_001592280.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502818.1_8106.p1
OG0000115	XM_001591022.1.p1, XM_001593828.1.p1, XM_001591024.1.p1, XM_001586177.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512598.1_1520.p1
OG0000119	XM_001588524.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508903.1_3761.p1
OG0000122	XM_001595033.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505708.1_7838.p1
OG0000122	XM_001585288.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501563.1_9704.p1
OG0000123	XM_001590327.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504789.1_6919.p1
OG0000126	XM_001594679.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509160.1_4018.p1
OG0000126	XM_001598751.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503036.1_8324.p1
OG0000127	XM_001585475.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504535.1_6665.p1
OG0000127	XM_001594936.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495063.1_3178.p1
OG0000128	XM_001593926.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511247.1_169.p1
OG0000128	XM_001587645.1.p1, XM_001587546.1.p1, XM_001595695.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511654.1_576.p1, lcl|JAVHJL010000006.1_cds_KAK6501249.1_9390.p1, lcl|JAVHJL010000006.1_cds_KAK6501251.1_9392.p1, lcl|JAVHJL010000002.1_cds_KAK6509693.1_4551.p1
OG0000128	XM_001588790.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510099.1_4957.p1
OG0000129	XM_001590739.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500495.1_11195.p1
OG0000129	XM_001592853.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505475.1_7605.p1
OG0000129	XM_001587396.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505110.1_7240.p1
OG0000129	XM_001594102.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507053.1_5656.p1
OG0000130	XM_001587434.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498716.1_11664.p1
OG0000131	XM_001598179.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504781.1_6911.p1
OG0000131	XM_001584948.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509896.1_4754.p1
OG0000133	XM_001584629.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505057.1_7187.p1, lcl|JAVHJL010000005.1_cds_KAK6503058.1_8346.p1, lcl|JAVHJL010000001.1_cds_KAK6511688.1_610.p1
OG0000136	XM_001591416.1.p1, XM_001585363.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501548.1_9689.p1
OG0000137	XM_001595718.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507202.1_5805.p1
OG0000137	XM_001590475.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496498.1_2593.p1
OG0000137	XM_001593484.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507238.1_5841.p1
OG0000138	XM_001590768.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498767.1_11715.p1
OG0000139	XM_001591243.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509271.1_4129.p1
OG0000140	XM_001592573.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495261.1_3376.p1, lcl|JAVHJL010000002.1_cds_KAK6508821.1_3679.p1
OG0000140	XM_001589200.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501946.1_10087.p1
OG0000140	XM_001587152.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507371.1_5974.p1
OG0000143	XM_001587980.1.p1, XM_001595416.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512113.1_1035.p1
OG0000144	XM_001595270.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511700.1_622.p1
OG0000144	XM_001584641.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498895.1_11843.p1
OG0000145	XM_001596988.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498836.1_11784.p1
OG0000145	XM_001591190.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509204.1_4062.p1
OG0000145	XM_001589003.1.p1	lcl|JAVHJL010000012.1_cds_KAK6495924.1_3056.p1, lcl|JAVHJL010000009.1_cds_KAK6497715.1_12506.p1
OG0000147	XM_001584653.1.p1, XM_001597515.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502775.1_8063.p1
OG0000148	XM_001584961.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506586.1_5189.p1
OG0000148	XM_001587257.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507933.1_6536.p1
OG0000148	XM_001598192.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509183.1_4041.p1
OG0000149	XM_001592319.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511344.1_266.p1
OG0000149	XM_001591982.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498389.1_11337.p1
OG0000150	XM_001591864.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511938.1_860.p1
OG0000150	XM_001592862.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496928.1_1971.p1
OG0000150	XM_001598441.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511479.1_401.p1
OG0000151	XM_001590918.1.p1	lcl|JAVHJL010000012.1_cds_KAK6495886.1_3018.p1, lcl|JAVHJL010000012.1_cds_KAK6495673.1_2805.p1, lcl|JAVHJL010000003.1_cds_KAK6507529.1_6132.p1
OG0000151	XM_001595088.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512171.1_1093.p1
OG0000151	XM_001585695.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501969.1_10110.p1
OG0000153	XM_001589373.1.p1, XM_001596416.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501678.1_9819.p1, lcl|JAVHJL010000007.1_cds_KAK6500380.1_11080.p1, lcl|JAVHJL010000006.1_cds_KAK6501679.1_9820.p1
OG0000153	XM_001587427.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502971.1_8259.p1, lcl|JAVHJL010000002.1_cds_KAK6509772.1_4630.p1, lcl|JAVHJL010000010.1_cds_KAK6496745.1_1788.p1
OG0000155	XM_001585183.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505490.1_7620.p1, lcl|JAVHJL010000013.1_cds_KAK6495454.1_3569.p1
OG0000157	XM_001584928.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507562.1_6165.p1
OG0000158	XM_001591152.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498659.1_11607.p1
OG0000159	XM_001586220.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507074.1_5677.p1
OG0000159	XM_001596681.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505400.1_7530.p1
OG0000160	XM_001591639.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505113.1_7243.p1
OG0000160	XM_001588069.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499709.1_10409.p1
OG0000162	XM_001598406.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497340.1_12131.p1
OG0000162	XM_001598925.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507317.1_5920.p1
OG0000162	XM_001592439.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500215.1_10915.p1
OG0000163	XM_001588689.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502760.1_8048.p1
OG0000163	XM_001590923.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507538.1_6141.p1
OG0000163	XM_001587263.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507268.1_5871.p1
OG0000164	XM_001598198.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501309.1_9450.p1, lcl|JAVHJL010000003.1_cds_KAK6507266.1_5869.p1
OG0000164	XM_001586644.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509272.1_4130.p1
OG0000165	XM_001584900.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500397.1_11097.p1
OG0000165	XM_001586001.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503234.1_8522.p1
OG0000166	XM_001596176.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512215.1_1137.p1
OG0000167	XM_001597064.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500531.1_11231.p1
OG0000168	XM_001587221.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500192.1_10892.p1, lcl|JAVHJL010000001.1_cds_KAK6512592.1_1514.p1
OG0000169	XM_001592310.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499648.1_10348.p1
OG0000169	XM_001594644.1.p1	lcl|JAVHJL010000006.1_cds_KAK6502077.1_10218.p1
OG0000170	XM_001595877.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507271.1_5874.p1, lcl|JAVHJL010000001.1_cds_KAK6512511.1_1433.p1
OG0000172	XM_001590603.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497675.1_12466.p1
OG0000172	XM_001590018.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501635.1_9776.p1
OG0000172	XM_001585270.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501584.1_9725.p1
OG0000173	XM_001593315.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496829.1_1872.p1
OG0000174	XM_001591883.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498474.1_11422.p1
OG0000174	XM_001597061.1.p1, XM_001590770.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511777.1_699.p1, lcl|JAVHJL010000010.1_cds_KAK6496959.1_2002.p1
OG0000175	XM_001589737.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507963.1_6566.p1
OG0000175	XM_001592718.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500514.1_11214.p1
OG0000175	XM_001593214.1.p1, XM_001589370.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499863.1_10563.p1
OG0000176	XM_001594380.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496629.1_1672.p1
OG0000176	XM_001591850.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511951.1_873.p1
OG0000176	XM_001593131.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505298.1_7428.p1
OG0000177	XM_001591247.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509325.1_4183.p1
OG0000177	XM_001595063.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502797.1_8085.p1
OG0000178	XM_001594170.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496275.1_2370.p1
OG0000178	XM_001597585.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505497.1_7627.p1
OG0000178	XM_001590945.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503019.1_8307.p1
OG0000179	XM_001592860.1.p1, XM_001594350.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498883.1_11831.p1, lcl|JAVHJL010000008.1_cds_KAK6499095.1_12043.p1, lcl|JAVHJL010000004.1_cds_KAK6504660.1_6790.p1
OG0000179	XM_001594694.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507693.1_6296.p1
OG0000180	XM_001594632.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508986.1_3844.p1
OG0000181	XM_001597256.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501776.1_9917.p1, lcl|JAVHJL010000002.1_cds_KAK6510201.1_5059.p1, lcl|JAVHJL010000004.1_cds_KAK6504526.1_6656.p1, lcl|JAVHJL010000004.1_cds_KAK6504587.1_6717.p1
OG0000181	XM_001589985.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509690.1_4548.p1
OG0000182	XM_001588602.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510009.1_4867.p1
OG0000182	XM_001595051.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512093.1_1015.p1
OG0000182	XM_001585915.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501200.1_9341.p1
OG0000184	XM_001594349.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506645.1_5248.p1
OG0000185	XM_001589036.1.p1, XM_001592840.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505717.1_7847.p1
OG0000189	XM_001589775.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512262.1_1184.p1
OG0000189	XM_001593065.1.p1, XM_001592803.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496836.1_1879.p1
OG0000190	XM_001590771.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510088.1_4946.p1
OG0000191	XM_001590112.1.p1	lcl|JAVHJL010000003.1_cds_KAK6508031.1_6634.p1, lcl|JAVHJL010000003.1_cds_KAK6508033.1_6636.p1, lcl|JAVHJL010000002.1_cds_KAK6509801.1_4659.p1
OG0000194	XM_001598131.1.p1, XM_001592870.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511170.1_92.p1, lcl|JAVHJL010000001.1_cds_KAK6511171.1_93.p1, lcl|JAVHJL010000003.1_cds_KAK6506789.1_5392.p1, lcl|JAVHJL010000003.1_cds_KAK6506788.1_5391.p1, lcl|JAVHJL010000003.1_cds_KAK6506790.1_5393.p1
OG0000194	XM_001589621.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496447.1_2542.p1
OG0000194	XM_001585815.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501225.1_9366.p1
OG0000194	XM_001585468.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511716.1_638.p1
OG0000195	XM_001597923.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511941.1_863.p1
OG0000195	XM_001584810.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497569.1_12361.p1
OG0000195	XM_001588295.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507189.1_5792.p1
OG0000197	XM_001593034.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496837.1_1880.p1
OG0000198	XM_001587594.1.p1, XM_001587593.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509478.1_4336.p1
OG0000198	XM_001589999.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501613.1_9754.p1
OG0000199	XM_001595824.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512256.1_1178.p1
OG0000200	XM_001591001.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498639.1_11587.p1
OG0000200	XM_001585608.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503643.1_8931.p1
OG0000200	XM_001585607.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503644.1_8932.p1
OG0000201	XM_001586673.1.p1, XM_001590628.1.p1	lcl|JAVHJL010000012.1_cds_KAK6495669.1_2801.p1, lcl|JAVHJL010000001.1_cds_KAK6512039.1_961.p1
OG0000201	XM_001585892.1.p1	lcl|JAVHJL010000006.1_cds_KAK6502032.1_10173.p1
OG0000202	XM_001586674.1.p1, XM_001596185.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498441.1_11389.p1
OG0000202	XM_001598912.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500497.1_11197.p1
OG0000203	XM_001586307.1.p1, XM_001590586.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498314.1_11262.p1
OG0000205	XM_001588812.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507837.1_6440.p1
OG0000207	XM_001584718.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510244.1_5102.p1
OG0000211	XM_001586269.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505011.1_7141.p1
OG0000211	XM_001591045.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497507.1_12298.p1
OG0000212	XM_001588279.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500427.1_11127.p1
OG0000212	XM_001584946.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499908.1_10608.p1
OG0000212	XM_001597073.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507502.1_6105.p1
OG0000213	XM_001589354.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511327.1_249.p1, lcl|JAVHJL010000001.1_cds_KAK6511328.1_250.p1, lcl|JAVHJL010000001.1_cds_KAK6512258.1_1180.p1
OG0000213	XM_001590988.1.p1, XM_001594639.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501935.1_10076.p1, lcl|JAVHJL010000006.1_cds_KAK6501934.1_10075.p1
OG0000214	XM_001596341.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512401.1_1323.p1
OG0000215	XM_001596068.1.p1, XM_001593468.1.p1, XM_001590206.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509833.1_4691.p1
OG0000216	XM_001598206.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509224.1_4082.p1
OG0000220	XM_001586069.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496578.1_1622.p1
OG0000220	XM_001591224.1.p1, XM_001593333.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509249.1_4107.p1, lcl|JAVHJL010000013.1_cds_KAK6495230.1_3345.p1
OG0000221	XM_001597328.1.p1, XM_001595508.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496468.1_2563.p1, lcl|JAVHJL010000005.1_cds_KAK6503215.1_8503.p1
OG0000222	XM_001592463.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495318.1_3433.p1
OG0000225	XM_001588409.1.p1, XM_001585791.1.p1, XM_001591733.1.p1, XM_001585788.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507627.1_6230.p1
OG0000226	XM_001591492.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499664.1_10364.p1
OG0000226	XM_001584873.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497592.1_12383.p1
OG0000227	XM_001596721.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503742.1_9030.p1
OG0000227	XM_001598493.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506896.1_5499.p1
OG0000228	XM_001598326.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505315.1_7445.p1
OG0000228	XM_001590417.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507711.1_6314.p1
OG0000228	XM_001594524.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509783.1_4641.p1
OG0000229	XM_001584665.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504890.1_7020.p1
OG0000229	XM_001592829.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496809.1_1852.p1
OG0000230	XM_001595688.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504859.1_6989.p1
OG0000230	XM_001584950.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503135.1_8423.p1
OG0000231	XM_001591186.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501130.1_9271.p1
OG0000231	XM_001595459.1.p1, XM_001591268.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509309.1_4167.p1
OG0000232	XM_001589722.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501364.1_9505.p1
OG0000235	XM_001587120.1.p1	lcl|JAVHJL010000006.1_cds_KAK6502092.1_10233.p1
OG0000236	XM_001596648.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503755.1_9043.p1
OG0000237	XM_001585240.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499800.1_10500.p1
OG0000237	XM_001587970.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509544.1_4402.p1
OG0000237	XM_001598176.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509189.1_4047.p1
OG0000238	XM_001587158.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496833.1_1876.p1
OG0000239	XM_001586451.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511125.1_47.p1
OG0000241	XM_001594149.1.p1, XM_001593862.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504874.1_7004.p1
OG0000244	XM_001585917.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501159.1_9300.p1
OG0000244	XM_001597739.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503001.1_8289.p1
OG0000244	XM_001598060.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506999.1_5602.p1
OG0000246	XM_001586585.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496669.1_1712.p1
OG0000248	XM_001596460.1.p1, XM_001592783.1.p1, XM_001586783.1.p1, XM_001585751.1.p1, XM_001586722.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508888.1_3746.p1
OG0000249	XM_001587592.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509477.1_4335.p1
OG0000250	XM_001587767.1.p1, XM_001588201.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511665.1_587.p1
OG0000250	XM_001594320.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498386.1_11334.p1
OG0000251	XM_001593458.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506692.1_5295.p1
OG0000251	XM_001590820.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512068.1_990.p1
OG0000252	XM_001590285.1.p1, XM_001584658.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504563.1_6693.p1
OG0000253	XM_001589178.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504650.1_6780.p1
OG0000254	XM_001587794.1.p1, XM_001590596.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499668.1_10368.p1
OG0000255	XM_001590986.1.p1, XM_001586084.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512637.1_1559.p1
OG0000255	XM_001586279.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501224.1_9365.p1
OG0000256	XM_001587897.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498884.1_11832.p1
OG0000256	XM_001590113.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501561.1_9702.p1
OG0000258	XM_001590735.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511187.1_109.p1
OG0000259	XM_001598370.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496070.1_2165.p1, lcl|JAVHJL010000005.1_cds_KAK6503851.1_9139.p1
OG0000259	XM_001590880.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511725.1_647.p1
OG0000260	XM_001587809.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511081.1_3.p1
OG0000261	XM_001585923.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501135.1_9276.p1
OG0000261	XM_001589789.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503186.1_8474.p1
OG0000261	XM_001596282.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496248.1_2343.p1
OG0000262	XM_001585956.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501147.1_9288.p1
OG0000263	XM_001593172.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510008.1_4866.p1, lcl|JAVHJL010000012.1_cds_KAK6495928.1_3060.p1, lcl|JAVHJL010000005.1_cds_KAK6503100.1_8388.p1, lcl|JAVHJL010000002.1_cds_KAK6509156.1_4014.p1
OG0000263	XM_001595664.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509513.1_4371.p1
OG0000265	XM_001590863.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503039.1_8327.p1
OG0000265	XM_001587775.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501389.1_9530.p1, lcl|JAVHJL010000003.1_cds_KAK6506691.1_5294.p1
OG0000265	XM_001597833.1.p1, XM_001597827.1.p1	lcl|JAVHJL010000012.1_cds_KAK6495509.1_2641.p1
OG0000266	XM_001595040.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505711.1_7841.p1
OG0000266	XM_001598558.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504959.1_7089.p1
OG0000268	XM_001594381.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496630.1_1673.p1
OG0000268	XM_001592851.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496995.1_2038.p1
OG0000269	XM_001587306.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505140.1_7270.p1
OG0000269	XM_001595030.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505715.1_7845.p1
OG0000270	XM_001590743.1.p1, XM_001597669.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497345.1_12136.p1
OG0000271	XM_001590668.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510323.1_5181.p1
OG0000271	XM_001585265.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510095.1_4953.p1, lcl|JAVHJL010000012.1_cds_KAK6495861.1_2993.p1
OG0000272	XM_001593332.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505107.1_7237.p1, lcl|JAVHJL010000002.1_cds_KAK6509251.1_4109.p1
OG0000273	XM_001592377.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511894.1_816.p1
OG0000276	XM_001592491.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495303.1_3418.p1
OG0000276	XM_001598855.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496587.1_1630.p1
OG0000276	XM_001597019.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502995.1_8283.p1
OG0000277	XM_001588099.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503276.1_8564.p1
OG0000278	XM_001588400.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504696.1_6826.p1
OG0000278	XM_001586662.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509436.1_4294.p1
