Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Pythium_ultimum_cds_prot
OG0000192	XM_001594642.1.p1	lcl|BBXB02000248.1_cds_GLE07816.1_16337.p1
OG0000195	XM_001597923.1.p1, XM_001584810.1.p1, XM_001588295.1.p1	lcl|BBXB02000042.1_cds_GLE01348.1_9869.p1, lcl|BBXB02000074.1_cds_GLE04690.1_13211.p1, lcl|BBXB02000001.1_cds_GLD91858.1_380.p1, lcl|BBXB02000036.1_cds_GLE00427.1_8948.p1, lcl|BBXB02000013.1_cds_GLD95812.1_4334.p1
OG0000198	XM_001587594.1.p1, XM_001587593.1.p1	lcl|BBXB02000011.1_cds_GLD95265.1_3787.p1, lcl|BBXB02000030.1_cds_GLD99339.1_7861.p1
OG0000199	XM_001595824.1.p1	lcl|BBXB02000025.1_cds_GLD98519.1_7041.p1
OG0000200	XM_001591001.1.p1	lcl|BBXB02000062.1_cds_GLE03619.1_12140.p1, lcl|BBXB02000062.1_cds_GLE03620.1_12141.p1
OG0000200	XM_001585608.1.p1	lcl|BBXB02000003.1_cds_GLD92674.1_1196.p1
OG0000200	XM_001585607.1.p1	lcl|BBXB02000003.1_cds_GLD92672.1_1194.p1
OG0000201	XM_001586673.1.p1, XM_001590628.1.p1, XM_001585892.1.p1	lcl|BBXB02000335.1_cds_GLE08531.1_17052.p1, lcl|BBXB02000102.1_cds_GLE06049.1_14570.p1
OG0000204	XM_001591999.1.p1, XM_001596468.1.p1, XM_001587311.1.p1	lcl|BBXB02000015.1_cds_GLD96478.1_5000.p1
OG0000206	XM_001592244.1.p1	lcl|BBXB02000007.1_cds_GLD94111.1_2633.p1, lcl|BBXB02000007.1_cds_GLD94112.1_2634.p1, lcl|BBXB02000007.1_cds_GLD94110.1_2632.p1, lcl|BBXB02000017.1_cds_GLD97045.1_5567.p1, lcl|BBXB02000093.1_cds_GLE05772.1_14293.p1, lcl|BBXB02000016.1_cds_GLD96676.1_5198.p1, lcl|BBXB02000003.1_cds_GLD92500.1_1022.p1, lcl|BBXB02000005.1_cds_GLD93383.1_1905.p1
OG0000207	XM_001596987.1.p1, XM_001584718.1.p1	lcl|BBXB02000692.1_cds_GLE11422.1_19943.p1, lcl|BBXB02000054.1_cds_GLE02828.1_11349.p1, lcl|BBXB02000002.1_cds_GLD92322.1_844.p1, lcl|BBXB02000034.1_cds_GLE00038.1_8559.p1, lcl|BBXB02000379.1_cds_GLE08916.1_17437.p1
OG0000212	XM_001588279.1.p1	lcl|BBXB02000007.1_cds_GLD94108.1_2630.p1
OG0000212	XM_001584946.1.p1	lcl|BBXB02000033.1_cds_GLD99976.1_8498.p1, lcl|BBXB02000102.1_cds_GLE06031.1_14552.p1
OG0000212	XM_001597073.1.p1	lcl|BBXB02000056.1_cds_GLE02985.1_11506.p1
OG0000214	XM_001592574.1.p1, XM_001596341.1.p1	lcl|BBXB02000109.1_cds_GLE06286.1_14807.p1, lcl|BBXB02000109.1_cds_GLE06285.1_14806.p1
OG0000215	XM_001596068.1.p1, XM_001593468.1.p1, XM_001590206.1.p1	lcl|BBXB02000012.1_cds_GLD95497.1_4019.p1
OG0000216	XM_001593653.1.p1	lcl|BBXB02000025.1_cds_GLD98573.1_7095.p1, lcl|BBXB02000003.1_cds_GLD92887.1_1409.p1, lcl|BBXB02000127.1_cds_GLE06651.1_15172.p1, lcl|BBXB02000026.1_cds_GLD98725.1_7247.p1, lcl|BBXB02000052.1_cds_GLE02585.1_11106.p1
OG0000216	XM_001598206.1.p1	lcl|BBXB02000013.1_cds_GLD95744.1_4266.p1, lcl|BBXB02000005.1_cds_GLD93502.1_2024.p1, lcl|BBXB02000053.1_cds_GLE02794.1_11315.p1
OG0000221	XM_001596511.1.p1, XM_001588345.1.p1, XM_001597328.1.p1, XM_001595508.1.p1	lcl|BBXB02000051.1_cds_GLE02456.1_10977.p1, lcl|BBXB02000402.1_cds_GLE09086.1_17607.p1
OG0000228	XM_001598326.1.p1, XM_001590417.1.p1, XM_001594524.1.p1	lcl|BBXB02000039.1_cds_GLE00824.1_9345.p1
OG0000229	XM_001592829.1.p1	lcl|BBXB02000011.1_cds_GLD95338.1_3860.p1
OG0000230	XM_001595688.1.p1, XM_001584950.1.p1	lcl|BBXB02000063.1_cds_GLE03762.1_12283.p1
OG0000231	XM_001591186.1.p1, XM_001595459.1.p1, XM_001591268.1.p1	lcl|BBXB02000012.1_cds_GLD95688.1_4210.p1
OG0000232	XM_001594634.1.p1, XM_001589722.1.p1	lcl|BBXB02000003.1_cds_GLD92841.1_1363.p1
OG0000236	XM_001596648.1.p1	lcl|BBXB02000031.1_cds_GLD99506.1_8028.p1
OG0000237	XM_001585240.1.p1, XM_001587970.1.p1, XM_001598176.1.p1	lcl|BBXB02000025.1_cds_GLD98475.1_6997.p1
OG0000239	XM_001586451.1.p1	lcl|BBXB02000013.1_cds_GLD95927.1_4449.p1, lcl|BBXB02000014.1_cds_GLD96083.1_4605.p1, lcl|BBXB02000228.1_cds_GLE07557.1_16078.p1, lcl|BBXB02000171.1_cds_GLE07108.1_15629.p1, lcl|BBXB02000076.1_cds_GLE04763.1_13284.p1, lcl|BBXB02000088.1_cds_GLE05545.1_14066.p1, lcl|BBXB02000023.1_cds_GLD98100.1_6622.p1, lcl|BBXB02000035.1_cds_GLE00262.1_8783.p1, lcl|BBXB02000045.1_cds_GLE01608.1_10129.p1, lcl|BBXB02000097.1_cds_GLE05874.1_14395.p1, lcl|BBXB02000035.1_cds_GLE00254.1_8775.p1, lcl|BBXB02000087.1_cds_GLE05481.1_14002.p1
OG0000240	XM_001584824.1.p1	lcl|BBXB02000075.1_cds_GLE04721.1_13242.p1, lcl|BBXB02000032.1_cds_GLD99807.1_8329.p1, lcl|BBXB02000018.1_cds_GLD97116.1_5638.p1, lcl|BBXB02000018.1_cds_GLD97142.1_5664.p1, lcl|BBXB02000018.1_cds_GLD97140.1_5662.p1, lcl|BBXB02000018.1_cds_GLD97144.1_5666.p1, lcl|BBXB02000018.1_cds_GLD97143.1_5665.p1, lcl|BBXB02000029.1_cds_GLD99161.1_7683.p1, lcl|BBXB02000029.1_cds_GLD99153.1_7675.p1, lcl|BBXB02000483.1_cds_GLE09838.1_18359.p1, lcl|BBXB02000018.1_cds_GLD97222.1_5744.p1
OG0000244	XM_001585917.1.p1	lcl|BBXB02000036.1_cds_GLE00337.1_8858.p1, lcl|BBXB02000010.1_cds_GLD94963.1_3485.p1
OG0000244	XM_001597739.1.p1	lcl|BBXB02000001.1_cds_GLD91702.1_224.p1
OG0000244	XM_001598060.1.p1	lcl|BBXB02000036.1_cds_GLE00429.1_8950.p1
OG0000245	XM_001588698.1.p1	lcl|BBXB02000013.1_cds_GLD95832.1_4354.p1, lcl|BBXB02000013.1_cds_GLD95823.1_4345.p1, lcl|BBXB02000013.1_cds_GLD95824.1_4346.p1
OG0000246	XM_001590314.1.p1, XM_001597418.1.p1	lcl|BBXB02000025.1_cds_GLD98482.1_7004.p1
OG0000246	XM_001586585.1.p1	lcl|BBXB02000043.1_cds_GLE01444.1_9965.p1
OG0000251	XM_001593458.1.p1, XM_001590820.1.p1	lcl|BBXB02000022.1_cds_GLD97918.1_6440.p1, lcl|BBXB02000022.1_cds_GLD97919.1_6441.p1, lcl|BBXB02000527.1_cds_GLE10254.1_18775.p1, lcl|BBXB02000022.1_cds_GLD97915.1_6437.p1, lcl|BBXB02000037.1_cds_GLE00628.1_9149.p1, lcl|BBXB02000037.1_cds_GLE00607.1_9128.p1, lcl|BBXB02000022.1_cds_GLD97997.1_6519.p1
OG0000252	XM_001590285.1.p1, XM_001584658.1.p1	lcl|BBXB02000060.1_cds_GLE03438.1_11959.p1
OG0000256	XM_001587897.1.p1, XM_001590113.1.p1	lcl|BBXB02000038.1_cds_GLE00732.1_9253.p1, lcl|BBXB02000038.1_cds_GLE00667.1_9188.p1, lcl|BBXB02000038.1_cds_GLE00669.1_9190.p1
OG0000258	XM_001590735.1.p1, XM_001585368.1.p1	lcl|BBXB02000245.1_cds_GLE07793.1_16314.p1, lcl|BBXB02000032.1_cds_GLD99754.1_8276.p1
OG0000262	XM_001585956.1.p1	lcl|BBXB02000078.1_cds_GLE04968.1_13489.p1, lcl|BBXB02000014.1_cds_GLD96238.1_4760.p1, lcl|BBXB02000005.1_cds_GLD93438.1_1960.p1, lcl|BBXB02000005.1_cds_GLD93437.1_1959.p1, lcl|BBXB02000308.1_cds_GLE08328.1_16849.p1, lcl|BBXB02000002.1_cds_GLD92117.1_639.p1, lcl|BBXB02000087.1_cds_GLE05472.1_13993.p1, lcl|BBXB02000049.1_cds_GLE02280.1_10801.p1, lcl|BBXB02000004.1_cds_GLD92943.1_1465.p1
OG0000264	XM_001596457.1.p1, XM_001587892.1.p1, XM_001595608.1.p1	lcl|BBXB02000007.1_cds_GLD94052.1_2574.p1, lcl|BBXB02000100.1_cds_GLE05958.1_14479.p1
OG0000265	XM_001590863.1.p1, XM_001587775.1.p1, XM_001597833.1.p1, XM_001597827.1.p1	lcl|BBXB02000048.1_cds_GLE02218.1_10739.p1, lcl|BBXB02000002.1_cds_GLD92199.1_721.p1
OG0000266	XM_001595040.1.p1, XM_001598558.1.p1	lcl|BBXB02000042.1_cds_GLE01231.1_9752.p1
OG0000268	XM_001594381.1.p1	lcl|BBXB02000015.1_cds_GLD96410.1_4932.p1
OG0000268	XM_001592851.1.p1	lcl|BBXB02000024.1_cds_GLD98414.1_6936.p1
OG0000269	XM_001587306.1.p1	lcl|BBXB02000005.1_cds_GLD93478.1_2000.p1
OG0000269	XM_001595030.1.p1	lcl|BBXB02000073.1_cds_GLE04625.1_13146.p1
OG0000271	XM_001595666.1.p1, XM_001590668.1.p1, XM_001585265.1.p1	lcl|BBXB02000031.1_cds_GLD99687.1_8209.p1
OG0000273	XM_001592377.1.p1	lcl|BBXB02000004.1_cds_GLD93233.1_1755.p1, lcl|BBXB02000020.1_cds_GLD97583.1_6105.p1, lcl|BBXB02000020.1_cds_GLD97584.1_6106.p1, lcl|BBXB02000041.1_cds_GLE01158.1_9679.p1
OG0000276	XM_001592491.1.p1	lcl|BBXB02000001.1_cds_GLD91620.1_142.p1
OG0000276	XM_001597019.1.p1	lcl|BBXB02000053.1_cds_GLE02761.1_11282.p1
OG0000277	XM_001588099.1.p1	lcl|BBXB02000791.1_cds_GLE11784.1_20305.p1, lcl|BBXB02000007.1_cds_GLD94054.1_2576.p1
OG0000278	XM_001588400.1.p1, XM_001596155.1.p1, XM_001586662.1.p1	lcl|BBXB02000002.1_cds_GLD92278.1_800.p1
OG0000283	XM_001593967.1.p1, XM_001586787.1.p1	lcl|BBXB02000163.1_cds_GLE07018.1_15539.p1, lcl|BBXB02000050.1_cds_GLE02382.1_10903.p1, lcl|BBXB02000036.1_cds_GLE00399.1_8920.p1
OG0000284	XM_001594975.1.p1, XM_001588421.1.p1	lcl|BBXB02000002.1_cds_GLD92173.1_695.p1
OG0000286	XM_001596937.1.p1, XM_001595178.1.p1, XM_001595060.1.p1	lcl|BBXB02000001.1_cds_GLD91747.1_269.p1, lcl|BBXB02000014.1_cds_GLD96095.1_4617.p1
OG0000287	XM_001586375.1.p1, XM_001591627.1.p1, XM_001597112.1.p1	lcl|BBXB02000549.1_cds_GLE10440.1_18961.p1
OG0000288	XM_001586741.1.p1, XM_001585180.1.p1	lcl|BBXB02000008.1_cds_GLD94334.1_2856.p1, lcl|BBXB02000008.1_cds_GLD94333.1_2855.p1, lcl|BBXB02000003.1_cds_GLD92720.1_1242.p1, lcl|BBXB02000002.1_cds_GLD92408.1_930.p1, lcl|BBXB02000016.1_cds_GLD96750.1_5272.p1, lcl|BBXB02000050.1_cds_GLE02358.1_10879.p1, lcl|BBXB02000011.1_cds_GLD95187.1_3709.p1
OG0000289	XM_001596210.1.p1	lcl|BBXB02000109.1_cds_GLE06276.1_14797.p1, lcl|BBXB02000005.1_cds_GLD93588.1_2110.p1
OG0000289	XM_001595846.1.p1	lcl|BBXB02000039.1_cds_GLE00981.1_9502.p1
OG0000289	XM_001587013.1.p1	lcl|BBXB02000051.1_cds_GLE02519.1_11040.p1, lcl|BBXB02000004.1_cds_GLD92944.1_1466.p1
OG0000291	XM_001595467.1.p1, XM_001593375.1.p1, XM_001586302.1.p1	lcl|BBXB02000023.1_cds_GLD98091.1_6613.p1, lcl|BBXB02000536.1_cds_GLE10312.1_18833.p1, lcl|BBXB02000014.1_cds_GLD96129.1_4651.p1, lcl|BBXB02000082.1_cds_GLE05261.1_13782.p1, lcl|BBXB02000030.1_cds_GLD99451.1_7973.p1
OG0000293	XM_001586572.1.p1	lcl|BBXB02000017.1_cds_GLD96952.1_5474.p1, lcl|BBXB02000012.1_cds_GLD95587.1_4109.p1, lcl|BBXB02000012.1_cds_GLD95586.1_4108.p1, lcl|BBXB02000034.1_cds_GLE00110.1_8631.p1, lcl|BBXB02000034.1_cds_GLE00111.1_8632.p1
OG0000295	XM_001586192.1.p1, XM_001590105.1.p1, XM_001595606.1.p1	lcl|BBXB02000006.1_cds_GLD93670.1_2192.p1
OG0000303	XM_001593841.1.p1, XM_001595283.1.p1, XM_001596500.1.p1	lcl|BBXB02000018.1_cds_GLD97212.1_5734.p1, lcl|BBXB02000018.1_cds_GLD97214.1_5736.p1, lcl|BBXB02000018.1_cds_GLD97210.1_5732.p1, lcl|BBXB02000651.1_cds_GLE11169.1_19690.p1, lcl|BBXB02000007.1_cds_GLD94244.1_2766.p1
OG0000304	XM_001592528.1.p1	lcl|BBXB02000030.1_cds_GLD99484.1_8006.p1
OG0000304	XM_001587021.1.p1	lcl|BBXB02000046.1_cds_GLE01827.1_10348.p1
OG0000310	XM_001597658.1.p1	lcl|BBXB02000010.1_cds_GLD94972.1_3494.p1
OG0000310	XM_001589476.1.p1	lcl|BBXB02000006.1_cds_GLD93733.1_2255.p1
OG0000310	XM_001595441.1.p1, XM_001589016.1.p1	lcl|BBXB02000026.1_cds_GLD98595.1_7117.p1
OG0000314	XM_001597620.1.p1	lcl|BBXB02000005.1_cds_GLD93512.1_2034.p1
OG0000314	XM_001593040.1.p1	lcl|BBXB02000043.1_cds_GLE01396.1_9917.p1
OG0000317	XM_001591969.1.p1, XM_001586015.1.p1, XM_001587228.1.p1	lcl|BBXB02000004.1_cds_GLD93203.1_1725.p1
OG0000319	XM_001598351.1.p1	lcl|BBXB02000104.1_cds_GLE06109.1_14630.p1, lcl|BBXB02000023.1_cds_GLD98274.1_6796.p1, lcl|BBXB02000001.1_cds_GLD91537.1_59.p1, lcl|BBXB02000039.1_cds_GLE00942.1_9463.p1, lcl|BBXB02000058.1_cds_GLE03202.1_11723.p1, lcl|BBXB02000050.1_cds_GLE02369.1_10890.p1, lcl|BBXB02000215.1_cds_GLE07454.1_15975.p1, lcl|BBXB02000562.1_cds_GLE10536.1_19057.p1, lcl|BBXB02000654.1_cds_GLE11205.1_19726.p1, lcl|BBXB02000010.1_cds_GLD95132.1_3654.p1
OG0000322	XM_001587529.1.p1, XM_001592461.1.p1	lcl|BBXB02000305.1_cds_GLE08296.1_16817.p1
OG0000324	XM_001594373.1.p1, XM_001588802.1.p1, XM_001592271.1.p1	lcl|BBXB02000042.1_cds_GLE01296.1_9817.p1, lcl|BBXB02000005.1_cds_GLD93351.1_1873.p1
OG0000325	XM_001595222.1.p1, XM_001590041.1.p1, XM_001594961.1.p1	lcl|BBXB02000093.1_cds_GLE05727.1_14248.p1
OG0000326	XM_001589657.1.p1, XM_001595679.1.p1	lcl|BBXB02000006.1_cds_GLD93668.1_2190.p1
OG0000328	XM_001586323.1.p1, XM_001593417.1.p1	lcl|BBXB02000035.1_cds_GLE00258.1_8779.p1
OG0000329	XM_001591776.1.p1, XM_001590057.1.p1, XM_001598723.1.p1	lcl|BBXB02000075.1_cds_GLE04739.1_13260.p1, lcl|BBXB02000019.1_cds_GLD97300.1_5822.p1
OG0000331	XM_001593836.1.p1, XM_001593522.1.p1	lcl|BBXB02000030.1_cds_GLD99442.1_7964.p1, lcl|BBXB02000030.1_cds_GLD99440.1_7962.p1
OG0000337	XM_001597150.1.p1	lcl|BBXB02000002.1_cds_GLD92214.1_736.p1
OG0000337	XM_001589811.1.p1	lcl|BBXB02000029.1_cds_GLD99130.1_7652.p1
OG0000338	XM_001595733.1.p1	lcl|BBXB02000100.1_cds_GLE05970.1_14491.p1
OG0000338	XM_001589919.1.p1	lcl|BBXB02000022.1_cds_GLD97902.1_6424.p1
OG0000339	XM_001588030.1.p1	lcl|BBXB02000025.1_cds_GLD98485.1_7007.p1
OG0000339	XM_001597935.1.p1	lcl|BBXB02000005.1_cds_GLD93585.1_2107.p1
OG0000341	XM_001596553.1.p1	lcl|BBXB02000061.1_cds_GLE03559.1_12080.p1
OG0000342	XM_001586883.1.p1	lcl|BBXB02000001.1_cds_GLD91775.1_297.p1
OG0000343	XM_001593775.1.p1	lcl|BBXB02000042.1_cds_GLE01295.1_9816.p1
OG0000343	XM_001588828.1.p1	lcl|BBXB02000009.1_cds_GLD94811.1_3333.p1
OG0000346	XM_001588685.1.p1	lcl|BBXB02000106.1_cds_GLE06204.1_14725.p1
OG0000347	XM_001588291.1.p1, XM_001594045.1.p1	lcl|BBXB02000019.1_cds_GLD97463.1_5985.p1
OG0000350	XM_001594577.1.p1	lcl|BBXB02000002.1_cds_GLD92377.1_899.p1
OG0000350	XM_001585929.1.p1	lcl|BBXB02000104.1_cds_GLE06141.1_14662.p1, lcl|BBXB02000687.1_cds_GLE11397.1_19918.p1
OG0000353	XM_001594393.1.p1, XM_001588067.1.p1	lcl|BBXB02000048.1_cds_GLE02202.1_10723.p1
OG0000357	XM_001584508.1.p1, XM_001596882.1.p1	lcl|BBXB02000045.1_cds_GLE01663.1_10184.p1, lcl|BBXB02000010.1_cds_GLD95077.1_3599.p1
OG0000364	XM_001586746.1.p1	lcl|BBXB02000100.1_cds_GLE05977.1_14498.p1
OG0000364	XM_001591295.1.p1	lcl|BBXB02000086.1_cds_GLE05436.1_13957.p1, lcl|BBXB02000107.1_cds_GLE06242.1_14763.p1, lcl|BBXB02000001.1_cds_GLD91519.1_41.p1, lcl|BBXB02000013.1_cds_GLD95994.1_4516.p1
OG0000366	XM_001585303.1.p1, XM_001592514.1.p1	lcl|BBXB02000078.1_cds_GLE04970.1_13491.p1
OG0000368	XM_001586991.1.p1	lcl|BBXB02000564.1_cds_GLE10564.1_19085.p1, lcl|BBXB02000016.1_cds_GLD96661.1_5183.p1, lcl|BBXB02000016.1_cds_GLD96644.1_5166.p1, lcl|BBXB02000011.1_cds_GLD95409.1_3931.p1, lcl|BBXB02000631.1_cds_GLE11035.1_19556.p1, lcl|BBXB02000050.1_cds_GLE02422.1_10943.p1, lcl|BBXB02000050.1_cds_GLE02418.1_10939.p1, lcl|BBXB02000030.1_cds_GLD99401.1_7923.p1, lcl|BBXB02000011.1_cds_GLD95408.1_3930.p1, lcl|BBXB02000057.1_cds_GLE03143.1_11664.p1, lcl|BBXB02000019.1_cds_GLD97450.1_5972.p1, lcl|BBXB02000019.1_cds_GLD97436.1_5958.p1
OG0000369	XM_001585932.1.p1, XM_001585931.1.p1	lcl|BBXB02000020.1_cds_GLD97526.1_6048.p1
OG0000370	XM_001596117.1.p1, XM_001596116.1.p1	lcl|BBXB02000016.1_cds_GLD96759.1_5281.p1, lcl|BBXB02000057.1_cds_GLE03061.1_11582.p1, lcl|BBXB02000057.1_cds_GLE03050.1_11571.p1, lcl|BBXB02000057.1_cds_GLE03051.1_11572.p1
OG0000375	XM_001586362.1.p1, XM_001597921.1.p1, XM_001589897.1.p1	lcl|BBXB02000124.1_cds_GLE06564.1_15085.p1, lcl|BBXB02000160.1_cds_GLE06988.1_15509.p1
OG0000376	XM_001588139.1.p1, XM_001587757.1.p1	lcl|BBXB02000070.1_cds_GLE04373.1_12894.p1
OG0000379	XM_001588044.1.p1	lcl|BBXB02000008.1_cds_GLD94540.1_3062.p1
OG0000379	XM_001592931.1.p1	lcl|BBXB02000020.1_cds_GLD97733.1_6255.p1
OG0000380	XM_001584697.1.p1	lcl|BBXB02000004.1_cds_GLD93175.1_1697.p1
OG0000380	XM_001597824.1.p1	lcl|BBXB02000012.1_cds_GLD95709.1_4231.p1, lcl|BBXB02000017.1_cds_GLD96874.1_5396.p1, lcl|BBXB02000017.1_cds_GLD96873.1_5395.p1
OG0000381	XM_001596277.1.p1, XM_001586516.1.p1	lcl|BBXB02000006.1_cds_GLD93970.1_2492.p1, lcl|BBXB02000006.1_cds_GLD93968.1_2490.p1, lcl|BBXB02000008.1_cds_GLD94336.1_2858.p1
OG0000383	XM_001595200.1.p1	lcl|BBXB02000013.1_cds_GLD95949.1_4471.p1
OG0000385	XM_001594849.1.p1	lcl|BBXB02000008.1_cds_GLD94617.1_3139.p1
OG0000385	XM_001591151.1.p1	lcl|BBXB02000010.1_cds_GLD95139.1_3661.p1
OG0000386	XM_001592690.1.p1, XM_001587880.1.p1	lcl|BBXB02000044.1_cds_GLE01535.1_10056.p1, lcl|BBXB02000001.1_cds_GLD91579.1_101.p1, lcl|BBXB02000009.1_cds_GLD94680.1_3202.p1, lcl|BBXB02000026.1_cds_GLD98694.1_7216.p1, lcl|BBXB02000009.1_cds_GLD94684.1_3206.p1, lcl|BBXB02000011.1_cds_GLD95203.1_3725.p1, lcl|BBXB02000027.1_cds_GLD98883.1_7405.p1, lcl|BBXB02000027.1_cds_GLD98878.1_7400.p1, lcl|BBXB02000001.1_cds_GLD91993.1_515.p1, lcl|BBXB02000106.1_cds_GLE06212.1_14733.p1, lcl|BBXB02000001.1_cds_GLD91705.1_227.p1
OG0000388	XM_001587153.1.p1, XM_001588257.1.p1	lcl|BBXB02000107.1_cds_GLE06229.1_14750.p1
OG0000391	XM_001597617.1.p1	lcl|BBXB02000002.1_cds_GLD92260.1_782.p1
OG0000392	XM_001592820.1.p1	lcl|BBXB02000035.1_cds_GLE00197.1_8718.p1
OG0000393	XM_001596263.1.p1	lcl|BBXB02000014.1_cds_GLD96075.1_4597.p1
OG0000393	XM_001597320.1.p1	lcl|BBXB02000002.1_cds_GLD92428.1_950.p1
OG0000395	XM_001597922.1.p1	lcl|BBXB02000042.1_cds_GLE01305.1_9826.p1
OG0000395	XM_001592276.1.p1	lcl|BBXB02000031.1_cds_GLD99568.1_8090.p1
OG0000396	XM_001592582.1.p1	lcl|BBXB02000015.1_cds_GLD96507.1_5029.p1
OG0000398	XM_001597851.1.p1	lcl|BBXB02000012.1_cds_GLD95715.1_4237.p1
OG0000398	XM_001591395.1.p1	lcl|BBXB02000028.1_cds_GLD98972.1_7494.p1, lcl|BBXB02000056.1_cds_GLE03027.1_11548.p1
OG0000405	XM_001584602.1.p1	lcl|BBXB02000007.1_cds_GLD94154.1_2676.p1, lcl|BBXB02000003.1_cds_GLD92638.1_1160.p1, lcl|BBXB02000003.1_cds_GLD92640.1_1162.p1
OG0000408	XM_001590719.1.p1	lcl|BBXB02000057.1_cds_GLE03129.1_11650.p1
OG0000408	XM_001588056.1.p1	lcl|BBXB02000074.1_cds_GLE04693.1_13214.p1
OG0000409	XM_001591593.1.p1	lcl|BBXB02000030.1_cds_GLD99364.1_7886.p1
OG0000409	XM_001594161.1.p1	lcl|BBXB02000004.1_cds_GLD93071.1_1593.p1, lcl|BBXB02000061.1_cds_GLE03490.1_12011.p1
OG0000411	XM_001585214.1.p1	lcl|BBXB02000010.1_cds_GLD95030.1_3552.p1
OG0000411	XM_001593430.1.p1	lcl|BBXB02000065.1_cds_GLE03974.1_12495.p1
OG0000412	XM_001592689.1.p1, XM_001594715.1.p1, XM_001590537.1.p1	lcl|BBXB02000061.1_cds_GLE03513.1_12034.p1
OG0000413	XM_001585222.1.p1, XM_001593426.1.p1	lcl|BBXB02000050.1_cds_GLE02347.1_10868.p1
OG0000414	XM_001595899.1.p1, XM_001588538.1.p1	lcl|BBXB02000004.1_cds_GLD92990.1_1512.p1
OG0000415	XM_001587000.1.p1	lcl|BBXB02000056.1_cds_GLE02954.1_11475.p1
OG0000415	XM_001590013.1.p1	lcl|BBXB02000025.1_cds_GLD98522.1_7044.p1
OG0000416	XM_001585521.1.p1, XM_001595781.1.p1	lcl|BBXB02000038.1_cds_GLE00771.1_9292.p1, lcl|BBXB02000038.1_cds_GLE00772.1_9293.p1
OG0000417	XM_001594077.1.p1, XM_001595020.1.p1	lcl|BBXB02000693.1_cds_GLE11426.1_19947.p1, lcl|BBXB02000085.1_cds_GLE05361.1_13882.p1
OG0000418	XM_001597732.1.p1, XM_001594531.1.p1	lcl|BBXB02000609.1_cds_GLE10911.1_19432.p1, lcl|BBXB02000005.1_cds_GLD93466.1_1988.p1, lcl|BBXB02000035.1_cds_GLE00257.1_8778.p1, lcl|BBXB02000035.1_cds_GLE00272.1_8793.p1
OG0000421	XM_001586054.1.p1	lcl|BBXB02000411.1_cds_GLE09212.1_17733.p1
OG0000421	XM_001596111.1.p1	lcl|BBXB02000016.1_cds_GLD96716.1_5238.p1, lcl|BBXB02000017.1_cds_GLD97067.1_5589.p1
OG0000425	XM_001595569.1.p1	lcl|BBXB02000200.1_cds_GLE07362.1_15883.p1, lcl|BBXB02000079.1_cds_GLE05083.1_13604.p1, lcl|BBXB02000089.1_cds_GLE05584.1_14105.p1, lcl|BBXB02000011.1_cds_GLD95448.1_3970.p1, lcl|BBXB02000015.1_cds_GLD96355.1_4877.p1, lcl|BBXB02000003.1_cds_GLD92579.1_1101.p1, lcl|BBXB02000002.1_cds_GLD92402.1_924.p1, lcl|BBXB02000007.1_cds_GLD94172.1_2694.p1, lcl|BBXB02000007.1_cds_GLD94167.1_2689.p1, lcl|BBXB02000007.1_cds_GLD94206.1_2728.p1, lcl|BBXB02000004.1_cds_GLD93302.1_1824.p1
OG0000426	XM_001594352.1.p1, XM_001595306.1.p1	lcl|BBXB02000028.1_cds_GLD99047.1_7569.p1, lcl|BBXB02000004.1_cds_GLD93136.1_1658.p1, lcl|BBXB02000037.1_cds_GLE00534.1_9055.p1, lcl|BBXB02000062.1_cds_GLE03676.1_12197.p1
OG0000430	XM_001594943.1.p1, XM_001596140.1.p1	lcl|BBXB02000026.1_cds_GLD98611.1_7133.p1
OG0000432	XM_001592025.1.p1	lcl|BBXB02000057.1_cds_GLE03053.1_11574.p1
OG0000432	XM_001595641.1.p1	lcl|BBXB02000021.1_cds_GLD97852.1_6374.p1
OG0000437	XM_001586166.1.p1, XM_001594881.1.p1	lcl|BBXB02000007.1_cds_GLD93995.1_2517.p1, lcl|BBXB02000145.1_cds_GLE06814.1_15335.p1, lcl|BBXB02000017.1_cds_GLD96880.1_5402.p1
OG0000438	XM_001594730.1.p1	lcl|BBXB02000027.1_cds_GLD98871.1_7393.p1
OG0000439	XM_001588396.1.p1, XM_001589029.1.p1, XM_001594207.1.p1	lcl|BBXB02000003.1_cds_GLD92893.1_1415.p1
OG0000440	XM_001592376.1.p1	lcl|BBXB02000052.1_cds_GLE02673.1_11194.p1
OG0000440	XM_001596584.1.p1	lcl|BBXB02000232.1_cds_GLE07605.1_16126.p1
OG0000441	XM_001598052.1.p1	lcl|BBXB02000033.1_cds_GLD99931.1_8453.p1
OG0000441	XM_001587956.1.p1	lcl|BBXB02000012.1_cds_GLD95582.1_4104.p1
OG0000442	XM_001594041.1.p1	lcl|BBXB02000019.1_cds_GLD97340.1_5862.p1
OG0000442	XM_001595999.1.p1	lcl|BBXB02000510.1_cds_GLE10084.1_18605.p1
OG0000444	XM_001585129.1.p1	lcl|BBXB02000337.1_cds_GLE08558.1_17079.p1, lcl|BBXB02000018.1_cds_GLD97186.1_5708.p1
OG0000444	XM_001588771.1.p1	lcl|BBXB02000016.1_cds_GLD96707.1_5229.p1
