Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Laccaria_bicolor_rna_prot
OG0001942	XM_001589457.1.p1	XM_001880823.1.p1
OG0001943	XM_001590718.1.p1	XM_001882340.1.p1
OG0001944	XM_001589563.1.p1	XM_001873331.1.p1
OG0001945	XM_001591844.1.p1	XM_001880066.1.p1
OG0001946	XM_001590101.1.p1	XM_001881275.1.p1
OG0001947	XM_001584666.1.p1	XM_001873881.1.p1
OG0001948	XM_001593863.1.p1	XM_001881350.1.p1
OG0001949	XM_001589052.1.p1	XM_001877905.1.p1
OG0001950	XM_001589070.1.p1	XM_001883339.1.p1
OG0001951	XM_001590973.1.p1	XM_001874923.1.p1, XM_001878270.1.p1
OG0001952	XM_001596948.1.p1	XM_001879563.1.p1
OG0001953	XM_001598721.1.p1	XM_001880614.1.p1
OG0001954	XM_001592673.1.p1	XM_001877756.1.p1
OG0001955	XM_001589327.1.p1	XM_001883434.1.p1
OG0001956	XM_001594296.1.p1	XM_001877741.1.p1
OG0001957	XM_001595336.1.p1	XM_001886829.1.p1
OG0001959	XM_001587462.1.p1	XM_001883611.1.p1
OG0001960	XM_001590817.1.p1	XM_001879811.1.p1
OG0001961	XM_001590618.1.p1	XM_001879309.1.p1
OG0001963	XM_001585664.1.p1	XM_001873728.1.p1
OG0001964	XM_001597866.1.p1	XM_001876117.1.p1, XM_001887041.1.p1, XM_001889225.1.p1
OG0001965	XM_001595936.1.p1	XM_001878660.1.p1
OG0001966	XM_001591474.1.p1	XM_001873118.1.p1
OG0001968	XM_001591512.1.p1	XM_001888746.1.p1
OG0001971	XM_001596203.1.p1	XM_001878444.1.p1
OG0001973	XM_001596622.1.p1	XM_001873128.1.p1
OG0001974	XM_001588784.1.p1	XM_001877484.1.p1
OG0001975	XM_001593765.1.p1	XM_001873210.1.p1
OG0001977	XM_001589100.1.p1	XM_001884377.1.p1
OG0001978	XM_001595991.1.p1	XM_001877105.1.p1
OG0001980	XM_001595208.1.p1	XM_001888376.1.p1
OG0001981	XM_001586295.1.p1	XM_001878199.1.p1
OG0001982	XM_001585489.1.p1	XM_001880864.1.p1
OG0001983	XM_001587797.1.p1	XM_001890859.1.p1, XM_001883123.1.p1
OG0001984	XM_001596302.1.p1	XM_001884392.1.p1
OG0001986	XM_001585852.1.p1	XM_001874251.1.p1
OG0001987	XM_001586943.1.p1	XM_001879722.1.p1
OG0001988	XM_001591278.1.p1	XM_001874633.1.p1
OG0001989	XM_001585907.1.p1	XM_001874025.1.p1
OG0001990	XM_001597971.1.p1	XM_001876257.1.p1
OG0001991	XM_001585102.1.p1	XM_001880394.1.p1
OG0001992	XM_001591707.1.p1	XM_001874015.1.p1
OG0001993	XM_001586719.1.p1	XM_001884730.1.p1
OG0001994	XM_001596952.1.p1	XM_001873321.1.p1
OG0001995	XM_001596687.1.p1	XM_001875436.1.p1
OG0001996	XM_001592027.1.p1	XM_001885971.1.p1
OG0001997	XM_001595900.1.p1	XM_001877466.1.p1
OG0001998	XM_001590545.1.p1	XM_001875750.1.p1
OG0001999	XM_001597790.1.p1	XM_001878276.1.p1
OG0002000	XM_001598297.1.p1	XM_001873337.1.p1
OG0002001	XM_001597034.1.p1	XM_001878984.1.p1, XM_001878760.1.p1
OG0002002	XM_001588889.1.p1	XM_001889753.1.p1
OG0002003	XM_001590376.1.p1	XM_001879715.1.p1
OG0002004	XM_001585279.1.p1	XM_001878125.1.p1
OG0002005	XM_001591723.1.p1	XM_001881211.1.p1
OG0002006	XM_001594678.1.p1	XM_001873115.1.p1
OG0002007	XM_001588209.1.p1	XM_001882983.1.p1
OG0002008	XM_001587133.1.p1	XM_001876236.1.p1, XM_001873114.1.p1
OG0002009	XM_001586907.1.p1	XM_001873460.1.p1
OG0002010	XM_001592527.1.p1	XM_001881352.1.p1
OG0002011	XM_001591489.1.p1	XM_001883396.1.p1, XM_001883397.1.p1, XM_001881534.1.p1, XM_001885652.1.p1, XM_001884797.1.p1
OG0002013	XM_001589276.1.p1	XM_001881108.1.p1
OG0002016	XM_001597788.1.p1	XM_001882015.1.p1
OG0002017	XM_001595237.1.p1, XM_001595236.1.p1	XM_001876688.1.p1
OG0002019	XM_001597612.1.p1	XM_001878227.1.p1
OG0002020	XM_001595551.1.p1	XM_001873287.1.p1
OG0002021	XM_001590929.1.p1	XM_001881191.1.p1
OG0002022	XM_001588574.1.p1	XM_001878571.1.p1
OG0002023	XM_001590816.1.p1	XM_001879812.1.p1
OG0002024	XM_001585897.1.p1	XM_001881392.1.p1, XM_001881394.1.p1
OG0002025	XM_001596731.1.p1	XM_001875742.1.p1
OG0002026	XM_001596602.1.p1	XM_001881230.1.p1
OG0002027	XM_001591972.1.p1	XM_001873474.1.p1
OG0002028	XM_001585390.1.p1	XM_001878292.1.p1
OG0002029	XM_001593351.1.p1	XM_001874342.1.p1
OG0002031	XM_001591220.1.p1, XM_001586288.1.p1	XM_001883068.1.p1
OG0002049	XM_001591195.1.p1	XM_001874514.1.p1
OG0002050	XM_001598786.1.p1	XM_001886917.1.p1
OG0002051	XM_001587148.1.p1	XM_001879948.1.p1
OG0002053	XM_001586551.1.p1	XM_001875327.1.p1
OG0002054	XM_001597361.1.p1	XM_001882912.1.p1
OG0002056	XM_001594658.1.p1	XM_001877464.1.p1
OG0002057	XM_001586017.1.p1	XM_001874561.1.p1
OG0002058	XM_001586539.1.p1	XM_001878516.1.p1, XM_001878147.1.p1
OG0002059	XM_001590121.1.p1	XM_001885955.1.p1
OG0002060	XM_001597962.1.p1	XM_001877380.1.p1
OG0002061	XM_001592902.1.p1	XM_001874805.1.p1
OG0002062	XM_001595752.1.p1	XM_001877689.1.p1
OG0002063	XM_001598100.1.p1	XM_001880154.1.p1
OG0002064	XM_001596820.1.p1	XM_001874613.1.p1
OG0002066	XM_001596610.1.p1	XM_001876274.1.p1
OG0002067	XM_001586877.1.p1	XM_001876938.1.p1
OG0002068	XM_001594963.1.p1	XM_001879829.1.p1
OG0002069	XM_001587722.1.p1	XM_001876984.1.p1
OG0002070	XM_001594154.1.p1	XM_001877747.1.p1
OG0002071	XM_001596446.1.p1	XM_001877324.1.p1
OG0002072	XM_001585949.1.p1	XM_001875014.1.p1
OG0002073	XM_001585276.1.p1	XM_001873359.1.p1
OG0002074	XM_001589902.1.p1	XM_001875075.1.p1
OG0002075	XM_001594360.1.p1	XM_001876141.1.p1
OG0002076	XM_001585877.1.p1	XM_001873623.1.p1
OG0002077	XM_001589887.1.p1	XM_001879830.1.p1
OG0002080	XM_001593699.1.p1	XM_001879697.1.p1
OG0002081	XM_001588894.1.p1	XM_001880612.1.p1
OG0002082	XM_001594098.1.p1	XM_001879927.1.p1
OG0002083	XM_001593868.1.p1	XM_001877345.1.p1
OG0002084	XM_001588553.1.p1	XM_001874249.1.p1
OG0002085	XM_001587134.1.p1	XM_001884243.1.p1
OG0002087	XM_001586735.1.p1	XM_001878743.1.p1
OG0002088	XM_001586514.1.p1	XM_001879964.1.p1
OG0002089	XM_001592270.1.p1	XM_001881111.1.p1, XM_001884426.1.p1
OG0002090	XM_001594354.1.p1	XM_001877087.1.p1
OG0002091	XM_001586935.1.p1	XM_001888684.1.p1
OG0002092	XM_001595172.1.p1	XM_001876677.1.p1
OG0002093	XM_001591626.1.p1	XM_001878710.1.p1
OG0002094	XM_001587490.1.p1	XM_001874851.1.p1
OG0002096	XM_001598383.1.p1	XM_001874007.1.p1
OG0002097	XM_001598488.1.p1	XM_001888364.1.p1
OG0002098	XM_001591197.1.p1	XM_001877002.1.p1
OG0002101	XM_001595627.1.p1	XM_001873732.1.p1
OG0002102	XM_001591028.1.p1	XM_001878262.1.p1
OG0002103	XM_001597714.1.p1	XM_001873418.1.p1, XM_001874766.1.p1
OG0002104	XM_001595210.1.p1	XM_001888598.1.p1
OG0002105	XM_001589834.1.p1	XM_001874819.1.p1
OG0002106	XM_001597055.1.p1	XM_001878100.1.p1
OG0002107	XM_001586115.1.p1	XM_001878918.1.p1
OG0002108	XM_001597387.1.p1, XM_001598671.1.p1	XM_001875305.1.p1
OG0002109	XM_001596958.1.p1	XM_001877327.1.p1
OG0002110	XM_001592487.1.p1	XM_001880748.1.p1
OG0002112	XM_001587203.1.p1	XM_001874780.1.p1
OG0002113	XM_001594579.1.p1	XM_001874908.1.p1
OG0002114	XM_001596821.1.p1	XM_001875176.1.p1
OG0002115	XM_001594564.1.p1	XM_001876522.1.p1
OG0002116	XM_001597172.1.p1	XM_001879653.1.p1
OG0002117	XM_001597516.1.p1	XM_001889438.1.p1
OG0002118	XM_001586126.1.p1	XM_001875086.1.p1
OG0002120	XM_001586423.1.p1	XM_001875636.1.p1
OG0002121	XM_001594727.1.p1	XM_001877384.1.p1
OG0002122	XM_001585609.1.p1	XM_001880359.1.p1
OG0002123	XM_001587329.1.p1	XM_001874493.1.p1
OG0002124	XM_001592753.1.p1	XM_001875126.1.p1
OG0002125	XM_001590534.1.p1	XM_001879040.1.p1
OG0002126	XM_001590790.1.p1	XM_001874896.1.p1
OG0002128	XM_001591440.1.p1	XM_001874693.1.p1
OG0002129	XM_001591552.1.p1	XM_001887554.1.p1
OG0002130	XM_001598480.1.p1	XM_001879169.1.p1
OG0002131	XM_001597846.1.p1	XM_001874776.1.p1
OG0002132	XM_001586258.1.p1	XM_001876650.1.p1
OG0002133	XM_001597660.1.p1	XM_001874760.1.p1
OG0002134	XM_001591909.1.p1	XM_001881518.1.p1
OG0002135	XM_001592871.1.p1	XM_001876507.1.p1
OG0002136	XM_001584926.1.p1	XM_001876624.1.p1
OG0002137	XM_001598570.1.p1	XM_001879214.1.p1
OG0002138	XM_001598561.1.p1	XM_001880108.1.p1
OG0002139	XM_001596723.1.p1	XM_001873863.1.p1
OG0002140	XM_001584855.1.p1	XM_001879750.1.p1
OG0002141	XM_001584871.1.p1	XM_001879953.1.p1
OG0002142	XM_001598306.1.p1	XM_001873147.1.p1
OG0002144	XM_001590305.1.p1	XM_001876343.1.p1
OG0002146	XM_001595747.1.p1	XM_001873860.1.p1
OG0002147	XM_001588429.1.p1	XM_001880930.1.p1
OG0002150	XM_001589080.1.p1	XM_001889510.1.p1
OG0002151	XM_001590139.1.p1	XM_001875853.1.p1
OG0002152	XM_001597362.1.p1	XM_001878489.1.p1
OG0002153	XM_001588677.1.p1	XM_001874526.1.p1
OG0002155	XM_001589224.1.p1	XM_001878690.1.p1
OG0002156	XM_001592773.1.p1	XM_001882853.1.p1
OG0002158	XM_001589202.1.p1	XM_001889831.1.p1
OG0002159	XM_001597069.1.p1	XM_001880143.1.p1
OG0002160	XM_001597338.1.p1	XM_001873751.1.p1
OG0002161	XM_001594738.1.p1	XM_001891124.1.p1
OG0002162	XM_001585017.1.p1	XM_001874892.1.p1
OG0002163	XM_001592926.1.p1	XM_001877841.1.p1
OG0002164	XM_001596685.1.p1	XM_001884021.1.p1, XM_001885029.1.p1, XM_001888118.1.p1
OG0002165	XM_001586253.1.p1	XM_001889837.1.p1
OG0002166	XM_001598851.1.p1	XM_001878552.1.p1
OG0002167	XM_001588909.1.p1	XM_001873260.1.p1
OG0002168	XM_001587498.1.p1, XM_001593814.1.p1	XM_001881839.1.p1
OG0002169	XM_001588232.1.p1	XM_001880795.1.p1
OG0002170	XM_001588185.1.p1	XM_001875743.1.p1
OG0002171	XM_001598808.1.p1	XM_001876665.1.p1
OG0002172	XM_001593168.1.p1	XM_001874952.1.p1
OG0002173	XM_001593342.1.p1	XM_001874798.1.p1
OG0002174	XM_001587971.1.p1	XM_001881258.1.p1
OG0002175	XM_001585700.1.p1	XM_001874011.1.p1
OG0002176	XM_001591669.1.p1	XM_001885174.1.p1, XM_001873185.1.p1
OG0002177	XM_001593376.1.p1	XM_001878608.1.p1
OG0002178	XM_001597354.1.p1	XM_001886847.1.p1
OG0002179	XM_001597351.1.p1	XM_001878066.1.p1
OG0002181	XM_001592505.1.p1	XM_001877165.1.p1
OG0002182	XM_001592661.1.p1	XM_001873415.1.p1
OG0002183	XM_001594214.1.p1	XM_001874555.1.p1
OG0002184	XM_001586165.1.p1	XM_001883725.1.p1
OG0002185	XM_001597309.1.p1	XM_001884945.1.p1
OG0002186	XM_001596132.1.p1	XM_001879385.1.p1
OG0002188	XM_001596239.1.p1	XM_001886791.1.p1
OG0002189	XM_001598107.1.p1, XM_001593649.1.p1	XM_001877388.1.p1
OG0002190	XM_001593887.1.p1	XM_001877449.1.p1
OG0002191	XM_001591504.1.p1	XM_001880404.1.p1, XM_001876119.1.p1
OG0002193	XM_001598522.1.p1	XM_001876652.1.p1
OG0002194	XM_001584529.1.p1	XM_001887495.1.p1
OG0002195	XM_001585413.1.p1	XM_001883727.1.p1
OG0002196	XM_001587560.1.p1	XM_001880927.1.p1
OG0002197	XM_001591624.1.p1	XM_001876711.1.p1
OG0002201	XM_001589339.1.p1	XM_001877651.1.p1
OG0002202	XM_001586194.1.p1	XM_001877163.1.p1
OG0002203	XM_001598207.1.p1	XM_001876878.1.p1, XM_001886873.1.p1
OG0002204	XM_001585587.1.p1	XM_001879761.1.p1, XM_001879765.1.p1
OG0002205	XM_001596005.1.p1	XM_001880714.1.p1, XM_001874626.1.p1
OG0002206	XM_001595168.1.p1	XM_001875944.1.p1, XM_001885123.1.p1, XM_001885124.1.p1, XM_001888822.1.p1
OG0002208	XM_001597727.1.p1	XM_001887323.1.p1
OG0002209	XM_001591570.1.p1	XM_001880685.1.p1
OG0002210	XM_001593476.1.p1	XM_001874047.1.p1
OG0002211	XM_001595934.1.p1	XM_001882733.1.p1
OG0002212	XM_001588015.1.p1	XM_001880185.1.p1
OG0002213	XM_001593703.1.p1	XM_001874232.1.p1
OG0002215	XM_001593925.1.p1	XM_001878748.1.p1, XM_001878749.1.p1
OG0002217	XM_001586440.1.p1	XM_001887003.1.p1
OG0002218	XM_001586061.1.p1	XM_001881326.1.p1
OG0002219	XM_001597578.1.p1	XM_001876653.1.p1
OG0002220	XM_001585691.1.p1	XM_001875411.1.p1
OG0002221	XM_001588318.1.p1	XM_001877532.1.p1
OG0002222	XM_001598076.1.p1	XM_001877782.1.p1
OG0002223	XM_001597501.1.p1	XM_001877292.1.p1
OG0002224	XM_001585858.1.p1	XM_001877672.1.p1
OG0002225	XM_001594478.1.p1	XM_001881288.1.p1
OG0002226	XM_001584839.1.p1	XM_001877390.1.p1
OG0002227	XM_001593889.1.p1	XM_001888662.1.p1
OG0002228	XM_001586724.1.p1	XM_001878556.1.p1
OG0002229	XM_001593158.1.p1	XM_001875243.1.p1
OG0002230	XM_001593506.1.p1	XM_001877099.1.p1
OG0002231	XM_001585598.1.p1	XM_001877373.1.p1
OG0002232	XM_001589358.1.p1	XM_001875418.1.p1
OG0002234	XM_001587071.1.p1	XM_001879977.1.p1
OG0002236	XM_001593056.1.p1	XM_001888891.1.p1
OG0002237	XM_001590016.1.p1	XM_001885238.1.p1
OG0002238	XM_001585760.1.p1	XM_001878565.1.p1
OG0002239	XM_001598706.1.p1	XM_001878626.1.p1
OG0002240	XM_001596018.1.p1	XM_001883730.1.p1
OG0002241	XM_001596710.1.p1	XM_001882922.1.p1
OG0002244	XM_001584570.1.p1	XM_001874258.1.p1
OG0002245	XM_001585829.1.p1	XM_001879845.1.p1
OG0002246	XM_001589689.1.p1	XM_001873324.1.p1
OG0002247	XM_001594109.1.p1	XM_001889469.1.p1
OG0002248	XM_001589743.1.p1	XM_001877868.1.p1
OG0002249	XM_001586745.1.p1	XM_001876760.1.p1
OG0002250	XM_001591244.1.p1	XM_001880341.1.p1
OG0002251	XM_001597957.1.p1	XM_001877278.1.p1
OG0002252	XM_001597393.1.p1	XM_001880036.1.p1
OG0002253	XM_001592156.1.p1	XM_001889190.1.p1, XM_001889641.1.p1
OG0002254	XM_001595538.1.p1	XM_001881446.1.p1, XM_001890547.1.p1, XM_001881606.1.p1, XM_001881613.1.p1, XM_001881600.1.p1
OG0002255	XM_001598058.1.p1	XM_001873130.1.p1
OG0002256	XM_001597665.1.p1	XM_001877115.1.p1
OG0002257	XM_001595716.1.p1	XM_001880832.1.p1
OG0002258	XM_001595567.1.p1	XM_001877063.1.p1
OG0002259	XM_001587718.1.p1	XM_001875160.1.p1
OG0002260	XM_001589832.1.p1	XM_001876566.1.p1
OG0002262	XM_001589945.1.p1	XM_001878157.1.p1
OG0002263	XM_001587282.1.p1	XM_001880915.1.p1
OG0002264	XM_001593750.1.p1	XM_001884348.1.p1
OG0002265	XM_001594511.1.p1	XM_001887385.1.p1
OG0002266	XM_001586466.1.p1	XM_001876256.1.p1
OG0002268	XM_001586142.1.p1	XM_001876518.1.p1
OG0002269	XM_001594966.1.p1	XM_001880163.1.p1
OG0002270	XM_001585906.1.p1	XM_001881314.1.p1
OG0002271	XM_001595957.1.p1	XM_001880148.1.p1
OG0002273	XM_001598458.1.p1	XM_001874166.1.p1
OG0002274	XM_001589372.1.p1	XM_001886076.1.p1
OG0002275	XM_001588146.1.p1	XM_001876138.1.p1
OG0002276	XM_001588261.1.p1	XM_001878576.1.p1
OG0002278	XM_001595383.1.p1	XM_001883662.1.p1
OG0002279	XM_001592136.1.p1	XM_001875146.1.p1
OG0002280	XM_001589331.1.p1	XM_001879073.1.p1
OG0002281	XM_001592956.1.p1	XM_001881359.1.p1
OG0002283	XM_001584904.1.p1	XM_001874895.1.p1
OG0002285	XM_001593379.1.p1	XM_001873426.1.p1
OG0002286	XM_001587647.1.p1	XM_001877895.1.p1
OG0002287	XM_001597641.1.p1	XM_001880106.1.p1
OG0002288	XM_001595843.1.p1	XM_001878625.1.p1
OG0002289	XM_001584771.1.p1	XM_001878170.1.p1
OG0002290	XM_001590177.1.p1	XM_001885212.1.p1, XM_001885216.1.p1, XM_001885215.1.p1
OG0002291	XM_001596893.1.p1	XM_001875803.1.p1
OG0002292	XM_001598831.1.p1	XM_001875427.1.p1
OG0002293	XM_001593573.1.p1	XM_001878256.1.p1
OG0002294	XM_001588293.1.p1	XM_001874848.1.p1
OG0002295	XM_001593937.1.p1	XM_001876744.1.p1
OG0002296	XM_001587760.1.p1	XM_001886292.1.p1
OG0002297	XM_001592882.1.p1	XM_001873362.1.p1
OG0002300	XM_001584752.1.p1	XM_001880034.1.p1
OG0002302	XM_001597423.1.p1	XM_001878550.1.p1
OG0002303	XM_001592886.1.p1	XM_001874907.1.p1
OG0002304	XM_001590430.1.p1	XM_001875618.1.p1
OG0002305	XM_001588373.1.p1	XM_001876989.1.p1
OG0002307	XM_001595335.1.p1	XM_001890965.1.p1
OG0002308	XM_001588088.1.p1	XM_001879346.1.p1
OG0002309	XM_001597164.1.p1	XM_001881134.1.p1
OG0002310	XM_001597869.1.p1	XM_001875421.1.p1
OG0002311	XM_001593843.1.p1	XM_001873140.1.p1
OG0002312	XM_001597581.1.p1	XM_001878621.1.p1
OG0002313	XM_001598817.1.p1	XM_001877200.1.p1
OG0002314	XM_001592506.1.p1	XM_001885518.1.p1
OG0002315	XM_001595086.1.p1	XM_001874498.1.p1
OG0002316	XM_001595372.1.p1	XM_001875335.1.p1
OG0002318	XM_001592313.1.p1	XM_001873248.1.p1
OG0002319	XM_001593042.1.p1	XM_001879815.1.p1, XM_001880393.1.p1
OG0002320	XM_001590262.1.p1	XM_001878158.1.p1
OG0002321	XM_001598171.1.p1	XM_001878254.1.p1
OG0002322	XM_001597819.1.p1	XM_001877072.1.p1
OG0002323	XM_001585649.1.p1	XM_001876779.1.p1
OG0002324	XM_001594335.1.p1	XM_001879723.1.p1
OG0002325	XM_001597853.1.p1	XM_001874920.1.p1
OG0002326	XM_001594840.1.p1	XM_001885965.1.p1
OG0002327	XM_001585077.1.p1, XM_001598283.1.p1, XM_001596433.1.p1	XM_001877813.1.p1
OG0002328	XM_001593853.1.p1	XM_001888321.1.p1
OG0002329	XM_001585575.1.p1	XM_001877281.1.p1
OG0002330	XM_001585275.1.p1	XM_001879418.1.p1
OG0002332	XM_001598860.1.p1	XM_001889886.1.p1
OG0002335	XM_001589947.1.p1	XM_001873975.1.p1
OG0002336	XM_001598169.1.p1	XM_001873879.1.p1
OG0002338	XM_001589830.1.p1	XM_001877142.1.p1
OG0002339	XM_001595315.1.p1	XM_001883733.1.p1
OG0002342	XM_001593487.1.p1	XM_001875881.1.p1
OG0002343	XM_001588118.1.p1	XM_001880917.1.p1
OG0002344	XM_001588788.1.p1	XM_001876603.1.p1
OG0002346	XM_001589482.1.p1	XM_001879070.1.p1
OG0002347	XM_001591280.1.p1	XM_001882732.1.p1
OG0002348	XM_001587377.1.p1	XM_001876034.1.p1
OG0002349	XM_001592258.1.p1	XM_001883566.1.p1
OG0002350	XM_001592823.1.p1	XM_001880551.1.p1
OG0002352	XM_001587843.1.p1	XM_001879931.1.p1
OG0002353	XM_001591075.1.p1	XM_001874568.1.p1
OG0002354	XM_001597127.1.p1	XM_001873391.1.p1
OG0002356	XM_001587759.1.p1	XM_001875423.1.p1
OG0002357	XM_001586659.1.p1	XM_001875169.1.p1
OG0002358	XM_001598417.1.p1	XM_001880043.1.p1
OG0002361	XM_001597742.1.p1	XM_001876629.1.p1
OG0002362	XM_001598086.1.p1	XM_001873144.1.p1
OG0002363	XM_001593705.1.p1	XM_001876719.1.p1
OG0002364	XM_001585557.1.p1	XM_001876637.1.p1
OG0002365	XM_001595933.1.p1	XM_001876152.1.p1
OG0002366	XM_001588393.1.p1	XM_001873642.1.p1
OG0002368	XM_001595238.1.p1	XM_001876330.1.p1, XM_001877113.1.p1, XM_001873527.1.p1
OG0002369	XM_001584507.1.p1	XM_001877811.1.p1
OG0002370	XM_001585727.1.p1, XM_001585728.1.p1	XM_001878607.1.p1
OG0002371	XM_001589243.1.p1	XM_001877095.1.p1
OG0002372	XM_001588478.1.p1	XM_001880652.1.p1
OG0002373	XM_001588479.1.p1	XM_001884769.1.p1
OG0002375	XM_001595425.1.p1	XM_001873575.1.p1
OG0002376	XM_001595422.1.p1	XM_001873333.1.p1
OG0002377	XM_001594986.1.p1	XM_001880729.1.p1
OG0002378	XM_001588929.1.p1	XM_001877189.1.p1
OG0002379	XM_001590796.1.p1	XM_001878994.1.p1
OG0002380	XM_001588912.1.p1	XM_001888671.1.p1
OG0002382	XM_001595209.1.p1	XM_001882485.1.p1
OG0002383	XM_001596917.1.p1	XM_001888665.1.p1, XM_001883025.1.p1
OG0002384	XM_001584879.1.p1	XM_001876207.1.p1
OG0002385	XM_001589146.1.p1	XM_001877731.1.p1
OG0002386	XM_001584569.1.p1	XM_001883493.1.p1, XM_001888177.1.p1, XM_001877655.1.p1
OG0002387	XM_001594876.1.p1	XM_001886858.1.p1
OG0002389	XM_001587189.1.p1	XM_001876676.1.p1
OG0002390	XM_001592830.1.p1	XM_001878148.1.p1
OG0002391	XM_001595967.1.p1	XM_001887807.1.p1
OG0002392	XM_001586127.1.p1	XM_001880395.1.p1
OG0002393	XM_001586184.1.p1	XM_001888368.1.p1
OG0002394	XM_001586212.1.p1	XM_001883601.1.p1
OG0002395	XM_001594425.1.p1	XM_001876120.1.p1
OG0002396	XM_001596168.1.p1	XM_001873972.1.p1
OG0002397	XM_001589782.1.p1	XM_001873261.1.p1
OG0002398	XM_001594155.1.p1	XM_001873503.1.p1
OG0002402	XM_001588124.1.p1	XM_001873737.1.p1
OG0002403	XM_001592602.1.p1	XM_001877695.1.p1
OG0002404	XM_001588016.1.p1	XM_001881223.1.p1
OG0002406	XM_001586753.1.p1	XM_001876133.1.p1
OG0002409	XM_001587423.1.p1	XM_001878672.1.p1
OG0002410	XM_001588572.1.p1	XM_001883719.1.p1
OG0002411	XM_001590034.1.p1	XM_001886910.1.p1
OG0002412	XM_001595626.1.p1	XM_001875380.1.p1
OG0002413	XM_001597756.1.p1	XM_001875439.1.p1
OG0002414	XM_001590316.1.p1	XM_001876670.1.p1
OG0002415	XM_001596943.1.p1	XM_001887338.1.p1
OG0002416	XM_001589713.1.p1	XM_001874707.1.p1
OG0002417	XM_001589334.1.p1	XM_001875173.1.p1
OG0002418	XM_001594589.1.p1	XM_001874216.1.p1
OG0002419	XM_001598016.1.p1, XM_001586267.1.p1	XM_001877203.1.p1
OG0002420	XM_001594858.1.p1	XM_001875145.1.p1
OG0002421	XM_001593009.1.p1	XM_001880171.1.p1
OG0002422	XM_001594652.1.p1	XM_001875406.1.p1
OG0002423	XM_001594210.1.p1	XM_001890186.1.p1
OG0002424	XM_001591952.1.p1	XM_001881065.1.p1
OG0002425	XM_001593135.1.p1	XM_001878189.1.p1
OG0002426	XM_001588914.1.p1	XM_001873772.1.p1
OG0002427	XM_001598628.1.p1, XM_001595007.1.p1	XM_001876546.1.p1, XM_001878037.1.p1
OG0002428	XM_001590856.1.p1	XM_001878222.1.p1
OG0002429	XM_001595179.1.p1	XM_001876691.1.p1
OG0002430	XM_001598075.1.p1	XM_001873208.1.p1
OG0002431	XM_001597639.1.p1	XM_001887010.1.p1
OG0002432	XM_001590247.1.p1	XM_001874814.1.p1, XM_001879047.1.p1
OG0002433	XM_001589704.1.p1	XM_001877108.1.p1
OG0002434	XM_001593832.1.p1	XM_001880690.1.p1, XM_001880913.1.p1
OG0002436	XM_001593361.1.p1	XM_001873639.1.p1
OG0002437	XM_001586501.1.p1	XM_001876471.1.p1
OG0002438	XM_001586503.1.p1	XM_001873169.1.p1
OG0002439	XM_001594859.1.p1	XM_001878261.1.p1
OG0002440	XM_001598924.1.p1	XM_001876178.1.p1
OG0002441	XM_001590288.1.p1	XM_001874703.1.p1
OG0002442	XM_001591113.1.p1	XM_001882781.2.p1
OG0002443	XM_001590201.1.p1	XM_001884259.1.p1
OG0002444	XM_001598430.1.p1	XM_001874494.1.p1
OG0002445	XM_001597355.1.p1	XM_001878391.1.p1
OG0002447	XM_001588694.1.p1	XM_001880808.1.p1
OG0002449	XM_001587882.1.p1	XM_001880147.1.p1
OG0002450	XM_001589833.1.p1	XM_001887229.1.p1
OG0002451	XM_001597573.1.p1	XM_001884374.1.p1
OG0002452	XM_001593776.1.p1	XM_001876366.1.p1
OG0002453	XM_001594118.1.p1	XM_001885569.1.p1
OG0002454	XM_001598746.1.p1	XM_001873347.1.p1
OG0002455	XM_001591207.1.p1	XM_001877515.1.p1
OG0002456	XM_001588422.1.p1	XM_001877122.1.p1, XM_001873635.1.p1
OG0002457	XM_001592468.1.p1	XM_001881742.1.p1
OG0002458	XM_001594962.1.p1	XM_001873202.1.p1
OG0002460	XM_001593378.1.p1	XM_001886010.1.p1
OG0002461	XM_001592392.1.p1	XM_001878584.1.p1
OG0002462	XM_001593638.1.p1	XM_001873742.1.p1
OG0002463	XM_001590865.1.p1	XM_001873778.1.p1
OG0002464	XM_001587385.1.p1	XM_001877784.1.p1
OG0002465	XM_001585367.1.p1	XM_001878615.1.p1
OG0002466	XM_001585372.1.p1	XM_001876589.1.p1
OG0002467	XM_001598572.1.p1	XM_001881273.1.p1
OG0002468	XM_001587300.1.p1	XM_001887409.1.p1
OG0002469	XM_001593574.1.p1	XM_001880665.1.p1
OG0002470	XM_001592765.1.p1	XM_001875702.1.p1
OG0002471	XM_001584681.1.p1	XM_001877393.1.p1
OG0002473	XM_001585235.1.p1	XM_001876983.1.p1
OG0002474	XM_001586760.1.p1	XM_001885577.1.p1
OG0002476	XM_001586512.1.p1	XM_001884317.1.p1
OG0002477	XM_001586618.1.p1	XM_001877883.1.p1
OG0002478	XM_001591876.1.p1	XM_001875194.1.p1
OG0002479	XM_001595226.1.p1	XM_001875791.1.p1
OG0002480	XM_001595448.1.p1	XM_001875796.1.p1
OG0002481	XM_001595114.1.p1	XM_001874877.1.p1
OG0002483	XM_001590892.1.p1	XM_001884807.1.p1
OG0002484	XM_001593739.1.p1	XM_001876687.1.p1
OG0002485	XM_001584566.1.p1	XM_001889614.1.p1
OG0002486	XM_001590533.1.p1	XM_001878967.1.p1
