Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Blumeria_graminis_cds_prot
OG0000280	XM_001597492.1.p1, XM_001586347.1.p1, XM_001585903.1.p1	lcl|LR898476.1_cds_CAD6504788.1_6146.p1
OG0000280	XM_001588434.1.p1	lcl|LR898476.1_cds_CAD6505135.1_6493.p1
OG0000281	XM_001594638.1.p1	lcl|LR898475.1_cds_CAD6504080.1_5438.p1
OG0000281	XM_001594133.1.p1	lcl|LR898468.1_cds_CAD6498903.1_261.p1
OG0000282	XM_001589293.1.p1	lcl|LR898471.1_cds_CAD6500979.1_2337.p1, lcl|LR898473.1_cds_CAD6502608.1_3966.p1, lcl|LR898473.1_cds_CAD6502333.1_3691.p1, lcl|LR898473.1_cds_CAD6502331.1_3689.p1, lcl|LR898473.1_cds_CAD6502332.1_3690.p1, lcl|LR898473.1_cds_CAD6502327.1_3685.p1
OG0000283	XM_001593967.1.p1	lcl|LR898471.1_cds_CAD6500573.1_1931.p1
OG0000283	XM_001586787.1.p1	lcl|LR898474.1_cds_CAD6503080.1_4438.p1
OG0000284	XM_001594975.1.p1	lcl|LR898477.1_cds_CAD6505965.1_7323.p1
OG0000284	XM_001588421.1.p1	lcl|LR898469.1_cds_CAD6500152.1_1510.p1
OG0000285	XM_001589245.1.p1	lcl|LR898469.1_cds_CAD6499956.1_1314.p1
OG0000286	XM_001596937.1.p1, XM_001595178.1.p1	lcl|LR898472.1_cds_CAD6501811.1_3169.p1
OG0000286	XM_001595060.1.p1	lcl|LR898477.1_cds_CAD6506172.1_7530.p1
OG0000287	XM_001586375.1.p1	lcl|LR898473.1_cds_CAD6502377.1_3735.p1
OG0000287	XM_001597112.1.p1	lcl|LR898472.1_cds_CAD6501260.1_2618.p1
OG0000288	XM_001586741.1.p1	lcl|LR898474.1_cds_CAD6503014.1_4372.p1
OG0000288	XM_001585180.1.p1	lcl|LR898468.1_cds_CAD6499122.1_480.p1
OG0000289	XM_001596210.1.p1	lcl|LR898473.1_cds_CAD6502759.1_4117.p1
OG0000289	XM_001587013.1.p1	lcl|LR898476.1_cds_CAD6505254.1_6612.p1
OG0000291	XM_001593375.1.p1	lcl|LR898474.1_cds_CAD6503182.1_4540.p1
OG0000291	XM_001586302.1.p1	lcl|LR898477.1_cds_CAD6506405.1_7763.p1, lcl|LR898477.1_cds_CAD6506412.1_7770.p1, lcl|LR898477.1_cds_CAD6506442.1_7800.p1, lcl|LR898473.1_cds_CAD6502854.1_4212.p1, lcl|LR898474.1_cds_CAD6503706.1_5064.p1
OG0000292	XM_001595511.1.p1	lcl|LR898468.1_cds_CAD6499163.1_521.p1
OG0000292	XM_001597497.1.p1	lcl|LR898470.1_cds_CAD6500420.1_1778.p1
OG0000295	XM_001590105.1.p1	lcl|LR898476.1_cds_CAD6505308.1_6666.p1
OG0000295	XM_001595606.1.p1	lcl|LR898476.1_cds_CAD6505673.1_7031.p1
OG0000302	XM_001591897.1.p1	lcl|LR898471.1_cds_CAD6500782.1_2140.p1
OG0000303	XM_001593841.1.p1	lcl|LR898474.1_cds_CAD6502949.1_4307.p1, lcl|LR898474.1_cds_CAD6502946.1_4304.p1
OG0000304	XM_001592528.1.p1	lcl|LR898476.1_cds_CAD6504592.1_5950.p1
OG0000304	XM_001587021.1.p1	lcl|LR898476.1_cds_CAD6505294.1_6652.p1
OG0000307	XM_001584568.1.p1	lcl|LR898476.1_cds_CAD6504601.1_5959.p1
OG0000307	XM_001593676.1.p1	lcl|LR898474.1_cds_CAD6503647.1_5005.p1
OG0000309	XM_001594078.1.p1	lcl|LR898468.1_cds_CAD6499148.1_506.p1, lcl|LR898469.1_cds_CAD6499451.1_809.p1
OG0000310	XM_001597658.1.p1	lcl|LR898472.1_cds_CAD6501252.1_2610.p1
OG0000312	XM_001596529.1.p1	lcl|LR898468.1_cds_CAD6498776.1_134.p1
OG0000312	XM_001597099.1.p1	lcl|LR898469.1_cds_CAD6499929.1_1287.p1
OG0000313	XM_001586897.1.p1	lcl|LR898472.1_cds_CAD6501422.1_2780.p1
OG0000314	XM_001597620.1.p1	lcl|LR898476.1_cds_CAD6505640.1_6998.p1
OG0000314	XM_001593040.1.p1	lcl|LR898472.1_cds_CAD6501498.1_2856.p1
OG0000317	XM_001587228.1.p1	lcl|LR898472.1_cds_CAD6501438.1_2796.p1
OG0000319	XM_001598351.1.p1	lcl|LR898472.1_cds_CAD6501646.1_3004.p1
OG0000322	XM_001592461.1.p1	lcl|LR898475.1_cds_CAD6503813.1_5171.p1
OG0000324	XM_001594373.1.p1	lcl|LR898475.1_cds_CAD6504046.1_5404.p1
OG0000324	XM_001592271.1.p1	lcl|LR898474.1_cds_CAD6503264.1_4622.p1
OG0000325	XM_001595222.1.p1	lcl|LR898477.1_cds_CAD6505933.1_7291.p1
OG0000325	XM_001590041.1.p1	lcl|LR898476.1_cds_CAD6505439.1_6797.p1
OG0000326	XM_001589657.1.p1	lcl|LR898472.1_cds_CAD6502098.1_3456.p1
OG0000326	XM_001595679.1.p1	lcl|LR898470.1_cds_CAD6500452.1_1810.p1
OG0000327	XM_001587909.1.p1	lcl|LR898469.1_cds_CAD6499743.1_1101.p1
OG0000327	XM_001586425.1.p1, XM_001588494.1.p1	lcl|LR898475.1_cds_CAD6503740.1_5098.p1
OG0000336	XM_001596349.1.p1	lcl|LR898474.1_cds_CAD6503199.1_4557.p1
OG0000337	XM_001597150.1.p1	lcl|LR898470.1_cds_CAD6500218.1_1576.p1
OG0000337	XM_001589811.1.p1	lcl|LR898478.1_cds_CAD6506570.1_7928.p1
OG0000338	XM_001595733.1.p1	lcl|LR898476.1_cds_CAD6505140.1_6498.p1
OG0000338	XM_001589919.1.p1	lcl|LR898472.1_cds_CAD6501687.1_3045.p1
OG0000339	XM_001588030.1.p1	lcl|LR898474.1_cds_CAD6503505.1_4863.p1
OG0000339	XM_001597935.1.p1	lcl|LR898472.1_cds_CAD6501801.1_3159.p1
OG0000342	XM_001587098.1.p1	lcl|LR898472.1_cds_CAD6501573.1_2931.p1
OG0000343	XM_001593775.1.p1	lcl|LR898473.1_cds_CAD6502719.1_4077.p1
OG0000343	XM_001588828.1.p1	lcl|LR898471.1_cds_CAD6500879.1_2237.p1
OG0000345	XM_001597413.1.p1	lcl|LR898470.1_cds_CAD6500365.1_1723.p1
OG0000346	XM_001588685.1.p1	lcl|LR898472.1_cds_CAD6502230.1_3588.p1
OG0000346	XM_001585647.1.p1	lcl|LR898475.1_cds_CAD6504473.1_5831.p1
OG0000347	XM_001588291.1.p1	lcl|LR898471.1_cds_CAD6500656.1_2014.p1
OG0000347	XM_001594045.1.p1	lcl|LR898474.1_cds_CAD6503645.1_5003.p1
OG0000349	XM_001588714.1.p1	lcl|LR898471.1_cds_CAD6501034.1_2392.p1, lcl|LR898471.1_cds_CAD6501015.1_2373.p1, lcl|LR898471.1_cds_CAD6501031.1_2389.p1, lcl|LR898471.1_cds_CAD6501008.1_2366.p1, lcl|LR898471.1_cds_CAD6501081.1_2439.p1, lcl|LR898474.1_cds_CAD6503380.1_4738.p1, lcl|LR898471.1_cds_CAD6501006.1_2364.p1, lcl|LR898471.1_cds_CAD6501051.1_2409.p1
OG0000350	XM_001594577.1.p1	lcl|LR898475.1_cds_CAD6504021.1_5379.p1
OG0000350	XM_001585929.1.p1	lcl|LR898468.1_cds_CAD6498795.1_153.p1
OG0000352	XM_001590512.1.p1	lcl|LR898468.1_cds_CAD6499044.1_402.p1
OG0000352	XM_001593209.1.p1	lcl|LR898472.1_cds_CAD6501389.1_2747.p1
OG0000354	XM_001594173.1.p1	lcl|LR898468.1_cds_CAD6498850.1_208.p1
OG0000354	XM_001594672.1.p1	lcl|LR898471.1_cds_CAD6500601.1_1959.p1
OG0000355	XM_001590970.1.p1	lcl|LR898470.1_cds_CAD6500264.1_1622.p1
OG0000355	XM_001585849.1.p1	lcl|LR898477.1_cds_CAD6506033.1_7391.p1
OG0000356	XM_001598020.1.p1	lcl|LR898475.1_cds_CAD6503775.1_5133.p1
OG0000356	XM_001594952.1.p1	lcl|LR898476.1_cds_CAD6504921.1_6279.p1
OG0000357	XM_001584508.1.p1	lcl|LR898469.1_cds_CAD6499969.1_1327.p1
OG0000357	XM_001596882.1.p1	lcl|LR898474.1_cds_CAD6503383.1_4741.p1
OG0000358	XM_001598266.1.p1	lcl|LR898474.1_cds_CAD6503352.1_4710.p1
OG0000361	XM_001597018.1.p1	lcl|LR898476.1_cds_CAD6505699.1_7057.p1
OG0000364	XM_001586746.1.p1	lcl|LR898474.1_cds_CAD6503033.1_4391.p1
OG0000364	XM_001591295.1.p1	lcl|LR898474.1_cds_CAD6503034.1_4392.p1
OG0000366	XM_001592514.1.p1	lcl|LR898476.1_cds_CAD6504907.1_6265.p1
OG0000369	XM_001585932.1.p1	lcl|LR898468.1_cds_CAD6498785.1_143.p1
OG0000369	XM_001585931.1.p1	lcl|LR898468.1_cds_CAD6498784.1_142.p1
OG0000374	XM_001594977.1.p1	lcl|LR898477.1_cds_CAD6505964.1_7322.p1
OG0000376	XM_001588139.1.p1	lcl|LR898469.1_cds_CAD6500121.1_1479.p1
OG0000376	XM_001587757.1.p1	lcl|LR898469.1_cds_CAD6499427.1_785.p1
OG0000378	XM_001596864.1.p1	lcl|LR898477.1_cds_CAD6506275.1_7633.p1
OG0000378	XM_001594848.1.p1	lcl|LR898469.1_cds_CAD6499754.1_1112.p1
OG0000379	XM_001588044.1.p1	lcl|LR898471.1_cds_CAD6500720.1_2078.p1
OG0000379	XM_001592931.1.p1	lcl|LR898472.1_cds_CAD6501534.1_2892.p1
OG0000380	XM_001584697.1.p1	lcl|LR898469.1_cds_CAD6499553.1_911.p1
OG0000380	XM_001597824.1.p1	lcl|LR898476.1_cds_CAD6505723.1_7081.p1
OG0000381	XM_001596277.1.p1	lcl|LR898476.1_cds_CAD6504556.1_5914.p1
OG0000381	XM_001586516.1.p1	lcl|LR898471.1_cds_CAD6500839.1_2197.p1
OG0000383	XM_001595200.1.p1	lcl|LR898477.1_cds_CAD6506082.1_7440.p1
OG0000385	XM_001594849.1.p1	lcl|LR898469.1_cds_CAD6499766.1_1124.p1
OG0000385	XM_001591151.1.p1	lcl|LR898470.1_cds_CAD6500347.1_1705.p1
OG0000386	XM_001592690.1.p1	lcl|LR898472.1_cds_CAD6501556.1_2914.p1
OG0000386	XM_001587880.1.p1	lcl|LR898476.1_cds_CAD6504955.1_6313.p1
OG0000388	XM_001587153.1.p1	lcl|LR898474.1_cds_CAD6503360.1_4718.p1
OG0000388	XM_001588257.1.p1	lcl|LR898473.1_cds_CAD6502379.1_3737.p1
OG0000390	XM_001595466.1.p1	lcl|LR898472.1_cds_CAD6501677.1_3035.p1
OG0000390	XM_001591034.1.p1	lcl|LR898470.1_cds_CAD6500247.1_1605.p1
OG0000393	XM_001596263.1.p1	lcl|LR898476.1_cds_CAD6504547.1_5905.p1
OG0000393	XM_001597320.1.p1	lcl|LR898477.1_cds_CAD6506335.1_7693.p1
OG0000395	XM_001597922.1.p1	lcl|LR898472.1_cds_CAD6501772.1_3130.p1
OG0000395	XM_001592276.1.p1	lcl|LR898474.1_cds_CAD6503425.1_4783.p1
OG0000397	XM_001592147.1.p1	lcl|LR898470.1_cds_CAD6500397.1_1755.p1
OG0000398	XM_001591395.1.p1	lcl|LR898476.1_cds_CAD6505590.1_6948.p1
OG0000401	XM_001598784.1.p1	lcl|LR898469.1_cds_CAD6499531.1_889.p1
OG0000403	XM_001589101.1.p1	lcl|LR898472.1_cds_CAD6501226.1_2584.p1
OG0000403	XM_001590733.1.p1	lcl|LR898476.1_cds_CAD6504764.1_6122.p1
OG0000406	XM_001588382.1.p1, XM_001597697.1.p1, XM_001598803.1.p1, XM_001594890.1.p1, XM_001584976.1.p1, XM_001587358.1.p1, XM_001596739.1.p1, XM_001597514.1.p1, XM_001586681.1.p1, XM_001589974.1.p1, XM_001587025.1.p1, XM_001587355.1.p1, XM_001595252.1.p1, XM_001586284.1.p1, XM_001584632.1.p1, XM_001593304.1.p1, XM_001591557.1.p1, XM_001584663.1.p1, XM_001585881.1.p1, XM_001598777.1.p1, XM_001588509.1.p1, XM_001593462.1.p1, XM_001584730.1.p1, XM_001592272.1.p1, XM_001593463.1.p1, XM_001586382.1.p1, XM_001587791.1.p1, XM_001587047.1.p1, XM_001589570.1.p1, XM_001587024.1.p1	lcl|LR898476.1_cds_CAD6505563.1_6921.p1
OG0000407	XM_001591874.1.p1	lcl|LR898469.1_cds_CAD6499635.1_993.p1
OG0000407	XM_001594751.1.p1	lcl|LR898475.1_cds_CAD6503912.1_5270.p1
OG0000408	XM_001590719.1.p1	lcl|LR898476.1_cds_CAD6504737.1_6095.p1
OG0000408	XM_001588056.1.p1	lcl|LR898471.1_cds_CAD6500695.1_2053.p1
OG0000409	XM_001591593.1.p1	lcl|LR898469.1_cds_CAD6499328.1_686.p1
OG0000409	XM_001594161.1.p1	lcl|LR898468.1_cds_CAD6498968.1_326.p1
OG0000411	XM_001585214.1.p1	lcl|LR898476.1_cds_CAD6504652.1_6010.p1
OG0000411	XM_001593430.1.p1	lcl|LR898474.1_cds_CAD6503628.1_4986.p1
OG0000414	XM_001588538.1.p1	lcl|LR898471.1_cds_CAD6500933.1_2291.p1
OG0000415	XM_001590013.1.p1	lcl|LR898472.1_cds_CAD6502137.1_3495.p1
OG0000417	XM_001595020.1.p1	lcl|LR898475.1_cds_CAD6504388.1_5746.p1
OG0000418	XM_001597732.1.p1	lcl|LR898476.1_cds_CAD6505684.1_7042.p1
OG0000418	XM_001594531.1.p1	lcl|LR898475.1_cds_CAD6504092.1_5450.p1
OG0000421	XM_001596111.1.p1	lcl|LR898473.1_cds_CAD6502707.1_4065.p1
OG0000425	XM_001595569.1.p1	lcl|LR898476.1_cds_CAD6505158.1_6516.p1
OG0000426	XM_001595306.1.p1	lcl|LR898472.1_cds_CAD6502049.1_3407.p1
OG0000428	XM_001591689.1.p1	lcl|LR898469.1_cds_CAD6499587.1_945.p1
OG0000428	XM_001592756.1.p1	lcl|LR898472.1_cds_CAD6501424.1_2782.p1
OG0000429	XM_001596406.1.p1	lcl|LR898469.1_cds_CAD6499729.1_1087.p1
OG0000432	XM_001592025.1.p1	lcl|LR898473.1_cds_CAD6502366.1_3724.p1
OG0000432	XM_001595641.1.p1	lcl|LR898470.1_cds_CAD6500292.1_1650.p1
OG0000437	XM_001586166.1.p1	lcl|LR898476.1_cds_CAD6504951.1_6309.p1
OG0000437	XM_001594881.1.p1	lcl|LR898477.1_cds_CAD6506285.1_7643.p1
OG0000438	XM_001594730.1.p1	lcl|LR898477.1_cds_CAD6506340.1_7698.p1
OG0000439	XM_001588396.1.p1, XM_001589029.1.p1	lcl|LR898477.1_cds_CAD6505863.1_7221.p1
OG0000439	XM_001594207.1.p1	lcl|LR898473.1_cds_CAD6502541.1_3899.p1
OG0000440	XM_001592376.1.p1	lcl|LR898477.1_cds_CAD6506320.1_7678.p1
OG0000440	XM_001596584.1.p1	lcl|LR898472.1_cds_CAD6502103.1_3461.p1
OG0000441	XM_001598052.1.p1	lcl|LR898472.1_cds_CAD6501744.1_3102.p1
OG0000441	XM_001587956.1.p1	lcl|LR898474.1_cds_CAD6503358.1_4716.p1
OG0000442	XM_001594041.1.p1	lcl|LR898474.1_cds_CAD6503496.1_4854.p1
OG0000442	XM_001595999.1.p1	lcl|LR898471.1_cds_CAD6500544.1_1902.p1
OG0000443	XM_001597889.1.p1	lcl|LR898472.1_cds_CAD6502182.1_3540.p1
OG0000443	XM_001589171.1.p1	lcl|LR898475.1_cds_CAD6504200.1_5558.p1
OG0000444	XM_001585129.1.p1	lcl|LR898468.1_cds_CAD6499017.1_375.p1
OG0000444	XM_001588771.1.p1	lcl|LR898471.1_cds_CAD6500935.1_2293.p1
OG0000445	XM_001595885.1.p1	lcl|LR898473.1_cds_CAD6502737.1_4095.p1
OG0000446	XM_001595180.1.p1	lcl|LR898472.1_cds_CAD6501593.1_2951.p1
OG0000447	XM_001598386.1.p1	lcl|LR898477.1_cds_CAD6506148.1_7506.p1
OG0000448	XM_001596951.1.p1	lcl|LR898477.1_cds_CAD6506324.1_7682.p1
OG0000448	XM_001589303.1.p1	lcl|LR898475.1_cds_CAD6504147.1_5505.p1
OG0000451	XM_001590342.1.p1	lcl|LR898476.1_cds_CAD6504983.1_6341.p1
OG0000456	XM_001586769.1.p1	lcl|LR898474.1_cds_CAD6503076.1_4434.p1
OG0000456	XM_001590674.1.p1	lcl|LR898476.1_cds_CAD6504797.1_6155.p1
OG0000457	XM_001597364.1.p1	lcl|LR898476.1_cds_CAD6505702.1_7060.p1
OG0000457	XM_001595651.1.p1	lcl|LR898470.1_cds_CAD6500305.1_1663.p1
OG0000458	XM_001594303.1.p1	lcl|LR898476.1_cds_CAD6504533.1_5891.p1
OG0000458	XM_001589273.1.p1	lcl|LR898477.1_cds_CAD6505889.1_7247.p1
OG0000459	XM_001595847.1.p1	lcl|LR898473.1_cds_CAD6502406.1_3764.p1
OG0000460	XM_001597572.1.p1, XM_001597304.1.p1	lcl|LR898476.1_cds_CAD6505534.1_6892.p1
OG0000461	XM_001590763.1.p1	lcl|LR898468.1_cds_CAD6499035.1_393.p1
OG0000465	XM_001596182.1.p1	lcl|LR898473.1_cds_CAD6502749.1_4107.p1
OG0000465	XM_001598498.1.p1	lcl|LR898468.1_cds_CAD6498734.1_92.p1
OG0000466	XM_001597810.1.p1	lcl|LR898476.1_cds_CAD6505803.1_7161.p1
OG0000467	XM_001588516.1.p1	lcl|LR898471.1_cds_CAD6500869.1_2227.p1
OG0000468	XM_001595597.1.p1	lcl|LR898476.1_cds_CAD6505755.1_7113.p1
OG0000468	XM_001585150.1.p1	lcl|LR898468.1_cds_CAD6499038.1_396.p1
OG0000469	XM_001586974.1.p1	lcl|LR898472.1_cds_CAD6501384.1_2742.p1
OG0000469	XM_001588006.1.p1	lcl|LR898474.1_cds_CAD6503064.1_4422.p1
OG0000470	XM_001589646.1.p1	lcl|LR898468.1_cds_CAD6498889.1_247.p1
OG0000470	XM_001589696.1.p1	lcl|LR898469.1_cds_CAD6499714.1_1072.p1
OG0000471	XM_001589081.1.p1	lcl|LR898472.1_cds_CAD6501255.1_2613.p1
OG0000471	XM_001597763.1.p1	lcl|LR898472.1_cds_CAD6501447.1_2805.p1
OG0000472	XM_001596286.1.p1	lcl|LR898472.1_cds_CAD6502112.1_3470.p1
OG0000472	XM_001598844.1.p1	lcl|LR898469.1_cds_CAD6499455.1_813.p1
OG0000473	XM_001597336.1.p1	lcl|LR898472.1_cds_CAD6501897.1_3255.p1
OG0000473	XM_001585585.1.p1	lcl|LR898477.1_cds_CAD6506403.1_7761.p1
OG0000474	XM_001586657.1.p1	lcl|LR898472.1_cds_CAD6501350.1_2708.p1
OG0000474	XM_001586656.1.p1	lcl|LR898472.1_cds_CAD6501347.1_2705.p1
OG0000475	XM_001586521.1.p1	lcl|LR898469.1_cds_CAD6499331.1_689.p1
OG0000475	XM_001592419.1.p1	lcl|LR898475.1_cds_CAD6503898.1_5256.p1
OG0000476	XM_001595211.1.p1	lcl|LR898477.1_cds_CAD6506073.1_7431.p1
OG0000476	XM_001584773.1.p1	lcl|LR898475.1_cds_CAD6504248.1_5606.p1
OG0000477	XM_001598467.1.p1	lcl|LR898472.1_cds_CAD6502145.1_3503.p1
OG0000477	XM_001587693.1.p1	lcl|LR898474.1_cds_CAD6503124.1_4482.p1
OG0000484	XM_001597768.1.p1	lcl|LR898470.1_cds_CAD6500269.1_1627.p1
OG0000484	XM_001594928.1.p1	lcl|LR898473.1_cds_CAD6502540.1_3898.p1
OG0000485	XM_001592093.1.p1	lcl|LR898476.1_cds_CAD6505366.1_6724.p1
OG0000488	XM_001593723.1.p1	lcl|LR898474.1_cds_CAD6503189.1_4547.p1
OG0000490	XM_001593846.1.p1	lcl|LR898476.1_cds_CAD6505034.1_6392.p1
OG0000490	XM_001589239.1.p1	lcl|LR898469.1_cds_CAD6499978.1_1336.p1
OG0000491	XM_001591479.1.p1	lcl|LR898471.1_cds_CAD6501014.1_2372.p1
OG0000491	XM_001590012.1.p1	lcl|LR898472.1_cds_CAD6501875.1_3233.p1
OG0000492	XM_001589340.1.p1	lcl|LR898475.1_cds_CAD6504304.1_5662.p1
OG0000492	XM_001586411.1.p1	lcl|LR898473.1_cds_CAD6502364.1_3722.p1
OG0000494	XM_001594386.1.p1	lcl|LR898475.1_cds_CAD6503950.1_5308.p1
OG0000494	XM_001591209.1.p1	lcl|LR898476.1_cds_CAD6505726.1_7084.p1
OG0000496	XM_001589703.1.p1	lcl|LR898469.1_cds_CAD6499807.1_1165.p1
OG0000496	XM_001593971.1.p1	lcl|LR898471.1_cds_CAD6500629.1_1987.p1
OG0000497	XM_001596284.1.p1	lcl|LR898472.1_cds_CAD6502092.1_3450.p1
OG0000497	XM_001587094.1.p1	lcl|LR898472.1_cds_CAD6501402.1_2760.p1
OG0000498	XM_001586996.1.p1	lcl|LR898469.1_cds_CAD6499778.1_1136.p1
OG0000499	XM_001594743.1.p1	lcl|LR898475.1_cds_CAD6504098.1_5456.p1
OG0000499	XM_001588554.1.p1	lcl|LR898469.1_cds_CAD6499512.1_870.p1
OG0000500	XM_001584816.1.p1	lcl|LR898477.1_cds_CAD6506455.1_7813.p1
OG0000500	XM_001592410.1.p1	lcl|LR898474.1_cds_CAD6503568.1_4926.p1
OG0000501	XM_001584728.1.p1	lcl|LR898475.1_cds_CAD6504122.1_5480.p1
OG0000501	XM_001591462.1.p1	lcl|LR898474.1_cds_CAD6503155.1_4513.p1
OG0000502	XM_001585206.1.p1	lcl|LR898476.1_cds_CAD6504653.1_6011.p1
OG0000502	XM_001590161.1.p1	lcl|LR898472.1_cds_CAD6501693.1_3051.p1
OG0000503	XM_001597809.1.p1	lcl|LR898476.1_cds_CAD6505798.1_7156.p1
OG0000506	XM_001596570.1.p1	lcl|LR898475.1_cds_CAD6504116.1_5474.p1
OG0000506	XM_001585581.1.p1	lcl|LR898469.1_cds_CAD6499794.1_1152.p1
OG0000507	XM_001592146.1.p1	lcl|LR898470.1_cds_CAD6500381.1_1739.p1
OG0000507	XM_001594601.1.p1	lcl|LR898475.1_cds_CAD6503972.1_5330.p1
OG0000509	XM_001593419.1.p1	lcl|LR898473.1_cds_CAD6502718.1_4076.p1
OG0000512	XM_001587571.1.p1	lcl|LR898472.1_cds_CAD6501986.1_3344.p1
OG0000513	XM_001592425.1.p1	lcl|LR898477.1_cds_CAD6506264.1_7622.p1
OG0000514	XM_001593274.1.p1	lcl|LR898474.1_cds_CAD6503480.1_4838.p1
OG0000517	XM_001590260.1.p1	lcl|LR898472.1_cds_CAD6501791.1_3149.p1
OG0000517	XM_001588081.1.p1	lcl|LR898476.1_cds_CAD6505121.1_6479.p1
OG0000518	XM_001590757.1.p1	lcl|LR898476.1_cds_CAD6504787.1_6145.p1
OG0000518	XM_001597485.1.p1	lcl|LR898470.1_cds_CAD6500372.1_1730.p1
OG0000519	XM_001588250.1.p1	lcl|LR898474.1_cds_CAD6502947.1_4305.p1
OG0000519	XM_001592932.1.p1	lcl|LR898472.1_cds_CAD6501535.1_2893.p1
OG0000520	XM_001596455.1.p1	lcl|LR898468.1_cds_CAD6498884.1_242.p1
OG0000520	XM_001591603.1.p1	lcl|LR898474.1_cds_CAD6503167.1_4525.p1
OG0000522	XM_001595612.1.p1	lcl|LR898476.1_cds_CAD6505764.1_7122.p1
OG0000522	XM_001597943.1.p1	lcl|LR898472.1_cds_CAD6501740.1_3098.p1
OG0000523	XM_001586040.1.p1	lcl|LR898468.1_cds_CAD6498962.1_320.p1
OG0000523	XM_001585437.1.p1	lcl|LR898476.1_cds_CAD6505475.1_6833.p1
OG0000524	XM_001594726.1.p1	lcl|LR898475.1_cds_CAD6504294.1_5652.p1
OG0000525	XM_001594404.1.p1	lcl|LR898475.1_cds_CAD6503835.1_5193.p1
OG0000525	XM_001593959.1.p1	lcl|LR898474.1_cds_CAD6503655.1_5013.p1
OG0000532	XM_001593715.1.p1	lcl|LR898471.1_cds_CAD6500654.1_2012.p1
OG0000532	XM_001596173.1.p1	lcl|LR898473.1_cds_CAD6502752.1_4110.p1
OG0000534	XM_001590038.1.p1	lcl|LR898472.1_cds_CAD6502291.1_3649.p1
OG0000535	XM_001584519.1.p1	lcl|LR898472.1_cds_CAD6502314.1_3672.p1
OG0000541	XM_001586293.1.p1	lcl|LR898475.1_cds_CAD6503998.1_5356.p1
OG0000543	XM_001594622.1.p1	lcl|LR898477.1_cds_CAD6506361.1_7719.p1
OG0000544	XM_001590593.1.p1	lcl|LR898468.1_cds_CAD6499144.1_502.p1
OG0000545	XM_001588276.1.p1	lcl|LR898476.1_cds_CAD6505112.1_6470.p1
OG0000545	XM_001593595.1.p1	lcl|LR898471.1_cds_CAD6500645.1_2003.p1
OG0000546	XM_001585394.1.p1	lcl|LR898476.1_cds_CAD6505482.1_6840.p1
OG0000546	XM_001594546.1.p1	lcl|LR898475.1_cds_CAD6504110.1_5468.p1
OG0000548	XM_001598930.1.p1	lcl|LR898471.1_cds_CAD6501000.1_2358.p1
OG0000553	XM_001597347.1.p1	lcl|LR898476.1_cds_CAD6505049.1_6407.p1
OG0000554	XM_001597381.1.p1	lcl|LR898476.1_cds_CAD6505759.1_7117.p1
OG0000554	XM_001593422.1.p1	lcl|LR898472.1_cds_CAD6501441.1_2799.p1
OG0000556	XM_001595928.1.p1	lcl|LR898473.1_cds_CAD6502817.1_4175.p1
OG0000557	XM_001588649.1.p1	lcl|LR898469.1_cds_CAD6499454.1_812.p1
OG0000558	XM_001590696.1.p1	lcl|LR898476.1_cds_CAD6504799.1_6157.p1
OG0000560	XM_001595116.1.p1	lcl|LR898472.1_cds_CAD6501461.1_2819.p1
OG0000562	XM_001595328.1.p1	lcl|LR898472.1_cds_CAD6501650.1_3008.p1
OG0000563	XM_001597235.1.p1, XM_001584930.1.p1	lcl|LR898470.1_cds_CAD6500371.1_1729.p1
OG0000563	XM_001591823.1.p1	lcl|LR898469.1_cds_CAD6499594.1_952.p1
OG0000565	XM_001591908.1.p1	lcl|LR898469.1_cds_CAD6499611.1_969.p1
OG0000565	XM_001586006.1.p1	lcl|LR898469.1_cds_CAD6499659.1_1017.p1
OG0000566	XM_001592658.1.p1	lcl|LR898469.1_cds_CAD6499419.1_777.p1
OG0000566	XM_001594465.1.p1	lcl|LR898468.1_cds_CAD6498845.1_203.p1
OG0000567	XM_001595707.1.p1	lcl|LR898476.1_cds_CAD6505312.1_6670.p1
OG0000568	XM_001586737.1.p1	lcl|LR898477.1_cds_CAD6506439.1_7797.p1
OG0000568	XM_001595590.1.p1	lcl|LR898470.1_cds_CAD6500463.1_1821.p1
OG0000571	XM_001596650.1.p1	lcl|LR898476.1_cds_CAD6505836.1_7194.p1
OG0000571	XM_001587072.1.p1	lcl|LR898472.1_cds_CAD6501548.1_2906.p1
OG0000572	XM_001588215.1.p1	lcl|LR898476.1_cds_CAD6504978.1_6336.p1
OG0000572	XM_001597686.1.p1	lcl|LR898476.1_cds_CAD6505815.1_7173.p1
OG0000573	XM_001598905.1.p1	lcl|LR898471.1_cds_CAD6500887.1_2245.p1
OG0000575	XM_001588302.1.p1	lcl|LR898476.1_cds_CAD6505203.1_6561.p1
OG0000577	XM_001597370.1.p1	lcl|LR898470.1_cds_CAD6500301.1_1659.p1
OG0000578	XM_001585543.1.p1	lcl|LR898469.1_cds_CAD6499656.1_1014.p1
OG0000579	XM_001598216.1.p1	lcl|LR898475.1_cds_CAD6503780.1_5138.p1
OG0000581	XM_001598836.1.p1	lcl|LR898471.1_cds_CAD6500942.1_2300.p1
OG0000581	XM_001585825.1.p1	lcl|LR898476.1_cds_CAD6504851.1_6209.p1
