Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Claviceps_purpurea_cds_prot
OG0000114	XM_001596499.1.p1	lcl|CAGA01000083.1_cds_CCE34288.1_1052.p1
OG0000114	XM_001592280.1.p1	lcl|CAGA01000008.1_cds_CCE28412.1_7087.p1
OG0000119	XM_001585226.1.p1, XM_001592024.1.p1	lcl|CAGA01000047.1_cds_CCE32834.1_2506.p1
OG0000119	XM_001588524.1.p1	lcl|CAGA01000042.1_cds_CCE32509.1_2909.p1
OG0000120	XM_001592152.1.p1	lcl|CAGA01000044.1_cds_CCE32648.1_2748.p1
OG0000121	XM_001594514.1.p1	lcl|CAGA01000024.1_cds_CCE30761.1_4723.p1
OG0000121	XM_001586430.1.p1	lcl|CAGA01000025.1_cds_CCE30871.1_4612.p1, lcl|CAGA01000025.1_cds_CCE30873.1_4614.p1
OG0000122	XM_001595033.1.p1	lcl|CAGA01000001.1_cds_CCE26675.1_8740.p1
OG0000122	XM_001585288.1.p1	lcl|CAGA01000027.1_cds_CCE31064.1_4356.p1
OG0000123	XM_001592460.1.p1	lcl|CAGA01000041.1_cds_CCE32397.1_2954.p1
OG0000123	XM_001590327.1.p1	lcl|CAGA01000011.1_cds_CCE28934.1_6376.p1
OG0000123	XM_001598819.1.p1	lcl|CAGA01000011.1_cds_CCE28997.1_6440.p1
OG0000126	XM_001598751.1.p1	lcl|CAGA01000002.1_cds_CCE27036.1_8564.p1
OG0000127	XM_001585475.1.p1	lcl|CAGA01000002.1_cds_CCE26918.1_8446.p1
OG0000128	XM_001593926.1.p1	lcl|CAGA01000060.1_cds_CCE33533.1_1839.p1
OG0000128	XM_001588790.1.p1	lcl|CAGA01000003.1_cds_CCE27213.1_8198.p1
OG0000129	XM_001590739.1.p1	lcl|CAGA01000017.1_cds_CCE29856.1_5557.p1
OG0000129	XM_001592853.1.p1	lcl|CAGA01000007.1_cds_CCE28171.1_7293.p1
OG0000129	XM_001587396.1.p1	lcl|CAGA01000042.1_cds_CCE32472.1_2872.p1
OG0000129	XM_001594102.1.p1	lcl|CAGA01000033.1_cds_CCE31657.1_3672.p1
OG0000130	XM_001587434.1.p1	lcl|CAGA01000059.1_cds_CCE33470.1_1862.p1
OG0000133	XM_001584629.1.p1	lcl|CAGA01000054.1_cds_CCE33226.1_2100.p1, lcl|CAGA01000189.1_cds_CCE35088.1_285.p1
OG0000136	XM_001585363.1.p1	lcl|CAGA01000027.1_cds_CCE30992.1_4284.p1
OG0000137	XM_001595718.1.p1	lcl|CAGA01000041.1_cds_CCE32420.1_2977.p1
OG0000137	XM_001590475.1.p1	lcl|CAGA01000067.1_cds_CCE33829.1_1547.p1
OG0000137	XM_001593484.1.p1	lcl|CAGA01000073.1_cds_CCE34017.1_1331.p1
OG0000139	XM_001590289.1.p1	lcl|CAGA01000029.1_cds_CCE31314.1_4170.p1
OG0000139	XM_001591243.1.p1	lcl|CAGA01000022.1_cds_CCE30486.1_4922.p1
OG0000140	XM_001587152.1.p1	lcl|CAGA01000021.1_cds_CCE30405.1_5092.p1
OG0000141	XM_001591233.1.p1	lcl|CAGA01000003.1_cds_CCE27161.1_8146.p1
OG0000143	XM_001587980.1.p1	lcl|CAGA01000013.1_cds_CCE29356.1_6127.p1, lcl|CAGA01000004.1_cds_CCE27433.1_7909.p1
OG0000143	XM_001597932.1.p1	lcl|CAGA01000020.1_cds_CCE30261.1_5193.p1, lcl|CAGA01000006.1_cds_CCE27943.1_7528.p1
OG0000144	XM_001595270.1.p1	lcl|CAGA01000044.1_cds_CCE32669.1_2771.p1
OG0000145	XM_001596988.1.p1	lcl|CAGA01000008.1_cds_CCE28367.1_7042.p1
OG0000145	XM_001589003.1.p1	lcl|CAGA01000021.1_cds_CCE30372.1_5059.p1
OG0000147	XM_001588528.1.p1	lcl|CAGA01000050.1_cds_CCE33057.1_2371.p1
OG0000147	XM_001597515.1.p1	lcl|CAGA01000011.1_cds_CCE28959.1_6401.p1
OG0000148	XM_001584961.1.p1	lcl|CAGA01000007.1_cds_CCE28085.1_7207.p1
OG0000148	XM_001587257.1.p1	lcl|CAGA01000001.1_cds_CCE26667.1_8732.p1
OG0000148	XM_001598192.1.p1	lcl|CAGA01000189.1_cds_CCE35044.1_241.p1
OG0000150	XM_001591864.1.p1	lcl|CAGA01000039.1_cds_CCE32287.1_3158.p1
OG0000150	XM_001592862.1.p1	lcl|CAGA01000029.1_cds_CCE31221.1_4077.p1
OG0000150	XM_001598441.1.p1	lcl|CAGA01000026.1_cds_CCE30899.1_4416.p1
OG0000151	XM_001590918.1.p1	lcl|CAGA01000028.1_cds_CCE31186.1_4258.p1
OG0000151	XM_001595088.1.p1	lcl|CAGA01000089.1_cds_CCE34438.1_914.p1
OG0000151	XM_001585695.1.p1	lcl|CAGA01000107.1_cds_CCE34727.1_633.p1
OG0000153	XM_001589373.1.p1	lcl|CAGA01000080.1_cds_CCE34219.1_1151.p1
OG0000153	XM_001587427.1.p1	lcl|CAGA01000042.1_cds_CCE32483.1_2883.p1, lcl|CAGA01000042.1_cds_CCE32482.1_2882.p1, lcl|CAGA01000042.1_cds_CCE32485.1_2885.p1
OG0000155	XM_001595155.1.p1	lcl|CAGA01000066.1_cds_CCE33774.1_1568.p1
OG0000155	XM_001585183.1.p1	lcl|CAGA01000007.1_cds_CCE28090.1_7212.p1
OG0000156	XM_001590138.1.p1	lcl|CAGA01000021.1_cds_CCE30301.1_4988.p1
OG0000157	XM_001591936.1.p1	lcl|CAGA01000064.1_cds_CCE33703.1_1659.p1
OG0000157	XM_001584928.1.p1	lcl|CAGA01000011.1_cds_CCE28941.1_6383.p1
OG0000158	XM_001591152.1.p1	lcl|CAGA01000009.1_cds_CCE28595.1_6849.p1
OG0000159	XM_001586220.1.p1	lcl|CAGA01000001.1_cds_CCE26776.1_8841.p1
OG0000159	XM_001597022.1.p1	lcl|CAGA01000005.1_cds_CCE27675.1_7699.p1
OG0000159	XM_001596681.1.p1	lcl|CAGA01000056.1_cds_CCE33365.1_2031.p1
OG0000160	XM_001598265.1.p1	lcl|CAGA01000009.1_cds_CCE28626.1_6881.p1
OG0000160	XM_001598745.1.p1, XM_001590320.1.p1	lcl|CAGA01000043.1_cds_CCE32580.1_2827.p1
OG0000161	XM_001588180.1.p1	lcl|CAGA01000032.1_cds_CCE31576.1_3788.p1
OG0000162	XM_001598406.1.p1	lcl|CAGA01000064.1_cds_CCE33686.1_1642.p1
OG0000162	XM_001598925.1.p1	lcl|CAGA01000037.1_cds_CCE32098.1_3352.p1
OG0000162	XM_001592439.1.p1	lcl|CAGA01000074.1_cds_CCE34068.1_1312.p1
OG0000163	XM_001588689.1.p1	lcl|CAGA01000014.1_cds_CCE29494.1_5990.p1
OG0000163	XM_001590923.1.p1	lcl|CAGA01000028.1_cds_CCE31184.1_4256.p1
OG0000163	XM_001587263.1.p1	lcl|CAGA01000001.1_cds_CCE26699.1_8764.p1
OG0000164	XM_001598198.1.p1	lcl|CAGA01000189.1_cds_CCE35050.1_247.p1
OG0000164	XM_001586644.1.p1	lcl|CAGA01000022.1_cds_CCE30448.1_4884.p1, lcl|CAGA01000022.1_cds_CCE30441.1_4877.p1
OG0000165	XM_001586001.1.p1	lcl|CAGA01000007.1_cds_CCE28026.1_7148.p1
OG0000166	XM_001596176.1.p1	lcl|CAGA01000109.1_cds_CCE34746.1_611.p1
OG0000166	XM_001596435.1.p1	lcl|CAGA01000010.1_cds_CCE28765.1_6604.p1
OG0000169	XM_001594644.1.p1	lcl|CAGA01000030.1_cds_CCE31374.1_4015.p1
OG0000170	XM_001585258.1.p1	lcl|CAGA01000189.1_cds_CCE35079.1_276.p1
OG0000171	XM_001592227.1.p1	lcl|CAGA01000032.1_cds_CCE31565.1_3777.p1
OG0000172	XM_001590603.1.p1	lcl|CAGA01000031.1_cds_CCE31501.1_3924.p1
OG0000172	XM_001590018.1.p1	lcl|CAGA01000039.1_cds_CCE32227.1_3098.p1
OG0000172	XM_001585270.1.p1	lcl|CAGA01000002.1_cds_CCE27017.1_8545.p1
OG0000173	XM_001587766.1.p1	lcl|CAGA01000015.1_cds_CCE29529.1_5763.p1
OG0000174	XM_001591883.1.p1	lcl|CAGA01000003.1_cds_CCE27166.1_8151.p1
OG0000174	XM_001585955.1.p1	lcl|CAGA01000007.1_cds_CCE28071.1_7193.p1
OG0000175	XM_001596839.1.p1	lcl|CAGA01000006.1_cds_CCE27939.1_7524.p1
OG0000176	XM_001594380.1.p1	lcl|CAGA01000008.1_cds_CCE28314.1_6989.p1
OG0000176	XM_001591850.1.p1	lcl|CAGA01000006.1_cds_CCE28015.1_7600.p1
OG0000176	XM_001593131.1.p1	lcl|CAGA01000011.1_cds_CCE28942.1_6384.p1
OG0000177	XM_001591247.1.p1	lcl|CAGA01000189.1_cds_CCE35017.1_214.p1
OG0000177	XM_001595063.1.p1	lcl|CAGA01000066.1_cds_CCE33772.1_1566.p1
OG0000178	XM_001594170.1.p1	lcl|CAGA01000098.1_cds_CCE34612.1_747.p1
OG0000178	XM_001597585.1.p1	lcl|CAGA01000191.1_cds_CCE35399.1_28.p1
OG0000178	XM_001590945.1.p1	lcl|CAGA01000046.1_cds_CCE32809.1_2621.p1
OG0000179	XM_001596283.1.p1, XM_001595401.1.p1	lcl|CAGA01000035.1_cds_CCE31909.1_3532.p1
OG0000179	XM_001594350.1.p1	lcl|CAGA01000006.1_cds_CCE27881.1_7466.p1
OG0000180	XM_001594632.1.p1	lcl|CAGA01000023.1_cds_CCE30640.1_4832.p1
OG0000181	XM_001597256.1.p1	lcl|CAGA01000009.1_cds_CCE28477.1_6731.p1
OG0000181	XM_001589985.1.p1	lcl|CAGA01000062.1_cds_CCE33602.1_1729.p1
OG0000182	XM_001588602.1.p1	lcl|CAGA01000002.1_cds_CCE26953.1_8481.p1, lcl|CAGA01000002.1_cds_CCE26946.1_8474.p1
OG0000182	XM_001595051.1.p1	lcl|CAGA01000001.1_cds_CCE26702.1_8767.p1
OG0000182	XM_001585915.1.p1	lcl|CAGA01000007.1_cds_CCE28139.1_7261.p1
OG0000183	XM_001592775.1.p1	lcl|CAGA01000011.1_cds_CCE28954.1_6396.p1
OG0000185	XM_001592840.1.p1	lcl|CAGA01000009.1_cds_CCE28656.1_6911.p1
OG0000189	XM_001589775.1.p1	lcl|CAGA01000016.1_cds_CCE29663.1_5633.p1
OG0000190	XM_001590771.1.p1	lcl|CAGA01000011.1_cds_CCE28989.1_6432.p1
OG0000191	XM_001590112.1.p1	lcl|CAGA01000002.1_cds_CCE27069.1_8597.p1
OG0000192	XM_001594643.1.p1	lcl|CAGA01000030.1_cds_CCE31392.1_4033.p1
OG0000192	XM_001588260.1.p1	lcl|CAGA01000019.1_cds_CCE30102.1_5276.p1
OG0000194	XM_001589621.1.p1	lcl|CAGA01000055.1_cds_CCE33318.1_2091.p1
OG0000194	XM_001585026.1.p1	lcl|CAGA01000040.1_cds_CCE32340.1_3048.p1
OG0000194	XM_001585468.1.p1	lcl|CAGA01000012.1_cds_CCE29158.1_6237.p1, lcl|CAGA01000012.1_cds_CCE29156.1_6235.p1, lcl|CAGA01000012.1_cds_CCE29154.1_6233.p1, lcl|CAGA01000012.1_cds_CCE29153.1_6232.p1, lcl|CAGA01000012.1_cds_CCE29155.1_6234.p1
OG0000195	XM_001597923.1.p1	lcl|CAGA01000006.1_cds_CCE27955.1_7540.p1
OG0000195	XM_001584810.1.p1	lcl|CAGA01000025.1_cds_CCE30877.1_4618.p1
OG0000195	XM_001588295.1.p1	lcl|CAGA01000013.1_cds_CCE29296.1_6067.p1
OG0000197	XM_001593240.1.p1	lcl|CAGA01000024.1_cds_CCE30714.1_4676.p1
OG0000198	XM_001587593.1.p1	lcl|CAGA01000023.1_cds_CCE30574.1_4766.p1
OG0000198	XM_001589999.1.p1	lcl|CAGA01000027.1_cds_CCE30994.1_4286.p1
OG0000199	XM_001595824.1.p1	lcl|CAGA01000077.1_cds_CCE34151.1_1224.p1
OG0000200	XM_001591001.1.p1	lcl|CAGA01000005.1_cds_CCE27717.1_7741.p1
OG0000200	XM_001585608.1.p1	lcl|CAGA01000084.1_cds_CCE34323.1_1041.p1
OG0000200	XM_001585607.1.p1	lcl|CAGA01000022.1_cds_CCE30524.1_4960.p1, lcl|CAGA01000022.1_cds_CCE30525.1_4961.p1
OG0000201	XM_001586673.1.p1	lcl|CAGA01000062.1_cds_CCE33609.1_1736.p1
OG0000201	XM_001590628.1.p1	lcl|CAGA01000061.1_cds_CCE33597.1_1814.p1
OG0000201	XM_001585892.1.p1	lcl|CAGA01000076.1_cds_CCE34113.1_1232.p1
OG0000202	XM_001598912.1.p1	lcl|CAGA01000037.1_cds_CCE32063.1_3317.p1
OG0000203	XM_001590586.1.p1	lcl|CAGA01000007.1_cds_CCE28145.1_7267.p1
OG0000207	XM_001584718.1.p1	lcl|CAGA01000190.1_cds_CCE35365.1_201.p1
OG0000211	XM_001586269.1.p1	lcl|CAGA01000190.1_cds_CCE35287.1_123.p1, lcl|CAGA01000006.1_cds_CCE27798.1_7383.p1, lcl|CAGA01000006.1_cds_CCE27808.1_7393.p1
OG0000211	XM_001591045.1.p1	lcl|CAGA01000032.1_cds_CCE31567.1_3779.p1
OG0000212	XM_001588279.1.p1	lcl|CAGA01000013.1_cds_CCE29350.1_6121.p1
OG0000212	XM_001597073.1.p1	lcl|CAGA01000001.1_cds_CCE26606.1_8671.p1
OG0000213	XM_001589354.1.p1	lcl|CAGA01000006.1_cds_CCE27901.1_7486.p1
OG0000213	XM_001590988.1.p1	lcl|CAGA01000044.1_cds_CCE32657.1_2759.p1
OG0000213	XM_001594639.1.p1	lcl|CAGA01000092.1_cds_CCE34517.1_870.p1
OG0000214	XM_001596341.1.p1	lcl|CAGA01000017.1_cds_CCE29794.1_5494.p1
OG0000215	XM_001596068.1.p1, XM_001593468.1.p1, XM_001590206.1.p1	lcl|CAGA01000023.1_cds_CCE30608.1_4800.p1
OG0000216	XM_001598206.1.p1	lcl|CAGA01000043.1_cds_CCE32532.1_2779.p1
OG0000220	XM_001586069.1.p1	lcl|CAGA01000027.1_cds_CCE31052.1_4344.p1
OG0000220	XM_001591224.1.p1, XM_001593333.1.p1	lcl|CAGA01000189.1_cds_CCE35215.1_414.p1
OG0000221	XM_001595508.1.p1	lcl|CAGA01000060.1_cds_CCE33545.1_1851.p1
OG0000222	XM_001592463.1.p1	lcl|CAGA01000087.1_cds_CCE34409.1_976.p1
OG0000225	XM_001585791.1.p1, XM_001591733.1.p1, XM_001585788.1.p1	lcl|CAGA01000059.1_cds_CCE33505.1_1897.p1
OG0000226	XM_001584873.1.p1	lcl|CAGA01000044.1_cds_CCE32625.1_2725.p1
OG0000227	XM_001596721.1.p1	lcl|CAGA01000028.1_cds_CCE31196.1_4268.p1
OG0000227	XM_001597258.1.p1	lcl|CAGA01000012.1_cds_CCE29121.1_6200.p1
OG0000227	XM_001598493.1.p1	lcl|CAGA01000009.1_cds_CCE28543.1_6797.p1
OG0000228	XM_001598326.1.p1	lcl|CAGA01000003.1_cds_CCE27342.1_8329.p1
OG0000228	XM_001590417.1.p1	lcl|CAGA01000052.1_cds_CCE33153.1_2233.p1
OG0000229	XM_001584665.1.p1	lcl|CAGA01000003.1_cds_CCE27209.1_8194.p1
OG0000229	XM_001592829.1.p1	lcl|CAGA01000007.1_cds_CCE28190.1_7312.p1
OG0000230	XM_001595688.1.p1	lcl|CAGA01000002.1_cds_CCE26967.1_8495.p1
OG0000230	XM_001584950.1.p1	lcl|CAGA01000010.1_cds_CCE28698.1_6536.p1
OG0000231	XM_001591186.1.p1	lcl|CAGA01000043.1_cds_CCE32557.1_2804.p1
OG0000231	XM_001595459.1.p1, XM_001591268.1.p1	lcl|CAGA01000022.1_cds_CCE30480.1_4916.p1
OG0000232	XM_001589722.1.p1	lcl|CAGA01000014.1_cds_CCE29451.1_5947.p1
OG0000236	XM_001596648.1.p1	lcl|CAGA01000010.1_cds_CCE28715.1_6553.p1
OG0000237	XM_001585240.1.p1	lcl|CAGA01000067.1_cds_CCE33812.1_1529.p1
OG0000237	XM_001587970.1.p1	lcl|CAGA01000003.1_cds_CCE27102.1_8087.p1
OG0000237	XM_001598176.1.p1	lcl|CAGA01000019.1_cds_CCE30123.1_5297.p1
OG0000238	XM_001587158.1.p1	lcl|CAGA01000001.1_cds_CCE26663.1_8728.p1
OG0000239	XM_001586451.1.p1	lcl|CAGA01000191.1_cds_CCE35383.1_11.p1, lcl|CAGA01000039.1_cds_CCE32298.1_3169.p1, lcl|CAGA01000191.1_cds_CCE35382.1_10.p1, lcl|CAGA01000191.1_cds_CCE35394.1_23.p1, lcl|CAGA01000191.1_cds_CCE35384.1_12.p1
OG0000241	XM_001593862.1.p1	lcl|CAGA01000050.1_cds_CCE33026.1_2340.p1
OG0000244	XM_001585917.1.p1	lcl|CAGA01000007.1_cds_CCE28137.1_7259.p1
OG0000244	XM_001597739.1.p1	lcl|CAGA01000002.1_cds_CCE26944.1_8472.p1
OG0000245	XM_001588698.1.p1	lcl|CAGA01000009.1_cds_CCE28641.1_6896.p1
OG0000247	XM_001598366.1.p1	lcl|CAGA01000088.1_cds_CCE34432.1_949.p1
OG0000247	XM_001597776.1.p1	lcl|CAGA01000049.1_cds_CCE32948.1_2387.p1
OG0000247	XM_001589458.1.p1	lcl|CAGA01000134.1_cds_CCE34853.1_504.p1
OG0000248	XM_001586783.1.p1	lcl|CAGA01000017.1_cds_CCE29903.1_5604.p1
OG0000249	XM_001587592.1.p1	lcl|CAGA01000012.1_cds_CCE29208.1_6288.p1
OG0000251	XM_001590820.1.p1	lcl|CAGA01000010.1_cds_CCE28771.1_6610.p1
OG0000252	XM_001590285.1.p1, XM_001584658.1.p1	lcl|CAGA01000019.1_cds_CCE30120.1_5294.p1
OG0000255	XM_001586279.1.p1	lcl|CAGA01000021.1_cds_CCE30291.1_4978.p1
OG0000256	XM_001587897.1.p1	lcl|CAGA01000020.1_cds_CCE30178.1_5110.p1
OG0000256	XM_001590113.1.p1	lcl|CAGA01000072.1_cds_CCE33989.1_1364.p1
OG0000258	XM_001590735.1.p1	lcl|CAGA01000002.1_cds_CCE26988.1_8516.p1
OG0000259	XM_001598370.1.p1	lcl|CAGA01000097.1_cds_CCE34603.1_771.p1
OG0000260	XM_001587809.1.p1	lcl|CAGA01000051.1_cds_CCE33079.1_2271.p1
OG0000261	XM_001585923.1.p1	lcl|CAGA01000038.1_cds_CCE32197.1_3257.p1
OG0000261	XM_001589789.1.p1	lcl|CAGA01000189.1_cds_CCE35061.1_258.p1
OG0000262	XM_001585956.1.p1	lcl|CAGA01000007.1_cds_CCE28070.1_7192.p1
OG0000263	XM_001595664.1.p1	lcl|CAGA01000037.1_cds_CCE32046.1_3300.p1
OG0000264	XM_001596457.1.p1	lcl|CAGA01000001.1_cds_CCE26633.1_8698.p1
OG0000264	XM_001595608.1.p1	lcl|CAGA01000007.1_cds_CCE28173.1_7295.p1
OG0000265	XM_001590863.1.p1	lcl|CAGA01000189.1_cds_CCE35082.1_279.p1
OG0000265	XM_001597833.1.p1, XM_001597827.1.p1	lcl|CAGA01000190.1_cds_CCE35258.1_94.p1
OG0000266	XM_001595040.1.p1	lcl|CAGA01000001.1_cds_CCE26681.1_8746.p1
OG0000266	XM_001598558.1.p1	lcl|CAGA01000060.1_cds_CCE33514.1_1820.p1
OG0000268	XM_001594381.1.p1	lcl|CAGA01000008.1_cds_CCE28313.1_6988.p1
OG0000268	XM_001592851.1.p1	lcl|CAGA01000038.1_cds_CCE32169.1_3229.p1
OG0000269	XM_001587306.1.p1	lcl|CAGA01000005.1_cds_CCE27649.1_7673.p1
OG0000269	XM_001595030.1.p1	lcl|CAGA01000058.1_cds_CCE33446.1_1919.p1
OG0000270	XM_001597669.1.p1	lcl|CAGA01000002.1_cds_CCE27033.1_8561.p1
OG0000271	XM_001595666.1.p1	lcl|CAGA01000073.1_cds_CCE34035.1_1349.p1
OG0000271	XM_001590668.1.p1	lcl|CAGA01000015.1_cds_CCE29552.1_5786.p1
OG0000273	XM_001592377.1.p1	lcl|CAGA01000003.1_cds_CCE27326.1_8313.p1
OG0000275	XM_001590888.1.p1	lcl|CAGA01000036.1_cds_CCE31990.1_3428.p1
OG0000276	XM_001592491.1.p1	lcl|CAGA01000190.1_cds_CCE35288.1_124.p1
OG0000276	XM_001597019.1.p1	lcl|CAGA01000019.1_cds_CCE30067.1_5241.p1
OG0000277	XM_001588099.1.p1	lcl|CAGA01000007.1_cds_CCE28236.1_7358.p1
OG0000278	XM_001586662.1.p1	lcl|CAGA01000014.1_cds_CCE29436.1_5932.p1
OG0000279	XM_001594867.1.p1	lcl|CAGA01000003.1_cds_CCE27319.1_8306.p1
OG0000279	XM_001584514.1.p1, XM_001597332.1.p1, XM_001585797.1.p1	lcl|CAGA01000001.1_cds_CCE26590.1_8655.p1
OG0000281	XM_001594638.1.p1	lcl|CAGA01000190.1_cds_CCE35361.1_197.p1
OG0000281	XM_001594133.1.p1	lcl|CAGA01000055.1_cds_CCE33320.1_2093.p1
OG0000282	XM_001589293.1.p1	lcl|CAGA01000011.1_cds_CCE28921.1_6363.p1
OG0000283	XM_001593967.1.p1	lcl|CAGA01000007.1_cds_CCE28226.1_7348.p1
OG0000283	XM_001586787.1.p1	lcl|CAGA01000017.1_cds_CCE29906.1_5607.p1
OG0000284	XM_001594975.1.p1	lcl|CAGA01000039.1_cds_CCE32276.1_3147.p1
OG0000284	XM_001588421.1.p1	lcl|CAGA01000002.1_cds_CCE26957.1_8485.p1
OG0000285	XM_001588048.1.p1, XM_001589245.1.p1	lcl|CAGA01000005.1_cds_CCE27707.1_7731.p1
OG0000286	XM_001596937.1.p1, XM_001595178.1.p1	lcl|CAGA01000017.1_cds_CCE29822.1_5522.p1
OG0000286	XM_001595060.1.p1	lcl|CAGA01000066.1_cds_CCE33771.1_1565.p1
OG0000287	XM_001586375.1.p1	lcl|CAGA01000090.1_cds_CCE34469.1_905.p1
OG0000287	XM_001591627.1.p1	lcl|CAGA01000039.1_cds_CCE32239.1_3110.p1
OG0000287	XM_001597112.1.p1	lcl|CAGA01000001.1_cds_CCE26727.1_8792.p1
OG0000288	XM_001586741.1.p1	lcl|CAGA01000004.1_cds_CCE27443.1_7919.p1
OG0000288	XM_001585180.1.p1	lcl|CAGA01000001.1_cds_CCE26603.1_8668.p1
OG0000289	XM_001596210.1.p1	lcl|CAGA01000069.1_cds_CCE33908.1_1467.p1
OG0000289	XM_001587013.1.p1	lcl|CAGA01000010.1_cds_CCE28830.1_6669.p1
OG0000291	XM_001593375.1.p1	lcl|CAGA01000031.1_cds_CCE31512.1_3935.p1
OG0000291	XM_001586302.1.p1	lcl|CAGA01000031.1_cds_CCE31530.1_3953.p1
OG0000292	XM_001595511.1.p1	lcl|CAGA01000061.1_cds_CCE33560.1_1776.p1
OG0000292	XM_001597497.1.p1	lcl|CAGA01000047.1_cds_CCE32849.1_2521.p1
OG0000295	XM_001586192.1.p1	lcl|CAGA01000001.1_cds_CCE26591.1_8656.p1
OG0000295	XM_001590105.1.p1	lcl|CAGA01000006.1_cds_CCE27809.1_7394.p1
OG0000301	XM_001585369.1.p1, XM_001597552.1.p1	lcl|CAGA01000011.1_cds_CCE28988.1_6431.p1
OG0000302	XM_001591897.1.p1	lcl|CAGA01000006.1_cds_CCE27828.1_7413.p1
OG0000303	XM_001593841.1.p1	lcl|CAGA01000037.1_cds_CCE32089.1_3343.p1
OG0000304	XM_001592528.1.p1	lcl|CAGA01000008.1_cds_CCE28372.1_7047.p1
OG0000304	XM_001587021.1.p1	lcl|CAGA01000189.1_cds_CCE35166.1_365.p1
OG0000306	XM_001588299.1.p1	lcl|CAGA01000018.1_cds_CCE29930.1_5360.p1, lcl|CAGA01000029.1_cds_CCE31232.1_4088.p1
OG0000307	XM_001584568.1.p1	lcl|CAGA01000008.1_cds_CCE28290.1_6965.p1
OG0000307	XM_001596247.1.p1	lcl|CAGA01000001.1_cds_CCE26737.1_8802.p1
OG0000308	XM_001591807.1.p1	lcl|CAGA01000027.1_cds_CCE31063.1_4355.p1
OG0000309	XM_001594078.1.p1	lcl|CAGA01000008.1_cds_CCE28332.1_7007.p1
OG0000310	XM_001597658.1.p1	lcl|CAGA01000031.1_cds_CCE31466.1_3889.p1
OG0000312	XM_001596529.1.p1	lcl|CAGA01000001.1_cds_CCE26630.1_8695.p1
OG0000312	XM_001597099.1.p1	lcl|CAGA01000036.1_cds_CCE32008.1_3446.p1
OG0000313	XM_001598739.1.p1	lcl|CAGA01000037.1_cds_CCE32087.1_3341.p1
OG0000313	XM_001586897.1.p1	lcl|CAGA01000004.1_cds_CCE27451.1_7927.p1
OG0000314	XM_001597620.1.p1	lcl|CAGA01000094.1_cds_CCE34540.1_808.p1
OG0000314	XM_001593040.1.p1	lcl|CAGA01000003.1_cds_CCE27307.1_8294.p1
OG0000317	XM_001591969.1.p1	lcl|CAGA01000057.1_cds_CCE33382.1_1944.p1
OG0000317	XM_001587228.1.p1	lcl|CAGA01000054.1_cds_CCE33239.1_2113.p1
OG0000319	XM_001598351.1.p1	lcl|CAGA01000044.1_cds_CCE32667.1_2769.p1
OG0000320	XM_001585068.1.p1	lcl|CAGA01000032.1_cds_CCE31548.1_3760.p1, lcl|CAGA01000023.1_cds_CCE30557.1_4748.p1, lcl|CAGA01000023.1_cds_CCE30556.1_4747.p1, lcl|CAGA01000012.1_cds_CCE29226.1_6307.p1, lcl|CAGA01000012.1_cds_CCE29213.1_6294.p1, lcl|CAGA01000012.1_cds_CCE29219.1_6300.p1, lcl|CAGA01000012.1_cds_CCE29211.1_6292.p1, lcl|CAGA01000012.1_cds_CCE29214.1_6295.p1, lcl|CAGA01000012.1_cds_CCE29217.1_6298.p1, lcl|CAGA01000023.1_cds_CCE30540.1_4731.p1, lcl|CAGA01000023.1_cds_CCE30545.1_4736.p1, lcl|CAGA01000023.1_cds_CCE30544.1_4735.p1, lcl|CAGA01000191.1_cds_CCE35377.1_5.p1, lcl|CAGA01000023.1_cds_CCE30543.1_4734.p1, lcl|CAGA01000023.1_cds_CCE30546.1_4737.p1, lcl|CAGA01000023.1_cds_CCE30562.1_4753.p1, lcl|CAGA01000023.1_cds_CCE30565.1_4756.p1, lcl|CAGA01000023.1_cds_CCE30564.1_4755.p1
OG0000321	XM_001592385.1.p1	lcl|CAGA01000040.1_cds_CCE32352.1_3060.p1
OG0000322	XM_001587529.1.p1	lcl|CAGA01000047.1_cds_CCE32860.1_2532.p1
OG0000322	XM_001592461.1.p1	lcl|CAGA01000087.1_cds_CCE34407.1_974.p1
OG0000323	XM_001593906.1.p1	lcl|CAGA01000013.1_cds_CCE29335.1_6106.p1
OG0000324	XM_001594373.1.p1	lcl|CAGA01000006.1_cds_CCE27914.1_7499.p1
OG0000324	XM_001592271.1.p1	lcl|CAGA01000008.1_cds_CCE28365.1_7040.p1
OG0000325	XM_001595222.1.p1	lcl|CAGA01000008.1_cds_CCE28390.1_7065.p1, lcl|CAGA01000008.1_cds_CCE28391.1_7066.p1
OG0000325	XM_001590041.1.p1	lcl|CAGA01000016.1_cds_CCE29756.1_5726.p1, lcl|CAGA01000016.1_cds_CCE29757.1_5727.p1
OG0000326	XM_001589657.1.p1	lcl|CAGA01000001.1_cds_CCE26673.1_8738.p1
OG0000326	XM_001595679.1.p1	lcl|CAGA01000073.1_cds_CCE34032.1_1346.p1
OG0000327	XM_001587909.1.p1	lcl|CAGA01000043.1_cds_CCE32573.1_2820.p1, lcl|CAGA01000009.1_cds_CCE28517.1_6771.p1
OG0000331	XM_001593836.1.p1	lcl|CAGA01000032.1_cds_CCE31624.1_3836.p1, lcl|CAGA01000032.1_cds_CCE31623.1_3835.p1
