Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Neonectria_ditissima_cds_prot
OG0000054	XM_001595945.1.p1	lcl|LKCW01000100.1_cds_KPM39712.1_402.p1
OG0000054	XM_001588876.1.p1	lcl|LKCW01000237.1_cds_KPM35703.1_5603.p1
OG0000054	XM_001597561.1.p1, XM_001589674.1.p1, XM_001591602.1.p1, XM_001592632.1.p1	lcl|LKCW01000158.1_cds_KPM37670.1_2796.p1
OG0000054	XM_001595452.1.p1, XM_001596090.1.p1, XM_001597548.1.p1	lcl|LKCW01000037.1_cds_KPM43172.1_8124.p1
OG0000055	XM_001587585.1.p1	lcl|LKCW01000042.1_cds_KPM42786.1_8837.p1
OG0000055	XM_001593073.1.p1	lcl|LKCW01000081.1_cds_KPM40573.1_11821.p1, lcl|LKCW01000081.1_cds_KPM40581.1_11817.p1, lcl|LKCW01000005.1_cds_KPM45702.1_9525.p1
OG0000056	XM_001591650.1.p1	lcl|LKCW01000029.1_cds_KPM43667.1_6749.p1
OG0000056	XM_001593553.1.p1	lcl|LKCW01000130.1_cds_KPM38591.1_1733.p1
OG0000056	XM_001591666.1.p1	lcl|LKCW01000044.1_cds_KPM42660.1_9053.p1
OG0000056	XM_001584923.1.p1	lcl|LKCW01000082.1_cds_KPM40481.1_11884.p1
OG0000056	XM_001593890.1.p1	lcl|LKCW01000010.1_cds_KPM45185.1_333.p1, lcl|LKCW01000363.1_cds_KPM34292.1_8064.p1, lcl|LKCW01000229.1_cds_KPM35859.1_5352.p1
OG0000058	XM_001597998.1.p1	lcl|LKCW01000107.1_cds_KPM39449.1_625.p1
OG0000058	XM_001596000.1.p1	lcl|LKCW01000196.1_cds_KPM36631.1_4157.p1
OG0000058	XM_001592674.1.p1	lcl|LKCW01000402.1_cds_KPM34100.1_8711.p1
OG0000058	XM_001589509.1.p1	lcl|LKCW01000011.1_cds_KPM45061.1_782.p1
OG0000058	XM_001589061.1.p1	lcl|LKCW01000327.1_cds_KPM34536.1_7535.p1
OG0000059	XM_001595855.1.p1	lcl|LKCW01000052.1_cds_KPM42244.1_9743.p1
OG0000059	XM_001585108.1.p1	lcl|LKCW01000369.1_cds_KPM34260.1_8105.p1, lcl|LKCW01000350.1_cds_KPM34359.1_7917.p1, lcl|LKCW01000105.1_cds_KPM39507.1_561.p1, lcl|LKCW01000077.1_cds_KPM40736.1_11494.p1
OG0000060	XM_001592814.1.p1	lcl|LKCW01000001.1_cds_KPM46534.1_119.p1, lcl|LKCW01000034.1_cds_KPM43350.1_7724.p1
OG0000060	XM_001589077.1.p1	lcl|LKCW01000075.1_cds_KPM40852.1_11370.p1
OG0000060	XM_001595874.1.p1	lcl|LKCW01000056.1_cds_KPM41969.1_9983.p1
OG0000060	XM_001593026.1.p1	lcl|LKCW01000001.1_cds_KPM46343.1_81.p1
OG0000062	XM_001595980.1.p1	lcl|LKCW01000261.1_cds_KPM35292.1_6249.p1
OG0000062	XM_001592845.1.p1	lcl|LKCW01000057.1_cds_KPM41928.1_10064.p1, lcl|LKCW01000133.1_cds_KPM38488.1_1876.p1, lcl|LKCW01000127.1_cds_KPM38680.1_1517.p1, lcl|LKCW01000152.1_cds_KPM37830.1_2645.p1, lcl|LKCW01000029.1_cds_KPM43663.1_6753.p1, lcl|LKCW01000065.1_cds_KPM41432.1_10688.p1, lcl|LKCW01000150.1_cds_KPM37894.1_2596.p1
OG0000063	XM_001589189.1.p1	lcl|LKCW01000082.1_cds_KPM40507.1_11841.p1
OG0000063	XM_001594922.1.p1	lcl|LKCW01000007.1_cds_KPM45472.1_10947.p1
OG0000064	XM_001585209.1.p1	lcl|LKCW01000086.1_cds_KPM40325.1_12020.p1
OG0000064	XM_001585305.1.p1	lcl|LKCW01000160.1_cds_KPM37615.1_2951.p1, lcl|LKCW01000133.1_cds_KPM38461.1_1858.p1
OG0000064	XM_001588665.1.p1	lcl|LKCW01000091.1_cds_KPM40079.1_12368.p1
OG0000064	XM_001594438.1.p1	lcl|LKCW01000281.1_cds_KPM35016.1_6631.p1
OG0000065	XM_001588469.1.p1	lcl|LKCW01000001.1_cds_KPM46454.1_207.p1
OG0000065	XM_001597774.1.p1, XM_001598590.1.p1	lcl|LKCW01000058.1_cds_KPM41877.1_10132.p1, lcl|LKCW01000027.1_cds_KPM43755.1_6381.p1
OG0000066	XM_001587442.1.p1	lcl|LKCW01000001.1_cds_KPM46529.1_110.p1
OG0000066	XM_001589898.1.p1	lcl|LKCW01000022.1_cds_KPM44218.1_5099.p1
OG0000069	XM_001590565.1.p1	lcl|LKCW01000011.1_cds_KPM45094.1_758.p1
OG0000069	XM_001589526.1.p1	lcl|LKCW01000029.1_cds_KPM43646.1_6814.p1, lcl|LKCW01000025.1_cds_KPM43944.1_5931.p1, lcl|LKCW01000271.1_cds_KPM35146.1_6488.p1, lcl|LKCW01000046.1_cds_KPM42556.1_9214.p1
OG0000069	XM_001589598.1.p1	lcl|LKCW01000020.1_cds_KPM44332.1_4441.p1
OG0000069	XM_001585779.1.p1	lcl|LKCW01000142.1_cds_KPM38170.1_2242.p1
OG0000070	XM_001598556.1.p1	lcl|LKCW01000024.1_cds_KPM44036.1_5662.p1
OG0000070	XM_001587941.1.p1	lcl|LKCW01000248.1_cds_KPM35513.1_5880.p1
OG0000071	XM_001593511.1.p1	lcl|LKCW01000373.1_cds_KPM34227.1_8186.p1
OG0000071	XM_001593038.1.p1	lcl|LKCW01000129.1_cds_KPM38601.1_1600.p1
OG0000071	XM_001587924.1.p1	lcl|LKCW01000061.1_cds_KPM41655.1_10472.p1
OG0000071	XM_001593312.1.p1	lcl|LKCW01000202.1_cds_KPM36472.1_4548.p1
OG0000072	XM_001585746.1.p1	lcl|LKCW01000022.1_cds_KPM44200.1_5060.p1, lcl|LKCW01000023.1_cds_KPM44127.1_5385.p1
OG0000072	XM_001590639.1.p1	lcl|LKCW01000289.1_cds_KPM34924.1_6735.p1, lcl|LKCW01000344.1_cds_KPM34412.1_7806.p1
OG0000072	XM_001589810.1.p1	lcl|LKCW01000413.1_cds_KPM34056.1_8810.p1
OG0000073	XM_001591346.1.p1, XM_001596564.1.p1, XM_001588518.1.p1, XM_001592346.1.p1, XM_001589432.1.p1, XM_001586390.1.p1, XM_001586364.1.p1, XM_001588285.1.p1, XM_001591681.1.p1, XM_001594262.1.p1, XM_001587042.1.p1, XM_001589135.1.p1, XM_001594066.1.p1, XM_001592555.1.p1, XM_001598368.1.p1, XM_001589547.1.p1, XM_001587031.1.p1, XM_001597254.1.p1, XM_001594006.1.p1, XM_001585046.1.p1, XM_001587043.1.p1, XM_001598359.1.p1, XM_001587465.1.p1, XM_001591370.1.p1, XM_001589576.1.p1, XM_001593440.1.p1, XM_001591652.1.p1, XM_001589130.1.p1, XM_001588425.1.p1, XM_001585810.1.p1, XM_001589755.1.p1, XM_001584981.1.p1	lcl|LKCW01000001.1_cds_KPM46545.1_65.p1
OG0000075	XM_001596825.1.p1	lcl|LKCW01000049.1_cds_KPM42396.1_9378.p1, lcl|LKCW01000146.1_cds_KPM38057.1_2372.p1, lcl|LKCW01000008.1_cds_KPM45389.1_11675.p1, lcl|LKCW01000149.1_cds_KPM37918.1_2482.p1, lcl|LKCW01000006.1_cds_KPM45567.1_10321.p1
OG0000075	XM_001589867.1.p1	lcl|LKCW01000211.1_cds_KPM36262.1_4887.p1
OG0000076	XM_001595074.1.p1	lcl|LKCW01000358.1_cds_KPM34319.1_7962.p1
OG0000076	XM_001597093.1.p1	lcl|LKCW01000327.1_cds_KPM34534.1_7533.p1
OG0000076	XM_001589714.1.p1	lcl|LKCW01000041.1_cds_KPM42871.1_8765.p1
OG0000076	XM_001587341.1.p1	lcl|LKCW01000201.1_cds_KPM36502.1_4531.p1
OG0000077	XM_001591303.1.p1	lcl|LKCW01000172.1_cds_KPM37255.1_3379.p1
OG0000077	XM_001592929.1.p1	lcl|LKCW01000034.1_cds_KPM43368.1_7711.p1
OG0000077	XM_001585590.1.p1	lcl|LKCW01000156.1_cds_KPM37715.1_2760.p1
OG0000079	XM_001596030.1.p1	lcl|LKCW01000041.1_cds_KPM42881.1_8789.p1
OG0000079	XM_001591730.1.p1	lcl|LKCW01000002.1_cds_KPM46214.1_4321.p1
OG0000079	XM_001598063.1.p1	lcl|LKCW01000136.1_cds_KPM38365.1_1970.p1
OG0000079	XM_001590997.1.p1	lcl|LKCW01000267.1_cds_KPM35199.1_6339.p1
OG0000080	XM_001585697.1.p1	lcl|LKCW01000154.1_cds_KPM37763.1_2706.p1
OG0000080	XM_001597918.1.p1	lcl|LKCW01000165.1_cds_KPM37465.1_3085.p1
OG0000081	XM_001592987.1.p1	lcl|LKCW01000078.1_cds_KPM40710.1_11527.p1
OG0000081	XM_001586053.1.p1	lcl|LKCW01000111.1_cds_KPM39289.1_868.p1
OG0000081	XM_001589644.1.p1	lcl|LKCW01000212.1_cds_KPM36229.1_4891.p1
OG0000081	XM_001593006.1.p1	lcl|LKCW01000163.1_cds_KPM37502.1_3028.p1, lcl|LKCW01000039.1_cds_KPM42990.1_8409.p1
OG0000082	XM_001590030.1.p1	lcl|LKCW01000082.1_cds_KPM40523.1_11860.p1
OG0000082	XM_001595339.1.p1	lcl|LKCW01000063.1_cds_KPM41543.1_10572.p1
OG0000085	XM_001598503.1.p1	lcl|LKCW01000343.1_cds_KPM34421.1_7793.p1
OG0000087	XM_001595355.1.p1	lcl|LKCW01000063.1_cds_KPM41513.1_10574.p1
OG0000087	XM_001598496.1.p1	lcl|LKCW01000068.1_cds_KPM41287.1_10896.p1
OG0000087	XM_001597703.1.p1	lcl|LKCW01000125.1_cds_KPM38753.1_1460.p1
OG0000088	XM_001586938.1.p1	lcl|LKCW01000228.1_cds_KPM35860.1_5350.p1
OG0000088	XM_001596104.1.p1	lcl|LKCW01000021.1_cds_KPM44286.1_4779.p1
OG0000088	XM_001588755.1.p1, XM_001584513.1.p1	lcl|LKCW01000015.1_cds_KPM44756.1_2535.p1
OG0000089	XM_001591699.1.p1	lcl|LKCW01000296.1_cds_KPM34842.1_6885.p1
OG0000089	XM_001597672.1.p1	lcl|LKCW01000020.1_cds_KPM44376.1_4448.p1
OG0000089	XM_001598564.1.p1, XM_001584621.1.p1	lcl|LKCW01000151.1_cds_KPM37869.1_2601.p1
OG0000090	XM_001594729.1.p1	lcl|LKCW01000010.1_cds_KPM45194.1_293.p1
OG0000090	XM_001595265.1.p1	lcl|LKCW01000047.1_cds_KPM42524.1_9285.p1
OG0000090	XM_001594001.1.p1	lcl|LKCW01000015.1_cds_KPM44770.1_2504.p1
OG0000091	XM_001598502.1.p1	lcl|LKCW01000052.1_cds_KPM42237.1_9723.p1, lcl|LKCW01000037.1_cds_KPM43136.1_8120.p1
OG0000091	XM_001591770.1.p1	lcl|LKCW01000001.1_cds_KPM46444.1_37.p1, lcl|LKCW01000065.1_cds_KPM41412.1_10702.p1
OG0000092	XM_001591109.1.p1	lcl|LKCW01000172.1_cds_KPM37231.1_3376.p1, lcl|LKCW01000049.1_cds_KPM42414.1_9396.p1, lcl|LKCW01000075.1_cds_KPM40828.1_11372.p1, lcl|LKCW01000160.1_cds_KPM37611.1_2946.p1
OG0000092	XM_001598670.1.p1	lcl|LKCW01000110.1_cds_KPM39314.1_853.p1, lcl|LKCW01000021.1_cds_KPM44256.1_4767.p1
OG0000092	XM_001591083.1.p1, XM_001594825.1.p1	lcl|LKCW01000003.1_cds_KPM45995.1_7031.p1
OG0000092	XM_001588329.1.p1	lcl|LKCW01000005.1_cds_KPM45741.1_9423.p1
OG0000093	XM_001595187.1.p1, XM_001592451.1.p1	lcl|LKCW01000056.1_cds_KPM41994.1_9961.p1
OG0000094	XM_001589274.1.p1	lcl|LKCW01000177.1_cds_KPM37090.1_3530.p1
OG0000094	XM_001594932.1.p1	lcl|LKCW01000264.1_cds_KPM35250.1_6292.p1
OG0000094	XM_001592044.1.p1	lcl|LKCW01000054.1_cds_KPM42070.1_9873.p1
OG0000094	XM_001591784.1.p1	lcl|LKCW01000148.1_cds_KPM37970.1_2433.p1
OG0000094	XM_001591526.1.p1	lcl|LKCW01000142.1_cds_KPM38173.1_2269.p1
OG0000095	XM_001593952.1.p1	lcl|LKCW01000256.1_cds_KPM35386.1_6080.p1
OG0000095	XM_001596701.1.p1	lcl|LKCW01000059.1_cds_KPM41790.1_10174.p1
OG0000096	XM_001587422.1.p1	lcl|LKCW01000108.1_cds_KPM39394.1_667.p1, lcl|LKCW01000194.1_cds_KPM36685.1_4104.p1
OG0000096	XM_001590839.1.p1	lcl|LKCW01000030.1_cds_KPM43639.1_7113.p1
OG0000097	XM_001593373.1.p1	lcl|LKCW01000043.1_cds_KPM42754.1_8977.p1, lcl|LKCW01000013.1_cds_KPM44908.1_1693.p1
OG0000097	XM_001593632.1.p1	lcl|LKCW01000201.1_cds_KPM36504.1_4534.p1
OG0000097	XM_001596232.1.p1, XM_001586807.1.p1, XM_001596412.1.p1	lcl|LKCW01000350.1_cds_KPM34361.1_7924.p1, lcl|LKCW01000163.1_cds_KPM37499.1_3021.p1
OG0000097	XM_001584550.1.p1	lcl|LKCW01000098.1_cds_KPM39775.1_12625.p1
OG0000099	XM_001597745.1.p1	lcl|LKCW01000065.1_cds_KPM41422.1_10682.p1, lcl|LKCW01000001.1_cds_KPM46399.1_100.p1, lcl|LKCW01000227.1_cds_KPM35898.1_5304.p1, lcl|LKCW01000081.1_cds_KPM40548.1_11804.p1, lcl|LKCW01000248.1_cds_KPM35518.1_5875.p1, lcl|LKCW01000039.1_cds_KPM42975.1_8376.p1
OG0000100	XM_001594288.1.p1	lcl|LKCW01000149.1_cds_KPM37908.1_2466.p1, lcl|LKCW01000232.1_cds_KPM35806.1_5515.p1
OG0000100	XM_001592042.1.p1, XM_001587352.1.p1	lcl|LKCW01000043.1_cds_KPM42740.1_8944.p1
OG0000102	XM_001598599.1.p1	lcl|LKCW01000316.1_cds_KPM34632.1_7369.p1
OG0000102	XM_001596645.1.p1	lcl|LKCW01000080.1_cds_KPM40595.1_11772.p1
OG0000102	XM_001594196.1.p1	lcl|LKCW01000351.1_cds_KPM34354.1_7928.p1
OG0000102	XM_001598841.1.p1	lcl|LKCW01000117.1_cds_KPM39049.1_1118.p1
OG0000102	XM_001588472.1.p1	lcl|LKCW01000001.1_cds_KPM46330.1_211.p1
OG0000103	XM_001596956.1.p1	lcl|LKCW01000006.1_cds_KPM45568.1_10322.p1, lcl|LKCW01000276.1_cds_KPM35088.1_6545.p1, lcl|LKCW01000062.1_cds_KPM41596.1_10529.p1
OG0000103	XM_001588403.1.p1	lcl|LKCW01000013.1_cds_KPM44956.1_1674.p1, lcl|LKCW01000014.1_cds_KPM44824.1_2152.p1, lcl|LKCW01000004.1_cds_KPM45898.1_8606.p1
OG0000104	XM_001597178.1.p1	lcl|LKCW01000079.1_cds_KPM40641.1_11582.p1
OG0000104	XM_001590303.1.p1, XM_001585253.1.p1	lcl|LKCW01000020.1_cds_KPM44329.1_4416.p1
OG0000104	XM_001592112.1.p1	lcl|LKCW01000013.1_cds_KPM44869.1_1646.p1
OG0000104	XM_001589359.1.p1	lcl|LKCW01000024.1_cds_KPM43996.1_5671.p1
OG0000105	XM_001595043.1.p1	lcl|LKCW01000134.1_cds_KPM38443.1_1910.p1, lcl|LKCW01000039.1_cds_KPM42973.1_8379.p1, lcl|LKCW01000140.1_cds_KPM38239.1_2183.p1
OG0000106	XM_001588849.1.p1	lcl|LKCW01000141.1_cds_KPM38202.1_2199.p1, lcl|LKCW01000077.1_cds_KPM40757.1_11507.p1, lcl|LKCW01000013.1_cds_KPM44961.1_1677.p1
OG0000106	XM_001592616.1.p1, XM_001585859.1.p1, XM_001593631.1.p1, XM_001597808.1.p1	lcl|LKCW01000070.1_cds_KPM41148.1_11112.p1, lcl|LKCW01000053.1_cds_KPM42123.1_9824.p1, lcl|LKCW01000064.1_cds_KPM41495.1_10643.p1, lcl|LKCW01000088.1_cds_KPM40242.1_12150.p1
OG0000107	XM_001589423.1.p1	lcl|LKCW01000068.1_cds_KPM41237.1_10872.p1
OG0000107	XM_001592404.1.p1	lcl|LKCW01000167.1_cds_KPM37409.1_3159.p1
OG0000108	XM_001591983.1.p1	lcl|LKCW01000170.1_cds_KPM37285.1_3324.p1
OG0000108	XM_001593720.1.p1	lcl|LKCW01000022.1_cds_KPM44166.1_5087.p1
OG0000109	XM_001598413.1.p1	lcl|LKCW01000290.1_cds_KPM34899.1_6823.p1
OG0000110	XM_001598036.1.p1	lcl|LKCW01000354.1_cds_KPM34337.1_7945.p1
OG0000110	XM_001598742.1.p1	lcl|LKCW01000178.1_cds_KPM37068.1_3554.p1
OG0000111	XM_001590699.1.p1	lcl|LKCW01000098.1_cds_KPM39792.1_12650.p1
OG0000111	XM_001590723.1.p1	lcl|LKCW01000008.1_cds_KPM45302.1_11631.p1
OG0000111	XM_001590630.1.p1	lcl|LKCW01000049.1_cds_KPM42391.1_9400.p1
OG0000111	XM_001585540.1.p1	lcl|LKCW01000257.1_cds_KPM35366.1_6099.p1
OG0000112	XM_001593481.1.p1	lcl|LKCW01000321.1_cds_KPM34583.1_7491.p1
OG0000113	XM_001598286.1.p1	lcl|LKCW01000133.1_cds_KPM38480.1_1846.p1, lcl|LKCW01000029.1_cds_KPM43686.1_6779.p1
OG0000113	XM_001589093.1.p1	lcl|LKCW01000098.1_cds_KPM39795.1_12662.p1
OG0000113	XM_001587022.1.p1	lcl|LKCW01000329.1_cds_KPM34522.1_7553.p1
OG0000113	XM_001596658.1.p1	lcl|LKCW01000193.1_cds_KPM36704.1_4073.p1, lcl|LKCW01000125.1_cds_KPM38761.1_1482.p1
OG0000114	XM_001595727.1.p1	lcl|LKCW01000005.1_cds_KPM45811.1_9432.p1
OG0000114	XM_001595917.1.p1	lcl|LKCW01000260.1_cds_KPM35310.1_6223.p1
OG0000114	XM_001596499.1.p1	lcl|LKCW01000130.1_cds_KPM38561.1_1736.p1
OG0000114	XM_001592280.1.p1	lcl|LKCW01000331.1_cds_KPM34508.1_7632.p1
OG0000115	XM_001591022.1.p1, XM_001593828.1.p1, XM_001591024.1.p1	lcl|LKCW01000109.1_cds_KPM39352.1_714.p1
OG0000118	XM_001595655.1.p1	lcl|LKCW01000061.1_cds_KPM41649.1_10441.p1
OG0000119	XM_001588524.1.p1	lcl|LKCW01000097.1_cds_KPM39831.1_12578.p1
OG0000120	XM_001592152.1.p1	lcl|LKCW01000025.1_cds_KPM43925.1_5972.p1, lcl|LKCW01000207.1_cds_KPM36352.1_4687.p1, lcl|LKCW01000084.1_cds_KPM40413.1_11955.p1
OG0000120	XM_001590352.1.p1	lcl|LKCW01000250.1_cds_KPM35461.1_5989.p1
OG0000121	XM_001588843.1.p1	lcl|LKCW01000081.1_cds_KPM40534.1_11783.p1
OG0000121	XM_001595985.1.p1	lcl|LKCW01000006.1_cds_KPM45633.1_10338.p1
OG0000122	XM_001595033.1.p1	lcl|LKCW01000114.1_cds_KPM39186.1_983.p1
OG0000122	XM_001585288.1.p1	lcl|LKCW01000043.1_cds_KPM42750.1_8918.p1
OG0000123	XM_001592460.1.p1	lcl|LKCW01000148.1_cds_KPM37982.1_2432.p1
OG0000123	XM_001590327.1.p1	lcl|LKCW01000199.1_cds_KPM36543.1_4255.p1
OG0000123	XM_001598819.1.p1	lcl|LKCW01000203.1_cds_KPM36463.1_4597.p1
OG0000125	XM_001592159.1.p1	lcl|LKCW01000060.1_cds_KPM41737.1_10408.p1
OG0000126	XM_001590029.1.p1	lcl|LKCW01000082.1_cds_KPM40522.1_11861.p1
OG0000126	XM_001598751.1.p1	lcl|LKCW01000008.1_cds_KPM45309.1_11624.p1
OG0000127	XM_001585475.1.p1	lcl|LKCW01000109.1_cds_KPM39349.1_713.p1, lcl|LKCW01000115.1_cds_KPM39130.1_1004.p1
OG0000127	XM_001594936.1.p1	lcl|LKCW01000044.1_cds_KPM42674.1_9073.p1
OG0000128	XM_001593926.1.p1	lcl|LKCW01000083.1_cds_KPM40457.1_11939.p1
OG0000128	XM_001587645.1.p1, XM_001587546.1.p1, XM_001595695.1.p1	lcl|LKCW01000058.1_cds_KPM41797.1_10091.p1, lcl|LKCW01000053.1_cds_KPM42135.1_9777.p1
OG0000128	XM_001588790.1.p1	lcl|LKCW01000005.1_cds_KPM45692.1_9464.p1
OG0000129	XM_001590739.1.p1	lcl|LKCW01000066.1_cds_KPM41365.1_10725.p1, lcl|LKCW01000074.1_cds_KPM40895.1_11315.p1
OG0000129	XM_001592853.1.p1	lcl|LKCW01000202.1_cds_KPM36480.1_4541.p1
OG0000129	XM_001587396.1.p1	lcl|LKCW01000238.1_cds_KPM35692.1_5608.p1
OG0000130	XM_001592702.1.p1	lcl|LKCW01000081.1_cds_KPM40539.1_11827.p1
OG0000131	XM_001598179.1.p1	lcl|LKCW01000057.1_cds_KPM41931.1_10043.p1
OG0000133	XM_001584629.1.p1	lcl|LKCW01000114.1_cds_KPM39194.1_965.p1
OG0000133	XM_001594131.1.p1	lcl|LKCW01000092.1_cds_KPM40017.1_12398.p1
OG0000134	XM_001595908.1.p1	lcl|LKCW01000097.1_cds_KPM39814.1_12587.p1
OG0000134	XM_001592770.1.p1	lcl|LKCW01000147.1_cds_KPM37999.1_2400.p1
OG0000134	XM_001593823.1.p1	lcl|LKCW01000053.1_cds_KPM42120.1_9822.p1, lcl|LKCW01000169.1_cds_KPM37329.1_3207.p1
OG0000135	XM_001590091.1.p1	lcl|LKCW01000042.1_cds_KPM42789.1_8861.p1
OG0000136	XM_001591416.1.p1	lcl|LKCW01000033.1_cds_KPM43444.1_7583.p1
OG0000136	XM_001585363.1.p1	lcl|LKCW01000233.1_cds_KPM35764.1_5533.p1
OG0000137	XM_001595718.1.p1	lcl|LKCW01000118.1_cds_KPM38992.1_1140.p1, lcl|LKCW01000400.1_cds_KPM34101.1_8705.p1
OG0000137	XM_001590475.1.p1	lcl|LKCW01000086.1_cds_KPM40316.1_12043.p1
OG0000137	XM_001593484.1.p1	lcl|LKCW01000266.1_cds_KPM35212.1_6326.p1
OG0000138	XM_001585794.1.p1, XM_001590096.1.p1, XM_001597549.1.p1, XM_001598876.1.p1	lcl|LKCW01000003.1_cds_KPM46053.1_6953.p1
OG0000138	XM_001590768.1.p1	lcl|LKCW01000022.1_cds_KPM44217.1_5098.p1
OG0000139	XM_001590289.1.p1	lcl|LKCW01000004.1_cds_KPM45887.1_8542.p1
OG0000139	XM_001591243.1.p1	lcl|LKCW01000074.1_cds_KPM40887.1_11340.p1
OG0000140	XM_001592573.1.p1	lcl|LKCW01000081.1_cds_KPM40555.1_11798.p1
OG0000140	XM_001589200.1.p1	lcl|LKCW01000284.1_cds_KPM34973.1_6685.p1
OG0000140	XM_001587152.1.p1	lcl|LKCW01000085.1_cds_KPM40372.1_11994.p1
OG0000141	XM_001591420.1.p1	lcl|LKCW01000087.1_cds_KPM40286.1_12076.p1
OG0000141	XM_001593600.1.p1	lcl|LKCW01000042.1_cds_KPM42821.1_8867.p1
OG0000142	XM_001596718.1.p1	lcl|LKCW01000197.1_cds_KPM36594.1_4195.p1, lcl|LKCW01000113.1_cds_KPM39218.1_933.p1
OG0000142	XM_001590541.1.p1	lcl|LKCW01000004.1_cds_KPM45896.1_8604.p1
OG0000143	XM_001587980.1.p1	lcl|LKCW01000180.1_cds_KPM37015.1_3691.p1, lcl|LKCW01000071.1_cds_KPM41063.1_11153.p1
OG0000143	XM_001597932.1.p1	lcl|LKCW01000063.1_cds_KPM41545.1_10586.p1
OG0000144	XM_001595270.1.p1	lcl|LKCW01000083.1_cds_KPM40425.1_11908.p1
OG0000144	XM_001584641.1.p1	lcl|LKCW01000141.1_cds_KPM38205.1_2198.p1, lcl|LKCW01000158.1_cds_KPM37669.1_2795.p1, lcl|LKCW01000053.1_cds_KPM42163.1_9825.p1
OG0000145	XM_001596988.1.p1	lcl|LKCW01000014.1_cds_KPM44849.1_2135.p1
OG0000145	XM_001591190.1.p1	lcl|LKCW01000186.1_cds_KPM36862.1_3838.p1
OG0000145	XM_001589003.1.p1	lcl|LKCW01000151.1_cds_KPM37863.1_2628.p1
OG0000147	XM_001598847.1.p1	lcl|LKCW01000005.1_cds_KPM45750.1_9455.p1
OG0000147	XM_001597515.1.p1	lcl|LKCW01000107.1_cds_KPM39435.1_633.p1
OG0000148	XM_001584961.1.p1	lcl|LKCW01000020.1_cds_KPM44367.1_4429.p1
OG0000148	XM_001587257.1.p1	lcl|LKCW01000191.1_cds_KPM36765.1_4026.p1
OG0000148	XM_001598192.1.p1	lcl|LKCW01000247.1_cds_KPM35536.1_5854.p1
OG0000149	XM_001593818.1.p1	lcl|LKCW01000301.1_cds_KPM34780.1_7169.p1
OG0000149	XM_001594094.1.p1	lcl|LKCW01000332.1_cds_KPM34500.1_7636.p1
OG0000149	XM_001598606.1.p1	lcl|LKCW01000190.1_cds_KPM36784.1_4012.p1
OG0000149	XM_001591982.1.p1	lcl|LKCW01000334.1_cds_KPM34477.1_7657.p1, lcl|LKCW01000006.1_cds_KPM45586.1_10285.p1
OG0000150	XM_001591864.1.p1	lcl|LKCW01000002.1_cds_KPM46189.1_4316.p1
OG0000150	XM_001592862.1.p1	lcl|LKCW01000004.1_cds_KPM45916.1_8459.p1
OG0000150	XM_001598441.1.p1	lcl|LKCW01000288.1_cds_KPM34926.1_6727.p1
OG0000151	XM_001590918.1.p1	lcl|LKCW01000049.1_cds_KPM42388.1_9403.p1
OG0000151	XM_001585695.1.p1	lcl|LKCW01000249.1_cds_KPM35484.1_5891.p1
OG0000152	XM_001586091.1.p1	lcl|LKCW01000132.1_cds_KPM38494.1_1820.p1
OG0000152	XM_001584799.1.p1	lcl|LKCW01000013.1_cds_KPM44928.1_1669.p1
OG0000153	XM_001589373.1.p1	lcl|LKCW01000009.1_cds_KPM45239.1_12257.p1, lcl|LKCW01000057.1_cds_KPM41896.1_10057.p1, lcl|LKCW01000010.1_cds_KPM45227.1_327.p1, lcl|LKCW01000250.1_cds_KPM35474.1_6000.p1
OG0000153	XM_001596416.1.p1	lcl|LKCW01000060.1_cds_KPM41702.1_10403.p1
OG0000153	XM_001587427.1.p1	lcl|LKCW01000227.1_cds_KPM35906.1_5321.p1
OG0000154	XM_001588474.1.p1	lcl|LKCW01000227.1_cds_KPM35908.1_5323.p1
OG0000154	XM_001597904.1.p1	lcl|LKCW01000113.1_cds_KPM39199.1_924.p1, lcl|LKCW01000066.1_cds_KPM41356.1_10739.p1, lcl|LKCW01000060.1_cds_KPM41741.1_10412.p1
OG0000155	XM_001595155.1.p1	lcl|LKCW01000479.1_cds_KPM33928.1_9303.p1
OG0000155	XM_001585183.1.p1	lcl|LKCW01000020.1_cds_KPM44340.1_4437.p1
OG0000156	XM_001590558.1.p1	lcl|LKCW01000029.1_cds_KPM43662.1_6758.p1, lcl|LKCW01000184.1_cds_KPM36918.1_3807.p1
OG0000157	XM_001591936.1.p1	lcl|LKCW01000079.1_cds_KPM40662.1_11593.p1
OG0000157	XM_001584928.1.p1	lcl|LKCW01000169.1_cds_KPM37322.1_3196.p1
OG0000158	XM_001591152.1.p1	lcl|LKCW01000067.1_cds_KPM41308.1_10818.p1
OG0000158	XM_001596750.1.p1	lcl|LKCW01000053.1_cds_KPM42121.1_9823.p1
OG0000159	XM_001586220.1.p1	lcl|LKCW01000075.1_cds_KPM40862.1_11381.p1
OG0000159	XM_001597022.1.p1	lcl|LKCW01000062.1_cds_KPM41586.1_10518.p1
OG0000159	XM_001596681.1.p1	lcl|LKCW01000353.1_cds_KPM34348.1_7937.p1, lcl|LKCW01000073.1_cds_KPM40986.1_11292.p1
OG0000160	XM_001598265.1.p1	lcl|LKCW01000070.1_cds_KPM41149.1_11082.p1
