Orthogroup	Sclerotinia_sclerotiorum	Magnaporthe_oryzae
OG0000443	XM_001587955.1.p1, XM_001585245.1.p1, XM_001585973.1.p1	XM_003709742.1.p1
OG0000444	XM_001598489.1.p1	XM_003717429.1.p1, XM_003710257.1.p1
OG0000445	XM_001589340.1.p1	XM_003713435.1.p1
OG0000445	XM_001586411.1.p1	XM_003717083.1.p1
OG0000447	XM_001598638.1.p1	XM_003712298.1.p1, XM_003712471.1.p1
OG0000448	XM_001587120.1.p1	XM_003717586.1.p1
OG0000449	XM_001592844.1.p1	XM_003711515.1.p1, XM_003711273.1.p1, XM_003711190.1.p1
OG0000450	XM_001596103.1.p1, XM_001598362.1.p1	XM_003717710.1.p1
OG0000452	XM_001593840.1.p1	XM_003717453.1.p1
OG0000452	XM_001598313.1.p1	XM_003714151.1.p1
OG0000453	XM_001592817.1.p1	XM_003716497.1.p1
OG0000453	XM_001585350.1.p1	XM_003715653.1.p1, XM_003716463.1.p1
OG0000453	XM_001594852.1.p1	XM_003713227.1.p1, XM_003720483.1.p1
OG0000454	XM_001594215.1.p1	XM_003710655.1.p2
OG0000455	XM_001590945.1.p1	XM_003715348.1.p1
OG0000455	XM_001597585.1.p1	XM_003713472.1.p1
OG0000456	XM_001598556.1.p1	XM_003718764.1.p1, XM_003719751.1.p1
OG0000457	XM_001587224.1.p1	XM_003709133.1.p1
OG0000458	XM_001597703.1.p1	XM_003714806.1.p1
OG0000459	XM_001586561.1.p1	XM_003710155.1.p1
OG0000460	XM_001591933.1.p1	XM_003709704.1.p1
OG0000461	XM_001590012.1.p1	XM_003711022.1.p1
OG0000461	XM_001591479.1.p1	XM_003710592.1.p1
OG0000463	XM_001595885.1.p1	XM_003713988.1.p1
OG0000464	XM_001598633.1.p1	XM_003711438.1.p1
OG0000464	XM_001586476.1.p1	XM_003713535.1.p1, XM_003713536.1.p1
OG0000483	XM_001585437.1.p1	XM_003718550.1.p1
OG0000483	XM_001586040.1.p1	XM_003720977.1.p1
OG0000484	XM_001595705.1.p1	XM_003718260.1.p1
OG0000485	XM_001589133.1.p1, XM_001597723.1.p1	XM_003709986.1.p2
OG0000485	XM_001587869.1.p1	XM_003721349.1.p1
OG0000485	XM_001593924.1.p1	XM_003715900.1.p1, XM_003715135.1.p1
OG0000486	XM_001585913.1.p1	XM_003711955.1.p1
OG0000487	XM_001594577.1.p1	XM_003713458.1.p1
OG0000487	XM_001585929.1.p1	XM_003711943.1.p1
OG0000488	XM_001594675.1.p1, XM_001592144.1.p1	XM_003716876.1.p1
OG0000489	XM_001591061.1.p1	XM_003713444.1.p1
OG0000490	XM_001591069.1.p1	XM_003711785.1.p1, XM_003712908.1.p1
OG0000491	XM_001592322.1.p1, XM_001585710.1.p1, XM_001596321.1.p1, XM_001586592.1.p1	XM_003719672.1.p1
OG0000492	XM_001597732.1.p1	XM_003709754.1.p1
OG0000492	XM_001594531.1.p1	XM_003710654.1.p1
OG0000495	XM_001584773.1.p1	XM_003710951.1.p1
OG0000495	XM_001595211.1.p1	XM_003712758.1.p1
OG0000497	XM_001590113.1.p1	XM_003709592.1.p1
OG0000498	XM_001596005.1.p1	XM_003716991.1.p1
OG0000499	XM_001585254.1.p1	XM_003717218.1.p1
OG0000499	XM_001585145.1.p1	XM_003714624.1.p1
OG0000500	XM_001597450.1.p1	XM_003713401.1.p1
OG0000501	XM_001590763.1.p1	XM_003714462.1.p1
OG0000501	XM_001594596.1.p1	XM_003710904.1.p1
OG0000502	XM_001595590.1.p1	XM_003710803.1.p1
OG0000502	XM_001586737.1.p1	XM_003717988.1.p2
OG0000503	XM_001593721.1.p1	XM_003719321.1.p1, XM_003709089.1.p1
OG0000504	XM_001585538.1.p1	XM_003721395.1.p1
OG0000504	XM_001597532.1.p1, XM_001588385.1.p1, XM_001598113.1.p1	XM_003720929.1.p1, XM_016990483.1.p1
OG0000505	XM_001593339.1.p1	XM_003718918.1.p1
OG0000505	XM_001595888.1.p1	XM_003712414.1.p1
OG0000506	XM_001592376.1.p1	XM_003709236.1.p1
OG0000506	XM_001596584.1.p1	XM_003720308.1.p1
OG0000507	XM_001598498.1.p1	XM_003717217.1.p1
OG0000507	XM_001596182.1.p1	XM_003717017.1.p1
OG0000508	XM_001592491.1.p1	XM_003713713.1.p1
OG0000509	XM_001596341.1.p1	XM_003714084.1.p1
OG0000510	XM_001589200.1.p1	XM_003714540.1.p1
OG0000510	XM_001592573.1.p1	XM_003716937.1.p1
OG0000511	XM_001588302.1.p1	XM_003713085.1.p1, XM_003718238.1.p1, XM_003715445.1.p1
OG0000512	XM_001593161.1.p1	XM_003711352.1.p1, XM_003710663.1.p1, XM_003715605.1.p1
OG0000513	XM_001586220.1.p1	XM_003719191.1.p1
OG0000513	XM_001597022.1.p1	XM_003719844.1.p1
OG0000514	XM_001590091.1.p1	XM_003715934.1.p1
OG0000515	XM_001589387.1.p1	XM_003714320.1.p1, XM_003710371.1.p1, XM_003709085.1.p1
OG0000516	XM_001594601.1.p1	XM_003710967.1.p2
OG0000516	XM_001592146.1.p1	XM_003712320.1.p2
OG0000517	XM_001585855.1.p1	XM_003716372.1.p1, XM_003713265.1.p1
OG0000518	XM_001595898.1.p1	XM_003712299.1.p1
OG0000520	XM_001586662.1.p1	XM_003718080.1.p1
OG0000522	XM_001590375.1.p1	XM_003715580.1.p1, XM_003715427.1.p1
OG0000523	XM_001595596.1.p1	XM_003715358.1.p1
OG0000525	XM_001596825.1.p1	XM_003714680.1.p1
OG0000526	XM_001597112.1.p1	XM_003714941.1.p1
OG0000526	XM_001591627.1.p1	XM_003710525.1.p1
OG0000529	XM_001587359.1.p1	XM_003720625.1.p1
OG0000529	XM_001593419.1.p1	XM_003721135.1.p1
OG0000530	XM_001593662.1.p1	XM_003719254.1.p1, XM_003721210.1.p1, XM_003718980.1.p1, XM_003713331.1.p1
OG0000531	XM_001593646.1.p1	XM_003713660.1.p1, XM_003716910.1.p2, XM_003713083.1.p1
OG0000532	XM_001591640.1.p1	XM_003712449.1.p1
OG0000533	XM_001592277.1.p1	XM_003710184.1.p1
OG0000534	XM_001592471.1.p1	XM_003719293.1.p1
OG0000537	XM_001591152.1.p1	XM_003715115.1.p1
OG0000538	XM_001589957.1.p1	XM_003718674.1.p1
OG0000572	XM_001589225.1.p1	XM_003709931.1.p1
OG0000572	XM_001588923.1.p1	XM_003711802.1.p1
OG0000573	XM_001588787.1.p1	XM_003715314.1.p1
OG0000574	XM_001596577.1.p1	XM_003710636.1.p1
OG0000574	XM_001594412.1.p1	XM_003714549.1.p1
OG0000575	XM_001596435.1.p1	XM_003711972.1.p1
OG0000575	XM_001595405.1.p1	XM_003718104.1.p1
OG0000576	XM_001587654.1.p1	XM_003713149.1.p1
OG0000577	XM_001585385.1.p1	XM_003720420.1.p1
OG0000579	XM_001592955.1.p1, XM_001588227.1.p1	XM_003716695.1.p1
OG0000580	XM_001585637.1.p1	XM_003718671.1.p1
OG0000582	XM_001585910.1.p1	XM_003719663.1.p1
OG0000582	XM_001597032.1.p1	XM_003712070.1.p1
OG0000583	XM_001596733.1.p1	XM_003711538.1.p1
OG0000583	XM_001588666.1.p1	XM_003709289.1.p2
OG0000584	XM_001598928.1.p1	XM_003715856.1.p1, XM_003715855.1.p1
OG0000585	XM_001592833.1.p1	XM_003714198.1.p1
OG0000585	XM_001587685.1.p1	XM_003716316.1.p1
OG0000586	XM_001591019.1.p1	XM_003717050.1.p1
OG0000586	XM_001593217.1.p1	XM_003716245.1.p1
OG0000588	XM_001590788.1.p1	XM_003719081.1.p1
OG0000588	XM_001598587.1.p1, XM_001588469.1.p1	XM_003713141.1.p1
OG0000589	XM_001593375.1.p1	XM_003711823.1.p1
OG0000589	XM_001586302.1.p1	XM_003719371.1.p2
OG0000590	XM_001594207.1.p1, XM_001589029.1.p1, XM_001588396.1.p1	XM_003716874.1.p1
OG0000591	XM_001594928.1.p1	XM_003712313.1.p1, XM_003709730.1.p1
OG0000591	XM_001597768.1.p1	XM_003712165.1.p1, XM_003717468.1.p1
OG0000592	XM_001584658.1.p1, XM_001590285.1.p1	XM_003715884.1.p1
OG0000593	XM_001594465.1.p1	XM_003720942.1.p1
OG0000593	XM_001592658.1.p1	XM_003715167.1.p1
OG0000594	XM_001591636.1.p1	XM_003711733.1.p1
OG0000594	XM_001587063.1.p1	XM_003717519.1.p1
OG0000595	XM_001595328.1.p1	XM_003721336.1.p1
OG0000595	XM_001595547.1.p1	XM_003719410.1.p1, XM_003713185.1.p1
OG0000596	XM_001585300.1.p1	XM_003712443.1.p1
OG0000597	XM_001591625.1.p1	XM_003710523.1.p1
OG0000598	XM_001590038.1.p1	XM_003710135.1.p1
OG0000598	XM_001590058.1.p1	XM_003717736.1.p1
OG0000599	XM_001585349.1.p1	XM_003720372.1.p1
OG0000600	XM_001593005.1.p1	XM_003714014.1.p1
OG0000601	XM_001593383.1.p1, XM_001593382.1.p1	XM_003709837.1.p1
OG0000602	XM_001587809.1.p1	XM_003711413.1.p1
OG0000604	XM_001588443.1.p1	XM_003708863.1.p1
OG0000605	XM_001586293.1.p1	XM_003710877.1.p1
OG0000606	XM_001595043.1.p1	XM_003711577.1.p1, XM_003709305.1.p1, XM_003720779.1.p2
OG0000607	XM_001589312.1.p1	XM_003719213.1.p1, XM_003711771.1.p1, XM_003717700.1.p1, XM_003711603.1.p1, XM_003708883.1.p1, XM_003708933.1.p1, XM_003708647.1.p1
OG0000608	XM_001595749.1.p1, XM_001591676.1.p1, XM_001593335.1.p1	XM_003712485.1.p1
OG0000609	XM_001585822.1.p1	XM_003717312.1.p1
OG0000610	XM_001595781.1.p1	XM_003713550.1.p1
OG0000611	XM_001585353.1.p1, XM_001594265.1.p1	XM_003716459.1.p1, XM_003720025.1.p1
OG0000612	XM_001592026.1.p1	XM_003710297.1.p1
OG0000612	XM_001592563.1.p1	XM_003710605.1.p1
OG0000613	XM_001596401.1.p1	XM_003710869.1.p1
OG0000614	XM_001592514.1.p1	XM_003712539.1.p1
OG0000615	XM_001588339.1.p1	XM_003718216.1.p1
OG0000615	XM_001589297.1.p1, XM_001590992.1.p1	XM_003714411.1.p2
OG0000616	XM_001591761.1.p1	XM_003709406.1.p1
OG0000616	XM_001590356.1.p1, XM_001598433.1.p1	XM_003715756.1.p1
OG0000617	XM_001591023.1.p1	XM_003713432.1.p1, XM_003713929.1.p1
OG0000618	XM_001589354.1.p1	XM_003709968.1.p1
OG0000618	XM_001590988.1.p1	XM_003721148.1.p1
OG0000619	XM_001590964.1.p1	XM_003718451.1.p1
OG0000619	XM_001597383.1.p1	XM_003708880.1.p1
OG0000620	XM_001589418.1.p1	XM_003712952.1.p1
OG0000620	XM_001589600.1.p1	XM_003711998.1.p1
OG0000621	XM_001598602.1.p1	XM_003711316.1.p1
OG0000622	XM_001593138.1.p1	XM_003720495.1.p1, XM_003709210.1.p1
OG0000623	XM_001592910.1.p1	XM_003718857.1.p1
OG0000624	XM_001593803.1.p1	XM_003712483.1.p1
OG0000624	XM_001596379.1.p1	XM_003715781.1.p1, XM_003715780.1.p1
OG0000625	XM_001589667.1.p1	XM_003720811.1.p1
OG0000625	XM_001587433.1.p1	XM_003710805.1.p1
OG0000626	XM_001598192.1.p1	XM_003717897.1.p1
OG0000629	XM_001594794.1.p1	XM_003718381.1.p1
OG0000630	XM_001586280.1.p1	XM_003719477.1.p1, XM_003719377.1.p1, XM_003719281.1.p1
OG0000631	XM_001593422.1.p1	XM_003721130.1.p1
OG0000631	XM_001597381.1.p1	XM_003715364.1.p1
OG0000632	XM_001586769.1.p1	XM_003716589.1.p1
OG0000632	XM_001590674.1.p1	XM_003719631.1.p1
OG0000633	XM_001586741.1.p1	XM_003718007.1.p1
OG0000634	XM_001590366.1.p1	XM_003718267.1.p1
OG0000635	XM_001595650.1.p1	XM_003711906.1.p1
OG0000636	XM_001592755.1.p1	XM_003714093.1.p1
OG0000638	XM_001596614.1.p1	XM_003713698.1.p1
OG0000639	XM_001597675.1.p1	XM_003714476.1.p1
OG0000640	XM_001595226.1.p1	XM_003712775.1.p1
OG0000641	XM_001587532.1.p1	XM_003712073.1.p1, XM_003709429.1.p1, XM_003711363.1.p1, XM_003709461.1.p1
OG0000642	XM_001593873.1.p1	XM_003716735.1.p1
OG0000644	XM_001586412.1.p1	XM_003717084.1.p1
OG0000645	XM_001592588.1.p1	XM_003718723.1.p1
OG0000646	XM_001590729.1.p1	XM_003711885.1.p1
OG0000647	XM_001590735.1.p1	XM_003714190.1.p1, XM_003714913.1.p1
OG0000648	XM_001584952.1.p1	XM_003712395.1.p1
OG0000649	XM_001595966.1.p1, XM_001595965.1.p1	XM_003714209.1.p1, XM_003714210.1.p1
OG0000650	XM_001591192.1.p1	XM_003719781.1.p1, XM_003719780.1.p1
OG0000651	XM_001589867.1.p1	XM_003717258.1.p1
OG0000652	XM_001589897.1.p1	XM_003717234.1.p1
OG0000653	XM_001590014.1.p1	XM_003719842.1.p1, XM_003719843.1.p1
OG0000654	XM_001590171.1.p1	XM_003719728.1.p1
OG0000660	XM_001595546.1.p1	XM_003708862.1.p1, XM_003711122.1.p1, XM_003717371.1.p1, XM_003710500.1.p1, XM_003711637.1.p1, XM_003716866.1.p1, XM_003710657.1.p1, XM_003715607.1.p1, XM_003721169.1.p1, XM_003715772.1.p1
OG0000681	XM_001585960.1.p1	XM_003714863.1.p1, XM_003713045.1.p1
OG0000683	XM_001596111.1.p1	XM_003709400.1.p1
OG0000684	XM_001589899.1.p1	XM_003711536.1.p1, XM_003717952.1.p1, XM_003715667.1.p1
OG0000686	XM_001585755.1.p1, XM_001586710.1.p1	XM_003715386.1.p1
OG0000687	XM_001586378.1.p1	XM_003709447.1.p1, XM_003720337.1.p1
OG0000688	XM_001584956.1.p1	XM_003719437.1.p2
OG0000689	XM_001598930.1.p1	XM_003715842.1.p1
OG0000690	XM_001597178.1.p1	XM_003718914.1.p1
OG0000691	XM_001596841.1.p1, XM_001598866.1.p1	XM_003710048.1.p1
OG0000692	XM_001586983.1.p1, XM_001596690.1.p1	XM_003717444.1.p1, XM_003715741.1.p1
OG0000693	XM_001586996.1.p1	XM_003719521.1.p1
OG0000695	XM_001597686.1.p1	XM_003719578.1.p1
OG0000696	XM_001592962.1.p1	XM_003716796.1.p1
OG0000697	XM_001592059.1.p1	XM_003711486.1.p1
OG0000698	XM_001590537.1.p1	XM_003716899.1.p1
OG0000699	XM_001590475.1.p1	XM_003719637.1.p1
OG0000699	XM_001593484.1.p1	XM_003712142.1.p1
OG0000700	XM_001584906.1.p1, XM_001592747.1.p1	XM_003714857.1.p1
OG0000701	XM_001592679.1.p1	XM_003716204.1.p1
OG0000702	XM_001598084.1.p1	XM_003709628.1.p1
OG0000703	XM_001587072.1.p1	XM_003716229.1.p1
OG0000703	XM_001596650.1.p1	XM_003714705.1.p1
OG0000704	XM_001593468.1.p1, XM_001596068.1.p1, XM_001590206.1.p1	XM_003709502.1.p1
OG0000705	XM_001592386.1.p1	XM_003710647.1.p1
OG0000706	XM_001590210.1.p1	XM_003713808.1.p1
OG0000707	XM_001588042.1.p1	XM_003715182.1.p1
OG0000707	XM_001594347.1.p1	XM_003718342.1.p1
OG0000708	XM_001594380.1.p1	XM_003714572.1.p1
OG0000709	XM_001591620.1.p1	XM_003716380.1.p1
OG0000710	XM_001597093.1.p1	XM_003715305.1.p1, XM_003713284.1.p1
OG0000711	XM_001593541.1.p1	XM_003715478.1.p1
OG0000712	XM_001594045.1.p1	XM_003720586.1.p1
OG0000713	XM_001595178.1.p1	XM_003720535.1.p1
OG0000714	XM_001592758.1.p1	XM_003716956.1.p1
OG0000715	XM_001593006.1.p1	XM_003714012.1.p1
OG0000717	XM_001589673.1.p1, XM_001595545.1.p1	XM_003720232.1.p1
OG0000718	XM_001587897.1.p1	XM_003719218.1.p1, XM_003719510.1.p1, XM_003717587.1.p1, XM_003720280.1.p1
OG0000720	XM_001595292.1.p1	XM_003720514.1.p1, XM_003720515.1.p1
OG0000723	XM_001595072.1.p1	XM_003712927.1.p1, XM_003712812.1.p1
OG0000724	XM_001596093.1.p1	XM_003716987.1.p1
OG0000725	XM_001598507.1.p1	XM_003717213.1.p1
OG0000726	XM_001596814.1.p1	XM_003712162.1.p1
OG0000727	XM_001598010.1.p1	XM_003713575.1.p1
OG0000728	XM_001598003.1.p1	XM_003714179.1.p1
OG0000730	XM_001591735.1.p1, XM_001586365.1.p1, XM_001591601.1.p1	XM_003715538.1.p1
OG0000731	XM_001591997.1.p1	XM_003711376.1.p1
OG0000732	XM_001595471.1.p1, XM_001596438.1.p1, XM_001584784.1.p1	XM_003718845.1.p1
OG0000733	XM_001594881.1.p1	XM_003717535.1.p1
OG0000733	XM_001586166.1.p1	XM_003710596.1.p1
OG0000734	XM_001597214.1.p1, XM_001595928.1.p1	XM_003717153.1.p1, XM_003715974.1.p1, XM_003720285.1.p1
OG0000735	XM_001586874.1.p1	XM_003716331.1.p1
OG0000735	XM_001595974.1.p1	XM_003717853.1.p1
OG0000737	XM_001586489.1.p1	XM_003712824.1.p1
OG0000738	XM_001588106.1.p1	XM_003711357.1.p1
OG0000739	XM_001588421.1.p1	XM_003718868.1.p1
OG0000740	XM_001590418.1.p1, XM_001598607.1.p1	XM_003711618.1.p1
OG0000742	XM_001597597.1.p1	XM_003713175.1.p1
OG0000743	XM_001598675.1.p1	XM_003712272.1.p1
OG0000745	XM_001593026.1.p1, XM_001595874.1.p1	XM_003714842.1.p1
OG0000746	XM_001593980.1.p1	XM_003720773.1.p1
OG0000746	XM_001596340.1.p1	XM_003710392.1.p1
OG0000747	XM_001592860.1.p1, XM_001594350.1.p1	XM_016990566.1.p1, XM_003721432.1.p1, XM_003719184.1.p1
OG0000748	XM_001589464.1.p1, XM_001589467.1.p1, XM_001589863.1.p1	XM_003709764.1.p1
OG0000749	XM_001594373.1.p1	XM_003710005.1.p1
OG0000751	XM_001586069.1.p1	XM_003714582.1.p1
OG0000752	XM_001594710.1.p1	XM_003714967.1.p1
OG0000753	XM_001597364.1.p1	XM_003717169.1.p1
OG0000753	XM_001595651.1.p1	XM_003712177.1.p1
OG0000755	XM_001592450.1.p1	XM_003718992.1.p1
OG0000756	XM_001587757.1.p1	XM_003716350.1.p1
OG0000756	XM_001588139.1.p1	XM_003716062.1.p1
OG0000757	XM_001587731.1.p1	XM_003716401.1.p1
OG0000758	XM_001587676.1.p1	XM_003716358.1.p1
OG0000758	XM_001591506.1.p1	XM_003709766.1.p1
OG0000759	XM_001591970.1.p1, XM_001586952.1.p1	XM_003718066.1.p1
OG0000760	XM_001592816.1.p1	XM_003717445.1.p1
OG0000761	XM_001598429.1.p1	XM_003719813.1.p1
OG0000762	XM_001597935.1.p1	XM_003712798.1.p1
OG0000763	XM_001585675.1.p1	XM_003714908.1.p1
OG0000764	XM_001591330.1.p1, XM_001595123.1.p1	XM_003720819.1.p1
OG0000764	XM_001587474.1.p1	XM_003718142.1.p1
OG0000765	XM_001585468.1.p1	XM_003714290.1.p1
OG0000766	XM_001592782.1.p1	XM_003709185.1.p1
OG0000768	XM_001593314.1.p1	XM_003714861.1.p1, XM_003718017.1.p1, XM_003713337.1.p1, XM_003713336.1.p1, XM_003709453.1.p1
OG0000769	XM_001596308.1.p1	XM_003720954.1.p1
OG0000770	XM_001596306.1.p1	XM_003714337.1.p1
OG0000771	XM_001589657.1.p1	XM_003720861.1.p1
OG0000772	XM_001596637.1.p1	XM_003709906.1.p1
OG0000773	XM_001584780.1.p1	XM_003714498.1.p2
OG0000774	XM_001589984.1.p1	XM_003720468.1.p1
OG0000774	XM_001596764.1.p1	XM_003715244.1.p1
OG0000776	XM_001597658.1.p1	XM_003711904.1.p1
OG0000777	XM_001590013.1.p1	XM_003715097.1.p1
OG0000778	XM_001591599.1.p1	XM_003710144.1.p1, XM_003712975.1.p1, XM_003719450.1.p1, XM_003717670.1.p1, XM_003711124.1.p1, XM_003716278.1.p1, XM_003713296.1.p1
OG0000779	XM_001597782.1.p1	XM_003711641.1.p1, XM_003708708.1.p1, XM_003712581.1.p1
OG0000780	XM_001597851.1.p1	XM_003717811.1.p1
OG0000781	XM_001592071.1.p1	XM_003711509.1.p1, XM_003712498.1.p1, XM_003720215.1.p1, XM_003709802.1.p1
OG0000782	XM_001595201.1.p1	XM_003712710.1.p1
OG0000783	XM_001592451.1.p1	XM_003720540.1.p1
OG0000783	XM_001595187.1.p1	XM_003709440.1.p1
OG0000784	XM_001587319.1.p1	XM_003717116.1.p1
OG0000785	XM_001594102.1.p1, XM_001587396.1.p1	XM_003712521.1.p1
OG0000786	XM_001593742.1.p1	XM_003709562.1.p1
OG0000788	XM_001584792.1.p1	XM_003720759.1.p1
OG0000789	XM_001591834.1.p1	XM_003713730.1.p1
OG0000790	XM_001586535.1.p1	XM_003713782.1.p1
OG0000791	XM_001591637.1.p1	XM_003713778.1.p1
OG0000792	XM_001590463.1.p1	XM_003711125.1.p1, XM_003711692.1.p1, XM_003712624.1.p1
OG0000793	XM_001589734.1.p1	XM_003715671.1.p1
OG0000794	XM_001592294.1.p1, XM_001598854.1.p1	XM_003712382.1.p1, XM_003720421.1.p1
OG0000794	XM_001591407.1.p1	XM_003713443.1.p1
OG0000795	XM_001591647.1.p1	XM_003716415.1.p1, XM_003715001.1.p1
OG0000796	XM_001584508.1.p1	XM_003716881.1.p1
OG0000797	XM_001585263.1.p1	XM_003720757.1.p1, XM_003720426.1.p1, XM_003712258.1.p1
OG0000798	XM_001592265.1.p1, XM_001586338.1.p1	XM_003710206.1.p1, XM_003711116.1.p1, XM_003711583.1.p1, XM_003718449.1.p1
OG0000801	XM_001593257.1.p1	XM_003713973.1.p1, XM_003720237.1.p1
OG0000803	XM_001589586.1.p1	XM_003709484.1.p1, XM_003710717.1.p1, XM_003718827.1.p1, XM_003714873.1.p1, XM_003711103.1.p1, XM_003712988.1.p1, XM_003719363.1.p1
OG0000849	XM_001589840.1.p1	XM_003718535.1.p1
OG0000851	XM_001589260.1.p1	XM_003714477.1.p1
OG0000851	XM_001587235.1.p1	XM_003712404.1.p1
OG0000853	XM_001595311.1.p1	XM_003720161.1.p1
OG0000854	XM_001593172.1.p1	XM_003716887.1.p1
OG0000854	XM_001595664.1.p1	XM_003714228.1.p1
OG0000857	XM_001585431.1.p1, XM_001589416.1.p1	XM_003712948.1.p1
OG0000858	XM_001597475.1.p1	XM_003714107.1.p1
OG0000859	XM_001585257.1.p1	XM_003714405.1.p1
OG0000860	XM_001592822.1.p1, XM_001590758.1.p1	XM_003713916.1.p1
OG0000861	XM_001590056.1.p1, XM_001593151.1.p1	XM_003712261.1.p1
OG0000861	XM_001594766.1.p1	XM_003719755.1.p1
OG0000862	XM_001591099.1.p1	XM_003719872.1.p1
OG0000862	XM_001592260.1.p1	XM_003709544.1.p1
OG0000863	XM_001598485.1.p1	XM_003717209.1.p1
OG0000864	XM_001589036.1.p1	XM_003715125.1.p1
OG0000864	XM_001592840.1.p1	XM_003712013.1.p1
OG0000865	XM_001598326.1.p1	XM_003712182.1.p1
OG0000865	XM_001594524.1.p1	XM_003717538.1.p1
OG0000867	XM_001592118.1.p1	XM_003711134.1.p1
OG0000868	XM_001597680.1.p1	XM_003711996.1.p1
OG0000870	XM_001597050.1.p1	XM_003709191.1.p1
OG0000871	XM_001596910.1.p1	XM_003713490.1.p1
OG0000872	XM_001591546.1.p1, XM_001590227.1.p1	XM_003716580.1.p1
OG0000873	XM_001584735.1.p1	XM_003710377.1.p1, XM_003711254.1.p1
OG0000874	XM_001585626.1.p1	XM_003717668.1.p1
OG0000875	XM_001593845.1.p1	XM_003713850.1.p1, XM_003717767.1.p1, XM_003717766.1.p1
OG0000876	XM_001585077.1.p1, XM_001598283.1.p1, XM_001596433.1.p1	XM_003720907.1.p1
OG0000877	XM_001592045.1.p1	XM_003719479.1.p1, XM_003711137.1.p1
OG0000878	XM_001597928.1.p1	XM_003711913.1.p1
OG0000879	XM_001594949.1.p1	XM_003719267.1.p1
OG0000880	XM_001590536.1.p1	XM_003714914.1.p1
OG0000881	XM_001592700.1.p1	XM_003714197.1.p1
OG0000882	XM_001594099.1.p1	XM_003712398.1.p1, XM_003717509.1.p1
OG0000883	XM_001590066.1.p1	XM_003712852.1.p1
OG0000884	XM_001589983.1.p1	XM_003711552.1.p1
OG0000885	XM_001594281.1.p1, XM_001596081.1.p1, XM_001598377.1.p1, XM_001590310.1.p1	XM_003721250.1.p1
OG0000886	XM_001596807.1.p1	XM_003710100.1.p1
OG0000886	XM_001586833.1.p1	XM_003715906.1.p1
OG0000887	XM_001585183.1.p1	XM_003711985.1.p1
OG0000888	XM_001598811.1.p1	XM_003714769.1.p1, XM_003715846.1.p1
OG0000889	XM_001593531.1.p1	XM_003715378.1.p1, XM_003715377.1.p1
OG0000890	XM_001594041.1.p1	XM_003716200.1.p2
OG0000891	XM_001588984.1.p1	XM_003712678.1.p1
OG0000892	XM_001595655.1.p1	XM_003719847.1.p1
OG0000893	XM_001587349.1.p1	XM_003712691.1.p1
OG0000894	XM_001588147.1.p1, XM_001584614.1.p1	XM_003717869.1.p1
OG0000895	XM_001593426.1.p1, XM_001585222.1.p1	XM_003717625.1.p1
OG0000896	XM_001587430.1.p1	XM_003715193.1.p1
OG0000897	XM_001584839.1.p1	XM_003720651.1.p1
OG0000898	XM_001595316.1.p1	XM_003720714.1.p1
OG0000900	XM_001592155.1.p1	XM_003712317.1.p1
OG0000901	XM_001587500.1.p1, XM_001595026.1.p1	XM_003720746.1.p1
OG0000902	XM_001589349.1.p1	XM_003709973.1.p1
OG0000903	XM_001589310.1.p1	XM_003714508.1.p1
OG0000904	XM_001589274.1.p1	XM_003712000.1.p1, XM_003721448.1.p1, XM_003717672.1.p1, XM_003714877.1.p1, XM_003715584.1.p1
OG0000905	XM_001585490.1.p1	XM_003719953.1.p1
OG0000906	XM_001585664.1.p1	XM_003714447.1.p1
OG0000907	XM_001598473.1.p1	XM_003717279.1.p1
OG0000908	XM_001598421.1.p1	XM_003717108.1.p1
OG0000909	XM_001585850.1.p1	XM_003716259.1.p1
OG0000910	XM_001585978.1.p1	XM_003715054.1.p1, XM_003715053.1.p1
OG0000911	XM_001592009.1.p1	XM_003714566.1.p1
OG0000911	XM_001586023.1.p1	XM_003720971.1.p1
OG0000912	XM_001591972.1.p1	XM_003714611.1.p1
OG0000913	XM_001587954.1.p1	XM_003711331.1.p1
OG0000914	XM_001588938.1.p1, XM_001596624.1.p1	XM_003709954.1.p1
OG0000915	XM_001589716.1.p1	XM_003716994.1.p1
OG0000916	XM_001586143.1.p1	XM_003709904.1.p1
OG0000917	XM_001586984.1.p1, XM_001586202.1.p1	XM_003715581.1.p1, XM_003721363.1.p1
OG0000918	XM_001585357.1.p1	XM_003718961.1.p1
OG0000919	XM_001595755.1.p1	XM_003717882.1.p1
OG0000920	XM_001595751.1.p1	XM_003716904.1.p1, XM_003710985.1.p1
OG0000921	XM_001586426.1.p1	XM_003710271.1.p1
OG0000922	XM_001586461.1.p1	XM_003712435.1.p1
OG0000923	XM_001588156.1.p1	XM_003717936.1.p1
OG0000924	XM_001588165.1.p1	XM_003716875.1.p1
OG0000925	XM_001588295.1.p1	XM_003718137.1.p1
OG0000926	XM_001588337.1.p1	XM_003715462.1.p1
OG0000927	XM_001595479.1.p1, XM_001588495.1.p1	XM_003715875.1.p1, XM_003713152.1.p2, XM_003715686.1.p1
OG0000928	XM_001590561.1.p1	XM_003720803.1.p1, XM_003714312.1.p1
OG0000929	XM_001590628.1.p1	XM_003714370.1.p1
OG0000930	XM_001590812.1.p1	XM_003715258.1.p1, XM_003715259.1.p1
OG0000931	XM_001590956.1.p1	XM_003709351.1.p1
OG0000932	XM_001592461.1.p1	XM_003710490.1.p1
