Orthogroup	Sclerotinia_sclerotiorum	Fusarium_graminearum
OG0000331	XM_001592377.1.p1	XM_011324255.1.p1, XM_011328992.1.p1, XM_011320013.1.p1, XM_011318667.1.p1, XM_011329901.1.p1
OG0000332	XM_001596509.1.p1	XM_011318331.1.p1
OG0000333	XM_001596284.1.p1	XM_011321725.1.p1
OG0000333	XM_001587094.1.p1	XM_011330041.1.p1
OG0000334	XM_001598279.1.p1	XM_011324970.1.p1
OG0000338	XM_001598065.1.p1	XM_011328937.1.p1
OG0000339	XM_001588947.1.p1	XM_011328691.1.p1
OG0000339	XM_001588068.1.p1	XM_011324402.1.p1
OG0000340	XM_001592926.1.p1	XM_011318295.1.p1
OG0000341	XM_001597803.1.p1	XM_011320988.1.p1, XM_011327710.1.p1, XM_011327709.1.p1, XM_011324570.1.p1, XM_011320037.1.p1, XM_011327412.1.p1
OG0000365	XM_001596349.1.p1	XM_011319887.1.p1, XM_011323755.1.p1, XM_011324460.1.p1
OG0000366	XM_001591786.1.p1	XM_011321684.1.p1
OG0000366	XM_001594131.1.p1, XM_001592707.1.p1	XM_011330294.1.p1, XM_011319933.1.p1
OG0000368	XM_001586938.1.p1	XM_011319592.1.p1
OG0000368	XM_001588755.1.p1, XM_001584513.1.p1	XM_011320590.1.p1
OG0000369	XM_001586015.1.p1	XM_011321715.1.p1
OG0000369	XM_001591969.1.p1	XM_011324328.1.p1
OG0000369	XM_001587228.1.p1	XM_011318107.1.p1
OG0000371	XM_001591234.1.p1	XM_011329472.1.p1
OG0000371	XM_001594454.1.p1	XM_011321954.1.p1
OG0000372	XM_001584646.1.p1	XM_011329270.1.p1
OG0000372	XM_001596426.1.p1	XM_011327941.1.p1, XM_011327462.1.p1, XM_011328685.1.p1, XM_011323790.1.p1, XM_011323344.1.p1
OG0000373	XM_001590593.1.p1, XM_001585633.1.p1	XM_011327589.1.p1
OG0000374	XM_001587306.1.p1	XM_011326201.1.p1
OG0000375	XM_001595569.1.p1	XM_011320923.1.p1
OG0000376	XM_001594730.1.p1	XM_011322160.1.p1
OG0000377	XM_001587924.1.p1	XM_011328909.1.p1
OG0000378	XM_001588079.1.p1	XM_011320723.1.p1
OG0000378	XM_001590690.1.p1	XM_011323038.1.p1
OG0000378	XM_001596537.1.p1	XM_011328209.1.p1
OG0000379	XM_001586451.1.p1	XM_011319462.1.p1
OG0000380	XM_001595247.1.p1	XM_011319631.1.p1, XM_011326874.1.p1
OG0000381	XM_001585956.1.p1	XM_011323394.1.p1, XM_011329636.1.p1
OG0000382	XM_001584950.1.p1	XM_011329660.1.p1
OG0000382	XM_001595688.1.p1	XM_011327360.1.p1
OG0000383	XM_001597194.1.p1	XM_011325883.1.p1
OG0000383	XM_001596042.1.p1	XM_011325551.1.p1
OG0000384	XM_001589597.1.p1	XM_011329710.1.p1, XM_011325448.1.p1
OG0000384	XM_001590323.1.p1	XM_011329216.1.p1, XM_011324461.1.p1, XM_011319407.1.p1
OG0000386	XM_001585159.1.p1	XM_011322711.1.p1
OG0000386	XM_001588104.1.p1	XM_011320184.1.p1
OG0000387	XM_001591137.1.p1	XM_011319136.1.p1
OG0000387	XM_001593237.1.p1	XM_011330317.1.p1
OG0000388	XM_001596277.1.p1	XM_011318273.1.p1
OG0000388	XM_001586516.1.p1	XM_011328666.1.p1
OG0000389	XM_001591603.1.p1	XM_011319952.1.p1, XM_011327920.1.p1
OG0000389	XM_001596455.1.p1	XM_011323972.1.p1
OG0000390	XM_001589280.1.p1	XM_011328386.1.p1
OG0000391	XM_001589004.1.p1	XM_011328276.1.p1
OG0000392	XM_001589028.1.p1	XM_011330567.1.p1
OG0000393	XM_001595140.1.p1	XM_011324714.1.p1
OG0000394	XM_001585288.1.p1	XM_011328687.1.p1
OG0000394	XM_001595033.1.p1	XM_011321700.1.p1
OG0000395	XM_001590231.1.p1	XM_011320024.1.p1
OG0000395	XM_001589773.1.p1	XM_011326795.1.p1
OG0000396	XM_001584622.1.p1	XM_011328479.1.p1
OG0000396	XM_001585072.1.p1	XM_011320458.1.p1, XM_011323801.1.p1
OG0000397	XM_001590018.1.p1	XM_011325687.1.p1
OG0000397	XM_001590603.1.p1	XM_011325513.1.p1
OG0000398	XM_001591123.1.p1	XM_011326605.1.p1
OG0000425	XM_001585959.1.p1	XM_011324867.1.p1
OG0000427	XM_001586521.1.p1	XM_011325720.1.p1
OG0000427	XM_001592419.1.p1	XM_011318466.1.p1
OG0000428	XM_001585625.1.p1	XM_011324121.1.p1, XM_011325228.1.p1, XM_011323535.1.p1, XM_011325037.1.p1, XM_011325089.1.p1
OG0000428	XM_001590888.1.p1	XM_011324182.1.p1, XM_011319690.1.p1, XM_011323287.1.p1
OG0000429	XM_001596902.1.p1	XM_011318637.1.p1
OG0000430	XM_001593458.1.p1	XM_011319798.1.p1
OG0000431	XM_001594441.1.p1	XM_011318082.1.p1
OG0000431	XM_001594442.1.p1	XM_011318081.1.p1
OG0000433	XM_001587880.1.p1	XM_011327290.1.p1
OG0000433	XM_001592690.1.p1	XM_011318146.1.p1
OG0000435	XM_001594707.1.p1, XM_001588033.1.p1	XM_011320497.1.p1
OG0000435	XM_001595847.1.p1	XM_011319840.1.p1
OG0000436	XM_001592851.1.p1	XM_011318189.1.p1
OG0000436	XM_001594381.1.p1	XM_011318842.1.p1
OG0000437	XM_001593828.1.p1, XM_001591024.1.p1	XM_011326986.1.p1, XM_011323932.1.p1
OG0000438	XM_001596549.1.p1	XM_011324251.1.p1, XM_011323565.1.p1
OG0000439	XM_001584830.1.p1, XM_001587578.1.p1	XM_011319687.1.p1
OG0000440	XM_001592836.1.p1	XM_011318183.1.p1
OG0000440	XM_001585696.1.p1	XM_011323869.1.p1, XM_011322519.1.p1, XM_011317400.1.p1
OG0000441	XM_001596619.1.p1	XM_011326229.1.p1
OG0000442	XM_001591672.1.p1, XM_001588523.1.p1	XM_011324907.1.p1
OG0000442	XM_001589749.1.p1	XM_011330556.1.p1, XM_011329211.1.p1, XM_011323718.1.p1
OG0000443	XM_001587955.1.p1, XM_001585245.1.p1, XM_001585973.1.p1	XM_011319975.1.p1
OG0000444	XM_001598489.1.p1	XM_011322774.1.p1
OG0000445	XM_001589340.1.p1	XM_011318497.1.p1
OG0000445	XM_001586411.1.p1	XM_011328253.1.p1
OG0000447	XM_001598638.1.p1	XM_011327973.1.p1
OG0000448	XM_001587120.1.p1	XM_011322849.1.p1
OG0000449	XM_001592844.1.p1	XM_011324837.1.p1, XM_011326677.1.p1, XM_011325012.1.p1, XM_011324763.1.p1, XM_011319376.1.p1, XM_011327703.1.p1
OG0000450	XM_001596103.1.p1, XM_001598362.1.p1	XM_011326150.1.p1
OG0000451	XM_001593295.1.p1, XM_001598316.1.p1	XM_011321143.1.p1
OG0000452	XM_001593840.1.p1	XM_011324202.1.p1
OG0000452	XM_001598313.1.p1	XM_011321905.1.p1
OG0000453	XM_001592817.1.p1	XM_011319229.1.p1
OG0000453	XM_001585350.1.p1	XM_011321140.1.p1, XM_011329319.1.p1
OG0000454	XM_001594215.1.p1	XM_011318835.1.p1
OG0000455	XM_001590945.1.p1	XM_011319043.1.p1
OG0000455	XM_001597585.1.p1	XM_011317996.1.p1
OG0000456	XM_001598556.1.p1	XM_011329038.1.p1, XM_011326450.1.p1
OG0000457	XM_001587224.1.p1	XM_011325370.1.p1
OG0000458	XM_001597703.1.p1	XM_011325290.1.p1
OG0000459	XM_001586561.1.p1	XM_011319614.1.p1
OG0000460	XM_001591933.1.p1	XM_011319894.1.p1, XM_011317482.1.p1
OG0000460	XM_001587571.1.p1	XM_011324711.1.p1
OG0000461	XM_001590012.1.p1	XM_011325336.1.p1
OG0000461	XM_001591479.1.p1	XM_011328675.1.p1
OG0000463	XM_001595885.1.p1	XM_011320333.1.p1, XM_011319999.1.p1, XM_011327908.1.p1, XM_011329118.1.p1, XM_011326103.1.p1, XM_011322967.1.p1, XM_011327019.1.p1, XM_011323759.1.p1, XM_011327016.1.p1, XM_011324184.1.p1
OG0000464	XM_001598633.1.p1	XM_011330367.1.p1
OG0000464	XM_001586476.1.p1	XM_011330400.1.p1
OG0000483	XM_001585437.1.p1	XM_011325683.1.p1
OG0000483	XM_001586040.1.p1	XM_011321553.1.p1
OG0000484	XM_001595705.1.p1	XM_011320744.1.p1
OG0000486	XM_001585913.1.p1	XM_011329551.1.p1
OG0000487	XM_001594577.1.p1	XM_011318682.1.p1
OG0000487	XM_001585929.1.p1	XM_011326755.1.p1
OG0000488	XM_001594675.1.p1, XM_001592144.1.p1	XM_011320998.1.p1, XM_011322589.1.p1
OG0000489	XM_001591061.1.p1	XM_011318675.1.p1
OG0000490	XM_001591069.1.p1	XM_011327087.1.p1, XM_011325881.1.p1
OG0000492	XM_001597732.1.p1	XM_011319123.1.p1
OG0000492	XM_001594531.1.p1	XM_011322146.1.p1
OG0000495	XM_001584773.1.p1	XM_011328177.1.p1
OG0000495	XM_001595211.1.p1	XM_011323213.1.p1
OG0000497	XM_001590113.1.p1	XM_011319445.1.p1, XM_011319444.1.p1
OG0000498	XM_001596005.1.p1	XM_011321811.1.p1
OG0000499	XM_001585254.1.p1	XM_011321771.1.p1
OG0000499	XM_001585145.1.p1	XM_011330471.1.p1
OG0000500	XM_001597450.1.p1	XM_011317758.1.p1
OG0000501	XM_001590763.1.p1	XM_011329768.1.p1
OG0000501	XM_001594596.1.p1	XM_011318689.1.p1
OG0000502	XM_001595590.1.p1	XM_011320473.1.p1
OG0000502	XM_001586737.1.p1	XM_011326640.1.p1
OG0000503	XM_001585458.1.p1	XM_011323836.1.p1, XM_011317589.1.p1, XM_011327027.1.p1
OG0000503	XM_001593721.1.p1	XM_011330397.1.p1
OG0000504	XM_001597532.1.p1, XM_001588385.1.p1, XM_001598113.1.p1	XM_011323539.1.p1
OG0000505	XM_001593339.1.p1	XM_011318300.1.p1
OG0000505	XM_001595888.1.p1	XM_011321663.1.p1
OG0000506	XM_001592376.1.p1	XM_011329902.1.p1
OG0000506	XM_001596584.1.p1	XM_011330255.1.p1
OG0000507	XM_001598498.1.p1	XM_011328332.1.p1
OG0000507	XM_001596182.1.p1	XM_011329927.1.p1
OG0000508	XM_001592491.1.p1	XM_011318623.1.p1
OG0000509	XM_001596341.1.p1	XM_011318276.1.p1
OG0000509	XM_001592574.1.p1	XM_011321380.1.p1, XM_011323429.1.p1
OG0000510	XM_001589200.1.p1	XM_011317859.1.p1
OG0000510	XM_001592573.1.p1	XM_011327642.1.p1
OG0000511	XM_001588302.1.p1	XM_011320567.1.p1
OG0000512	XM_001593161.1.p1	XM_011326047.1.p1, XM_011319100.1.p1, XM_011325107.1.p1
OG0000513	XM_001586220.1.p1	XM_011326014.1.p1
OG0000513	XM_001597022.1.p1	XM_011328799.1.p1
OG0000514	XM_001590091.1.p1	XM_011322467.1.p1
OG0000514	XM_001597558.1.p1	XM_011322520.1.p1
OG0000515	XM_001589387.1.p1	XM_011324963.1.p1, XM_011327112.1.p1, XM_011323236.1.p1, XM_011319941.1.p1, XM_011317517.1.p1, XM_011324128.1.p1, XM_011320205.1.p1
OG0000516	XM_001594601.1.p1	XM_011328192.1.p1
OG0000516	XM_001592146.1.p1	XM_011326157.1.p1
OG0000517	XM_001585855.1.p1	XM_011322318.1.p1, XM_011319097.1.p1, XM_011319685.1.p1
OG0000518	XM_001597487.1.p1	XM_011324858.1.p1, XM_011323576.1.p1
OG0000520	XM_001586662.1.p1	XM_011328369.1.p1
OG0000522	XM_001590375.1.p1	XM_011330120.1.p1, XM_011320929.1.p1
OG0000523	XM_001595596.1.p1	XM_011318919.1.p1
OG0000525	XM_001596825.1.p1	XM_011329449.1.p1, XM_011324218.1.p1, XM_011329261.1.p1, XM_011330452.1.p1, XM_011329442.1.p1, XM_011327508.1.p1, XM_011330448.1.p1, XM_011329843.1.p1
OG0000526	XM_001597112.1.p1	XM_011329731.1.p1
OG0000526	XM_001591627.1.p1	XM_011325670.1.p1
OG0000529	XM_001587359.1.p1	XM_011319869.1.p1
OG0000529	XM_001593419.1.p1	XM_011317488.1.p1
OG0000530	XM_001593662.1.p1	XM_011318695.1.p1, XM_011329294.1.p1, XM_011326583.1.p1, XM_011324741.1.p1, XM_011326804.1.p1, XM_011329295.1.p1
OG0000531	XM_001591780.1.p1	XM_011324854.1.p1, XM_011319978.1.p1
OG0000531	XM_001593646.1.p1	XM_011330365.1.p1, XM_011327675.1.p1, XM_011324301.1.p1
OG0000532	XM_001591640.1.p1	XM_011328754.1.p1
OG0000533	XM_001592277.1.p1	XM_011317986.1.p1
OG0000534	XM_001592471.1.p1	XM_011317437.1.p1, XM_011327983.1.p1, XM_011323891.1.p1, XM_011319965.1.p1, XM_011327671.1.p1, XM_011319424.1.p1, XM_011323607.1.p1, XM_011317370.1.p1, XM_011328976.1.p1
OG0000535	XM_001589846.1.p1	XM_011323872.1.p1
OG0000537	XM_001591152.1.p1	XM_011318115.1.p1, XM_011328609.1.p1
OG0000538	XM_001589957.1.p1	XM_011327757.1.p1, XM_011325799.1.p1
OG0000572	XM_001589225.1.p1	XM_011318584.1.p1
OG0000572	XM_001588923.1.p1	XM_011320964.1.p1
OG0000573	XM_001588787.1.p1	XM_011322893.1.p1
OG0000574	XM_001596577.1.p1	XM_011317959.1.p1
OG0000574	XM_001594412.1.p1	XM_011318569.1.p1
OG0000575	XM_001596435.1.p1	XM_011326505.1.p1
OG0000575	XM_001595405.1.p1	XM_011319588.1.p1, XM_011326104.1.p1, XM_011319230.1.p1
OG0000576	XM_001587654.1.p1	XM_011329077.1.p1
OG0000577	XM_001598807.1.p1	XM_011325684.1.p1
OG0000579	XM_001592955.1.p1, XM_001588227.1.p1	XM_011325387.1.p1
OG0000580	XM_001585637.1.p1	XM_011328026.1.p1
OG0000580	XM_001586145.1.p1	XM_011329368.1.p1
OG0000581	XM_001593087.1.p1	XM_011327338.1.p1
OG0000582	XM_001585910.1.p1	XM_011325536.1.p1
OG0000582	XM_001597032.1.p1	XM_011324556.1.p1
OG0000583	XM_001596733.1.p1	XM_011326119.1.p1
OG0000584	XM_001598928.1.p1	XM_011322809.1.p1
OG0000585	XM_001592833.1.p1	XM_011318156.1.p1
OG0000585	XM_001587685.1.p1	XM_011318723.1.p1
OG0000586	XM_001591019.1.p1	XM_011328727.1.p1
OG0000586	XM_001593217.1.p1	XM_011318336.1.p1
OG0000588	XM_001590788.1.p1	XM_011324192.1.p1
OG0000588	XM_001598587.1.p1, XM_001588469.1.p1	XM_011321136.1.p1, XM_011319847.1.p1
OG0000589	XM_001593375.1.p1	XM_011325502.1.p1
OG0000589	XM_001586302.1.p1	XM_011323878.1.p1
OG0000590	XM_001594207.1.p1, XM_001589029.1.p1	XM_011322275.1.p1, XM_011329452.1.p1
OG0000590	XM_001588396.1.p1	XM_011327196.1.p1
OG0000591	XM_001594928.1.p1	XM_011318032.1.p1, XM_011323542.1.p1
OG0000591	XM_001597768.1.p1	XM_011326409.1.p1
OG0000592	XM_001584658.1.p1	XM_011322579.1.p1
OG0000592	XM_001590285.1.p1	XM_011319543.1.p1, XM_011322485.1.p1
OG0000593	XM_001594465.1.p1	XM_011321851.1.p1
OG0000593	XM_001592658.1.p1	XM_011328154.1.p1
OG0000594	XM_001591636.1.p1	XM_011330441.1.p1
OG0000594	XM_001587063.1.p1	XM_011317292.1.p1, XM_011324830.1.p1, XM_011322333.1.p1, XM_011327599.1.p1
OG0000595	XM_001595328.1.p1	XM_011324729.1.p1
OG0000595	XM_001595547.1.p1	XM_011326020.1.p1
OG0000596	XM_001593595.1.p1	XM_011320825.1.p1
OG0000596	XM_001588276.1.p1	XM_011320808.1.p1
OG0000596	XM_001585300.1.p1	XM_011328068.1.p1
OG0000597	XM_001591625.1.p1	XM_011325667.1.p1
OG0000598	XM_001590038.1.p1	XM_011319627.1.p1, XM_011319626.1.p1
OG0000598	XM_001590058.1.p1	XM_011320371.1.p1
OG0000599	XM_001593857.1.p1	XM_011326470.1.p1
OG0000599	XM_001585349.1.p1	XM_011323679.1.p2
OG0000600	XM_001593005.1.p1	XM_011326988.1.p1, XM_011318218.1.p1
OG0000601	XM_001593383.1.p1, XM_001593382.1.p1	XM_011320834.1.p1
OG0000602	XM_001587809.1.p1	XM_011323476.1.p1, XM_011323689.1.p1, XM_011318708.1.p1, XM_011330409.1.p1, XM_011321368.1.p1
OG0000603	XM_001588641.1.p1	XM_011319893.1.p1
OG0000604	XM_001584794.1.p1	XM_011330343.1.p1
OG0000605	XM_001586293.1.p1	XM_011318714.1.p1
OG0000606	XM_001595043.1.p1	XM_011327808.1.p1, XM_011327275.1.p1, XM_011323985.1.p1, XM_011329290.1.p1
OG0000607	XM_001589312.1.p1	XM_011327166.1.p1, XM_011322963.1.p1
OG0000609	XM_001585822.1.p1	XM_011326873.1.p1, XM_011324842.1.p1, XM_011324882.1.p1
OG0000610	XM_001595781.1.p1	XM_011318719.1.p1
OG0000610	XM_001585521.1.p1	XM_011317368.1.p1, XM_011327837.1.p1, XM_011322443.1.p1
OG0000611	XM_001585353.1.p1, XM_001594265.1.p1	XM_011319098.1.p1
OG0000612	XM_001592026.1.p1	XM_011319600.1.p1
OG0000614	XM_001592514.1.p1	XM_011323300.1.p1
OG0000615	XM_001588339.1.p1	XM_011320761.1.p2
OG0000615	XM_001589297.1.p1, XM_001590992.1.p1	XM_011326573.1.p1
OG0000616	XM_001591761.1.p1	XM_011323884.1.p1, XM_011319409.1.p1
OG0000616	XM_001590356.1.p1, XM_001598433.1.p1	XM_011324737.1.p1
OG0000617	XM_001591023.1.p1	XM_011327335.1.p1, XM_011323974.1.p1
OG0000617	XM_001588951.1.p1	XM_011319706.1.p1
OG0000618	XM_001589354.1.p1	XM_011328229.1.p1
OG0000618	XM_001590988.1.p1	XM_011324469.1.p1, XM_011317484.1.p1
OG0000619	XM_001590964.1.p1	XM_011329170.1.p1
OG0000619	XM_001597383.1.p1	XM_011319720.1.p1, XM_011325360.1.p1
OG0000620	XM_001589418.1.p1	XM_011325975.1.p1
OG0000620	XM_001589600.1.p1	XM_011319525.1.p1
OG0000621	XM_001598602.1.p1	XM_011326480.1.p1
OG0000622	XM_001593138.1.p1	XM_011318876.1.p1, XM_011325347.1.p1
OG0000623	XM_001592910.1.p1	XM_011328419.1.p1
OG0000624	XM_001596379.1.p1	XM_011329015.1.p1
OG0000625	XM_001589667.1.p1	XM_011322731.1.p1
OG0000625	XM_001587433.1.p1	XM_011319536.1.p1
OG0000626	XM_001598192.1.p1	XM_011324224.1.p1, XM_011321666.1.p1
OG0000627	XM_001585262.1.p1	XM_011324376.1.p1
OG0000629	XM_001594794.1.p1	XM_011327927.1.p1, XM_011329885.1.p1
OG0000630	XM_001586280.1.p1	XM_011324869.1.p1, XM_011322066.1.p1, XM_011327850.1.p1, XM_011324011.1.p1, XM_011323949.1.p1, XM_011328962.1.p1
OG0000631	XM_001593422.1.p1	XM_011317486.1.p1
OG0000631	XM_001597381.1.p1	XM_011318922.1.p1
OG0000632	XM_001586769.1.p1	XM_011326670.1.p2, XM_011326669.1.p1
OG0000632	XM_001590674.1.p1	XM_011329665.1.p1
OG0000633	XM_001586741.1.p1	XM_011327321.1.p1
OG0000634	XM_001590366.1.p1	XM_011320765.1.p1
OG0000635	XM_001595650.1.p1	XM_011329225.1.p1, XM_011321277.1.p1, XM_011327601.1.p1, XM_011325308.1.p1
OG0000636	XM_001592755.1.p1	XM_011318052.1.p1
OG0000637	XM_001593020.1.p1	XM_011317606.1.p1, XM_011330444.1.p1, XM_011323715.1.p1, XM_011326024.1.p1, XM_011324547.1.p1, XM_011317310.1.p1, XM_011324434.1.p1, XM_011322264.1.p1, XM_011320993.1.p1
OG0000638	XM_001596614.1.p1	XM_011317809.1.p1
OG0000639	XM_001597675.1.p1	XM_011329817.1.p1
OG0000640	XM_001595226.1.p1	XM_011320206.1.p1
OG0000641	XM_001587532.1.p1	XM_011327488.1.p1, XM_011326824.1.p1, XM_011328205.1.p1, XM_011319770.1.p1, XM_011318542.1.p1
OG0000642	XM_001593873.1.p1	XM_011317677.1.p1
OG0000644	XM_001586412.1.p1	XM_011325756.1.p1
OG0000645	XM_001592588.1.p1	XM_011324653.1.p1, XM_011327746.1.p1
OG0000646	XM_001590729.1.p1	XM_011325909.1.p1
OG0000647	XM_001590735.1.p1	XM_011322340.1.p1, XM_011321229.1.p1, XM_011329752.1.p1, XM_011319261.1.p1
OG0000648	XM_001584952.1.p1	XM_011325162.1.p1
OG0000649	XM_001595966.1.p1, XM_001595965.1.p1	XM_011330240.1.p1
OG0000650	XM_001591192.1.p1	XM_011326198.1.p1
OG0000651	XM_001589867.1.p1	XM_011325714.1.p1
OG0000652	XM_001589897.1.p1	XM_011325739.1.p1
OG0000653	XM_001590014.1.p1	XM_011328801.1.p1, XM_011328800.1.p1
OG0000654	XM_001590171.1.p1	XM_011325426.1.p1
OG0000681	XM_001585960.1.p1	XM_011330092.1.p1, XM_011320258.1.p1, XM_011323706.1.p1, XM_011322537.1.p1, XM_011326083.1.p1
OG0000683	XM_001596111.1.p1	XM_011326346.1.p1
OG0000684	XM_001589899.1.p1	XM_011317934.1.p1, XM_011319809.1.p1, XM_011324769.1.p1, XM_011322317.1.p1, XM_011323367.1.p1
OG0000685	XM_001593084.1.p1, XM_001597781.1.p1	XM_011324662.1.p1, XM_011326082.1.p1
OG0000686	XM_001592710.1.p1	XM_011330295.1.p1
OG0000686	XM_001585755.1.p1, XM_001586710.1.p1	XM_011323396.1.p1, XM_011319931.1.p1
OG0000687	XM_001586378.1.p1	XM_011329067.1.p1, XM_011326135.1.p1
OG0000689	XM_001598930.1.p1	XM_011322806.1.p1
OG0000690	XM_001585253.1.p1, XM_001590303.1.p1	XM_011328251.1.p1
OG0000691	XM_001596841.1.p1, XM_001598866.1.p1	XM_011323951.1.p1
OG0000692	XM_001586983.1.p1, XM_001596690.1.p1	XM_011317389.1.p1, XM_011320990.1.p1, XM_011323740.1.p1
OG0000693	XM_001586996.1.p1	XM_011325051.1.p1, XM_011319913.1.p1
OG0000693	XM_001595543.1.p1	XM_011324401.1.p1
OG0000695	XM_001597686.1.p1	XM_011329590.1.p1
OG0000696	XM_001592962.1.p1	XM_011323004.1.p1
OG0000697	XM_001592059.1.p1	XM_011327894.1.p1
OG0000698	XM_001590537.1.p1	XM_011325962.1.p1
OG0000699	XM_001590475.1.p1	XM_011320109.1.p1
OG0000699	XM_001593484.1.p1	XM_011320985.1.p1
OG0000700	XM_001584906.1.p1, XM_001592747.1.p1	XM_011323137.1.p1
OG0000701	XM_001592679.1.p1	XM_011330036.1.p1
OG0000702	XM_001598084.1.p1	XM_011328867.1.p1
OG0000703	XM_001587072.1.p1	XM_011330133.1.p1
OG0000703	XM_001596650.1.p1	XM_011325278.1.p1
OG0000704	XM_001593468.1.p1, XM_001596068.1.p1, XM_001590206.1.p1	XM_011317953.1.p1
OG0000705	XM_001592386.1.p1	XM_011317919.1.p1
OG0000706	XM_001590210.1.p1	XM_011320138.1.p1
OG0000707	XM_001588042.1.p1, XM_001594347.1.p1	XM_011324877.1.p1
OG0000708	XM_001594380.1.p1	XM_011318843.1.p1
OG0000709	XM_001591620.1.p1	XM_011329043.1.p1, XM_011325724.1.p1, XM_011321226.1.p1, XM_011323478.1.p1, XM_011319751.1.p1
OG0000710	XM_001597093.1.p1	XM_011326488.1.p1, XM_011329241.1.p1, XM_011326799.1.p1, XM_011321264.1.p1, XM_011322283.1.p1
OG0000711	XM_001593541.1.p1	XM_011320872.1.p1
OG0000712	XM_001594045.1.p1	XM_011321862.1.p1
OG0000713	XM_001595178.1.p1	XM_011330015.1.p1
OG0000713	XM_001596937.1.p1	XM_011323526.1.p1
OG0000714	XM_001592758.1.p1	XM_011321222.1.p1
OG0000715	XM_001593006.1.p1	XM_011325091.1.p1
OG0000717	XM_001589673.1.p1, XM_001595545.1.p1	XM_011320091.1.p1
OG0000718	XM_001587897.1.p1	XM_011323721.1.p1, XM_011319726.1.p1, XM_011327700.1.p1
OG0000720	XM_001595292.1.p1	XM_011317577.1.p1
OG0000721	XM_001597279.1.p1	XM_011322588.1.p1
OG0000722	XM_001589703.1.p1	XM_011326087.1.p1
OG0000723	XM_001595072.1.p1	XM_011323176.1.p1
OG0000724	XM_001585543.1.p1	XM_011321197.1.p1, XM_011323439.1.p1
OG0000724	XM_001596093.1.p1	XM_011322962.1.p1, XM_011324424.1.p1
OG0000725	XM_001598507.1.p1	XM_011325704.1.p1
OG0000726	XM_001596814.1.p1	XM_011328907.1.p1
OG0000728	XM_001598003.1.p1	XM_011329931.1.p1
OG0000729	XM_001589496.1.p1	XM_011327551.1.p1
OG0000731	XM_001591997.1.p1	XM_011319451.1.p2
OG0000732	XM_001595471.1.p1, XM_001596438.1.p1, XM_001584784.1.p1	XM_011323788.1.p1, XM_011324535.1.p1, XM_011319963.1.p1
OG0000733	XM_001594881.1.p1	XM_011322149.1.p1
OG0000733	XM_001586166.1.p1	XM_011317849.1.p1
OG0000734	XM_001597214.1.p1, XM_001595928.1.p1	XM_011324057.1.p1, XM_011323558.1.p1, XM_011330114.1.p1
OG0000735	XM_001586874.1.p1	XM_011329481.1.p1
OG0000735	XM_001595974.1.p1	XM_011322010.1.p1
OG0000737	XM_001586489.1.p1	XM_011327957.1.p1
OG0000738	XM_001588106.1.p1	XM_011329205.1.p1, XM_011329102.1.p1, XM_011326973.1.p1, XM_011323979.1.p1, XM_011323544.1.p1, XM_011320648.1.p1, XM_011320956.1.p1
OG0000739	XM_001588421.1.p1	XM_011327195.1.p1
OG0000740	XM_001590418.1.p1, XM_001598607.1.p1	XM_011322586.1.p1
OG0000741	XM_001593292.1.p1	XM_011323647.1.p1
OG0000742	XM_001597597.1.p1	XM_011322434.1.p1, XM_011321127.1.p1, XM_011322441.1.p1, XM_011322062.1.p1, XM_011317291.1.p1, XM_011327077.1.p1, XM_011324185.1.p1
OG0000743	XM_001598675.1.p1	XM_011319930.1.p1, XM_011323599.1.p1, XM_011322701.1.p1, XM_011326962.1.p1, XM_011321195.1.p1, XM_011324153.1.p1, XM_011330486.1.p1
OG0000745	XM_001593026.1.p1	XM_011320345.1.p1
OG0000745	XM_001595874.1.p1	XM_011325568.1.p1, XM_011318211.1.p1, XM_011323855.1.p1
OG0000746	XM_001593980.1.p1	XM_011330329.1.p1
OG0000746	XM_001596340.1.p1	XM_011317895.1.p1
OG0000746	XM_001593074.1.p1	XM_011324071.1.p1, XM_011330211.1.p1
OG0000747	XM_001592860.1.p1, XM_001594350.1.p1	XM_011321418.1.p1, XM_011324040.1.p1, XM_011329028.1.p1
OG0000748	XM_001589464.1.p1, XM_001589467.1.p1, XM_001589863.1.p1	XM_011319415.1.p1
OG0000749	XM_001594373.1.p1	XM_011328216.1.p1
OG0000751	XM_001586069.1.p1	XM_011328520.1.p1
OG0000752	XM_001594710.1.p1	XM_011329002.1.p1
OG0000753	XM_001597364.1.p1	XM_011318804.1.p1
OG0000753	XM_001595651.1.p1	XM_011328590.1.p1
OG0000755	XM_001592450.1.p1	XM_011323315.1.p1
OG0000756	XM_001587757.1.p1	XM_011329496.1.p1
OG0000756	XM_001588139.1.p1	XM_011320843.1.p1
OG0000757	XM_001587731.1.p1	XM_011329401.1.p1
OG0000758	XM_001587676.1.p1	XM_011326722.1.p1
OG0000758	XM_001591506.1.p1	XM_011319410.1.p2
OG0000759	XM_001591970.1.p1	XM_011319725.1.p1
OG0000759	XM_001586952.1.p1	XM_011326697.1.p1
OG0000760	XM_001592816.1.p1, XM_001592815.1.p1	XM_011322691.1.p1
OG0000761	XM_001598429.1.p1	XM_011328584.1.p1
OG0000762	XM_001597935.1.p1	XM_011323201.1.p1
OG0000763	XM_001585675.1.p1	XM_011325156.1.p1
