Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Colletotrichum_gloeosporioides_rna_prot
OG0000085	XM_001592458.1.p1	XM_045415434.1.p1
OG0000087	XM_001595355.1.p1	XM_045407792.1.p1
OG0000087	XM_001598496.1.p1	XM_045401709.1.p1
OG0000087	XM_001597703.1.p1	XM_045402077.1.p1
OG0000088	XM_001586938.1.p1	XM_045412555.1.p1
OG0000088	XM_001596994.1.p1, XM_001587214.1.p1	XM_045402439.1.p1
OG0000088	XM_001596104.1.p1	XM_045402990.1.p1
OG0000088	XM_001588755.1.p1, XM_001584513.1.p1	XM_045411210.1.p1
OG0000089	XM_001591699.1.p1	XM_045414512.1.p1, XM_045412867.1.p1
OG0000089	XM_001597672.1.p1	XM_045407338.1.p1, XM_045401995.1.p1
OG0000090	XM_001592643.1.p1, XM_001594729.1.p1	XM_045410725.1.p1
OG0000090	XM_001594001.1.p1	XM_045411240.1.p1
OG0000091	XM_001598502.1.p1	XM_045410761.1.p1, XM_045405016.1.p1
OG0000091	XM_001591770.1.p1	XM_045409926.1.p1
OG0000092	XM_001591109.1.p1	XM_045403166.1.p1, XM_045414124.1.p1
OG0000092	XM_001598670.1.p1	XM_045400629.1.p1, XM_045408283.1.p1, XM_045403406.1.p1
OG0000092	XM_001591083.1.p1, XM_001594825.1.p1	XM_045404312.1.p1
OG0000092	XM_001588329.1.p1	XM_045402241.1.p1
OG0000093	XM_001595187.1.p1, XM_001592451.1.p1	XM_045408820.1.p1
OG0000094	XM_001589274.1.p1	XM_045408057.1.p1
OG0000094	XM_001594932.1.p1	XM_045404176.1.p1
OG0000094	XM_001592044.1.p1	XM_045407346.1.p1
OG0000094	XM_001591526.1.p1	XM_045401445.1.p1
OG0000095	XM_001593952.1.p1	XM_045408714.1.p1
OG0000095	XM_001596701.1.p1	XM_045404893.1.p1
OG0000096	XM_001590839.1.p1	XM_045408404.1.p1
OG0000097	XM_001593373.1.p1	XM_045410949.1.p1, XM_045410271.1.p1, XM_045407266.1.p1, XM_045414232.1.p1
OG0000097	XM_001593632.1.p1	XM_045408667.1.p1
OG0000097	XM_001596232.1.p1, XM_001586807.1.p1, XM_001596412.1.p1	XM_045413264.1.p1
OG0000097	XM_001584550.1.p1	XM_045408018.1.p1
OG0000099	XM_001597745.1.p1	XM_045405286.1.p1, XM_045409476.1.p1, XM_045409880.1.p1, XM_045413729.1.p1
OG0000100	XM_001594288.1.p1	XM_045408175.1.p1, XM_045401194.1.p1, XM_045413166.1.p1, XM_045405838.1.p1, XM_045407037.1.p1
OG0000102	XM_001598599.1.p1	XM_045401716.1.p1
OG0000102	XM_001596645.1.p1	XM_045414107.1.p1
OG0000102	XM_001594196.1.p1	XM_045414662.1.p1
OG0000102	XM_001588472.1.p1	XM_045415035.1.p1
OG0000103	XM_001596956.1.p1	XM_045406376.1.p1, XM_045409903.1.p1
OG0000103	XM_001588403.1.p1	XM_045408518.1.p1, XM_045400564.1.p1
OG0000104	XM_001597178.1.p1	XM_045404827.1.p1
OG0000104	XM_001590303.1.p1, XM_001585253.1.p1	XM_045402007.1.p1
OG0000104	XM_001592112.1.p1	XM_045408358.1.p1
OG0000104	XM_001589359.1.p1	XM_045401749.1.p1
OG0000105	XM_001593851.1.p1	XM_045411378.1.p1
OG0000105	XM_001595490.1.p1	XM_045413994.1.p1
OG0000105	XM_001595043.1.p1	XM_045403393.1.p1, XM_045402093.1.p1, XM_045401284.1.p1
OG0000106	XM_001588849.1.p1	XM_045409208.1.p1, XM_045402484.1.p1
OG0000106	XM_001592616.1.p1, XM_001585859.1.p1, XM_001593631.1.p1, XM_001597808.1.p1	XM_045411010.1.p1, XM_045405534.1.p1, XM_045409920.1.p1, XM_045401431.1.p1, XM_045405217.1.p1, XM_045406320.1.p1, XM_045406797.1.p1, XM_045405329.1.p1, XM_045406426.1.p1, XM_045407318.1.p1
OG0000107	XM_001589423.1.p1	XM_045400815.1.p1
OG0000107	XM_001592404.1.p1	XM_045414634.1.p1
OG0000108	XM_001591983.1.p1	XM_045406753.1.p1
OG0000108	XM_001593720.1.p1	XM_045405018.1.p1
OG0000108	XM_001597053.1.p1	XM_045404753.1.p1
OG0000109	XM_001598413.1.p1	XM_045401735.1.p1
OG0000110	XM_001598036.1.p1	XM_045402783.1.p1
OG0000110	XM_001598742.1.p1	XM_045413753.1.p1
OG0000111	XM_001590699.1.p1	XM_045413142.1.p1
OG0000111	XM_001590630.1.p1	XM_045407994.1.p1
OG0000111	XM_001585540.1.p1	XM_045403281.1.p1
OG0000112	XM_001587130.1.p1	XM_045408956.1.p1
OG0000112	XM_001593481.1.p1	XM_045413499.1.p1
OG0000112	XM_001589454.1.p1	XM_045406641.1.p1
OG0000112	XM_001589497.1.p1, XM_001585012.1.p1, XM_001590980.1.p1	XM_045407194.1.p1, XM_045414005.1.p1
OG0000113	XM_001598286.1.p1	XM_045403730.1.p1
OG0000113	XM_001589093.1.p1	XM_045408052.1.p1
OG0000113	XM_001587022.1.p1	XM_045402151.1.p1
OG0000113	XM_001596658.1.p1	XM_045413315.1.p1
OG0000114	XM_001595727.1.p1	XM_045402305.1.p1
OG0000114	XM_001595917.1.p1	XM_045403302.1.p1
OG0000114	XM_001596499.1.p1	XM_045408578.1.p1
OG0000114	XM_001592280.1.p1	XM_045410241.1.p1
OG0000115	XM_001591022.1.p1, XM_001593828.1.p1, XM_001591024.1.p1	XM_045406416.1.p1
OG0000115	XM_001589988.1.p1	XM_045404508.1.p1
OG0000118	XM_001595655.1.p1	XM_045400996.1.p1
OG0000119	XM_001585226.1.p1	XM_045402911.1.p1
OG0000119	XM_001596045.1.p1	XM_045409960.1.p1
OG0000119	XM_001588524.1.p1	XM_045410413.1.p1
OG0000120	XM_001593387.1.p1, XM_001586972.1.p1	XM_045404181.1.p1
OG0000120	XM_001592152.1.p1	XM_045407612.1.p1, XM_045404958.1.p1, XM_045407510.1.p1, XM_045401305.1.p1
OG0000120	XM_001585634.1.p1	XM_045401141.1.p1
OG0000121	XM_001585347.1.p1	XM_045408612.1.p1, XM_045414420.1.p1
OG0000121	XM_001585231.1.p1	XM_045405421.1.p1
OG0000121	XM_001594514.1.p1	XM_045400580.1.p1, XM_045401345.1.p1
OG0000121	XM_001588843.1.p1	XM_045406922.1.p1
OG0000121	XM_001586430.1.p1	XM_045403008.1.p1
OG0000121	XM_001588531.1.p1	XM_045410205.1.p1, XM_045413851.1.p1
OG0000121	XM_001595985.1.p1	XM_045401358.1.p1
OG0000122	XM_001595033.1.p1	XM_045408688.1.p1
OG0000122	XM_001585288.1.p1	XM_045406647.1.p1
OG0000123	XM_001592460.1.p1	XM_045410549.1.p1
OG0000123	XM_001590327.1.p1	XM_045406493.1.p1
OG0000123	XM_001598819.1.p1	XM_045411496.1.p1
OG0000125	XM_001591726.1.p1	XM_045414046.1.p1
OG0000125	XM_001589602.1.p1	XM_045406372.1.p1
OG0000125	XM_001592159.1.p1	XM_045400358.1.p1
OG0000126	XM_001594679.1.p1	XM_045413769.1.p1
OG0000126	XM_001589850.1.p1	XM_045409389.1.p1
OG0000126	XM_001589851.1.p1	XM_045408542.1.p1, XM_045414102.1.p1, XM_045405276.1.p1
OG0000126	XM_001590029.1.p1	XM_045401383.1.p1
OG0000126	XM_001598751.1.p1	XM_045409477.1.p1
OG0000127	XM_001585475.1.p1	XM_045402272.1.p1
OG0000127	XM_001594936.1.p1	XM_045409720.1.p1
OG0000128	XM_001593926.1.p1	XM_045408749.1.p1
OG0000128	XM_001588790.1.p1	XM_045402298.1.p1
OG0000129	XM_001590739.1.p1	XM_045405274.1.p1
OG0000129	XM_001592853.1.p1	XM_045400517.1.p1
OG0000129	XM_001587396.1.p1	XM_045412135.1.p1
OG0000131	XM_001598179.1.p1	XM_045401495.1.p1, XM_045413217.1.p1, XM_045412535.1.p1
OG0000131	XM_001584948.1.p1	XM_045413253.1.p1
OG0000133	XM_001591786.1.p1	XM_045411962.1.p1
OG0000133	XM_001584629.1.p1	XM_045409338.1.p1
OG0000133	XM_001594131.1.p1	XM_045404083.1.p1, XM_045405939.1.p1
OG0000134	XM_001595908.1.p1	XM_045413453.1.p1
OG0000134	XM_001592770.1.p1	XM_045409790.1.p1
OG0000134	XM_001593823.1.p1	XM_045408254.1.p1, XM_045412138.1.p1
OG0000135	XM_001590091.1.p1	XM_045400320.1.p1, XM_045409558.1.p1
OG0000136	XM_001591416.1.p1	XM_045411092.1.p1
OG0000136	XM_001585363.1.p1	XM_045415379.1.p1, XM_045405562.1.p1, XM_045407783.1.p1
OG0000137	XM_001595718.1.p1	XM_045411528.1.p1
OG0000137	XM_001590475.1.p1	XM_045413259.1.p1
OG0000137	XM_001593484.1.p1	XM_045411158.1.p1
OG0000138	XM_001598876.1.p1	XM_045412595.1.p1, XM_045411420.1.p1, XM_045414455.1.p1, XM_045408337.1.p1, XM_045407259.1.p1
OG0000138	XM_001587737.1.p1	XM_045403812.1.p1
OG0000139	XM_001590289.1.p1	XM_045403316.1.p1, XM_045415327.1.p1
OG0000139	XM_001591243.1.p1	XM_045405643.1.p1
OG0000140	XM_001592573.1.p1	XM_045407753.1.p1, XM_045403329.1.p1
OG0000140	XM_001589200.1.p1	XM_045404757.1.p1
OG0000140	XM_001587152.1.p1	XM_045402443.1.p1
OG0000141	XM_001591420.1.p1	XM_045415036.1.p1
OG0000141	XM_001593600.1.p1	XM_045400683.1.p1
OG0000141	XM_001591233.1.p1	XM_045409952.1.p1
OG0000142	XM_001596718.1.p1	XM_045402828.1.p1, XM_045412504.1.p1, XM_045415047.1.p1, XM_045401239.1.p1
OG0000143	XM_001587980.1.p1	XM_045411347.1.p1, XM_045412958.1.p1
OG0000143	XM_001597932.1.p1	XM_045407684.1.p1
OG0000144	XM_001595270.1.p1	XM_045409236.1.p1
OG0000144	XM_001584641.1.p1	XM_045404076.1.p1
OG0000145	XM_001596988.1.p1	XM_045409724.1.p1
OG0000145	XM_001591190.1.p1	XM_045400935.1.p1
OG0000145	XM_001589003.1.p1	XM_045410996.1.p1, XM_045414703.1.p1
OG0000147	XM_001588528.1.p1	XM_045412739.1.p1
OG0000147	XM_001597515.1.p1	XM_045402407.1.p1
OG0000148	XM_001584961.1.p1	XM_045408154.1.p1
OG0000148	XM_001587257.1.p1	XM_045400405.1.p1
OG0000148	XM_001598192.1.p1	XM_045402649.1.p1
OG0000149	XM_001592319.1.p1	XM_045402976.1.p1
OG0000149	XM_001593818.1.p1	XM_045406716.1.p1
OG0000149	XM_001594094.1.p1	XM_045408468.1.p1
OG0000149	XM_001598606.1.p1	XM_045400858.1.p1
OG0000149	XM_001591982.1.p1	XM_045413720.1.p1, XM_045403561.1.p1, XM_045414779.1.p1, XM_045400277.1.p1, XM_045410006.1.p1
OG0000150	XM_001591864.1.p1	XM_045406248.1.p1
OG0000150	XM_001592862.1.p1	XM_045401052.1.p1
OG0000150	XM_001598441.1.p1	XM_045406116.1.p1
OG0000151	XM_001590918.1.p1	XM_045401959.1.p1
OG0000151	XM_001595088.1.p1	XM_045405982.1.p1
OG0000151	XM_001585695.1.p1	XM_045404968.1.p1
OG0000152	XM_001587185.1.p1	XM_045400428.1.p1, XM_045409759.1.p1
OG0000152	XM_001584799.1.p1	XM_045408189.1.p1
OG0000153	XM_001589373.1.p1	XM_045406749.1.p1
OG0000154	XM_001588474.1.p1	XM_045414883.1.p1
OG0000154	XM_001597904.1.p1	XM_045407075.1.p1, XM_045411041.1.p1, XM_045402945.1.p1, XM_045401386.1.p1
OG0000155	XM_001595155.1.p1	XM_045409164.1.p1
OG0000155	XM_001585183.1.p1	XM_045408147.1.p1
OG0000156	XM_001590138.1.p1	XM_045405356.1.p1
OG0000156	XM_001590558.1.p1	XM_045412980.1.p1, XM_045411970.1.p1
OG0000157	XM_001591936.1.p1	XM_045406167.1.p1
OG0000157	XM_001584928.1.p1	XM_045413947.1.p1
OG0000158	XM_001591152.1.p1	XM_045400971.1.p1
OG0000158	XM_001594650.1.p1	XM_045414488.1.p1
OG0000159	XM_001586220.1.p1	XM_045401217.1.p1
OG0000159	XM_001597022.1.p1	XM_045401629.1.p1
OG0000160	XM_001598265.1.p1	XM_045414584.1.p1
OG0000160	XM_001591639.1.p1	XM_045406952.1.p1
OG0000160	XM_001598745.1.p1, XM_001590320.1.p1	XM_045405113.1.p1, XM_045413743.1.p1, XM_045414665.1.p1
OG0000161	XM_001588180.1.p1	XM_045406843.1.p1
OG0000161	XM_001585748.1.p1	XM_045411174.1.p1
OG0000161	XM_001587165.1.p1	XM_045401302.1.p1
OG0000162	XM_001598406.1.p1	XM_045406139.1.p1
OG0000162	XM_001598925.1.p1	XM_045411640.1.p1
OG0000162	XM_001592439.1.p1	XM_045404804.1.p1
OG0000163	XM_001588689.1.p1	XM_045411195.1.p1
OG0000163	XM_001590923.1.p1	XM_045401996.1.p1
OG0000163	XM_001587263.1.p1	XM_045405950.1.p1
OG0000164	XM_001598198.1.p1	XM_045402644.1.p1
OG0000164	XM_001586644.1.p1	XM_045404442.1.p1
OG0000165	XM_001594773.1.p1	XM_045409681.1.p1, XM_045409682.1.p1
OG0000165	XM_001586001.1.p1	XM_045408909.1.p1
OG0000166	XM_001596176.1.p1	XM_045402766.1.p1
OG0000166	XM_001596435.1.p1	XM_045401971.1.p1
OG0000166	XM_001595405.1.p1	XM_045412643.1.p1, XM_045403052.1.p1
OG0000167	XM_001592412.1.p1	XM_045407982.1.p1
OG0000167	XM_001586308.1.p1	XM_045407135.1.p1
OG0000167	XM_001596554.1.p1	XM_045404031.1.p1
OG0000168	XM_001587221.1.p1	XM_045410187.1.p1, XM_045410431.1.p1, XM_045406895.1.p1, XM_045415488.1.p1, XM_045405671.1.p1, XM_045405292.1.p1, XM_045406883.1.p1, XM_045410524.1.p1, XM_045409337.1.p1, XM_045408812.1.p1
OG0000169	XM_001592310.1.p1	XM_045409651.1.p1
OG0000169	XM_001594644.1.p1	XM_045404168.1.p1
OG0000170	XM_001595877.1.p1	XM_045411198.1.p1
OG0000170	XM_001585258.1.p1	XM_045411586.1.p1, XM_045404993.1.p1
OG0000171	XM_001592227.1.p1	XM_045402793.1.p1
OG0000171	XM_001594242.1.p1	XM_045413628.1.p1
OG0000172	XM_001590603.1.p1	XM_045413147.1.p1
OG0000172	XM_001590018.1.p1	XM_045406624.1.p1
OG0000172	XM_001585270.1.p1	XM_045406713.1.p1
OG0000173	XM_001593315.1.p1	XM_045408378.1.p1, XM_045410280.1.p1
OG0000173	XM_001587766.1.p1	XM_045405288.1.p1
OG0000174	XM_001591883.1.p1	XM_045412910.1.p1
OG0000174	XM_001590770.1.p1	XM_045404386.1.p1
OG0000174	XM_001585955.1.p1	XM_045402008.1.p1
OG0000175	XM_001592718.1.p1	XM_045407197.1.p1
OG0000175	XM_001598408.1.p1	XM_045406143.1.p1
OG0000175	XM_001596839.1.p1	XM_045407786.1.p1
OG0000176	XM_001594380.1.p1	XM_045404245.1.p1
OG0000176	XM_001591850.1.p1	XM_045407850.1.p1
OG0000176	XM_001593131.1.p1	XM_045402235.1.p1
OG0000177	XM_001591247.1.p1	XM_045415250.1.p1
OG0000177	XM_001595063.1.p1	XM_045405967.1.p1
OG0000178	XM_001594170.1.p1	XM_045412427.1.p1
OG0000178	XM_001597585.1.p1	XM_045404123.1.p1
OG0000178	XM_001590945.1.p1	XM_045403607.1.p1
OG0000179	XM_001596283.1.p1, XM_001595401.1.p1	XM_045409072.1.p1, XM_045405006.1.p1, XM_045400577.1.p1
OG0000179	XM_001594350.1.p1	XM_045409286.1.p1, XM_045406814.1.p1, XM_045407506.1.p1
OG0000179	XM_001594694.1.p1	XM_045411016.1.p1
OG0000180	XM_001594632.1.p1	XM_045404149.1.p1
OG0000181	XM_001597256.1.p1	XM_045401588.1.p1, XM_045408639.1.p1
OG0000181	XM_001589985.1.p1	XM_045407422.1.p1
OG0000182	XM_001588602.1.p1	XM_045403495.1.p1
OG0000182	XM_001595051.1.p1	XM_045405965.1.p1
OG0000182	XM_001585915.1.p1	XM_045402026.1.p1
OG0000183	XM_001592775.1.p1	XM_045402402.1.p1
OG0000183	XM_001588424.1.p1	XM_045410569.1.p1
OG0000184	XM_001594349.1.p1	XM_045413514.1.p1
OG0000185	XM_001589036.1.p1	XM_045408004.1.p1
OG0000187	XM_001598915.1.p1	XM_045404878.1.p1
OG0000189	XM_001589775.1.p1	XM_045402717.1.p1
OG0000190	XM_001590771.1.p1	XM_045414440.1.p1
OG0000191	XM_001590112.1.p1	XM_045409931.1.p1
OG0000192	XM_001594643.1.p1	XM_045404657.1.p1
OG0000192	XM_001597741.1.p1	XM_045401432.1.p1
OG0000192	XM_001588260.1.p1	XM_045403380.1.p1
OG0000193	XM_001584881.1.p1	XM_045406868.1.p1, XM_045409448.1.p1, XM_045403859.1.p1
OG0000193	XM_001585382.1.p1	XM_045412531.1.p1
OG0000194	XM_001589621.1.p1	XM_045409294.1.p1
OG0000194	XM_001585026.1.p1	XM_045404887.1.p1
OG0000194	XM_001585815.1.p1	XM_045408910.1.p1
OG0000194	XM_001585468.1.p1	XM_045413230.1.p1
OG0000195	XM_001597923.1.p1	XM_045407357.1.p1
OG0000195	XM_001584810.1.p1	XM_045408569.1.p1
OG0000195	XM_001588295.1.p1	XM_045411256.1.p1
OG0000196	XM_001592265.1.p1	XM_045414045.1.p1
OG0000197	XM_001593034.1.p1	XM_045400434.1.p1
OG0000197	XM_001596869.1.p1	XM_045414945.1.p1
OG0000198	XM_001587593.1.p1	XM_045408288.1.p1, XM_045405788.1.p1
OG0000198	XM_001589999.1.p1	XM_045407785.1.p1
OG0000199	XM_001595824.1.p1	XM_045414314.1.p1
OG0000200	XM_001591001.1.p1	XM_045401571.1.p1
OG0000200	XM_001585607.1.p1	XM_045415467.1.p1
OG0000201	XM_001586673.1.p1	XM_045407105.1.p1
OG0000201	XM_001590628.1.p1	XM_045408112.1.p1
OG0000201	XM_001585892.1.p1	XM_045413326.1.p1
OG0000202	XM_001596185.1.p1	XM_045415481.1.p1
OG0000202	XM_001598912.1.p1	XM_045411700.1.p1
OG0000203	XM_001586307.1.p1	XM_045407589.1.p1
OG0000203	XM_001590586.1.p1	XM_045402032.1.p1
OG0000204	XM_001591999.1.p1	XM_045412474.1.p1
OG0000204	XM_001587311.1.p1	XM_045406229.1.p1
OG0000205	XM_001588812.1.p1	XM_045408787.1.p1
OG0000207	XM_001596987.1.p1	XM_045406384.1.p1, XM_045405872.1.p1, XM_045408604.1.p1
OG0000207	XM_001584718.1.p1	XM_045404179.1.p1
OG0000210	XM_001597130.1.p1	XM_045403400.1.p1
OG0000210	XM_001584956.1.p1	XM_045411649.1.p1, XM_045404035.1.p1, XM_045414807.1.p1
OG0000211	XM_001586269.1.p1	XM_045409622.1.p1
OG0000211	XM_001591045.1.p1	XM_045404573.1.p1
OG0000212	XM_001588279.1.p1	XM_045411871.1.p1
OG0000212	XM_001597073.1.p1	XM_045408520.1.p1
OG0000213	XM_001589354.1.p1	XM_045404848.1.p1
OG0000213	XM_001590988.1.p1	XM_045408582.1.p1
OG0000213	XM_001594639.1.p1	XM_045414664.1.p1
OG0000214	XM_001596341.1.p1	XM_045400410.1.p1
OG0000215	XM_001596068.1.p1, XM_001593468.1.p1, XM_001590206.1.p1	XM_045413423.1.p1, XM_045415281.1.p1, XM_045401232.1.p1, XM_045402574.1.p1, XM_045405755.1.p1
OG0000216	XM_001593653.1.p1	XM_045408457.1.p1
OG0000216	XM_001598206.1.p1	XM_045414768.1.p1
OG0000218	XM_001595415.1.p1	XM_045400646.1.p1
OG0000220	XM_001586069.1.p1	XM_045404652.1.p1
OG0000220	XM_001591224.1.p1, XM_001593333.1.p1	XM_045402095.1.p1
OG0000221	XM_001596511.1.p1	XM_045409334.1.p1
OG0000221	XM_001588345.1.p1	XM_045407765.1.p1
OG0000221	XM_001597328.1.p1	XM_045403590.1.p1
OG0000221	XM_001595508.1.p1	XM_045409096.1.p1
OG0000222	XM_001592463.1.p1	XM_045409588.1.p1
OG0000225	XM_001588409.1.p1, XM_001585791.1.p1, XM_001591733.1.p1, XM_001585788.1.p1	XM_045410691.1.p1
OG0000226	XM_001591492.1.p1	XM_045406251.1.p1
OG0000226	XM_001584873.1.p1	XM_045408620.1.p1
OG0000227	XM_001596721.1.p1	XM_045408203.1.p1
OG0000227	XM_001597258.1.p1	XM_045400715.1.p1
OG0000227	XM_001598493.1.p1	XM_045401707.1.p1
OG0000228	XM_001598326.1.p1	XM_045414636.1.p1
OG0000228	XM_001590417.1.p1	XM_045414012.1.p1
OG0000228	XM_001594524.1.p1	XM_045407243.1.p1
OG0000229	XM_001584665.1.p1	XM_045414526.1.p1
OG0000229	XM_001592829.1.p1	XM_045400216.1.p1
OG0000230	XM_001595688.1.p1	XM_045403667.1.p1
OG0000230	XM_001584950.1.p1	XM_045413251.1.p1
OG0000231	XM_001595459.1.p1, XM_001591268.1.p1	XM_045405659.1.p1
OG0000232	XM_001594634.1.p1	XM_045404886.1.p1
OG0000232	XM_001589722.1.p1	XM_045413697.1.p1
OG0000234	XM_001596145.1.p1	XM_045402601.1.p1
OG0000235	XM_001587120.1.p1	XM_045412695.1.p1, XM_045411028.1.p1, XM_045401093.1.p1
OG0000236	XM_001596648.1.p1	XM_045402068.1.p1
OG0000237	XM_001585240.1.p1	XM_045413276.1.p1
OG0000237	XM_001587970.1.p1	XM_045405694.1.p1
OG0000237	XM_001598176.1.p1	XM_045414732.1.p1
OG0000238	XM_001587158.1.p1	XM_045400393.1.p1
OG0000239	XM_001586451.1.p1	XM_045412938.1.p1
OG0000240	XM_001584824.1.p1	XM_045404327.1.p1
OG0000241	XM_001594149.1.p1	XM_045412391.1.p1
OG0000241	XM_001593862.1.p1	XM_045402226.1.p1
OG0000244	XM_001597739.1.p1	XM_045402250.1.p1
OG0000245	XM_001588698.1.p1	XM_045405293.1.p1, XM_045414992.1.p1
OG0000246	XM_001590314.1.p1, XM_001597418.1.p1	XM_045413480.1.p1
OG0000246	XM_001586585.1.p1	XM_045406591.1.p1
OG0000247	XM_001597090.1.p1	XM_045408894.1.p1
OG0000247	XM_001598366.1.p1	XM_045414659.1.p1
OG0000247	XM_001597776.1.p1	XM_045403093.1.p1
OG0000247	XM_001589458.1.p1	XM_045414631.1.p1
OG0000248	XM_001592783.1.p1	XM_045400255.1.p1
OG0000248	XM_001586783.1.p1	XM_045404534.1.p1
OG0000248	XM_001585751.1.p1	XM_045402974.1.p1, XM_045410330.1.p1, XM_045400222.1.p1
OG0000249	XM_001587592.1.p1	XM_045400901.1.p1
OG0000250	XM_001588201.1.p1	XM_045411971.1.p1
OG0000251	XM_001593458.1.p1	XM_045411828.1.p1
OG0000251	XM_001590820.1.p1	XM_045413126.1.p1
OG0000252	XM_001590285.1.p1	XM_045415220.1.p1
OG0000252	XM_001584658.1.p1	XM_045405009.1.p1
OG0000253	XM_001598377.1.p1, XM_001590310.1.p1	XM_045405518.1.p1
OG0000253	XM_001597250.1.p1	XM_045413003.1.p1
OG0000254	XM_001590596.1.p1	XM_045402183.1.p1
OG0000255	XM_001590986.1.p1, XM_001586084.1.p1	XM_045403702.1.p1
OG0000255	XM_001586279.1.p1	XM_045410458.1.p1, XM_045402466.1.p1, XM_045410235.1.p1, XM_045405789.1.p1, XM_045414520.1.p1, XM_045407480.1.p1
OG0000255	XM_001597636.1.p1	XM_045408899.1.p1
OG0000256	XM_001587897.1.p1	XM_045400350.1.p1
OG0000256	XM_001590113.1.p1	XM_045412484.1.p1
OG0000257	XM_001590231.1.p1	XM_045408249.1.p1
OG0000257	XM_001589773.1.p1	XM_045414938.1.p1
OG0000258	XM_001590735.1.p1	XM_045408734.1.p1, XM_045408053.1.p1
OG0000258	XM_001585368.1.p1	XM_045400301.1.p1
OG0000259	XM_001598370.1.p1	XM_045410468.1.p1, XM_045413950.1.p1
OG0000259	XM_001587111.1.p1	XM_045405501.1.p1, XM_045412026.1.p1, XM_045407635.1.p1, XM_045405112.1.p1
OG0000260	XM_001587809.1.p1	XM_045404875.1.p1
OG0000261	XM_001585923.1.p1	XM_045402021.1.p1
OG0000261	XM_001589789.1.p1	XM_045402725.1.p1
OG0000261	XM_001596282.1.p1	XM_045409169.1.p1
OG0000262	XM_001585956.1.p1	XM_045402009.1.p1
OG0000263	XM_001593172.1.p1	XM_045405753.1.p1
OG0000263	XM_001595664.1.p1	XM_045411239.1.p1
OG0000264	XM_001596457.1.p1	XM_045408102.1.p1
OG0000264	XM_001587892.1.p1, XM_001595608.1.p1	XM_045404449.1.p1
OG0000265	XM_001590863.1.p1	XM_045406150.1.p1
OG0000265	XM_001587775.1.p1	XM_045402624.1.p1
OG0000265	XM_001597833.1.p1, XM_001597827.1.p1	XM_045402618.1.p1, XM_045402615.1.p1, XM_045402619.1.p1, XM_045402626.1.p1
OG0000266	XM_001595040.1.p1	XM_045409308.1.p1
OG0000266	XM_001598558.1.p1	XM_045408679.1.p1
OG0000268	XM_001594381.1.p1	XM_045404244.1.p1
OG0000268	XM_001592851.1.p1	XM_045400491.1.p1
OG0000269	XM_001587306.1.p1	XM_045400930.1.p1
OG0000269	XM_001595030.1.p1	XM_045412409.1.p1
OG0000270	XM_001597669.1.p1	XM_045411629.1.p1
OG0000271	XM_001595666.1.p1	XM_045411889.1.p1
OG0000271	XM_001590668.1.p1	XM_045405462.1.p1, XM_045408258.1.p1, XM_045405808.1.p1, XM_045400849.1.p1
OG0000271	XM_001585265.1.p1	XM_045403875.1.p1, XM_045406660.1.p1, XM_045411002.1.p1
OG0000272	XM_001593332.1.p1	XM_045400173.1.p1
OG0000272	XM_001593331.1.p1	XM_045405002.1.p1
OG0000272	XM_001598882.1.p1	XM_045411823.1.p1
OG0000273	XM_001592377.1.p1	XM_045414653.1.p1
OG0000274	XM_001592746.1.p1	XM_045402598.1.p1
OG0000275	XM_001590888.1.p1	XM_045414345.1.p1, XM_045409566.1.p1, XM_045408977.1.p1
OG0000275	XM_001585625.1.p1	XM_045400786.1.p1
OG0000276	XM_001592491.1.p1	XM_045409623.1.p1
OG0000276	XM_001597019.1.p1	XM_045402249.1.p1
OG0000277	XM_001588099.1.p1	XM_045411162.1.p1
OG0000278	XM_001596155.1.p1	XM_045410701.1.p1
OG0000278	XM_001586662.1.p1	XM_045404512.1.p1
OG0000279	XM_001594867.1.p1	XM_045414661.1.p1
OG0000279	XM_001584514.1.p1, XM_001597332.1.p1, XM_001585797.1.p1	XM_045404253.1.p1
OG0000280	XM_001586347.1.p1	XM_045410176.1.p1
OG0000280	XM_001588434.1.p1	XM_045403126.1.p1
OG0000281	XM_001594133.1.p1	XM_045412368.1.p1
OG0000282	XM_001588023.1.p1	XM_045402337.1.p1
OG0000282	XM_001589293.1.p1	XM_045414155.1.p1, XM_045407601.1.p1, XM_045414181.1.p1
OG0000282	XM_001591523.1.p1	XM_045412658.1.p1, XM_045415449.1.p1
OG0000283	XM_001593967.1.p1	XM_045410819.1.p1
OG0000283	XM_001586787.1.p1	XM_045404531.1.p1
OG0000284	XM_001594975.1.p1	XM_045406239.1.p1
OG0000284	XM_001588421.1.p1	XM_045414486.1.p1
OG0000285	XM_001588048.1.p1, XM_001589245.1.p1	XM_045412237.1.p1
OG0000285	XM_001596070.1.p1	XM_045413938.1.p1, XM_045408284.1.p1, XM_045414761.1.p1, XM_045403029.1.p1
OG0000286	XM_001596937.1.p1, XM_001595178.1.p1	XM_045408806.1.p1
OG0000286	XM_001595060.1.p1	XM_045409998.1.p1, XM_045405968.1.p1
OG0000287	XM_001586375.1.p1	XM_045406584.1.p1
OG0000287	XM_001591627.1.p1	XM_045406632.1.p1
OG0000287	XM_001597112.1.p1	XM_045409395.1.p1
OG0000288	XM_001586741.1.p1	XM_045405639.1.p1
