Orthogroup	Sclerotinia_sclerotiorum	Tribolium_castaneum
OG0003220	XM_001588118.1.p1	TC012727.p1
OG0003221	XM_001588125.1.p1	TC007205.p1
OG0003222	XM_001588159.1.p1	TC000051.p1
OG0003224	XM_001588250.1.p1	TC034861.p1
OG0003225	XM_001588248.1.p1	TC031239.p1
OG0003226	XM_001588242.1.p1	TC014757.p1
OG0003227	XM_001588234.1.p1	TC008912.p1
OG0003228	XM_001588224.1.p1	TC008834.p1
OG0003230	XM_001588373.1.p1	TC009474.p1
OG0003232	XM_001588429.1.p1	TC000807.p1
OG0003233	XM_001588442.1.p1	TC015607.p1
OG0003236	XM_001592661.1.p1	TC003290.p1
OG0003237	XM_001592659.1.p1	TC009049.p1
OG0003238	XM_001592711.1.p1	TC000164.p1
OG0003239	XM_001592991.1.p1	TC015176.p1
OG0003240	XM_001592968.1.p1	TC003971.p1, TC030910.p1
OG0003241	XM_001592954.1.p1	TC014725.p1, TC003004.p1
OG0003242	XM_001592938.1.p1	TC006409.p1
OG0003243	XM_001592933.1.p1	TC004468.p1
OG0003244	XM_001592806.1.p1	TC030712.p1
OG0003245	XM_001592809.1.p1	TC014714.p1
OG0003248	XM_001592903.1.p1	TC005496.p1
OG0003249	XM_001592886.1.p1	TC005889.p1
OG0003250	XM_001592873.1.p1	TC031357.p1
OG0003251	XM_001592850.1.p1	TC005869.p1
OG0003254	XM_001593029.1.p1	TC013061.p1
OG0003255	XM_001593032.1.p1	TC003699.p1
OG0003256	XM_001593043.1.p1	TC013874.p1
OG0003257	XM_001593069.1.p1	TC005882.p1
OG0003260	XM_001593094.1.p1	TC010798.p1
OG0003261	XM_001593106.1.p1	TC000677.p1
OG0003262	XM_001593108.1.p1	TC000297.p1
OG0003263	XM_001593118.1.p1	TC009202.p1
OG0003264	XM_001593152.1.p1	TC010850.p1
OG0003265	XM_001593220.1.p1	TC032219.p1
OG0003266	XM_001593273.1.p1	TC010104.p1
OG0003267	XM_001587162.1.p1	TC033113.p1
OG0003268	XM_001587159.1.p1	TC015093.p1
OG0003269	XM_001587145.1.p1	TC012279.p1
OG0003270	XM_001587132.1.p1	TC013234.p1
OG0003271	XM_001587125.1.p1	TC010168.p1
OG0003272	XM_001587098.1.p1	TC008974.p1
OG0003273	XM_001587270.1.p1	TC001510.p1
OG0003276	XM_001593322.1.p1	TC034112.p1, TC008957.p1
OG0003277	XM_001587073.1.p1	TC006019.p1
OG0003279	XM_001586965.1.p1	TC013947.p1
OG0003282	XM_001589482.1.p1	TC000506.p1
OG0003283	XM_001589430.1.p1	TC013235.p1
OG0003286	XM_001596326.1.p1	TC012523.p1
OG0003288	XM_001596285.1.p1	TC011806.p1
OG0003289	XM_001589689.1.p1	TC006260.p1
OG0003292	XM_001596602.1.p1	TC011974.p1
OG0003294	XM_001596616.1.p1	TC004722.p1, TC007304.p1
OG0003295	XM_001589646.1.p1	TC009837.p1
OG0003296	XM_001596400.1.p1	TC002985.p1
OG0003297	XM_001596446.1.p1	TC014202.p1
OG0003300	XM_001596495.1.p1	TC008217.p1
OG0003301	XM_001589540.1.p1	TC004717.p1
OG0003302	XM_001596685.1.p1	TC015217.p1, TC001330.p1
OG0003303	XM_001596687.1.p1	TC004234.p1
OG0003304	XM_001596694.1.p1	TC003523.p1
OG0003305	XM_001596698.1.p1	TC031058.p1
OG0003306	XM_001596704.1.p1	TC005736.p1
OG0003307	XM_001596710.1.p1	TC010140.p1
OG0003308	XM_001584723.1.p1	TC014693.p1
OG0003309	XM_001584771.1.p1	TC034414.p1
OG0003310	XM_001584775.1.p1	TC031525.p1
OG0003313	XM_001596766.1.p1	TC011845.p1
OG0003315	XM_001596751.1.p1	TC015858.p1
OG0003316	XM_001596746.1.p1	TC004690.p1
OG0003317	XM_001596735.1.p1	TC009472.p1
OG0003318	XM_001596736.1.p1	TC010003.p1
OG0003320	XM_001596731.1.p1	TC011056.p1
OG0003321	XM_001596725.1.p1	TC015914.p1
OG0003323	XM_001584711.1.p1	TC013542.p1
OG0003324	XM_001588018.1.p1	TC002762.p1
OG0003325	XM_001587972.1.p1	TC007989.p1
OG0003326	XM_001587964.1.p1	TC033376.p1
OG0003327	XM_001587934.1.p1	TC032121.p1
OG0003330	XM_001597629.1.p1	TC013395.p1
OG0003331	XM_001597082.1.p1	TC008618.p1
OG0003332	XM_001597097.1.p1	TC008784.p1
OG0003333	XM_001597103.1.p1	TC008833.p1
OG0003334	XM_001597820.1.p1	TC031270.p1
OG0003335	XM_001597810.1.p1	TC009712.p1
OG0003337	XM_001589198.1.p1	TC013351.p1
OG0003338	XM_001589194.1.p1	TC003642.p1
OG0003340	XM_001597771.1.p1	TC030737.p1
OG0003342	XM_001589243.1.p1	TC009879.p1
OG0003343	XM_001589288.1.p1	TC012571.p1
OG0003345	XM_001589314.1.p1	TC008324.p1
OG0003346	XM_001589317.1.p1	TC030614.p1
OG0003347	XM_001589323.1.p1	TC011037.p1
OG0003348	XM_001589327.1.p1	TC015960.p1
OG0003349	XM_001589346.1.p1	TC008927.p1
OG0003352	XM_001597859.1.p1	TC015491.p1
OG0003353	XM_001597849.1.p1	TC003691.p1
OG0003354	XM_001588978.1.p1	TC006199.p1
OG0003358	XM_001589025.1.p1	TC002568.p1
OG0003360	XM_001589052.1.p1	TC000570.p1
OG0003361	XM_001589070.1.p1	TC005757.p1
OG0003363	XM_001589102.1.p1	TC002932.p1
OG0003365	XM_001595448.1.p1	TC005585.p1
OG0003366	XM_001595460.1.p1	TC002215.p1
OG0003367	XM_001595462.1.p1	TC000456.p1
OG0003368	XM_001595380.1.p1	TC009916.p1
OG0003370	XM_001595353.1.p1	TC000167.p1
OG0003374	XM_001595203.1.p1	TC012219.p1
OG0003375	XM_001595174.1.p1	TC009547.p1
OG0003376	XM_001595173.1.p1	TC013201.p1
OG0003377	XM_001595169.1.p1	TC010678.p1
OG0003379	XM_001595097.1.p1	TC033217.p1
OG0003382	XM_001595086.1.p1	TC008566.p1
OG0003384	XM_001595073.1.p1	TC013182.p1
OG0003385	XM_001595070.1.p1	TC010565.p1
OG0003386	XM_001595000.1.p1	TC032238.p1
OG0003388	XM_001594991.1.p1	TC015947.p1
OG0003389	XM_001594982.1.p1	TC013115.p1
OG0003390	XM_001594980.1.p1	TC012032.p1
OG0003392	XM_001587282.1.p1	TC000620.p1
OG0003394	XM_001587300.1.p1	TC010917.p1
OG0003395	XM_001587329.1.p1	TC033895.p1
OG0003397	XM_001587377.1.p1	TC032255.p1
OG0003398	XM_001587383.1.p1	TC003212.p1
OG0003399	XM_001587385.1.p1	TC009871.p1
OG0003400	XM_001587462.1.p1	TC004992.p1
OG0003402	XM_001587513.1.p1	TC012724.p1
OG0003403	XM_001587534.1.p1	TC011952.p1
OG0003404	XM_001587554.1.p1	TC034040.p1
OG0003405	XM_001587560.1.p1	TC005855.p1
OG0003406	XM_001587612.1.p1	TC012378.p1
OG0003407	XM_001587610.1.p1	TC002131.p1
OG0003408	XM_001587633.1.p1	TC007486.p1
OG0003409	XM_001587647.1.p1	TC008727.p1
OG0003410	XM_001587659.1.p1	TC013150.p1
OG0003411	XM_001593379.1.p1	TC034874.p1
OG0003412	XM_001593392.1.p1	TC012656.p1
OG0003413	XM_001593412.1.p1	TC003690.p1
OG0003414	XM_001593489.1.p1	TC001573.p1
OG0003415	XM_001593509.1.p1	TC002501.p1
OG0003416	XM_001593512.1.p1	TC016087.p1, TC014250.p1
OG0003418	XM_001584848.1.p1	TC001697.p1
OG0003421	XM_001593619.1.p1	TC034777.p1
OG0003423	XM_001593883.1.p1	TC009450.p1
OG0003424	XM_001593853.1.p1	TC033022.p1
OG0003425	XM_001593776.1.p1	TC008773.p1
OG0003426	XM_001593792.1.p1	TC014413.p1
OG0003427	XM_001593806.1.p1	TC009028.p1
OG0003430	XM_001593948.1.p1	TC013699.p1
OG0003431	XM_001593933.1.p1	TC008282.p1
OG0003433	XM_001593715.1.p1	TC000125.p1
OG0003435	XM_001593540.1.p1	TC010974.p1
OG0003438	XM_001593981.1.p1	TC000747.p1
OG0003443	XM_001591692.1.p1	TC005667.p1
OG0003444	XM_001591929.1.p1	TC009927.p1
OG0003445	XM_001591952.1.p1	TC011953.p1
OG0003446	XM_001591700.1.p1	TC011081.p1
OG0003447	XM_001591706.1.p1	TC005832.p1
OG0003448	XM_001591973.1.p1	TC006385.p1
OG0003449	XM_001592010.1.p1	TC013884.p1
OG0003450	XM_001591720.1.p1	TC012866.p1
OG0003451	XM_001591787.1.p1	TC006286.p1
OG0003452	XM_001591817.1.p1	TC031466.p1
OG0003453	XM_001591810.1.p1	TC014293.p1
OG0003454	XM_001591806.1.p1	TC012164.p1
OG0003455	XM_001591846.1.p1	TC034808.p1
OG0003457	XM_001586602.1.p1	TC004983.p1
OG0003458	XM_001586605.1.p1	TC010522.p1
OG0003459	XM_001586618.1.p1	TC006688.p1
OG0003460	XM_001586624.1.p1	TC014785.p1
OG0003461	XM_001591460.1.p1	TC003977.p1
OG0003462	XM_001591474.1.p1	TC010322.p1
OG0003464	XM_001591520.1.p1	TC005228.p1
OG0003466	XM_001591501.1.p1	TC006719.p1
OG0003467	XM_001591497.1.p1	TC015114.p1
OG0003468	XM_001591489.1.p1	TC033996.p1
OG0003469	XM_001586520.1.p1	TC003322.p1
OG0003470	XM_001586490.1.p1	TC001529.p1
OG0003472	XM_001586460.1.p1	TC011615.p1
OG0003473	XM_001586447.1.p1	TC011388.p1
OG0003474	XM_001586443.1.p1	TC009191.p1
OG0003475	XM_001591545.1.p1	TC032117.p1
OG0003476	XM_001591552.1.p1	TC003444.p1
OG0003477	XM_001591570.1.p1	TC002553.p1
OG0003478	XM_001591577.1.p1	TC030907.p1
OG0003480	XM_001591623.1.p1	TC012508.p1
OG0003481	XM_001591630.1.p1	TC004376.p1
OG0003482	XM_001591634.1.p1	TC005672.p1
OG0003483	XM_001591668.1.p1	TC009721.p1
OG0003485	XM_001591876.1.p1	TC012117.p1
OG0003487	XM_001591859.1.p1	TC007760.p1
OG0003489	XM_001584565.1.p1	TC001328.p1
OG0003490	XM_001584570.1.p1	TC009631.p1
OG0003493	XM_001584607.1.p1	TC030661.p1, TC007060.p1
OG0003494	XM_001584600.1.p1	TC012669.p1
OG0003495	XM_001592594.1.p1	TC000403.p1
OG0003496	XM_001592486.1.p1	TC011029.p1
OG0003497	XM_001592493.1.p1	TC015215.p1
OG0003499	XM_001597338.1.p1	TC011920.p1
OG0003500	XM_001597316.1.p1	TC006450.p1
OG0003502	XM_001597309.1.p1	TC000641.p1
OG0003503	XM_001592182.1.p1	TC001709.p1
OG0003504	XM_001592199.1.p1	TC003403.p1
OG0003505	XM_001592275.1.p1	TC000737.p1
OG0003506	XM_001592560.1.p1	TC011645.p1
OG0003507	XM_001592307.1.p1	TC000847.p1
OG0003508	XM_001592313.1.p1	TC030759.p1
OG0003510	XM_001592321.1.p1	TC033458.p1
OG0003511	XM_001592325.1.p1	TC015831.p1
OG0003512	XM_001592326.1.p1	TC010519.p1
OG0003513	XM_001592352.1.p1	TC003500.p1
OG0003514	XM_001592392.1.p1	TC000627.p1
OG0003515	XM_001596958.1.p1	TC010652.p1
OG0003517	XM_001589145.1.p1	TC014546.p1
OG0003518	XM_001597055.1.p1	TC014950.p1
OG0003519	XM_001597034.1.p1	TC009571.p1
OG0003520	XM_001596914.1.p1	TC007406.p1
OG0003522	XM_001596894.1.p1	TC010900.p1
OG0003524	XM_001596861.1.p1	TC005357.p1, TC010769.p1
OG0003527	XM_001595551.1.p1	TC007086.p1
OG0003528	XM_001595550.1.p1	TC011547.p1
OG0003529	XM_001590355.1.p1	TC031162.p1
OG0003531	XM_001590430.1.p1	TC006313.p1
OG0003533	XM_001590448.1.p1	TC032288.p1, TC032289.p1
OG0003534	XM_001590487.1.p1	TC010418.p1
OG0003535	XM_001590494.1.p1	TC012348.p1
OG0003536	XM_001590509.1.p1	TC007753.p1
OG0003537	XM_001590533.1.p1	TC001101.p1
OG0003538	XM_001590535.1.p1	TC030748.p1, TC005696.p1, TC034009.p1
OG0003539	XM_001590544.1.p1	TC004719.p1
OG0003540	XM_001590554.1.p1	TC004385.p1
OG0003541	XM_001590673.1.p1	TC016317.p1
OG0003543	XM_001590681.1.p1	TC008865.p1
OG0003544	XM_001590686.1.p1	TC012698.p1
OG0003545	XM_001584910.1.p1	TC013053.p1
OG0003546	XM_001590817.1.p1	TC005617.p1
OG0003547	XM_001590814.1.p1	TC005341.p1
OG0003548	XM_001590829.1.p1	TC001347.p1
OG0003549	XM_001585219.1.p1	TC007847.p1
OG0003550	XM_001590575.1.p1	TC015211.p1
OG0003551	XM_001590578.1.p1	TC010010.p1
OG0003552	XM_001590600.1.p1	TC001600.p1
OG0003553	XM_001590719.1.p1	TC011049.p1
OG0003554	XM_001590722.1.p1	TC006730.p1
OG0003555	XM_001590834.1.p1	TC011382.p1
OG0003557	XM_001590780.1.p1	TC012149.p1
OG0003558	XM_001590784.1.p1	TC012433.p1
OG0003559	XM_001590785.1.p1	TC012554.p1
OG0003560	XM_001590789.1.p1	TC003016.p1
OG0003562	XM_001585199.1.p1	TC000042.p1
OG0003563	XM_001584965.1.p1	TC014423.p1
OG0003565	XM_001584928.1.p1	TC009340.p1
OG0003566	XM_001584926.1.p1	TC002423.p1
OG0003569	XM_001585414.1.p1	TC004365.p1
OG0003570	XM_001585417.1.p1	TC009822.p1
OG0003571	XM_001585383.1.p1	TC005425.p1, TC011836.p1
OG0003572	XM_001585372.1.p1	TC032111.p1
OG0003573	XM_001595996.1.p1	TC002792.p1
OG0003574	XM_001595991.1.p1	TC006460.p1
OG0003575	XM_001595967.1.p1	TC016364.p1
OG0003576	XM_001595952.1.p1	TC004386.p1
OG0003577	XM_001595940.1.p1	TC000044.p1
OG0003578	XM_001595933.1.p1	TC012343.p1
OG0003580	XM_001595900.1.p1	TC031955.p1
OG0003581	XM_001596106.1.p1	TC003689.p1
OG0003582	XM_001596109.1.p1	TC013117.p1
OG0003584	XM_001596132.1.p1	TC007744.p1
OG0003586	XM_001589795.1.p1	TC009381.p1
OG0003588	XM_001589768.1.p1	TC008820.p1
OG0003589	XM_001589743.1.p1	TC015771.p1
OG0003590	XM_001596203.1.p1	TC013994.p1
OG0003591	XM_001596198.1.p1	TC015943.p1
OG0003592	XM_001596167.1.p1	TC006414.p1
OG0003593	XM_001589830.1.p1	TC001682.p1
OG0003594	XM_001589834.1.p1	TC002825.p1
OG0003595	XM_001585608.1.p1	TC009846.p1
OG0003596	XM_001585607.1.p1	TC031561.p1
OG0003597	XM_001585586.1.p1	TC014612.p1
OG0003598	XM_001585528.1.p1	TC034845.p1
OG0003599	XM_001585525.1.p1	TC014971.p1, TC006290.p1
OG0003603	XM_001598884.1.p1	TC007045.p1
OG0003604	XM_001598883.1.p1	TC011437.p1
OG0003605	XM_001598872.1.p1	TC030051.p1
OG0003606	XM_001588574.1.p1	TC012162.p1
OG0003607	XM_001588538.1.p1	TC004574.p1
OG0003608	XM_001598746.1.p1	TC011771.p1
OG0003609	XM_001588685.1.p1	TC015179.p1
OG0003610	XM_001588684.1.p1	TC015933.p1
OG0003611	XM_001588678.1.p1	TC006622.p1
OG0003612	XM_001588615.1.p1	TC014311.p1
OG0003613	XM_001588614.1.p1	TC010447.p1
OG0003614	XM_001588609.1.p1	TC009851.p1
OG0003615	XM_001598856.1.p1	TC010334.p1
OG0003617	XM_001598833.1.p1	TC012561.p1
OG0003618	XM_001598832.1.p1	TC000192.p1
OG0003619	XM_001598831.1.p1	TC014009.p1
OG0003620	XM_001598808.1.p1	TC005070.p1
OG0003621	XM_001598799.1.p1	TC014434.p1
OG0003622	XM_001598758.1.p1	TC014883.p1
OG0003626	XM_001588784.1.p1	TC000875.p1
OG0003628	XM_001588773.1.p1	TC009468.p1
OG0003629	XM_001588770.1.p1	TC016323.p1
OG0003631	XM_001588914.1.p1	TC011204.p1
OG0003633	XM_001584690.1.p1	TC003306.p1
OG0003634	XM_001584633.1.p1	TC002895.p1
OG0003636	XM_001591401.1.p1	TC007153.p1
OG0003637	XM_001591304.1.p1	TC010139.p1
OG0003638	XM_001591280.1.p1	TC003211.p1
OG0003639	XM_001591279.1.p1	TC013228.p1
OG0003640	XM_001591239.1.p1	TC008173.p1
OG0003641	XM_001591210.1.p1	TC008728.p1
OG0003643	XM_001591194.1.p1	TC010945.p1
OG0003644	XM_001591052.1.p1	TC011263.p1
OG0003645	XM_001591067.1.p1	TC011042.p1
OG0003647	XM_001591095.1.p1	TC014109.p1
OG0003648	XM_001591111.1.p1	TC012706.p1
OG0003649	XM_001591113.1.p1	TC008829.p1
OG0003650	XM_001591116.1.p1	TC003521.p1
OG0003651	XM_001591118.1.p1	TC015322.p1
OG0003652	XM_001591119.1.p1	TC004619.p1
OG0003653	XM_001591177.1.p1	TC008921.p1
OG0003655	XM_001591037.1.p1	TC010709.p1
OG0003656	XM_001591001.1.p1	TC013457.p1
OG0003657	XM_001590998.1.p1	TC034773.p1
OG0003658	XM_001590941.1.p1	TC001923.p1
OG0003659	XM_001590931.1.p1	TC014987.p1
OG0003661	XM_001590871.1.p1	TC002887.p1
OG0003663	XM_001590883.1.p1	TC005930.p1
OG0003664	XM_001590892.1.p1	TC011290.p1
OG0003666	XM_001590921.1.p1	TC009389.p1
OG0003667	XM_001585113.1.p1	TC013867.p1
OG0003668	XM_001595860.1.p1	TC000219.p1
OG0003671	XM_001596034.1.p1	TC003270.p1
OG0003674	XM_001585268.1.p1	TC013408.p1
OG0003675	XM_001589839.1.p1	TC003033.p1
OG0003676	XM_001589885.1.p1	TC001073.p1
OG0003677	XM_001589953.1.p1	TC007954.p1
OG0003678	XM_001590028.1.p1	TC009982.p1
OG0003680	XM_001589989.1.p1	TC030679.p1
OG0003684	XM_001590122.1.p1	TC003825.p1
OG0003687	XM_001590288.1.p1	TC010759.p1
OG0003689	XM_001590177.1.p1	TC033703.p1
OG0003690	XM_001587296.1.p1	TC014716.p1
OG0003725	XM_001595415.1.p1	TC009428.p1, TC009386.p1, TC003390.p1
OG0003727	XM_001596013.1.p1	TC005175.p1
OG0003833	XM_001591056.1.p1	TC030632.p1
OG0003836	XM_001589841.1.p1	TC007443.p1
OG0003837	XM_001589848.1.p1, XM_001592518.1.p1	TC000380.p1
OG0003839	XM_001584528.1.p1	TC013506.p1
OG0003851	XM_001586234.1.p1	TC006816.p1
OG0003853	XM_001588894.1.p1	TC033656.p1
OG0003857	XM_001584501.1.p1	TC003127.p1
OG0003859	XM_001586789.1.p1	TC031189.p1
OG0003860	XM_001594120.1.p1	TC013303.p1
OG0003864	XM_001594151.1.p1	TC005894.p1
OG0003865	XM_001594154.1.p1	TC000375.p1
OG0003872	XM_001587750.1.p1	TC012902.p1
OG0003874	XM_001590733.1.p1	TC010407.p1
OG0003880	XM_001595835.1.p1	TC034329.p1
OG0003881	XM_001595836.1.p1	TC032165.p1
OG0003885	XM_001596035.1.p1	TC008693.p1
OG0003896	XM_001594475.1.p1	TC011210.p1
OG0003898	XM_001589787.1.p1	TC009857.p1
OG0003899	XM_001589786.1.p1	TC003011.p1
OG0003900	XM_001586922.1.p1	TC006049.p1
OG0003901	XM_001586935.1.p1	TC000618.p1
OG0003903	XM_001585425.1.p1	TC011193.p1
OG0003906	XM_001598908.1.p1	TC008312.p1
OG0003914	XM_001597485.1.p1	TC005845.p1
OG0003919	XM_001589476.1.p1	TC034580.p1
OG0003922	XM_001590317.1.p1	TC008898.p1
OG0003927	XM_001588746.1.p1	TC009885.p1
OG0003931	XM_001598874.1.p1	TC013756.p1
OG0003933	XM_001591078.1.p1	TC002742.p1
OG0003937	XM_001591472.1.p1	TC010119.p1
OG0003941	XM_001590393.1.p1	TC000244.p1
OG0003959	XM_001595354.1.p1	TC013249.p1
OG0003961	XM_001595387.1.p1	TC015316.p1
OG0003963	XM_001591422.1.p1	TC016320.p1
OG0003965	XM_001588490.1.p1	TC007793.p1
OG0003966	XM_001597071.1.p1	TC005506.p1
OG0003971	XM_001592805.1.p1	TC011566.p1
OG0003975	XM_001596912.1.p1	TC008673.p1
OG0003983	XM_001591121.1.p1	TC009512.p1
OG0003987	XM_001587611.1.p1	TC008709.p1
OG0004000	XM_001594948.1.p1	TC000446.p1
OG0004001	XM_001594965.1.p1	TC006276.p1
OG0004010	XM_001592701.1.p1	TC004290.p1
OG0004014	XM_001597313.1.p1	TC015855.p1
OG0004015	XM_001597311.1.p1	TC006738.p1
OG0004016	XM_001593637.1.p1	TC007790.p1
OG0004022	XM_001590132.1.p1	TC010485.p1
OG0004024	XM_001590125.1.p1	TC008337.p1
OG0004027	XM_001588074.1.p1	TC013083.p1
OG0004030	XM_001588086.1.p1	TC007206.p1
OG0004034	XM_001585321.1.p1	TC013118.p1
OG0004036	XM_001585128.1.p1	TC014905.p1
OG0004039	XM_001588695.1.p1	TC034900.p1
OG0004040	XM_001597098.1.p1	TC033411.p1
OG0004045	XM_001597628.1.p1	TC031278.p1
OG0004046	XM_001597625.1.p1	TC013829.p1
OG0004068	XM_001595177.1.p1	TC013429.p1
OG0004072	XM_001592729.1.p1	TC033046.p1
OG0004074	XM_001592727.1.p1	TC031003.p1
OG0004076	XM_001592757.1.p1	TC011708.p1
OG0004077	XM_001593015.1.p1	TC032394.p1
OG0004084	XM_001590601.1.p1	TC000477.p1
OG0004089	XM_001584590.1.p1	TC003130.p1
OG0004090	XM_001584596.1.p1	TC007103.p1
OG0004094	XM_001595447.1.p1	TC002960.p1
OG0004101	XM_001593428.1.p1	TC002671.p1
OG0004103	XM_001598721.1.p1	TC006048.p1
OG0004106	XM_001587413.1.p1	TC008670.p1
OG0004107	XM_001587460.1.p1	TC006551.p1
OG0004110	XM_001588654.1.p1	TC033718.p1
OG0004113	XM_001598837.1.p1	TC002635.p1
OG0004118	XM_001589963.1.p1	TC003389.p1
OG0004121	XM_001589917.1.p1	TC015499.p1
OG0004132	XM_001595345.1.p1	TC010107.p1
OG0004138	XM_001597189.1.p1	TC011798.p1
OG0004144	XM_001584879.1.p1	TC032364.p1
OG0004153	XM_001589273.1.p1	TC004962.p1
OG0004158	XM_001586659.1.p1	TC003119.p1
OG0004162	XM_001593867.1.p1	TC000328.p1
OG0004163	XM_001593876.1.p1	TC010176.p1
OG0004176	XM_001585514.1.p1	TC015268.p1
OG0004177	XM_001585683.1.p1	TC030911.p1
OG0004179	XM_001585736.1.p1	TC012664.p1
OG0004180	XM_001598519.1.p1	TC001392.p1
OG0004186	XM_001596120.1.p1	TC012251.p1
OG0004187	XM_001591158.1.p1	TC005420.p1
OG0004195	XM_001597978.1.p1	TC008016.p1
OG0004204	XM_001591748.1.p1	TC006553.p1
OG0004210	XM_001597281.1.p1	TC001465.p1
OG0004223	XM_001596216.1.p1	TC003574.p1
OG0004227	XM_001586168.1.p1	TC034247.p1
OG0004241	XM_001586604.1.p1	TC005801.p1
OG0004257	XM_001595610.1.p1	TC009931.p1
OG0004265	XM_001588293.1.p1	TC005584.p1
OG0004267	XM_001588393.1.p1	TC030464.p1
OG0004272	XM_001595549.1.p1	TC009787.p1
OG0004276	XM_001595510.1.p1	TC007491.p1
OG0004278	XM_001595493.1.p1	TC013240.p1
OG0004279	XM_001595481.1.p1	TC013356.p1
OG0004280	XM_001590553.1.p1	TC011619.p1
OG0004281	XM_001590556.1.p1	TC034729.p1
OG0004285	XM_001590991.1.p1	TC030643.p1
OG0004287	XM_001590949.1.p1	TC001270.p1
OG0004288	XM_001590906.1.p1	TC009718.p1
OG0004296	XM_001592436.1.p1	TC001326.p1
OG0004300	XM_001592388.1.p1	TC012341.p1
OG0004303	XM_001592343.1.p1	TC010317.p1
OG0004311	XM_001597024.1.p1	TC009044.p1
OG0004313	XM_001597590.1.p1	TC015506.p1
OG0004317	XM_001597568.1.p1	TC014297.p1
OG0004327	XM_001598387.1.p1	TC011638.p1
OG0004336	XM_001587095.1.p1	TC004326.p1
OG0004337	XM_001587099.1.p1	TC001409.p1
OG0004340	XM_001587176.1.p1	TC003068.p1
OG0004341	XM_001587178.1.p1	TC009615.p1
OG0004342	XM_001587186.1.p1	TC009595.p1
OG0004350	XM_001593056.1.p1	TC012068.p1
OG0004351	XM_001592764.1.p1	TC005495.p1
OG0004358	XM_001596333.1.p1	TC033835.p1
OG0004372	XM_001598207.1.p1	TC005393.p1
OG0004376	XM_001598156.1.p1	TC032160.p1
OG0004382	XM_001594826.1.p1	TC002174.p1
OG0004384	XM_001594793.1.p1	TC011927.p1
OG0004392	XM_001594303.1.p1	TC012587.p1
OG0004393	XM_001594305.1.p1	TC031453.p1
OG0004400	XM_001586067.1.p1	TC014537.p1
OG0004402	XM_001594658.1.p1	TC013003.p1
OG0004407	XM_001585924.1.p1	TC034768.p1
OG0004412	XM_001585977.1.p1	TC000876.p1
OG0004414	XM_001586027.1.p1	TC008014.p1
OG0004415	XM_001594133.1.p1	TC009490.p1
OG0004417	XM_001594150.1.p1	TC011686.p1
OG0004435	XM_001594557.1.p1	TC003693.p1
OG0004437	XM_001594587.1.p1	TC013076.p1
OG0004440	XM_001594218.1.p1	TC012753.p1
OG0004442	XM_001594889.1.p1	TC002934.p1
OG0004454	XM_001586185.1.p1	TC006211.p1
OG0004457	XM_001586272.1.p1	TC014935.p1
OG0004460	XM_001586208.1.p1	TC032734.p1
OG0004470	XM_001597305.1.p1	TC015931.p1
OG0004473	XM_001597523.1.p1	TC006252.p1
OG0004474	XM_001597544.1.p1	TC000103.p1
OG0004478	XM_001597354.1.p1	TC008189.p1
OG0004479	XM_001597373.1.p1	TC012118.p1
OG0004482	XM_001597473.1.p1	TC009108.p1
OG0004485	XM_001597171.1.p1	TC034819.p1
OG0004495	XM_001587683.1.p1	TC001918.p1
OG0004497	XM_001587671.1.p1	TC009165.p1
OG0004501	XM_001586861.1.p1	TC034595.p1
OG0004502	XM_001586819.1.p1	TC001762.p1
OG0004505	XM_001586772.1.p1	TC031250.p1
OG0004507	XM_001586641.1.p1	TC015819.p1
OG0004509	XM_001588479.1.p1	TC014601.p1
OG0004515	XM_001598436.1.p1	TC011734.p1
OG0004526	XM_001598351.1.p1	TC034132.p1
OG0004527	XM_001598253.1.p1	TC015577.p1
OG0004538	XM_001598062.1.p1	TC005718.p1
OG0004541	XM_001598028.1.p1	TC015659.p1
OG0004542	XM_001598019.1.p1	TC013292.p1
OG0004545	XM_001598004.1.p1	TC007436.p1
OG0004554	XM_001597871.1.p1	TC015001.p1
OG0004557	XM_001585636.1.p1	TC013456.p1
OG0004564	XM_001588044.1.p1	TC011922.p1
OG0004565	XM_001595837.1.p1	TC007177.p1, TC032389.p1
OG0004569	XM_001590343.1.p1	TC008216.p1
OG0004570	XM_001595746.1.p1	TC004121.p1
OG0004571	XM_001595752.1.p1	TC015432.p1
OG0004575	XM_001595654.1.p1	TC014435.p1
OG0004576	XM_001595607.1.p1	TC003698.p1
OG0004577	XM_001595604.1.p1	TC001443.p1
OG0004582	XM_001588196.1.p1	TC010150.p1
OG0004583	XM_001588211.1.p1	TC012455.p1
OG0004584	XM_001588215.1.p1	TC015747.p1
OG0004585	XM_001588261.1.p1	TC001631.p1
OG0004595	XM_001592730.1.p1	TC006994.p1
OG0004599	XM_001592827.1.p1	TC011851.p1
OG0004600	XM_001592830.1.p1	TC011161.p1
OG0004603	XM_001593040.1.p1	TC002100.p1
OG0004605	XM_001593092.1.p1	TC000126.p1
OG0004606	XM_001593136.1.p1	TC030698.p1
OG0004608	XM_001593193.1.p1	TC014454.p1
OG0004616	XM_001593309.1.p1	TC033552.p1
OG0004617	XM_001593299.1.p1	TC016216.p1
OG0004624	XM_001587011.1.p1	TC006547.p1
OG0004625	XM_001586993.1.p1	TC004125.p1
OG0004626	XM_001589631.1.p1	TC007912.p1
