Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Verticillium_dahliae_rna_prot
OG0000170	XM_001595877.1.p1	XM_009653359.1.p1
OG0000170	XM_001585258.1.p1	XM_009652222.1.p1
OG0000171	XM_001596547.1.p1	XM_009652181.1.p1
OG0000171	XM_001594242.1.p1	XM_009659032.1.p1
OG0000172	XM_001590603.1.p1	XM_009651920.1.p1
OG0000172	XM_001590018.1.p1	XM_009658736.1.p1
OG0000172	XM_001585270.1.p1	XM_009658774.1.p1
OG0000173	XM_001593315.1.p1	XM_009653516.1.p1
OG0000173	XM_001587766.1.p1	XM_009654835.1.p1
OG0000174	XM_001591883.1.p1	XM_009654234.1.p1
OG0000174	XM_001597061.1.p1, XM_001590770.1.p1	XM_009657935.1.p1
OG0000174	XM_001585955.1.p1	XM_009656767.1.p1
OG0000175	XM_001589737.1.p1	XM_009656944.1.p1
OG0000175	XM_001592718.1.p1	XM_009655417.1.p1
OG0000175	XM_001593214.1.p1, XM_001589370.1.p1, XM_001598408.1.p1	XM_009655189.1.p1
OG0000175	XM_001596839.1.p1	XM_009658953.1.p1
OG0000176	XM_001594380.1.p1	XM_009656889.1.p1
OG0000176	XM_001591850.1.p1	XM_009658910.1.p1
OG0000176	XM_001593131.1.p1	XM_009655891.1.p1
OG0000177	XM_001591247.1.p1	XM_009654107.1.p1
OG0000177	XM_001595063.1.p1	XM_009659377.1.p1
OG0000178	XM_001594170.1.p1	XM_009654551.1.p1
OG0000178	XM_001597585.1.p1	XM_009657012.1.p1
OG0000178	XM_001590945.1.p1	XM_009654014.1.p1
OG0000179	XM_001594350.1.p1	XM_009657475.1.p1, XM_009657810.1.p1, XM_009656513.1.p1
OG0000179	XM_001594694.1.p1	XM_009657474.1.p1
OG0000180	XM_001594632.1.p1	XM_009656992.1.p1
OG0000181	XM_001589985.1.p1	XM_009653666.1.p1
OG0000182	XM_001588602.1.p1	XM_009649795.1.p1
OG0000182	XM_001595051.1.p1	XM_009659744.1.p1
OG0000182	XM_001585915.1.p1	XM_009657969.1.p1
OG0000183	XM_001592775.1.p1	XM_009655805.1.p1
OG0000183	XM_001588424.1.p1	XM_009659667.1.p1
OG0000184	XM_001594349.1.p1	XM_009650055.1.p1
OG0000185	XM_001589036.1.p1	XM_009651873.1.p1
OG0000187	XM_001598915.1.p1	XM_009652548.1.p1
OG0000189	XM_001589775.1.p1	XM_009650465.1.p1
OG0000191	XM_001590112.1.p1	XM_009658241.1.p1
OG0000192	XM_001594643.1.p1	XM_009650751.1.p1
OG0000192	XM_001597741.1.p1	XM_009655698.1.p1
OG0000192	XM_001588260.1.p1	XM_009656428.1.p1
OG0000193	XM_001584881.1.p1	XM_009651257.1.p1
OG0000193	XM_001585382.1.p1	XM_009655391.1.p1
OG0000194	XM_001589621.1.p1	XM_009651683.1.p1
OG0000194	XM_001585026.1.p1	XM_009650964.1.p1
OG0000194	XM_001585815.1.p1	XM_009651810.1.p1
OG0000195	XM_001597923.1.p1	XM_009654682.1.p1
OG0000195	XM_001584810.1.p1	XM_009653436.1.p1
OG0000195	XM_001588295.1.p1	XM_009652935.1.p1
OG0000196	XM_001593146.1.p1, XM_001597067.1.p1	XM_009653424.1.p1
OG0000198	XM_001589999.1.p1	XM_009658952.1.p1
OG0000199	XM_001595824.1.p1	XM_009653852.1.p1
OG0000200	XM_001591001.1.p1	XM_009650270.1.p1
OG0000200	XM_001585608.1.p1	XM_009654161.1.p1
OG0000200	XM_001585607.1.p1	XM_009654162.1.p1
OG0000201	XM_001586673.1.p1	XM_009654378.1.p1
OG0000201	XM_001590628.1.p1	XM_009652001.1.p1
OG0000201	XM_001585892.1.p1	XM_009652054.1.p1
OG0000202	XM_001598912.1.p1	XM_009653225.1.p1
OG0000203	XM_001590586.1.p1	XM_009657961.1.p1
OG0000204	XM_001591999.1.p1	XM_009652192.1.p1, XM_009654183.1.p1, XM_009659157.1.p1
OG0000205	XM_001588812.1.p1	XM_009651050.1.p1
OG0000207	XM_001596987.1.p1	XM_009655555.1.p1
OG0000207	XM_001584718.1.p1	XM_009657035.1.p1
OG0000210	XM_001584956.1.p1	XM_009657350.1.p1, XM_009656755.1.p1, XM_009650982.1.p1
OG0000211	XM_001586269.1.p1	XM_009651114.1.p1
OG0000211	XM_001591045.1.p1	XM_009650531.1.p1
OG0000212	XM_001588279.1.p1	XM_009650409.1.p1
OG0000212	XM_001597073.1.p1	XM_009652734.1.p1
OG0000213	XM_001589354.1.p1	XM_009650927.1.p1
OG0000213	XM_001590988.1.p1	XM_009653440.1.p1
OG0000213	XM_001594639.1.p1	XM_009651311.1.p1
OG0000214	XM_001596341.1.p1	XM_009659567.1.p1
OG0000215	XM_001596068.1.p1, XM_001593468.1.p1, XM_001590206.1.p1	XM_009658477.1.p1, XM_009653551.1.p1, XM_009652129.1.p1, XM_009658120.1.p1, XM_009657348.1.p1
OG0000216	XM_001598206.1.p1	XM_009656340.1.p1
OG0000220	XM_001586069.1.p1	XM_009650585.1.p1
OG0000220	XM_001591224.1.p1, XM_001593333.1.p1	XM_009659517.1.p1
OG0000221	XM_001596511.1.p1	XM_009656565.1.p1
OG0000222	XM_001592463.1.p1	XM_009651149.1.p1
OG0000226	XM_001591492.1.p1	XM_009659320.1.p1
OG0000226	XM_001584873.1.p1	XM_009654733.1.p1
OG0000227	XM_001596721.1.p1	XM_009652088.1.p1
OG0000227	XM_001597258.1.p1	XM_009655708.1.p1
OG0000227	XM_001598493.1.p1	XM_009660212.1.p1
OG0000228	XM_001598326.1.p1	XM_009650517.1.p1
OG0000228	XM_001590417.1.p1	XM_009657627.1.p1
OG0000228	XM_001594524.1.p1	XM_009655392.1.p1
OG0000229	XM_001584665.1.p1	XM_009653914.1.p1
OG0000229	XM_001592829.1.p1	XM_009649975.1.p1
OG0000230	XM_001595688.1.p1	XM_009650144.1.p1
OG0000230	XM_001584950.1.p1	XM_009659995.1.p1
OG0000231	XM_001591186.1.p1	XM_009656059.1.p1
OG0000231	XM_001595459.1.p1, XM_001591268.1.p1	XM_009649751.1.p1
OG0000232	XM_001594634.1.p1	XM_009650963.1.p1
OG0000232	XM_001589722.1.p1	XM_009653193.1.p1
OG0000235	XM_001587120.1.p1	XM_009659152.1.p1
OG0000236	XM_001596648.1.p1	XM_009656827.1.p1
OG0000237	XM_001585240.1.p1	XM_009659969.1.p1
OG0000237	XM_001587970.1.p1	XM_009649734.1.p1
OG0000237	XM_001598176.1.p1	XM_009656368.1.p1
OG0000238	XM_001587158.1.p1	XM_009659570.1.p1
OG0000238	XM_001595636.1.p1	XM_009650049.1.p1
OG0000240	XM_001584824.1.p1	XM_009653865.1.p1
OG0000241	XM_001594149.1.p1	XM_009653097.1.p1
OG0000241	XM_001593862.1.p1	XM_009655912.1.p1
OG0000244	XM_001585917.1.p1	XM_009657971.1.p1
OG0000244	XM_001597739.1.p1	XM_009656068.1.p1
OG0000246	XM_001586585.1.p1	XM_009658711.1.p1
OG0000247	XM_001597090.1.p1	XM_009651835.1.p1
OG0000247	XM_001589458.1.p1	XM_009650501.1.p1
OG0000248	XM_001586783.1.p1	XM_009658420.1.p1
OG0000248	XM_001585751.1.p1	XM_009656545.1.p1, XM_009649970.1.p1
OG0000249	XM_001587592.1.p1	XM_009654806.1.p1
OG0000251	XM_001593458.1.p1	XM_009654484.1.p1
OG0000251	XM_001590820.1.p1	XM_009659890.1.p1
OG0000252	XM_001590285.1.p1	XM_009654401.1.p1
OG0000253	XM_001598377.1.p1, XM_001590310.1.p1	XM_009650529.1.p1
OG0000255	XM_001586279.1.p1	XM_009655580.1.p1, XM_009656249.1.p1, XM_009656130.1.p1, XM_009650145.1.p1, XM_009657338.1.p1, XM_009656982.1.p1, XM_009658124.1.p1
OG0000255	XM_001597636.1.p1	XM_009651822.1.p1
OG0000256	XM_001590113.1.p1	XM_009654173.1.p1
OG0000258	XM_001590735.1.p1	XM_009651260.1.p1
OG0000259	XM_001598370.1.p1	XM_009654348.1.p1
OG0000259	XM_001590880.1.p1	XM_009657650.1.p1
OG0000259	XM_001587111.1.p1	XM_009657250.1.p1
OG0000260	XM_001587809.1.p1	XM_009650956.1.p1, XM_009650770.1.p1
OG0000261	XM_001585923.1.p1	XM_009656736.1.p1
OG0000261	XM_001589789.1.p1	XM_009650474.1.p1
OG0000262	XM_001585956.1.p1	XM_009656766.1.p1
OG0000263	XM_001595664.1.p1	XM_009651396.1.p1, XM_009657352.1.p1
OG0000265	XM_001587775.1.p1	XM_009658243.1.p1
OG0000266	XM_001595040.1.p1	XM_009657909.1.p1
OG0000266	XM_001598558.1.p1	XM_009653285.1.p1
OG0000268	XM_001594381.1.p1	XM_009656888.1.p1
OG0000268	XM_001592851.1.p1	XM_009659014.1.p1
OG0000269	XM_001587306.1.p1	XM_009650166.1.p1
OG0000269	XM_001595030.1.p1	XM_009659804.1.p1
OG0000271	XM_001595666.1.p1	XM_009650364.1.p1
OG0000271	XM_001590668.1.p1	XM_009652620.1.p1, XM_009656577.1.p1
OG0000271	XM_001585265.1.p1	XM_009658820.1.p1
OG0000272	XM_001593332.1.p1	XM_009649948.1.p1
OG0000272	XM_001593331.1.p1	XM_009658225.1.p1
OG0000272	XM_001598882.1.p1	XM_009652506.1.p1
OG0000273	XM_001592377.1.p1	XM_009651303.1.p1, XM_009653257.1.p1
OG0000274	XM_001592746.1.p1	XM_009653936.1.p1
OG0000276	XM_001592491.1.p1	XM_009651113.1.p1
OG0000276	XM_001597019.1.p1	XM_009656069.1.p1
OG0000277	XM_001588099.1.p1	XM_009651552.1.p1
OG0000278	XM_001586662.1.p1	XM_009658460.1.p1
OG0000279	XM_001594867.1.p1	XM_009651315.1.p1, XM_009654402.1.p1
OG0000279	XM_001584514.1.p1, XM_001597332.1.p1, XM_001585797.1.p1	XM_009656899.1.p1
OG0000280	XM_001588434.1.p1	XM_009656496.1.p1
OG0000281	XM_001594133.1.p1	XM_009653124.1.p1
OG0000282	XM_001589293.1.p1	XM_009655049.1.p1
OG0000282	XM_001591523.1.p1	XM_009655098.1.p1
OG0000283	XM_001593967.1.p1	XM_009653237.1.p1
OG0000283	XM_001586787.1.p1	XM_009658422.1.p1
OG0000284	XM_001594975.1.p1	XM_009659333.1.p1
OG0000285	XM_001588048.1.p1, XM_001589245.1.p1	XM_009657684.1.p1
OG0000285	XM_001596070.1.p1	XM_009653955.1.p1, XM_009649775.1.p1
OG0000286	XM_001596937.1.p1, XM_001595178.1.p1	XM_009653414.1.p1
OG0000286	XM_001595060.1.p1	XM_009659376.1.p1
OG0000287	XM_001586375.1.p1	XM_009658702.1.p1
OG0000287	XM_001591627.1.p1	XM_009658755.1.p1
OG0000287	XM_001597112.1.p1	XM_009651262.1.p1
OG0000288	XM_001586741.1.p1	XM_009649745.1.p1
OG0000288	XM_001585180.1.p1	XM_009652180.1.p1
OG0000289	XM_001596210.1.p1	XM_009656505.1.p1
OG0000289	XM_001587013.1.p1	XM_009659223.1.p1
OG0000291	XM_001595467.1.p1	XM_009653122.1.p1
OG0000291	XM_001593375.1.p1	XM_009651888.1.p1
OG0000291	XM_001586302.1.p1	XM_009656090.1.p1, XM_009658471.1.p1
OG0000292	XM_001595511.1.p1	XM_009651251.1.p1
OG0000292	XM_001597497.1.p1	XM_009660145.1.p1
OG0000293	XM_001586572.1.p1	XM_009654380.1.p1
OG0000294	XM_001590001.1.p1	XM_009658329.1.p1
OG0000294	XM_001591006.1.p1	XM_009650850.1.p1
OG0000295	XM_001586192.1.p1	XM_009653578.1.p1
OG0000295	XM_001590105.1.p1	XM_009653773.1.p1
OG0000295	XM_001595606.1.p1	XM_009659470.1.p1
OG0000302	XM_001589175.1.p1, XM_001596985.1.p1, XM_001589445.1.p1	XM_009653467.1.p1
OG0000302	XM_001591897.1.p1	XM_009654603.1.p1
OG0000303	XM_001593841.1.p1	XM_009656644.1.p1
OG0000304	XM_001592528.1.p1	XM_009657228.1.p1
OG0000304	XM_001587021.1.p1	XM_009649901.1.p1
OG0000307	XM_001584568.1.p1	XM_009656859.1.p1
OG0000307	XM_001596247.1.p1	XM_009651847.1.p1, XM_009653492.1.p1
OG0000307	XM_001592523.1.p1	XM_009656585.1.p1
OG0000308	XM_001591807.1.p1	XM_009658851.1.p1
OG0000309	XM_001597414.1.p1	XM_009653790.1.p1
OG0000309	XM_001594459.1.p1	XM_009649840.1.p1
OG0000310	XM_001597658.1.p1	XM_009652772.1.p1
OG0000312	XM_001597099.1.p1	XM_009651836.1.p1
OG0000313	XM_001598739.1.p1	XM_009651577.1.p1
OG0000313	XM_001593588.1.p1	XM_009654052.1.p1, XM_009656225.1.p1
OG0000314	XM_001597620.1.p1	XM_009659482.1.p1
OG0000314	XM_001593040.1.p1	XM_009649891.1.p1
OG0000317	XM_001586015.1.p1	XM_009653182.1.p1
OG0000317	XM_001587228.1.p1	XM_009659574.1.p1
OG0000318	XM_001598012.1.p1	XM_009650648.1.p1
OG0000318	XM_001594756.1.p1	XM_009653479.1.p1
OG0000319	XM_001598351.1.p1	XM_009657929.1.p1
OG0000320	XM_001585068.1.p1	XM_009657715.1.p1, XM_009654983.1.p1, XM_009653764.1.p1, XM_009657717.1.p1, XM_009659965.1.p1, XM_009652364.1.p1, XM_009653072.1.p1, XM_009653304.1.p1
OG0000321	XM_001592385.1.p1	XM_009650561.1.p1
OG0000322	XM_001587529.1.p1	XM_009660059.1.p1
OG0000323	XM_001593906.1.p1	XM_009651462.1.p1
OG0000324	XM_001594373.1.p1	XM_009650646.1.p1
OG0000324	XM_001592271.1.p1	XM_009652622.1.p1
OG0000325	XM_001590041.1.p1	XM_009654775.1.p1, XM_009657420.1.p1
OG0000326	XM_001589657.1.p1	XM_009653762.1.p1, XM_009653291.1.p1
OG0000326	XM_001595679.1.p1	XM_009652846.1.p1
OG0000327	XM_001587909.1.p1	XM_009656538.1.p1, XM_009655461.1.p1, XM_009654318.1.p1
OG0000328	XM_001586323.1.p1	XM_009656366.1.p1
OG0000328	XM_001593417.1.p1	XM_009656149.1.p1
OG0000329	XM_001591776.1.p1	XM_009656637.1.p1
OG0000329	XM_001590057.1.p1	XM_009654595.1.p1
OG0000329	XM_001598723.1.p1	XM_009652508.1.p1
OG0000331	XM_001593836.1.p1	XM_009657473.1.p1
OG0000333	XM_001591225.1.p1	XM_009656151.1.p1
OG0000334	XM_001588568.1.p1	XM_009655196.1.p1
OG0000335	XM_001587695.1.p1	XM_009658404.1.p1
OG0000336	XM_001596349.1.p1	XM_009656554.1.p1
OG0000337	XM_001597150.1.p1	XM_009650262.1.p1
OG0000337	XM_001589811.1.p1	XM_009655780.1.p1
OG0000338	XM_001595733.1.p1	XM_009651677.1.p1
OG0000339	XM_001588030.1.p1	XM_009659418.1.p1
OG0000339	XM_001597935.1.p1	XM_009655086.1.p1
OG0000340	XM_001593244.1.p1	XM_009653417.1.p1
OG0000342	XM_001587098.1.p1	XM_009649863.1.p1
OG0000343	XM_001593775.1.p1	XM_009657804.1.p1
OG0000343	XM_001588828.1.p1	XM_009652930.1.p1
OG0000345	XM_001597413.1.p1	XM_009656426.1.p1
OG0000346	XM_001585647.1.p1	XM_009650319.1.p1
OG0000347	XM_001588291.1.p1	XM_009651531.1.p1
OG0000347	XM_001594045.1.p1	XM_009651700.1.p1
OG0000348	XM_001596350.1.p1	XM_009653797.1.p1
OG0000348	XM_001596342.1.p1	XM_009659566.1.p1
OG0000349	XM_001584732.1.p1, XM_001598037.1.p1	XM_009653967.1.p1
OG0000350	XM_001594577.1.p1	XM_009650638.1.p1
OG0000350	XM_001585929.1.p1	XM_009656753.1.p1
OG0000351	XM_001592911.1.p1	XM_009654150.1.p1
OG0000352	XM_001593209.1.p1	XM_009659563.1.p1
OG0000352	XM_001590845.1.p1	XM_009658170.1.p1
OG0000352	XM_001585021.1.p1, XM_001591126.1.p1	XM_009657887.1.p1
OG0000353	XM_001588067.1.p1	XM_009657565.1.p1
OG0000354	XM_001594672.1.p1	XM_009659520.1.p1
OG0000355	XM_001590970.1.p1	XM_009653835.1.p1
OG0000356	XM_001598020.1.p1	XM_009652314.1.p1
OG0000356	XM_001589024.1.p1	XM_009654620.1.p1
OG0000356	XM_001594952.1.p1	XM_009651032.1.p1
OG0000357	XM_001584508.1.p1	XM_009652153.1.p1
OG0000357	XM_001596882.1.p1	XM_009650874.1.p1
OG0000361	XM_001597018.1.p1	XM_009653011.1.p1, XM_009655502.1.p1, XM_009659484.1.p1
OG0000361	XM_001584885.1.p1	XM_009657628.1.p1
OG0000362	XM_001588879.1.p1	XM_009655603.1.p1
OG0000362	XM_001592261.1.p1	XM_009651181.1.p1, XM_009654750.1.p1
OG0000364	XM_001586746.1.p1	XM_009658200.1.p1
OG0000364	XM_001591295.1.p1	XM_009658385.1.p1
OG0000365	XM_001593795.1.p1	XM_009659713.1.p1
OG0000366	XM_001592514.1.p1	XM_009657312.1.p1
OG0000367	XM_001589140.1.p1	XM_009657603.1.p1
OG0000368	XM_001586991.1.p1	XM_009656359.1.p1
OG0000369	XM_001585932.1.p1	XM_009652009.1.p1
OG0000369	XM_001585931.1.p1	XM_009652008.1.p1
OG0000370	XM_001596117.1.p1	XM_009656586.1.p1
OG0000374	XM_001594977.1.p1	XM_009659335.1.p1
OG0000375	XM_001586362.1.p1, XM_001597921.1.p1	XM_009654872.1.p1, XM_009652526.1.p1
OG0000375	XM_001589897.1.p1	XM_009655276.1.p1
OG0000376	XM_001588139.1.p1	XM_009651663.1.p1
OG0000376	XM_001587757.1.p1	XM_009658361.1.p1
OG0000378	XM_001596864.1.p1	XM_009652570.1.p1
OG0000378	XM_001594848.1.p1	XM_009659551.1.p1
OG0000379	XM_001588044.1.p1	XM_009651591.1.p1
OG0000379	XM_001592931.1.p1	XM_009649953.1.p1
OG0000380	XM_001584697.1.p1	XM_009658004.1.p1
OG0000380	XM_001597824.1.p1	XM_009656435.1.p1
OG0000381	XM_001596277.1.p1	XM_009659071.1.p1
OG0000381	XM_001586516.1.p1	XM_009658800.1.p1
OG0000382	XM_001586499.1.p1	XM_009656588.1.p1, XM_009651053.1.p1, XM_009658813.1.p1
OG0000383	XM_001595200.1.p1	XM_009659352.1.p1
OG0000384	XM_001590907.1.p1	XM_009656836.1.p1
OG0000384	XM_001596488.1.p1	XM_009653984.1.p1
OG0000385	XM_001594849.1.p1	XM_009649985.1.p1
OG0000385	XM_001591151.1.p1	XM_009650214.1.p1
OG0000386	XM_001592690.1.p1	XM_009659516.1.p1
OG0000386	XM_001587880.1.p1	XM_009651275.1.p1
OG0000388	XM_001587153.1.p1	XM_009656681.1.p1
OG0000388	XM_001588257.1.p1	XM_009653592.1.p1, XM_009660155.1.p1
OG0000389	XM_001592940.1.p1	XM_009659156.1.p1
OG0000390	XM_001595466.1.p1	XM_009653114.1.p1
OG0000390	XM_001591034.1.p1	XM_009655191.1.p1
OG0000391	XM_001597617.1.p1	XM_009659478.1.p1, XM_009659456.1.p1
OG0000392	XM_001592820.1.p1	XM_009652126.1.p1
OG0000393	XM_001596263.1.p1	XM_009649994.1.p1
OG0000393	XM_001597320.1.p1	XM_009651101.1.p1
OG0000395	XM_001597922.1.p1	XM_009654683.1.p1
OG0000395	XM_001592276.1.p1	XM_009657408.1.p1
OG0000396	XM_001592582.1.p1	XM_009656221.1.p1
OG0000397	XM_001592147.1.p1	XM_009655711.1.p1
OG0000397	XM_001597134.1.p1, XM_001598839.1.p1	XM_009652516.1.p1
OG0000398	XM_001597851.1.p1	XM_009649772.1.p1
OG0000398	XM_001591395.1.p1	XM_009654015.1.p1
OG0000399	XM_001586912.1.p1	XM_009654414.1.p1
OG0000402	XM_001598320.1.p1	XM_009657721.1.p1
OG0000403	XM_001589101.1.p1	XM_009656814.1.p1
OG0000403	XM_001590733.1.p1	XM_009651729.1.p1
OG0000404	XM_001595520.1.p1	XM_009656323.1.p1
OG0000405	XM_001584602.1.p1	XM_009652501.1.p1
OG0000407	XM_001591874.1.p1	XM_009654232.1.p1
OG0000407	XM_001594751.1.p1	XM_009651004.1.p1
OG0000408	XM_001590719.1.p1	XM_009657960.1.p1
OG0000408	XM_001588056.1.p1	XM_009657877.1.p1
OG0000409	XM_001591593.1.p1	XM_009658781.1.p1
OG0000409	XM_001594161.1.p1	XM_009659803.1.p1
OG0000411	XM_001585214.1.p1	XM_009657508.1.p1
OG0000411	XM_001593430.1.p1	XM_009653372.1.p1
OG0000412	XM_001592689.1.p1	XM_009649807.1.p1
OG0000412	XM_001594715.1.p1	XM_009650096.1.p1
OG0000412	XM_001590537.1.p1	XM_009652759.1.p1
OG0000414	XM_001588538.1.p1	XM_009651584.1.p1
OG0000415	XM_001587000.1.p1	XM_009659291.1.p1
OG0000415	XM_001590013.1.p1	XM_009650209.1.p1
OG0000416	XM_001585521.1.p1	XM_009653697.1.p1
OG0000416	XM_001595781.1.p1	XM_009656937.1.p1
OG0000417	XM_001595020.1.p1	XM_009653473.1.p1
OG0000418	XM_001597732.1.p1	XM_009656055.1.p1
OG0000418	XM_001594531.1.p1	XM_009656893.1.p1
OG0000419	XM_001589943.1.p1	XM_009658131.1.p1, XM_009652349.1.p1
OG0000421	XM_001596111.1.p1	XM_009656387.1.p1
OG0000422	XM_001586710.1.p1, XM_001585755.1.p1	XM_009651567.1.p1
OG0000423	XM_001591595.1.p1	XM_009655381.1.p1
OG0000424	XM_001584735.1.p1	XM_009652630.1.p1
OG0000425	XM_001595569.1.p1	XM_009651450.1.p1
OG0000426	XM_001594352.1.p1	XM_009659955.1.p1
OG0000426	XM_001595306.1.p1	XM_009653351.1.p1
OG0000427	XM_001588666.1.p1	XM_009654723.1.p1
OG0000428	XM_001591689.1.p1	XM_009654187.1.p1
OG0000428	XM_001592756.1.p1	XM_009659104.1.p1
OG0000429	XM_001589525.1.p1	XM_009654861.1.p1
OG0000430	XM_001594943.1.p1	XM_009652523.1.p1
OG0000430	XM_001596140.1.p1	XM_009659990.1.p1
OG0000431	XM_001595021.1.p1	XM_009653472.1.p1
OG0000431	XM_001585051.1.p1	XM_009654047.1.p1
OG0000432	XM_001592025.1.p1	XM_009656114.1.p1
OG0000432	XM_001595641.1.p1	XM_009654721.1.p1
OG0000437	XM_001586166.1.p1	XM_009650900.1.p1
OG0000438	XM_001594730.1.p1	XM_009656263.1.p1
OG0000439	XM_001588396.1.p1	XM_009653916.1.p1
OG0000440	XM_001596584.1.p1	XM_009653324.1.p1
OG0000441	XM_001598052.1.p1	XM_009650929.1.p1
OG0000441	XM_001587956.1.p1	XM_009654148.1.p1
OG0000442	XM_001594041.1.p1	XM_009653212.1.p1
OG0000442	XM_001595999.1.p1	XM_009652412.1.p1
OG0000443	XM_001597889.1.p1	XM_009652294.1.p1, XM_009658681.1.p1
OG0000443	XM_001589171.1.p1	XM_009650699.1.p1
OG0000444	XM_001585129.1.p1	XM_009651848.1.p1
OG0000444	XM_001588771.1.p1	XM_009655850.1.p1
OG0000445	XM_001595885.1.p1	XM_009655007.1.p1, XM_009653679.1.p1, XM_009653871.1.p1, XM_009654331.1.p1, XM_009653815.1.p1
OG0000446	XM_001595180.1.p1	XM_009657926.1.p1
OG0000447	XM_001598386.1.p1	XM_009658660.1.p1
OG0000447	XM_001590963.1.p1	XM_009654450.1.p1, XM_009654878.1.p1
OG0000448	XM_001596951.1.p1	XM_009657375.1.p1
OG0000448	XM_001589303.1.p1	XM_009657041.1.p1
OG0000450	XM_001587231.1.p1	XM_009652860.1.p1, XM_009656219.1.p1
OG0000451	XM_001590342.1.p1	XM_009656494.1.p1
OG0000452	XM_001593005.1.p1	XM_009659194.1.p1
OG0000455	XM_001585436.1.p1	XM_009658740.1.p1
OG0000455	XM_001598722.1.p1	XM_009650017.1.p1
OG0000456	XM_001586769.1.p1	XM_009654066.1.p1
OG0000456	XM_001590674.1.p1	XM_009660002.1.p1
OG0000457	XM_001597364.1.p1	XM_009656868.1.p1
OG0000457	XM_001595651.1.p1	XM_009650170.1.p1
OG0000458	XM_001594303.1.p1	XM_009653525.1.p1
OG0000458	XM_001589273.1.p1	XM_009651832.1.p1
OG0000459	XM_001595847.1.p1	XM_009652213.1.p1
OG0000459	XM_001588033.1.p1	XM_009651402.1.p1
OG0000460	XM_001597572.1.p1	XM_009657167.1.p1
OG0000460	XM_001597304.1.p1	XM_009654144.1.p1
OG0000461	XM_001594597.1.p1, XM_001594596.1.p1	XM_009650630.1.p1
OG0000461	XM_001590763.1.p1	XM_009651854.1.p1
OG0000462	XM_001585696.1.p1	XM_009651290.1.p1
OG0000463	XM_001595247.1.p1	XM_009653560.1.p1
OG0000463	XM_001597555.1.p1	XM_009657101.1.p1, XM_009655675.1.p1, XM_009654361.1.p1
OG0000464	XM_001589681.1.p1, XM_001595333.1.p1	XM_009654231.1.p1
OG0000464	XM_001588447.1.p1	XM_009655389.1.p1
OG0000465	XM_001596182.1.p1	XM_009652420.1.p1
OG0000465	XM_001598498.1.p1	XM_009655253.1.p1
OG0000466	XM_001597810.1.p1	XM_009655930.1.p1
OG0000467	XM_001588516.1.p1	XM_009652880.1.p1
OG0000468	XM_001595597.1.p1	XM_009654032.1.p1
OG0000469	XM_001586974.1.p1	XM_009649898.1.p1
OG0000470	XM_001589646.1.p1	XM_009656821.1.p1
OG0000470	XM_001589696.1.p1	XM_009650003.1.p1
OG0000471	XM_001589081.1.p1	XM_009651840.1.p1
OG0000471	XM_001597763.1.p1	XM_009660135.1.p1
OG0000472	XM_001596286.1.p1	XM_009652750.1.p1, XM_009657754.1.p1
OG0000472	XM_001598844.1.p1	XM_009659402.1.p1
OG0000473	XM_001597336.1.p1	XM_009651068.1.p1
OG0000473	XM_001585585.1.p1	XM_009654159.1.p1
OG0000474	XM_001586657.1.p1	XM_009658289.1.p1
OG0000474	XM_001586656.1.p1	XM_009658288.1.p1
OG0000475	XM_001586521.1.p1	XM_009655226.1.p1
OG0000475	XM_001592419.1.p1	XM_009650812.1.p1
OG0000476	XM_001595211.1.p1	XM_009655094.1.p1
OG0000476	XM_001584773.1.p1	XM_009650739.1.p1
OG0000477	XM_001598467.1.p1	XM_009655219.1.p1
OG0000477	XM_001587693.1.p1	XM_009649760.1.p1
OG0000478	XM_001595503.1.p1	XM_009653597.1.p1
OG0000479	XM_001592726.1.p1	XM_009654702.1.p1
OG0000480	XM_001589137.1.p1	XM_009655024.1.p1
OG0000484	XM_001594928.1.p1	XM_009654141.1.p1
OG0000485	XM_001592093.1.p1	XM_009653761.1.p1
OG0000486	XM_001590667.1.p1	XM_009652537.1.p1
OG0000486	XM_001594460.1.p1	XM_009654468.1.p1, XM_009654703.1.p1
OG0000487	XM_001591646.1.p1	XM_009654747.1.p1
OG0000489	XM_001597803.1.p1	XM_009652235.1.p1
OG0000490	XM_001593846.1.p1	XM_009655777.1.p1
OG0000490	XM_001589239.1.p1	XM_009656839.1.p1
OG0000491	XM_001591479.1.p1	XM_009658810.1.p1
OG0000491	XM_001590012.1.p1	XM_009660190.1.p1
OG0000492	XM_001589340.1.p1	XM_009651076.1.p1
OG0000492	XM_001586411.1.p1	XM_009655318.1.p1
OG0000493	XM_001589112.1.p1	XM_009653706.1.p1
OG0000493	XM_001591427.1.p1	XM_009652550.1.p1
OG0000493	XM_001596490.1.p1	XM_009654659.1.p1
OG0000494	XM_001594386.1.p1	XM_009650894.1.p1
OG0000495	XM_001585960.1.p1	XM_009652236.1.p1
OG0000497	XM_001596284.1.p1	XM_009653214.1.p1
OG0000497	XM_001587094.1.p1	XM_009649938.1.p1
OG0000498	XM_001586996.1.p1	XM_009659229.1.p1
OG0000498	XM_001595543.1.p1	XM_009658228.1.p1
OG0000499	XM_001594743.1.p1	XM_009651084.1.p1
OG0000499	XM_001588554.1.p1	XM_009651381.1.p1, XM_009653245.1.p1
OG0000500	XM_001584816.1.p1	XM_009657755.1.p1
